7955.ENSDARP00000027118	Q5PRD0
7955.ENSDARP00000076931	Q5XJ56
7955.ENSDARP00000089351	Q29RA3
7955.ENSDARP00000097423	Q4VSN1
7955.ENSDARP00000055378	P35621
7955.ENSDARP00000095514	A2CI97
7955.ENSDARP00000103743	Q32PN7
7955.ENSDARP00000105423	Q7T019
7955.ENSDARP00000117568	Q5RIX9
7955.ENSDARP00000074403	F1QZ88
7955.ENSDARP00000058626	O57457
7955.ENSDARP00000055766	Q4V8R6
7955.ENSDARP00000100426	Q6AZD3
7955.ENSDARP00000060189	F1R6N4
7955.ENSDARP00000087743	A0PJR5
7955.ENSDARP00000093211	Q6NYL3
7955.ENSDARP00000124710	Q08CK1
7955.ENSDARP00000106420	Q502M5
7955.ENSDARP00000084220	Q1LUT1
7955.ENSDARP00000026769	Q6PBY3
7955.ENSDARP00000059344	Q566T0
7955.ENSDARP00000095703	Q6TEQ0
7955.ENSDARP00000054142	Q6PE25
7955.ENSDARP00000064232	Q568G4
7955.ENSDARP00000070145	A1A600
7955.ENSDARP00000087584	Q08BB1
7955.ENSDARP00000010992	Q32TF8
7955.ENSDARP00000040277	P79727
7955.ENSDARP00000092347	P79728
7955.ENSDARP00000010432	O73874
7955.ENSDARP00000112891	Q5SPP5
7955.ENSDARP00000080380	A1A5Z3
7955.ENSDARP00000054459	P26632
7955.ENSDARP00000062854	Q05159
7955.ENSDARP00000106853	Q6DRI1
7955.ENSDARP00000003276	Q1LUA8
7955.ENSDARP00000104169	Q6AXJ2
7955.ENSDARP00000052433	Q5PR67
7955.ENSDARP00000124801	Q7SXU0
7955.ENSDARP00000069883	Q803P1
7955.ENSDARP00000027788	Q7SY07
7955.ENSDARP00000125913	Q4QRJ7
7955.ENSDARP00000102398	Q6PCR7
7955.ENSDARP00000111179	Q6PFQ2
7955.ENSDARP00000011011	Q6TH15
7955.ENSDARP00000027672	Q6DRC4
7955.ENSDARP00000017792	Q7ZV55
7955.ENSDARP00000089482	Q567V6
7955.ENSDARP00000090402	Q7T2A5
7955.ENSDARP00000024129	Q7T3B0
7955.ENSDARP00000096379	Q6PC64
7955.ENSDARP00000104754	Q05AM5
7955.ENSDARP00000061556	Q5RIC0
7955.ENSDARP00000015880	Q566Y1
7955.ENSDARP00000088643	A1A5V9
7955.ENSDARP00000079599	Q0P424
7955.ENSDARP00000071497	A7E2M3
7955.ENSDARP00000006378	Q6TGY8
7955.ENSDARP00000106382	Q7SXW4
7955.ENSDARP00000108649	Q6P011
7955.ENSDARP00000051134	Q6P0F0
7955.ENSDARP00000104784	Q5TYV0
7955.ENSDARP00000065494	F1QIK8
7955.ENSDARP00000092435	Q7ZUV7
7955.ENSDARP00000057809	Q804S6
7955.ENSDARP00000005952	A1L251
7955.ENSDARP00000104110	A1L237
7955.ENSDARP00000005740	Q503V9
7955.ENSDARP00000099395	Q1LUM3
7955.ENSDARP00000094621	Q08BC6
7955.ENSDARP00000031494	Q6GMI7
7955.ENSDARP00000076322	Q566N0
7955.ENSDARP00000059230	Q5BKW7
7955.ENSDARP00000053641	Q1L8X2
7955.ENSDARP00000115433	Q6DH42
7955.ENSDARP00000123962	O13148
7955.ENSDARP00000049894	P17561
7955.ENSDARP00000121482	A5WUT8
7955.ENSDARP00000096552	O13146
7955.ENSDARP00000100433	Q2XNF5
7955.ENSDARP00000078213	B0S6U7
7955.ENSDARP00000012447	A2BGR3
7955.ENSDARP00000105166	Q7ZVV1
7955.ENSDARP00000011420	Q6PEH1
7955.ENSDARP00000059955	Q6PFS5
7955.ENSDARP00000105911	Q4V8Y6
7955.ENSDARP00000068141	Q7T2D4
7955.ENSDARP00000055510	Q803I2
7955.ENSDARP00000092749	Q98874
7955.ENSDARP00000015815	Q58EG2
7955.ENSDARP00000121177	A3QK16
7955.ENSDARP00000015478	Q7T3D1
7955.ENSDARP00000112917	Q90257
7955.ENSDARP00000002535	Q5SPR8
7955.ENSDARP00000024987	P57717
7955.ENSDARP00000094207	A1L1G1
7955.ENSDARP00000015568	Q7ZVR8
7955.ENSDARP00000016969	Q9PUQ1
7955.ENSDARP00000049632	Q503Y8
7955.ENSDARP00000081999	Q08CB3
7955.ENSDARP00000094733	A2AV37
7955.ENSDARP00000073846	Q803U7
7955.ENSDARP00000105428	F1Q514
7955.ENSDARP00000052347	Q6P0I8
7955.ENSDARP00000003397	Q5IGR8
7955.ENSDARP00000108198	Q5IGR7
7955.ENSDARP00000051693	Q5IGR6
7955.ENSDARP00000023693	Q08BS4
7955.ENSDARP00000104632	Q4QRD7
7955.ENSDARP00000083980	A1A5I1
7955.ENSDARP00000058723	Q6PBU0
7955.ENSDARP00000106085	A1L253
7955.ENSDARP00000075469	A5PN38
7955.ENSDARP00000078899	A2AWH2
7955.ENSDARP00000114467	A3KP48
7955.ENSDARP00000099646	A2RRW4
7955.ENSDARP00000116823	Q5RFZ7
7955.ENSDARP00000083361	Q08BY2
7955.ENSDARP00000101150	B0V207
7955.ENSDARP00000078566	A0JPF5
7955.ENSDARP00000069087	Q7T297
7955.ENSDARP00000123345	Q1LVN1
7955.ENSDARP00000063620	Q1LVP6
7955.ENSDARP00000059034	A0AUR5
7955.ENSDARP00000092790	Q0P4B9
7955.ENSDARP00000017054	Q6AXJ7
7955.ENSDARP00000094053	Q1LU93
7955.ENSDARP00000074475	Q6PBP3
7955.ENSDARP00000059207	Q1LV22
7955.ENSDARP00000002156	Q6DC60
7955.ENSDARP00000008437	Q6TEP1
7955.ENSDARP00000006153	Q1LU86
7955.ENSDARP00000056094	Q9I8L5
7955.ENSDARP00000099230	A4FUN9
7955.ENSDARP00000108572	Q6GQN4
7955.ENSDARP00000086028	A8E7G4
7955.ENSDARP00000114520	Q7ZUP1
7955.ENSDARP00000028381	Q568K9
7955.ENSDARP00000054658	Q503D6
7955.ENSDARP00000116319	A3KQS4
7955.ENSDARP00000122491	Q1LU99
7955.ENSDARP00000119471	Q5EB20
7955.ENSDARP00000086003	Q1RLQ5
7955.ENSDARP00000027051	Q5XJS0
7955.ENSDARP00000109341	Q5BLE2
7955.ENSDARP00000026447	Q6PBM7
7955.ENSDARP00000107897	A4QP72
7955.ENSDARP00000123459	Q1LVV0
7955.ENSDARP00000003282	Q1AMT3
7955.ENSDARP00000094012	Q68EH8
7955.ENSDARP00000022396	Q9DEX7
7955.ENSDARP00000037509	Q6DH69
7955.ENSDARP00000071507	Q05AM4
7955.ENSDARP00000091640	Q7ZYY4
7955.ENSDARP00000084286	Q1LWH4
7955.ENSDARP00000106584	Q6NZ03
7955.ENSDARP00000051185	Q568V3
7955.ENSDARP00000056961	Q0V967
7955.ENSDARP00000093542	Q6P3K3
7955.ENSDARP00000093665	Q2YDQ5
7955.ENSDARP00000084255	A1A5X2
7955.ENSDARP00000033648	E7FBF7
7955.ENSDARP00000051270	Q502I9
7955.ENSDARP00000110111	Q6P9Z4
7955.ENSDARP00000007949	Q7T3P8
7955.ENSDARP00000004016	Q6TNU4
7955.ENSDARP00000017784	B0UXL7
7955.ENSDARP00000049463	F1Q8X5
7955.ENSDARP00000087775	A3FEM2
7955.ENSDARP00000007655	Q25C93
7955.ENSDARP00000094772	Q804Q5
7955.ENSDARP00000033747	Q6SJP8
7955.ENSDARP00000061927	Q2HXK8
7955.ENSDARP00000008825	Q6PBT8
7955.ENSDARP00000099184	P48802
7955.ENSDARP00000057884	Q805B2
7955.ENSDARP00000124761	Q8JG38
7955.ENSDARP00000091059	Q90413
7955.ENSDARP00000056457	Q6NUW9
7955.ENSDARP00000005747	Q7T338
7955.ENSDARP00000069260	Q90Z00
7955.ENSDARP00000112062	A1IGX5
7955.ENSDARP00000123219	Q6ZM51
7955.ENSDARP00000006334	Q503S1
7955.ENSDARP00000105723	A3KNA5
7955.ENSDARP00000094123	Q5XJD3
7955.ENSDARP00000073429	Q5CZN0
7955.ENSDARP00000041832	Q52KL1
7955.ENSDARP00000062551	Q7SXL7
7955.ENSDARP00000011656	Q98TZ8
7955.ENSDARP00000083775	Q0P4F6
7955.ENSDARP00000052107	Q1L867
7955.ENSDARP00000060948	P60622
7955.ENSDARP00000007827	Q07342
7955.ENSDARP00000022888	A1L1S5
7955.ENSDARP00000072485	Q9I9E1
7955.ENSDARP00000020367	A2BGM5
7955.ENSDARP00000083574	Q1LY10
7955.ENSDARP00000107763	Q566N9
7955.ENSDARP00000122591	Q9YHV4
7955.ENSDARP00000057598	Q7ZZ03
7955.ENSDARP00000097494	Q7SX99
7955.ENSDARP00000059836	Q6DH87
7955.ENSDARP00000042310	Q5F2N3
7955.ENSDARP00000074921	Q08C60
7955.ENSDARP00000087386	A3RK74
7955.ENSDARP00000082331	A3RK75
7955.ENSDARP00000105372	Q9DE25
7955.ENSDARP00000072219	Q9DE24
7955.ENSDARP00000077301	F1QDF8
7955.ENSDARP00000107064	F1R8Z9
7955.ENSDARP00000112101	Q6NW95
7955.ENSDARP00000109350	Q2LE08
7955.ENSDARP00000081852	B0UXS1
7955.ENSDARP00000123888	Q6EWH2
7955.ENSDARP00000037198	F1RDG9
7955.ENSDARP00000058383	Q5MJ86
7955.ENSDARP00000063799	Q5XJ10
7955.ENSDARP00000027964	A1A5Z0
7955.ENSDARP00000111687	E7EZ53
7955.ENSDARP00000053869	Q5SNX7
7955.ENSDARP00000095135	Q71N41
7955.ENSDARP00000101401	Q7ZVE0
7955.ENSDARP00000024393	Q7ZVU1
7955.ENSDARP00000080071	A5PF44
7955.ENSDARP00000017572	Q91428
7955.ENSDARP00000045614	F1QAJ4
7955.ENSDARP00000093298	Q7T010
7955.ENSDARP00000073880	A2BHB7
7955.ENSDARP00000051711	Q1L8G7
7955.ENSDARP00000052640	Q6PH19
7955.ENSDARP00000111963	Q6PH57
7955.ENSDARP00000061000	O42248
7955.ENSDARP00000105986	Q9PU65
7955.ENSDARP00000109637	Q4V8R7
7955.ENSDARP00000050987	Q71SG7
7955.ENSDARP00000030237	Q66HX8
7955.ENSDARP00000076657	F1QWZ4
7955.ENSDARP00000069999	P85857
7955.ENSDARP00000024027	A8E7N9
7955.ENSDARP00000091159	O42222
7955.ENSDARP00000124666	Q98TU0
7955.ENSDARP00000029607	Q58EE9
7955.ENSDARP00000022896	Q6PBT6
7955.ENSDARP00000094571	A0JMM9
7955.ENSDARP00000055778	Q66I06
7955.ENSDARP00000094561	A3KNL6
7955.ENSDARP00000109237	Q6PC55
7955.ENSDARP00000039045	Q5RII3
7955.ENSDARP00000012352	Q6NWC9
7955.ENSDARP00000058734	Q5U3H3
7955.ENSDARP00000124654	Q08BL7
7955.ENSDARP00000096574	Q503I9
7955.ENSDARP00000104523	Q6DRB1
7955.ENSDARP00000076889	Q66HW4
7955.ENSDARP00000034038	Q6P963
7955.ENSDARP00000097435	Q502D1
7955.ENSDARP00000085784	A0JPE9
7955.ENSDARP00000066196	O93430
7955.ENSDARP00000040389	Q5XJ54
7955.ENSDARP00000064111	Q6PBM1
7955.ENSDARP00000083337	A2BG43
7955.ENSDARP00000017348	Q6GMK8
7955.ENSDARP00000032669	Q7SXP8
7955.ENSDARP00000022618	Q6DBU5
7955.ENSDARP00000109517	Q6DRP2
7955.ENSDARP00000040444	Q5RGJ8
7955.ENSDARP00000057385	Q7SXE4
7955.ENSDARP00000115735	Q7T320
7955.ENSDARP00000109070	C6KFA3
7955.ENSDARP00000118097	Q90X46
7955.ENSDARP00000063004	Q9I918
7955.ENSDARP00000010296	A5PLE7
7955.ENSDARP00000099273	B0UXR0
7955.ENSDARP00000115935	Q6DG38
7955.ENSDARP00000106138	F1QCC6
7955.ENSDARP00000002697	Q5U9X3
7955.ENSDARP00000123149	Q5XIZ6
7955.ENSDARP00000070486	B3G515
7955.ENSDARP00000047911	Q90X38
7955.ENSDARP00000108039	Q6PUR6
7955.ENSDARP00000065754	Q6ZM63
7955.ENSDARP00000090236	Q9I919
7955.ENSDARP00000020853	Q6JAN0
7955.ENSDARP00000034146	Q6DGZ0
7955.ENSDARP00000046439	A3KGT9
7955.ENSDARP00000011955	Q7ZV14
7955.ENSDARP00000116904	Q6ZM86
7955.ENSDARP00000116997	Q68Y21
7955.ENSDARP00000049686	Q6DGJ1
7955.ENSDARP00000091060	Q49HM9
7955.ENSDARP00000072364	Q1XHL7
7955.ENSDARP00000045883	Q6PBU5
7955.ENSDARP00000076522	P53544
7955.ENSDARP00000083583	Q1LWL6
7955.ENSDARP00000054407	Q4V922
7955.ENSDARP00000055540	Q7ZWI4
7955.ENSDARP00000075565	A5PMF6
7955.ENSDARP00000016818	Q568B7
7955.ENSDARP00000004190	Q501Z5
7955.ENSDARP00000101684	B0S8I0
7955.ENSDARP00000058969	Q6DHF7
7955.ENSDARP00000053530	Q6NWF1
7955.ENSDARP00000072407	Q6DBX4
7955.ENSDARP00000030796	Q5SP46
7955.ENSDARP00000090434	Q71PD7
7955.ENSDARP00000040327	Q7ZUY3
7955.ENSDARP00000111973	Q5BJA5
7955.ENSDARP00000055912	Q6PC60
7955.ENSDARP00000113307	Q4QRF4
7955.ENSDARP00000125972	Q6PI20
7955.ENSDARP00000096556	A0MGZ5
7955.ENSDARP00000022497	Q800H9
7955.ENSDARP00000065928	A0MGZ7
7955.ENSDARP00000022302	Q90474
7955.ENSDARP00000016888	Q7SY06
7955.ENSDARP00000084288	F8W2M1
7955.ENSDARP00000022921	P57102
7955.ENSDARP00000108392	Q6AZB8
7955.ENSDARP00000089274	A0JMF7
7955.ENSDARP00000039912	Q6AXL5
7955.ENSDARP00000101541	Q90487
7955.ENSDARP00000092488	Q90486
7955.ENSDARP00000092488	Q90485
7955.ENSDARP00000073611	Q6PBI4
7955.ENSDARP00000054625	Q803C3
7955.ENSDARP00000077625	Q7SXM0
7955.ENSDARP00000050728	Q1LUI2
7955.ENSDARP00000103259	Q5XXA7
7955.ENSDARP00000039499	Q5BJJ5
7955.ENSDARP00000094552	Q7T012
7955.ENSDARP00000066445	Q7SY48
7955.ENSDARP00000097730	A9JRI0
7955.ENSDARP00000012786	Q6R8J2
7955.ENSDARP00000073348	Q6QB00
7955.ENSDARP00000042673	Q6NYU2
7955.ENSDARP00000056419	Q9YHT4
7955.ENSDARP00000111337	Q6PHG2
7955.ENSDARP00000004251	Q568P9
7955.ENSDARP00000069720	P61516
7955.ENSDARP00000069720	Q7T273
7955.ENSDARP00000038769	Q6NYI0
7955.ENSDARP00000053002	A5D8S8
7955.ENSDARP00000094416	Q8AXV6
7955.ENSDARP00000002357	Q9I9L0
7955.ENSDARP00000072659	Q8AXV5
7955.ENSDARP00000051769	Q6DGR4
7955.ENSDARP00000118435	Q58EB4
7955.ENSDARP00000042048	P59723
7955.ENSDARP00000059340	Q568T4
7955.ENSDARP00000072181	Q5PNN8
7955.ENSDARP00000090143	Q06S87
7955.ENSDARP00000023487	Q04896
7955.ENSDARP00000028905	P09015
7955.ENSDARP00000056747	P31533
7955.ENSDARP00000105104	A8WG57
7955.ENSDARP00000095383	Q504H8
7955.ENSDARP00000011119	A1L1N5
7955.ENSDARP00000038789	Q8UW00
7955.ENSDARP00000113843	Q6DC37
7955.ENSDARP00000021126	Q6NY77
7955.ENSDARP00000078154	A9JTG5
7955.ENSDARP00000063051	Q5TZ80
7955.ENSDARP00000112208	Q8AYB8
7955.ENSDARP00000058887	A2BF66
7955.ENSDARP00000016115	Q6TGZ5
7955.ENSDARP00000035010	Q7T3B2
7955.ENSDARP00000033200	Q6ZM28
7955.ENSDARP00000014978	O57521
7955.ENSDARP00000061172	A5WWC6
7955.ENSDARP00000038205	Q6P5L8
7955.ENSDARP00000062985	Q56A36
7955.ENSDARP00000090766	Q90473
7955.ENSDARP00000075275	Q5RGE6
7955.ENSDARP00000026207	A5JV83
7955.ENSDARP00000048135	Q6GMI0
7955.ENSDARP00000020528	A9JRB3
7955.ENSDARP00000107674	Q8JFV4
7955.ENSDARP00000028107	Q7SXK5
7955.ENSDARP00000059027	Q6DHQ1
7955.ENSDARP00000074910	Q98SI1
7955.ENSDARP00000023072	O42365
7955.ENSDARP00000052632	Q8AWZ2
7955.ENSDARP00000074915	Q9PWL5
7955.ENSDARP00000023754	Q9YGT6
7955.ENSDARP00000121644	Q9PWL6
7955.ENSDARP00000073839	Q9YGT5
7955.ENSDARP00000046765	Q8AWY2
7955.ENSDARP00000094573	Q9DDU0
7955.ENSDARP00000005174	Q9DDU1
7955.ENSDARP00000003928	Q6W990
7955.ENSDARP00000052661	P79724
7955.ENSDARP00000101854	O42366
7955.ENSDARP00000070641	Q90423
7955.ENSDARP00000118498	O42367
7955.ENSDARP00000072928	O42368
7955.ENSDARP00000008458	P22574
7955.ENSDARP00000004270	P09014
7955.ENSDARP00000070639	P09013
7955.ENSDARP00000002263	P15861
7955.ENSDARP00000010277	Q9YGT4
7955.ENSDARP00000072915	Q8AWY9
7955.ENSDARP00000106585	Q8AWZ0
7955.ENSDARP00000070632	Q8JH55
7955.ENSDARP00000007852	Q9PWM2
7955.ENSDARP00000016856	Q9PWL7
7955.ENSDARP00000110135	Q1ECY2
7955.ENSDARP00000093905	Q98SH9
7955.ENSDARP00000076907	P28174
7955.ENSDARP00000093906	Q9PWM3
7955.ENSDARP00000093910	P15862
7955.ENSDARP00000067697	Q9PWM5
7955.ENSDARP00000093913	Q68EH7
7955.ENSDARP00000105244	Q9YGS6
7955.ENSDARP00000093920	Q58EL0
7955.ENSDARP00000067695	Q9YGT0
7955.ENSDARP00000093923	Q6JIY5
7955.ENSDARP00000104963	Q6JIY4
7955.ENSDARP00000093704	O42370
7955.ENSDARP00000076791	O57374
7955.ENSDARP00000076790	Q9PWM6
7955.ENSDARP00000109229	Q90469
7955.ENSDARP00000076780	Q90470
7955.ENSDARP00000076768	Q90472
7955.ENSDARP00000036397	Q6P121
7955.ENSDARP00000104064	A8WFT6
7955.ENSDARP00000090804	Q7ZUW2
7955.ENSDARP00000107809	Q8QHJ9
7955.ENSDARP00000004557	Q6NZT6
7955.ENSDARP00000023325	Q7T2G1
7955.ENSDARP00000026919	Q1LV17
7955.ENSDARP00000084158	A1L1F6
7955.ENSDARP00000021046	Q503L4
7955.ENSDARP00000068816	Q9PTH3
7955.ENSDARP00000019643	B3F211
7955.ENSDARP00000071657	Q6NYT3
7955.ENSDARP00000061333	Q5RHH4
7955.ENSDARP00000082159	Q08CK7
7955.ENSDARP00000010878	Q9PW80
7955.ENSDARP00000027276	Q7ZVA6
7955.ENSDARP00000015325	Q66HY7
7955.ENSDARP00000103599	Q9DFS6
7955.ENSDARP00000022906	Q9PW28
7955.ENSDARP00000015326	Q6ZM19
7955.ENSDARP00000121802	Q66I67
7955.ENSDARP00000011140	Q567Y6
7955.ENSDARP00000105715	E7F555
7955.ENSDARP00000083038	A7MBP4
7955.ENSDARP00000032176	Q5PR66
7955.ENSDARP00000013774	Q6IVW0
7955.ENSDARP00000076199	Q98862
7955.ENSDARP00000053587	Q501X6
7955.ENSDARP00000013115	Q4G3H4
7955.ENSDARP00000073468	Q6DBW0
7955.ENSDARP00000022486	Q6NZ06
7955.ENSDARP00000019087	Q6NXA4
7955.ENSDARP00000004404	Q6NV04
7955.ENSDARP00000092803	Q503E9
7955.ENSDARP00000091935	Q6GMG5
7955.ENSDARP00000024354	B0UXP9
7955.ENSDARP00000066972	Q5RGV1
7955.ENSDARP00000119793	Q6AZD4
7955.ENSDARP00000075369	Q2YDR3
7955.ENSDARP00000063544	Q642J4
7955.ENSDARP00000107863	Q6P0F9
7955.ENSDARP00000069814	Q7T3H2
7955.ENSDARP00000018378	Q8AV61
7955.ENSDARP00000051221	O73727
7955.ENSDARP00000110172	Q6TNU3
7955.ENSDARP00000093676	Q503E1
7955.ENSDARP00000106610	Q6IQU7
7955.ENSDARP00000067792	Q1LXC9
7955.ENSDARP00000026435	Q7SYD9
7955.ENSDARP00000008647	Q8JGR7
7955.ENSDARP00000101586	E7FCN8
7955.ENSDARP00000014904	Q8UVC1
7955.ENSDARP00000113709	Q4JL91
7955.ENSDARP00000009775	Q567X9
7955.ENSDARP00000074143	Q1LXZ7
7955.ENSDARP00000057864	Q4VBI2
7955.ENSDARP00000117551	B6ZK76
7955.ENSDARP00000099490	B6ZK77
7955.ENSDARP00000068166	Q4QRC6
7955.ENSDARP00000012903	P53405
7955.ENSDARP00000020636	P53406
7955.ENSDARP00000055935	P53407
7955.ENSDARP00000023737	Q5EGE1
7955.ENSDARP00000070453	Q58T08
7955.ENSDARP00000110335	Q08C33
7955.ENSDARP00000022030	A0JME6
7955.ENSDARP00000118574	A0JPF9
7955.ENSDARP00000074674	A5WVX0
7955.ENSDARP00000009878	Q7ZU91
7955.ENSDARP00000042059	Q803A0
7955.ENSDARP00000120486	Q7ZVP1
7955.ENSDARP00000121170	Q90Y57
7955.ENSDARP00000008197	Q90Y54
7955.ENSDARP00000037399	O12990
7955.ENSDARP00000114402	Q1LVC2
7955.ENSDARP00000010866	Q6DGM8
7955.ENSDARP00000060173	Q5XJX0
7955.ENSDARP00000012395	Q1L864
7955.ENSDARP00000096160	Q08BY5
7955.ENSDARP00000107901	Q6PFM0
7955.ENSDARP00000119835	Q6NVC9
7955.ENSDARP00000059559	Q6NZ18
7955.ENSDARP00000122314	Q5RG44
7955.ENSDARP00000055445	Q6P6Y1
7955.ENSDARP00000083006	Q1LWM5
7955.ENSDARP00000067034	Q1RMB5
7955.ENSDARP00000020775	Q7ZTS4
7955.ENSDARP00000075658	Q6NWF6
7955.ENSDARP00000010686	Q1L8L9
7955.ENSDARP00000043095	Q502L7
7955.ENSDARP00000060632	Q499B3
7955.ENSDARP00000063535	Q7T3E5
7955.ENSDARP00000005849	Q5U3S1
7955.ENSDARP00000098625	A9C3W3
7955.ENSDARP00000083675	A8WE67
7955.ENSDARP00000043219	Q6DGQ1
7955.ENSDARP00000105479	Q6DGL2
7955.ENSDARP00000094847	Q08CL3
7955.ENSDARP00000038002	Q3ZB90
7955.ENSDARP00000122355	Q5XJ34
7955.ENSDARP00000003101	Q7T2E3
7955.ENSDARP00000014900	Q6P3K7
7955.ENSDARP00000047418	Q5PRD4
7955.ENSDARP00000056465	Q6DEH3
7955.ENSDARP00000044895	Q6DGS3
7955.ENSDARP00000088195	Q7T321
7955.ENSDARP00000034172	Q6DG99
7955.ENSDARP00000116571	Q0VFV7
7955.ENSDARP00000113335	Q7ZWE9
7955.ENSDARP00000023794	Q6IQX0
7955.ENSDARP00000042296	Q7ZVE6
7955.ENSDARP00000092376	Q7T163
7955.ENSDARP00000104491	Q5RHD1
7955.ENSDARP00000050378	P0CF52
7955.ENSDARP00000124888	A8E534
7955.ENSDARP00000108349	Q566U4
7955.ENSDARP00000091908	Q08BJ2
7955.ENSDARP00000103034	A8WFU8
7955.ENSDARP00000041576	Q58G59
7955.ENSDARP00000118932	Q5BJC2
7955.ENSDARP00000076947	Q6AZW1
7955.ENSDARP00000099069	Q8JFR5
7955.ENSDARP00000102994	A5D8S0
7955.ENSDARP00000057021	B3DIV9
7955.ENSDARP00000012991	E9QJ30
7955.ENSDARP00000090560	E9QIN8
7955.ENSDARP00000012238	F1QEG2
7955.ENSDARP00000043814	Q5U374
7955.ENSDARP00000025618	Q6DEL7
7955.ENSDARP00000121765	Q6NYM1
7955.ENSDARP00000070477	Q5RGB8
7955.ENSDARP00000110003	Q6Q7X9
7955.ENSDARP00000039584	Q503R4
7955.ENSDARP00000052077	Q1LYM6
7955.ENSDARP00000073620	E7F6F9
7955.ENSDARP00000024051	Q1RLY6
7955.ENSDARP00000038918	Q7SY24
7955.ENSDARP00000005309	Q90XF2
7955.ENSDARP00000073709	Q501V0
7955.ENSDARP00000102009	Q6DRJ4
7955.ENSDARP00000110167	F1REV3
7955.ENSDARP00000047992	Q6PFQ0
7955.ENSDARP00000113245	Q0P457
7955.ENSDARP00000043315	Q5RII9
7955.ENSDARP00000024623	Q7ZUV2
7955.ENSDARP00000060295	Q499A3
7955.ENSDARP00000068138	Q6DBR9
7955.ENSDARP00000087790	Q5XIX8
7955.ENSDARP00000121175	Q90478
7955.ENSDARP00000094506	Q90479
7955.ENSDARP00000035593	Q7SZE3
7955.ENSDARP00000055087	Q24JV9
7955.ENSDARP00000092605	Q6NY73
7955.ENSDARP00000024616	Q6NYF0
7955.ENSDARP00000106452	Q8JHV6
7955.ENSDARP00000024860	Q1LVF0
7955.ENSDARP00000018694	Q90ZL2
7955.ENSDARP00000108343	Q66PG1
7955.ENSDARP00000013130	Q66PG2
7955.ENSDARP00000092507	Q7ZWE3
7955.ENSDARP00000105122	Q5TYS0
7955.ENSDARP00000084619	Q1LX49
7955.ENSDARP00000107739	O73715
7955.ENSDARP00000059885	Q9PVK5
7955.ENSDARP00000013329	Q9PVK4
7955.ENSDARP00000022495	P58239
7955.ENSDARP00000064418	A5PF61
7955.ENSDARP00000016639	Q4QRF7
7955.ENSDARP00000071857	Q1ECW6
7955.ENSDARP00000101993	A4QNR8
7955.ENSDARP00000072160	Q6NYV9
7955.ENSDARP00000074011	Q1LY46
7955.ENSDARP00000100279	A8WGA3
7955.ENSDARP00000031031	Q8JHF2
7955.ENSDARP00000079854	E7FE13
7955.ENSDARP00000007599	Q5PRC1
7955.ENSDARP00000126208	Q6P0C6
7955.ENSDARP00000038316	Q6DHB5
7955.ENSDARP00000078992	A5PLK2
7955.ENSDARP00000021069	Q90476
7955.ENSDARP00000075139	P52889
7955.ENSDARP00000054806	Q1LWV4
7955.ENSDARP00000035286	Q6PHG4
7955.ENSDARP00000052112	Q66HV9
7955.ENSDARP00000101787	E7FAM5
7955.ENSDARP00000086543	Q08CM4
7955.ENSDARP00000045184	Q5RHQ8
7955.ENSDARP00000014304	Q6DBU8
7955.ENSDARP00000092768	Q29R99
7955.ENSDARP00000042217	Q7T394
7955.ENSDARP00000039257	Q803D2
7955.ENSDARP00000069049	Q6GMG8
7955.ENSDARP00000072173	Q3B748
7955.ENSDARP00000068620	Q5PR61
7955.ENSDARP00000019361	Q803C7
7955.ENSDARP00000122007	Q6P4P2
7955.ENSDARP00000098627	Q503U0
7955.ENSDARP00000085297	E7F7X0
7955.ENSDARP00000089741	Q803L0
7955.ENSDARP00000108400	Q6PFM4
7955.ENSDARP00000064612	F1QQC3
7955.ENSDARP00000118755	A1L1V4
7955.ENSDARP00000036252	Q5PQY6
7955.ENSDARP00000080475	Q1L8H0
7955.ENSDARP00000059242	A5PLI4
7955.ENSDARP00000086615	A3KNN3
7955.ENSDARP00000016699	Q7SXW3
7955.ENSDARP00000045055	Q6P5J6
7955.ENSDARP00000064514	Q6DHL5
7955.ENSDARP00000096361	Q6NWG1
7955.ENSDARP00000036969	Q504C1
7955.ENSDARP00000118448	Q5RHB5
7955.ENSDARP00000120615	A8WHP9
7955.ENSDARP00000050905	B0R160
7955.ENSDARP00000067525	Q6PBA2
7955.ENSDARP00000043189	Q6NSN1
7955.ENSDARP00000012550	Q6NY89
7955.ENSDARP00000088249	A2BIG9
7955.ENSDARP00000116818	A0JMD2
7955.ENSDARP00000019416	Q803V5
7955.ENSDARP00000058324	Q6DEG4
7955.ENSDARP00000116826	Q503S6
7955.ENSDARP00000115287	Q0P3X8
7955.ENSDARP00000113593	A5D8S1
7955.ENSDARP00000113978	A3KNJ8
7955.ENSDARP00000117995	Q6DGP7
7955.ENSDARP00000041191	Q5RIM0
7955.ENSDARP00000103510	B8JLQ0
7955.ENSDARP00000099103	A5PLG0
7955.ENSDARP00000100356	B3DFV0
7955.ENSDARP00000111919	Q6DEF4
7955.ENSDARP00000038848	Q6IQA2
7955.ENSDARP00000090237	Q6P606
7955.ENSDARP00000111864	Q6DHH7
7955.ENSDARP00000081380	Q1LXK4
7955.ENSDARP00000072953	Q1LXK5
7955.ENSDARP00000073314	Q6DGV7
7955.ENSDARP00000060149	P47805
7955.ENSDARP00000021980	Q1LUV9
7955.ENSDARP00000009901	Q8AWD1
