224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100019951	P39148
224308.Bsubs1_010100003273	O05508
224308.Bsubs1_010100003278	O05509
224308.Bsubs1_010100018826	O06974
224308.Bsubs1_010100021606	P12011
224308.Bsubs1_010100021611	P12012
224308.Bsubs1_010100021601	P10585
224308.Bsubs1_010100012541	P46919
224308.Bsubs1_010100018391	P39773
224308.Bsubs1_010100013966	P22322
224308.Bsubs1_010100012206	P0CI74
224308.Bsubs1_010100014926	P80240
224308.Bsubs1_010100013936	P15874
224308.Bsubs1_010100018136	O32210
224308.Bsubs1_010100017061	P80870
224308.Bsubs1_010100019466	P80871
224308.Bsubs1_010100004368	P80876
224308.Bsubs1_010100002398	P80238
224308.Bsubs1_010100021591	P42101
224308.Bsubs1_010100002383	P80873
224308.Bsubs1_010100005331	P80874
224308.Bsubs1_010100004823	P71084
224308.Bsubs1_010100015366	P30949
224308.Bsubs1_010100002493	P26907
224308.Bsubs1_010100020741	P25148
224308.Bsubs1_010100019291	Q05852
224308.Bsubs1_010100013771	P54472
224308.Bsubs1_010100017441	O05269
224308.Bsubs1_010100007296	O34598
224308.Bsubs1_010100021091	P04957
224308.Bsubs1_010100012616	P50735
224308.Bsubs1_010100001378	P42238
224308.Bsubs1_010100001373	P42237
224308.Bsubs1_010100009986	P10475
224308.Bsubs1_010100009986	P23549
224308.Bsubs1_010100003463	O34368
224308.Bsubs1_010100003453	P39143
224308.Bsubs1_010100000035	P05653
224308.Bsubs1_010100000030	P05652
224308.Bsubs1_010100013246	P45856
224308.Bsubs1_010100018161	O32215
224308.Bsubs1_010100015391	P16618
224308.Bsubs1_010100015371	P30950
224308.Bsubs1_010100015381	P16616
224308.Bsubs1_010100015376	P21248
224308.Bsubs1_010100005756	O07621
224308.Bsubs1_010100005631	P32396
224308.Bsubs1_010100015386	P16645
224308.Bsubs1_010100005471	Q796V8
224308.Bsubs1_010100012506	P31112
224308.Bsubs1_010100012496	P31114
224308.Bsubs1_010100009591	P94478
224308.Bsubs1_010100009541	O31796
224308.Bsubs1_010100018906	O34520
224308.Bsubs1_010100018876	O34912
224308.Bsubs1_010100018886	O35006
224308.Bsubs1_010100018891	O34565
224308.Bsubs1_010100018881	O34727
224308.Bsubs1_010100018896	O34683
224308.Bsubs1_010100012426	P17731
224308.Bsubs1_010100016156	O34411
224308.Bsubs1_010100018901	O34651
224308.Bsubs1_010100018911	O34459
224308.Bsubs1_010100005581	O07513
224308.Bsubs1_010100017606	O32142
224308.Bsubs1_010100012001	P54175
224308.Bsubs1_010100010041	O34873
224308.Bsubs1_010100004013	O31534
224308.Bsubs1_010100005616	P38049
224308.Bsubs1_010100007226	P49852
224308.Bsubs1_010100001328	O31463
224308.Bsubs1_010100000155	P37540
224308.Bsubs1_010100000400	P29252
224308.Bsubs1_010100018946	O34483
224308.Bsubs1_010100000345	P37472
224308.Bsubs1_010100005556	P11065
224308.Bsubs1_010100001933	P42405
224308.Bsubs1_010100013941	P25499
224308.Bsubs1_010100000360	P37565
224308.Bsubs1_010100021476	P46208
224308.Bsubs1_010100007471	O31657
224308.Bsubs1_010100007156	O34358
224308.Bsubs1_010100017906	Q9R9I1
224308.Bsubs1_010100021251	P42068
224308.Bsubs1_010100021236	P10944
224308.Bsubs1_010100021246	P42084
224308.Bsubs1_010100021256	P42087
224308.Bsubs1_010100021231	P10943
224308.Bsubs1_010100021241	P25503
224308.Bsubs1_010100001938	P42406
224308.Bsubs1_010100015681	P94531
224308.Bsubs1_010100015566	P94552
224308.Bsubs1_010100015896	P39126
224308.Bsubs1_010100012571	P50740
224308.Bsubs1_010100000720	P20458
224308.Bsubs1_010100009161	P17889
224308.Bsubs1_010100015761	P55872
224308.Bsubs1_010100011991	P37946
224308.Bsubs1_010100015461	P37251
224308.Bsubs1_010100015451	P37253
224308.Bsubs1_010100012041	P51785
224308.Bsubs1_010100001318	O31461
224308.Bsubs1_010100020811	P39576
224308.Bsubs1_010100015456	P37252
224308.Bsubs1_010100019476	Q04789
224308.Bsubs1_010100000045	P21879
224308.Bsubs1_010100002723	P96630
224308.Bsubs1_010100002728	P96631
224308.Bsubs1_010100002718	P96629
224308.Bsubs1_010100014011	P54457
224308.Bsubs1_010100021446	P42412
224308.Bsubs1_010100021441	P42413
224308.Bsubs1_010100021436	P42414
224308.Bsubs1_010100021431	P42415
224308.Bsubs1_010100021426	P42416
224308.Bsubs1_010100021411	P26935
224308.Bsubs1_010100021406	P42418
224308.Bsubs1_010100021401	P42419
224308.Bsubs1_010100021396	P42420
224308.Bsubs1_010100021451	P46337
224308.Bsubs1_010100021456	P46336
224308.Bsubs1_010100003498	O34718
224308.Bsubs1_010100018201	O32223
224308.Bsubs1_010100005996	P40332
224308.Bsubs1_010100006141	P39804
224308.Bsubs1_010100015031	O34599
224308.Bsubs1_010100016141	O34874
224308.Bsubs1_010100007306	P11018
224308.Bsubs1_010100013321	P54383
224308.Bsubs1_010100000465	Q06755
224308.Bsubs1_010100000230	P37550
224308.Bsubs1_010100000470	Q06756
224308.Bsubs1_010100013721	P54482
224308.Bsubs1_010100013766	P54473
224308.Bsubs1_010100009111	O31751
224308.Bsubs1_010100022146	Q01620
224308.Bsubs1_010100007981	O31714
224308.Bsubs1_010100000705	P16304
224308.Bsubs1_010100010896	O34676
224308.Bsubs1_010100017096	Q08429
224308.Bsubs1_010100017101	O05231
224308.Bsubs1_010100000805	P16449
224308.Bsubs1_010100012581	P38493
224308.Bsubs1_010100001363	P42235
224308.Bsubs1_010100012171	P50845
224308.Bsubs1_010100012176	P50844
224308.Bsubs1_010100012161	P50847
224308.Bsubs1_010100012186	P50842
224308.Bsubs1_010100012181	P50843
224308.Bsubs1_010100008661	O34328
224308.Bsubs1_010100017496	P04948
224308.Bsubs1_010100005481	O07535
224308.Bsubs1_010100007766	P16497
224308.Bsubs1_010100017091	Q08430
224308.Bsubs1_010100008031	P39764
224308.Bsubs1_010100007566	O31671
224308.Bsubs1_010100007496	O31661
224308.Bsubs1_010100002323	Q7WY77
224308.Bsubs1_010100002318	P60495
224308.Bsubs1_010100002338	P42968
224308.Bsubs1_010100020031	Q03221
224308.Bsubs1_010100000260	P14193
224308.Bsubs1_010100015921	P80885
224308.Bsubs1_010100000140	P37537
224308.Bsubs1_010100016906	O32080
224308.Bsubs1_010100016911	O32081
224308.Bsubs1_010100008041	P39760
224308.Bsubs1_010100007476	O31658
224308.Bsubs1_010100007431	O34859
224308.Bsubs1_010100015591	P94547
224308.Bsubs1_010100005701	O07610
224308.Bsubs1_010100001688	P55910
224308.Bsubs1_010100007191	O34851
224308.Bsubs1_010100001683	P13714
224308.Bsubs1_010100015341	P15378
224308.Bsubs1_010100013951	P37949
224308.Bsubs1_010100012791	P28628
224308.Bsubs1_010100007991	P71013
224308.Bsubs1_010100002268	P42959
224308.Bsubs1_010100005811	O07560
224308.Bsubs1_010100013496	P54506
224308.Bsubs1_010100015446	P94565
224308.Bsubs1_010100015441	P05645
224308.Bsubs1_010100015436	P80858
224308.Bsubs1_010100015431	P94568
224308.Bsubs1_010100018671	O07003
224308.Bsubs1_010100014801	P23914
224308.Bsubs1_010100009836	P31080
224308.Bsubs1_010100018941	O34752
224308.Bsubs1_010100017966	O32199
224308.Bsubs1_010100017971	O32200
224308.Bsubs1_010100017976	O32201
224308.Bsubs1_010100017981	O32202
224308.Bsubs1_010100017956	O32197
224308.Bsubs1_010100017961	O32198
224308.Bsubs1_010100020816	P46320
224308.Bsubs1_010100020836	P46321
224308.Bsubs1_010100021096	P39805
224308.Bsubs1_010100011316	O31917
224308.Bsubs1_010100007426	O34398
224308.Bsubs1_010100017541	O32129
224308.Bsubs1_010100002343	P42969
224308.Bsubs1_010100020336	P39648
224308.Bsubs1_010100013446	P54511
224308.Bsubs1_010100003988	P37966
224308.Bsubs1_010100001488	O34619
224308.Bsubs1_010100001483	O35018
224308.Bsubs1_010100015406	P37945
224308.Bsubs1_010100015411	P42425
224308.Bsubs1_010100003993	P39128
224308.Bsubs1_010100003998	P39129
224308.Bsubs1_010100004003	P39130
224308.Bsubs1_010100005691	O07608
224308.Bsubs1_010100015776	P94515
224308.Bsubs1_010100015771	P94516
224308.Bsubs1_010100002843	P96652
224308.Bsubs1_010100002848	P96653
224308.Bsubs1_010100002413	P96582
224308.Bsubs1_010100008541	Q45479
224308.Bsubs1_010100004073	Q797B3
224308.Bsubs1_010100004303	O34952
224308.Bsubs1_010100018466	O07020
224308.Bsubs1_010100018461	O07021
224308.Bsubs1_010100018456	O32259
224308.Bsubs1_010100018536	P71067
224308.Bsubs1_010100018531	O07007
224308.Bsubs1_010100016691	O34667
224308.Bsubs1_010100019281	Q02115
224308.Bsubs1_010100019276	Q02112
224308.Bsubs1_010100019266	Q02114
224308.Bsubs1_010100019356	P39848
224308.Bsubs1_010100005173	O07532
224308.Bsubs1_010100016921	O32083
224308.Bsubs1_010100017546	O32130
224308.Bsubs1_010100015786	P94513
224308.Bsubs1_010100015781	P94514
224308.Bsubs1_010100022051	P37515
224308.Bsubs1_010100017161	O05256
224308.Bsubs1_010100015331	Q02169
224308.Bsubs1_010100018731	O06992
224308.Bsubs1_010100017131	O05250
224308.Bsubs1_010100018726	O06993
224308.Bsubs1_010100017136	O05251
224308.Bsubs1_010100006646	O31646
224308.Bsubs1_010100003288	O05511
224308.Bsubs1_010100019361	P39841
224308.Bsubs1_010100003293	O05512
224308.Bsubs1_010100006636	O31644
224308.Bsubs1_010100012926	P54572
224308.Bsubs1_010100020026	P45868
224308.Bsubs1_010100016296	O34389
224308.Bsubs1_010100015941	O34962
224308.Bsubs1_010100000710	P19994
224308.Bsubs1_010100004293	O34484
224308.Bsubs1_010100019686	P39751
224308.Bsubs1_010100002508	P80878
224308.Bsubs1_010100014896	O05393
224308.Bsubs1_010100014891	O05394
224308.Bsubs1_010100016981	P39214
224308.Bsubs1_010100016991	P39215
224308.Bsubs1_010100007746	P54576
224308.Bsubs1_010100000435	P37569
224308.Bsubs1_010100000440	P37570
224308.Bsubs1_010100015891	P49814
224308.Bsubs1_010100018746	O06989
224308.Bsubs1_010100018741	O06990
224308.Bsubs1_010100018736	O06991
224308.Bsubs1_010100006366	P37958
224308.Bsubs1_010100012621	P50734
224308.Bsubs1_010100006246	O32436
224308.Bsubs1_010100020771	P39582
224308.Bsubs1_010100016756	P23966
224308.Bsubs1_010100016746	O34514
224308.Bsubs1_010100016766	P23970
224308.Bsubs1_010100016751	P23971
224308.Bsubs1_010100016771	P23973
224308.Bsubs1_010100012501	P31113
224308.Bsubs1_010100016761	P23974
224308.Bsubs1_010100012061	P54167
224308.Bsubs1_010100006561	O31632
224308.Bsubs1_010100007301	P80877
224308.Bsubs1_010100006556	O31631
224308.Bsubs1_010100016631	P54419
224308.Bsubs1_010100017771	O32169
224308.Bsubs1_010100017766	O32168
224308.Bsubs1_010100017761	O32167
224308.Bsubs1_010100000280	P37474
224308.Bsubs1_010100012356	P42980
224308.Bsubs1_010100013571	P54503
224308.Bsubs1_010100007371	O34442
224308.Bsubs1_010100007131	O34689
224308.Bsubs1_010100010801	O34842
224308.Bsubs1_010100010806	O34543
224308.Bsubs1_010100003083	P96692
224308.Bsubs1_010100003088	P96693
224308.Bsubs1_010100003093	P96694
224308.Bsubs1_010100007571	O31672
224308.Bsubs1_010100009536	O31795
224308.Bsubs1_010100009356	O31778
224308.Bsubs1_010100013101	Q7WY64
224308.Bsubs1_010100015306	Q01463
224308.Bsubs1_010100015301	Q01464
224308.Bsubs1_010100019056	O34375
224308.Bsubs1_010100022151	Q01625
224308.Bsubs1_010100013106	P54544
224308.Bsubs1_010100012931	P54571
224308.Bsubs1_010100013236	P45858
224308.Bsubs1_010100020301	Q00538
224308.Bsubs1_010100019286	P39131
224308.Bsubs1_010100015026	O35020
224308.Bsubs1_010100022141	P25811
224308.Bsubs1_010100022136	P25812
224308.Bsubs1_010100016741	O34385
224308.Bsubs1_010100016736	O34338
224308.Bsubs1_010100016731	O35024
224308.Bsubs1_010100016726	O34500
224308.Bsubs1_010100002473	P96593
224308.Bsubs1_010100019971	P39154
224308.Bsubs1_010100013441	P54512
224308.Bsubs1_010100019841	P39757
224308.Bsubs1_010100016076	O34457
224308.Bsubs1_010100003338	O05520
224308.Bsubs1_010100007941	O31706
224308.Bsubs1_010100007936	O31705
224308.Bsubs1_010100007916	O31701
224308.Bsubs1_010100007931	O31704
224308.Bsubs1_010100007926	O31703
224308.Bsubs1_010100007921	O31702
224308.Bsubs1_010100007581	P28611
224308.Bsubs1_010100007576	P28612
224308.Bsubs1_010100016001	O34974
224308.Bsubs1_010100001243	P39790
224308.Bsubs1_010100008411	Q03521
224308.Bsubs1_010100008366	P55343
224308.Bsubs1_010100008021	P39763
224308.Bsubs1_010100015321	Q01465
224308.Bsubs1_010100015316	Q01466
224308.Bsubs1_010100015311	Q01467
224308.Bsubs1_010100017901	P37960
224308.Bsubs1_010100000495	O31418
224308.Bsubs1_010100017171	Q9K2S2
224308.Bsubs1_010100017176	O05259
224308.Bsubs1_010100017181	O05260
224308.Bsubs1_010100017186	O05229
224308.Bsubs1_010100017191	Q7WY60
224308.Bsubs1_010100017196	O05228
224308.Bsubs1_010100017201	O05227
224308.Bsubs1_010100019661	P94585
224308.Bsubs1_010100016486	O34335
224308.Bsubs1_010100016481	O34829
224308.Bsubs1_010100020946	P94360
224308.Bsubs1_010100011946	P54154
224308.Bsubs1_010100011941	P54155
224308.Bsubs1_010100017026	Q5BU39
224308.Bsubs1_010100013906	P54462
224308.Bsubs1_010100019786	P71039
224308.Bsubs1_010100011191	P68585
224308.Bsubs1_010100002368	P96574
224308.Bsubs1_010100007511	O31662
224308.Bsubs1_010100007541	O31668
224308.Bsubs1_010100007546	O31669
224308.Bsubs1_010100007526	O31665
224308.Bsubs1_010100007516	O31663
224308.Bsubs1_010100014901	O32028
224308.Bsubs1_010100007521	O31664
224308.Bsubs1_010100007531	O31666
224308.Bsubs1_010100007536	O31667
224308.Bsubs1_010100012511	P19466
224308.Bsubs1_010100019876	P70965
224308.Bsubs1_010100020056	P19670
224308.Bsubs1_010100008431	P18579
224308.Bsubs1_010100016251	P40778
224308.Bsubs1_010100008416	Q03522
224308.Bsubs1_010100008401	Q03523
224308.Bsubs1_010100002588	P96613
224308.Bsubs1_010100008426	P37585
224308.Bsubs1_010100015506	P94556
224308.Bsubs1_010100014656	O05412
224308.Bsubs1_010100000968	Q45582
224308.Bsubs1_010100009376	P49850
224308.Bsubs1_010100015601	P94545
224308.Bsubs1_010100009371	P49849
224308.Bsubs1_010100002453	P96590
224308.Bsubs1_010100015226	Q9KWZ1
224308.Bsubs1_010100015236	P38032
224308.Bsubs1_010100015231	P39666
224308.Bsubs1_010100014021	P54455
224308.Bsubs1_010100001753	P08164
224308.Bsubs1_010100006421	O31612
224308.Bsubs1_010100016116	O34934
224308.Bsubs1_010100015246	P39667
224308.Bsubs1_010100018951	O34450
224308.Bsubs1_010100018956	O35000
224308.Bsubs1_010100000943	P40406
224308.Bsubs1_010100001623	O34691
224308.Bsubs1_010100013071	P54550
224308.Bsubs1_010100003063	P96688
224308.Bsubs1_010100020151	P42175
224308.Bsubs1_010100020146	P42176
224308.Bsubs1_010100020136	P42177
224308.Bsubs1_010100020141	P42178
224308.Bsubs1_010100020171	P46907
224308.Bsubs1_010100001848	P42433
224308.Bsubs1_010100001843	P42434
224308.Bsubs1_010100001838	P42435
224308.Bsubs1_010100001833	P42436
224308.Bsubs1_010100001828	P42437
224308.Bsubs1_010100001523	P46903
224308.Bsubs1_010100001528	P46904
224308.Bsubs1_010100001513	P70954
224308.Bsubs1_010100001518	P70955
224308.Bsubs1_010100001033	P39755
224308.Bsubs1_010100012491	P31103
224308.Bsubs1_010100019556	P96724
224308.Bsubs1_010100020576	P39605
224308.Bsubs1_010100002178	P94424
224308.Bsubs1_010100005401	O07553
224308.Bsubs1_010100018146	O32212
224308.Bsubs1_010100005406	O07552
224308.Bsubs1_010100002758	P96635
224308.Bsubs1_010100015241	P38033
224308.Bsubs1_010100001913	P12669
224308.Bsubs1_010100020896	P94368
224308.Bsubs1_010100022126	P37524
224308.Bsubs1_010100010731	O31855
224308.Bsubs1_010100004263	O34453
224308.Bsubs1_010100005386	O07595
224308.Bsubs1_010100006126	P39899
224308.Bsubs1_010100008146	P68736
224308.Bsubs1_010100011096	O31875
224308.Bsubs1_010100011106	P68524
224308.Bsubs1_010100009556	P50618
224308.Bsubs1_010100015821	Q45549
224308.Bsubs1_010100019736	Q07429
224308.Bsubs1_010100019741	Q07428
224308.Bsubs1_010100015966	O34600
224308.Bsubs1_010100010026	O31824
224308.Bsubs1_010100005178	O07573
224308.Bsubs1_010100005841	O07566
224308.Bsubs1_010100005836	O07565
224308.Bsubs1_010100005831	O07564
224308.Bsubs1_010100005846	O07567
224308.Bsubs1_010100015491	P94558
224308.Bsubs1_010100004363	O34313
224308.Bsubs1_010100001918	P12667
224308.Bsubs1_010100014081	P42983
224308.Bsubs1_010100021266	P39141
224308.Bsubs1_010100021061	P42312
224308.Bsubs1_010100009146	P32727
224308.Bsubs1_010100013341	P54520
224308.Bsubs1_010100000525	Q06795
224308.Bsubs1_010100018721	O06994
224308.Bsubs1_010100001568	O34364
224308.Bsubs1_010100017006	O05242
224308.Bsubs1_010100021761	P38021
224308.Bsubs1_010100015261	P20964
224308.Bsubs1_010100013181	P37942
224308.Bsubs1_010100013191	P37940
224308.Bsubs1_010100013186	P37941
224308.Bsubs1_010100010686	P16263
224308.Bsubs1_010100008096	P21883
224308.Bsubs1_010100008086	P21881
224308.Bsubs1_010100008091	P21882
224308.Bsubs1_010100007501	P11742
224308.Bsubs1_010100007276	O34762
224308.Bsubs1_010100007286	P80242
224308.Bsubs1_010100007281	O34777
224308.Bsubs1_010100018356	O34709
224308.Bsubs1_010100006321	P24141
224308.Bsubs1_010100006326	P24138
224308.Bsubs1_010100006331	P24139
224308.Bsubs1_010100006336	P24136
224308.Bsubs1_010100006341	P24137
224308.Bsubs1_010100001638	P46920
224308.Bsubs1_010100001643	P46921
224308.Bsubs1_010100001648	P46922
224308.Bsubs1_010100018301	Q45460
224308.Bsubs1_010100018296	Q45461
224308.Bsubs1_010100018291	Q45462
224308.Bsubs1_010100018286	P39775
224308.Bsubs1_010100018351	O34992
224308.Bsubs1_010100018346	O34878
224308.Bsubs1_010100018341	O32243
224308.Bsubs1_010100018336	O34742
224308.Bsubs1_010100016391	P54417
224308.Bsubs1_010100003763	O06493
224308.Bsubs1_010100006216	P18186
224308.Bsubs1_010100018051	O34714
224308.Bsubs1_010100010291	O34767
224308.Bsubs1_010100010181	P0CI77
224308.Bsubs1_010100013061	P54552
224308.Bsubs1_010100007161	Q00777
224308.Bsubs1_010100000380	P28819
224308.Bsubs1_010100000375	P28820
224308.Bsubs1_010100000385	P28821
224308.Bsubs1_010100018646	O07006
224308.Bsubs1_010100004628	P94443
224308.Bsubs1_010100017451	P21340
224308.Bsubs1_010100017446	P21341
224308.Bsubs1_010100012331	P52996
224308.Bsubs1_010100012326	P52998
224308.Bsubs1_010100012321	P52999
224308.Bsubs1_010100008356	O34661
224308.Bsubs1_010100019966	P39155
224308.Bsubs1_010100009966	Q45066
224308.Bsubs1_010100009961	Q59192
224308.Bsubs1_010100007771	P16524
224308.Bsubs1_010100012276	P39793
224308.Bsubs1_010100008381	Q07868
224308.Bsubs1_010100002358	P42971
224308.Bsubs1_010100017116	P40750
224308.Bsubs1_010100018661	P32959
224308.Bsubs1_010100005621	P38050
224308.Bsubs1_010100020266	P70997
224308.Bsubs1_010100007761	Q796K8
224308.Bsubs1_010100014921	O32032
224308.Bsubs1_010100009326	O31773
224308.Bsubs1_010100003253	Q797E3
224308.Bsubs1_010100003603	O34987
224308.Bsubs1_010100016351	O34978
224308.Bsubs1_010100012146	P42086
224308.Bsubs1_010100013121	P54541
224308.Bsubs1_010100006946	P39784
224308.Bsubs1_010100016636	P54418
224308.Bsubs1_010100001473	P28618
224308.Bsubs1_010100003738	O34580
224308.Bsubs1_010100003733	O34790
224308.Bsubs1_010100004443	O34928
224308.Bsubs1_010100000810	P50865
224308.Bsubs1_010100006691	O34798
224308.Bsubs1_010100021261	P39142
224308.Bsubs1_010100013801	P54470
224308.Bsubs1_010100017991	O34899
224308.Bsubs1_010100020531	P39610
224308.Bsubs1_010100000055	P37527
224308.Bsubs1_010100000060	P37528
224308.Bsubs1_010100010276	O34819
224308.Bsubs1_010100010276	P94449
224308.Bsubs1_010100006376	O31605
224308.Bsubs1_010100021001	P55179
224308.Bsubs1_010100016346	O34944
224308.Bsubs1_010100004833	P71086
224308.Bsubs1_010100015926	O34529
224308.Bsubs1_010100019401	P96740
224308.Bsubs1_010100018401	P40924
224308.Bsubs1_010100018716	O06995
224308.Bsubs1_010100009311	P46322
224308.Bsubs1_010100015251	P21203
224308.Bsubs1_010100001928	P42404
224308.Bsubs1_010100005736	O07617
224308.Bsubs1_010100013861	P46343
224308.Bsubs1_010100015886	P13792
224308.Bsubs1_010100015881	P23545
224308.Bsubs1_010100016521	O34627
224308.Bsubs1_010100006871	Q00829
224308.Bsubs1_010100002133	P94416
224308.Bsubs1_010100014131	O32025
224308.Bsubs1_010100020246	P71001
224308.Bsubs1_010100021746	O32295
224308.Bsubs1_010100003853	Q59HN7
224308.Bsubs1_010100010451	O31840
224308.Bsubs1_010100016826	P39123
224308.Bsubs1_010100010961	P42094
224308.Bsubs1_010100007116	O34436
224308.Bsubs1_010100000335	P37562
224308.Bsubs1_010100009396	O34381
224308.Bsubs1_010100009401	O34769
224308.Bsubs1_010100009411	O34825
224308.Bsubs1_010100009421	O34787
224308.Bsubs1_010100009431	P40804
224308.Bsubs1_010100009436	P40830
224308.Bsubs1_010100009441	P40805
224308.Bsubs1_010100009446	P40802
224308.Bsubs1_010100009451	P40806
224308.Bsubs1_010100009456	Q05470
224308.Bsubs1_010100009461	P40872
224308.Bsubs1_010100009466	O31782
224308.Bsubs1_010100009471	O31784
224308.Bsubs1_010100009476	O31785
224308.Bsubs1_010100016611	O34705
224308.Bsubs1_010100005336	O07584
224308.Bsubs1_010100008766	P71018
224308.Bsubs1_010100009951	Q45064
224308.Bsubs1_010100018921	O34310
224308.Bsubs1_010100004223	P39116
224308.Bsubs1_010100018636	P37967
224308.Bsubs1_010100017251	O32091
224308.Bsubs1_010100017246	O32090
224308.Bsubs1_010100009191	P50849
224308.Bsubs1_010100015606	P94544
224308.Bsubs1_010100021886	P37487
224308.Bsubs1_010100018931	Q9JMQ2
224308.Bsubs1_010100003223	P19405
