5833.PF14_0425	P14223
5833.PF11_0344	B2LV11
5833.PF14_0185	A7U5X4
5833.PF11_0344	I4CGA1
5833.PFF1035w	Q27435
5833.PFI1650w	I6XGB8
5833.PFI1730w	Q4AE83
5833.PFB0300c	E5F2Q8
5833.PFB0340c	I0IZ28
5833.MAL13P1.185	O44022
5833.PF10_0345	Q0KGB7
5833.PFE0830c	Q963G3
5833.PF14_0224	Q9U493
5833.PF10_0356	Q25896
5833.PF08_0121	Q27716
5833.PFE1150w	S5YCE1
5833.PFB0340c	I0IZ50
5833.PFC0755c	Q25018
5833.PF08_0060	Q25774
5833.PF14_0102	Q26002
5833.PF11_0344	Q8I764
5833.MAL7P1.176	Q8I793
5833.PF11_0344	Q9NIG8
5833.PFB0935w	G5EKX3
5833.PFI1475w	Q25760
5833.PFB0340c	I0IYX6
5833.PF07_0033	O15797
5833.PFE0120c	S5ZEV5
5833.PFB0340c	I0IYX3
5833.PF11_0344	M1VLU4
5833.PFB0935w	G5EKZ2
5833.MAL13P1.60	Q8I786
5833.PFL0005w	Q9BMR2
5833.PF11_0344	I4CH89
5833.PFB0340c	I0IYV9
5833.PFL2215w	A4URS5
5833.PFC0210c	M1VKY9
5833.PF07_0037	Q9GSR9
5833.PF10_0343	Q9GZ78
5833.PF14_0016	Q9NFH2
5833.PF07_0035	Q9BJN1
5833.MAL7P1.27	A0A076N2Z7
5833.PFF0995c	C5HDU6
5833.PFF0995c	C5HDV7
5833.PF11_0344	C5HWC5
5833.PFB0405w	A0A059WIK5
5833.PFI1475w	A7LL98
5833.PFL0935c	A7RCT6
5833.PFE1150w	G3LXL2
5833.PF13_0238	A0A077GXS7
5833.PF11_0165	A0A077GZP8
5833.PF10_0346	C5HEC3
5833.PF13_0338	C5HX70
5833.PFL1710c	C5J0E4
5833.PF11_0344	R4QYC1
5833.PFE1150w	G3LXM1
5833.PFI1475w	I2BJG4
5833.PFE0935c	Q8ISI8
5833.PFC1120c	Q9U4W4
5833.PF11_0344	A0A075DC67
5833.PF10_0346	C5HEC2
5833.PF13_0191	C5HEA1
5833.PF08_0140	Q9XZ77
5833.PFA0590w	D0QEZ5
5833.PFE1150w	G3LXQ3
5833.PFD0535w	O00895
5833.MAL13P1.301	Q9GVB8
5833.PFI0925w	Q9TY17
5833.PFD0830w	A0A060DBT9
5833.PF13_0238	A0A077H3A7
5833.PF11_0344	C5HWA7
5833.PFC0210c	T2CAZ2
5833.PFI1475w	I2BJF5
5833.PFI1475w	A3E7G5
5833.PF10_0356	Q25900
5833.PFE0005w	Q9U769
5833.PFE0080c	C5HEW4
5833.PF11_0344	C5IE46
5833.PF10_0342	D9HN20
5833.MAL7P1.176	I6M212
5833.MAL7P1.176	I6M245
5833.PFI1475w	A3E7F9
5833.PFI1475w	A3E7E3
5833.PFL1385c	C5HEE6
5833.PF10_0347	C5HEG6
5833.PF10_0352	C5HEK6
5833.PF13_0194	C5HEN1
5833.PFB0340c	C5HEQ6
5833.PF10_0346	C6FDY2
5833.PF10_0346	C6FDZ6
5833.PF13_0019	D9IWH6
5833.PF11_0344	B2LV67
5833.PF14_0102	C5HEV8
5833.PF10_0342	D9HN03
5833.PF10_0348	D9HN49
5833.PF11_0344	C5IF75
5833.PF10_0348	D9HN45
5833.PF10_0348	D9HN57
5833.PF11_0486	Q078R3
5833.PF11_0344	B2LV93
5833.PF14_0102	D7NSU7
5833.PF10_0344	V5NS09
5833.PFB0310c	Q58ST9
5833.PFC0210c	A0SKS7
5833.PFC0210c	Q5EIJ1
5833.PFA0005w	Q8WRV6
5833.PFB0300c	E5F2N2
5833.PFB0300c	E5F2S3
5833.MAL7P1.176	F2X7G6
5833.PFE0690c	Q94659
5833.PF07_0035	Q9NGU9
5833.PF14_0761	Q9TY41
5833.PFI1475w	D5LJ29
5833.PFA0590w	D5L5S3
5833.PFI1475w	D5LIV4
5833.PFI1475w	D5LJH7
5833.PFI1470c	Q1L6A1
5833.PF10_0366	Q25692
5833.MAL7P1.91	Q94658
5833.PF11_0344	Q967J9
5833.PFI1475w	Q70HF4
5833.PFC0210c	Q8I9F9
5833.PFI1475w	D5LJ95
5833.PFI1475w	D5LJF2
5833.PFI1475w	D5LIT8
5833.PFI1475w	D5LJG1
5833.PFI1475w	D5LJ94
5833.PFI1475w	D5LJA1
5833.PFI1475w	D5LJE2
5833.PFI1475w	D5LJE8
5833.PFA0310c	E1CC60
5833.PF11_0344	E1ANL6
5833.PF11_0344	I4CG48
5833.PFF0845c	H2B3N7
5833.PF11_0344	I4CGV8
5833.PF11_0344	I4CG78
5833.PF11_0344	I4CGV9
5833.PFI1475w	I2BJH7
5833.PF13_0198	E5G965
5833.PF11_0344	I4CGL0
5833.PF11_0344	M1VAA4
5833.PFA0590w	D0QF31
5833.PFB0300c	O00785
5833.PF10_0345	Q0KGH0
5833.PFF1275c	Q965D4
5833.PF14_0601	Q9GR09
5833.PF11_0344	Q9N9E8
5833.PF11_0225	Q26026
5833.PF13_0238	A0A077H0D1
5833.PFF0615c	C5HE26
5833.PFE0080c	C5HEW7
5833.PF10_0348	C5HX19
5833.PF13_0348	C5HY15
5833.MAL7P1.27	A0A076N9M1
5833.PFA0590w	D0QF17
5833.PF13_0019	D9IWK0
5833.PFI1475w	A0SJN6
5833.PF10_0345	I6M1T5
5833.PF14_0102	I6M270
5833.PF10_0348	C5HEI3
5833.PF10_0352	C5HEL2
5833.PFD0955w	C5HEU6
5833.PF14_0102	C5HEV9
5833.PF10_0342	D9HMV4
5833.PF11_0344	B2LV23
5833.MAL7P1.176	P90585
5833.MAL7P1.27	G8C4H0
5833.MAL7P1.27	G8C4S7
5833.MAL7P1.27	G8C511
5833.PF07_0035	O15790
5833.PFI1475w	D5LIV6
5833.PFI1475w	D5LJ19
5833.PFI1475w	D5LJ54
5833.PFI1475w	D5LJ82
5833.PFI1475w	D5LJK6
5833.PFI1475w	D5LJL5
5833.PF14_0102	B9VGE8
5833.MAL7P1.176	A0A023ZZA6
5833.PFI1445w	B0M0V9
5833.PF11_0344	I4CFZ0
5833.PFD0830w	A0A060DB65
5833.PF14_0260	I6Q100
5833.MAL13P1.480	Q9U461
5833.PF13_0271	S5YWR5
5833.PF10_0342	D9HN01
5833.PFC0210c	M1VL24
5833.PF11_0344	M1VA83
5833.PFF0995c	Q868U3
5833.PFD0830w	A0A060D2E6
5833.MAL13P1.173	C5HE72
5833.PF13_0238	A0A077GZ79
5833.PFA0590w	D0QEU6
5833.PFA0590w	D0QEW2
5833.PFA0590w	D0QF07
5833.PFE1150w	G3LXP8
5833.PFB1055c	Q9U7K2
5833.PF07_0037	Q9Y1F7
5833.PFI1475w	A0SJK3
5833.PFI1475w	A3E7F5
5833.PF11_0344	C5IE83
5833.PF11_0344	C5IEC4
5833.PF10_0342	D9HMY2
5833.PF10_0348	D9HN42
5833.PFB0065w	Q9TZT1
5833.PF11_0344	D7GLU1
5833.PF11_0486	Q078R1
5833.PFB0300c	E5F2Q9
5833.PF08_0126	Q25868
5833.PF10_0344	Q9U0R5
5833.PFI1475w	D5LJN3
5833.MAL7P1.27	G8C4Y3
5833.PFI1475w	D5LJJ7
5833.MAL8P1.73	F1CMW8
5833.PF11_0344	I4CG96
5833.PF11_0344	M1VA79
5833.PFE1150w	Q5PZ26
5833.PFE0040c	Q86BT4
5833.PF11_0344	Q9N9G0
5833.PF13_0198	E5G978
5833.PFB0340c	I0IZ07
5833.PFD0830w	Q5PZ08
5833.PFB0310c	Q8T7T3
5833.PF14_0097	Q9NIH5
5833.PFC0475c	Q95V40
5833.PFD0830w	A0A060DBW7
5833.PF13_0238	A0A077GXV4
5833.PF11_0344	C5HW82
5833.PF13_0348	C5HXY0
5833.PFA0310c	D3KCH7
5833.PFB0010w	O44035
5833.PFA0590w	D0QEX3
5833.PFD0830w	D0QXK7
5833.PFE0465c	Q26008
5833.PFD0630c	O44041
5833.PF14_0075	Q17SB5
5833.PFE0690c	Q9U466
5833.PFI0265c	B9VGJ0
5833.PF07_0004	D9HMR5
5833.PF14_0102	I6M281
5833.PFI1475w	A7LL33
5833.PFI1475w	C5J4M7
5833.PF07_0004	D9HMU9
5833.PF11_0344	D9MXH8
5833.PFE1150w	R4K0E5
5833.PF11_0344	B2LV94
5833.MAL7P1.176	F2X7G2
5833.PF11_0486	Q078Q5
5833.PFI1475w	D5LJE0
5833.PFA0310c	E1CC29
5833.PFD1000c	A0MA93
5833.PF08_0095	Q5PZ24
5833.PFE1640w	Q8I956
5833.PFB0340c	I0IYY9
5833.PF14_0441	Q5VGY3
5833.PF10_0149	S5Z841
5833.PFB0340c	I0IZ30
5833.PF11_0344	M1V1F8
5833.PFI1475w	M1VKE3
5833.PF10_0345	O15854
5833.PF10_0345	Q0KGH2
5833.PF11_0344	Q8I785
5833.PFE1150w	C3S7P5
5833.PF10_0348	C5HX17
5833.PF10_0348	C5HX47
5833.PF13_0238	A0A077GYZ2
5833.PF13_0238	A0A077H0C3
5833.PFI1475w	A7LL88
5833.PFE1150w	G3LXN6
5833.PFB0915w	Q8IFR7
5833.MAL13P1.60	Q8MTI9
5833.PFB0921c	Q8WSS6
5833.PF11_0344	B2LUV8
5833.PFA0590w	D0QEZ0
5833.PFD0830w	A0A060DBA9
5833.PF14_0653.1	C7SP48
5833.PF11_0344	D9MY70
5833.PF11_0344	I6M1X6
5833.PF14_0102	I6M278
5833.PF11_0344	D9MY54
5833.PF10_0345	O15853
5833.PF11_0344	I4CFX5
5833.PF11_0344	I4CFX7
5833.PF11_0344	I4CG39
5833.PFB0955w	Q2XR08
5833.PFB0300c	Q9BJR2
5833.PF14_0641	A5HNU7
5833.PF13_0271	I6Q2L0
5833.PF13_0276	Q9NFH4
5833.PFL1410c	S5Y6P7
5833.PF13_0218	S5YCM0
5833.PF11_0344	D7GLR9
5833.PF11_0344	B2LV56
5833.PFI1475w	D5LJE3
5833.PFE0705c	B9VPM5
5833.PF10_0345	Q7KJI1
5833.PF11_0344	I4CGC0
5833.PF11_0344	D9MXM4
5833.PF11_0260	Q26035
5833.PF13_0271	S5YCU5
5833.PFE0120c	S5YWW9
5833.PF13_0198	E5G971
5833.PFB0340c	I0IZH8
5833.PF11_0344	M1VQA3
5833.PF11_0344	I4CGH1
5833.PF11_0344	I4CGJ5
5833.MAL7P1.231	Q25880
5833.PF11_0344	I4CGH9
5833.PF07_0035	O15799
5833.PF13_0198	Q7YWF1
5833.PF13_0271	S5ZEL7
5833.PFE0120c	S5YWY1
5833.PFD0830w	A0A060DB80
5833.PF11_0344	I4CH60
5833.PF13_0271	I6Q0Z1
5833.PFC0210c	M1V097
5833.PFD0830w	D3W854
5833.PF13_0201	Q01505
5833.PFI1475w	Q0GQC1
5833.PF10_0345	Q0KGH5
5833.PF08_0054	Q25791
5833.PF13_0322	Q9U7N7
5833.PF10_0159	Q25858
5833.PFE1150w	A0A060CWP4
5833.PF13_0238	A0A077GZD4
5833.PFI1475w	A3E7D7
5833.PFF0615c	C5HE15
5833.PF11_0344	C5HW80
5833.PF13_0338	C5HXB5
5833.PFI1475w	M1UZM4
5833.PFC0210c	M1VPJ1
5833.PF11_0381	O97364
5833.PFL0950c	Q27728
5833.MAL13P1.167	Q2V8J6
5833.PF13_0003	Q6S949
5833.PF10_0366	Q26006
5833.PFI0925w	Q9TYH5
5833.PF14_0664	Q9U752
5833.PF13_0238	A0A077H0A5
5833.PF11_0344	C5HWE7
5833.PFE0395c	C5HXH6
5833.PFI1475w	Q0GQC2
5833.MAL7P1.176	Q105C7
5833.PF13_0338	C5HDX3
5833.PF11_0344	C5HW69
5833.PF13_0197	C5HWP5
5833.PF13_0338	C5HXC0
5833.PF10_0159	Q9TY78
5833.PF13_0238	A0A077H0B5
5833.MAL7P1.223	Q2XR09
5833.PFD0830w	A0A060D696
5833.PFI1475w	A7LL49
5833.MAL7P1.176	Q58HK8
5833.MAL7P1.176	Q58HL4
5833.PFE1150w	G3LXT9
5833.MAL7P1.55	O44034
5833.PFI1475w	A0SJM5
5833.PFI1475w	A3E7E4
5833.PFI1475w	A3E7F1
5833.PFI1475w	A3E7F7
5833.PFI1475w	A3E7G7
5833.PFC0210c	T2CAW0
5833.PFI1475w	Q56R21
5833.PFI1475w	A3E7H3
5833.PFA0590w	D0QF41
5833.PFD1235w	Q6S8K8
5833.MAL13P1.326	Q8IFQ9
5833.PF11_0344	Q9N9E9
5833.PFI1475w	A3E7E8
5833.PFB0340c	T1RTG4
5833.MAL13P1.231	O60992
5833.PFB0300c	Q9GR03
5833.PFI1475w	A0SJJ6
5833.PFI1475w	A0SJK2
5833.PFI1475w	A0SJP9
5833.PF11_0344	Q8I772
5833.PFB0310c	Q8T7T7
5833.PFI1475w	Q9BJV2
5833.PFD0830w	A0A060D5Y9
5833.PF10_0345	Q9TY90
5833.PFI1475w	A0SJL5
5833.PFI0265c	B9VGH4
5833.PF14_0102	I6M279
5833.PF11_0344	I6M1Z4
5833.PF13_0197	C5HWN5
5833.PF07_0004	D9HMV0
5833.PF10_0342	D9HMW0
5833.PF10_0342	D9HMZ5
5833.PF10_0348	D9HN53
5833.PFE1150w	R4K0C0
5833.PF10_0352	C5HEK0
5833.PFD0955w	C5HEU5
5833.MAL7P1.176	I6M240
5833.PF11_0344	B6CML2
5833.PFF0615c	C5HE22
5833.PF10_0352	C5HEK3
5833.PF13_0193	C5HER9
5833.PF14_0102	D7NST9
5833.PF10_0342	D9HMY1
5833.PF11_0344	D7GLU7
5833.PFF0995c	Q868T6
5833.PFE0065w	Q9NFH6
5833.PFD0630c	O44045
5833.PF11_0344	B2KKZ5
5833.PFA0310c	M9QXB2
5833.PFI0045c	O96494
5833.MAL7P1.176	Q8I797
5833.PF11_0344	Q9BHS1
5833.PFL0020w	Q9XZ97
5833.PFI1475w	D5LJL6
5833.PFL1670c	D6N171
5833.MAL7P1.27	G8C5B3
5833.PFE1640w	O77170
5833.PFI1475w	D5LJI6
5833.PF11_0483	Q5EI71
5833.PF13_0201	W8VVD4
5833.PFB1020w	Q9TZT2
5833.PFI1475w	D5LJ65
5833.PFI1475w	D5LJ01
5833.PFI1475w	D5LJ91
5833.MAL7P1.176	F2X7G8
5833.MAL7P1.27	G8C4B6
5833.MAL7P1.27	G8C4Y1
5833.MAL7P1.27	G8C5D1
5833.PFI1475w	D5LIX5
5833.PFI1475w	D5LJ49
5833.PF13_0201	H8XWC2
5833.PFL1410c	D5L5S7
5833.PFI1475w	D5LJC6
5833.PFI1475w	D5LJM1
5833.PF11_0344	E9NLH8
5833.PFD0830w	C3S7P8
5833.PFE0040c	Q25996
5833.PF11_0344	Q9BHQ4
5833.PFE1150w	S5Y5Y6
5833.PFB0340c	I0IYY1
5833.PFB0340c	I0IYZ5
5833.PF11_0344	I4CGD4
5833.PFE0120c	S5Y6D4
5833.PFL1410c	S5Y6J8
5833.PF07_0037	Q9Y1E8
5833.PFE1150w	S5YWH9
5833.PFB0300c	E5F2U9
5833.PFE1150w	S5ZE80
5833.PFE0120c	S5ZEX1
5833.PFC0210c	M1V0B0
5833.PF13_0348	Q868L5
5833.PFB0935w	B0M0Y2
5833.MAL7P1.176	Q105D6
5833.PF14_0305	Q2TFW4
5833.PFI0230c	C1KUR4
5833.PFB0340c	I0IYV0
5833.PF13_0019	A9LE36
5833.PFL2250c	Q6PLK2
5833.PF11_0165	A0A077H2E0
5833.PFB0505c	O77078
5833.PF11_0119	Q0ZAE7
5833.PF11_0052	Q0ZAE9
5833.PF13_0248	Q9Y1I3
5833.PFA0590w	A0A076Q0H7
5833.PF13_0338	C5HX80
5833.PF11_0344	Q9N9F5
5833.PFC0210c	T2CAZ1
5833.PFF1500c	C0KUE7
5833.PFA0590w	D0QF06
5833.PFE1150w	G3LXT3
5833.PFE1150w	G3LXW4
5833.PFI0875w	Q9TYE1
5833.PFA0310c	A5JTL7
5833.PFL1710c	C5J0A7
5833.PF10_0348	D9HN61
5833.PF11_0344	B6CMM6
5833.PF10_0342	D9HMW9
5833.PF10_0355	D9HND2
5833.PF11_0486	Q078Q4
5833.PFE1150w	R4JSD2
5833.MAL7P1.208	C4N8C8
5833.PF13_0019	E7DXZ6
5833.MAL7P1.176	F2X7F9
5833.PF11_0184	Q86G82
5833.PFB0300c	Q9U0A5
5833.PFI1475w	D5LJB2
5833.PFI1475w	D5LIX4
5833.PFI1475w	D5LJK8
5833.PF11_0344	I4CGI6
5833.PF13_0271	I6Q2K8
5833.PFE0120c	S5ZEY2
5833.PFC0120w	B0M0V7
5833.PFB0935w	B0M160
5833.PF10_0345	Q0KGD0
5833.PFB0300c	Q94666
5833.PFB0065w	Q2XR27
5833.MAL7P1.176	Q8N065
5833.PFL1710c	C5J0B5
5833.PFB0305c.1	Q1WG94
5833.PFA0005w	A7RD02
5833.PFI1475w	I2BJI4
5833.PFB0340c	T1RTJ4
5833.PFE1150w	D0QXJ8
5833.MAL13P1.413	Q6V0W7
5833.PFI1475w	A3E7F0
5833.PF11_0344	B2LV39
5833.PFL1385c	C5HEF5
5833.PF10_0342	D9HMW4
5833.PF10_0348	D9HN55
5833.PF11_0344	B2LV91
5833.PFC0210c	A0SKS0
5833.PFA0310c	E5RU51
5833.PFI1475w	D5LJ33
5833.PFI1475w	D5LJ73
5833.PFI1475w	D5LJ76
5833.PFI1475w	D5LIV7
5833.PF11_0344	B2LV13
5833.PF11_0344	I4CG47
5833.PFE1150w	A0A060D1I9
5833.PF14_0316	Q7Z2D0
5833.PFB0300c	E5F2N3
5833.PF13_0198	E5G963
5833.PFI1475w	M1UZQ3
5833.MAL7P1.55	O44039
5833.PF11_0344	Q8I768
5833.PF11_0087	Q8I9U4
5833.PFB0405w	A0A059WHM4
5833.PF13_0338	C5HX75
5833.PFB0335c	Q26015
5833.PF10_0395	Q9BMD3
5833.PF11_0165	A0A077H2D5
5833.PFI1475w	Q25722
5833.PFI1475w	Q56R22
5833.PFI1475w	A0SJK1
5833.PFI1475w	A3E7G1
5833.PFC0005w	Q9U4W3
5833.PF14_0652	Q868T2
5833.PFL0005w	Q25766
5833.PF07_0037	Q9UA23
5833.PFI1475w	D5LJ69
5833.PFA0125c	A0A023ZZM7
5833.PFE1150w	F1C8N0
5833.PFE0395c	A8QVR2
5833.PF13_0271	I6Q2K4
5833.PFB0340c	I0IYW7
5833.PFB0340c	I0IZA1
5833.PF11_0344	M1VGT0
5833.PFB0300c	Q9BJR8
5833.PFB1055c	Q9BMS2
5833.PFD0462w	O15811
5833.PF13_0238	A0A0A0WE70
5833.PFE0120c	S5YCX8
5833.PF13_0338	C5HDW7
5833.MAL13P1.173	C5HE68
5833.MAL13P1.173	C5HE78
5833.MAL13P1.173	C5HE83
5833.PFI1475w	A7LL50
5833.PFD0020c	A7RCV5
5833.PFI1475w	I2BJE7
5833.PFI0645w	Q9NI00
5833.PFA0590w	D0QEV6
5833.PF10_0356	Q25890
5833.PF11_0224	Q6V9H2
5833.PFD0830w	A0A060D6C4
5833.PFI1475w	A0SJD4
5833.PFB0295w	E1CD69
5833.PF10_0323	C5HWV1
5833.PF11_0344	C5IEN8
5833.PF11_0486	Q078R8
5833.PFE1150w	R4JUK1
5833.MAL7P1.27	G8C4U0
5833.PF11_0344	Q967I9
5833.MAL7P1.231	Q9XZH1
5833.PFD0830w	H6V6K1
5833.PF11_0486	Q078S0
5833.PFI1475w	D5LIW7
5833.PFI1475w	D5LJL0
5833.PFL2475w	A7U5X2
5833.PF13_0271	S5YCU0
5833.PFE0120c	S5YWY8
5833.PF13_0271	S5ZEQ3
5833.PFI1475w	M1VKG0
5833.PFI1475w	M1VKF4
5833.PFA0125c	A0A023ZZL0
5833.PFB0340c	I0IYX2
5833.PF13_0118	Q6PSM6
5833.PF13_0201	Q70GK1
5833.PF14_0327	Q8TA23
5833.PFL1960w	Q9XZA1
5833.MAL7P1.208	B9VGX9
5833.PFL1385c	J7GMN8
5833.PF11_0344	Q8I775
5833.PFD0830w	A0A060D644
5833.PFL1710c	C5J0F4
5833.MAL7P1.27	A0A076NCG0
5833.MAL13P1.173	C5HE71
5833.MAL7P1.176	Q105B8
5833.MAL13P1.60	Q8T9Z8
5833.PFB0310c	Q9TY47
5833.PFL1950w	Q9U7J5
5833.PF13_0238	A0A0A0WFC4
5833.PFL1710c	C5J0C0
5833.PF11_0344	Q9N9E0
5833.PF13_0238	A0A077GYK5
5833.PFI1475w	A7LL67
5833.PF11_0344	C5HWC0
5833.PF13_0348	C5HXW0
5833.PFA0590w	D0QEY1
5833.PFI1475w	I2BJF1
5833.PFA0590w	D0QEV2
5833.PFI1475w	I2BJH2
5833.PFI1475w	Q56R38
5833.PF08_0103	Q6S933
5833.PF13_0348	C5HXW4
5833.PF13_0348	C5HXZ5
5833.PFL1710c	C5J0C8
5833.PFL1710c	C5J0D3
5833.PF13_0238	A0A077GXJ8
5833.PF13_0238	A0A077H311
5833.PF08_0063	O77222
5833.PFA0590w	D0QF20
5833.PFI1475w	I2BJF4
5833.PFI1475w	A3E7G3
5833.PFI1475w	E5FKY2
5833.MAL7P1.176	C0L3E8
5833.PFI1475w	I2BJJ3
5833.PF07_0030	O15794
5833.MAL7P1.176	Q105B1
5833.PFD0830w	A0A060D5U8
5833.PFI1475w	A0SJM1
5833.PFL0020w	A7RCV2
5833.MAL7P1.176	Q58HL2
5833.PFB0405w	A0A059WNF8
5833.PFI1475w	Q25726
5833.PFI1475w	A0SJJ7
5833.PFI1475w	A3E7H2
5833.PF11_0344	Q3S2X4
5833.PF13_0271	S5YJA8
5833.PFI1475w	A0SJK6
5833.PFI1475w	A3E7D2
5833.PF10_0345	I6M1T2
5833.PF14_0102	I6M268
5833.PF10_0348	D9HN66
5833.PFI1475w	A5JSI0
5833.PF10_0347	C5HEH0
5833.PF10_0342	D9HMX2
5833.PF07_0030	O15793
5833.PFE1150w	R4JSM3
5833.MAL7P1.176	I6M235
5833.PF10_0342	D9HMW6
5833.PF11_0344	D9MXM8
5833.PF14_0102	D7NST5
5833.PFB0385w	O77077
5833.PF14_0102	I6M273
5833.PFE0395c	C5HE01
5833.PF10_0352	C5HEJ9
5833.PF10_0348	D9HN50
5833.PF13_0019	D9IWH7
5833.PF13_0019	D9IWI6
5833.PF13_0141	A0A097PB34
5833.PF11_0344	B2KKZ7
5833.PF11_0344	B2LV72
5833.PF13_0019	D9IWI2
5833.PFB0300c	E5F2N1
5833.PFI1475w	Q25977
5833.MAL7P1.176	F2X7F7
5833.PFI1475w	O43997
5833.PF10_0346	Q6R1M5
5833.PFE0630c	Q8N0R1
5833.PFI1475w	M1V901
5833.PFI1475w	M1VEZ3
5833.PFE0080c	Q9U432
5833.PFI1475w	D5LJ70
5833.PF14_0102	Q9U414
5833.PFI1475w	Q25979
5833.PF13_0066	Q966X7
5833.PFI1730w	Q9GQA1
5833.PFE0040c	Q9GVB1
5833.MAL7P1.187	Q9U7J6
5833.MAL7P1.27	G8C4P7
5833.MAL7P1.27	D5L5S2
5833.PFI1475w	D5LJ83
5833.PFL0030c	C9E6R1
5833.PFI1475w	D5LIW1
5833.PFI1475w	D5LIX9
5833.PFI1475w	D5LIZ6
5833.PF10_0303	A0A0A0RBM2
5833.MAL7P1.176	A0A023ZZ72
5833.PFI1475w	D5LIT5
5833.PFI1475w	D5LIZ3
5833.PFI1475w	D5LJC3
5833.PFF0020c	Q1KV48
5833.PF11_0461	Q7KPX8
5833.MAL7P1.176	A0A023ZYT5
5833.PFI0155c	Q9NFG0
5833.PFB0935w	B0M0Y8
5833.MAL7P1.27	E1APF0
5833.PF11_0344	B2LV06
5833.PF11_0344	I4CH18
5833.PF13_0348	C5HXW6
5833.PFI1820w	Q1KV54
5833.PF11_0344	B2LV19
5833.PF11_0344	I4CGP0
5833.PF11_0344	I4CG22
5833.PF11_0344	I4CG61
5833.PF11_0344	I4CGI7
5833.PFI0875w	Q25881
5833.PFE0120c	S5YWW3
5833.PFI1730w	Q9GQA0
5833.PFE0120c	S5YWZ6
5833.PFB0340c	I0IYY7
5833.PFI1475w	M1UZX1
5833.PF11_0344	M1VLT6
5833.PFE0215w	A7U5W8
5833.PF13_0248	A8QVR4
5833.MAL7P1.56	Q8WRV5
5833.PFD0830w	M1Q0F9
5833.PFB0300c	Q9BJN9
5833.PF07_0035	Q9NG57
5833.PFL0030c	D8V7T8
5833.PF11_0344	I4CGF6
5833.PF11_0344	I4CGZ0
5833.PFD0830w	M1PR77
5833.PF14_0102	Q25875
5833.PFB0340c	I0IYV1
5833.MAL7P1.176	Q105D5
5833.MAL7P1.176	Q8I798
5833.PF08_0095	Q9GZ19
5833.PF13_0271	S5ZEL4
5833.PF14_0641	A5HNU9
5833.PFB0340c	I0IZ00
5833.PF10_0356	Q25888
5833.PFD1045c	Q9GVB6
5833.PFB0935w	B0M0W5
5833.PF10_0345	Q0KGG9
5833.PFB0915w	Q8IFR5
5833.PFL0020w	Q9U7K3
5833.MAL13P1.137	Q25911
5833.PFA0710c	Q2XRF8
5833.PF14_0788	Q8I7A1
5833.PF10_0019	Q8WT10
5833.PFB0010w	Q9U4W7
5833.PFD0830w	A0A060D6P2
5833.PFD0830w	A0A060D2D8
5833.PF13_0238	A0A077GXQ8
5833.PF13_0238	A0A077H3A4
5833.PF13_0197	C5HED0
5833.PF10_0348	C5HX11
5833.PFE0395c	C5HXF9
5833.PFE0395c	C5HXG7
5833.PFI1475w	A7LL70
5833.PFA0590w	D0QEV1
5833.PFB0300c	Q94672
5833.PF14_0102	Q9U429
5833.PFI1475w	A0SJP5
5833.PFI1475w	A3E7H5
5833.PF11_0344	Q967J8
5833.PF07_0004	D9HMU4
5833.PF11_0344	C5HWD4
5833.MAL7P1.208	C5HXT7
5833.PF10_0342	D9HMV6
5833.PFE1150w	R4K0D8
5833.PF13_0338	C5HDW4
5833.PF14_0102	D7NSV9
5833.PFL0585w	Q26029
5833.PF11_0344	M9Z6Q6
5833.MAL7P1.27	G8C4J0
5833.PFI1475w	D5LIX3
5833.PFB0300c	L0BUP7
5833.PF07_0006	B0Z8C8
5833.PF10_0346	C6ZGD7
5833.PF11_0224	Q5WRH8
5833.PFE0075c	Q8MUN1
5833.PFE1150w	S5ZE85
5833.PF13_0271	S5ZEK7
5833.PFE1150w	G3LXV2
5833.PFB0340c	I0IZ14
5833.PFC0190c	O96909
5833.PFL1500w	Q9BHT6
5833.PFI1475w	Q9U4B5
5833.PFD1005c	Q9U7I9
5833.MAL7P1.176	Q105B6
5833.PF13_0338	C5HXB2
5833.PFI1475w	Q0GM55
5833.PF13_0238	A0A077GXR1
5833.PF13_0238	A0A077H034
5833.PF13_0338	C5HX82
5833.PF13_0348	C5HXY8
5833.PFE1150w	G3LXL6
5833.PFI1475w	A7LL72
5833.PFI1475w	A7LLA6
5833.PFC0210c	I6M2C0
5833.PFB0405w	Q9GTK4
5833.PFI1475w	A0SJQ0
5833.PF10_0348	D9HN63
5833.PFI1730w	Q9GQ98
5833.PF10_0347	C5HEH8
5833.PFD0955w	C5HET6
5833.PFD0955w	C5HEU2
5833.PF14_0102	D7NST7
5833.PFB0300c	E5F2P2
5833.PFC0210c	A0SKS6
5833.MAL7P1.27	G8C6F0
5833.PF10_0356	Q25899
5833.MAL13P1.86	Q9BMP5
5833.PF08_0095	Q9GZ16
5833.PFI1475w	D5LJ16
5833.PFI1475w	D5LJ26
5833.PFI1475w	D5LJ28
5833.PFI0265c	B9VGI1
5833.PF13_0193	C5HER6
5833.PF13_0271	I6Q0Z2
5833.PFD0630c	O44042
5833.PF08_0095	Q5PZ12
5833.PFB0300c	E5F2T4
5833.PFB0305c.1	Q58SP9
5833.PFB0340c	I0IZG6
5833.PFI1475w	Q9BJU7
5833.PFD0255w	Q95V67
5833.PFE0120c	S5YCW9
5833.PF13_0338	C5HDX1
5833.PF11_0344	C5HWA8
