7165.AGAP004810-PA	Q93118
7165.AGAP001356-PA	W0GJ62
7165.AGAP006348-PA	L7RRX2
7165.AGAP007041-PA	L7T430
7165.AGAP005410-PA	Q7PNX4
7165.AGAP002997-PC	Q7QD82
7165.AGAP007032-PA	L7RKT0
7165.AGAP003194-PB	C6JYM3
7165.AGAP007034-PA	L7RH86
7165.AGAP007041-PA	L7T1F4
7165.AGAP008284-PA	Q9UB30
7165.AGAP004455-PA	O17492
7165.AGAP005716-PA	L7RQ72
7165.AGAP004870-PA	Q5PTS8
7165.AGAP000016-PA	B2FV50
7165.AGAP002656-PA	Q4JJU1
7165.AGAP008255-PA	Q6VFD9
7165.AGAP007058-PA	L7T4T9
7165.AGAP000609-PA	L7ZF61
7165.AGAP002076-PA	B2G074
7165.AGAP003492-PA	F5HJ72
7165.AGAP002593-PA	L7RMM7
7165.AGAP011950-PA	B2FZJ9
7165.AGAP005196-PA	F2X589
7165.AGAP007033-PA	L7T2B0
7165.AGAP009701-PA	Q5PTN9
7165.AGAP007059-PA	L7RI37
7165.AGAP006421-PA	L7RJ30
7165.AGAP006348-PA	L7RMY9
7165.AGAP007058-PA	L7T6X8
7165.AGAP007058-PA	L7TAL0
7165.AGAP007030-PA	L7T0A2
7165.AGAP003517-PA	Q7QAV9
7165.AGAP003904-PB	Q6VFG0
7165.AGAP006348-PA	Q6VAX8
7165.AGAP009221-PA	B2FY52
7165.AGAP002593-PA	L7RL00
7165.AGAP001081-PA	L7RN29
7165.AGAP009212-PA	C6K094
7165.AGAP006348-PA	L7RSB6
7165.AGAP009212-PA	C6K079
7165.AGAP012352-PA	L7RLB3
7165.AGAP006974-PA	L7RNZ6
7165.AGAP011971-PA	Q9TW03
7165.AGAP009690-PA	Q5PT93
7165.AGAP003194-PB	B2FW88
7165.AGAP007058-PA	L7T4L4
7165.AGAP001070-PA	Q5PTJ7
7165.AGAP003153-PA	F5HL05
7165.AGAP001070-PA	Q5PTI7
7165.AGAP012938-PA	Q6VFC5
7165.AGAP007143-PA	B0F4A4
7165.AGAP005717-PA	B5KPM9
7165.AGAP005627-PF	A7UTS9
7165.AGAP002270-PA	B2FVS2
7165.AGAP005391-PA	B2G0R3
7165.AGAP008368-PA	B2FXX0
7165.AGAP008687-PA	B2G1H2
7165.AGAP000099-PA	B2G2H5
7165.AGAP002799-PA	B2FW17
7165.AGAP007059-PA	L7RJI5
7165.AGAP001384-PA	C6JWK2
7165.AGAP007058-PA	L7T4V1
7165.AGAP001874-PA	F5HMC8
7165.AGAP006348-PA	L7RN31
7165.AGAP003561-PA	Q7QAS5
7165.AGAP004978-PA	B2FWZ8
7165.AGAP004707-PA	Q5PTA3
7165.AGAP012352-PA	L7RK33
7165.AGAP001826-PA	L7RKA6
7165.AGAP010233-PA	Q6VPM9
7165.AGAP007059-PA	L7RJ89
7165.AGAP007629-PA	Q7QJR9
7165.AGAP012938-PA	C6JYU2
7165.AGAP001826-PA	L7RLN5
7165.AGAP011326-PA	B2FZD2
7165.AGAP007143-PA	B0F4A9
7165.AGAP010816-PA	B2FYR4
7165.AGAP010812-PA	B2G2J0
7165.AGAP007059-PA	L7RJA7
7165.AGAP008255-PA	B2C7M4
7165.AGAP005079-PA	A7UT60
7165.AGAP005153-PA	Q7Q9M6
7165.AGAP011326-PA	B2FZD4
7165.AGAP008360-PA	B2FXS2
7165.AGAP000877-PA	Q5PU19
7165.AGAP007058-PA	L7T7N0
7165.AGAP001053-PA	Q7PI45
7165.AGAP009357-PA	Q7PSD8
7165.AGAP009565-PA	B2G1S4
7165.AGAP000877-PA	Q5PU13
7165.AGAP002800-PA	B2G0C0
7165.AGAP009515-PA	B2FY80
7165.AGAP005335-PA	A5A1U8
7165.AGAP008360-PA	B2FXS6
7165.AGAP012045-PA	B2G1Y8
7165.AGAP000770-PA	B2FZX0
7165.AGAP004978-PA	B2G2E1
7165.AGAP005334-PA	A5A1R3
7165.AGAP005334-PA	B2FX65
7165.AGAP011197-PA	B2FZ31
7165.AGAP011287-PA	B2FZ86
7165.AGAP011951-PA	B2FZM7
7165.AGAP007034-PA	L7RHY9
7165.AGAP006421-PA	L7RJ84
7165.AGAP009706-PA	Q5PTV1
7165.AGAP004975-PA	B2FWX5
7165.AGAP010133-PA	B2FYC3
7165.AGAP005832-PB	B5KP34
7165.AGAP003250-PA	C0L2Q0
7165.AGAP007693-PA	C6JYH5
7165.AGAP007041-PA	L7T2V8
7165.AGAP009369-PA	G8I2A9
7165.AGAP007059-PA	L7RHM9
7165.AGAP002593-PA	L7RM41
7165.AGAP002593-PA	L7RME0
7165.AGAP006974-PA	L7RNX6
7165.AGAP006421-PA	L7RPF9
7165.AGAP012352-PA	L7RQE4
7165.AGAP009194-PA	M9ZA99
7165.AGAP004920-PA	B2FWS8
7165.AGAP009212-PA	B2FY02
7165.AGAP011223-PA	B2FZ59
7165.AGAP007063-PA	B2G157
7165.AGAP007034-PA	L7RHD4
7165.AGAP007058-PA	L7T744
7165.AGAP004707-PA	A7ULH2
7165.AGAP009213-PA	C6JZR3
7165.AGAP000513-PA	Q7QFI8
7165.AGAP000642-PA	Q8I8Q2
7165.AGAP009213-PA	B2FY19
7165.AGAP000830-PA	B6CA44
7165.AGAP007059-PA	L7RII4
7165.AGAP007059-PA	L7RJD6
7165.AGAP009369-PA	G8I2B1
7165.AGAP009194-PA	M9Z5M5
7165.AGAP004978-PA	B2G2E4
7165.AGAP000609-PA	L7Z8T6
7165.AGAP005716-PA	B2FXA0
7165.AGAP011518-PA	B2G1W4
7165.AGAP009213-PA	C6JZP2
7165.AGAP000877-PA	Q5PU01
7165.AGAP000138-PA	Q66T33
7165.AGAP005335-PA	A5A1T6
7165.AGAP006258-PA	B2FXC0
7165.AGAP003250-PA	C0L2P9
7165.AGAP001826-PA	L7RLS6
7165.AGAP002593-PA	L7RM92
7165.AGAP001012-PA	B6CA36
7165.AGAP007692-PA	C6JZH8
7165.AGAP009706-PA	Q5PTU5
7165.AGAP002593-PA	L7RM61
7165.AGAP007041-PA	L7T1F9
7165.AGAP009706-PA	Q5PTY7
7165.AGAP005334-PA	A5A1S1
7165.AGAP006909-PA	C6K0W6
7165.AGAP005762-PA	L7RIM6
7165.AGAP006421-PA	L7RPA4
7165.AGAP000609-PA	O97415
7165.AGAP001070-PA	Q5PTE9
7165.AGAP000574-PA	B2FZU7
7165.AGAP005832-PB	B5KP39
7165.AGAP006102-PA	L7RJS8
7165.AGAP001826-PA	L7RKI0
7165.AGAP001081-PA	L7RMR1
7165.AGAP007033-PA	L7T0F3
7165.AGAP000611-PA	L7ZF65
7165.AGAP006910-PA	C6K181
7165.AGAP009706-PA	Q5PTY1
7165.AGAP000877-PA	Q5PU17
7165.AGAP000536-PA	D2SU71
7165.AGAP006421-PA	L7RK29
7165.AGAP005762-PA	L7RM11
7165.AGAP006348-PA	L7RMV3
7165.AGAP000877-PA	Q5PU11
7165.AGAP005246-PA	B2FX36
7165.AGAP005656-PA	B2G0T8
7165.AGAP001012-PA	B6CA12
7165.AGAP001070-PA	Q5PTH9
7165.AGAP004707-PA	A7ULH1
7165.AGAP005000-PA	B2FX14
7165.AGAP000815-PA	B6CA84
7165.AGAP004975-PA	B2FWW3
7165.AGAP012706-PA	G8I2H5
7165.AGAP009706-PA	Q5PTX7
7165.AGAP006348-PA	L7RN94
7165.AGAP000611-PA	L7ZGX7
7165.AGAP009706-PA	Q5PTW7
7165.AGAP005334-PA	B2FX57
7165.AGAP003194-PB	C6JYP3
7165.AGAP007035-PA	L7T7K9
7165.AGAP006421-PA	L7RKD1
7165.AGAP001070-PA	Q5PTH1
7165.AGAP009706-PA	Q5PTW9
7165.AGAP004707-PA	Q66RD9
7165.AGAP006747-PA	B2G137
7165.AGAP006348-PA	L7RN33
7165.AGAP003251-PA	B2FWB2
7165.AGAP009515-PA	Q6VFF5
7165.AGAP003689-PA	B2FWF2
7165.AGAP001377-PA	C6JZ71
7165.AGAP012352-PA	L7RL72
7165.AGAP001648-PA	B2FVN8
7165.AGAP011287-PA	B2FZ96
7165.AGAP009369-PA	G8I2C5
7165.AGAP006974-PA	L7RME8
7165.AGAP009209-PA	C6K0E7
7165.AGAP007059-PA	L7RI69
7165.AGAP004978-PA	B2FWY8
7165.AGAP000877-PA	Q5PU25
7165.AGAP000877-PA	Q5PU33
7165.AGAP012678-PA	Q7YSI7
7165.AGAP005334-PA	A5A1T1
7165.AGAP003689-PA	B2FWF3
7165.AGAP009213-PA	B2FY31
7165.AGAP007032-PA	L7RGK3
7165.AGAP005728-PA	L7RHD8
7165.AGAP010815-PA	L7RL98
7165.AGAP001081-PA	L7RMS6
7165.AGAP000609-PA	L7Z8Q6
7165.AGAP009701-PA	Q5PTP3
7165.AGAP006974-PA	Q6VFB5
7165.AGAP009369-PA	G8I2B7
7165.AGAP007059-PA	L7RMQ1
7165.AGAP007041-PA	L7T1Q3
7165.AGAP005246-PA	C6JZ17
7165.AGAP006910-PA	C6K190
7165.AGAP006910-PA	C6K188
7165.AGAP009369-PA	G8I2C0
7165.AGAP003194-PB	C6JYN5
7165.AGAP007032-PA	L7RKS3
7165.AGAP010707-PA	B2FYF1
7165.AGAP011197-PA	B2FZ32
7165.AGAP011197-PA	B2FZ35
7165.AGAP006909-PA	C6K0U0
7165.AGAP007713-PA	C6K1T7
7165.AGAP005716-PA	L7RR03
7165.AGAP006911-PA	B5KPT2
7165.AGAP007059-PA	L7RIQ5
7165.AGAP006421-PA	L7RKG7
7165.AGAP000611-PA	L7ZEU0
7165.AGAP007032-PA	L7RKT9
7165.AGAP007041-PA	L7T664
7165.AGAP004707-PA	Q66RC1
7165.AGAP001377-PA	C6JZ92
7165.AGAP012706-PA	G8I2F3
7165.AGAP006866-PA	B5KPB5
7165.AGAP001081-PA	L7RMM5
7165.AGAP009701-PA	Q5PTM8
7165.AGAP001648-PA	B2FVN1
7165.AGAP005065-PA	B2G0P3
7165.AGAP005065-PA	B2G0P8
7165.AGAP006904-PA	C6JXI6
7165.AGAP004707-PA	Q66R26
7165.AGAP007059-PA	L7RJU4
7165.AGAP010815-PA	B5AZJ0
7165.AGAP006866-PA	B5KP88
7165.AGAP007010-PA	B5KPC1
7165.AGAP000675-PC	Q7PRN1
7165.AGAP001377-PA	C6JZ88
7165.AGAP005728-PA	L7RI96
7165.AGAP012352-PA	L7RL14
7165.AGAP006348-PA	A5A1G2
7165.AGAP005540-PA	A5A1Z5
7165.AGAP010815-PA	B5AZL9
7165.AGAP007059-PA	L7RJL4
7165.AGAP006864-PA	B5KP62
7165.AGAP012938-PA	C6JYW4
7165.AGAP007918-PA	Q7YSW3
7165.AGAP005335-PA	A5A1V4
7165.AGAP005540-PA	A5A206
7165.AGAP007918-PA	Q7YSW4
7165.AGAP004707-PA	Q5PTC1
7165.AGAP002634-PA	A4GSC4
7165.AGAP001376-PA	C6JZV9
7165.AGAP007918-PA	Q7YSW1
7165.AGAP006911-PA	B5KPS5
7165.AGAP006348-PA	L7RNF0
7165.AGAP001596-PA	Q8T5J3
7165.AGAP003414-PA	Q7QDK0
7165.AGAP007633-PA	Q7QJS2
7165.AGAP001012-PA	B6C9Z7
7165.AGAP001012-PA	B6C9Z9
7165.AGAP012665-PA	H9CXW8
7165.AGAP005540-PA	A5A203
7165.AGAP011503-PA	Q6VAW7
7165.AGAP007010-PA	B5KPC8
7165.AGAP006348-PA	L7RLS5
7165.AGAP007059-PA	L7RJL8
7165.AGAP001081-PA	L7RLG1
7165.AGAP012678-PA	Q7YSP3
7165.AGAP009212-PA	C6K080
7165.AGAP009212-PA	C6K096
7165.AGAP006909-PA	C6K0W5
7165.AGAP007032-PA	L7RH45
7165.AGAP000877-PA	Q5PU35
7165.AGAP005246-PA	C6JZ07
7165.AGAP010816-PA	B2FYQ9
7165.AGAP005246-PA	Q6VFB7
7165.AGAP002813-PA	B2FW39
7165.AGAP005728-PA	L7RHV0
7165.AGAP004978-PA	B2FWZ0
7165.AGAP002609-PA	Q7QCG0
7165.AGAP004855-PA	B2FWP4
7165.AGAP001012-PA	B6CA25
7165.AGAP007058-PA	L7T520
7165.AGAP009701-PA	Q5PTP1
7165.AGAP006348-PA	A5A1G4
7165.AGAP010707-PA	B2FYF3
7165.AGAP006911-PA	C6K112
7165.AGAP006421-PA	L7RJB4
7165.AGAP004870-PA	Q5PTS2
7165.AGAP008364-PA	B2FXU4
7165.AGAP001012-PA	B6CA21
7165.AGAP000876-PA	B6CA97
7165.AGAP009701-PA	Q5PTJ9
7165.AGAP006343-PA	D2SUA5
7165.AGAP007059-PA	L7RHG9
7165.AGAP007030-PA	L7T063
7165.AGAP001012-PA	B6CA23
7165.AGAP004707-PA	Q5PTB5
7165.AGAP001548-PA	F5HMM3
7165.AGAP007059-PA	L7RJD3
7165.AGAP006348-PA	L7RMU8
7165.AGAP006421-PA	L7RPD6
7165.AGAP007058-PA	L7T516
7165.AGAP002630-PA	A4GSH0
7165.AGAP001012-PA	B6CA34
7165.AGAP000877-PA	Q5PU09
7165.AGAP005246-PA	Q8WSX7
7165.AGAP007030-PA	L7T2B1
7165.AGAP003250-PA	C0L2J9
7165.AGAP005246-PA	Q6VFB9
7165.AGAP010133-PA	B2FYC1
7165.AGAP009701-PA	Q5PTK7
7165.AGAP007050-PA	B2G180
7165.AGAP001070-PA	Q5PTI5
7165.AGAP006911-PA	C6K124
7165.AGAP007034-PA	L7RLF5
7165.AGAP002593-PA	L7RLW8
7165.AGAP005334-PA	A5A1Q9
7165.AGAP005334-PA	A5A1U7
7165.AGAP004707-PA	Q66RX1
7165.AGAP007059-PA	L7RJJ5
7165.AGAP000382-PA	Q7QFA4
7165.AGAP009706-PA	Q5PTX9
7165.AGAP007041-PA	L7T3W0
7165.AGAP001375-PA	C6JZB7
7165.AGAP005681-PA	L7RTG6
7165.AGAP012938-PA	Q6VFC3
7165.AGAP001603-PA	Q8T5H3
7165.AGAP004707-PA	Q5PTB7
7165.AGAP009701-PA	Q5PTL7
7165.AGAP006911-PA	C6K121
7165.AGAP006421-PA	L7RKB4
7165.AGAP004707-PA	Q5PTD7
7165.AGAP000818-PA	Q6VFH3
7165.AGAP011951-PA	B2FZN3
7165.AGAP006343-PA	D2STQ4
7165.AGAP006343-PA	D2SU83
7165.AGAP006864-PA	B5KP63
7165.AGAP007032-PA	L7RGU7
7165.AGAP005762-PA	L7RGY2
7165.AGAP012352-PA	L7RL87
7165.AGAP004707-PA	Q5PTA1
7165.AGAP000580-PA	Q8I8Q4
7165.AGAP009212-PA	C6K078
7165.AGAP009221-PA	C6K1J5
7165.AGAP010100-PA	Q7PM04
7165.AGAP006102-PA	L7RJP4
7165.AGAP012410-PA	B2G263
7165.AGAP012938-PA	C6JYV9
7165.AGAP001376-PA	C6JZX2
7165.AGAP004104-PA	Q7PQK9
7165.AGAP009213-PA	B2FY25
7165.AGAP006348-PA	L7RNQ2
7165.AGAP007041-PA	L7T6L9
7165.AGAP006209-PA	Q702G3
7165.AGAP004758-PA	A7UUX0
7165.AGAP006864-PA	B5KP69
7165.AGAP007034-PA	L7RGD9
7165.AGAP006974-PA	L7RSL9
7165.AGAP005717-PA	B5KPM8
7165.AGAP006974-PA	L7RNW7
7165.AGAP011951-PA	B2FZN0
7165.AGAP009207-PA	C6K248
7165.AGAP006348-PA	L7RS70
7165.AGAP001826-PA	L7RM91
7165.AGAP004870-PA	Q5PTT5
7165.AGAP005334-PA	A5A1V3
7165.AGAP009221-PA	C6K1J7
7165.AGAP011223-PA	B2FZ56
7165.AGAP001012-PA	B6CA10
7165.AGAP005335-PA	A5A1S0
7165.AGAP006348-PA	L7RMZ3
7165.AGAP009194-PA	M9Z3C5
7165.AGAP007041-PA	L7T3L1
7165.AGAP007034-PA	L7RGF2
7165.AGAP006348-PA	L7RM45
7165.AGAP006911-PA	B5KPU9
7165.AGAP000877-PA	Q5PU31
7165.AGAP011950-PA	B2FZJ8
7165.AGAP007691-PB	C6K017
7165.AGAP001081-PA	L7RMP1
7165.AGAP003706-PA	Q6VFI3
7165.AGAP007059-PA	L7RJ91
7165.AGAP007059-PA	L7RHS8
7165.AGAP006910-PA	C6K1A3
7165.AGAP001616-PA	Q6VQR6
7165.AGAP007058-PA	L7TAN8
7165.AGAP004978-PA	B2FWZ2
7165.AGAP005716-PA	L7RUM3
7165.AGAP007033-PA	L7T5R6
7165.AGAP004904-PA	A3E807
7165.AGAP007058-PA	L7T6D5
7165.AGAP012956-PA	F5HJR7
7165.AGAP001532-PA	Q7PXR3
7165.AGAP009190-PA	Q8WQJ5
7165.AGAP007036-PA	L7RQL6
7165.AGAP000457-PA	Q7QFF6
7165.AGAP007032-PA	L7RGN3
7165.AGAP003439-PA	Q6IDW4
7165.AGAP004455-PA	A7XAS0
7165.AGAP001558-PA	Q8T5I8
7165.AGAP002413-PA	F5HK53
7165.AGAP006910-PA	C6K1A1
7165.AGAP007699-PA	Q5TX48
7165.AGAP003439-PA	Q6IDZ8
7165.AGAP011647-PA	Q8WRX3
7165.AGAP000947-PA	Q8MUQ6
7165.AGAP008645-PA	Q9XZN6
7165.AGAP000494-PA	Q7QFI0
7165.AGAP001107-PA	A0NH96
7165.AGAP001382-PA	Q7PXF6
7165.AGAP004592-PE	F5HLU9
7165.AGAP006974-PA	L7RNM1
7165.AGAP000640-PA	Q8I8Q1
7165.AGAP008282-PA	Q9UB31
7165.AGAP007087-PA	Q52P89
7165.AGAP005762-PA	L7RHB9
7165.AGAP007059-PA	L7RNF3
7165.AGAP010907-PA	Q7PFI0
7165.AGAP004630-PA	Q7Q7Q6
7165.AGAP005762-PA	L7RM24
7165.AGAP007035-PA	L7T675
7165.AGAP000877-PA	Q5PU15
7165.AGAP005054-PA	Q7Q9T3
7165.AGAP002190-PA	F7IVC5
7165.AGAP007033-PA	L7T0P7
7165.AGAP006974-PA	L7RSZ6
7165.AGAP007030-PA	L7T5D7
7165.AGAP009583-PA	Q7Q1X8
7165.AGAP012352-PA	D3KAN7
7165.AGAP002593-PA	L7RMI3
7165.AGAP012352-PA	D3KAM8
7165.AGAP006348-PA	L7RN81
7165.AGAP006348-PA	L7RNI4
7165.AGAP005728-PA	L7RGM2
7165.AGAP002656-PA	Q4JJV5
7165.AGAP004870-PA	Q5PTT1
7165.AGAP000611-PA	L7Z8U1
7165.AGAP007412-PA	B2FXL4
7165.AGAP010815-PA	L7RKP4
7165.AGAP002640-PA	Q4JJL6
7165.AGAP002640-PA	Q4JJM4
7165.AGAP011197-PA	Q6VFG6
7165.AGAP003109-PA	B2G0G6
7165.AGAP009213-PA	C6JZR8
7165.AGAP003252-PA	B2FWC7
7165.AGAP007059-PA	L7RJ24
7165.AGAP002640-PA	Q4JJP9
7165.AGAP007059-PA	L7RJN8
7165.AGAP004707-PA	Q5PTC3
7165.AGAP003251-PA	B2FWA2
7165.AGAP007412-PA	B2FXL5
7165.AGAP002593-PA	L7RM26
7165.AGAP009221-PA	B2FY45
7165.AGAP000877-PA	Q5PTZ5
7165.AGAP004978-PA	B2FWY9
7165.AGAP004870-PA	Q5PTP7
7165.AGAP004870-PA	Q5PTR4
7165.AGAP009690-PA	Q5PT81
7165.AGAP001235-PA	Q7PX64
7165.AGAP001079-PA	A0NDH5
7165.AGAP001764-PA	B2G030
7165.AGAP009690-PA	Q5PT79
7165.AGAP006921-PA	Q6VFH8
7165.AGAP006343-PA	D2STP8
7165.AGAP005000-PA	B2FX22
7165.AGAP005196-PA	F2X588
7165.AGAP007059-PA	L7RJM6
7165.AGAP009690-PA	Q5PT67
7165.AGAP003057-PA	B2FW63
7165.AGAP002640-PA	Q4JJL5
7165.AGAP005728-PA	L7RHW9
7165.AGAP005762-PA	L7RII6
7165.AGAP009194-PA	W5S687
7165.AGAP001583-PA	Q8STG5
7165.AGAP001559-PA	Q8T5I7
7165.AGAP002641-PA	A4GSE0
7165.AGAP013146-PA	F5HLF1
7165.AGAP012678-PA	Q7YSQ9
7165.AGAP008645-PA	C0L2A5
7165.AGAP007034-PA	L7RH83
7165.AGAP007030-PA	L7T574
7165.AGAP004018-PA	A0NFN5
7165.AGAP000601-PA	Q7QFP4
7165.AGAP007010-PA	B5KPD7
7165.AGAP007059-PA	L7RIQ8
7165.AGAP002656-PA	Q4JJX3
7165.AGAP004707-PA	Q5PTD1
7165.AGAP000877-PA	Q5PU03
7165.AGAP006864-PA	B5KP73
7165.AGAP012352-PA	L7RL58
7165.AGAP000016-PA	B2FV60
7165.AGAP007693-PA	C6JYF8
7165.AGAP000214-PA	Q17010
7165.AGAP007059-PA	L7RJP6
7165.AGAP001826-PA	L7RK75
7165.AGAP006348-PA	L7RRY2
7165.AGAP013120-PA	F6KNX9
7165.AGAP008398-PA	Q8I8S3
7165.AGAP006866-PA	B5KP90
7165.AGAP007059-PA	L7RJF4
7165.AGAP007059-PA	L7RMS7
7165.AGAP006909-PA	C6K0V4
7165.AGAP001070-PA	Q5PTF2
7165.AGAP008059-PA	Q6H8Z0
7165.AGAP002643-PA	A4GSB6
7165.AGAP013365-PA	E5KED0
7165.AGAP006102-PA	L7RJR9
7165.AGAP006911-PA	C6K116
7165.AGAP006974-PA	L7RMQ5
7165.AGAP006348-PA	L7RNH5
7165.AGAP006974-PA	L7RNF6
7165.AGAP000609-PA	Q7PRT6
7165.AGAP004317-PA	B2FWK1
7165.AGAP005819-PA	B0F4C5
7165.AGAP006909-PA	C6K0X6
7165.AGAP002825-PA	O76951
7165.AGAP005246-PA	C6JZ25
7165.AGAP001081-PA	L7RMR0
7165.AGAP001438-PA	A0NH45
7165.AGAP007059-PA	L7RIP5
7165.AGAP009706-PA	Q5PTX1
7165.AGAP006909-PA	C6K0T7
7165.AGAP007033-PA	L7T2C7
7165.AGAP007059-PA	L7RMV7
7165.AGAP007041-PA	L7T1D8
7165.AGAP004071-PA	Q7QH58
7165.AGAP004870-PA	Q5PTS6
7165.AGAP001581-PA	Q8ST98
7165.AGAP006348-PA	A5A1G3
7165.AGAP005948-PA	A5A1K2
7165.AGAP011197-PA	B2C7B0
7165.AGAP005832-PB	B5KP47
7165.AGAP005246-PA	C6JZ08
7165.AGAP009213-PA	C6JZR0
7165.AGAP007059-PA	L7RIR1
7165.AGAP010812-PA	Q6VAU9
7165.AGAP007143-PA	B0F4A0
7165.AGAP003689-PA	B2FWG0
7165.AGAP003250-PA	O17489
7165.AGAP000877-PA	Q5PU27
7165.AGAP005625-PA	Q6TPB4
7165.AGAP003252-PA	B2FWC8
7165.AGAP007629-PA	Q6VFE3
7165.AGAP009369-PA	G8I2B9
7165.AGAP000016-PA	B2FV53
7165.AGAP005716-PA	L7RUP2
7165.AGAP007058-PA	L7T590
7165.AGAP002884-PA	Q6VFB0
7165.AGAP002641-PA	A4GSE1
7165.AGAP003252-PA	B2FWD4
7165.AGAP006974-PA	L7RT16
7165.AGAP006348-PA	L7RMV8
7165.AGAP006348-PA	L7RN56
7165.AGAP007033-PA	L7T2J6
7165.AGAP001826-PA	L7RM33
7165.AGAP001081-PA	L7RMY1
7165.AGAP006974-PA	L7RNB6
7165.AGAP001081-PA	L7RRV1
7165.AGAP005335-PA	B2FX82
7165.AGAP010133-PA	B2FYB6
7165.AGAP001081-PA	L7RNB9
7165.AGAP007034-PA	L7RHN5
7165.AGAP007059-PA	L7RIT6
7165.AGAP001081-PA	L7RMH0
7165.AGAP007033-PA	L7T2T4
7165.AGAP007033-PA	L7T5J0
7165.AGAP011310-PA	Q7QHR2
7165.AGAP003309-PB	Q8I8T0
7165.AGAP001376-PA	C6JZV3
7165.AGAP007030-PA	L7T074
7165.AGAP005819-PA	B0F4E2
7165.AGAP001081-PA	L7RNE3
7165.AGAP001648-PA	B2FVN3
7165.AGAP005656-PA	B2G0U0
7165.AGAP007058-PA	L7TAM0
7165.AGAP004148-PA	B2FWH6
7165.AGAP005625-PA	Q6TPB8
7165.AGAP001856-PA	Q6VFD3
7165.AGAP001505-PA	A0NH34
7165.AGAP005776-PA	Q7Q6L6
7165.AGAP007247-PA	Q7QJ35
7165.AGAP001556-PA	Q7PXT9
7165.AGAP004834-PA	Q7Q943
7165.AGAP002593-PA	L7RRG9
7165.AGAP007059-PA	L7RHQ6
7165.AGAP007059-PA	L7RHW7
7165.AGAP011791-PA	B2FZH2
7165.AGAP006348-PA	L7RLU2
7165.AGAP004707-PA	Q66RY2
7165.AGAP005656-PA	B2G0U8
7165.AGAP007169-PA	Q7PTB1
7165.AGAP006765-PA	Q7PT58
7165.AGAP004307-PA	Q7PHF8
7165.AGAP007033-PA	L7T0P1
7165.AGAP001081-PA	L7RMI1
7165.AGAP006102-PA	L7RNW8
7165.AGAP002641-PA	A4GSG8
7165.AGAP007034-PA	L7RGZ6
7165.AGAP005728-PA	L7RLJ4
7165.AGAP007059-PA	L7RNC2
7165.AGAP005334-PA	A5A1R9
7165.AGAP006348-PA	A7XBG6
7165.AGAP005294-PA	Q7QI52
7165.AGAP001419-PA	F5HMR8
7165.AGAP001617-PA	Q7PXV4
7165.AGAP001047-PA	Q7Q2G8
7165.AGAP012352-PA	L7RL78
7165.AGAP012352-PA	L7RLM1
7165.AGAP012319-PA	Q8I8R8
7165.AGAP007059-PA	L7RN26
7165.AGAP007059-PA	L7RII7
7165.AGAP002593-PA	L7RML6
7165.AGAP006974-PA	L7RSU6
7165.AGAP004513-PA	Q7Q9Z4
7165.AGAP004553-PA	A0NDR1
7165.AGAP008434-PA	Q5TQA4
7165.AGAP004330-PA	Q7QAA6
7165.AGAP002448-PA	Q2EPZ5
7165.AGAP003216-PA	A0T4G5
7165.AGAP006683-PA	Q7Q517
7165.AGAP003849-PB	F5HJC7
7165.AGAP001930-PA	Q7PYG5
7165.AGAP005717-PA	Q7Q6R2
7165.AGAP009065-PA	Q8I8Q6
7165.AGAP001409-PA	Q8T6R8
7165.AGAP006102-PA	Q52P90
7165.AGAP005454-PA	Q7PDG9
7165.AGAP000354-PA	Q7PG08
7165.AGAP000833-PA	Q7Q4X3
7165.AGAP012986-PA	F5HJU4
7165.AGAP001026-PA	Q7PSV3
7165.AGAP001639-PA	Q7PXX3
7165.AGAP003587-PA	Q7QAQ0
7165.AGAP003823-PA	Q7QFV2
7165.AGAP002189-PA	Q8I8T4
7165.AGAP003398-PD	F5HK08
7165.AGAP004261-PA	F5HL76
7165.AGAP013400-PA	F5HLQ7
7165.AGAP003966-PA	Q7Q294
7165.AGAP001110-PA	A0NGX8
7165.AGAP010649-PA	Q8I8P6
7165.AGAP004607-PA	A0NE89
7165.AGAP010602-PA	Q6VVG9
7165.AGAP004179-PA	Q7PQK6
7165.AGAP008058-PA	Q6H8Y7
7165.AGAP002839-PA	Q7PR69
7165.AGAP000888-PA	Q8MUQ2
7165.AGAP002858-PC	F5HKJ4
7165.AGAP001594-PA	Q8T5J5
7165.AGAP005091-PB	Q5TST8
7165.AGAP003439-PA	Q6IDZ1
7165.AGAP002914-PA	F5HKF3
7165.AGAP001368-PA	Q7PKM7
7165.AGAP004194-PA	Q7PQM8
7165.AGAP007344-PA	Q7QJ81
7165.AGAP006126-PA	Q5TR54
7165.AGAP011367-PA	Q7PJC9
7165.AGAP005202-PA	Q7Q9J7
7165.AGAP005182-PA	Q8I8Q5
7165.AGAP007345-PA	Q6GU91
7165.AGAP000880-PC	Q7PNK2
7165.AGAP002521-PA	Q7QCA0
7165.AGAP006557-PA	A7UUC7
7165.AGAP002862-PA	Q8MZK0
7165.AGAP002161-PA	Q7QK56
7165.AGAP000426-PA	F5HJJ4
7165.AGAP012358-PA	Q7Q0A7
7165.AGAP000541-PA	Q5TV73
7165.AGAP002152-PA	Q7PTL9
7165.AGAP001601-PA	Q8T5H5
7165.AGAP001579-PA	Q8T5K9
7165.AGAP004107-PA	F5HL29
7165.AGAP007146-PA	Q7QIZ6
