10116.ENSRNOP00000016981	P35213
10116.ENSRNOP00000051984	Q3ZB98
10116.ENSRNOP00000021193	P54690
10116.ENSRNOP00000028474	O35854
10116.ENSRNOP00000016880	Q91XT5
10116.ENSRNOP00000026466	Q00972
10116.ENSRNOP00000019911	Q9QYN5
10116.ENSRNOP00000003768	P49950
10116.ENSRNOP00000019507	D4A1J4
10116.ENSRNOP00000002366	P29147
10116.ENSRNOP00000064356	P23363
10116.ENSRNOP00000027868	Q91XJ1
10116.ENSRNOP00000049699	O88881
10116.ENSRNOP00000017684	O35152
10116.ENSRNOP00000014810	Q62896
10116.ENSRNOP00000041688	Q3MKQ1
10116.ENSRNOP00000042696	Q6PDU5
10116.ENSRNOP00000035429	Q3MKP9
10116.ENSRNOP00000004217	Q5PQN2
10116.ENSRNOP00000007727	Q02435
10116.ENSRNOP00000065701	Q9ET32
10116.ENSRNOP00000039997	Q8CFC4
10116.ENSRNOP00000045033	P06760
10116.ENSRNOP00000035219	P70562
10116.ENSRNOP00000009564	O35780
10116.ENSRNOP00000042638	Q71HP2
10116.ENSRNOP00000015336	O09171
10116.ENSRNOP00000058419	Q68FT5
10116.ENSRNOP00000048834	P55062
10116.ENSRNOP00000057568	Q3KR97
10116.ENSRNOP00000016776	Q9JLT6
10116.ENSRNOP00000015843	P46844
10116.ENSRNOP00000007766	D4A631
10116.ENSRNOP00000010054	Q7TSU1
10116.ENSRNOP00000017573	O08839
10116.ENSRNOP00000039630	Q68FR2
10116.ENSRNOP00000024614	Q68FW8
10116.ENSRNOP00000065784	Q9JHY7
10116.ENSRNOP00000005953	P97583
10116.ENSRNOP00000064990	P25023
10116.ENSRNOP00000010380	D3ZKU7
10116.ENSRNOP00000017006	Q32WR5
10116.ENSRNOP00000022108	B2GV52
10116.ENSRNOP00000052934	Q4V8A6
10116.ENSRNOP00000031525	P62950
10116.ENSRNOP00000005125	P70645
10116.ENSRNOP00000019014	Q4KM52
10116.ENSRNOP00000010381	Q8K589
10116.ENSRNOP00000012365	Q4AEG6
10116.ENSRNOP00000028904	P49001
10116.ENSRNOP00000032031	P49002
10116.ENSRNOP00000012957	Q06826
10116.ENSRNOP00000018359	Q04906
10116.ENSRNOP00000015047	Q78EA7
10116.ENSRNOP00000040497	D4ABH7
10116.ENSRNOP00000028115	Q6AYJ2
10116.ENSRNOP00000006197	Q9QZU7
10116.ENSRNOP00000024693	Q792S6
10116.ENSRNOP00000025133	Q562C2
10116.ENSRNOP00000035098	Q5M864
10116.ENSRNOP00000043633	Q6AXW0
10116.ENSRNOP00000028379	Q5PQP4
10116.ENSRNOP00000011269	A1A5P0
10116.ENSRNOP00000018581	Q8K4I4
10116.ENSRNOP00000018226	Q63471
10116.ENSRNOP00000052209	A0JPN3
10116.ENSRNOP00000052216	Q05701
10116.ENSRNOP00000047586	Q05704
10116.ENSRNOP00000049523	Q6AXU0
10116.ENSRNOP00000003249	Q9Z1N4
10116.ENSRNOP00000028109	O54952
10116.ENSRNOP00000001475	O35923
10116.ENSRNOP00000066438	B2RYM5
10116.ENSRNOP00000056940	Q6MGA9
10116.ENSRNOP00000058256	D4A7T3
10116.ENSRNOP00000025500	Q8CJB9
10116.ENSRNOP00000005855	Q6P7Q1
10116.ENSRNOP00000017324	Q4V8D6
10116.ENSRNOP00000001336	Q5PPK1
10116.ENSRNOP00000067358	Q5M7T3
10116.ENSRNOP00000007578	Q925T8
10116.ENSRNOP00000007455	Q8K1M8
10116.ENSRNOP00000003788	Q8K1M7
10116.ENSRNOP00000004949	Q4V8K5
10116.ENSRNOP00000001164	Q8K418
10116.ENSRNOP00000033679	B2DD29
10116.ENSRNOP00000051751	D3ZML2
10116.ENSRNOP00000024285	Q4QQT6
10116.ENSRNOP00000061399	Q5FVJ6
10116.ENSRNOP00000008739	Q8R2H3
10116.ENSRNOP00000039162	O88778
10116.ENSRNOP00000020366	Q6P6S3
10116.ENSRNOP00000004094	Q63072
10116.ENSRNOP00000031515	Q811A2
10116.ENSRNOP00000000649	Q5PQR3
10116.ENSRNOP00000062948	Q6AXU1
10116.ENSRNOP00000057779	Q5FVF9
10116.ENSRNOP00000005910	Q63073
10116.ENSRNOP00000004408	P27049
10116.ENSRNOP00000002121	O88677
10116.ENSRNOP00000050172	Q6PNM1
10116.ENSRNOP00000057110	Q6MG97
10116.ENSRNOP00000025232	Q4QQU1
10116.ENSRNOP00000001307	O70454
10116.ENSRNOP00000067656	Q80WL2
10116.ENSRNOP00000019486	Q6P7P5
10116.ENSRNOP00000007414	Q9WTT7
10116.ENSRNOP00000049722	P30099
10116.ENSRNOP00000049722	P30100
10116.ENSRNOP00000003449	Q499P3
10116.ENSRNOP00000010375	Q9JJ05
10116.ENSRNOP00000017385	P31720
10116.ENSRNOP00000031020	O35796
10116.ENSRNOP00000017060	P31721
10116.ENSRNOP00000017065	P31722
10116.ENSRNOP00000034001	Q9ET61
10116.ENSRNOP00000004373	Q5XIG2
10116.ENSRNOP00000010127	Q5FVH0
10116.ENSRNOP00000009551	Q3T1I2
10116.ENSRNOP00000015679	Q6IE64
10116.ENSRNOP00000016330	Q6P6T1
10116.ENSRNOP00000008374	P27653
10116.ENSRNOP00000006708	Q5RK03
10116.ENSRNOP00000009806	Q66HA5
10116.ENSRNOP00000011670	Q5FVK6
10116.ENSRNOP00000012216	O55197
10116.ENSRNOP00000034839	Q5BJM7
10116.ENSRNOP00000061001	A1L1K4
10116.ENSRNOP00000005461	Q63514
10116.ENSRNOP00000005505	Q63515
10116.ENSRNOP00000033722	Q641Y1
10116.ENSRNOP00000064558	P97520
10116.ENSRNOP00000067721	Q695P6
10116.ENSRNOP00000036593	Q8R1R5
10116.ENSRNOP00000046713	Q5XII8
10116.ENSRNOP00000054032	Q5U2R2
10116.ENSRNOP00000036314	Q5XIU7
10116.ENSRNOP00000055748	Q5XI94
10116.ENSRNOP00000003177	Q3ZCQ0
10116.ENSRNOP00000058861	Q498R7
10116.ENSRNOP00000025948	Q3KRF3
10116.ENSRNOP00000038852	Q5M951
10116.ENSRNOP00000047785	B1H283
10116.ENSRNOP00000059426	D4A2Q0
10116.ENSRNOP00000034572	P54290
10116.ENSRNOP00000021216	Q8CFG6
10116.ENSRNOP00000042602	Q8CFG5
10116.ENSRNOP00000027215	Q91ZS3
10116.ENSRNOP00000001659	O88480
10116.ENSRNOP00000001551	O88751
10116.ENSRNOP00000010439	Q66H96
10116.ENSRNOP00000001185	Q06BI3
10116.ENSRNOP00000002670	Q68FX6
10116.ENSRNOP00000059641	P54282
10116.ENSRNOP00000006162	Q02294
10116.ENSRNOP00000048790	P22002
10116.ENSRNOP00000051407	P27732
10116.ENSRNOP00000003928	Q07652
10116.ENSRNOP00000061436	O54898
10116.ENSRNOP00000042239	Q9EQ60
10116.ENSRNOP00000046091	Q9Z0Y8
10116.ENSRNOP00000067264	Q02485
10116.ENSRNOP00000006098	P54283
10116.ENSRNOP00000037354	Q8VGC3
10116.ENSRNOP00000017490	P54287
10116.ENSRNOP00000051311	Q5XI53
10116.ENSRNOP00000064554	Q66HR5
10116.ENSRNOP00000063089	Q704S8
10116.ENSRNOP00000021612	P55281
10116.ENSRNOP00000019907	Q5DWV1
10116.ENSRNOP00000025150	Q63315
10116.ENSRNOP00000048338	P58365
10116.ENSRNOP00000027346	Q9R0T4
10116.ENSRNOP00000021170	Q9Z1Y3
10116.ENSRNOP00000018246	P55280
10116.ENSRNOP00000049491	Q5DWV2
10116.ENSRNOP00000062147	O54800
10116.ENSRNOP00000040899	Q1WIM2
10116.ENSRNOP00000004613	Q1WIM3
10116.ENSRNOP00000026793	Q1WIM1
10116.ENSRNOP00000030214	Q66HB6
10116.ENSRNOP00000014267	B0BNN3
10116.ENSRNOP00000013354	P27139
10116.ENSRNOP00000014177	P14141
10116.ENSRNOP00000003908	P48284
10116.ENSRNOP00000025848	P43165
10116.ENSRNOP00000043235	Q66HG6
10116.ENSRNOP00000007802	Q5PPN4
10116.ENSRNOP00000027526	Q5RJQ8
10116.ENSRNOP00000010845	P07171
10116.ENSRNOP00000022943	P47728
10116.ENSRNOP00000014764	P10093
10116.ENSRNOP00000013910	P32214
10116.ENSRNOP00000014948	P01257
10116.ENSRNOP00000043767	Q62736
10116.ENSRNOP00000019887	Q5XI58
10116.ENSRNOP00000043121	Q5U206
10116.ENSRNOP00000063822	P62161
10116.ENSRNOP00000006462	Q63118
10116.ENSRNOP00000004091	P18418
10116.ENSRNOP00000008972	O35783
10116.ENSRNOP00000040859	P35565
10116.ENSRNOP00000024766	P58821
10116.ENSRNOP00000025311	Q63092
10116.ENSRNOP00000024163	D3Z8E6
10116.ENSRNOP00000067567	Q9ES66
10116.ENSRNOP00000059934	Q4V8Q1
10116.ENSRNOP00000039021	Q5BK10
10116.ENSRNOP00000028431	P97571
10116.ENSRNOP00000046509	Q07009
10116.ENSRNOP00000011761	P16259
10116.ENSRNOP00000019370	Q8R4C0
10116.ENSRNOP00000006638	O88501
10116.ENSRNOP00000062898	Q78EJ9
10116.ENSRNOP00000025357	O35920
10116.ENSRNOP00000037143	P63100
10116.ENSRNOP00000007290	P28470
10116.ENSRNOP00000010720	P97536
10116.ENSRNOP00000014207	Q9R0L4
10116.ENSRNOP00000059931	Q8K4Y7
10116.ENSRNOP00000018711	Q08163
10116.ENSRNOP00000062591	P52481
10116.ENSRNOP00000018562	Q6AYC4
10116.ENSRNOP00000038197	O54960
10116.ENSRNOP00000012428	Q5M9G3
10116.ENSRNOP00000012153	Q62717
10116.ENSRNOP00000010308	Q5XI32
10116.ENSRNOP00000025456	Q9EPY0
10116.ENSRNOP00000029705	Q5U2X0
10116.ENSRNOP00000023536	D4A7U2
10116.ENSRNOP00000023869	P49192
10116.ENSRNOP00000056956	P02661
10116.ENSRNOP00000057016	P02665
10116.ENSRNOP00000013204	Q8K3X0
10116.ENSRNOP00000002671	P04468
10116.ENSRNOP00000009993	P43527
10116.ENSRNOP00000022672	P55215
10116.ENSRNOP00000014096	P55213
10116.ENSRNOP00000013049	O35397
10116.ENSRNOP00000016613	Q9JHX4
10116.ENSRNOP00000010244	Q920D5
10116.ENSRNOP00000009344	P19633
10116.ENSRNOP00000021846	P51868
10116.ENSRNOP00000003092	P48442
10116.ENSRNOP00000051349	D3ZZ07
10116.ENSRNOP00000011230	P04762
10116.ENSRNOP00000014178	P00787
10116.ENSRNOP00000022342	P80067
10116.ENSRNOP00000027407	P24268
10116.ENSRNOP00000048353	P16228
10116.ENSRNOP00000056429	P17977
10116.ENSRNOP00000019285	P00786
10116.ENSRNOP00000066656	M0RAU5
10116.ENSRNOP00000035908	Q63088
10116.ENSRNOP00000028730	O35186
10116.ENSRNOP00000025462	P07154
10116.ENSRNOP00000024208	Q9QZE3
10116.ENSRNOP00000066523	Q9R1T3
10116.ENSRNOP00000009253	P41350
10116.ENSRNOP00000008722	Q2IBC5
10116.ENSRNOP00000007601	P51638
10116.ENSRNOP00000052868	B2GUZ5
10116.ENSRNOP00000037217	Q3T1K5
10116.ENSRNOP00000011555	Q9WUV6
10116.ENSRNOP00000033708	Q5HZX7
10116.ENSRNOP00000021533	Q6AY04
10116.ENSRNOP00000025030	Q5U2Y8
10116.ENSRNOP00000013311	Q6AXP4
10116.ENSRNOP00000012500	P31211
10116.ENSRNOP00000002719	Q8K4S7
10116.ENSRNOP00000025829	G3V8H4
10116.ENSRNOP00000000011	P63182
10116.ENSRNOP00000018682	P98087
10116.ENSRNOP00000014465	P00731
10116.ENSRNOP00000038495	P19222
10116.ENSRNOP00000014970	P21961
10116.ENSRNOP00000048109	P19223
10116.ENSRNOP00000014909	Q9EQV9
10116.ENSRNOP00000011635	B2GV17
10116.ENSRNOP00000005262	Q9JHW1
10116.ENSRNOP00000018221	Q9EQV8
10116.ENSRNOP00000008211	Q6IRK9
10116.ENSRNOP00000012109	O54858
10116.ENSRNOP00000007079	Q6JHU9
10116.ENSRNOP00000064050	P47727
10116.ENSRNOP00000039968	P32232
10116.ENSRNOP00000021185	Q99MB4
10116.ENSRNOP00000022631	P60889
10116.ENSRNOP00000018787	Q8K4I6
10116.ENSRNOP00000000911	Q66H33
10116.ENSRNOP00000057881	Q4V7B1
10116.ENSRNOP00000009833	Q4V7B5
10116.ENSRNOP00000028662	B1H228
10116.ENSRNOP00000040746	Q4V8B5
10116.ENSRNOP00000015627	Q5M9G5
10116.ENSRNOP00000017779	Q6PEB9
10116.ENSRNOP00000011150	Q32PZ9
10116.ENSRNOP00000052900	Q5M862
10116.ENSRNOP00000017374	Q66H60
10116.ENSRNOP00000056528	Q5FVL4
10116.ENSRNOP00000029328	Q6AXT4
10116.ENSRNOP00000013498	Q5PQS7
10116.ENSRNOP00000006346	Q5PQJ9
10116.ENSRNOP00000003844	Q6AYN9
10116.ENSRNOP00000038126	Q4V8F1
10116.ENSRNOP00000015299	Q6AY41
10116.ENSRNOP00000012781	Q4V897
10116.ENSRNOP00000015547	P86182
10116.ENSRNOP00000009879	Q4KLG3
10116.ENSRNOP00000055287	Q5XIR4
10116.ENSRNOP00000061948	D3Z8K2
10116.ENSRNOP00000003685	Q5BK07
10116.ENSRNOP00000012533	Q5U2X6
10116.ENSRNOP00000002649	Q810U0
10116.ENSRNOP00000028075	Q5PPN7
10116.ENSRNOP00000048419	Q3ZAV0
10116.ENSRNOP00000018495	A0JPP8
10116.ENSRNOP00000050912	Q5XIJ8
10116.ENSRNOP00000065526	Q4V7C4
10116.ENSRNOP00000056490	Q6QD51
10116.ENSRNOP00000037632	Q66H73
10116.ENSRNOP00000028405	Q5XIB5
10116.ENSRNOP00000064997	B2RZ86
10116.ENSRNOP00000002527	Q6AY97
10116.ENSRNOP00000003435	Q5BJT7
10116.ENSRNOP00000015472	Q5BK06
10116.ENSRNOP00000006455	Q6AY45
10116.ENSRNOP00000004349	P97707
10116.ENSRNOP00000008414	Q71RJ2
10116.ENSRNOP00000016632	Q8VHX0
10116.ENSRNOP00000004383	Q8VHW9
10116.ENSRNOP00000004578	Q8VHW8
10116.ENSRNOP00000019211	Q8VHW7
10116.ENSRNOP00000019683	P62957
10116.ENSRNOP00000019300	Q8VHW5
10116.ENSRNOP00000067466	Q8VHW1
10116.ENSRNOP00000063137	P30551
10116.ENSRNOP00000026159	P01355
10116.ENSRNOP00000009756	P97545
10116.ENSRNOP00000021730	P97884
10116.ENSRNOP00000009448	P14844
10116.ENSRNOP00000015139	P50229
10116.ENSRNOP00000015199	P50230
10116.ENSRNOP00000014865	P50231
10116.ENSRNOP00000048296	Q68FP3
10116.ENSRNOP00000000256	Q9QXY8
10116.ENSRNOP00000039931	Q6AY13
10116.ENSRNOP00000025297	P30277
10116.ENSRNOP00000011442	P39947
10116.ENSRNOP00000028411	P39948
10116.ENSRNOP00000027084	Q04827
10116.ENSRNOP00000064704	P48961
10116.ENSRNOP00000020014	P39949
10116.ENSRNOP00000060445	Q8K4F8
10116.ENSRNOP00000063905	P39950
10116.ENSRNOP00000039039	Q9R1A0
10116.ENSRNOP00000016016	Q9R1Q2
10116.ENSRNOP00000025531	Q5I0H5
10116.ENSRNOP00000008809	O54814
10116.ENSRNOP00000066146	O08556
10116.ENSRNOP00000065189	Q9JK72
10116.ENSRNOP00000019647	Q498U0
10116.ENSRNOP00000002982	Q6AYA8
10116.ENSRNOP00000059389	Q4V7A8
10116.ENSRNOP00000055168	Q5M845
10116.ENSRNOP00000064774	Q6AY31
10116.ENSRNOP00000015541	Q4V7B2
10116.ENSRNOP00000023977	Q63691
10116.ENSRNOP00000066223	Q9QZA6
10116.ENSRNOP00000002738	O35112
10116.ENSRNOP00000022150	Q63493
10116.ENSRNOP00000006266	Q9JLM2
10116.ENSRNOP00000000352	Q07490
10116.ENSRNOP00000049249	Q7TPB4
10116.ENSRNOP00000013701	P31042
10116.ENSRNOP00000016291	F1LRS8
10116.ENSRNOP00000021268	P08921
10116.ENSRNOP00000008987	Q5FVR3
10116.ENSRNOP00000009067	Q5HZW5
10116.ENSRNOP00000058398	Q07969
10116.ENSRNOP00000016000	Q5XIC3
10116.ENSRNOP00000059092	P31053
10116.ENSRNOP00000004121	Q64244
10116.ENSRNOP00000021489	P19377
10116.ENSRNOP00000021390	Q64159
10116.ENSRNOP00000001162	Q9Z2V2
10116.ENSRNOP00000050938	P97829
10116.ENSRNOP00000006306	P10252
10116.ENSRNOP00000021915	P05540
10116.ENSRNOP00000020688	Q63064
10116.ENSRNOP00000024344	P24485
10116.ENSRNOP00000060967	P27274
10116.ENSRNOP00000062473	P61810
10116.ENSRNOP00000051697	P51882
10116.ENSRNOP00000010180	P28648
10116.ENSRNOP00000027760	Q62745
10116.ENSRNOP00000000052	O70352
10116.ENSRNOP00000009516	P07725
10116.ENSRNOP00000009392	P05541
10116.ENSRNOP00000026633	P40241
10116.ENSRNOP00000061054	Q4G059
10116.ENSRNOP00000037772	Q62623
10116.ENSRNOP00000049754	Q6YDN7
10116.ENSRNOP00000007963	Q4V8A2
10116.ENSRNOP00000051248	Q63692
10116.ENSRNOP00000030928	Q8CFN2
10116.ENSRNOP00000027264	O08837
10116.ENSRNOP00000004495	Q4V8C8
10116.ENSRNOP00000020803	Q68FW2
10116.ENSRNOP00000002066	Q4KM91
10116.ENSRNOP00000018631	Q91XU7
10116.ENSRNOP00000044906	Q9JIK1
10116.ENSRNOP00000004999	Q5U2U6
10116.ENSRNOP00000013691	P70500
10116.ENSRNOP00000059465	Q4KM47
10116.ENSRNOP00000008256	Q3MJK5
10116.ENSRNOP00000060222	Q63686
10116.ENSRNOP00000005762	O35831
10116.ENSRNOP00000000783	P39951
10116.ENSRNOP00000024466	Q4KM34
10116.ENSRNOP00000032191	Q63699
10116.ENSRNOP00000034754	P35426
10116.ENSRNOP00000011052	Q03114
10116.ENSRNOP00000037778	Q641Z4
10116.ENSRNOP00000006374	Q66HE7
10116.ENSRNOP00000045371	Q5XIT0
10116.ENSRNOP00000055819	Q9JM01
10116.ENSRNOP00000012985	B2RZ50
10116.ENSRNOP00000061040	Q9R0Z3
10116.ENSRNOP00000008898	P55272
10116.ENSRNOP00000030751	P0C5I0
10116.ENSRNOP00000000172	P21816
10116.ENSRNOP00000016247	O35158
10116.ENSRNOP00000002918	O35052
10116.ENSRNOP00000028888	Q91XU8
10116.ENSRNOP00000040675	Q5XIM5
10116.ENSRNOP00000048651	Q6AYK9
10116.ENSRNOP00000050757	Q6AYM1
10116.ENSRNOP00000014165	Q4KLH6
10116.ENSRNOP00000029431	A4L9P8
10116.ENSRNOP00000000331	Q6AXZ4
10116.ENSRNOP00000041331	D3ZQE1
10116.ENSRNOP00000046654	P16573
10116.ENSRNOP00000023663	Q63111
10116.ENSRNOP00000063123	P05554
10116.ENSRNOP00000065222	P21272
10116.ENSRNOP00000064025	Q03484
10116.ENSRNOP00000019154	P56261
10116.ENSRNOP00000028703	P26801
10116.ENSRNOP00000021110	Q9R0E0
10116.ENSRNOP00000018349	P00774
10116.ENSRNOP00000006351	P00773
10116.ENSRNOP00000014484	Q4QQT3
10116.ENSRNOP00000023436	Q792H5
10116.ENSRNOP00000027263	Q9QYP2
10116.ENSRNOP00000041011	O88278
10116.ENSRNOP00000014572	P07882
10116.ENSRNOP00000066509	Q5FVI4
10116.ENSRNOP00000041317	Q63517
10116.ENSRNOP00000056033	Q3ZAU7
10116.ENSRNOP00000012947	Q5U1Z7
10116.ENSRNOP00000029297	Q561R1
10116.ENSRNOP00000046417	Q4V8G7
10116.ENSRNOP00000061737	A1L1L1
10116.ENSRNOP00000038182	Q9QZX9
10116.ENSRNOP00000014621	Q4KM37
10116.ENSRNOP00000014083	Q3B7T8
10116.ENSRNOP00000022133	Q4V7C8
10116.ENSRNOP00000009318	B4F7A7
10116.ENSRNOP00000053371	Q4KLY0
10116.ENSRNOP00000053430	Q5PQQ9
10116.ENSRNOP00000031786	Q66H89
10116.ENSRNOP00000062563	Q5XI03
10116.ENSRNOP00000032597	Q6AXM5
10116.ENSRNOP00000016083	P13635
10116.ENSRNOP00000021812	P16303
10116.ENSRNOP00000057545	Q6MG51
10116.ENSRNOP00000000631	Q6P6G2
10116.ENSRNOP00000020889	Q6AY64
10116.ENSRNOP00000001077	Q6MG12
10116.ENSRNOP00000045325	A1A5Q4
10116.ENSRNOP00000039407	Q6AXY2
10116.ENSRNOP00000058109	Q499T7
10116.ENSRNOP00000005306	Q4V8E4
10116.ENSRNOP00000042262	Q66H34
10116.ENSRNOP00000015029	P32038
10116.ENSRNOP00000032881	Q9WUW3
10116.ENSRNOP00000026249	Q75UQ2
10116.ENSRNOP00000010981	P34158
10116.ENSRNOP00000020794	Q5M888
10116.ENSRNOP00000014331	Q6AYM0
10116.ENSRNOP00000001734	Q5I0E3
10116.ENSRNOP00000007544	Q4G012
10116.ENSRNOP00000031005	A0JPQ1
10116.ENSRNOP00000056351	Q6AY52
10116.ENSRNOP00000011359	A0JPP5
10116.ENSRNOP00000058914	P18757
10116.ENSRNOP00000010586	P97586
10116.ENSRNOP00000013912	P97587
10116.ENSRNOP00000012676	Q09426
10116.ENSRNOP00000065124	Q6AY71
10116.ENSRNOP00000008382	Q5BK24
10116.ENSRNOP00000021775	Q642A4
10116.ENSRNOP00000020066	P26772
10116.ENSRNOP00000025856	Q4QQV7
10116.ENSRNOP00000065787	Q9WTV1
10116.ENSRNOP00000063666	P63039
10116.ENSRNOP00000019392	B3STU3
10116.ENSRNOP00000002094	Q641Z5
10116.ENSRNOP00000004435	O70210
10116.ENSRNOP00000024732	D3ZD32
10116.ENSRNOP00000022861	D3ZA12
10116.ENSRNOP00000022593	Q9JIX5
10116.ENSRNOP00000021407	Q6UPE0
10116.ENSRNOP00000044947	Q6RY07
10116.ENSRNOP00000026390	A0JPQ9
10116.ENSRNOP00000060544	P30337
10116.ENSRNOP00000012655	Q03070
10116.ENSRNOP00000011226	Q91ZN7
10116.ENSRNOP00000023020	Q01134
10116.ENSRNOP00000015374	O54783
10116.ENSRNOP00000013720	Q569C1
10116.ENSRNOP00000010253	Q8CGS4
10116.ENSRNOP00000011907	Q4QQV8
10116.ENSRNOP00000053243	P61023
10116.ENSRNOP00000025832	Q810D1
10116.ENSRNOP00000007305	Q66H21
10116.ENSRNOP00000030171	D4A4T9
10116.ENSRNOP00000002394	Q63148
10116.ENSRNOP00000003514	Q9WU49
10116.ENSRNOP00000010510	Q5RJQ0
10116.ENSRNOP00000000697	Q9QZL2
10116.ENSRNOP00000005630	Q6XQG8
10116.ENSRNOP00000017714	O54702
10116.ENSRNOP00000012017	P69478
10116.ENSRNOP00000022157	Q8CHI9
10116.ENSRNOP00000010455	Q498T2
10116.ENSRNOP00000017155	Q66H24
10116.ENSRNOP00000017405	Q5BJZ6
10116.ENSRNOP00000013181	Q66HC3
10116.ENSRNOP00000030439	Q68FU5
10116.ENSRNOP00000020660	Q4V7B0
10116.ENSRNOP00000017603	Q5M7T1
10116.ENSRNOP00000047025	Q9R010
10116.ENSRNOP00000013623	Q568Z7
10116.ENSRNOP00000012136	Q5XI33
10116.ENSRNOP00000060978	Q5U2T8
10116.ENSRNOP00000021648	P60825
10116.ENSRNOP00000000749	B0K020
10116.ENSRNOP00000041734	O70512
10116.ENSRNOP00000034921	Q8VHF5
10116.ENSRNOP00000064826	Q99MA0
10116.ENSRNOP00000027956	Q5XI46
10116.ENSRNOP00000037591	Q4V7A5
10116.ENSRNOP00000039464	Q5M9F0
10116.ENSRNOP00000014496	Q5U2Q3
10116.ENSRNOP00000009562	Q569B9
10116.ENSRNOP00000027869	Q566Q8
10116.ENSRNOP00000061520	Q68FQ4
10116.ENSRNOP00000065294	Q6AYM7
10116.ENSRNOP00000062036	Q569A3
10116.ENSRNOP00000021864	Q9JI15
10116.ENSRNOP00000054937	Q9Z2N6
10116.ENSRNOP00000021418	Q9JLH6
10116.ENSRNOP00000007710	Q9JLH5
10116.ENSRNOP00000065240	Q9JLH7
10116.ENSRNOP00000010976	O35832
10116.ENSRNOP00000017127	Q9JK79
10116.ENSRNOP00000026838	D4A770
10116.ENSRNOP00000030713	Q6AXM9
10116.ENSRNOP00000050415	Q5I034
10116.ENSRNOP00000009695	Q6AYU0
10116.ENSRNOP00000033325	Q4KLZ4
10116.ENSRNOP00000031574	Q66H53
10116.ENSRNOP00000045915	A4KWA6
10116.ENSRNOP00000037388	Q0H8B9
10116.ENSRNOP00000050011	Q5M9I1
10116.ENSRNOP00000012545	Q99JD4
10116.ENSRNOP00000066334	Q5HZB6
10116.ENSRNOP00000036251	P32738
10116.ENSRNOP00000025308	P49301
10116.ENSRNOP00000025949	O88201
10116.ENSRNOP00000060718	Q0ZCA7
10116.ENSRNOP00000037071	Q67EQ0
10116.ENSRNOP00000013536	Q69FH1
10116.ENSRNOP00000013562	Q67EQ1
10116.ENSRNOP00000017643	P10716
10116.ENSRNOP00000052698	D4AD02
10116.ENSRNOP00000019737	P08081
10116.ENSRNOP00000023651	P08082
10116.ENSRNOP00000042185	Q9WU61
10116.ENSRNOP00000013103	Q06393
10116.ENSRNOP00000013550	P51802
10116.ENSRNOP00000043372	P35524
10116.ENSRNOP00000066524	P35525
10116.ENSRNOP00000045523	P51792
10116.ENSRNOP00000056037	P51794
10116.ENSRNOP00000003895	P51796
10116.ENSRNOP00000023615	P51799
10116.ENSRNOP00000014359	Q99P82
10116.ENSRNOP00000001923	D3ZQJ0
10116.ENSRNOP00000044832	Q91Y55
10116.ENSRNOP00000050261	Q5QT56
10116.ENSRNOP00000002640	P56745
10116.ENSRNOP00000064411	Q63400
10116.ENSRNOP00000064048	Q9JKD6
10116.ENSRNOP00000023291	Q9Z1L1
10116.ENSRNOP00000005987	P11442
10116.ENSRNOP00000006085	Q5XIR8
10116.ENSRNOP00000060240	Q6MG61
10116.ENSRNOP00000000955	Q5M883
10116.ENSRNOP00000024464	Q9Z0W7
10116.ENSRNOP00000067890	Q9EPT8
10116.ENSRNOP00000033206	Q811Q2
10116.ENSRNOP00000035734	O55156
10116.ENSRNOP00000063078	Q66HD5
10116.ENSRNOP00000061691	Q63117
10116.ENSRNOP00000033887	Q566E6
10116.ENSRNOP00000010607	Q8K1G0
10116.ENSRNOP00000016756	Q6AYM9
10116.ENSRNOP00000002976	Q9WVS9
10116.ENSRNOP00000009726	Q5PQL4
10116.ENSRNOP00000026665	Q9WTT2
10116.ENSRNOP00000050010	Q5U2U0
10116.ENSRNOP00000060407	Q8CJ58
10116.ENSRNOP00000035233	Q6AYR5
10116.ENSRNOP00000040761	Q924T8
10116.ENSRNOP00000020187	Q924T9
10116.ENSRNOP00000062395	Q6AYJ5
10116.ENSRNOP00000022095	P05371
10116.ENSRNOP00000009744	A6JFQ6
10116.ENSRNOP00000016518	A6JUQ6
10116.ENSRNOP00000018918	Q5I0K3
10116.ENSRNOP00000061330	P50339
10116.ENSRNOP00000015448	Q7TP52
10116.ENSRNOP00000048187	B0K012
10116.ENSRNOP00000000893	O35786
10116.ENSRNOP00000021167	Q9QXT4
10116.ENSRNOP00000065306	P85118
10116.ENSRNOP00000021103	Q9QXS4
10116.ENSRNOP00000063902	Q9QXS7
10116.ENSRNOP00000021243	Q9JIY6
10116.ENSRNOP00000031451	Q5FVR6
10116.ENSRNOP00000000640	Q5U2Z5
10116.ENSRNOP00000018568	Q5RJN9
10116.ENSRNOP00000023875	P13233
10116.ENSRNOP00000013884	P62634
10116.ENSRNOP00000007905	P61250
10116.ENSRNOP00000052664	Q4V8I2
10116.ENSRNOP00000034652	Q66HG3
10116.ENSRNOP00000021400	Q6Q0N1
10116.ENSRNOP00000023379	Q3B7T6
10116.ENSRNOP00000006469	Q62927
10116.ENSRNOP00000016415	Q00195
10116.ENSRNOP00000023751	Q64359
10116.ENSRNOP00000027421	Q5BJU5
10116.ENSRNOP00000035332	D0Q0Y7
10116.ENSRNOP00000009802	Q9Z1T4
