226186.BT_3693	Q8A1G8
226186.BT_4544	Q89Z33
226186.BT_1439	Q8A7T5
226186.BT_0468	Q8AAJ6
226186.BT_0469	Q8AAJ5
226186.BT_0397	Q8AAR7
226186.BT_1720	Q8A705
226186.BT_3613	Q8A1P6
226186.BT_0271	Q8AB40
226186.BT_2464	Q8A4Y3
226186.BT_4765	Q89YG7
226186.BT_0895	Q8A9C0
226186.BT_0805	Q8A9L0
226186.BT_0040	Q8ABS0
226186.BT_2775	Q8A429
226186.BT_1746	Q8A6X9
226186.BT_1069	Q8A8U8
226186.BT_4645	Q89YT6
226186.BT_0969	Q8A948
226186.BT_3025	Q8A3C9
226186.BT_3743	Q8A1C3
226186.BT_4342	Q89ZN5
226186.BT_3486	Q8A222
226186.BT_0751	Q8A9R4
226186.BT_3606	Q8A1Q3
226186.BT_1120	Q8A8P7
226186.BT_4163	Q8A058
226186.BT_3870	Q8A101
226186.BT_4552	Q89Z25
226186.BT_1040	Q8A8X7
226186.BT_3463	Q8A243
226186.BT_4084	Q8A0D7
226186.BT_3962	Q8A0Q9
226186.BT_3659	Q8A1K2
226186.BT_3387	Q8A2B8
226186.BT_2822	Q8A3Y2
226186.BT_2133	Q8A5V3
226186.BT_2064	Q8A622
226186.BT_1866	Q8A6L3
226186.BT_0635	Q8AA30
226186.BT_0583	Q8AA82
226186.BT_0455	Q8AAK9
226186.BT_3157	Q8A2Z8
226186.BT_1954	Q8A6D0
226186.BT_1038	Q8A8X9
226186.BT_0656	Q8AA09
226186.BT_4745	Q89YI7
226186.BT_4254	Q89ZW7
226186.BT_3930	Q8A0U1
226186.BT_3898	Q8A0X3
226186.BT_3485	Q8A223
226186.BT_2456	Q8A4Z1
226186.BT_2300	Q8A5D9
226186.BT_1687	Q8A738
226186.BT_1283	Q8A891
226186.BT_1010	Q8A907
226186.BT_0993	Q8A924
226186.BT_0640	Q8AA25
226186.BT_0432	Q8AAN2
226186.BT_0105	Q8ABK5
226186.BT_4284	Q89ZU0
226186.BT_3526	Q8A1Y2
226186.BT_3406	Q8A299
226186.BT_1113	Q8A8Q4
226186.BT_0675	Q8A9Z0
226186.BT_4193	Q8A028
226186.BT_3308	Q8A2J7
226186.BT_0543	Q8AAC2
226186.BT_4063	Q8A0F8
226186.BT_2316	Q8A5C3
226186.BT_3854	Q8A117
226186.BT_2618	Q8A4I1
226186.BT_4389	Q89ZI8
226186.BT_1685	Q8A740
226186.BT_1702	Q8A723
226186.BT_0987	Q8A930
226186.BT_0828	Q8A9I7
226186.BT_1606	Q8A7B9
226186.BT_1280	Q8A894
226186.BT_0777	Q8A9N8
226186.BT_3508	Q8A200
226186.BT_3468	Q8A238
226186.BT_0117	Q8ABJ3
226186.BT_4429	Q89ZE8
226186.BT_4188	Q8A033
226186.BT_3561	Q8A1U7
226186.BT_3465	Q8A241
226186.BT_3222	Q8A2T3
226186.BT_2910	Q8A3P4
226186.BT_2836	Q8A3W8
226186.BT_2516	Q8A4T1
226186.BT_2479	Q8A4W8
226186.BT_1211	Q8A8F6
226186.BT_1201	Q8A8G6
226186.BT_0470	Q8AAJ4
226186.BT_3149	Q8A306
226186.BT_1149	Q8A8L8
226186.BT_3912	Q8A0V9
226186.BT_1330	Q8A844
226186.BT_1508	Q8A7L6
226186.BT_4543	Q89Z34
226186.BT_4409	Q89ZG8
226186.BT_4103	Q8A0B8
226186.BT_4027	Q8A0J4
226186.BT_3777	Q8A189
226186.BT_3119	Q8A336
226186.BT_3109	Q8A346
226186.BT_3042	Q8A3B2
226186.BT_2474	Q8A4X3
226186.BT_0671	Q8A9Z4
226186.BT_0241	Q8AB70
226186.BT_0091	Q8ABL9
226186.BT_1036	Q8A8Y1
226186.BT_4499	Q89Z78
226186.BT_3754	Q8A1B2
226186.BT_1722	Q8A703
226186.BT_0802	Q8A9L3
226186.BT_2951	Q8A3K3
226186.BT_1500	Q8A7M4
226186.BT_1079	Q8A8T8
226186.BT_1731	Q8A6Z4
226186.BT_1070	Q8A8U7
226186.BT_2944	Q8A3L0
226186.BT_0938	Q8A979
226186.BT_3304	Q8A2K1
226186.BT_0789	Q8A9M6
226186.BT_0239	Q8AB72
226186.BT_4449	Q89ZC8
226186.BT_4100	Q8A0C1
226186.BT_3482	Q8A226
226186.BT_3170	Q8A2Y5
226186.BT_2976	Q8A3H8
226186.BT_2773	Q8A431
226186.BT_1511	Q8A7L3
226186.BT_0721	Q8A9U4
226186.BT_0535	Q8AAD0
226186.BT_0482	Q8AAI2
226186.BT_0393	Q8AAS1
226186.BT_0115	Q8ABJ5
226186.BT_4608	Q89YX2
226186.BT_2746	Q8A457
226186.BT_2067	Q8A619
226186.BT_0139	Q8ABH1
226186.BT_4239	Q89ZY2
226186.BT_2480	Q8A4W7
226186.BT_3538	Q8A1X0
226186.BT_3494	Q8A214
226186.BT_2465	Q8A4Y2
226186.BT_3133	Q8A322
226186.BT_2867	Q8A3T7
226186.BT_1464	Q8A7R0
226186.BT_0591	Q8AA74
226186.BT_4775	Q89YF7
226186.BT_4450	Q89ZC7
226186.BT_4141	Q8A080
226186.BT_3564	Q8A1U4
226186.BT_3151	Q8A304
226186.BT_2334	Q8A5A5
226186.BT_1930	Q8A6F4
226186.BT_1623	Q8A7A2
226186.BT_1498	Q8A7M6
226186.BT_1398	Q8A7X6
226186.BT_1265	Q8A8A2
226186.BT_0912	Q8A9A3
226186.BT_4310	Q89ZR6
226186.BT_1097	Q8A8S0
226186.BT_1050	Q8A8W7
226186.BT_4107	Q8A0B4
226186.BT_2003	Q8A683
226186.BT_1937	Q8A6E7
226186.BT_0974	Q8A943
226186.BT_3247	Q8A2Q8
226186.BT_4576	Q89Z01
226186.BT_4270	Q89ZV1
226186.BT_0781	Q8A9N4
226186.BT_0435	Q8AAM9
226186.BT_2076	Q8A610
226186.BT_2764	Q8A440
226186.BT_4423	Q89ZF4
226186.BT_3677	Q8A1I4
226186.BT_3243	Q8A2R2
226186.BT_0552	Q8AAB3
226186.BT_1907	Q8A6H7
226186.BT_2492	Q8A4V5
226186.BT_2118	Q8A5W8
226186.BT_1701	Q8A724
226186.BT_1627	Q8A798
226186.BT_2771	Q8A433
226186.BT_0217	Q8AB93
226186.BT_2676	Q8A4C7
226186.BT_3262	Q8A2P3
226186.BT_2911	Q8A3P3
226186.BT_2796	Q8A408
226186.BT_2513	Q8A4T4
226186.BT_1041	Q8A8X6
226186.BT_0659	Q8AA06
226186.BT_3570	Q8A1T8
226186.BT_3550	Q8A1V8
226186.BT_3001	Q8A3F3
226186.BT_1682	Q8A743
226186.BT_1664	Q8A761
226186.BT_1565	Q8A7F9
226186.BT_0247	Q8AB64
226186.BT_0225	Q8AB85
226186.BT_0438	Q8AAM6
226186.BT_4086	Q8A0D5
226186.BT_3775	Q8A191
226186.BT_2658	Q8A4E1
226186.BT_2656	Q8A4E3
226186.BT_1474	Q8A7Q0
226186.BT_1391	Q8A7Y3
226186.BT_1389	Q8A7Y5
226186.BT_0926	Q8A991
226186.BT_0760	Q8A9Q5
226186.BT_0696	Q8A9W9
226186.BT_0637	Q8AA28
226186.BT_0625	Q8AA40
226186.BT_0221	Q8AB89
226186.BT_4474	Q89ZA3
226186.BT_4333	Q89ZP3
226186.BT_4301	Q89ZS5
226186.BT_3859	Q8A112
226186.BT_1027	Q8A8Z0
226186.BT_0031	Q8ABS9
226186.BT_4630	Q89YV1
226186.BT_3752	Q8A1B4
226186.BT_3349	Q8A2F6
226186.BT_3341	Q8A2G4
226186.BT_3189	Q8A2W6
226186.BT_3124	Q8A331
226186.BT_2579	Q8A4M0
226186.BT_2266	Q8A5H3
226186.BT_1788	Q8A6T8
226186.BT_1760	Q8A6W6
226186.BT_1632	Q8A793
226186.BT_1505	Q8A7L9
226186.BT_1258	Q8A8A9
226186.BT_4721	Q89YL0
226186.BT_4179	Q8A042
226186.BT_3955	Q8A0R6
226186.BT_3426	Q8A280
226186.BT_2558	Q8A4P1
226186.BT_3787	Q8A179
226186.BT_3523	Q8A1Y5
226186.BT_3421	Q8A285
226186.BT_2779	Q8A425
226186.BT_4587	Q89YZ3
226186.BT_4559	Q89Z18
226186.BT_4315	Q89ZR1
226186.BT_3895	Q8A0X6
226186.BT_3887	Q8A0Y4
226186.BT_3667	Q8A1J4
226186.BT_2681	Q8A4C2
226186.BT_1762	Q8A6W4
226186.BT_1548	Q8A7H6
226186.BT_0290	Q8AB22
226186.BT_2505	Q8A4U2
226186.BT_3605	Q8A1Q4
226186.BT_3107	Q8A348
226186.BT_1031	Q8A8Y6
226186.BT_0232	Q8AB78
226186.BT_2302	Q8A5D7
226186.BT_4002	Q8A0L9
226186.BT_2965	Q8A3I9
226186.BT_4506	Q89Z71
226186.BT_3805	Q8A162
226186.BT_1594	Q8A7D0
226186.BT_0962	Q8A955
226186.BT_4175	Q8A046
226186.BT_1909	Q8A6H5
226186.BT_1058	Q8A8V9
226186.BT_0923	Q8A994
226186.BT_0463	Q8AAK1
226186.BT_0076	Q8ABN4
226186.BT_0048	Q8ABR2
226186.BT_2405	Q8A539
226186.BT_0779	Q8A9N6
226186.BT_1100	Q8A8R7
226186.BT_4558	Q89Z19
226186.BT_4436	Q89ZE1
226186.BT_2031	Q8A655
226186.BT_2925	Q8A3M9
226186.BT_1004	Q8A913
226186.BT_4158	Q8A063
226186.BT_3144	Q8A311
226186.BT_0842	Q8A9H3
226186.BT_1278	G8JZS8
226186.BT_4699	Q89YN2
226186.BT_4104	Q8A0B7
226186.BT_3019	Q8A3D5
226186.BT_2392	Q8A550
226186.BT_1916	Q8A6G8
226186.BT_4602	Q89YX8
226186.BT_4581	Q89YZ9
226186.BT_4118	Q8A0A3
226186.BT_4088	Q8A0D3
226186.BT_3682	Q8A1H9
226186.BT_1944	Q8A6E0
226186.BT_1553	Q8A7H1
226186.BT_0046	Q8ABR4
226186.BT_4451	Q89ZC6
226186.BT_1862	Q8A6L5
226186.BT_2110	Q8A5X6
226186.BT_0860	Q8A9F5
226186.BT_2025	Q8A661
226186.BT_3981	Q8A0P0
226186.BT_3297	Q8A2K8
226186.BT_1167	Q8A8K0
226186.BT_3970	Q8A0Q1
226186.BT_2512	Q8A4T5
226186.BT_1161	Q8A8K6
226186.BT_4772	Q89YG0
226186.BT_4750	Q89YI2
226186.BT_4677	Q89YQ4
226186.BT_4623	Q89YV8
226186.BT_4433	Q89ZE4
226186.BT_4355	Q89ZM2
226186.BT_4140	Q8A081
226186.BT_3756	Q8A1B0
226186.BT_3162	Q8A2Z3
226186.BT_2424	Q8A520
226186.BT_2409	Q8A535
226186.BT_1065	Q8A8V2
226186.BT_0488	Q8AAH7
226186.BT_0119	Q8ABJ1
226186.BT_0018	Q8ABU2
226186.BT_2421	Q8A523
226186.BT_1813	Q8A6R3
226186.BT_3822	Q8A145
226186.BT_1924	Q8A6G0
226186.BT_0036	Q8ABS4
226186.BT_3864	Q8A107
226186.BT_2602	Q8A4J7
226186.BT_1218	Q8A8E9
226186.BT_0110	Q8ABK0
226186.BT_3185	Q8A2X0
226186.BT_3154	Q8A301
226186.BT_2725	Q8A478
226186.BT_2688	Q8A4B5
226186.BT_2493	Q8A4V4
226186.BT_2255	Q8A5I4
226186.BT_0891	Q8A9C4
226186.BT_0513	Q8AAF2
226186.BT_0209	Q8ABA1
226186.BT_4279	Q89ZU5
226186.BT_1480	Q8A7P4
226186.BT_0257	Q8AB54
226186.BT_0245	Q8AB66
226186.BT_3589	Q8A1S0
226186.BT_2850	Q8A3V4
226186.BT_1518	Q8A7K6
226186.BT_4028	Q8A0J3
226186.BT_2265	Q8A5H4
226186.BT_4709	Q89YM2
226186.BT_4039	Q8A0I2
226186.BT_3010	Q8A3E4
226186.BT_2564	Q8A4N5
226186.BT_0288	Q8AB24
226186.BT_2013	Q8A673
226186.BT_4076	Q8A0E5
226186.BT_3399	Q8A2A6
226186.BT_2689	Q8A4B4
226186.BT_2094	Q8A5Z2
226186.BT_1472	Q8A7Q2
226186.BT_4357	Q89ZM0
226186.BT_2979	Q8A3H5
226186.BT_2695	Q8A4A8
226186.BT_1608	Q8A7B7
226186.BT_0486	Q8AAH9
226186.BT_0078	Q8ABN2
226186.BT_3554	Q8A1V4
226186.BT_2211	Q8A5M7
226186.BT_0431	Q8AAN3
226186.BT_3478	Q8A228
226186.BT_3405	Q8A2A0
226186.BT_2985	Q8A3G9
226186.BT_2288	Q8A5F1
226186.BT_1994	Q8A691
226186.BT_1759	Q8A6W7
226186.BT_1550	Q8A7H4
226186.BT_1504	Q8A7M0
226186.BT_1152	Q8A8L5
226186.BT_0057	Q8ABQ3
226186.BT_4061	Q8A0G0
226186.BT_3663	Q8A1J8
226186.BT_3555	Q8A1V3
226186.BT_3518	Q8A1Z0
226186.BT_3352	Q8A2F3
226186.BT_0982	Q8A935
226186.BT_0785	Q8A9N0
226186.BT_0344	Q8AAW8
226186.BT_0060	Q8ABQ0
226186.BT_1766	Q8A6W0
226186.BT_0773	Q8A9P2
226186.BT_0093	Q8ABL7
226186.BT_4280	Q89ZU4
226186.BT_3778	Q8A188
226186.BT_4347	Q89ZN0
226186.BT_4018	Q8A0K3
226186.BT_3779	Q8A187
226186.BT_3603	Q8A1Q6
226186.BT_3366	Q8A2D9
226186.BT_3348	Q8A2F7
226186.BT_3239	Q8A2R6
226186.BT_3217	Q8A2T8
226186.BT_2997	Q8A3F7
226186.BT_2890	Q8A3R4
226186.BT_2364	Q8A578
226186.BT_2048	Q8A638
226186.BT_1740	Q8A6Y5
226186.BT_1394	Q8A7Y0
226186.BT_1235	Q8A8D2
226186.BT_1148	Q8A8L9
226186.BT_0571	Q8AA94
226186.BT_0142	Q8ABG8
226186.BT_4402	Q89ZH5
226186.BT_3584	Q8A1S5
226186.BT_3506	Q8A202
226186.BT_3272	Q8A2N3
226186.BT_2973	Q8A3I1
226186.BT_2247	Q8A5J2
226186.BT_1047	Q8A8X0
226186.BT_0274	Q8AB37
226186.BT_3886	Q8A0Y5
226186.BT_2271	Q8A5G8
226186.BT_4326	Q89ZQ0
226186.BT_1266	Q8A8A1
226186.BT_3949	Q8A0S2
226186.BT_0501	Q8AAG4
226186.BT_0235	Q8AB75
226186.BT_2930	Q8A3M4
226186.BT_4696	Q89YN5
226186.BT_0023	Q8ABT7
226186.BT_3530	Q8A1X8
226186.BT_4536	Q89Z41
226186.BT_1929	Q8A6F5
226186.BT_0426	Q8AAN8
226186.BT_4288	Q89ZT6
226186.BT_3819	Q8A148
226186.BT_0712	Q8A9V3
226186.BT_0690	Q8A9X5
226186.BT_2914	Q8A3P0
226186.BT_0507	Q8AAF8
226186.BT_2603	Q8A4J6
226186.BT_4371	Q89ZK6
226186.BT_0722	Q8A9U3
226186.BT_4475	Q89ZA2
226186.BT_1890	Q8A6J1
226186.BT_3925	Q8A0U6
226186.BT_3439	Q8A267
226186.BT_1196	Q8A8H1
226186.BT_4180	Q8A041
226186.BT_2630	Q8A4G9
226186.BT_1751	Q8A6X4
226186.BT_4006	Q8A0L5
226186.BT_3696	Q8A1G5
226186.BT_3527	Q8A1Y1
226186.BT_3364	Q8A2E1
226186.BT_3216	Q8A2T9
226186.BT_2945	Q8A3K9
226186.BT_2812	Q8A3Z2
226186.BT_2549	Q8A4P8
226186.BT_2548	Q8A4P9
226186.BT_2476	Q8A4X1
226186.BT_2385	Q8A557
226186.BT_2358	Q8A584
226186.BT_2258	Q8A5I1
226186.BT_2205	Q8A5N3
226186.BT_1354	Q8A820
226186.BT_1061	Q8A8V6
226186.BT_1025	Q8A8Z2
226186.BT_0815	Q8A9K0
226186.BT_0574	Q8AA91
226186.BT_0429	Q8AAN5
226186.BT_2237	Q8A5K2
226186.BT_1748	Q8A6X7
226186.BT_1198	Q8A8G9
226186.BT_0514	Q8AAF1
226186.BT_2107	Q8A5X9
226186.BT_0638	Q8AA27
226186.BT_4579	Q89Z00
226186.BT_4762	Q89YH0
226186.BT_1143	Q8A8M4
226186.BT_2252	Q8A5I7
226186.BT_1679	Q8A746
226186.BT_0981	Q8A936
226186.BT_4247	Q89ZX4
226186.BT_2033	Q8A653
226186.BT_0472	Q8AAJ2
226186.BT_4674	Q89YQ7
226186.BT_4626	Q89YV5
226186.BT_4248	Q89ZX3
226186.BT_3908	Q8A0W3
226186.BT_3594	Q8A1R5
226186.BT_3071	Q8A384
226186.BT_2789	Q8A415
226186.BT_2550	Q8A4P7
226186.BT_1674	Q8A751
226186.BT_1529	Q8A7J5
226186.BT_1423	Q8A7V1
226186.BT_0997	Q8A920
226186.BT_0549	Q8AAB6
226186.BT_0490	Q8AAH5
226186.BT_0165	Q8ABE5
226186.BT_4731	Q89YK0
226186.BT_4283	Q89ZU1
226186.BT_3987	Q8A0N4
226186.BT_2345	Q8A594
226186.BT_0198	Q8ABB2
226186.BT_0782	Q8A9N3
226186.BT_4337	Q89ZN9
226186.BT_2451	Q8A4Z6
226186.BT_1956	Q8A6C8
226186.BT_0190	Q8ABC0
226186.BT_2978	Q8A3H6
226186.BT_0143	Q8ABG7
226186.BT_3540	Q8A1W8
226186.BT_2938	Q8A3L6
226186.BT_1197	Q8A8H0
226186.BT_4482	Q89Z95
226186.BT_2861	Q8A3U3
226186.BT_2214	Q8A5M4
226186.BT_1865	Q8A6L4
226186.BT_1441	Q8A7T3
226186.BT_0157	Q8ABF3
226186.BT_3996	Q8A0M5
226186.BT_3867	Q8A104
226186.BT_3475	Q8A231
226186.BT_2286	Q8A5F3
226186.BT_3768	Q8A198
226186.BT_2482	Q8A4W5
226186.BT_2207	Q8A5N1
226186.BT_2565	Q8A4N4
226186.BT_1294	Q8A880
226186.BT_3586	Q8A1S3
226186.BT_3377	Q8A2C8
226186.BT_4020	Q8A0K1
226186.BT_2436	Q8A511
226186.BT_1337	Q8A837
226186.BT_0112	Q8ABJ8
226186.BT_1277	G8JZT2
226186.BT_2184	Q8A5Q4
226186.BT_4081	Q8A0E0
226186.BT_4001	Q8A0M0
226186.BT_3821	Q8A146
226186.BT_3809	Q8A158
226186.BT_3002	Q8A3F2
226186.BT_2230	Q8A5K9
226186.BT_1488	Q8A7N6
226186.BT_1216	Q8A8F1
226186.BT_4624	Q89YV7
226186.BT_2325	Q8A5B4
226186.BT_0265	Q8AB46
226186.BT_4049	Q8A0H2
226186.BT_2585	Q8A4L4
226186.BT_3389	Q8A2B6
226186.BT_0292	Q8AB20
226186.BT_3839	Q8A132
226186.BT_3012	Q8A3E2
226186.BT_1174	Q8A8J3
226186.BT_1680	Q8A745
226186.BT_3209	Q8A2U6
226186.BT_3026	Q8A3C8
226186.BT_2767	Q8A437
226186.BT_2470	Q8A4X7
226186.BT_0822	Q8A9J3
226186.BT_3972	Q8A0P9
226186.BT_2907	Q8A3P7
226186.BT_0293	Q8AB19
226186.BT_0053	Q8ABQ7
226186.BT_4225	Q89ZZ6
226186.BT_4181	Q8A040
226186.BT_4125	Q8A096
226186.BT_3769	Q8A197
226186.BT_3694	Q8A1G7
226186.BT_3503	Q8A205
226186.BT_2971	Q8A3I3
226186.BT_1054	Q8A8W3
226186.BT_1026	Q8A8Z1
226186.BT_1020	Q8A8Z7
226186.BT_4546	Q89Z31
226186.BT_3844	Q8A127
226186.BT_3692	Q8A1G9
226186.BT_3660	Q8A1K1
226186.BT_2939	Q8A3L5
226186.BT_0390	Q8AAS4
226186.BT_0279	Q8AB32
226186.BT_4048	Q8A0H3
226186.BT_2921	Q8A3N3
226186.BT_1920	Q8A6G4
226186.BT_1888	Q8A6J3
226186.BT_1618	Q8A7A7
226186.BT_0945	Q8A972
226186.BT_0775	Q8A9P0
226186.BT_0728	Q8A9T7
226186.BT_0388	Q8AAS6
226186.BT_0049	Q8ABR1
226186.BT_3976	Q8A0P5
226186.BT_3648	Q8A1L3
226186.BT_3528	Q8A1Y0
226186.BT_3337	Q8A2G8
226186.BT_3045	Q8A3A9
226186.BT_2254	Q8A5I5
226186.BT_2165	Q8A5S3
226186.BT_1899	Q8A6I5
226186.BT_1245	Q8A8C2
226186.BT_0971	Q8A946
226186.BT_0412	Q8AAQ2
226186.BT_2634	Q8A4G5
226186.BT_0935	Q8A982
226186.BT_4774	Q89YF8
226186.BT_4768	Q89YG4
226186.BT_4727	Q89YK4
226186.BT_4720	Q89YL1
226186.BT_4618	Q89YW3
226186.BT_4316	Q89ZR0
226186.BT_2167	Q8A5S1
226186.BT_1406	Q8A7W8
226186.BT_1299	Q8A875
226186.BT_0820	Q8A9J5
226186.BT_0807	Q8A9K8
226186.BT_0305	Q8AB07
226186.BT_0261	Q8AB50
226186.BT_0216	Q8AB94
226186.BT_3306	Q8A2J9
226186.BT_4444	Q89ZD3
226186.BT_3592	Q8A1R7
226186.BT_0371	Q8AAU3
226186.BT_1749	Q8A6X6
226186.BT_0890	Q8A9C5
226186.BT_3601	Q8A1Q8
226186.BT_1011	Q8A906
226186.BT_0537	Q8AAC8
226186.BT_2438	Q8A509
226186.BT_2802	Q8A402
226186.BT_4455	Q89ZC2
226186.BT_3771	Q8A195
226186.BT_2189	Q8A5P9
226186.BT_2340	Q8A599
226186.BT_1236	Q8A8D1
226186.BT_3114	Q8A341
226186.BT_1990	Q8A695
226186.BT_1985	Q8A6A0
226186.BT_2770	Q8A434
226186.BT_0866	Q8A9E9
226186.BT_0354	Q8AAV8
226186.BT_4530	Q89Z47
226186.BT_1628	Q8A797
226186.BT_1758	Q8A6W8
226186.BT_1581	Q8A7E3
226186.BT_2778	Q8A426
226186.BT_4566	Q89Z11
226186.BT_3683	Q8A1H8
226186.BT_4396	Q89ZI1
226186.BT_4770	Q89YG2
226186.BT_4351	Q89ZM6
226186.BT_4069	Q8A0F2
226186.BT_2969	Q8A3I5
226186.BT_2934	Q8A3M0
226186.BT_2561	Q8A4N8
226186.BT_0931	Q8A986
226186.BT_0567	Q8AA98
226186.BT_0194	Q8ABB6
226186.BT_0150	Q8ABG0
226186.BT_0723	Q8A9U2
226186.BT_4660	Q89YS1
226186.BT_3220	Q8A2T5
226186.BT_3099	Q8A356
226186.BT_2636	Q8A4G3
226186.BT_2446	Q8A501
226186.BT_2235	Q8A5K4
226186.BT_2149	Q8A5T9
226186.BT_1246	Q8A8C1
226186.BT_1173	Q8A8J4
226186.BT_1116	Q8A8Q1
226186.BT_0979	Q8A938
226186.BT_0461	Q8AAK3
226186.BT_0368	Q8AAU6
226186.BT_0276	Q8AB35
226186.BT_0045	Q8ABR5
226186.BT_1801	Q8A6S5
226186.BT_4318	Q89ZQ8
226186.BT_4026	Q8A0J5
226186.BT_2649	Q8A4F0
226186.BT_2525	Q8A4S2
226186.BT_2449	Q8A4Z8
226186.BT_4486	Q89Z91
226186.BT_3903	Q8A0W8
226186.BT_3335	Q8A2H0
226186.BT_0437	Q8AAM7
226186.BT_4226	Q89ZZ5
226186.BT_2960	Q8A3J4
226186.BT_2952	Q8A3K2
226186.BT_2744	Q8A459
226186.BT_1119	Q8A8P8
226186.BT_3084	Q8A371
226186.BT_0407	Q8AAQ7
226186.BT_4341	Q89ZN6
226186.BT_2397	Q8A545
226186.BT_4664	Q89YR7
226186.BT_4476	Q89ZA1
226186.BT_3939	Q8A0T2
226186.BT_2580	Q8A4L9
226186.BT_2478	Q8A4W9
226186.BT_2332	Q8A5A7
226186.BT_2006	Q8A680
226186.BT_1957	Q8A6C7
226186.BT_0146	Q8ABG4
226186.BT_4212	Q8A009
226186.BT_3510	Q8A1Z8
226186.BT_2157	Q8A5T1
226186.BT_0763	Q8A9Q2
226186.BT_2595	Q8A4K4
226186.BT_1189	Q8A8H8
226186.BT_0205	Q8ABA5
226186.BT_4130	Q8A091
226186.BT_0389	Q8AAS5
226186.BT_4527	Q89Z50
226186.BT_2040	Q8A646
226186.BT_4420	Q89ZF7
226186.BT_3454	Q8A252
226186.BT_2216	Q8A5M2
226186.BT_1567	Q8A7F7
226186.BT_0518	Q8AAE7
226186.BT_0159	Q8ABF1
226186.BT_4647	Q89YT4
226186.BT_4010	Q8A0L1
226186.BT_3258	Q8A2P7
226186.BT_2918	Q8A3N6
226186.BT_1848	Q8A6M9
226186.BT_2536	Q8A4R1
226186.BT_2370	Q8A572
226186.BT_1691	Q8A734
226186.BT_4757	Q89YH5
226186.BT_4512	Q89Z65
226186.BT_4080	Q8A0E1
226186.BT_3650	Q8A1L1
226186.BT_3578	Q8A1T0
226186.BT_1894	Q8A6J0
226186.BT_1327	Q8A847
226186.BT_0326	Q8AAY6
226186.BT_0042	Q8ABR8
226186.BT_0012	Q8ABU8
226186.BT_3737	Q8A1C9
226186.BT_2801	Q8A403
226186.BT_1053	Q8A8W4
226186.BT_3866	Q8A105
226186.BT_3165	Q8A2Z0
226186.BT_1569	Q8A7F5
226186.BT_1539	Q8A7I5
226186.BT_1093	Q8A8S4
226186.BT_1172	Q8A8J5
226186.BT_0880	Q8A9D5
226186.BT_2555	Q8A4P2
226186.BT_1578	Q8A7E6
226186.BT_1307	Q8A867
226186.BT_1140	Q8A8M7
226186.BT_1051	Q8A8W6
226186.BT_4233	Q89ZY8
226186.BT_4115	Q8A0A6
226186.BT_4077	Q8A0E4
226186.BT_3991	Q8A0N0
226186.BT_3483	Q8A225
226186.BT_3310	Q8A2J5
226186.BT_3226	Q8A2S9
226186.BT_2981	Q8A3H3
226186.BT_2619	Q8A4I0
226186.BT_1108	Q8A8Q9
226186.BT_0999	Q8A918
226186.BT_0680	Q8A9Y5
226186.BT_2212	Q8A5M6
226186.BT_1471	Q8A7Q3
226186.BT_0683	Q8A9Y2
226186.BT_3587	Q8A1S2
226186.BT_0854	Q8A9G1
226186.BT_4719	Q89YL2
226186.BT_0713	Q8A9V2
226186.BT_1123	Q8A8P4
226186.BT_0724	Q8A9U1
226186.BT_2881	Q8A3S3
226186.BT_1556	Q8A7G8
226186.BT_4600	Q89YY0
226186.BT_3885	Q8A0Y6
226186.BT_3094	Q8A361
226186.BT_2847	Q8A3V7
226186.BT_4567	Q89Z10
226186.BT_3889	Q8A0Y2
226186.BT_3817	Q8A150
226186.BT_3688	Q8A1H3
226186.BT_3269	Q8A2N6
226186.BT_3143	Q8A312
226186.BT_2943	Q8A3L1
226186.BT_2642	Q8A4F7
226186.BT_2368	Q8A574
226186.BT_2195	Q8A5P3
226186.BT_1814	Q8A6R2
226186.BT_1771	Q8A6V5
226186.BT_1295	Q8A879
226186.BT_0658	Q8AA07
226186.BT_0335	Q8AAX7
226186.BT_0291	Q8AB21
226186.BT_0068	Q8ABP2
226186.BT_3609	Q8A1Q0
226186.BT_3008	Q8A3E6
226186.BT_2871	Q8A3T3
226186.BT_2506	Q8A4U1
226186.BT_2103	Q8A5Y3
226186.BT_1969	Q8A6B5
226186.BT_1850	Q8A6M7
226186.BT_1769	Q8A6V7
226186.BT_1609	Q8A7B6
226186.BT_1528	Q8A7J6
226186.BT_1085	Q8A8T2
226186.BT_0845	Q8A9H0
226186.BT_0824	Q8A9J1
226186.BT_0352	Q8AAW0
226186.BT_1972	Q8A6B3
226186.BT_3940	Q8A0T1
226186.BT_2909	Q8A3P5
226186.BT_2686	Q8A4B7
226186.BT_2218	Q8A5M0
226186.BT_4430	Q89ZE7
226186.BT_2594	Q8A4K5
226186.BT_0089	Q8ABM1
226186.BT_2526	Q8A4S1
226186.BT_1526	Q8A7J8
226186.BT_0991	Q8A926
226186.BT_2823	Q8A3Y1
226186.BT_3938	Q8A0T3
226186.BT_0811	Q8A9K4
226186.BT_3658	Q8A1K3
226186.BT_3271	Q8A2N4
226186.BT_1481	Q8A7P3
226186.BT_1359	Q8A815
226186.BT_0733	Q8A9T2
226186.BT_2920	Q8A3N4
226186.BT_1737	Q8A6Y8
226186.BT_4321	Q89ZQ5
226186.BT_2307	Q8A5D2
226186.BT_0219	Q8AB91
226186.BT_1466	Q8A7Q8
226186.BT_0085	Q8ABM5
