4081.Solyc01g009590.2.1	Q43495
4081.Solyc07g008240.2.1	Q9AWA9
4081.Solyc02g077950.1.1	Q0PY33
4081.Solyc01g079390.2.1	A7X9Y1
4081.Solyc03g006860.2.1	O04897
4081.Solyc06g070900.2.1	G3BGV7
4081.Solyc11g011990.1.1	B3VSB4
4081.Solyc09g090700.1.1	B1Q3F8
4081.Solyc02g077880.2.1	Q0PY39
4081.Solyc06g071300.1.1	Q53J20
4081.Solyc02g068920.2.1	Q71LX7
4081.Solyc01g108780.2.1	E0YCS4
4081.Solyc09g015770.2.1	I3NN77
4081.Solyc01g106280.2.1	Q9AR00
4081.Solyc09g090990.2.1	K4CWC5
4081.Solyc03g025170.1.1	Q00LP0
4081.Solyc07g006380.2.1	Q40128
4081.Solyc03g119490.2.1	Q66MH7
4081.Solyc01g108810.2.1	E0YCS5
4081.Solyc07g006500.2.1	A9ZSX8
4081.Solyc03g006800.1.1	G3BGW1
4081.Solyc12g009540.1.1	B1N668
4081.Solyc03g031860.2.1	B3VSB0
4081.Solyc11g066580.1.1	D3W9H7
4081.Solyc10g008160.2.1	I6RHK0
4081.Solyc09g005080.1.1	C1KBI2
4081.Solyc08g080670.1.1	Q7Y1P9
4081.Solyc06g049050.2.1	O82625
4081.Solyc01g008930.2.1	Q588D6
4081.Solyc11g012450.1.1	K4D649
4081.Solyc11g018550.2.1	Q3SC88
4081.Solyc11g010680.2.1	Q949K5
4081.Solyc04g009950.2.1	A7UP12
4081.Solyc06g005560.2.1	Q9XGI6
4081.Solyc07g066220.2.1	Q9ARC7
4081.Solyc01g101210.2.1	G5CV43
4081.Solyc02g065770.2.1	K4B708
4081.Solyc12g009220.1.1	A7XXZ0
4081.Solyc07g064600.2.1	A0RZD0
4081.Solyc03g119080.2.1	Q8VWL8
4081.Solyc02g084240.2.1	Q43511
4081.Solyc05g007420.1.1	G3BGW2
4081.Solyc03g123500.2.1	Q6TXK7
4081.Solyc06g008610.2.1	Q8GSH1
4081.Solyc03g093690.2.1	G3K2M4
4081.Solyc06g051850.1.1	Q5MJA6
4081.Solyc02g031980.2.1	Q7Y0R8
4081.Solyc01g104740.2.1	Q9SWW1
4081.Solyc08g079840.1.1	Q96478
4081.Solyc10g054440.1.1	B9VDC2
4081.Solyc12g044880.1.1	Q546T5
4081.Solyc09g009090.2.1	Q5YKK5
4081.Solyc02g038740.2.1	B5TA47
4081.Solyc11g071420.1.1	Q38MS8
4081.Solyc06g008630.2.1	Q0H8T9
4081.Solyc11g071600.1.1	Q9FV23
4081.Solyc00g187050.2.1	Q9S738
4081.Solyc09g098130.1.1	C3UV76
4081.Solyc09g018220.1.1	C3UZI0
4081.Solyc09g005090.1.1	C4NAS1
4081.Solyc09g098130.1.1	C3UV80
4081.Solyc10g086260.1.1	Q6V7V0
4081.Solyc02g079290.2.1	Q84XL1
4081.Solyc07g062270.2.1	B2Z9Y3
4081.Solyc02g087660.2.1	E5KGD9
4081.Solyc02g062420.2.1	Q1HTV3
4081.Solyc03g115890.2.1	Q9FVG9
4081.Solyc03g096460.2.1	Q672Q3
4081.Solyc02g081170.2.1	Q0ZPA3
4081.Solyc05g047570.2.1	O64398
4081.Solyc08g068680.2.1	Q1KSC6
4081.Solyc06g059740.2.1	Q8GRT4
4081.Solyc03g044380.2.1	A7X9Y2
4081.Solyc11g056490.1.1	K4AR02
4081.Solyc07g063940.1.1	Q00LP6
4081.Solyc01g090430.2.1	A1X877
4081.Solyc08g076230.1.1	H1ZN90
4081.Solyc05g052600.2.1	C5IU71
4081.Solyc07g056280.2.1	K4CGG1
4081.Solyc10g054440.1.1	B9VD56
4081.Solyc06g053610.2.1	Q40174
4081.Solyc02g093710.1.1	G8Z260
4081.Solyc10g044960.1.1	G8Z280
4081.Solyc11g008230.1.1	K4D583
4081.Solyc03g118040.2.1	Q4W5U7
4081.Solyc11g018530.1.1	Q84LR1
4081.Solyc11g005070.1.1	Q8GZV5
4081.Solyc06g060780.2.1	Q84V30
4081.Solyc09g091550.2.1	D2Y3T9
4081.Solyc02g065520.1.1	G3KGB1
4081.Solyc10g077110.1.1	Q06HM6
4081.Solyc10g054440.1.1	B9VCZ6
4081.Solyc02g089160.2.1	Q0NZY6
4081.Solyc01g007330.2.1	R4KR84
4081.Solyc01g097340.2.1	C6K2K9
4081.Solyc05g023760.2.1	F8WS96
4081.Solyc01g057010.1.1	K4AVR5
4081.Solyc02g064610.2.1	K4B6P5
4081.Solyc05g054740.2.1	K4C2F1
4081.Solyc12g014630.1.1	Q43522
4081.Solyc10g009110.1.1	Q84LQ6
4081.Solyc09g018220.1.1	C3UZH5
4081.Solyc02g083140.2.1	B0LV36
4081.Solyc04g005540.2.1	C8BNN5
4081.Solyc02g091590.2.1	Q2TDW9
4081.Solyc09g075210.2.1	Q42475
4081.Solyc07g053630.2.1	I6QQX8
4081.Solyc01g007330.2.1	R4KR74
4081.Solyc09g005090.1.1	C1KBI5
4081.Solyc05g006950.2.1	K4BWM1
4081.Solyc02g086930.2.1	B6GVA3
4081.Solyc09g011760.2.1	Q9XGY1
4081.Solyc02g085490.1.1	Q9FYX1
4081.Solyc02g089830.1.1	G3BGU7
4081.Solyc07g063420.2.1	K4CH25
4081.Solyc02g080640.2.1	Q672Q8
4081.Solyc09g089930.1.1	Q8H6S9
4081.Solyc06g053260.1.1	I3RSI1
4081.Solyc12g005660.1.1	G8Z284
4081.Solyc08g005650.2.1	K4CI56
4081.Solyc02g086160.2.1	K4BBC4
4081.Solyc01g074030.2.1	B5M9E4
4081.Solyc01g106800.2.1	Q8GZV4
4081.Solyc10g007350.2.1	Q152U9
4081.Solyc04g071610.2.1	O82575
4081.Solyc05g013290.1.1	P93216
4081.Solyc03g020010.1.1	O48625
4081.Solyc02g069200.1.1	Q9XFB2
4081.Solyc09g092130.2.1	H9BYP6
4081.Solyc01g091170.2.1	Q5UNS1
4081.Solyc01g095170.2.1	Q19QU4
4081.Solyc11g005590.1.1	Q940D2
4081.Solyc11g069950.1.1	Q84LQ3
4081.Solyc07g056160.2.1	A0ZS62
4081.Solyc06g065470.2.1	K4C7H6
4081.Solyc11g072310.1.1	Q9ZPP2
4081.Solyc12g013620.1.1	Q9SQL0
4081.Solyc01g007330.2.1	E7E8A8
4081.Solyc10g055140.1.1	C8BNN4
4081.Solyc02g036270.2.1	C8BNN8
4081.Solyc04g078110.1.1	P93204
4081.Solyc02g030170.2.1	Q66YT8
4081.Solyc01g009170.2.1	Q94FV3
4081.Solyc06g053270.1.1	K4C614
4081.Solyc05g007510.2.1	Q9ZR58
4081.Solyc11g007990.1.1	Q5NE17
4081.Solyc02g077910.2.1	Q0PY36
4081.Solyc03g097910.2.1	Q8H6B5
4081.Solyc07g017230.2.1	O64397
4081.Solyc05g013300.1.1	Q9LLC7
4081.Solyc03g044300.2.1	B2ZP48
4081.Solyc07g066240.2.1	Q9AR34
4081.Solyc01g099590.2.1	A3FMP5
4081.Solyc04g054710.2.1	E5LBC4
4081.Solyc01g056660.1.1	H6V7Q4
4081.Solyc04g040190.1.1	V5JCD6
4081.Solyc12g014140.1.1	A2I5C9
4081.Solyc10g079830.1.1	Q6TFM2
4081.Solyc01g107170.2.1	I3NN78
4081.Solyc01g100510.2.1	Q84ZW2
4081.Solyc04g040190.1.1	V5JAN6
4081.Solyc04g056390.2.1	C6K8M2
4081.Solyc08g005660.1.1	K7WQ45
4081.Solyc03g118160.1.1	Q9LDP5
4081.Solyc04g007200.2.1	E0YCS9
4081.Solyc12g016220.1.1	C8BNN7
4081.Solyc10g007410.2.1	B2Z9Y5
4081.Solyc04g009800.2.1	E1CFU1
4081.Solyc09g009130.2.1	Q7PCA9
4081.Solyc01g088170.2.1	Q9FV24
4081.Solyc09g010860.2.1	Q9ZP32
4081.Solyc09g092080.2.1	K4CRG8
4081.Solyc03g120060.2.1	Q0X087
4081.Solyc01g005780.1.1	Q9ZS81
4081.Solyc12g099930.1.1	G8Z261
4081.Solyc12g010040.1.1	Q8GZD8
4081.Solyc06g069730.2.1	Q7M1K8
4081.Solyc12g010930.1.1	K4CG62
4081.Solyc04g005040.1.1	I7KJ40
4081.Solyc11g071680.1.1	B2YHW0
4081.Solyc07g043410.1.1	E5L3S0
4081.Solyc03g097920.1.1	Q66MH6
4081.Solyc02g079930.2.1	Q4VUC5
4081.Solyc06g006080.2.1	B9TU32
4081.Solyc05g015750.2.1	Q7Y039
4081.Solyc04g009900.2.1	Q9SDX9
4081.Solyc01g067890.2.1	Q9XH50
4081.Solyc01g106250.2.1	K4B2J3
4081.Solyc12g049290.1.1	C6ZKI0
4081.Solyc01g090240.2.1	Q5I6E9
4081.Solyc03g098460.2.1	Q8W2K0
4081.Solyc05g010440.1.1	K4AR37
4081.Solyc04g078940.2.1	O04394
4081.Solyc08g066070.1.1	G8Z258
4081.Solyc02g087090.2.1	Q69EZ9
4081.Solyc06g071290.2.1	Q56R04
4081.Solyc10g079190.1.1	B1N661
4081.Solyc06g053620.2.1	Q84JP7
4081.Solyc05g052030.1.1	Q84XB0
4081.Solyc03g093680.2.1	K4BIP4
4081.Solyc10g055410.1.1	Q43525
4081.Solyc11g010580.2.1	Q949J6
4081.Solyc02g067640.2.1	Q96487
4081.Solyc06g051550.2.1	Q5GA67
4081.Solyc02g077390.1.1	B6E0Y5
4081.Solyc12g009020.1.1	O48616
4081.Solyc07g007730.2.1	B1N679
4081.Solyc06g073320.2.1	H9D2D6
4081.Solyc12g010320.1.1	Q38JD4
4081.Solyc12g096740.1.1	O22313
4081.Solyc11g006180.1.1	Q9XET9
4081.Solyc04g049010.2.1	E5LBH0
4081.Solyc02g088100.2.1	Q9ZP31
4081.Solyc01g090660.2.1	D0UDC1
4081.Solyc09g074830.2.1	Q2P9R8
4081.Solyc03g120650.2.1	Q5DK69
4081.Solyc08g077210.2.1	A8IDV8
4081.Solyc01g056220.2.1	K4AVJ1
4081.Solyc02g077900.2.1	Q0PY37
4081.Solyc02g087130.2.1	G8Z263
4081.Solyc03g032040.2.1	K4BFH5
4081.Solyc09g014290.1.1	K4CRQ6
4081.Solyc03g026270.1.1	Q675A0
4081.Solyc02g067030.2.1	Q9M726
4081.Solyc01g093980.2.1	B2MWW5
4081.Solyc08g083070.2.1	G8Z246
4081.Solyc05g007950.2.1	Q6A3R1
4081.Solyc03g121800.2.1	Q9MAZ7
4081.Solyc03g116320.2.1	G3BGV6
4081.Solyc11g071280.1.1	Q5DQ95
4081.Solyc11g069380.1.1	Q8GZR6
4081.Solyc03g078000.2.1	K4BHN0
4081.Solyc04g081000.2.1	Q2UVA8
4081.Solyc11g072260.1.1	K4CYU9
4081.Solyc07g049310.2.1	K4CF34
4081.Solyc01g104340.1.1	Q1HTV5
4081.Solyc12g008700.1.1	K4DBV8
4081.Solyc05g056620.1.1	Q8S4L5
4081.Solyc04g007000.1.1	E1U2K4
4081.Solyc08g042000.2.1	H9BYP5
4081.Solyc12g005620.1.1	Q0PXC0
4081.Solyc10g085570.1.1	Q5YKK6
4081.Solyc01g008340.2.1	A1X876
4081.Solyc12g100260.1.1	K4DI47
4081.Solyc01g105890.2.1	Q1XBU5
4081.Solyc05g005250.2.1	Q53U34
4081.Solyc01g111080.2.1	E5KBY0
4081.Solyc08g078020.1.1	Q52QJ6
4081.Solyc03g042510.1.1	K4BFX2
4081.Solyc02g076980.2.1	Q8S333
4081.Solyc12g009470.1.1	Q94FW7
4081.Solyc03g043950.2.1	C4NFG1
4081.Solyc04g054380.1.1	G5CV47
4081.Solyc01g009860.2.1	Q43521
4081.Solyc12g006380.1.1	Q4W8D2
4081.Solyc05g054050.2.1	K4C284
4081.Solyc10g079820.1.1	Q9LKW3
4081.Solyc09g010690.2.1	G8Z253
4081.Solyc12g009750.1.1	K4DC61
4081.Solyc01g081310.2.1	Q9FT21
4081.Solyc01g086960.2.1	B6JU38
4081.Solyc04g007190.2.1	E0YCT0
4081.Solyc02g093520.2.1	K4BDE8
4081.Solyc10g074720.1.1	Q9FSH5
4081.Solyc06g062560.1.1	Q8GRL8
4081.Solyc03g006550.2.1	K4BE78
4081.Solyc07g061990.2.1	Q09IV6
4081.Solyc03g096730.2.1	Q6J1L7
4081.Solyc07g044980.2.1	Q6GUF1
4081.Solyc07g007710.2.1	B1N680
4081.Solyc11g069030.1.1	Q8W1R8
4081.Solyc08g062660.2.1	Q94K24
4081.Solyc11g071810.1.1	B2YHV8
4081.Solyc04g050930.2.1	C0KZ34
4081.Solyc02g087970.1.1	A0ZXL1
4081.Solyc06g005160.2.1	Q3I5C4
4081.Solyc01g008530.2.1	A6N6K7
4081.Solyc06g072480.1.1	B2Y2G9
4081.Solyc07g062840.2.1	B8XS01
4081.Solyc04g081170.2.1	H1ZN91
4081.Solyc01g005160.2.1	Q1WM08
4081.Solyc06g068090.2.1	Q9SDZ6
4081.Solyc10g079240.1.1	B1N669
4081.Solyc01g009230.2.1	E5L4Q6
4081.Solyc12g063020.1.1	Q5MAC4
4081.Solyc06g062540.2.1	Q9FPR1
4081.Solyc06g071400.2.1	Q70ET6
4081.Solyc06g076050.2.1	G8Z262
4081.Solyc10g007260.2.1	K4CXQ6
4081.Solyc06g005150.2.1	Q52QQ4
4081.Solyc08g080090.2.1	Q4JFW8
4081.Solyc02g092110.2.1	Q7PCA6
4081.Solyc08g068150.2.1	B2ZPK7
4081.Solyc08g079220.1.1	K4CNT0
4081.Solyc08g023470.2.1	Q1A746
4081.Solyc02g083950.2.1	F6LIE3
4081.Solyc12g096750.1.1	O22312
4081.Solyc04g079290.2.1	Q94FW6
4081.Solyc01g055160.1.1	K4AVI6
4081.Solyc06g071320.2.1	Q53J17
4081.Solyc11g065620.1.1	H6WYS2
4081.Solyc08g005760.1.1	K4CI65
4081.Solyc04g011440.2.1	H1ZXA9
4081.Solyc10g084150.1.1	I0IUQ2
4081.Solyc09g075820.2.1	Q9STA8
4081.Solyc09g018220.1.1	Q71BH1
4081.Solyc08g068780.1.1	Q8RXB6
4081.Solyc03g115700.2.1	Q6XNM3
4081.Solyc05g007020.2.1	E3WH16
4081.Solyc09g098150.2.1	K4CWY6
4081.Solyc10g078630.1.1	K4B4Z0
4081.Solyc08g078900.1.1	Q6EAL9
4081.Solyc01g109880.2.1	C0KYN1
4081.Solyc03g118740.2.1	E5KGD0
4081.Solyc03g123760.2.1	Q3S1N6
4081.Solyc03g031430.1.1	Q7Y0R6
4081.Solyc11g010650.2.1	Q949K2
4081.Solyc03g031860.2.1	A1Z0Z4
4081.Solyc01g087250.2.1	Q6E4P5
4081.Solyc07g020860.2.1	Q7Y240
4081.Solyc09g005080.1.1	C4NAS6
4081.Solyc01g109300.2.1	D0VNY3
4081.Solyc06g071230.2.1	Q53J25
4081.Solyc02g083520.2.1	A1YTV0
4081.Solyc03g082500.2.1	Q8RY07
4081.Solyc06g065190.1.1	G3BGV3
4081.Solyc04g072860.2.1	H1AC32
4081.Solyc09g005090.1.1	C4NAS0
4081.Solyc06g076920.2.1	K4CA50
4081.Solyc12g089180.1.1	K4DGY9
4081.Solyc09g007020.1.1	O24026
4081.Solyc02g081670.1.1	B6E0Z0
4081.Solyc12g005340.1.1	G8Z267
4081.Solyc07g062570.2.1	K4CGU0
4081.Solyc04g005050.1.1	I7JCM3
4081.Solyc02g085640.2.1	Q93X46
4081.Solyc04g016430.2.1	I0IUQ8
4081.Solyc06g075620.2.1	Q53U38
4081.Solyc09g090100.2.1	Q9LDJ5
4081.Solyc01g087640.2.1	A6N6K9
4081.Solyc07g049180.2.1	E2FYC4
4081.Solyc04g071880.2.1	K4BTH5
4081.Solyc09g082660.2.1	K4CVP2
4081.Solyc01g008550.2.1	A6N6K8
4081.Solyc10g005520.2.1	K4CX84
4081.Solyc06g073720.1.1	Q94FV4
4081.Solyc10g081470.1.1	I6ZAC9
4081.Solyc05g052070.2.1	Q41340
4081.Solyc01g055200.1.1	K4AVI8
4081.Solyc02g081550.2.1	Q4W5U8
4081.Solyc03g031670.2.1	Q8RW36
4081.Solyc04g076960.2.1	K4BUD3
4081.Solyc01g079620.2.1	B4YAJ8
4081.Solyc07g065050.2.1	D3J5I7
4081.Solyc01g006510.2.1	Q3C2L6
4081.Solyc02g092800.2.1	Q84LR0
4081.Solyc01g094370.2.1	Q9XEX9
4081.Solyc08g081500.1.1	Q43524
4081.Solyc12g017390.1.1	Q9M728
4081.Solyc06g072570.2.1	Q43780
4081.Solyc10g086570.2.1	Q53U36
4081.Solyc07g026650.2.1	Q6A1K7
4081.Solyc03g033540.2.1	C6KGT3
4081.Solyc08g076820.2.1	G8Z255
4081.Solyc04g070990.2.1	O24423
4081.Solyc10g079080.1.1	C4NAK4
4081.Solyc02g091840.2.1	F8WS84
4081.Solyc02g083270.2.1	K4BAJ5
4081.Solyc03g091040.1.1	K4BIH9
4081.Solyc03g098230.2.1	B2MWN0
4081.Solyc02g064620.2.1	K4B6P8
4081.Solyc02g090730.2.1	Q9LKV7
4081.Solyc06g009400.2.1	Q6T2D2
4081.Solyc06g008790.2.1	A1Y9R1
4081.Solyc03g117590.2.1	E2DDU6
4081.Solyc02g080370.2.1	Q402F0
4081.Solyc06g034200.1.1	K4C4P4
4081.Solyc10g077110.1.1	Q06HM7
4081.Solyc05g053850.2.1	Q84XK9
4081.Solyc02g070580.1.1	A9QPL5
4081.Solyc06g084020.2.1	O65820
4081.Solyc01g109460.2.1	K4B3F9
4081.Solyc04g081190.2.1	O81998
4081.Solyc06g063070.2.1	Q8LGR9
4081.Solyc08g065320.2.1	Q1HTV4
4081.Solyc09g091300.1.1	Q9AVU9
4081.Solyc06g075090.2.1	I0IUQ4
4081.Solyc01g086830.2.1	Q43496
4081.Solyc12g063050.1.1	Q5MAC2
4081.Solyc03g114840.2.1	Q7Y040
4081.Solyc01g067370.2.1	Q8LKG9
4081.Solyc04g078650.2.1	B7U6X3
4081.Solyc01g006390.2.1	Q9XG52
4081.Solyc01g007330.2.1	R4KMV8
4081.Solyc10g007550.2.1	K4CXT4
4081.Solyc05g056290.2.1	Q84T86
4081.Solyc01g007330.2.1	R4KWK2
4081.Solyc10g005890.2.1	G8Z278
4081.Solyc06g075690.2.1	Q945F5
4081.Solyc01g095630.2.1	D3YEX5
4081.Solyc10g076790.1.1	F8SS65
4081.Solyc04g054730.2.1	K4BSM1
4081.Solyc03g122190.2.1	B6D1Q5
4081.Solyc01g105310.2.1	K4B2A1
4081.Solyc02g094470.2.1	K4BDP2
4081.Solyc02g087870.2.1	B6CG42
4081.Solyc04g009440.2.1	M9TNM2
4081.Solyc01g090460.2.1	Q42437
4081.Solyc05g012020.2.1	Q8S4L4
4081.Solyc03g117980.2.1	Q9LDD7
4081.Solyc09g074320.2.1	G8Z285
4081.Solyc09g005090.1.1	C1KBI7
4081.Solyc05g050010.2.1	Q659H5
4081.Solyc04g082840.2.1	Q9FSH4
4081.Solyc03g006970.1.1	P93205
4081.Solyc12g089100.1.1	G8Z272
4081.Solyc05g053340.2.1	A4GVL5
4081.Solyc07g064970.2.1	G8Z254
4081.Solyc03g044790.2.1	Q6ED34
4081.Solyc11g007880.1.1	Q9FR57
4081.Solyc09g082990.2.1	C6K2L0
4081.Solyc07g056580.2.1	Q5QG25
4081.Solyc01g096630.2.1	Q3SC80
4081.Solyc08g005770.2.1	Q6QLX4
4081.Solyc09g075420.2.1	Q6RJ36
4081.Solyc04g056640.1.1	F8WS85
4081.Solyc10g086250.1.1	K4D457
4081.Solyc09g090070.1.1	O22548
4081.Solyc12g009560.1.1	Q2PQJ1
4081.Solyc01g056340.2.1	B3VSA8
4081.Solyc10g006290.2.1	A0RZC9
4081.Solyc03g093060.1.1	K4BIH5
4081.Solyc02g092820.2.1	K4BD78
4081.Solyc12g098260.1.1	K4DHJ8
4081.Solyc05g012070.2.1	Q6IV07
4081.Solyc06g084390.2.1	Q9ZRX6
4081.Solyc03g043890.2.1	Q4LDM0
4081.Solyc07g049710.2.1	Q53U40
4081.Solyc06g008450.2.1	A1Y9Q9
4081.Solyc07g018270.2.1	H9E8V0
4081.Solyc09g091780.2.1	Q8GT29
4081.Solyc08g079920.1.1	Q9LWA3
4081.Solyc10g078370.1.1	D6RT09
4081.Solyc09g005080.1.1	C5J3T7
4081.Solyc12g088670.1.1	O49877
4081.Solyc01g079570.2.1	H1AC31
4081.Solyc02g085730.2.1	Q9LEG5
4081.Solyc11g061770.1.1	C4NAK1
4081.Solyc09g009590.1.1	C4NAK7
4081.Solyc03g112730.2.1	K4BKC6
4081.Solyc12g008320.1.1	K4DBS0
4081.Solyc10g079230.1.1	B1N667
4081.Solyc11g007830.1.1	Q93X44
4081.Solyc07g009510.1.1	K4CC70
4081.Solyc09g090970.2.1	Q53U35
4081.Solyc10g012390.1.1	K4CYL5
4081.Solyc08g077080.1.1	E5L3R9
4081.Solyc09g009560.1.1	Q84XK7
4081.Solyc01g087820.2.1	Q9ZS44
4081.Solyc02g032910.1.1	Q43498
4081.Solyc03g007670.2.1	K4BEI9
4081.Solyc03g116500.2.1	Q9M7D3
4081.Solyc06g050520.1.1	Q8GZF2
4081.Solyc03g116310.1.1	K4BLD3
4081.Solyc02g069310.2.1	Q6GUF2
4081.Solyc02g087340.2.1	G8Z270
4081.Solyc06g076410.2.1	F6M7C4
4081.Solyc04g016390.1.1	K4BQD9
4081.Solyc01g094320.2.1	K4AZH3
4081.Solyc01g088160.2.1	I0IUQ6
4081.Solyc08g077770.2.1	G5EM33
4081.Solyc07g061730.2.1	A4GVL9
4081.Solyc03g118750.2.1	Q9AXH3
4081.Solyc09g011630.2.1	Q9FT22
4081.Solyc01g008230.2.1	G3BGV5
4081.Solyc07g065820.2.1	G5EM34
4081.Solyc02g062560.2.1	A7M6E8
4081.Solyc06g050890.1.1	K4C5N3
4081.Solyc01g105880.2.1	Q1XBU4
4081.Solyc04g015530.1.1	A8U8B3
4081.Solyc01g095620.2.1	D7S016
4081.Solyc07g005210.2.1	Q38JE1
4081.Solyc00g020040.1.1	Q35872
4081.Solyc02g087860.2.1	B6CG44
4081.Solyc09g097770.2.1	Q40142
4081.Solyc11g010660.1.1	Q949K3
4081.Solyc03g096380.2.1	Q9XE49
4081.Solyc05g008060.2.1	E5KGD4
4081.Solyc10g081120.1.1	Q944F3
4081.Solyc01g112000.2.1	A7X331
4081.Solyc07g055590.1.1	K4CG93
4081.Solyc12g008650.1.1	C6K2L2
4081.Solyc12g056100.1.1	Q42897
4081.Solyc06g051660.1.1	Q5GA60
4081.Solyc01g105810.2.1	A5CKE3
4081.Solyc07g042550.2.1	E0Z1D0
4081.Solyc03g025320.2.1	K4BF05
4081.Solyc10g009030.2.1	Q8S459
4081.Solyc02g036350.2.1	A4ZYQ6
4081.Solyc06g051610.1.1	Q5GA64
4081.Solyc06g065240.2.1	Q8VXF9
4081.Solyc04g071580.2.1	Q40165
4081.Solyc06g073730.1.1	Q76DI3
4081.Solyc06g053710.2.1	Q9XET8
4081.Solyc12g010760.1.1	K4DCG3
4081.Solyc05g055310.2.1	Q84KJ2
4081.Solyc10g017620.2.1	Q8H277
4081.Solyc09g010090.2.1	Q8L4N2
4081.Solyc11g066880.1.1	Q7PCA7
4081.Solyc07g006970.2.1	D0EXE0
4081.Solyc04g051190.2.1	D2CV80
4081.Solyc03g116390.2.1	E1AZA3
4081.Solyc08g075410.2.1	Q8VZZ7
4081.Solyc10g079270.1.1	B1N672
4081.Solyc02g078990.2.1	C0LIR5
4081.Solyc02g089540.2.1	Q2VY10
4081.Solyc04g072850.2.1	H1AC33
4081.Solyc09g082690.2.1	Q6QDC5
4081.Solyc04g056280.2.1	Q93X47
4081.Solyc01g102380.2.1	O64439
4081.Solyc04g077410.2.1	Q4LDM2
4081.Solyc03g098790.1.1	Q9LEG1
4081.Solyc06g074120.2.1	Q7Y0Z7
4081.Solyc03g031840.2.1	Q9ZP33
4081.Solyc01g096750.1.1	K4B063
4081.Solyc04g077980.1.1	A6ZIC0
4081.Solyc01g101240.2.1	Q40140
4081.Solyc03g124110.1.1	Q674Z8
4081.Solyc04g078900.2.1	A9QNE7
4081.Solyc02g083290.2.1	G8Z286
4081.Solyc11g017470.1.1	K4D6Q0
4081.Solyc04g016200.1.1	Q8RXA4
4081.Solyc12g014290.1.1	Q152U8
4081.Solyc10g080880.1.1	E5KGD2
4081.Solyc11g071760.1.1	Q6DUX2
4081.Solyc03g007960.2.1	Q0GGX1
4081.Solyc03g113270.2.1	Q43529
4081.Solyc03g063100.1.1	Q84XL0
4081.Solyc12g057040.1.1	Q93VS0
4081.Solyc04g081070.2.1	G8Z271
4081.Solyc03g096950.2.1	K4BJB3
4081.Solyc06g008400.1.1	A1Y9Q8
4081.Solyc06g068870.2.1	K4C861
4081.Solyc11g008240.1.1	K4D584
4081.Solyc02g086880.2.1	Q5NE18
4081.Solyc07g008660.2.1	B3IWG3
4081.Solyc02g067810.1.1	K4B7B3
4081.Solyc10g079210.1.1	B1N665
4081.Solyc01g102760.2.1	C9EID2
4081.Solyc01g008960.2.1	K4AT92
4081.Solyc07g062140.2.1	A6MIZ0
4081.Solyc04g007690.2.1	D6RT11
4081.Solyc04g056320.1.1	G8Z266
4081.Solyc01g006400.2.1	G8Z274
4081.Solyc02g062400.2.1	K4B6C9
4081.Solyc10g085850.1.1	Q41336
4081.Solyc06g071030.2.1	B0CN79
4081.Solyc10g079180.2.1	B1N660
4081.Solyc12g038510.1.1	K4DEK0
4081.Solyc02g085470.2.1	Q9FYX3
4081.Solyc01g100200.2.1	Q00LP5
4081.Solyc07g005330.2.1	B5M9E5
4081.Solyc06g084240.1.1	G5CV38
4081.Solyc09g089610.2.1	Q5QG21
4081.Solyc02g069190.2.1	Q9XFB3
4081.Solyc02g085480.2.1	Q9FYX2
4081.Solyc11g069440.1.1	K4DAA0
4081.Solyc06g051800.2.1	O04359
4081.Solyc01g096660.2.1	Q672Q7
4081.Solyc11g020960.1.1	Q7M222
4081.Solyc06g034020.2.1	G3K2M3
4081.Solyc04g054320.2.1	Q94EX6
4081.Solyc01g087780.2.1	O82006
4081.Solyc01g095140.2.1	P93220
4081.Solyc02g067180.2.1	Q6R8F6
4081.Solyc01g009690.1.1	Q9ZS79
4081.Solyc09g090980.2.1	K4CWC4
4081.Solyc09g075440.2.1	Q41341
4081.Solyc10g052470.1.1	Q9LEG4
4081.Solyc11g011030.1.1	Q9M723
4081.Solyc03g079850.2.1	A0FK54
4081.Solyc10g079200.1.1	B1N662
4081.Solyc02g079220.2.1	D0EXD9
4081.Solyc09g010080.2.1	Q9LD97
4081.Solyc09g011600.2.1	A8DUB0
4081.Solyc08g065330.2.1	G4XMX1
4081.Solyc12g015860.1.1	O65004
4081.Solyc06g068160.2.1	Q9M727
4081.Solyc04g074180.2.1	Q9XHD8
4081.Solyc09g074520.2.1	C8C507
4081.Solyc10g079220.2.1	B1N666
4081.Solyc08g083270.1.1	G8Z252
4081.Solyc02g077890.2.1	Q0PY38
4081.Solyc08g081540.2.1	Q9S853
4081.Solyc11g012710.1.1	I2E5L9
4081.Solyc12g044910.1.1	Q9MAZ6
4081.Solyc07g066380.2.1	K4C3A4
4081.Solyc12g063010.1.1	Q5MAC5
4081.Solyc06g053290.1.1	I7BDN7
4081.Solyc10g055260.1.1	F8SS66
4081.Solyc01g067660.2.1	Q5NE19
4081.Solyc06g071100.2.1	Q9SPD5
4081.Solyc08g005450.1.1	G8Z282
4081.Solyc05g007870.1.1	K4BWW2
4081.Solyc11g069800.1.1	Q9LLB0
4081.Solyc06g073090.2.1	Q672Q2
4081.Solyc02g080570.2.1	C6KI36
4081.Solyc04g080820.2.1	I0IUQ7
4081.Solyc03g096920.2.1	D1MAF2
4081.Solyc01g094030.2.1	O48645
4081.Solyc08g007790.2.1	A9LRT6
4081.Solyc02g079950.2.1	Q672Q6
