9031.ENSGALP00000006578	Q5ZLQ6
9031.ENSGALP00000028277	P02272
9031.ENSGALP00000010266	O93327
9031.ENSGALP00000028277	Q5ZMD6
9031.ENSGALP00000037300	P0C1H3
9031.ENSGALP00000037260	P0C1H4
9031.ENSGALP00000037260	P0C1H5
9031.ENSGALP00000019169	Q9PSW9
9031.ENSGALP00000037310	P84229
9031.ENSGALP00000003584	P84247
9031.ENSGALP00000037292	P70081
9031.ENSGALP00000037292	P62801
9031.ENSGALP00000020094	P02259
9031.ENSGALP00000003371	Q76KB2
9031.ENSGALP00000009781	Q76LW2
9031.ENSGALP00000020585	Q9I9R0
9031.ENSGALP00000012077	Q5ZM57
9031.ENSGALP00000024820	E1C656
9031.ENSGALP00000008654	Q5ZLY2
9031.ENSGALP00000012935	Q5ZHZ4
9031.ENSGALP00000008911	P23068
9031.ENSGALP00000012054	P02001
9031.ENSGALP00000038904	P01994
9031.ENSGALP00000035593	P02112
9031.ENSGALP00000001399	Q9W7C5
9031.ENSGALP00000027976	P02128
9031.ENSGALP00000038924	P02007
9031.ENSGALP00000005212	P56517
9031.ENSGALP00000024133	P56519
9031.ENSGALP00000004141	P56520
9031.ENSGALP00000006811	P83038
9031.ENSGALP00000017619	Q5ZKH6
9031.ENSGALP00000011393	Q5ZKW8
9031.ENSGALP00000019231	Q5ZMB2
9031.ENSGALP00000028757	O42479
9031.ENSGALP00000003026	E1BVR9
9031.ENSGALP00000038950	Q05502
9031.ENSGALP00000003623	Q5ZJ60
9031.ENSGALP00000036587	Q9YIB9
9031.ENSGALP00000002814	Q5ZK09
9031.ENSGALP00000039165	P79987
9031.ENSGALP00000011539	P12902
9031.ENSGALP00000004319	Q5ZKF4
9031.ENSGALP00000009476	Q5ZJT1
9031.ENSGALP00000038170	P23228
9031.ENSGALP00000009094	P46692
9031.ENSGALP00000012387	Q02814
9031.ENSGALP00000019767	Q05916
9031.ENSGALP00000027541	Q9YH06
9031.ENSGALP00000017462	P26584
9031.ENSGALP00000034301	P35915
9031.ENSGALP00000000503	P02314
9031.ENSGALP00000031026	Q5ZIR5
9031.ENSGALP00000024163	P50223
9031.ENSGALP00000036970	P14791
9031.ENSGALP00000011796	O57601
9031.ENSGALP00000037563	Q90867
9031.ENSGALP00000037222	Q5ZI72
9031.ENSGALP00000034987	Q5ZIQ3
9031.ENSGALP00000017678	Q5ZJ27
9031.ENSGALP00000018579	Q8JHU0
9031.ENSGALP00000016363	Q5ZM33
9031.ENSGALP00000036116	P42324
9031.ENSGALP00000016919	O73888
9031.ENSGALP00000025150	P07354
9031.ENSGALP00000031748	Q9W719
9031.ENSGALP00000018245	Q90YK5
9031.ENSGALP00000029015	Q5ZHU0
9031.ENSGALP00000010096	Q76KB1
9031.ENSGALP00000018498	P11501
9031.ENSGALP00000037355	Q04619
9031.ENSGALP00000005167	Q5ZJG8
9031.ENSGALP00000031100	P38530
9031.ENSGALP00000039922	P38531
9031.ENSGALP00000019120	P08106
9031.ENSGALP00000040138	O73885
9031.ENSGALP00000010718	E1C2P3
9031.ENSGALP00000007248	Q5F4C0
9031.ENSGALP00000037025	P31258
9031.ENSGALP00000037022	Q90X25
9031.ENSGALP00000017983	O93353
9031.ENSGALP00000017984	P17277
9031.ENSGALP00000017991	Q90VZ9
9031.ENSGALP00000019381	Q98924
9031.ENSGALP00000021895	P31259
9031.ENSGALP00000021897	P23682
9031.ENSGALP00000000372	P14840
9031.ENSGALP00000021557	P14838
9031.ENSGALP00000027984	P23681
9031.ENSGALP00000015070	P24343
9031.ENSGALP00000015076	P24344
9031.ENSGALP00000015062	P13544
9031.ENSGALP00000037899	P17278
9031.ENSGALP00000026394	O57424
9031.ENSGALP00000017753	Q5ZM13
9031.ENSGALP00000039757	Q5ZLK7
9031.ENSGALP00000008814	Q7T2L7
9031.ENSGALP00000037367	P49705
9031.ENSGALP00000015560	Q5ZLX2
9031.ENSGALP00000001973	O42254
9031.ENSGALP00000017819	Q5ZLP8
9031.ENSGALP00000026307	Q5ZMS3
9031.ENSGALP00000014119	Q8JFP1
9031.ENSGALP00000039068	O73777
9031.ENSGALP00000038570	Q07460
9031.ENSGALP00000021594	P42165
9031.ENSGALP00000019312	Q90872
9031.ENSGALP00000038687	Q90873
9031.ENSGALP00000016086	P49708
9031.ENSGALP00000006033	B4ER10
9031.ENSGALP00000020787	P18254
9031.ENSGALP00000010570	P33717
9031.ENSGALP00000018493	Q98938
9031.ENSGALP00000016343	Q91974
9031.ENSGALP00000005196	Q5ZJB4
9031.ENSGALP00000021333	O42410
9031.ENSGALP00000002971	Q5ZLR2
9031.ENSGALP00000001310	Q6A2H4
9031.ENSGALP00000012772	Q8QFQ8
9031.ENSGALP00000019051	P08317
9031.ENSGALP00000034376	Q5ZML1
9031.ENSGALP00000025572	Q8JIR8
9031.ENSGALP00000036121	Q1XI86
9031.ENSGALP00000012176	P53352
9031.ENSGALP00000014665	Q5ZK36
9031.ENSGALP00000023298	Q5ZKY4
9031.ENSGALP00000018301	P43031
9031.ENSGALP00000036647	P27092
9031.ENSGALP00000039657	K9JA28
9031.ENSGALP00000028029	Q5ZMT9
9031.ENSGALP00000032298	Q5F3W2
9031.ENSGALP00000010567	P67970
9031.ENSGALP00000016456	Q5ZLS8
9031.ENSGALP00000002583	Q5ZIH0
9031.ENSGALP00000008442	Q5ZKU4
9031.ENSGALP00000015986	Q5ZL91
9031.ENSGALP00000026797	Q5ZKK2
9031.ENSGALP00000030342	Q8UVC3
9031.ENSGALP00000017451	O42411
9031.ENSGALP00000031871	O42412
9031.ENSGALP00000033955	P10184
9031.ENSGALP00000005544	P01005
9031.ENSGALP00000025326	Q90641
9031.ENSGALP00000016380	Q5ZIC8
9031.ENSGALP00000005019	Q5ZLQ4
9031.ENSGALP00000002242	Q90876
9031.ENSGALP00000031577	Q98925
9031.ENSGALP00000023072	Q90643
9031.ENSGALP00000009229	Q90871
9031.ENSGALP00000020553	Q5ZJ74
9031.ENSGALP00000018601	P85000
9031.ENSGALP00000032219	Q90615
9031.ENSGALP00000015231	P26007
9031.ENSGALP00000014220	P26009
9031.ENSGALP00000004173	P26008
9031.ENSGALP00000011559	P07228
9031.ENSGALP00000033775	Q90683
9031.ENSGALP00000029511	O42204
9031.ENSGALP00000005130	F1NLH9
9031.ENSGALP00000017582	Q5F480
9031.ENSGALP00000037587	Q75R65
9031.ENSGALP00000020711	Q5F363
9031.ENSGALP00000008687	Q5ZHV5
9031.ENSGALP00000002781	Q5ZMK5
9031.ENSGALP00000037247	P18870
9031.ENSGALP00000023567	Q5ZL54
9031.ENSGALP00000019400	Q5ZJ97
9031.ENSGALP00000019233	Q5F3L3
9031.ENSGALP00000033541	Q5ZJ26
9031.ENSGALP00000006090	Q6PVZ1
9031.ENSGALP00000006093	O93256
9031.ENSGALP00000026766	P33005
9031.ENSGALP00000006731	Q5ZM91
9031.ENSGALP00000006597	Q5ZIL9
9031.ENSGALP00000005390	Q5ZJW6
9031.ENSGALP00000003568	Q5ZJS0
9031.ENSGALP00000000597	Q7T199
9031.ENSGALP00000032335	Q9PWR1
9031.ENSGALP00000007506	F1NHE9
9031.ENSGALP00000007968	Q8AYS8
9031.ENSGALP00000020617	O73606
9031.ENSGALP00000030828	Q9PT84
9031.ENSGALP00000006967	P52186
9031.ENSGALP00000020449	Q90854
9031.ENSGALP00000038129	Q8QFV0
9031.ENSGALP00000018743	P05122
9031.ENSGALP00000025110	P11009
9031.ENSGALP00000013585	P70079
9031.ENSGALP00000004111	Q5ZJP7
9031.ENSGALP00000017049	Q5ZKE7
9031.ENSGALP00000025436	Q5ZIX8
9031.ENSGALP00000040038	Q5F3R2
9031.ENSGALP00000018369	O42235
9031.ENSGALP00000005166	Q8UUW7
9031.ENSGALP00000001290	Q5ZLK6
9031.ENSGALP00000023720	Q5ZKV8
9031.ENSGALP00000006656	Q90640
9031.ENSGALP00000025132	Q5ZII6
9031.ENSGALP00000011630	P04047
9031.ENSGALP00000022531	Q08156
9031.ENSGALP00000039221	Q5ZK13
9031.ENSGALP00000009607	Q5ZLD3
9031.ENSGALP00000035998	Q5F3N5
9031.ENSGALP00000026313	Q5ZJU2
9031.ENSGALP00000023342	Q5ZKD9
9031.ENSGALP00000017779	Q5ZI33
9031.ENSGALP00000008105	Q5ZL26
9031.ENSGALP00000034108	P00548
9031.ENSGALP00000014961	P20308
9031.ENSGALP00000029198	P04458
9031.ENSGALP00000039996	P02450
9031.ENSGALP00000039998	P20307
9031.ENSGALP00000040228	O13152
9031.ENSGALP00000017378	Q5F3L1
9031.ENSGALP00000000497	P18652
9031.ENSGALP00000032170	F1N9Y5
9031.ENSGALP00000019799	Q90631
9031.ENSGALP00000020184	Q1HGK7
9031.ENSGALP00000039652	Q5ZIU8
9031.ENSGALP00000034781	Q5ZJX0
9031.ENSGALP00000033381	P20763
9031.ENSGALP00000029583	P05300
9031.ENSGALP00000013946	Q90617
9031.ENSGALP00000036077	Q5ZML7
9031.ENSGALP00000037568	Q66PG4
9031.ENSGALP00000020480	Q66PG3
9031.ENSGALP00000014722	Q5ZM46
9031.ENSGALP00000037953	P23913
9031.ENSGALP00000014726	Q5F3X0
9031.ENSGALP00000023253	Q5ZJK5
9031.ENSGALP00000038620	O42252
9031.ENSGALP00000023335	Q9W676
9031.ENSGALP00000010167	P00340
9031.ENSGALP00000021618	P00337
9031.ENSGALP00000027337	Q9PUU8
9031.ENSGALP00000020275	P07583
9031.ENSGALP00000018694	P23668
9031.ENSGALP00000014335	Q5ZHQ2
9031.ENSGALP00000025284	Q5ZK33
9031.ENSGALP00000006798	O12971
9031.ENSGALP00000008672	P53411
9031.ENSGALP00000002660	P53412
9031.ENSGALP00000003475	Q90881
9031.ENSGALP00000004263	Q50L44
9031.ENSGALP00000001609	Q8QFP8
9031.ENSGALP00000011249	P53666
9031.ENSGALP00000036876	Q1PRL4
9031.ENSGALP00000031928	Q5ZJQ3
9031.ENSGALP00000039371	Q5F425
9031.ENSGALP00000036979	P11602
9031.ENSGALP00000009354	Q9PTR5
9031.ENSGALP00000005086	Q8QGW7
9031.ENSGALP00000024632	Q8UVV7
9031.ENSGALP00000030038	Q5ZHK9
9031.ENSGALP00000031013	Q5ZI05
9031.ENSGALP00000021784	Q5F3F5
9031.ENSGALP00000001451	E1C2V1
9031.ENSGALP00000030628	Q7ZUA6
9031.ENSGALP00000039613	Q5ZKZ9
9031.ENSGALP00000036945	P14731
9031.ENSGALP00000034565	P14732
9031.ENSGALP00000001374	P53413
9031.ENSGALP00000000528	Q45KJ5
9031.ENSGALP00000024814	Q45KJ4
9031.ENSGALP00000000547	E1C3U7
9031.ENSGALP00000011857	Q5F464
9031.ENSGALP00000018412	Q5ZLN0
9031.ENSGALP00000004528	Q5ZI11
9031.ENSGALP00000012427	Q5F334
9031.ENSGALP00000017370	Q98931
9031.ENSGALP00000024292	Q98919
9031.ENSGALP00000011420	Q5ZJD3
9031.ENSGALP00000014790	Q90674
9031.ENSGALP00000025437	E1C231
9031.ENSGALP00000000069	Q5ZIP2
9031.ENSGALP00000018370	P51890
9031.ENSGALP00000033381	P04210
9031.ENSGALP00000025978	Q90986
9031.ENSGALP00000020856	Q90890
9031.ENSGALP00000027012	P27042
9031.ENSGALP00000016177	P00698
9031.ENSGALP00000023566	Q5ZKK0
9031.ENSGALP00000004109	Q5ZKW2
9031.ENSGALP00000022671	P28318
9031.ENSGALP00000021704	Q5F398
9031.ENSGALP00000039374	Q90888
9031.ENSGALP00000020036	Q90595
9031.ENSGALP00000011799	Q90889
9031.ENSGALP00000006645	Q90596
9031.ENSGALP00000002804	Q5F488
9031.ENSGALP00000012744	Q5ZJ06
9031.ENSGALP00000019961	Q5ZIM5
9031.ENSGALP00000022496	Q5ZIA2
9031.ENSGALP00000010754	Q5ZLC7
9031.ENSGALP00000024507	Q5ZKK1
9031.ENSGALP00000010450	E1BZ85
9031.ENSGALP00000011138	Q5ZJ41
9031.ENSGALP00000000760	P05099
9031.ENSGALP00000026536	O42401
9031.ENSGALP00000029145	Q5ZJX7
9031.ENSGALP00000027507	Q8AY65
9031.ENSGALP00000023564	Q5F336
9031.ENSGALP00000016852	Q5ZKW9
9031.ENSGALP00000026423	Q5ZKL6
9031.ENSGALP00000022146	P15720
9031.ENSGALP00000019263	Q5ZIE8
9031.ENSGALP00000026858	Q5ZMN2
9031.ENSGALP00000014958	I0IUP3
9031.ENSGALP00000023968	I0IUP4
9031.ENSGALP00000037974	Q5ZJV4
9031.ENSGALP00000016283	Q8QHI2
9031.ENSGALP00000013855	Q5ZI42
9031.ENSGALP00000007380	Q4KWZ6
9031.ENSGALP00000016475	Q0WYX8
9031.ENSGALP00000014374	Q5ZME2
9031.ENSGALP00000016088	Q5ZMW6
9031.ENSGALP00000027778	Q5ZID1
9031.ENSGALP00000005490	Q5ZKY9
9031.ENSGALP00000038549	Q800L3
9031.ENSGALP00000021958	Q5F3M0
9031.ENSGALP00000033241	Q9W6U8
9031.ENSGALP00000010323	Q5ZKK4
9031.ENSGALP00000019558	Q5ZK35
9031.ENSGALP00000023989	Q5ZIA0
9031.ENSGALP00000000540	Q5ZHP8
9031.ENSGALP00000011398	Q5ZMH6
9031.ENSGALP00000013568	P55080
9031.ENSGALP00000032398	P50594
9031.ENSGALP00000019149	O42413
9031.ENSGALP00000027001	Q5F407
9031.ENSGALP00000000302	Q9DGD1
9031.ENSGALP00000002233	Q5ZIJ9
9031.ENSGALP00000011291	Q5ZK55
9031.ENSGALP00000022597	E1BW58
9031.ENSGALP00000018090	Q5ZKT9
9031.ENSGALP00000010214	Q02960
9031.ENSGALP00000010210	P08940
9031.ENSGALP00000007525	Q9W6H0
9031.ENSGALP00000005362	Q5ZM73
9031.ENSGALP00000003923	Q5ZM83
9031.ENSGALP00000002491	Q1T769
9031.ENSGALP00000038014	O73592
9031.ENSGALP00000007460	Q5F3W3
9031.ENSGALP00000022313	P79996
9031.ENSGALP00000032010	P24052
9031.ENSGALP00000039262	P02604
9031.ENSGALP00000039262	P02605
9031.ENSGALP00000008730	P02606
9031.ENSGALP00000000815	P09540
9031.ENSGALP00000034439	P02610
9031.ENSGALP00000002761	P02611
9031.ENSGALP00000034131	P02612
9031.ENSGALP00000030296	P24032
9031.ENSGALP00000016616	Q5ZL21
9031.ENSGALP00000020355	Q5ZKP2
9031.ENSGALP00000005656	Q90611
9031.ENSGALP00000024966	E1C2Z0
9031.ENSGALP00000004598	Q5ZIH2
9031.ENSGALP00000029812	Q2YHT7
9031.ENSGALP00000029813	Q2YHT5
9031.ENSGALP00000024805	P10741
9031.ENSGALP00000020054	Q90632
9031.ENSGALP00000004297	P57788
9031.ENSGALP00000005024	Q5ZJU0
9031.ENSGALP00000034399	Q9PRP6
9031.ENSGALP00000002366	Q5ZKD7
9031.ENSGALP00000004587	Q98ST7
9031.ENSGALP00000001932	Q90891
9031.ENSGALP00000022355	Q5ZK82
9031.ENSGALP00000026310	Q02173
9031.ENSGALP00000035634	Q9IAM7
9031.ENSGALP00000010735	Q5F364
9031.ENSGALP00000033978	Q5ZHX5
9031.ENSGALP00000026522	Q9DEQ9
9031.ENSGALP00000015550	Q5ZLL6
9031.ENSGALP00000002621	Q76MS9
9031.ENSGALP00000004650	P28362
9031.ENSGALP00000022034	Q5ZKA5
9031.ENSGALP00000025725	Q5ZJC8
9031.ENSGALP00000000402	Q9PTD5
9031.ENSGALP00000027747	Q5ZIV1
9031.ENSGALP00000012257	Q5F452
9031.ENSGALP00000012691	Q5ZLP2
9031.ENSGALP00000021000	Q91955
9031.ENSGALP00000022058	P49285
9031.ENSGALP00000027791	P51050
9031.ENSGALP00000006683	Q5ZKW0
9031.ENSGALP00000010852	Q98UI9
9031.ENSGALP00000032057	F1NBL0
9031.ENSGALP00000025318	Q8AXY6
9031.ENSGALP00000034500	Q90WI4
9031.ENSGALP00000025952	Q90597
9031.ENSGALP00000024981	P52550
9031.ENSGALP00000033926	Q03237
9031.ENSGALP00000022584	P01103
9031.ENSGALP00000026259	P01109
9031.ENSGALP00000009551	A5HNF6
9031.ENSGALP00000030022	Q08856
9031.ENSGALP00000020457	P02197
9031.ENSGALP00000032964	P10587
9031.ENSGALP00000039268	P02565
9031.ENSGALP00000019112	P11799
9031.ENSGALP00000008214	Q5ZLA6
9031.ENSGALP00000007352	Q02440
9031.ENSGALP00000031021	Q9I8D1
9031.ENSGALP00000000227	P17920
9031.ENSGALP00000032013	Q90688
9031.ENSGALP00000016789	Q90623
9031.ENSGALP00000024742	P29616
9031.ENSGALP00000037248	Q5F3F2
9031.ENSGALP00000001425	P13538
9031.ENSGALP00000006197	Q5ZLE9
9031.ENSGALP00000022701	Q5ZLT3
9031.ENSGALP00000027624	Q5ZKT6
9031.ENSGALP00000020543	Q5ZHV2
9031.ENSGALP00000006591	Q5ZMA6
9031.ENSGALP00000019396	Q90744
9031.ENSGALP00000008162	Q5ZI27
9031.ENSGALP00000007554	Q5ZJI6
9031.ENSGALP00000008475	Q5ZHX7
9031.ENSGALP00000038858	Q90YC9
9031.ENSGALP00000025599	Q9DE07
9031.ENSGALP00000009403	Q5ZMV3
9031.ENSGALP00000021767	P62758
9031.ENSGALP00000012710	P13590
9031.ENSGALP00000003250	Q5ZJZ6
9031.ENSGALP00000009225	Q5ZKR5
9031.ENSGALP00000040059	Q5ZIG0
9031.ENSGALP00000012102	Q9IAL8
9031.ENSGALP00000024281	Q9IAL7
9031.ENSGALP00000020720	P62167
9031.ENSGALP00000023851	Q76I89
9031.ENSGALP00000039395	Q5ZMC9
9031.ENSGALP00000014468	P79765
9031.ENSGALP00000040481	P79766
9031.ENSGALP00000034078	O57535
9031.ENSGALP00000024097	P48306
9031.ENSGALP00000018497	Q9W6V2
9031.ENSGALP00000037995	Q90827
9031.ENSGALP00000002724	Q90610
9031.ENSGALP00000014976	Q90923
9031.ENSGALP00000015400	Q90935
9031.ENSGALP00000022811	P24787
9031.ENSGALP00000009067	P35608
9031.ENSGALP00000019444	Q5ZL67
9031.ENSGALP00000034591	O42414
9031.ENSGALP00000017748	P17923
9031.ENSGALP00000008721	P17924
9031.ENSGALP00000024495	Q90Z72
9031.ENSGALP00000020084	Q04861
9031.ENSGALP00000009054	P98150
9031.ENSGALP00000000422	P16053
9031.ENSGALP00000020733	P25207
9031.ENSGALP00000004030	P05200
9031.ENSGALP00000018418	Q5ZJM3
9031.ENSGALP00000032451	Q5ZI67
9031.ENSGALP00000012367	Q5ZM14
9031.ENSGALP00000004542	Q90788
9031.ENSGALP00000017306	Q07598
9031.ENSGALP00000012689	Q5ZID0
9031.ENSGALP00000031462	P34963
9031.ENSGALP00000031993	Q5ZMM1
9031.ENSGALP00000003557	Q5ZJC7
9031.ENSGALP00000003955	Q9IAK4
9031.ENSGALP00000004907	O93525
9031.ENSGALP00000005775	Q5ZL79
9031.ENSGALP00000034026	Q90703
9031.ENSGALP00000025912	P28686
9031.ENSGALP00000035797	Q5ZQU2
9031.ENSGALP00000038643	Q5ZKD4
9031.ENSGALP00000034087	P16039
9031.ENSGALP00000015084	Q9DDN6
9031.ENSGALP00000017870	P28673
9031.ENSGALP00000003413	O42101
9031.ENSGALP00000018625	P51027
9031.ENSGALP00000015476	P35331
9031.ENSGALP00000037095	Q90667
9031.ENSGALP00000024830	Q05199
9031.ENSGALP00000011550	P79795
9031.ENSGALP00000020552	P55807
9031.ENSGALP00000014816	Q9DDD0
9031.ENSGALP00000014816	D0PRN2
9031.ENSGALP00000017108	D0PRN3
9031.ENSGALP00000017108	D0PRN4
9031.ENSGALP00000038618	Q5ZK10
9031.ENSGALP00000024159	Q8QFP1
9031.ENSGALP00000021294	Q5ZLV4
9031.ENSGALP00000001985	Q5S7W5
9031.ENSGALP00000016235	Q5ZJH8
9031.ENSGALP00000027867	P25433
9031.ENSGALP00000008999	A7M7B9
9031.ENSGALP00000021606	Q91009
9031.ENSGALP00000020539	Q91987
9031.ENSGALP00000034612	P18936
9031.ENSGALP00000034613	P18937
9031.ENSGALP00000034619	P18938
9031.ENSGALP00000034620	P18942
9031.ENSGALP00000034621	P18939
9031.ENSGALP00000034622	P18940
9031.ENSGALP00000034624	P18941
9031.ENSGALP00000003634	Q5ZKV4
9031.ENSGALP00000012472	P15771
9031.ENSGALP00000001315	Q5ZIN1
9031.ENSGALP00000005436	Q76I90
9031.ENSGALP00000037064	Q5ZI22
9031.ENSGALP00000013962	Q5ZJU5
9031.ENSGALP00000013119	Q5ZLH0
9031.ENSGALP00000010848	Q71SY6
9031.ENSGALP00000040427	O42148
9031.ENSGALP00000017973	Q5ZJD9
9031.ENSGALP00000017755	F1NSM7
9031.ENSGALP00000015618	Q90YI1
9031.ENSGALP00000008132	Q5ZKH8
9031.ENSGALP00000015171	Q5ZM25
9031.ENSGALP00000039614	P37067
9031.ENSGALP00000039616	P37068
9031.ENSGALP00000039614	P37069
9031.ENSGALP00000007044	P37070
9031.ENSGALP00000007044	P37071
9031.ENSGALP00000007016	P37072
9031.ENSGALP00000005720	Q98913
9031.ENSGALP00000007042	Q98914
9031.ENSGALP00000003021	Q25C36
9031.ENSGALP00000011569	Q5F499
9031.ENSGALP00000004483	P28683
9031.ENSGALP00000007864	P51475
9031.ENSGALP00000022287	Q90Z16
9031.ENSGALP00000002837	Q5ZLW2
9031.ENSGALP00000023544	Q5ZIU0
9031.ENSGALP00000038313	P48440
9031.ENSGALP00000037348	Q5ZJJ9
9031.ENSGALP00000017754	P23498
9031.ENSGALP00000026160	Q9YHY9
9031.ENSGALP00000014195	Q9I8P6
9031.ENSGALP00000039556	Q5F3A6
9031.ENSGALP00000025612	Q5ZIP6
9031.ENSGALP00000030390	P01013
9031.ENSGALP00000036399	P01014
9031.ENSGALP00000036403	P01012
9031.ENSGALP00000036402	P20740
9031.ENSGALP00000001025	Q5ZL18
9031.ENSGALP00000026146	Q5F3G6
9031.ENSGALP00000016845	P34996
9031.ENSGALP00000027948	Q98907
9031.ENSGALP00000026875	Q5ZI82
9031.ENSGALP00000005318	Q5F368
9031.ENSGALP00000011808	Q6JHU7
9031.ENSGALP00000006885	P16924
9031.ENSGALP00000010783	Q5ZLK5
9031.ENSGALP00000023196	Q5ZIK0
9031.ENSGALP00000011588	Q5ZMS2
9031.ENSGALP00000038517	P49147
9031.ENSGALP00000027934	Q5ZK69
9031.ENSGALP00000026919	Q90678
9031.ENSGALP00000003912	Q5ZJS6
9031.ENSGALP00000033085	Q8JHZ8
9031.ENSGALP00000002861	Q9YGL6
9031.ENSGALP00000004379	Q5F450
9031.ENSGALP00000020788	Q5ZKL9
9031.ENSGALP00000000741	Q8UW59
9031.ENSGALP00000038037	P26446
9031.ENSGALP00000039329	P47237
9031.ENSGALP00000037011	P55166
9031.ENSGALP00000011713	P49024
9031.ENSGALP00000002412	Q90941
9031.ENSGALP00000004315	Q0ZM14
9031.ENSGALP00000020406	E1C6Q1
9031.ENSGALP00000012342	P05153
9031.ENSGALP00000039055	Q9PU36
9031.ENSGALP00000024559	Q5ZMR3
9031.ENSGALP00000040305	Q9DEA3
9031.ENSGALP00000015413	Q5ZIV5
9031.ENSGALP00000014143	Q98TX3
9031.ENSGALP00000028895	Q5ZID2
9031.ENSGALP00000010688	P52731
9031.ENSGALP00000015259	Q9I946
9031.ENSGALP00000011689	P09102
9031.ENSGALP00000013574	Q8JG64
9031.ENSGALP00000010792	Q9PW72
9031.ENSGALP00000023059	Q5F3V3
9031.ENSGALP00000027519	Q5F3U9
9031.ENSGALP00000006670	Q5ZIK2
9031.ENSGALP00000035187	Q5ZK01
9031.ENSGALP00000028267	Q5ZIW1
9031.ENSGALP00000039788	P00793
9031.ENSGALP00000000593	P16476
9031.ENSGALP00000008844	Q8QGQ8
9031.ENSGALP00000036282	Q5ZMQ9
9031.ENSGALP00000038677	Q5ZLN1
9031.ENSGALP00000037775	P07898
9031.ENSGALP00000009175	Q9PUF6
9031.ENSGALP00000008111	P27607
9031.ENSGALP00000012878	P51903
9031.ENSGALP00000011616	Q5ZHN9
9031.ENSGALP00000009453	Q5F4B1
9031.ENSGALP00000038260	Q5ZKN2
9031.ENSGALP00000020751	Q801X6
9031.ENSGALP00000004518	F1N8V3
9031.ENSGALP00000023634	Q5ZLY0
9031.ENSGALP00000023446	Q5ZMN3
9031.ENSGALP00000001750	P84173
9031.ENSGALP00000013177	Q5F495
9031.ENSGALP00000001955	O73884
9031.ENSGALP00000038897	Q5ZKN3
9031.ENSGALP00000025199	Q98ST6
9031.ENSGALP00000012779	Q5F356
9031.ENSGALP00000037435	Q5ZJ58
9031.ENSGALP00000037081	Q5F380
9031.ENSGALP00000036798	Q5F3N1
9031.ENSGALP00000001860	Q5ZIB8
9031.ENSGALP00000024943	Q9YGL7
9031.ENSGALP00000036884	O93385
9031.ENSGALP00000004162	A6N7Y9
9031.ENSGALP00000020742	Q5ZKU8
9031.ENSGALP00000003394	Q5F3S2
9031.ENSGALP00000025718	Q5ZLY5
9031.ENSGALP00000021899	Q5F3C8
9031.ENSGALP00000002831	Q5ZKU0
9031.ENSGALP00000024806	Q58NQ5
9031.ENSGALP00000021386	Q2VRL0
9031.ENSGALP00000007204	P24802
9031.ENSGALP00000004164	P19179
9031.ENSGALP00000023540	Q98917
9031.ENSGALP00000018758	Q5NDE8
9031.ENSGALP00000014788	Q5F414
9031.ENSGALP00000039675	Q5ZMB7
9031.ENSGALP00000029768	P15143
9031.ENSGALP00000039359	O57604
9031.ENSGALP00000037229	Q90952
9031.ENSGALP00000024812	Q9DG23
9031.ENSGALP00000024812	Q9DG25
9031.ENSGALP00000014206	P62597
9031.ENSGALP00000031272	P62207
9031.ENSGALP00000016689	P48463
9031.ENSGALP00000032688	Q5ZMU6
9031.ENSGALP00000032046	Q5F471
9031.ENSGALP00000026345	Q5ZKG5
9031.ENSGALP00000038334	Q92058
9031.ENSGALP00000016203	Q5ZKL5
9031.ENSGALP00000039478	P24367
9031.ENSGALP00000013375	Q5ZLV2
9031.ENSGALP00000023978	P26677
9031.ENSGALP00000014507	Q5ZL12
9031.ENSGALP00000028073	Q5F433
9031.ENSGALP00000016629	P0CB50
9031.ENSGALP00000004816	Q5ZJF4
9031.ENSGALP00000027736	P07812
9031.ENSGALP00000040285	P27177
9031.ENSGALP00000024527	Q8QGX4
9031.ENSGALP00000004724	Q90673
9031.ENSGALP00000020651	P14676
9031.ENSGALP00000015911	Q91018
9031.ENSGALP00000016098	O42281
9031.ENSGALP00000026730	Q5ZI49
9031.ENSGALP00000023659	Q5F3I0
9031.ENSGALP00000005255	Q05437
9031.ENSGALP00000006722	Q90963
9031.ENSGALP00000017347	Q90732
9031.ENSGALP00000006943	Q589G5
9031.ENSGALP00000020426	P80026
9031.ENSGALP00000040286	P19753
9031.ENSGALP00000005475	P43305
9031.ENSGALP00000038830	O42265
9031.ENSGALP00000008224	O13268
9031.ENSGALP00000024326	Q5XXA9
9031.ENSGALP00000012404	Q5F418
9031.ENSGALP00000015151	Q4JIM4
9031.ENSGALP00000032555	Q90X07
9031.ENSGALP00000035658	Q5ZK88
9031.ENSGALP00000020572	Q90693
9031.ENSGALP00000029396	P17251
9031.ENSGALP00000008579	P15743
9031.ENSGALP00000014004	Q91048
9031.ENSGALP00000033730	Q90687
9031.ENSGALP00000012986	O13016
9031.ENSGALP00000020998	P32760
9031.ENSGALP00000011605	Q98936
9031.ENSGALP00000002193	Q6YI48
9031.ENSGALP00000025730	Q5ZM65
9031.ENSGALP00000006841	E1BYA3
9031.ENSGALP00000000832	Q2VB19
9031.ENSGALP00000022273	P28173
9031.ENSGALP00000025711	P21872
9031.ENSGALP00000022269	P38024
9031.ENSGALP00000037110	P21265
9031.ENSGALP00000005643	P31335
9031.ENSGALP00000024759	P08938
9031.ENSGALP00000026651	Q5F3Z1
