9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000027820	Q5E9C1
9913.ENSBTAP00000016642	Q3T0P5
9913.ENSBTAP00000027820	O75601
9913.ENSBTAP00000005042	P35384
9913.ENSBTAP00000027941	P00432
9913.ENSBTAP00000036650	P07688
9913.ENSBTAP00000014735	Q3ZCJ8
9913.ENSBTAP00000010022	P80209
9913.ENSBTAP00000014593	Q3T0I2
9913.ENSBTAP00000028016	Q5E968
9913.ENSBTAP00000022710	P25975
9913.ENSBTAP00000022710	Q5E998
9913.ENSBTAP00000022774	P25326
9913.ENSBTAP00000025007	P05689
9913.ENSBTAP00000023751	P79132
9913.ENSBTAP00000054207	Q66WT7
9913.ENSBTAP00000030761	Q2KI43
9913.ENSBTAP00000007972	Q0VCC0
9913.ENSBTAP00000042551	A4FUA8
9913.ENSBTAP00000005324	Q5E997
9913.ENSBTAP00000022529	Q3SYX3
9913.ENSBTAP00000025606	A3KN05
9913.ENSBTAP00000002474	Q1JPL0
9913.ENSBTAP00000054929	A4IFR8
9913.ENSBTAP00000041595	Q3SZR5
9913.ENSBTAP00000009010	A6QQL5
9913.ENSBTAP00000014020	Q32KX9
9913.ENSBTAP00000056097	A8NIX5
9913.ENSBTAP00000023402	E1BF81
9913.ENSBTAP00000020212	P86437
9913.ENSBTAP00000014103	Q17QF9
9913.ENSBTAP00000009745	P00730
9913.ENSBTAP00000000580	P00732
9913.ENSBTAP00000009300	Q2KIG3
9913.ENSBTAP00000033443	E1B9D8
9913.ENSBTAP00000017831	Q58CX9
9913.ENSBTAP00000021955	P04836
9913.ENSBTAP00000032859	Q2KJ83
9913.ENSBTAP00000025539	Q0II73
9913.ENSBTAP00000015799	Q17QK3
9913.ENSBTAP00000031784	Q3SZD7
9913.ENSBTAP00000029363	A4IFA7
9913.ENSBTAP00000008651	Q8MJK1
9913.ENSBTAP00000002457	Q29S20
9913.ENSBTAP00000041196	Q32PB5
9913.ENSBTAP00000018160	Q2T9Y1
9913.ENSBTAP00000010480	Q0VCL9
9913.ENSBTAP00000006865	A7E369
9913.ENSBTAP00000027472	Q2YDN4
9913.ENSBTAP00000015303	Q1LZ89
9913.ENSBTAP00000015165	Q2NL23
9913.ENSBTAP00000018801	Q3SZX9
9913.ENSBTAP00000004187	Q3SZB5
9913.ENSBTAP00000006040	Q2TBV6
9913.ENSBTAP00000017295	A2VE00
9913.ENSBTAP00000003269	Q5EA37
9913.ENSBTAP00000034619	Q17QR4
9913.ENSBTAP00000055855	Q0VCP9
9913.ENSBTAP00000010785	A7MBH5
9913.ENSBTAP00000044423	Q32LM7
9913.ENSBTAP00000023660	Q0P5D1
9913.ENSBTAP00000002776	A4IFI1
9913.ENSBTAP00000047500	Q2T9U9
9913.ENSBTAP00000016009	A1A4P9
9913.ENSBTAP00000043167	Q2YDH9
9913.ENSBTAP00000015213	Q2T9Z6
9913.ENSBTAP00000003098	Q0VC19
9913.ENSBTAP00000006718	Q17QL5
9913.ENSBTAP00000018165	Q2T9P5
9913.ENSBTAP00000042324	Q1RMI8
9913.ENSBTAP00000040566	Q32LJ0
9913.ENSBTAP00000008601	Q3SZX8
9913.ENSBTAP00000056529	E1BM70
9913.ENSBTAP00000024503	A6QQM8
9913.ENSBTAP00000017844	Q5E9Q3
9913.ENSBTAP00000000022	Q05B58
9913.ENSBTAP00000055319	Q29RU3
9913.ENSBTAP00000014792	A4FUI1
9913.ENSBTAP00000043247	Q2T9W3
9913.ENSBTAP00000021022	Q2TA16
9913.ENSBTAP00000040454	A6QNP9
9913.ENSBTAP00000026466	Q0II65
9913.ENSBTAP00000018512	Q2HJ91
9913.ENSBTAP00000014789	Q2TA00
9913.ENSBTAP00000018897	Q2TBX7
9913.ENSBTAP00000000582	Q29RS0
9913.ENSBTAP00000017326	Q2KIZ9
9913.ENSBTAP00000051759	Q2T9P9
9913.ENSBTAP00000009930	Q08DE1
9913.ENSBTAP00000001841	Q0VD05
9913.ENSBTAP00000016072	A5PJG7
9913.ENSBTAP00000017320	P41520
9913.ENSBTAP00000005406	Q9TTS6
9913.ENSBTAP00000028430	Q8SQB1
9913.ENSBTAP00000013146	P28291
9913.ENSBTAP00000035305	Q8SQA6
9913.ENSBTAP00000009446	Q17QA1
9913.ENSBTAP00000009463	O97919
9913.ENSBTAP00000018757	Q09141
9913.ENSBTAP00000006503	P30274
9913.ENSBTAP00000025670	Q1LZG6
9913.ENSBTAP00000006943	O77689
9913.ENSBTAP00000037680	Q3ZCK5
9913.ENSBTAP00000023277	Q2KI22
9913.ENSBTAP00000022145	Q0P5D3
9913.ENSBTAP00000035894	Q3MHH5
9913.ENSBTAP00000006455	Q5E9K7
9913.ENSBTAP00000034530	A5PK16
9913.ENSBTAP00000008669	Q5E9I1
9913.ENSBTAP00000034897	Q3ZBL9
9913.ENSBTAP00000007703	Q6T8E9
9913.ENSBTAP00000010652	Q2HJ17
9913.ENSBTAP00000052953	Q5MD62
9913.ENSBTAP00000008096	Q0II78
9913.ENSBTAP00000026390	Q1RMS0
9913.ENSBTAP00000004259	Q0VD30
9913.ENSBTAP00000046997	Q2YDG2
9913.ENSBTAP00000026815	A2VDY4
9913.ENSBTAP00000023103	Q17QE0
9913.ENSBTAP00000044861	Q2KIR0
9913.ENSBTAP00000044812	Q0II83
9913.ENSBTAP00000045756	Q2T9M0
9913.ENSBTAP00000041976	A0JNN8
9913.ENSBTAP00000025992	Q2YDG3
9913.ENSBTAP00000020009	Q95122
9913.ENSBTAP00000051660	Q3ZBH3
9913.ENSBTAP00000000097	Q9BH13
9913.ENSBTAP00000009792	Q28071
9913.ENSBTAP00000050116	A8WH74
9913.ENSBTAP00000005777	A6QNY1
9913.ENSBTAP00000023750	P26201
9913.ENSBTAP00000022777	A6H754
9913.ENSBTAP00000015173	Q2KHY8
9913.ENSBTAP00000008462	Q28072
9913.ENSBTAP00000020859	Q28073
9913.ENSBTAP00000044200	Q28074
9913.ENSBTAP00000048925	Q29423
9913.ENSBTAP00000048646	Q9N0K1
9913.ENSBTAP00000008479	Q58DM3
9913.ENSBTAP00000052270	Q28199
9913.ENSBTAP00000018258	P19238
9913.ENSBTAP00000015829	Q9XSK2
9913.ENSBTAP00000002451	P40293
9913.ENSBTAP00000054606	Q3ZCD0
9913.ENSBTAP00000028175	P31783
9913.ENSBTAP00000019643	P30932
9913.ENSBTAP00000011540	A1A4R8
9913.ENSBTAP00000019191	Q3SZT7
9913.ENSBTAP00000003533	A7Z061
9913.ENSBTAP00000026654	Q2KJC1
9913.ENSBTAP00000054520	Q29RT4
9913.ENSBTAP00000004495	Q32PH1
9913.ENSBTAP00000001628	Q8WN91
9913.ENSBTAP00000037343	Q58D45
9913.ENSBTAP00000044609	Q2TBL8
9913.ENSBTAP00000002005	E1BB50
9913.ENSBTAP00000002003	E1BB52
9913.ENSBTAP00000013337	P48734
9913.ENSBTAP00000005252	Q5E9Y0
9913.ENSBTAP00000009420	Q32KY4
9913.ENSBTAP00000010212	Q02399
9913.ENSBTAP00000006162	Q5EAB2
9913.ENSBTAP00000002738	Q58CN7
9913.ENSBTAP00000002652	Q2KJD8
9913.ENSBTAP00000014209	Q29RV0
9913.ENSBTAP00000023186	Q3SZU4
9913.ENSBTAP00000010609	Q0VCH3
9913.ENSBTAP00000041523	Q2YDL7
9913.ENSBTAP00000007970	A0JNC1
9913.ENSBTAP00000016958	Q0II29
9913.ENSBTAP00000044410	Q17QJ2
9913.ENSBTAP00000055335	Q3ZBS1
9913.ENSBTAP00000009815	A4FUB0
9913.ENSBTAP00000020727	Q3ZBG8
9913.ENSBTAP00000020555	Q3T146
9913.ENSBTAP00000041320	A0JN62
9913.ENSBTAP00000005450	Q9TU23
9913.ENSBTAP00000023345	Q3T0B9
9913.ENSBTAP00000033941	Q29461
9913.ENSBTAP00000011718	Q28153
9913.ENSBTAP00000033756	Q08E07
9913.ENSBTAP00000032584	P30122
9913.ENSBTAP00000032858	P49449
9913.ENSBTAP00000036669	Q3T0L1
9913.ENSBTAP00000009094	Q5EA18
9913.ENSBTAP00000013133	Q2TBH1
9913.ENSBTAP00000015452	Q32LL9
9913.ENSBTAP00000032880	Q3ZBK8
9913.ENSBTAP00000017996	Q2TBR7
9913.ENSBTAP00000005369	Q2NKU0
9913.ENSBTAP00000017558	A6H7C9
9913.ENSBTAP00000009747	F1MUG2
9913.ENSBTAP00000026720	Q08DB0
9913.ENSBTAP00000046049	Q865V0
9913.ENSBTAP00000000109	Q3ZBF8
9913.ENSBTAP00000004459	Q5E9R6
9913.ENSBTAP00000052557	Q32LE3
9913.ENSBTAP00000010319	Q2TBN3
9913.ENSBTAP00000042087	A2VDZ5
9913.ENSBTAP00000035760	Q32KT5
9913.ENSBTAP00000023768	Q2TBK0
9913.ENSBTAP00000018677	Q29RL1
9913.ENSBTAP00000018422	Q6B857
9913.ENSBTAP00000000705	Q3ZC62
9913.ENSBTAP00000017582	Q2KJH5
9913.ENSBTAP00000009800	P81187
9913.ENSBTAP00000055802	Q3T0A3
9913.ENSBTAP00000029340	Q28085
9913.ENSBTAP00000020504	Q8HXY9
9913.ENSBTAP00000012929	O02751
9913.ENSBTAP00000049907	P35071
9913.ENSBTAP00000012469	Q1LZE8
9913.ENSBTAP00000054426	Q3SZA2
9913.ENSBTAP00000046417	A0JNL1
9913.ENSBTAP00000022295	Q2T9X5
9913.ENSBTAP00000001184	E1BGN7
9913.ENSBTAP00000056275	Q58DW2
9913.ENSBTAP00000044556	Q5E969
9913.ENSBTAP00000001168	Q2KID8
9913.ENSBTAP00000053773	E1BC52
9913.ENSBTAP00000002838	Q0VCV7
9913.ENSBTAP00000005411	Q2NL11
9913.ENSBTAP00000006544	A8E4L3
9913.ENSBTAP00000016712	P61603
9913.ENSBTAP00000024253	P30922
9913.ENSBTAP00000055431	P31081
9913.ENSBTAP00000025922	Q0IIH4
9913.ENSBTAP00000028386	Q27972
9913.ENSBTAP00000044513	Q17Q91
9913.ENSBTAP00000027762	Q3B7N1
9913.ENSBTAP00000000324	Q95M17
9913.ENSBTAP00000010556	Q17QN0
9913.ENSBTAP00000014794	P32749
9913.ENSBTAP00000010436	Q3SX42
9913.ENSBTAP00000008352	A2VDY3
9913.ENSBTAP00000018071	Q58CS7
9913.ENSBTAP00000038767	Q3SYS6
9913.ENSBTAP00000003236	Q1LZE6
9913.ENSBTAP00000018100	Q29RL2
9913.ENSBTAP00000033800	Q3SYW9
9913.ENSBTAP00000035640	Q2HJG7
9913.ENSBTAP00000013970	P00794
9913.ENSBTAP00000018807	Q2NKS9
9913.ENSBTAP00000008492	Q1JP73
9913.ENSBTAP00000048776	Q5EA48
9913.ENSBTAP00000032531	Q32P67
9913.ENSBTAP00000044717	Q32L77
9913.ENSBTAP00000020797	Q32PJ6
9913.ENSBTAP00000028350	Q17QE5
9913.ENSBTAP00000013524	Q3T191
9913.ENSBTAP00000010479	F1MN90
9913.ENSBTAP00000014592	A6H7E2
9913.ENSBTAP00000004739	Q3ZBU2
9913.ENSBTAP00000039580	Q05B71
9913.ENSBTAP00000030624	Q2HJ53
9913.ENSBTAP00000005730	Q29RK1
9913.ENSBTAP00000055749	Q9BDI3
9913.ENSBTAP00000014907	Q0VCT9
9913.ENSBTAP00000020109	Q2HJ78
9913.ENSBTAP00000028310	Q2KIB7
9913.ENSBTAP00000054548	P0C920
9913.ENSBTAP00000018285	A6QPC0
9913.ENSBTAP00000014299	Q32KT7
9913.ENSBTAP00000006511	Q2T9Q3
9913.ENSBTAP00000039371	Q32KQ7
9913.ENSBTAP00000004617	Q2HJH3
9913.ENSBTAP00000008137	A4IFA8
9913.ENSBTAP00000020352	Q2HJH8
9913.ENSBTAP00000010807	Q32L37
9913.ENSBTAP00000028797	Q3ZBP0
9913.ENSBTAP00000030029	Q2KIL8
9913.ENSBTAP00000045643	Q32P68
9913.ENSBTAP00000039473	A8WFF7
9913.ENSBTAP00000039424	A5PK62
9913.ENSBTAP00000012064	A7MBG3
9913.ENSBTAP00000007431	A5D7T0
9913.ENSBTAP00000051947	A5D7U0
9913.ENSBTAP00000002237	Q1RMP9
9913.ENSBTAP00000002964	A5PK21
9913.ENSBTAP00000033878	Q0P5A5
9913.ENSBTAP00000002522	Q2KJI1
9913.ENSBTAP00000024959	Q2KJ69
9913.ENSBTAP00000002597	Q2TBR9
9913.ENSBTAP00000029052	Q58CQ0
9913.ENSBTAP00000028244	Q2TBJ0
9913.ENSBTAP00000055975	Q17QN8
9913.ENSBTAP00000022602	Q3SZX7
9913.ENSBTAP00000003598	Q32LI3
9913.ENSBTAP00000030514	Q2NL33
9913.ENSBTAP00000003773	P42916
9913.ENSBTAP00000028716	Q8MHZ9
9913.ENSBTAP00000018204	A0JNI5
9913.ENSBTAP00000019328	Q0VCS6
9913.ENSBTAP00000054542	Q28008
9913.ENSBTAP00000032278	Q3LUH2
9913.ENSBTAP00000019331	Q49BZ4
9913.ENSBTAP00000001518	P04973
9913.ENSBTAP00000022767	Q1LZF8
9913.ENSBTAP00000021122	Q4PKH3
9913.ENSBTAP00000004641	Q5E9L0
9913.ENSBTAP00000025374	Q3MHK4
9913.ENSBTAP00000025950	Q0IIL2
9913.ENSBTAP00000000450	Q2KIY2
9913.ENSBTAP00000008509	Q9XT98
9913.ENSBTAP00000019421	Q0VCN0
9913.ENSBTAP00000017476	Q6L708
9913.ENSBTAP00000006960	Q765P1
9913.ENSBTAP00000001810	Q765N9
9913.ENSBTAP00000037110	Q6BBL6
9913.ENSBTAP00000029418	Q2HJ22
9913.ENSBTAP00000025906	Q3B7N4
9913.ENSBTAP00000002071	Q3SYT6
9913.ENSBTAP00000022210	P49951
9913.ENSBTAP00000017995	Q5E9B7
9913.ENSBTAP00000048950	Q9XSA7
9913.ENSBTAP00000013537	P35526
9913.ENSBTAP00000009609	Q3SX21
9913.ENSBTAP00000009774	A5D7B2
9913.ENSBTAP00000025093	Q1ZYR0
9913.ENSBTAP00000001754	A2VE61
9913.ENSBTAP00000008507	A2VE01
9913.ENSBTAP00000001687	Q5E9N5
9913.ENSBTAP00000019577	Q2KHU4
9913.ENSBTAP00000027395	Q2NL17
9913.ENSBTAP00000018616	Q3ZRW9
9913.ENSBTAP00000007324	P17697
9913.ENSBTAP00000010275	Q0VBY0
9913.ENSBTAP00000012973	P05059
9913.ENSBTAP00000029488	B9VR26
9913.ENSBTAP00000022726	A2VE39
9913.ENSBTAP00000047138	Q2KIN3
9913.ENSBTAP00000027817	Q2TA21
9913.ENSBTAP00000040920	Q2YDE5
9913.ENSBTAP00000013688	Q17QP7
9913.ENSBTAP00000056584	P0C8B3
9913.ENSBTAP00000036278	P06623
9913.ENSBTAP00000007790	Q5E9N2
9913.ENSBTAP00000016130	Q3T0Q6
9913.ENSBTAP00000018123	P22571
9913.ENSBTAP00000016741	Q3SZL8
9913.ENSBTAP00000031070	Q3ZC84
9913.ENSBTAP00000025896	Q1RMV9
9913.ENSBTAP00000041423	Q0VBW2
9913.ENSBTAP00000002853	Q00194
9913.ENSBTAP00000027618	Q03041
9913.ENSBTAP00000052464	Q29441
9913.ENSBTAP00000032365	Q28181
9913.ENSBTAP00000025936	Q3T126
9913.ENSBTAP00000014883	Q2HJ38
9913.ENSBTAP00000027670	Q3SYU6
9913.ENSBTAP00000027115	Q32L92
9913.ENSBTAP00000006348	A4IFB6
9913.ENSBTAP00000024009	Q3ZC01
9913.ENSBTAP00000016753	Q5E9J2
9913.ENSBTAP00000037026	Q3SWX1
9913.ENSBTAP00000000459	P04972
9913.ENSBTAP00000001847	Q17QM9
9913.ENSBTAP00000042896	Q28106
9913.ENSBTAP00000021969	Q3ZBP8
9913.ENSBTAP00000002823	Q5E9S8
9913.ENSBTAP00000036346	A7YWL5
9913.ENSBTAP00000017420	P02453
9913.ENSBTAP00000033771	P02465
9913.ENSBTAP00000017505	P02459
9913.ENSBTAP00000042824	Q3SYW2
9913.ENSBTAP00000022979	Q2UVX4
9913.ENSBTAP00000035211	Q7SIB2
9913.ENSBTAP00000005916	Q7SIB3
9913.ENSBTAP00000028418	Q28084
9913.ENSBTAP00000018302	Q29442
9913.ENSBTAP00000009019	P01030
9913.ENSBTAP00000018845	Q29RU4
9913.ENSBTAP00000047583	Q29RQ1
9913.ENSBTAP00000021495	Q3MHN2
9913.ENSBTAP00000026525	Q3T0E3
9913.ENSBTAP00000019802	Q3ZCK8
9913.ENSBTAP00000004006	P23206
9913.ENSBTAP00000000793	Q32S24
9913.ENSBTAP00000049747	Q5EA64
9913.ENSBTAP00000028602	Q5E9F7
9913.ENSBTAP00000020036	Q148F1
9913.ENSBTAP00000017269	Q3MHG0
9913.ENSBTAP00000022131	Q3SZI7
9913.ENSBTAP00000043047	A2VDR8
9913.ENSBTAP00000002179	Q2TBH9
9913.ENSBTAP00000013271	A6QPB3
9913.ENSBTAP00000021590	Q17QH6
9913.ENSBTAP00000044662	A6QP79
9913.ENSBTAP00000010386	P01190
9913.ENSBTAP00000022391	A0JNQ7
9913.ENSBTAP00000008875	A6QNQ6
9913.ENSBTAP00000026470	Q2M2T5
9913.ENSBTAP00000004668	Q3SZ76
9913.ENSBTAP00000009665	Q5E9V6
9913.ENSBTAP00000024561	Q5E9K1
9913.ENSBTAP00000055877	Q2KIY0
9913.ENSBTAP00000021846	Q3MHX1
9913.ENSBTAP00000025346	Q2TBN5
9913.ENSBTAP00000025997	A7MBI7
9913.ENSBTAP00000018649	P23805
9913.ENSBTAP00000005672	Q27954
9913.ENSBTAP00000019767	P35605
9913.ENSBTAP00000008616	A0JN39
9913.ENSBTAP00000008799	P53619
9913.ENSBTAP00000001071	Q28104
9913.ENSBTAP00000017588	P53620
9913.ENSBTAP00000022911	A2VE21
9913.ENSBTAP00000002453	A5PJD3
9913.ENSBTAP00000007088	P35604
9913.ENSBTAP00000007549	Q2KIQ4
9913.ENSBTAP00000026292	Q3T131
9913.ENSBTAP00000020929	Q0P5A2
9913.ENSBTAP00000027093	Q2KIL4
9913.ENSBTAP00000043418	Q2TBW2
9913.ENSBTAP00000002419	Q2NL34
9913.ENSBTAP00000051462	Q92176
9913.ENSBTAP00000016014	Q32LP9
9913.ENSBTAP00000012121	Q0V8F1
9913.ENSBTAP00000023401	Q9TTR8
9913.ENSBTAP00000023969	Q9TTR7
9913.ENSBTAP00000021704	Q2HJ57
9913.ENSBTAP00000009231	A3KMZ6
9913.ENSBTAP00000001069	Q1RMH3
9913.ENSBTAP00000055003	Q08DG6
9913.ENSBTAP00000020832	Q2NKS2
9913.ENSBTAP00000020289	A8E4L1
9913.ENSBTAP00000053147	P00396
9913.ENSBTAP00000053151	P68530
9913.ENSBTAP00000053157	P00415
9913.ENSBTAP00000049613	P00423
9913.ENSBTAP00000022949	P00426
9913.ENSBTAP00000024678	P00428
9913.ENSBTAP00000018778	P04038
9913.ENSBTAP00000054163	P13183
9913.ENSBTAP00000051619	P00430
9913.ENSBTAP00000000943	Q3T061
9913.ENSBTAP00000048633	P14622
9913.ENSBTAP00000002651	P10175
9913.ENSBTAP00000025040	Q3SZM6
9913.ENSBTAP00000052197	Q2NKR3
9913.ENSBTAP00000003544	Q32KX8
9913.ENSBTAP00000034529	Q3ZBU3
9913.ENSBTAP00000008661	Q2KIS6
9913.ENSBTAP00000004555	Q32KT0
9913.ENSBTAP00000000804	Q32LI1
9913.ENSBTAP00000009106	P00189
9913.ENSBTAP00000019061	P05185
9913.ENSBTAP00000019823	P46194
9913.ENSBTAP00000001132	Q5E980
9913.ENSBTAP00000054564	P00191
9913.ENSBTAP00000016198	E1BHJ4
9913.ENSBTAP00000000869	Q01361
9913.ENSBTAP00000024437	O18963
9913.ENSBTAP00000017246	Q0IIF9
9913.ENSBTAP00000002582	Q4PJW3
9913.ENSBTAP00000002418	Q5EAC7
9913.ENSBTAP00000018256	P84088
9913.ENSBTAP00000028562	Q0IIE0
9913.ENSBTAP00000002436	Q2KHY1
9913.ENSBTAP00000019803	P13135
9913.ENSBTAP00000007071	Q58DC0
9913.ENSBTAP00000011004	Q10569
9913.ENSBTAP00000013500	Q10568
9913.ENSBTAP00000026303	P79101
9913.ENSBTAP00000002701	O19137
9913.ENSBTAP00000013467	Q3ZCA2
9913.ENSBTAP00000047307	Q0P5D2
9913.ENSBTAP00000021357	Q58DK1
9913.ENSBTAP00000019505	Q2KJB7
9913.ENSBTAP00000010025	Q0VCQ0
9913.ENSBTAP00000018808	Q3ZBT0
9913.ENSBTAP00000002241	Q3SX20
9913.ENSBTAP00000024188	Q3SZM3
9913.ENSBTAP00000047980	Q32KP7
9913.ENSBTAP00000035278	A6H7F9
9913.ENSBTAP00000015436	Q05B49
9913.ENSBTAP00000028439	Q3ZC78
9913.ENSBTAP00000013478	Q3SYZ3
9913.ENSBTAP00000007037	P11843
9913.ENSBTAP00000019735	P26444
9913.ENSBTAP00000025674	P11842
9913.ENSBTAP00000025671	P07318
9913.ENSBTAP00000005341	P02522
9913.ENSBTAP00000001656	P19141
9913.ENSBTAP00000040624	Q0VD32
9913.ENSBTAP00000026031	Q0P564
9913.ENSBTAP00000004084	P06504
9913.ENSBTAP00000007201	P27925
9913.ENSBTAP00000015193	Q8SQ19
9913.ENSBTAP00000014377	Q5EA46
9913.ENSBTAP00000054551	Q2KIT5
9913.ENSBTAP00000021381	Q1LZH5
9913.ENSBTAP00000019202	Q08E31
9913.ENSBTAP00000044298	Q95MI6
9913.ENSBTAP00000009553	P02526
9913.ENSBTAP00000019664	Q28088
9913.ENSBTAP00000029019	P08209
9913.ENSBTAP00000020038	P23005
9913.ENSBTAP00000054703	Q56K04
9913.ENSBTAP00000020872	Q3ZC66
9913.ENSBTAP00000028221	A6QLZ7
9913.ENSBTAP00000001987	Q75V95
9913.ENSBTAP00000050880	Q08E26
9913.ENSBTAP00000056008	A0JNN6
9913.ENSBTAP00000028232	Q9XSK0
9913.ENSBTAP00000004073	P02470
9913.ENSBTAP00000000556	P02510
9913.ENSBTAP00000015575	Q8SPX7
9913.ENSBTAP00000012972	Q2KHX6
9913.ENSBTAP00000027233	Q08DM5
9913.ENSBTAP00000056539	Q1LZF3
9913.ENSBTAP00000041514	A6QQD2
9913.ENSBTAP00000036391	Q17Q97
9913.ENSBTAP00000020765	Q32L09
9913.ENSBTAP00000019944	Q2M2T2
9913.ENSBTAP00000002054	P11052
9913.ENSBTAP00000028610	P35833
9913.ENSBTAP00000035394	P09611
9913.ENSBTAP00000045276	P19159
9913.ENSBTAP00000018322	P20427
9913.ENSBTAP00000042926	P67868
9913.ENSBTAP00000028559	Q0VBZ0
9913.ENSBTAP00000044713	Q1ECT8
9913.ENSBTAP00000025255	A6H7B5
9913.ENSBTAP00000009128	Q3SZA0
9913.ENSBTAP00000003725	A6QQ21
9913.ENSBTAP00000006858	Q2KI56
9913.ENSBTAP00000019848	P81282
9913.ENSBTAP00000021369	Q3MHY1
9913.ENSBTAP00000017835	Q32LE9
9913.ENSBTAP00000030304	Q4U0T9
9913.ENSBTAP00000039161	Q2NKZ5
9913.ENSBTAP00000017853	Q32KQ9
9913.ENSBTAP00000011269	Q29RH0
9913.ENSBTAP00000004619	Q8HXM1
9913.ENSBTAP00000010687	Q0VCN6
9913.ENSBTAP00000024937	Q2KIM1
9913.ENSBTAP00000042516	Q2T9Z2
9913.ENSBTAP00000039142	Q2KIJ1
9913.ENSBTAP00000010077	O62703
9913.ENSBTAP00000004405	Q0VCQ1
9913.ENSBTAP00000002226	P0CG11
9913.ENSBTAP00000008357	O18739
9913.ENSBTAP00000026750	P22226
9913.ENSBTAP00000034497	P19660
9913.ENSBTAP00000034498	P19661
9913.ENSBTAP00000026747	P33046
9913.ENSBTAP00000017763	P54229
9913.ENSBTAP00000042250	P54228
9913.ENSBTAP00000003930	P56425
9913.ENSBTAP00000003403	A5D7H3
9913.ENSBTAP00000033454	A5PK40
9913.ENSBTAP00000042762	A3KMY4
9913.ENSBTAP00000018863	Q3MHM6
9913.ENSBTAP00000021838	Q0VCX4
9913.ENSBTAP00000049590	A7MB63
9913.ENSBTAP00000015915	P00766
9913.ENSBTAP00000011204	P00767
9913.ENSBTAP00000033942	Q7M3E1
9913.ENSBTAP00000002352	E1B9E5
9913.ENSBTAP00000050053	Q0VC66
9913.ENSBTAP00000032466	Q3SZG9
9913.ENSBTAP00000018387	F1MIW6
9913.ENSBTAP00000002142	P69678
9913.ENSBTAP00000041465	Q3SZ70
9913.ENSBTAP00000010403	Q2KJD3
9913.ENSBTAP00000000040	Q17QX9
9913.ENSBTAP00000011345	Q32LD7
9913.ENSBTAP00000055299	Q3T197
9913.ENSBTAP00000043055	Q32LJ3
9913.ENSBTAP00000055030	Q2YDJ5
9913.ENSBTAP00000003797	A6QNL7
9913.ENSBTAP00000016993	P13182
9913.ENSBTAP00000026002	P07471
9913.ENSBTAP00000007369	P00429
9913.ENSBTAP00000009474	Q6YFP9
9913.ENSBTAP00000019808	P07470
9913.ENSBTAP00000006715	P13184
9913.ENSBTAP00000002398	P18246
9913.ENSBTAP00000027188	P41987
9913.ENSBTAP00000018428	A4IFL1
9913.ENSBTAP00000008837	Q0VCR2
9913.ENSBTAP00000006400	Q8WMV3
9913.ENSBTAP00000027331	O18968
9913.ENSBTAP00000023167	A2VE67
9913.ENSBTAP00000016705	Q58D78
9913.ENSBTAP00000052852	Q5E9Z5
9913.ENSBTAP00000012939	P80221
9913.ENSBTAP00000002257	A9QWP9
9913.ENSBTAP00000056463	Q28003
9913.ENSBTAP00000019690	Q5MD61
9913.ENSBTAP00000001406	P25930
9913.ENSBTAP00000028966	Q866T7
9913.ENSBTAP00000005277	Q2HJ66
9913.ENSBTAP00000019857	Q29RK8
9913.ENSBTAP00000051873	A3KN25
9913.ENSBTAP00000039324	Q2KIQ8
9913.ENSBTAP00000034148	A9QWQ1
9913.ENSBTAP00000024371	Q29RT9
9913.ENSBTAP00000029172	Q5EA28
9913.ENSBTAP00000005204	Q32LB3
9913.ENSBTAP00000016224	P00125
9913.ENSBTAP00000005080	O46521
9913.ENSBTAP00000026580	O46522
9913.ENSBTAP00000027732	P10897
9913.ENSBTAP00000024228	A5D9A7
9913.ENSBTAP00000015944	P00171
9913.ENSBTAP00000001464	Q3T168
9913.ENSBTAP00000053148	P00157
9913.ENSBTAP00000031831	Q3SZT9
9913.ENSBTAP00000051780	P62894
9913.ENSBTAP00000001963	Q2KI41
9913.ENSBTAP00000037191	Q7YR89
9913.ENSBTAP00000054504	P35662
9913.ENSBTAP00000020732	Q28092
9913.ENSBTAP00000008257	Q1RMU2
9913.ENSBTAP00000014138	P80416
9913.ENSBTAP00000000683	P25417
9913.ENSBTAP00000000790	P01035
9913.ENSBTAP00000022077	Q32LK2
9913.ENSBTAP00000024208	P35478
9913.ENSBTAP00000003690	Q1JPD3
9913.ENSBTAP00000044527	Q17QH8
9913.ENSBTAP00000024475	Q32L94
9913.ENSBTAP00000024994	Q3SYS4
9913.ENSBTAP00000003267	F1MLB4
9913.ENSBTAP00000025397	Q5E9C2
9913.ENSBTAP00000015385	O18738
9913.ENSBTAP00000008327	Q5EAE6
9913.ENSBTAP00000043391	A2VEA7
9913.ENSBTAP00000028431	Q0P593
9913.ENSBTAP00000002573	Q3T0K9
9913.ENSBTAP00000004362	Q32P86
9913.ENSBTAP00000017822	Q9MZG3
9913.ENSBTAP00000027077	A6H7B4
9913.ENSBTAP00000023325	A6H7G2
9913.ENSBTAP00000008883	Q32PF6
9913.ENSBTAP00000003543	A5PKG8
9913.ENSBTAP00000008720	Q17QR5
9913.ENSBTAP00000020774	Q29RQ3
9913.ENSBTAP00000003429	Q0III3
9913.ENSBTAP00000043454	Q32KV4
9913.ENSBTAP00000028515	Q5E9I8
9913.ENSBTAP00000028744	Q3MHH0
9913.ENSBTAP00000011642	Q3SZD5
9913.ENSBTAP00000054212	Q2HJA2
