208964.PA1024	Q9I4V0
208964.PA3806	Q51385
208964.PA4000	Q9X6V6
208964.PA3179	Q9HZ55
208964.PA2975	Q9HZM9
208964.PA4544	P33640
208964.PA3968	Q9HX48
208964.PA5454	Q9HTB6
208964.PA5164	Q9HU21
208964.PA1031	Q9I4U3
208964.PA0770	Q9XCX9
208964.PA3642	Q9HXY9
208964.PA1815	Q9I2S9
208964.PA5569	Q9HT05
208964.PA5334	P50597
208964.PA3528	Q9HY82
208964.PA4462	P49988
208964.PA0330	Q9I6G1
208964.PA4238	O52760
208964.PA4270	Q51561
208964.PA4269	Q9HWC9
208964.PA0576	P26480
208964.PA0376	P42378
208964.PA3622	P45684
208964.PA5337	Q9HTM1
208964.PA0336	Q9X4P2
208964.PA0762	Q06198
208964.PA1772	Q9I2W7
208964.PA3653	O82853
208964.PA4264	Q9HWD4
208964.PA4240	Q9HWF8
208964.PA4268	Q9HWD0
208964.PA4241	Q9HWF7
208964.PA4250	Q9HWE8
208964.PA4741	Q9HV58
208964.PA3745	Q9HXP9
208964.PA4254	Q9HWE4
208964.PA4934	Q9HUN0
208964.PA4259	Q9HWD9
208964.PA3162	Q9HZ71
208964.PA4563	Q9HVM1
208964.PA0579	Q9I5V8
208964.PA3656	O82850
208964.PA4257	Q9HWE1
208964.PA4239	O52759
208964.PA4246	Q9HWF2
208964.PA4935	Q9HUM9
208964.PA4267	Q9HWD1
208964.PA4249	Q9HWE9
208964.PA4432	Q9HVY3
208964.PA4952	Q9HUL3
208964.PA0592	Q9I5U5
208964.PA0017	Q9I7A9
208964.PA4627	Q9HVG4
208964.PA5564	Q9HT10
208964.PA4420	Q9HVZ5
208964.PA4422	Q9HVZ3
208964.PA3680	Q9HXW0
208964.PA0733	Q9I5J6
208964.PA4585	Q9HVJ9
208964.PA5351	Q9HTK7
208964.PA5350	Q9HTK8
208964.PA5349	Q9HTK9
208964.PA0966	Q51425
208964.PA0967	Q51426
208964.PA0965	Q51424
208964.PA0404	Q9I699
208964.PA0432	Q9I685
208964.PA4282	Q9HWB8
208964.PA3357	Q9HYN9
208964.PA4403	Q9LCT3
208964.PA5128	Q9HU56
208964.PA3821	Q9HXI1
208964.PA4276	Q9HWC3
208964.PA3820	Q9HXI2
208964.PA4747	Q9HV52
208964.PA4243	Q9HWF5
208964.PA4808	Q9HV01
208964.PA1642	Q9I383
208964.PA1643	Q9I382
208964.PA3167	Q9HZ66
208964.PA0743	Q9I5I6
208964.PA4721	Q9HV77
208964.PA3647	Q9HXY5
208964.PA0960	Q9I4Z9
208964.PA4366	P53641
208964.PA4468	P53652
208964.PA4113	Q9HWR7
208964.PA2273	Q51506
208964.PA4839	Q9HUX1
208964.PA0654	Q9I5R7
208964.PA1687	Q9X6R0
208964.PA4774	Q9HV34
208964.PA4773	Q9HV35
208964.PA1189	Q9I4E9
208964.PA0300	Q9I6J1
208964.PA0301	Q9I6J0
208964.PA4232	P40947
208964.PA4768	Q9HV40
208964.PA2042	Q9I273
208964.PA3442	Q9HYG4
208964.PA3447	Q9HYF9
208964.PA3444	Q9HYG2
208964.PA2991	P57112
208964.PA1588	P53593
208964.PA1589	Q51567
208964.PA3818	Q9HXI4
208964.PA3008	Q9HZJ8
208964.PA1778	Q9I2W4
208964.PA0594	Q9I5U3
208964.PA3625	Q9HY05
208964.PA0903	Q9I553
208964.PA1795	Q9I2U7
208964.PA0963	Q51422
208964.PA3134	Q9XCL6
208964.PA2740	Q9I0A3
208964.PA2739	Q9I0A4
208964.PA0009	Q9I7B7
208964.PA0008	Q9I7B8
208964.PA3802	Q9HXJ5
208964.PA4560	Q9HVM4
208964.PA3700	Q9HXU0
208964.PA3987	Q9HX33
208964.PA3482	Q9HYC7
208964.PA0956	Q9I502
208964.PA1794	Q9I2U8
208964.PA5051	Q9HUC8
208964.PA2612	Q9I0M6
208964.PA2744	Q9I099
208964.PA3834	Q9HXH0
208964.PA4439	Q9HVX6
208964.PA4138	Q9HWP3
208964.PA0668	Q9I5Q3
208964.PA2579	Q9I0Q7
208964.PA1255	Q9I489
208964.PA2796	Q9I047
208964.PA2564	Q9I0S1
208964.PA5068	Q9HUB5
208964.PA5069	Q9HUB4
208964.PA3937	Q9HX79
208964.PA2873	Q9HZX3
208964.PA3823	Q9HXH9
208964.PA4973	Q9HUJ2
208964.PA3976	Q9HX40
208964.PA0381	Q9I6B4
208964.PA5118	Q9HU66
208964.PA5240	Q9X2T1
208964.PA3735	P29363
208964.PA1757	Q9I2Y2
208964.PA1292	Q9I452
208964.PA1800	Q9I2U2
208964.PA3638	Q9HXZ3
208964.PA0971	P50600
208964.PA0972	P50601
208964.PA0969	P50598
208964.PA0970	P50599
208964.PA0197	Q9RMT3
208964.PA5531	Q51368
208964.PA3011	Q9HZJ5
208964.PA1148	P11439
208964.PA0707	P09852
208964.PA4797	Q9HI37
208964.PA4748	Q9HV51
208964.PA2832	Q9I011
208964.PA2532	P57668
208964.PA2416	Q9I165
208964.PA4720	Q9HV78
208964.PA0382	Q9I6B3
208964.PA3743	Q9HXQ1
208964.PA0035	P07344
208964.PA0036	P07345
208964.PA0651	P20577
208964.PA0650	P20574
208964.PA0609	P20580
208964.PA3113	Q59649
208964.PA0649	P20576
208964.PA0037	P11720
208964.PA0034	P24908
208964.PA3114	O87016
208964.PA4742	P72154
208964.PA3626	Q9HY04
208964.PA0022	Q9I7A5
208964.PA0580	Q9I5V7
208964.PA1192	Q9I4E6
208964.PA1564	Q9I3F3
208964.PA2606	Q9I0N2
208964.PA2605	Q9I0N3
208964.PA0342	Q9I6F1
208964.PA5358	Q9HTK0
208964.PA5065	Q9HUB8
208964.PA5357	Q9HTK1
208964.PA5237	Q9HTV3
208964.PA5063	Q9HUC0
208964.PA3171	Q9HZ63
208964.PA2022	O86422
208964.PA3159	G3XD94
208964.PA0750	Q9I5H9
208964.PA1959	Q9I2E5
208964.PA3652	Q9HXY2
208964.PA4646	Q9HVE6
208964.PA4868	Q9HUU5
208964.PA4867	Q9HUU6
208964.PA4865	Q9HUU8
208964.PA4864	Q9HUU9
208964.PA4891	Q9HUS2
208964.PA4892	Q9HUS1
208964.PA4893	Q9HUS0
208964.PA3116	O87014
208964.PA4234	Q9HWG0
208964.PA3138	P72174
208964.PA2585	Q9I0Q1
208964.PA0652	P55222
208964.PA2227	Q9I1P2
208964.PA3158	G3XD23
208964.PA3156	G3XD01
208964.PA3155	Q9HZ76
208964.PA3148	G3XD61
208964.PA3706	Q9HXT5
208964.PA5280	Q51566
208964.PA3738	Q9HXQ6
208964.PA5298	Q9HTQ6
208964.PA0015	Q9I7B1
208964.PA0049	Q9I783
208964.PA1000	P20581
208964.PA1039	Q9I4T5
208964.PA1205	Q9I4D3
208964.PA1210	Q9I4C8
208964.PA1295	Q9I449
208964.PA1299	Q9I445
208964.PA1533	Q9I3I0
208964.PA1536	Q9I3H7
208964.PA1545	Q04628
208964.PA1574	Q9I3E3
208964.PA1579	Q9I3D8
208964.PA1618	Q9I3A4
208964.PA1727	Q9I310
208964.PA1839	Q9I2Q6
208964.PA1977	P29370
208964.PA1993	Q9I2B6
208964.PA2024	P23205
208964.PA2026	P39879
208964.PA2112	Q9I203
208964.PA2116	Q9I1Z9
208964.PA2218	Q01609
208964.PA2418	Q9I163
208964.PA2604	Q03268
208964.PA2770	Q9I073
208964.PA2950	Q9HZP8
208964.PA2972	Q9HZN2
208964.PA2980	Q9HZM4
208964.PA3106	Q51576
208964.PA3240	Q9HZ00
208964.PA3275	Q9HYW6
208964.PA3283	Q9HYW0
208964.PA3287	Q9HYV6
208964.PA0329	Q9I6G2
208964.PA3311	Q9HYT3
208964.PA3332	Q9HYR3
208964.PA3419	Q9HYI6
208964.PA3430	Q9HYH5
208964.PA3435	Q9HYH1
208964.PA3453	Q9HYF3
208964.PA3463	Q9HYE3
208964.PA3474	O68826
208964.PA3539	Q9HY72
208964.PA3568	P28812
208964.PA3578	Q9HY42
208964.PA3649	Q9HXY3
208964.PA3693	Q9HXU7
208964.PA3753	P40882
208964.PA3808	Q51384
208964.PA3854	Q9HXF2
208964.PA3922	Q9HX91
208964.PA0392	P25254
208964.PA0394	P24562
208964.PA3998	Q9X6V8
208964.PA4106	Q9HWS2
208964.PA4219	P42514
208964.PA0423	Q9I690
208964.PA4299	Q9HWA1
208964.PA4395	Q9HW11
208964.PA4424	Q9HVZ1
208964.PA4465	Q9HVV3
208964.PA4473	Q9HVU8
208964.PA4478	Q9HVU3
208964.PA4489	Q9HVT2
208964.PA4490	Q9HVT1
208964.PA4511	Q9HVR0
208964.PA4543	P33663
208964.PA4548	P33642
208964.PA4574	Q9HVL0
208964.PA4667	P42810
208964.PA4738	Q9HV61
208964.PA0474	Q9I644
208964.PA4753	P95453
208964.PA4757	P38102
208964.PA4778	Q9HV30
208964.PA4798	Q9HV11
208964.PA4841	Q9HUW9
208964.PA0485	Q9I633
208964.PA4928	Q9HUN6
208964.PA0492	Q9I626
208964.PA5023	Q9HUE6
208964.PA5073	Q9HUB0
208964.PA0522	Q51483
208964.PA5247	Q9HTU7
208964.PA0525	Q51484
208964.PA5319	Q9HTN5
208964.PA5383	Q9HTI1
208964.PA5482	Q9HT88
208964.PA0567	Q9I5W9
208964.PA0587	Q9I5V0
208964.PA0712	Q9I5L6
208964.PA0760	Q9I5G9
208964.PA0858	Q9I583
208964.PA0951	Q9I507
208964.PA4530	Q9HVP7
208964.PA3982	Q9HX37
208964.PA3201	Q9HZ39
208964.PA4692	Q9HVA4
208964.PA4691	Q9HVA5
208964.PA3023	Q9HZI3
208964.PA5225	Q9HTW5
208964.PA5481	Q9HT89
208964.PA5568	Q9HT06
208964.PA2045	Q9I270
208964.PA4766	O68561
208964.PA5227	Q9HTW3
208964.PA1528	Q9I3I5
208964.PA5500	Q9HT73
208964.PA0141	Q8GCQ3
208964.PA0626	Q9S569
208964.PA4588	Q9Z3C4
208964.PA1092	X2IYW8
208964.PA0576	A0A0A7P3A2
208964.PA0979	A0A0A8RJN2
208964.PA1092	O34582
208964.PA3996	A0A069Q2Y9
208964.PA3898	A0A069QBS1
208964.PA2868	A0A069QEA7
208964.PA3318	A0A071KX37
208964.PA4683	A0A071KYL3
208964.PA1005	A0A071LEE9
208964.PA4201	A0A072ZDM9
208964.PA1719	A0A072ZGT9
208964.PA5321	A0A072ZIQ6
208964.PA5172	A0A072ZJ66
208964.PA5249	A0A072ZJM5
208964.PA1457	A0A072ZK33
208964.PA2274	A0A072ZMS6
208964.PA0940	A0A072ZN05
208964.PA3356	A0A072ZQG7
208964.PA5491	A0A072ZRU9
208964.PA4727	A0A072ZX48
208964.PA3685	A0A073A2Q4
208964.PA0320	H1AG98
208964.PA5314	A0A069Q2P3
208964.PA4006	A0A069Q2X8
208964.PA3642	A0A069Q6I5
208964.PA2492	A0A069QAM9
208964.PA3533	A0A069QF43
208964.PA3171	A0A071KTB4
208964.PA2763	A0A071KX57
208964.PA0398	A0A071L1D5
208964.PA1395	A0A071L7M4
208964.PA5303	A0A071LDI0
208964.PA1978	A0A072ZCN2
208964.PA0836	A0A072ZNE2
208964.PA4421	A0A077JQS2
208964.PA3353	A0A077JSU1
208964.PA2132	A0A077JVR5
208964.PA1591	A0A077JVV3
208964.PA3476	D2EDN9
208964.PA2408	A0A069PVW5
208964.PA5476	A0A069PY06
208964.PA4647	A0A069PZF3
208964.PA5140	A0A069Q1J7
208964.PA3884	A0A069Q3J9
208964.PA1459	A0A069Q654
208964.PA1191	A0A069Q6B9
208964.PA0745	A0A069Q781
208964.PA1988	A0A069Q8N9
208964.PA0421	A0A069Q9M9
208964.PA2890	A0A069QKC7
208964.PA3747	A0A071KV83
208964.PA3099	A0A071KVM2
208964.PA0899	A0A071KXH8
208964.PA3627	A0A071KYK0
208964.PA1061	A0A071L090
208964.PA4741	A0A071L3R7
208964.PA3441	A0A071LAI6
208964.PA4569	A0A072ZCT8
208964.PA1785	A0A072ZHU3
208964.PA2236	A0A072ZMM7
208964.PA2549	A0A072ZN77
208964.PA3354	A0A072ZR29
208964.PA2996	A0A072ZS32
208964.PA1481	A0A072ZXA2
208964.PA3730	A0A073A2M0
208964.PA3234	A0A073A4E8
208964.PA1235	A0A077JK74
208964.PA4180	A0A077JR31
208964.PA3640	A0A077JRY7
208964.PA2016	A0A077JUJ6
208964.PA2256	A0A077JWA2
208964.PA0414	A0A080VEH0
208964.PA5300	A0A080VSS8
208964.PA1164	A0A080VZD1
208964.PA3897	A0A081HNP6
208964.PA4790	A0A0C6F717
208964.PA1706	O30527
208964.PA4617	A0A069PZC0
208964.PA5135	A0A069Q1K3
208964.PA3877	A0A069Q5D4
208964.PA0422	A0A069QHZ4
208964.PA0577	A0A069QIH0
208964.PA1272	A0A071KXR2
208964.PA2000	A0A071KXR9
208964.PA3027	A0A071KXY8
208964.PA5062	A0A071KY18
208964.PA4940	A0A071L040
208964.PA1059	A0A071L195
208964.PA0944	A0A071L5M9
208964.PA1654	A0A071LA13
208964.PA1783	A0A072ZHT3
208964.PA5154	A0A072ZJT6
208964.PA0879	A0A072ZLH3
208964.PA1417	A0A072ZLI9
208964.PA2553	A0A072ZN79
208964.PA4680	A0A072ZNU5
208964.PA4198	A0A072ZPR9
208964.PA3618	A0A072ZQ05
208964.PA0428	A0A077JQ23
208964.PA2252	A0A077JWB0
208964.PA2039	A0A077JWM8
208964.PA2471	A0A080VH08
208964.PA0586	A0A0C7AT39
208964.PA2525	G3XCM8
208964.PA5012	O05196
208964.PA0672	O69002
208964.PA1784	A0A069PYU3
208964.PA5018	A0A069Q139
208964.PA5436	A0A069Q656
208964.PA3402	A0A069Q764
208964.PA3468	A0A069Q8N6
208964.PA2638	A0A069QAR3
208964.PA1994	A0A069QH74
208964.PA0377	A0A069QI39
208964.PA3412	A0A071KT28
208964.PA3326	A0A071KWS7
208964.PA4668	A0A072ZCE8
208964.PA0553	A0A072ZEP5
208964.PA5433	A0A072ZGL9
208964.PA5348	A0A072ZJF2
208964.PA4848	A0A072ZKR2
208964.PA2604	A0A072ZPG7
208964.PA3755	A0A072ZPP9
208964.PA3494	A0A072ZQ80
208964.PA3471	A0A072ZQ92
208964.PA2748	A0A072ZTB1
208964.PA4005	A0A077JLR0
208964.PA4439	A0A077JMR3
208964.PA3662	A0A077JNU1
208964.PA2658	A0A077JVC4
208964.PA1379	A0A077JY84
208964.PA5169	A0A077K199
208964.PA5544	A0A077K1T1
208964.PA1899	A0A077K241
208964.PA4132	A0A077SY34
208964.PA3658	A0A081HN09
208964.PA4792	A0A0C7D6A9
208964.PA1707	O30528
208964.PA4315	A0A069PZA7
208964.PA1295	A0A069Q0K1
208964.PA1900	A0A069Q1E2
208964.PA5350	A0A069Q2K5
208964.PA4050	A0A069Q3W4
208964.PA4928	A0A069Q3X6
208964.PA1073	A0A069Q4S5
208964.PA0948	A0A069Q5R8
208964.PA2285	A0A069Q7K4
208964.PA3416	A0A069QA02
208964.PA0384	A0A069QBV7
208964.PA0171	A0A069QL72
208964.PA0730	A0A071KTF6
208964.PA3359	A0A071KTY9
208964.PA3686	A0A071KUA3
208964.PA3696	A0A071KZ27
208964.PA0284	A0A071L227
208964.PA1553	A0A071L2F4
208964.PA0513	A0A071L785
208964.PA0430	A0A072ZEV9
208964.PA5388	A0A072ZFE8
208964.PA5435	A0A072ZGL4
208964.PA1847	A0A072ZHP3
208964.PA1596	A0A072ZI99
208964.PA5316	A0A072ZIQ9
208964.PA5269	A0A072ZIW8
208964.PA5228	A0A072ZJ23
208964.PA5049	A0A072ZJG4
208964.PA4748	A0A072ZJY4
208964.PA1039	A0A072ZKV5
208964.PA2234	A0A072ZMN6
208964.PA3811	A0A072ZR17
208964.PA3034	A0A072ZSR5
208964.PA1007	A0A072ZZC4
208964.PA0102	A0A077JGR7
208964.PA3876	A0A077JM38
208964.PA3842	A0A077JM80
208964.PA4382	A0A077JQM1
208964.PA0626	A0A077JQQ4
208964.PA2681	A0A077JUX3
208964.PA2554	A0A077JVP3
208964.PA1330	A0A077JZE3
208964.PA2565	A0A077K0B2
208964.PA0075	A0A077T4S0
208964.PA0130	A0A0C7ARP3
208964.PA2862	A8QYB2
208964.PA4253	E2RXT6
208964.PA5059	Q6E2P1
208964.PA4003	Q9X6V3
208964.PA2915	A0A071KSA5
208964.PA2825	A0A071KYW7
208964.PA3601	A0A071KZY7
208964.PA3604	A0A071L176
208964.PA1916	A0A072ZBR7
208964.PA0117	A0A072ZH71
208964.PA1821	A0A072ZHP9
208964.PA2659	A0A072ZPI8
208964.PA0602	A0A072ZQF2
208964.PA4591	A0A077JR74
208964.PA2974	A0A077JTT3
208964.PA3312	A0A077JXI0
208964.PA4175	Q1WEI4
208964.PA0979	Q51572
208964.PA4877	A0A069Q1Z5
208964.PA1805	A0A069Q848
208964.PA0218	A0A069QF39
208964.PA4482	A0A071KX12
208964.PA3600	A0A071L066
208964.PA4274	A0A071LGR7
208964.PA4568	A0A072ZDZ0
208964.PA5304	A0A072ZIT4
208964.PA2009	A0A072ZN55
208964.PA2905	A0A072ZRT0
208964.PA3382	A0A072ZRT5
208964.PA1588	A0A072ZTV5
208964.PA3085	A0A073A4M5
208964.PA1044	A0A077JN92
208964.PA3131	A0A080VIE9
208964.PA4924	A0A081HRW4
208964.PA3016	A0A0C7AJV1
208964.PA4212	G3XCJ9
208964.PA1169	A0A060L990
208964.PA2666	A0A069QA15
208964.PA3323	A0A069QFY3
208964.PA1780	A0A071L0B8
208964.PA0394	A0A072ZEZ1
208964.PA4876	A0A072ZJR1
208964.PA2980	A0A072ZSW4
208964.PA3304	A0A073A4A7
208964.PA3182	A0A077JSQ0
208964.PA2704	A0A0C6EG26
208964.PA5514	Q6PL74
208964.PA3560	A0A069Q684
208964.PA1996	A0A069Q8B4
208964.PA2781	A0A069QC95
208964.PA0239	A0A069QCX6
208964.PA3691	A0A069QEN7
208964.PA0114	A0A071KX54
208964.PA1447	A0A071L0K5
208964.PA3296	A0A071L0K6
208964.PA4005	A0A072ZF90
208964.PA2446	A0A072ZN41
208964.PA0697	A0A077SNV9
208964.PA0245	A0A080VQB6
208964.PA5430	A0A081HHF6
208964.PA0701	A0A0C7CRU9
208964.PA2394	Q7B469
208964.PA4572	A0A071LFT7
208964.PA1586	A0A072ZIZ6
208964.PA1314	A0A072ZU70
208964.PA3086	A0A077JSL7
208964.PA2673	A0A080VIU6
208964.PA0050	A0A080VLE5
208964.PA4966	A0A081HRS3
208964.PA1788	A0A0C7CX06
208964.PA5008	Q9S661
208964.PA5150	A0A069Q155
208964.PA5363	A0A069Q2T1
208964.PA4843	A0A069Q451
208964.PA0758	A0A069Q5B5
208964.PA2331	A0A069Q5G6
208964.PA3652	A0A069Q6J7
208964.PA3611	A0A069Q786
208964.PA0249	A0A069QCZ8
208964.PA2506	A0A071KSQ7
208964.PA1829	A0A071KXA3
208964.PA3801	A0A071KYD2
208964.PA3245	A0A071L8E5
208964.PA4753	A0A071LG81
208964.PA4426	A0A072ZC92
208964.PA5306	A0A072ZIR9
208964.PA5301	A0A072ZIS4
208964.PA5054	A0A072ZJG1
208964.PA4833	A0A072ZKS4
208964.PA3820	A0A072ZPN0
208964.PA4183	A0A072ZPS9
208964.PA5511	A0A072ZRX6
208964.PA3132	A0A072ZSJ0
208964.PA4085	A0A077JLU0
208964.PA3802	A0A077JMC4
208964.PA3706	A0A077JQQ3
208964.PA1226	A0A077JSV7
208964.PA2765	A0A077JUA7
208964.PA2015	A0A077JWA3
208964.PA1723	A0A077K2U8
208964.PA4015	G3XCK8
208964.PA3521	G3XCL7
208964.PA2717	Q5I6B3
208964.PA3906	A0A069Q2S9
208964.PA4211	A0A069Q4P0
208964.PA3837	A0A069Q5G1
208964.PA3222	A0A069Q7K8
208964.PA0947	A0A069Q7U8
208964.PA1674	A0A069Q8V6
208964.PA1357	A0A069Q914
208964.PA0149	A0A069QCL2
208964.PA0661	A0A069QIK3
208964.PA0059	A0A069QKV2
208964.PA0243	A0A071KU51
208964.PA3108	A0A071KUK9
208964.PA2785	A0A071KV33
208964.PA3864	A0A071KW24
208964.PA2864	A0A071KW89
208964.PA4785	A0A071KWD7
208964.PA5365	A0A071KY46
208964.PA3608	A0A071KYC0
208964.PA2558	A0A071KZ22
208964.PA0033	A0A071L0B2
208964.PA2640	A0A071L1F9
208964.PA0585	A0A071LAV4
208964.PA4602	A0A072ZDV8
208964.PA3951	A0A072ZFC6
208964.PA0518	A0A072ZFW3
208964.PA0306	A0A072ZGD9
208964.PA4801	A0A072ZJV1
208964.PA2633	A0A072ZQV6
208964.PA4825	A0A072ZWW3
208964.PA0891	A0A077JPE3
208964.PA4493	A0A077JQ99
208964.PA4590	A0A077JRA8
208964.PA2975	A0A077JT07
208964.PA2137	A0A077JU43
208964.PA5358	A0A077K166
208964.PA2510	A0A081HGL9
208964.PA4950	A0A0C7D5J9
208964.PA4110	D0EJY2
208964.PA0887	A0A069Q4Z2
208964.PA3530	A0A069Q647
208964.PA0287	A0A069Q8N4
208964.PA0376	A0A069Q9S5
208964.PA5005	A0A069QA99
208964.PA4931	A0A069QAE8
208964.PA4151	A0A069QB64
208964.PA4176	A0A069QB96
208964.PA2784	A0A069QC11
208964.PA0925	A0A069QDZ4
208964.PA3668	A0A071KRK0
208964.PA3468	A0A071KUM6
208964.PA1818	A0A071KXD7
208964.PA3116	A0A071KXU0
208964.PA2764	A0A071KY32
208964.PA1683	A0A071KZC4
208964.PA1873	A0A071L8I7
208964.PA3965	A0A072ZE65
208964.PA4445	A0A072ZEI0
208964.PA5387	A0A072ZGI6
208964.PA1749	A0A072ZHW1
208964.PA5137	A0A072ZJB0
208964.PA1479	A0A072ZL69
208964.PA2366	A0A072ZMZ3
208964.PA0691	A0A072ZNM9
208964.PA2649	A0A072ZPI4
208964.PA3199	A0A072ZR98
208964.PA3058	A0A072ZRH6
208964.PA3538	A0A072ZRI4
208964.PA1354	A0A072ZU38
208964.PA2447	A0A073A164
208964.PA3062	A0A073A4P3
208964.PA2738	A0A073A5T0
208964.PA0289	A0A077JKC7
208964.PA3943	A0A077JMK4
208964.PA5131	A0A077K5V4
208964.PA3838	A0A080VKN2
208964.PA3473	A0A080VPA8
208964.PA2840	A0A080W0Z6
208964.PA1231	A0A081HQU3
208964.PA2816	A0A0C7AKS7
208964.PA4623	A0A0C7CZZ7
208964.PA5180	A0A069Q121
208964.PA5183	A0A069Q1F1
208964.PA1117	A0A069Q6T7
208964.PA4454	A0A069Q736
208964.PA3184	A0A069QC43
208964.PA0579	A0A069QC99
208964.PA3635	A0A069QFE9
208964.PA2900	A0A069QKD3
208964.PA1943	A0A071KXX8
208964.PA2230	A0A071KYM7
208964.PA4608	A0A071L329
208964.PA5440	A0A072ZFH1
208964.PA3029	A0A072ZSR9
208964.PA2892	A0A072ZT69
208964.PA3655	A0A073A2S4
208964.PA3664	A0A077JRK9
208964.PA0262	A0A080VN25
208964.PA2726	A0A081HG01
208964.PA2237	A0A081HIB4
208964.PA4903	A0A081HRY5
208964.PA4213	G3XCK9
208964.PA0979	Q7WZ23
208964.PA3999	Q9X6V7
208964.PA4296	A0A069PY18
208964.PA1340	A0A069Q2D8
208964.PA4703	A0A069Q2R2
208964.PA5176	A0A069Q329
208964.PA3917	A0A069Q3H6
208964.PA3545	A0A069Q661
208964.PA3810	A0A069Q687
208964.PA3289	A0A069QFU9
208964.PA5419	A0A071KYM0
208964.PA5490	A0A071L1H9
208964.PA5485	A0A071L3D9
208964.PA4456	A0A072ZCA4
208964.PA5389	A0A072ZGI1
208964.PA5243	A0A072ZJ09
208964.PA0905	A0A072ZMP0
208964.PA3928	A0A077JM81
208964.PA2278	A0A077JVF2
208964.PA1537	A0A077K3C0
208964.PA2937	A0A080VQ88
208964.PA0511	A0A081HDN0
208964.PA4446	A5JJ05
208964.PA2939	B1P199
208964.PA2300	G3XCM1
208964.PA0986	Q1W552
208964.PA4339	A0A069PY94
208964.PA1736	A0A069Q006
208964.PA5199	A0A069Q104
208964.PA3902	A0A069Q3I6
208964.PA4979	A0A069Q3T7
208964.PA4017	A0A069Q4Z5
208964.PA1730	A0A069Q887
208964.PA0167	A0A071KVM3
208964.PA3612	A0A071KZH7
208964.PA4460	A0A071L0Z4
208964.PA3338	A0A071LBJ9
208964.PA5127	A0A071LCY6
208964.PA0036	A0A072ZH11
208964.PA0106	A0A072ZH74
208964.PA2504	A0A072ZPC1
208964.PA3081	A0A072ZRG5
208964.PA0271	A0A072ZRK0
208964.PA1517	A0A072ZU88
208964.PA4520	A0A077JN34
208964.PA3727	A0A077JNL7
208964.PA3700	A0A077JRS8
208964.PA2448	A0A077JVN2
208964.PA1526	A0A077JW20
208964.PA2007	A0A077K1T3
208964.PA5328	A0A077K6T1
208964.PA3372	A0A080VG47
208964.PA4424	A0A080VS71
208964.PA4737	A0A0A8RHG7
208964.PA0587	A0A0C6EWL2
208964.PA3436	A0A0C6EZZ8
208964.PA4462	A0A0C6FAA1
208964.PA1983	Q9Z4P8
208964.PA1365	A0A069Q2G0
208964.PA0022	A0A069Q629
208964.PA3540	A0A069Q657
208964.PA3712	A0A069Q6K1
208964.PA1008	A0A069Q709
208964.PA0446	A0A069Q988
208964.PA3209	A0A069Q9F8
208964.PA5334	A0A069QB38
208964.PA0317	A0A069QC46
208964.PA3242	A0A071KTT3
208964.PA1591	A0A072ZIZ1
208964.PA5192	A0A072ZJ52
208964.PA1051	A0A072ZLD6
208964.PA3845	A0A072ZQZ3
208964.PA1476	A0A072ZXA5
208964.PA5000	A0A077JZV8
208964.PA5256	A0A0C7AQH5
208964.PA3891	A0A0C7D159
208964.PA0540	A0A0C7D2M5
208964.PA5319	A0A069Q2N8
208964.PA0907	A0A069Q519
208964.PA4124	A0A069Q5J2
208964.PA3495	A0A069Q601
208964.PA1442	A0A071KWE5
208964.PA1523	A0A071KYQ8
208964.PA0961	A0A071LHH8
208964.PA0588	A0A072ZDF1
208964.PA3923	A0A072ZFF3
208964.PA2967	A0A072ZS38
208964.PA3214	A0A077JT91
208964.PA3226	A0A077JXU0
208964.PA1987	A0A077K1V5
208964.PA3149	Q8KIC3
208964.PA4684	A0A069PXY3
208964.PA3818	A0A069Q5N6
208964.PA0962	A0A069Q6X4
208964.PA3014	A0A069QB72
208964.PA0568	A0A069QIH8
208964.PA2825	A0A069QKF4
208964.PA0406	A0A071KSY4
208964.PA0466	A0A071KWD0
208964.PA1299	A0A071KXM3
208964.PA4408	A0A071L3J7
208964.PA1321	A0A071LFA1
208964.PA3852	A0A072ZEF1
208964.PA0201	A0A072ZG98
208964.PA2351	A0A072ZMY4
208964.PA2979	A0A072ZRM4
208964.PA3103	A0A072ZSP1
208964.PA2887	A0A072ZT86
208964.PA3783	A0A073A2G3
208964.PA4249	A0A077JLD7
208964.PA2572	A0A077JUP3
208964.PA5335	A0A077K136
208964.PA3019	A0A080VFL4
208964.PA4164	A0A081HJU1
208964.PA0838	A0A0C6F3W8
208964.PA0695	A0A0C7ABW4
208964.PA2272	A0A0C7AJ01
208964.PA1699	O30532
208964.PA0890	O50183
208964.PA4545	Q79JA8
208964.PA1768	A0A069PZY0
208964.PA3989	A0A069Q2Z6
208964.PA1011	A0A069Q540
208964.PA2052	A0A069Q7V2
208964.PA3418	A0A069QG62
208964.PA2429	A0A071KV10
208964.PA2428	A0A071KW26
208964.PA0392	A0A071KYI4
208964.PA3797	A0A071KZ37
208964.PA4933	A0A071L159
208964.PA1308	A0A071L1X5
208964.PA2584	A0A071L4D2
208964.PA0551	A0A071L767
208964.PA4455	A0A072ZEI7
208964.PA0109	A0A072ZG26
208964.PA5420	A0A072ZGK3
208964.PA2248	A0A072ZNM6
208964.PA3190	A0A072ZRA4
208964.PA1684	A0A072ZTM5
208964.PA2656	A0A073A1N9
208964.PA3017	A0A073A4S9
