10090.ENSMUSP00000018470	Q9CQV8
10090.ENSMUSP00000113899	Q8BHY3
10090.ENSMUSP00000125303	Q8CFW1
10090.ENSMUSP00000097219	A2AHL1
10090.ENSMUSP00000043478	Q8C5H1
10090.ENSMUSP00000046884	Q75UR0
10090.ENSMUSP00000071770	Q6P9J9
10090.ENSMUSP00000050495	Q14AT5
10090.ENSMUSP00000091157	Q6PB70
10090.ENSMUSP00000067689	P86044
10090.ENSMUSP00000029540	P18293
10090.ENSMUSP00000030191	Q6VVW5
10090.ENSMUSP00000066737	P70180
10090.ENSMUSP00000033905	Q99LW0
10090.ENSMUSP00000052056	A2AS55
10090.ENSMUSP00000014421	Q99NH0
10090.ENSMUSP00000025686	Q9D3J5
10090.ENSMUSP00000061168	Q812A3
10090.ENSMUSP00000112932	Q80VM7
10090.ENSMUSP00000108449	Q811D2
10090.ENSMUSP00000041751	Q3UMR0
10090.ENSMUSP00000014640	Q505D1
10090.ENSMUSP00000118312	Q8R3P9
10090.ENSMUSP00000067028	Q8BXP5
10090.ENSMUSP00000056828	Q569N2
10090.ENSMUSP00000001172	Q9D2X0
10090.ENSMUSP00000103448	Q5SUE8
10090.ENSMUSP00000113767	Q3V096
10090.ENSMUSP00000137616	B2RXR6
10090.ENSMUSP00000059923	Q810N6
10090.ENSMUSP00000052521	Q8BTZ5
10090.ENSMUSP00000034406	Q8VE42
10090.ENSMUSP00000014642	Q8BTI7
10090.ENSMUSP00000014891	Q3V0J4
10090.ENSMUSP00000047042	Q91WK7
10090.ENSMUSP00000022275	Q8BLD6
10090.ENSMUSP00000106345	Q9CQM6
10090.ENSMUSP00000100542	A2ARS0
10090.ENSMUSP00000022164	Q99PE2
10090.ENSMUSP00000041060	P61110
10090.ENSMUSP00000110491	P59672
10090.ENSMUSP00000096968	Q8BIZ1
10090.ENSMUSP00000033201	Q8K3X6
10090.ENSMUSP00000068971	P32261
10090.ENSMUSP00000045634	Q9CZ52
10090.ENSMUSP00000031281	Q6DFX2
10090.ENSMUSP00000052816	Q8BVM2
10090.ENSMUSP00000034052	Q9QZ10
10090.ENSMUSP00000022416	P97384
10090.ENSMUSP00000025561	P10107
10090.ENSMUSP00000034756	P07356
10090.ENSMUSP00000031447	O35639
10090.ENSMUSP00000001187	P97429
10090.ENSMUSP00000029266	P48036
10090.ENSMUSP00000104511	P14824
10090.ENSMUSP00000066035	Q07076
10090.ENSMUSP00000022519	O35640
10090.ENSMUSP00000015846	Q9JHQ0
10090.ENSMUSP00000021757	O35298
10090.ENSMUSP00000031835	Q8JZQ5
10090.ENSMUSP00000040255	Q812C9
10090.ENSMUSP00000099394	O70423
10090.ENSMUSP00000026013	Q64133
10090.ENSMUSP00000040550	Q8BW75
10090.ENSMUSP00000001027	O54754
10090.ENSMUSP00000110006	Q5SGK3
10090.ENSMUSP00000049391	G3X982
10090.ENSMUSP00000048929	Q3TYQ9
10090.ENSMUSP00000074066	Q61548
10090.ENSMUSP00000009234	O35643
10090.ENSMUSP00000090844	P22892
10090.ENSMUSP00000043996	O88512
10090.ENSMUSP00000003117	P35585
10090.ENSMUSP00000111093	Q9WVP1
10090.ENSMUSP00000106709	P61967
10090.ENSMUSP00000125268	Q7TN05
10090.ENSMUSP00000127842	P17426
10090.ENSMUSP00000003038	P17427
10090.ENSMUSP00000105822	P34056
10090.ENSMUSP00000018875	Q9DBG3
10090.ENSMUSP00000027059	Q61313
10090.ENSMUSP00000129922	Q61312
10090.ENSMUSP00000037699	Q91ZK0
10090.ENSMUSP00000035902	Q6VUP9
10090.ENSMUSP00000007216	P84091
10090.ENSMUSP00000083281	P62743
10090.ENSMUSP00000022196	Q9Z1T1
10090.ENSMUSP00000080739	Q9JME5
10090.ENSMUSP00000020420	O54774
10090.ENSMUSP00000117346	Q9JKC8
10090.ENSMUSP00000128446	Q8R2R9
10090.ENSMUSP00000025357	Q9DCR2
10090.ENSMUSP00000075082	Q8BSZ2
10090.ENSMUSP00000091428	Q3U3N6
10090.ENSMUSP00000030154	P56380
10090.ENSMUSP00000044262	Q9WV76
10090.ENSMUSP00000002063	Q80V94
10090.ENSMUSP00000019662	Q9JKC7
10090.ENSMUSP00000021338	Q9WVL1
10090.ENSMUSP00000094042	Q3TAP4
10090.ENSMUSP00000046536	Q8BJ63
10090.ENSMUSP00000086933	Q9D742
10090.ENSMUSP00000041863	Q3U829
10090.ENSMUSP00000020157	O88879
10090.ENSMUSP00000025830	B2RUJ5
10090.ENSMUSP00000032732	P98084
10090.ENSMUSP00000050995	O88888
10090.ENSMUSP00000079932	Q9QXJ1
10090.ENSMUSP00000125211	Q9DBR4
10090.ENSMUSP00000001415	Q8R1C9
10090.ENSMUSP00000018625	Q9DAX9
10090.ENSMUSP00000048244	Q8K2H6
10090.ENSMUSP00000026128	Q9CPX9
10090.ENSMUSP00000039761	Q8R034
10090.ENSMUSP00000102591	P60007
10090.ENSMUSP00000020307	Q9CPV2
10090.ENSMUSP00000014499	P53995
10090.ENSMUSP00000020349	Q9Z1K7
10090.ENSMUSP00000031072	Q91W96
10090.ENSMUSP00000083393	Q8BTZ4
10090.ENSMUSP00000031422	Q9WVM3
10090.ENSMUSP00000094302	Q3U128
10090.ENSMUSP00000078337	Q61315
10090.ENSMUSP00000080058	Q8R146
10090.ENSMUSP00000046012	Q9R0R4
10090.ENSMUSP00000042602	P28352
10090.ENSMUSP00000026303	Q68G58
10090.ENSMUSP00000058846	Q8BVF7
10090.ENSMUSP00000034934	Q8C7N7
10090.ENSMUSP00000130359	Q9DCZ9
10090.ENSMUSP00000028617	O35841
10090.ENSMUSP00000053638	Q9WV08
10090.ENSMUSP00000032130	Q9D842
10090.ENSMUSP00000006828	Q03157
10090.ENSMUSP00000072428	Q06335
10090.ENSMUSP00000040840	Q9D7N9
10090.ENSMUSP00000034588	Q00623
10090.ENSMUSP00000005824	P09813
10090.ENSMUSP00000034585	P06728
10090.ENSMUSP00000034584	Q8C7G5
10090.ENSMUSP00000042028	Q8VBT6
10090.ENSMUSP00000036044	E9Q414
10090.ENSMUSP00000045571	P34928
10090.ENSMUSP00000003074	Q05020
10090.ENSMUSP00000034586	P33622
10090.ENSMUSP00000003071	Q61268
10090.ENSMUSP00000110885	P51910
10090.ENSMUSP00000003066	P08226
10090.ENSMUSP00000050300	Q91V80
10090.ENSMUSP00000000049	Q01339
10090.ENSMUSP00000025249	Q9Z1R3
10090.ENSMUSP00000109530	Q9DCZ4
10090.ENSMUSP00000131169	Q9CQW7
10090.ENSMUSP00000046121	Q09PK2
10090.ENSMUSP00000025399	Q9JM54
10090.ENSMUSP00000124264	Q7TQC5
10090.ENSMUSP00000006764	P08030
10090.ENSMUSP00000082054	Q8BHH1
10090.ENSMUSP00000060622	Q8CHJ2
10090.ENSMUSP00000004774	Q02013
10090.ENSMUSP00000023752	P56402
10090.ENSMUSP00000055110	Q8R2N1
10090.ENSMUSP00000078088	P55088
10090.ENSMUSP00000085530	Q9WTY4
10090.ENSMUSP00000023754	Q8C4A0
10090.ENSMUSP00000030136	O54794
10090.ENSMUSP00000033023	P56404
10090.ENSMUSP00000074063	Q9JJJ3
10090.ENSMUSP00000047157	Q8CFQ3
10090.ENSMUSP00000064416	Q9D416
10090.ENSMUSP00000086703	Q640N2
10090.ENSMUSP00000034228	Q9D385
10090.ENSMUSP00000032888	Q9JKW0
10090.ENSMUSP00000031351	Q9JM93
10090.ENSMUSP00000028336	Q8BH07
10090.ENSMUSP00000001155	P04627
10090.ENSMUSP00000013766	Q6PGD0
10090.ENSMUSP00000102624	Q4LDD4
10090.ENSMUSP00000075924	Q8BZ05
10090.ENSMUSP00000035662	Q8R5G7
10090.ENSMUSP00000025791	Q99MK8
10090.ENSMUSP00000070445	Q3UYH7
10090.ENSMUSP00000031625	Q9R0Q6
10090.ENSMUSP00000082822	Q9WV32
10090.ENSMUSP00000120925	Q505B7
10090.ENSMUSP00000023268	Q9WV31
10090.ENSMUSP00000031325	P31955
10090.ENSMUSP00000048780	Q8CHG5
10090.ENSMUSP00000079905	P84078
10090.ENSMUSP00000051814	Q8BSL7
10090.ENSMUSP00000050689	P61205
10090.ENSMUSP00000022429	P61750
10090.ENSMUSP00000020717	P84084
10090.ENSMUSP00000055862	P62331
10090.ENSMUSP00000029092	Q9EPJ9
10090.ENSMUSP00000028691	Q99K28
10090.ENSMUSP00000064893	Q9D8S3
10090.ENSMUSP00000081840	Q8K221
10090.ENSMUSP00000104436	Q8BXL7
10090.ENSMUSP00000030237	Q64364
10090.ENSMUSP00000105053	P97433
10090.ENSMUSP00000063284	Q8BW86
10090.ENSMUSP00000055293	Q66JY6
10090.ENSMUSP00000040531	A2AWP8
10090.ENSMUSP00000020161	Q61176
10090.ENSMUSP00000021550	O08691
10090.ENSMUSP00000039493	Q3UL36
10090.ENSMUSP00000130560	A1IGU4
10090.ENSMUSP00000124280	Q80VK6
10090.ENSMUSP00000091331	Q3UPH7
10090.ENSMUSP00000029694	Q60875
10090.ENSMUSP00000046486	Q91X46
10090.ENSMUSP00000035980	Q7TNR9
10090.ENSMUSP00000033468	Q8K4I3
10090.ENSMUSP00000106534	Q9ES28
10090.ENSMUSP00000089464	Q9Z206
10090.ENSMUSP00000109510	Q3UTH8
10090.ENSMUSP00000081225	Q8C033
10090.ENSMUSP00000126598	Q8R4H2
10090.ENSMUSP00000067684	Q5FWH6
10090.ENSMUSP00000030898	Q3U5C8
10090.ENSMUSP00000102647	Q80U35
10090.ENSMUSP00000004684	Q6P9R4
10090.ENSMUSP00000006618	Q8BWA8
10090.ENSMUSP00000019611	Q9CWR0
10090.ENSMUSP00000033825	Q8BGK2
10090.ENSMUSP00000099677	Q8CG72
10090.ENSMUSP00000036749	Q8C142
10090.ENSMUSP00000101517	A2BH40
10090.ENSMUSP00000126531	Q9Z1K5
10090.ENSMUSP00000013338	Q9Z1K6
10090.ENSMUSP00000019708	Q62431
10090.ENSMUSP00000004780	Q9Z1N7
10090.ENSMUSP00000081748	A6PWV5
10090.ENSMUSP00000106163	A2CG63
10090.ENSMUSP00000110684	Q3U108
10090.ENSMUSP00000020106	Q8BM75
10090.ENSMUSP00000045454	Q99NG0
10090.ENSMUSP00000073459	Q8CG76
10090.ENSMUSP00000026988	Q9QXJ4
10090.ENSMUSP00000055447	Q6P3A9
10090.ENSMUSP00000088740	Q8BGR6
10090.ENSMUSP00000111942	P61211
10090.ENSMUSP00000025893	Q9D0J4
10090.ENSMUSP00000026009	Q9WUL7
10090.ENSMUSP00000099013	P61213
10090.ENSMUSP00000057085	P61208
10090.ENSMUSP00000035918	Q99PE9
10090.ENSMUSP00000041756	Q80ZU0
10090.ENSMUSP00000069725	Q9D4P0
10090.ENSMUSP00000037214	Q6P068
10090.ENSMUSP00000023405	O88848
10090.ENSMUSP00000027684	Q8VEH3
10090.ENSMUSP00000032196	Q9CQW2
10090.ENSMUSP00000123799	Q91YI0
10090.ENSMUSP00000072669	Q9D0L7
10090.ENSMUSP00000025060	Q80X86
10090.ENSMUSP00000029125	Q9D7A8
10090.ENSMUSP00000093397	Q3URY6
10090.ENSMUSP00000110287	A2AU72
10090.ENSMUSP00000080028	B2RY50
10090.ENSMUSP00000040568	Q5EBP3
10090.ENSMUSP00000019679	Q8BNU0
10090.ENSMUSP00000046120	Q3UJZ3
10090.ENSMUSP00000035043	Q9DBR3
10090.ENSMUSP00000027434	Q9D2I5
10090.ENSMUSP00000093581	A6H630
10090.ENSMUSP00000043965	Q9CX83
10090.ENSMUSP00000049147	Q6A058
10090.ENSMUSP00000080518	Q8BHS6
10090.ENSMUSP00000094045	Q3UZB0
10090.ENSMUSP00000057277	Q8K3A6
10090.ENSMUSP00000082154	Q61324
10090.ENSMUSP00000099810	P53762
10090.ENSMUSP00000061167	Q8C6B9
10090.ENSMUSP00000021479	Q9QZB7
10090.ENSMUSP00000128921	P56212
10090.ENSMUSP00000000137	P61161
10090.ENSMUSP00000085578	Q641P0
10090.ENSMUSP00000027579	Q99JY9
10090.ENSMUSP00000088516	Q9D898
10090.ENSMUSP00000046658	Q80US4
10090.ENSMUSP00000020109	Q9D864
10090.ENSMUSP00000016115	Q8R2S9
10090.ENSMUSP00000006467	Q9CVB6
10090.ENSMUSP00000099584	Q9JM76
10090.ENSMUSP00000114839	P59999
10090.ENSMUSP00000076933	Q9CPW4
10090.ENSMUSP00000049440	Q9D0A3
10090.ENSMUSP00000095866	Q8BWG8
10090.ENSMUSP00000099623	Q91YI4
10090.ENSMUSP00000109398	Q9EQP6
10090.ENSMUSP00000028349	Q99KN1
10090.ENSMUSP00000002989	Q9D668
10090.ENSMUSP00000096957	Q7TPQ9
10090.ENSMUSP00000094906	Q497K5
10090.ENSMUSP00000076948	P20443
10090.ENSMUSP00000127646	P50428
10090.ENSMUSP00000088964	P50429
10090.ENSMUSP00000020928	Q3TYD4
10090.ENSMUSP00000043966	Q32KI9
10090.ENSMUSP00000091511	Q8BM89
10090.ENSMUSP00000113274	Q9D2L1
10090.ENSMUSP00000064521	Q9Z0L2
10090.ENSMUSP00000034463	Q9D0U9
10090.ENSMUSP00000087562	P98203
10090.ENSMUSP00000049039	O35085
10090.ENSMUSP00000026677	P50294
10090.ENSMUSP00000091181	P50295
10090.ENSMUSP00000069359	P50296
10090.ENSMUSP00000003655	Q91WU5
10090.ENSMUSP00000034000	Q9WV54
10090.ENSMUSP00000093830	Q9JHE3
10090.ENSMUSP00000134825	Q9QWY8
10090.ENSMUSP00000041899	Q5U464
10090.ENSMUSP00000041539	Q91ZT7
10090.ENSMUSP00000033755	Q9CQ31
10090.ENSMUSP00000033549	Q9D738
10090.ENSMUSP00000046476	Q8VBX0
10090.ENSMUSP00000087810	Q8C6Y6
10090.ENSMUSP00000031696	Q8VHS6
10090.ENSMUSP00000038450	Q8VHS5
10090.ENSMUSP00000041293	Q8VHP9
10090.ENSMUSP00000084095	Q8VHA6
10090.ENSMUSP00000027538	Q9WV74
10090.ENSMUSP00000021617	Q8K0L0
10090.ENSMUSP00000020551	Q9WV72
10090.ENSMUSP00000040331	Q9WV71
10090.ENSMUSP00000033918	Q9D1A4
10090.ENSMUSP00000043462	Q91ZU1
10090.ENSMUSP00000122395	Q91ZU0
10090.ENSMUSP00000057864	Q91ZT9
10090.ENSMUSP00000033756	Q91ZT8
10090.ENSMUSP00000052351	Q9D8Z1
10090.ENSMUSP00000063272	Q91WR3
10090.ENSMUSP00000036726	E9PZJ8
10090.ENSMUSP00000020243	Q02067
10090.ENSMUSP00000009392	O35885
10090.ENSMUSP00000037702	Q9JJR7
10090.ENSMUSP00000033056	Q9EPB4
10090.ENSMUSP00000020004	Q9CQE6
10090.ENSMUSP00000005607	Q9DAP7
10090.ENSMUSP00000051709	Q8C0M9
10090.ENSMUSP00000018699	P34927
10090.ENSMUSP00000099632	P24721
10090.ENSMUSP00000088451	Q99MY8
10090.ENSMUSP00000070957	Q91X20
10090.ENSMUSP00000010434	Q922M7
10090.ENSMUSP00000023758	Q6NXK8
10090.ENSMUSP00000039914	Q6X1Y6
10090.ENSMUSP00000045598	Q7TNS7
10090.ENSMUSP00000029641	Q9R0Y1
10090.ENSMUSP00000029123	Q03288
10090.ENSMUSP00000020022	P70158
10090.ENSMUSP00000030709	P58242
10090.ENSMUSP00000137135	D3KU66
10090.ENSMUSP00000042187	Q04519
10090.ENSMUSP00000065337	O54984
10090.ENSMUSP00000027264	Q8BFS9
10090.ENSMUSP00000031766	Q61024
10090.ENSMUSP00000026135	Q8VBT9
10090.ENSMUSP00000039202	Q9DCQ2
10090.ENSMUSP00000033920	Q64191
10090.ENSMUSP00000049848	Q2TA57
10090.ENSMUSP00000031291	Q80VP9
10090.ENSMUSP00000077273	Q8BSY0
10090.ENSMUSP00000059159	Q8CJ27
10090.ENSMUSP00000021820	Q99MQ4
10090.ENSMUSP00000062464	Q62415
10090.ENSMUSP00000112508	Q8CG79
10090.ENSMUSP00000034620	P50289
10090.ENSMUSP00000099904	P16460
10090.ENSMUSP00000035181	Q8BIR2
10090.ENSMUSP00000078697	Q6ZWX0
10090.ENSMUSP00000054456	Q6HA09
10090.ENSMUSP00000039711	Q61137
10090.ENSMUSP00000065786	Q80Z10
10090.ENSMUSP00000032427	Q8QZV7
10090.ENSMUSP00000105413	P59598
10090.ENSMUSP00000106846	Q8BZ32
10090.ENSMUSP00000095260	Q8C4A5
10090.ENSMUSP00000010940	Q8VD46
10090.ENSMUSP00000129811	O54827
10090.ENSMUSP00000088779	P98197
10090.ENSMUSP00000099066	Q9QZW0
10090.ENSMUSP00000007340	Q9Z1W8
10090.ENSMUSP00000034326	Q9EPE9
10090.ENSMUSP00000039648	Q9CTG6
10090.ENSMUSP00000128224	Q5XF89
10090.ENSMUSP00000060987	Q5XF90
10090.ENSMUSP00000075204	Q3TYU2
10090.ENSMUSP00000039657	Q8VDN2
10090.ENSMUSP00000083077	Q6PIE5
10090.ENSMUSP00000099922	Q6PIC6
10090.ENSMUSP00000106874	Q9WV27
10090.ENSMUSP00000027863	P14094
10090.ENSMUSP00000047353	P14231
10090.ENSMUSP00000034983	P97370
10090.ENSMUSP00000016471	Q99ME6
10090.ENSMUSP00000032974	Q8R429
10090.ENSMUSP00000031423	O55143
10090.ENSMUSP00000021142	Q64518
10090.ENSMUSP00000020107	G5E829
10090.ENSMUSP00000086398	Q9R0K7
10090.ENSMUSP00000082220	Q80XR2
10090.ENSMUSP00000092794	A7L9Z8
10090.ENSMUSP00000072121	Q8BWU8
10090.ENSMUSP00000132190	Q8R1K4
10090.ENSMUSP00000113022	Q9CQQ7
10090.ENSMUSP00000088029	Q9CR84
10090.ENSMUSP00000136537	P56383
10090.ENSMUSP00000018914	P56384
10090.ENSMUSP00000083115	Q9D7K5
10090.ENSMUSP00000102750	A2AWT3
10090.ENSMUSP00000042215	P70704
10090.ENSMUSP00000079238	P98200
10090.ENSMUSP00000025482	Q148W0
10090.ENSMUSP00000103019	P98199
10090.ENSMUSP00000020383	Q6UQ17
10090.ENSMUSP00000103575	A3FIN4
10090.ENSMUSP00000069962	Q9D5T0
10090.ENSMUSP00000043691	Q8CDM1
10090.ENSMUSP00000030903	Q925I1
10090.ENSMUSP00000017694	Q4QY64
10090.ENSMUSP00000056383	Q8K341
10090.ENSMUSP00000036721	Q8BHE3
10090.ENSMUSP00000033139	Q9Z2A5
10090.ENSMUSP00000023769	P81269
10090.ENSMUSP00000058521	P16951
10090.ENSMUSP00000027941	Q60765
10090.ENSMUSP00000105234	Q06507
10090.ENSMUSP00000047771	O70191
10090.ENSMUSP00000027974	F6VAN0
10090.ENSMUSP00000015605	O35451
10090.ENSMUSP00000104456	Q8R0S1
10090.ENSMUSP00000022119	Q8R1P4
10090.ENSMUSP00000038489	Q9CQY1
10090.ENSMUSP00000046412	Q6P4T0
10090.ENSMUSP00000037441	Q80XK6
10090.ENSMUSP00000023343	Q9CPX6
10090.ENSMUSP00000108595	Q8C9S8
10090.ENSMUSP00000027502	Q8BGE6
10090.ENSMUSP00000030279	Q811C2
10090.ENSMUSP00000068450	Q8BGV9
10090.ENSMUSP00000044769	Q99J83
10090.ENSMUSP00000032457	Q9D906
10090.ENSMUSP00000047449	Q68FE2
10090.ENSMUSP00000051864	Q6EBV9
10090.ENSMUSP00000045474	Q9D8Z6
10090.ENSMUSP00000078372	Q8BP56
10090.ENSMUSP00000064282	O35143
10090.ENSMUSP00000102796	Q8BLI0
10090.ENSMUSP00000088774	Q7TSK7
10090.ENSMUSP00000015994	Q80T21
10090.ENSMUSP00000021466	Q8BH66
10090.ENSMUSP00000064758	Q6PA06
10090.ENSMUSP00000025668	Q91YH5
10090.ENSMUSP00000104727	Q6P9S1
10090.ENSMUSP00000113388	Q62388
10090.ENSMUSP00000085695	O35126
10090.ENSMUSP00000035429	Q04646
10090.ENSMUSP00000098903	P48985
10090.ENSMUSP00000039801	Q9Z2E5
10090.ENSMUSP00000036981	Q99NA2
10090.ENSMUSP00000104485	O08997
10090.ENSMUSP00000128382	Q9CWQ3
10090.ENSMUSP00000131964	Q64436
10090.ENSMUSP00000033826	P50992
10090.ENSMUSP00000016396	P56382
10090.ENSMUSP00000046256	Q9DCX2
10090.ENSMUSP00000051222	Q06185
10090.ENSMUSP00000023608	P97450
10090.ENSMUSP00000136375	Q9CPQ8
10090.ENSMUSP00000021372	Q9CRA7
10090.ENSMUSP00000080996	P00848
10090.ENSMUSP00000058840	Q64430
10090.ENSMUSP00000006742	Q64446
10090.ENSMUSP00000080995	P03930
10090.ENSMUSP00000029060	O70228
10090.ENSMUSP00000089394	P98195
10090.ENSMUSP00000026495	Q03265
10090.ENSMUSP00000026459	P56480
10090.ENSMUSP00000003156	Q9D3D9
10090.ENSMUSP00000135831	Q811I0
10090.ENSMUSP00000104361	Q91YY4
10090.ENSMUSP00000110547	Q91VR2
10090.ENSMUSP00000125504	P56135
10090.ENSMUSP00000023677	Q9DB20
10090.ENSMUSP00000030865	Q9WVK0
10090.ENSMUSP00000044831	Q8BMG1
10090.ENSMUSP00000076514	Q6A051
10090.ENSMUSP00000028781	Q9WU60
10090.ENSMUSP00000109203	Q61687
10090.ENSMUSP00000034980	Q9JKK8
10090.ENSMUSP00000084905	P58459
10090.ENSMUSP00000057796	Q811B3
10090.ENSMUSP00000099955	Q769J6
10090.ENSMUSP00000067022	P59384
10090.ENSMUSP00000079041	Q69Z28
10090.ENSMUSP00000090801	Q4VC17
10090.ENSMUSP00000050535	P59509
10090.ENSMUSP00000023610	P97857
10090.ENSMUSP00000036330	P59511
10090.ENSMUSP00000040171	Q8C9W3
10090.ENSMUSP00000006570	Q8BNJ2
10090.ENSMUSP00000023611	Q9R001
10090.ENSMUSP00000108683	Q68SA9
10090.ENSMUSP00000069644	P57110
10090.ENSMUSP00000001720	Q8QZR1
10090.ENSMUSP00000132450	P28658
10090.ENSMUSP00000090850	P0C7T6
10090.ENSMUSP00000137439	P54254
10090.ENSMUSP00000035415	Q7TQH0
10090.ENSMUSP00000056715	O70305
10090.ENSMUSP00000021606	Q9CVD2
10090.ENSMUSP00000022257	Q8R4I1
10090.ENSMUSP00000027217	Q99LS0
10090.ENSMUSP00000021913	Q9JLZ3
10090.ENSMUSP00000101492	E9Q6Z5
10090.ENSMUSP00000090281	P70295
10090.ENSMUSP00000028997	P97477
10090.ENSMUSP00000021277	O70126
10090.ENSMUSP00000083426	O88445
10090.ENSMUSP00000102546	Q80TZ3
10090.ENSMUSP00000003705	Q9D9K3
10090.ENSMUSP00000026500	O88398
10090.ENSMUSP00000031805	Q80U56
10090.ENSMUSP00000018965	Q9D7H4
10090.ENSMUSP00000067305	P27038
10090.ENSMUSP00000126108	P27040
10090.ENSMUSP00000094088	A2ADU9
10090.ENSMUSP00000033567	Q6E1M8
10090.ENSMUSP00000073974	O35625
10090.ENSMUSP00000051331	O88566
10090.ENSMUSP00000044350	Q9QYP6
10090.ENSMUSP00000065544	O35484
10090.ENSMUSP00000030581	Q8BVM4
10090.ENSMUSP00000007803	Q64373
10090.ENSMUSP00000022806	P70345
10090.ENSMUSP00000034709	Q9Z0F3
10090.ENSMUSP00000105970	O54918
10090.ENSMUSP00000009256	P59017
10090.ENSMUSP00000032321	Q9CPT0
10090.ENSMUSP00000052210	Q08ED0
10090.ENSMUSP00000096086	Q07440
10090.ENSMUSP00000099534	P01887
10090.ENSMUSP00000078972	P13808
10090.ENSMUSP00000116747	P16283
10090.ENSMUSP00000006749	P04919
10090.ENSMUSP00000125700	Q9CW73
10090.ENSMUSP00000066582	P59270
10090.ENSMUSP00000093962	P58158
10090.ENSMUSP00000058363	Q920V1
10090.ENSMUSP00000097336	Q8BG28
10090.ENSMUSP00000097972	Q8BHT6
10090.ENSMUSP00000053528	Q9Z222
10090.ENSMUSP00000034260	Q5JCS9
10090.ENSMUSP00000031384	Q1RLK6
10090.ENSMUSP00000078712	Q8BGY6
10090.ENSMUSP00000095879	Q3USF0
10090.ENSMUSP00000108931	Q8K0J2
10090.ENSMUSP00000092277	Q8R3I9
10090.ENSMUSP00000130840	Q8VI16
10090.ENSMUSP00000068590	Q3U129
10090.ENSMUSP00000041343	O54904
10090.ENSMUSP00000046118	O54905
10090.ENSMUSP00000084823	Q9Z0F0
10090.ENSMUSP00000097096	Q9JI67
10090.ENSMUSP00000057521	Q91Z92
10090.ENSMUSP00000062016	Q8BWP8
10090.ENSMUSP00000006914	Q09200
10090.ENSMUSP00000037239	Q09199
10090.ENSMUSP00000058253	Q6L8S8
10090.ENSMUSP00000039758	Q766D5
10090.ENSMUSP00000030121	P15535
10090.ENSMUSP00000030266	Q9Z2Y2
10090.ENSMUSP00000066353	Q91YY2
10090.ENSMUSP00000023482	Q9JJ04
10090.ENSMUSP00000104844	Q9JMK0
10090.ENSMUSP00000066515	Q9WVK5
10090.ENSMUSP00000068532	Q8R087
10090.ENSMUSP00000099717	Q9R1S0
10090.ENSMUSP00000104040	Q3UK10
10090.ENSMUSP00000132788	Q8VHV1
10090.ENSMUSP00000041983	Q91X34
10090.ENSMUSP00000002473	Q3UI43
10090.ENSMUSP00000032924	Q8BGV7
10090.ENSMUSP00000017759	O70479
10090.ENSMUSP00000001125	Q922M3
10090.ENSMUSP00000034591	P56818
10090.ENSMUSP00000043918	Q9JL18
10090.ENSMUSP00000026703	P97302
10090.ENSMUSP00000103815	P97303
10090.ENSMUSP00000129121	Q91V12
10090.ENSMUSP00000025910	Q61337
10090.ENSMUSP00000046219	Q8BVR0
10090.ENSMUSP00000025762	O54962
10090.ENSMUSP00000030125	Q60739
10090.ENSMUSP00000042009	Q91YN9
10090.ENSMUSP00000033136	Q9JLV1
10090.ENSMUSP00000044725	Q8CI61
10090.ENSMUSP00000051049	Q8CI32
10090.ENSMUSP00000025250	Q9Z1R2
10090.ENSMUSP00000043643	Q3UHR0
10090.ENSMUSP00000043130	Q497V6
10090.ENSMUSP00000046097	Q3UHD1
10090.ENSMUSP00000101638	Q8CGM1
10090.ENSMUSP00000035612	Q80ZF8
10090.ENSMUSP00000026436	Q8BKX1
10090.ENSMUSP00000129854	Q80TT2
10090.ENSMUSP00000039047	Q8CDJ3
10090.ENSMUSP00000077757	O08734
10090.ENSMUSP00000025075	Q9D0L6
10090.ENSMUSP00000035484	Q80VH0
10090.ENSMUSP00000132095	Q8VBU8
10090.ENSMUSP00000104216	Q9DCT6
10090.ENSMUSP00000022458	Q99PU7
10090.ENSMUSP00000020979	Q61334
10090.ENSMUSP00000002091	Q61335
10090.ENSMUSP00000027393	O70445
10090.ENSMUSP00000053147	P63157
10090.ENSMUSP00000084005	Q8VIB5
10090.ENSMUSP00000021813	Q9ER42
10090.ENSMUSP00000112314	O08686
10090.ENSMUSP00000070751	P18572
10090.ENSMUSP00000053943	Q91XV3
10090.ENSMUSP00000032703	Q9QXA6
10090.ENSMUSP00000045744	Q8R1H8
10090.ENSMUSP00000027943	Q9D275
10090.ENSMUSP00000040706	O35284
10090.ENSMUSP00000033093	Q07813
10090.ENSMUSP00000133478	O88379
10090.ENSMUSP00000002825	Q9Z277
10090.ENSMUSP00000044359	Q91YE5
10090.ENSMUSP00000002152	Q99ML1
10090.ENSMUSP00000080512	Q3V079
10090.ENSMUSP00000049387	Q9DBI2
10090.ENSMUSP00000052179	Q5SUD9
10090.ENSMUSP00000034206	Q9CWF6
10090.ENSMUSP00000026265	Q8C1Z7
10090.ENSMUSP00000074494	Q9CZQ9
10090.ENSMUSP00000103791	Q8K2G4
10090.ENSMUSP00000110132	Q8VBW5
10090.ENSMUSP00000105140	Q9QYE3
10090.ENSMUSP00000068258	Q99PV8
10090.ENSMUSP00000003061	Q9R069
10090.ENSMUSP00000052777	Q9EQ32
10090.ENSMUSP00000129584	Q61140
10090.ENSMUSP00000029766	Q9QZK2
10090.ENSMUSP00000013667	Q80YN3
