3702.AT1G22300.1	P48347
3702.AT5G22780.1	Q8LPK4
3702.AT1G16060.1	Q94AN4
3702.AT1G79700.2	A0JPZ8
3702.AT5G46630.2	O23140
3702.AT1G47830.1	Q84WL9
3702.AT4G36920.1	P47927
3702.AT3G55480.2	Q9M2T1
3702.AT1G48760.1	Q9C744
3702.AT1G56590.1	F4I562
3702.AT3G50860.1	Q8VZ37
3702.AT3G54340.1	P35632
3702.AT1G31730.1	Q8L7A9
3702.AT4G24550.2	Q9SB50
3702.AT2G19790.1	O82201
3702.AT2G20790.1	Q8W0Z6
3702.AT1G11910.1	O65390
3702.AT1G62290.1	Q8VYL3
3702.AT4G04460.1	Q9XEC4
3702.AT5G11490.2	Q9LDK9
3702.AT4G11380.2	Q9SUS3
3702.AT4G23460.1	O81742
3702.AT2G18290.1	Q9ZPW2
3702.AT3G05870.1	Q9M9L0
3702.AT5G05560.1	Q9FFF9
3702.AT2G04660.1	Q8H1U5
3702.AT4G21530.1	O65418
3702.AT1G06590.1	Q8H1U4
3702.AT2G39090.1	Q8VY89
3702.AT3G48425.1	Q5XF07
3702.AT4G36050.2	F4JNY0
3702.AT3G16370.1	Q9LU14
3702.AT3G62910.1	Q8RX79
3702.AT1G20130.1	P40602
3702.AT2G31440.1	Q8L9G7
3702.AT1G07570.3	Q06548
3702.AT2G28930.1	P46573
3702.AT2G14750.1	Q43295
3702.AT1G14370.1	O49839
3702.AT2G02800.1	O49840
3702.AT4G39940.1	O49196
3702.AT3G03900.1	Q9SRW7
3702.AT5G67520.1	Q84JF0
3702.AT1G79430.2	Q9SAK5
3702.AT4G33090.1	Q8VZH2
3702.AT1G64810.2	Q9XIR4
3702.AT5G57930.2	Q8W4A5
3702.AT5G61930.1	Q9FH50
3702.AT3G21740.1	Q9LSZ0
3702.AT4G04610.1	P92979
3702.AT1G62180.1	P92981
3702.AT4G21990.1	P92980
3702.AT1G34780.1	Q9SA00
3702.AT3G03860.1	Q93YX4
3702.AT4G08930.1	Q9ZPE9
3702.AT5G18120.1	Q84JN1
3702.AT5G61380.1	Q9LKL2
3702.AT4G18020.1	Q6LA43
3702.AT5G49240.1	Q9FJ16
3702.AT5G24470.1	Q6LA42
3702.AT1G68210.1	Q9C9F6
3702.AT5G02810.1	Q93WK5
3702.AT4G00760.1	O23100
3702.AT2G46790.1	Q8L500
3702.AT3G22890.1	Q9LIK9
3702.AT1G05610.1	F4I8U2
3702.AT1G19920.1	Q43870
3702.AT4G14680.1	O23324
3702.AT5G43780.1	Q9S7D8
3702.AT1G80050.1	Q42563
3702.AT4G22570.1	Q9SUW2
3702.AT4G12440.2	Q9SU38
3702.AT5G11160.1	Q9LFP0
3702.AT1G07890.1	Q05431
3702.AT3G09640.1	Q1PER6
3702.AT4G35000.1	Q42564
3702.AT4G35970.1	Q7XZP5
3702.AT4G32320.1	Q8GY91
3702.AT4G08390.1	Q42592
3702.AT1G77490.1	Q42593
3702.AT3G04080.1	Q9SQG2
3702.AT1G14240.1	Q9XI62
3702.AT1G14230.1	Q8H1D8
3702.AT1G14250.1	Q6NQA8
3702.AT2G02970.1	O80612
3702.AT4G19180.1	F4JSH1
3702.AT2G35100.1	Q6DBG8
3702.AT5G44930.1	Q9FLA5
3702.AT1G30620.1	Q9SA77
3702.AT4G20460.1	Q9SUN3
3702.AT5G44480.1	Q9FI17
3702.AT4G16130.1	O23461
3702.AT1G05140.1	O23053
3702.AT2G32480.1	O80885
3702.AT2G30910.1	O80856
3702.AT2G31300.1	Q9SJW6
3702.AT1G30825.1	Q8LGI3
3702.AT2G33385.2	F4IVU1
3702.AT1G75010.1	Q6F6B5
3702.AT4G01710.1	Q9M117
3702.AT5G65274.1	B3H6Y2
3702.AT3G19720.1	Q84N64
3702.AT5G42480.1	Q9FIG9
3702.AT2G47170.1	P36397
3702.AT1G70490.1	Q9LQC8
3702.AT1G70490.1	P0DH91
3702.AT2G24765.1	P40940
3702.AT2G15310.1	Q9SHU5
3702.AT2G18390.1	Q9ZPX1
3702.AT1G59750.1	Q8L7G0
3702.AT5G62000.1	Q94JM3
3702.AT2G33860.1	O23661
3702.AT5G60450.1	Q9ZTX9
3702.AT1G19850.1	P93024
3702.AT1G30330.2	Q9ZTX8
3702.AT5G20730.1	P93022
3702.AT5G37020.1	Q9FGV1
3702.AT4G23980.1	Q9XED8
3702.AT2G28350.1	Q9SKN5
3702.AT2G46530.3	Q9ZPY6
3702.AT1G34310.1	Q9XID4
3702.AT1G35540.1	Q9LQE8
3702.AT1G35520.1	Q9LQE3
3702.AT4G30080.1	Q93YR9
3702.AT1G77850.1	Q84WU6
3702.AT3G61830.1	Q9C5W9
3702.AT1G19220.1	Q8RYC8
3702.AT1G35240.1	Q9C7I9
3702.AT1G34410.1	Q9C8N9
3702.AT1G34390.1	Q9C8N7
3702.AT1G43950.1	Q9LP07
3702.AT2G19940.1	Q93Z70
3702.AT1G80600.1	Q9M8M7
3702.AT4G17830.2	Q9C5C4
3702.AT4G08900.1	P46637
3702.AT4G08870.1	Q9ZPF5
3702.AT2G37500.1	Q9ZUR7
3702.AT3G59900.1	Q6NMD6
3702.AT2G31760.1	Q9SKC4
3702.AT2G31780.1	Q9SKC2
3702.AT1G05880.2	Q84RQ9
3702.AT5G63750.1	Q9FFN9
3702.AT5G63730.1	Q9FFP1
3702.AT5G63760.1	Q84RQ8
3702.AT5G08730.1	Q9C5A4
3702.AT4G34370.1	Q949V6
3702.AT2G16090.1	Q84RR2
3702.AT3G27710.1	Q9LVX0
3702.AT3G27720.1	Q9LVW9
3702.AT2G31510.1	Q84RR0
3702.AT1G65430.1	Q8W468
3702.AT2G31770.1	Q9SKC3
3702.AT5G19330.1	B9DHT4
3702.AT2G46040.1	Q84JT7
3702.AT4G11400.1	Q9LDD4
3702.AT2G17410.1	Q940Y3
3702.AT3G43240.1	Q6NQ79
3702.AT1G20910.1	C0SUW7
3702.AT3G54870.1	Q9SV36
3702.AT1G01950.3	Q9LPC6
3702.AT1G12430.2	Q9FZ06
3702.AT5G10920.1	Q9LEU8
3702.AT2G44080.1	Q8RXL7
3702.AT2G45300.1	P05466
3702.AT1G48850.1	P57720
3702.AT1G11790.1	Q9SA96
3702.AT3G07630.1	Q9SSE7
3702.AT2G27820.1	Q9ZUY3
3702.AT3G44720.1	O22241
3702.AT5G22630.1	Q9FNJ8
3702.AT1G08250.1	Q9SGD6
3702.AT4G39980.1	P29976
3702.AT4G33510.1	Q00218
3702.AT3G27000.1	Q9LSD6
3702.AT1G13180.1	Q9SAF1
3702.AT1G73910.1	Q9C9B2
3702.AT1G18450.1	Q84M92
3702.AT3G12380.2	Q940Z2
3702.AT3G33520.1	Q8LGE3
3702.AT3G60830.1	Q8L4Y5
3702.AT5G56180.1	Q9FKT0
3702.AT5G43500.1	Q9LSW2
3702.AT1G60430.1	Q1ECJ7
3702.AT2G41460.1	P45951
3702.AT4G31920.1	O49397
3702.AT1G67710.1	Q9FXD6
3702.AT2G25180.1	P62598
3702.AT2G27070.1	Q9ZVD3
3702.AT2G01760.1	Q8L9Y3
3702.AT1G74890.1	Q7G8V2
3702.AT2G40670.2	Q9SHC2
3702.AT3G56380.1	Q9FPR6
3702.AT5G58080.1	Q9FGT7
3702.AT1G49190.2	Q9M9B9
3702.AT3G16857.2	Q940D0
3702.AT3G62670.1	Q9LZJ8
3702.AT5G07210.1	Q9LYP5
3702.AT3G04280.1	Q9M8Y4
3702.AT4G16110.1	Q9ZWJ9
3702.AT1G59940.1	Q9ZWS9
3702.AT1G10470.1	O82798
3702.AT3G48100.1	Q9SB04
3702.AT5G62920.1	Q9ZWS6
3702.AT1G19050.1	Q9ZWS7
3702.AT2G41310.1	O80365
3702.AT3G57040.1	O80366
3702.AT2G37630.1	O80931
3702.AT3G51970.1	Q9SV07
3702.AT1G25220.2	Q42565
3702.AT5G57890.1	Q9FJM5
3702.AT3G10740.1	Q9SG80
3702.AT5G26120.1	Q8VZR2
3702.AT2G16570.1	Q9SI61
3702.AT4G34740.1	Q9STG9
3702.AT4G38880.1	Q9T0J5
3702.AT1G66740.1	Q9C9M6
3702.AT5G38110.1	Q9LS09
3702.AT1G76710.1	Q84WW6
3702.AT1G77300.1	Q2LAE1
3702.AT2G44150.1	Q945S8
3702.AT3G59960.1	Q9M1X9
3702.AT2G17900.1	Q7XJS0
3702.AT2G19640.2	Q9ZUM9
3702.AT4G30860.1	Q949T8
3702.AT1G54060.1	Q9SYG2
3702.AT3G14180.1	Q9LJG8
3702.AT3G21860.1	Q9LSX8
3702.AT4G34210.1	O49484
3702.AT4G34470.1	O65674
3702.AT3G60010.1	Q9M1X5
3702.AT2G03170.1	O81057
3702.AT3G25650.1	Q1PEL7
3702.AT2G03190.1	O81055
3702.AT2G20160.1	Q9SL65
3702.AT1G10230.1	Q9SY65
3702.AT2G03160.1	O81058
3702.AT2G45950.2	A8MQG7
3702.AT3G61415.1	Q8LF97
3702.AT2G25700.1	Q9SL93
3702.AT1G20140.1	Q9LNT9
3702.AT3G60020.1	Q9M1X4
3702.AT3G53060.1	Q1PEF6
3702.AT3G21840.1	Q9LSY0
3702.AT3G21830.1	Q9LSY1
3702.AT3G21850.1	Q9LSX9
3702.AT3G47340.1	P49078
3702.AT5G65010.2	Q9LV77
3702.AT5G10240.1	Q9LFU1
3702.AT3G18490.1	Q9LS40
3702.AT3G20015.1	Q9LHE3
3702.AT5G61540.1	Q56W64
3702.AT5G08100.1	P50287
3702.AT3G16150.1	Q8GXG1
3702.AT5G10080.1	Q9LX20
3702.AT1G65240.1	Q9S9K4
3702.AT2G35615.1	Q3EBM5
3702.AT4G24830.1	Q9SZX3
3702.AT5G07960.1	Q9SD88
3702.AT1G54210.1	Q8S924
3702.AT3G13970.1	Q9LVK3
3702.AT3G62770.1	Q93VB2
3702.AT4G30510.1	Q8H1Q8
3702.AT2G40810.1	Q8GYD7
3702.AT3G56440.1	Q0WPK3
3702.AT5G05150.1	Q9FHK8
3702.AT5G54730.1	Q9FH32
3702.AT1G03380.1	Q8GUL1
3702.AT1G54710.1	Q8H1Q5
3702.AT2G46495.1	P0CH01
3702.AT2G46494.1	P0CH02
3702.AT1G08940.1	O04035
3702.AT3G05170.1	Q9MAA2
3702.AT3G61890.1	Q9M276
3702.AT1G69780.1	Q8LC03
3702.AT2G34710.1	O04291
3702.AT1G52150.2	Q9ZU11
3702.AT4G40060.1	Q940J1
3702.AT2G01430.1	Q8S9N6
3702.AT3G01220.1	Q8LAT0
3702.AT2G18550.1	Q9ZU70
3702.AT2G36610.1	Q4PSR7
3702.AT1G26960.1	Q8LFD3
3702.AT4G36740.1	O23208
3702.AT5G03790.1	Q9LZR0
3702.AT5G53980.1	Q9FN29
3702.AT5G66700.1	Q9LVR0
3702.AT1G27045.1	P0CJ65
3702.AT1G30490.1	O04292
3702.AT1G55590.1	Q9ZWC6
3702.AT3G52720.1	O04846
3702.AT2G28210.1	F4IHR4
3702.AT5G04180.1	Q9FYE3
3702.AT4G20990.1	F4JIK2
3702.AT1G08065.1	F4HUC4
3702.AT4G21000.1	Q9SUB4
3702.AT1G08080.1	Q8L817
3702.AT5G56330.1	Q9FM99
3702.AT5G05700.1	Q9ZT48
3702.AT3G11240.1	Q9C776
3702.AT3G07525.2	Q8VZ52
3702.AT5G61500.1	Q0WWQ1
3702.AT2G44140.1	Q8S929
3702.AT3G59950.1	Q9M1Y0
3702.AT5G17290.1	Q9FFI2
3702.AT5G45900.1	Q94CD5
3702.AT4G21980.2	Q8LEM4
3702.AT4G04620.1	Q9XEB5
3702.AT1G62040.2	Q8S927
3702.AT2G45170.1	Q8S926
3702.AT4G16520.1	Q8VYK7
3702.AT3G60640.1	Q9LZZ9
3702.AT3G06420.1	Q8S925
3702.AT3G15580.1	Q9LRP7
3702.AT4G32980.1	P48731
3702.AT2G44910.1	P92953
3702.AT5G65310.1	P46667
3702.AT2G22430.1	P46668
3702.AT2G46680.1	P46897
3702.AT4G32880.1	Q39123
3702.AT1G70920.1	Q8GXM7
3702.AT4G21270.1	Q07970
3702.AT4G27180.1	P46864
3702.AT5G54670.1	P46875
3702.AT5G27000.1	O81635
3702.AT4G05190.1	F4JGP4
3702.AT1G49220.1	P0C034
3702.AT1G72200.1	Q84W40
3702.AT2G20030.1	Q9SL78
3702.AT4G30400.1	Q940Q4
3702.AT4G30370.1	Q9M0C3
3702.AT1G22500.1	Q9SK92
3702.AT5G43420.1	Q9LSW9
3702.AT4G15975.1	Q8LF65
3702.AT4G38140.1	Q9SZL4
3702.AT1G53010.1	Q9C919
3702.AT1G04360.1	P93823
3702.AT1G28040.1	Q9C7E9
3702.AT2G25410.1	Q9SKK8
3702.AT5G42200.1	Q8L9W3
3702.AT2G35420.1	Q6NKR1
3702.AT4G17920.1	O49691
3702.AT3G16720.1	Q8L9T5
3702.AT5G46650.1	Q9FIR0
3702.AT5G27420.1	Q8LGA5
3702.AT4G40070.1	Q8W571
3702.AT2G37580.1	O80927
3702.AT1G35330.1	Q9C7I1
3702.AT4G09110.1	Q9M0R6
3702.AT4G09120.1	Q9M0R5
3702.AT4G09130.1	Q9M0R4
3702.AT2G34990.1	O64762
3702.AT4G09100.1	Q9M0R7
3702.AT1G72310.1	Q9XF63
3702.AT2G42350.1	Q9SLC4
3702.AT2G42360.1	Q9SLC3
3702.AT4G28890.1	Q5XF85
3702.AT5G05810.1	Q5EAE9
3702.AT2G17450.1	O22755
3702.AT4G35480.1	Q9ZT49
3702.AT5G40250.1	Q9FL07
3702.AT1G23980.1	Q8GW38
3702.AT3G48030.1	Q7X843
3702.AT2G18650.1	Q9ZV53
3702.AT3G60220.1	Q9LY41
3702.AT5G57750.1	Q9FHG8
3702.AT3G03550.1	Q9SRQ8
3702.AT5G17600.1	Q9LF64
3702.AT4G17905.1	P0C041
3702.AT1G72220.1	Q8LFY8
3702.AT5G10380.1	Q9LX93
3702.AT2G18670.1	Q9ZV51
3702.AT2G27940.1	Q9SJJ7
3702.AT1G33480.1	Q570X5
3702.AT4G10160.1	Q9SN27
3702.AT3G62690.1	Q9LZJ6
3702.AT1G53820.1	P0C035
3702.AT3G14320.1	Q9LUL6
3702.AT3G19140.1	Q9LJL6
3702.AT5G58580.1	Q9LUZ9
3702.AT2G47560.1	O22255
3702.AT3G18930.1	Q67YI6
3702.AT3G11110.1	Q9SRM0
3702.AT2G46160.1	O82353
3702.AT3G61550.1	Q9M313
3702.AT5G07040.1	Q9FL42
3702.AT3G05200.1	Q8RXX9
3702.AT2G35910.1	Q8RX29
3702.AT5G06490.1	Q9FG21
3702.AT3G10910.1	Q9SG96
3702.AT5G05280.1	Q9FLC6
3702.AT5G01880.1	Q9LZV8
3702.AT1G49200.1	Q94BY6
3702.AT1G49210.1	Q6NML0
3702.AT3G18773.1	Q9LS99
3702.AT1G49230.1	Q6NQG7
3702.AT5G47610.1	Q9FGJ6
3702.AT4G10150.1	Q9SN28
3702.AT1G20823.1	Q9LM69
3702.AT1G32361.1	Q9LQM2
3702.AT1G76410.1	Q8LC69
3702.AT2G35000.1	O64763
3702.AT4G21750.1	Q8RWU4
3702.AT3G48190.1	Q9M3G7
3702.AT1G66240.1	Q94BT9
3702.AT5G47030.1	Q96252
3702.AT1G51650.1	Q96253
3702.AT3G52300.1	Q9FT52
3702.ATMG00410.1	P93298
3702.ATMG01170.1	P92547
3702.AT2G21870.1	Q9SJ12
3702.ATMG01080.1	P60112
3702.ATMG01190.1	P92549
3702.ATCG00120.1	P56757
3702.AT5G08690.1	P83483
3702.AT5G08690.1	P83484
3702.AT5G08680.1	Q9C5A9
3702.ATCG00480.1	P19366
3702.AT4G09650.1	Q9SSS9
3702.ATCG00470.1	P09468
3702.ATCG00130.1	P56759
3702.AT4G04640.1	Q01908
3702.AT1G15700.1	Q01909
3702.AT2G33040.1	Q96250
3702.ATCG00140.1	P56760
3702.ATCG00150.1	P56758
3702.AT5G13450.1	Q96251
3702.AT5G40820.1	Q9FKS4
3702.AT2G31650.1	Q9C5X4
3702.AT1G05830.1	P0CB22
3702.AT3G54130.1	Q9M391
3702.AT3G61740.1	Q9M364
3702.AT4G27910.1	Q9SUE7
3702.AT5G53430.1	Q8GZ42
3702.AT3G21820.1	Q5PP37
3702.AT4G15180.1	O23372
3702.AT5G06620.1	Q9FG08
3702.AT5G09790.2	Q8VZJ1
3702.AT5G24330.1	Q9FNE9
3702.AT5G42400.1	F4K1J4
3702.AT1G75310.1	Q9FWS1
3702.AT4G32830.1	Q9M077
3702.AT2G25880.1	Q683C9
3702.AT2G45490.1	O64629
3702.AT2G38120.1	Q96247
3702.AT4G12780.1	Q9SU08
3702.AT4G12770.1	Q0WQ57
3702.AT1G15690.1	P31414
3702.AT1G78920.1	Q56ZN6
3702.AT1G16780.1	Q9FWR2
3702.AT1G54990.1	Q9FZ33
3702.AT2G27860.1	Q9ZUY6
3702.AT1G08200.1	Q9SGE0
3702.AT5G54060.1	Q9LVW3
3702.AT5G67450.1	Q9SSW1
3702.AT3G19580.1	Q9SSW2
3702.AT5G43170.1	Q9SSW0
3702.AT3G10960.1	Q9SRK7
3702.AT5G50300.1	Q84MA8
3702.AT4G21390.1	O81906
3702.AT1G11730.1	Q9SAA4
3702.AT1G05170.2	A8MRC7
3702.AT2G32430.1	Q9ZV71
3702.AT4G26940.1	Q8LEJ9
3702.AT1G22015.1	Q9LM60
3702.AT1G32930.1	Q9MAP8
3702.AT1G77810.1	Q6NQB7
3702.AT1G33430.2	Q9C809
3702.AT2G25300.1	Q5XEZ1
3702.AT4G32120.1	Q94A05
3702.AT5G53340.1	Q94F27
3702.AT2G26100.1	Q66GS2
3702.AT3G14960.1	Q9LKA9
3702.AT1G53290.1	Q8L7M1
3702.AT1G26810.1	Q8L7F9
3702.AT3G06440.1	Q9ASW1
3702.AT1G27120.1	Q8GXG6
3702.AT1G74800.1	Q8RX55
3702.AT5G62620.1	Q9LV16
3702.AT4G21060.1	A7XDQ9
3702.AT5G54830.1	Q9FFU6
3702.AT3G25290.1	Q9LSE7
3702.AT2G04850.1	Q9SJ74
3702.AT3G59070.1	Q9LYS9
3702.AT3G61750.1	Q9M363
3702.AT5G47530.1	Q9FGK4
3702.AT3G07570.1	Q0WRW8
3702.AT2G30890.1	O80854
3702.AT4G18260.1	Q0WPS2
3702.AT4G12980.1	Q9SV71
3702.AT5G35735.1	Q9FKH6
3702.AT5G48750.1	Q9FKC1
3702.AT4G17280.1	Q8VYH6
3702.AT2G02850.1	Q8LG89
3702.AT2G33820.1	Q84UC7
3702.AT1G79900.1	Q9CA93
3702.AT1G74920.1	Q9S795
3702.AT3G48170.1	Q9STS1
3702.AT5G52060.1	Q0WUQ1
3702.AT5G62100.1	Q0WPX7
3702.AT5G07220.1	Q9LYP4
3702.AT3G51780.1	Q8RX71
3702.AT1G12060.1	O65373
3702.AT2G46240.1	O82345
3702.AT5G62390.1	Q9LVA0
3702.AT3G29310.1	Q9LIB3
3702.AT2G38920.1	Q8GW10
3702.AT1G02860.1	Q9SRX9
3702.AT5G47980.1	Q9FI40
3702.AT3G29680.1	Q9LRQ7
3702.AT3G23920.1	Q9LIR6
3702.AT4G00490.1	O65258
3702.AT4G17090.1	O23553
3702.AT5G55700.1	Q9FM68
3702.AT4G15210.1	P25853
3702.AT2G32290.1	Q8L762
3702.AT2G45880.1	O80831
3702.AT5G45300.1	Q9FH80
3702.AT5G18670.1	Q8VYW2
3702.AT5G65700.1	O49545
3702.AT3G49670.1	Q9M2Z1
3702.AT4G20270.1	O65440
3702.AT1G61720.1	Q9SEV0
3702.AT3G61190.1	Q941L2
3702.AT2G45760.1	Q58FX0
3702.AT1G04020.1	F4I443
3702.AT4G15370.1	O23390
3702.AT5G44630.1	Q4KSH9
3702.AT3G11630.1	Q96291
3702.AT5G06290.1	Q9C5R8
3702.AT5G60880.1	Q5BPF3
3702.AT1G78560.1	Q93YR2
3702.AT2G26900.1	Q1EBV7
3702.AT3G25410.1	Q8RXE8
3702.AT3G56160.1	F4IZC4
3702.AT4G12030.2	F4JPW1
3702.AT4G22840.1	Q8VYY4
3702.AT2G01170.1	Q9ZU50
3702.AT1G75380.1	Q9FWS6
3702.AT1G19660.1	Q93VH2
3702.AT5G17430.1	Q6PQQ4
3702.AT3G19910.1	Q9LT17
3702.AT2G21320.1	Q9SJU5
3702.AT4G39070.1	Q0IGM7
3702.AT1G75540.1	Q9LQZ7
3702.AT4G10240.1	O82617
3702.AT1G06040.1	Q96288
3702.AT2G31380.1	Q9SID1
3702.AT3G21150.1	Q9LJB7
3702.AT3G63530.1	Q8L649
3702.AT3G01500.2	P27140
3702.AT5G14740.1	P42737
3702.AT1G23730.1	Q9ZUC2
3702.AT1G70410.2	Q94CE4
3702.AT4G33580.2	Q94CE3
3702.AT1G58180.2	Q9C6F5
3702.AT3G05190.1	Q8W0Z7
3702.AT5G27410.2	Q9ASR4
3702.AT1G10060.2	Q93Y32
3702.AT1G10070.1	Q9M439
3702.AT3G49680.1	Q9M401
3702.AT3G19710.1	Q9LE06
3702.AT1G50110.1	Q9LPM9
3702.AT1G50090.1	Q9LPM8
3702.AT5G20230.1	Q07488
3702.AT2G44790.1	O80517
3702.AT3G60280.1	Q96316
3702.AT2G44510.1	O64885
3702.AT5G16390.1	Q42533
3702.AT5G15530.1	Q9LLC1
3702.AT4G25700.1	Q9SZZ8
3702.AT5G52570.1	Q9LTG0
3702.AT1G24520.1	Q9FYL2
3702.AT3G61710.1	Q9M367
3702.AT1G18400.1	Q8GZ13
3702.AT4G36540.1	Q93VJ4
3702.AT1G73830.1	Q8GWK7
3702.AT3G50750.1	Q9S7F3
3702.AT4G36780.1	Q94A43
3702.AT4G18890.1	O49404
3702.AT1G78700.1	Q9ZV88
3702.AT5G41410.1	Q38897
3702.AT3G58170.1	Q9M2J9
3702.AT4G14455.1	Q94CG2
3702.AT4G14600.1	Q8VXX9
3702.AT1G29060.1	Q8L9S0
3702.AT5G62040.1	Q9FIT4
3702.AT5G63810.1	Q9FN08
3702.AT4G35010.1	Q9SCV1
3702.AT4G26140.1	Q9SCV0
3702.AT2G16730.1	Q9SCU9
3702.AT4G38590.2	Q9SCU8
3702.AT1G31740.1	Q9C6W4
3702.AT1G77410.1	Q8GX69
3702.AT1G72990.1	Q93Z24
3702.AT3G13750.1	Q9SCW1
3702.AT3G52840.1	Q9LFA6
3702.AT4G36360.1	Q9SCV9
3702.AT5G56870.1	Q9SCV8
3702.AT1G45130.1	Q9MAJ7
3702.AT5G63800.1	Q9FFN4
3702.AT5G20710.1	Q9SCV5
3702.AT2G28470.1	Q9SCV4
3702.AT2G32810.1	Q9SCV3
3702.AT1G45191.1	Q3ECW8
3702.AT5G16580.1	Q9FMD8
3702.AT4G22100.1	O65458
3702.AT1G60090.1	Q9ZUI3
3702.AT1G60260.1	Q8RXN9
3702.AT1G60270.1	Q682B4
3702.AT3G62740.1	Q9LZJ1
3702.AT3G62750.1	Q67XN2
3702.AT4G27820.1	Q9STP4
3702.AT4G27830.1	Q93ZI4
3702.AT1G02850.4	B3H5Q1
3702.AT5G42260.1	Q9FH03
3702.AT5G44640.1	Q9LU02
3702.AT2G25630.1	Q9SLA0
3702.AT2G44450.1	O64879
3702.AT3G60130.1	Q9M1D0
3702.AT2G44480.1	O64882
3702.AT1G52400.1	Q9SE50
3702.AT3G21370.1	Q9LIF9
3702.AT1G75940.1	Q84WV2
3702.AT1G66270.1	Q9C525
3702.AT1G66280.1	Q9C8Y9
3702.AT3G09260.1	Q9SR37
3702.AT5G28510.1	Q9LKR7
3702.AT3G03640.1	O82772
3702.AT2G44490.1	O64883
3702.AT3G60120.1	Q9M1D1
3702.AT2G44460.1	Q4V3B3
3702.AT2G44470.3	Q8GXT2
3702.AT3G60140.1	Q9M1C9
3702.AT5G24540.1	Q9FLU9
3702.AT5G24550.1	Q9FLU8
3702.AT2G32860.2	O48779
3702.AT1G47600.1	Q8GRX1
3702.AT1G51470.1	Q3ECS3
3702.AT1G51490.1	Q9C8K1
3702.AT5G25980.2	Q9C5C2
3702.AT5G26000.1	P37702
3702.AT5G48375.1	Q3E8E5
3702.AT1G26560.1	Q9FZE0
3702.AT5G54570.1	Q9FIU7
3702.AT5G36890.1	Q9FIW4
3702.AT3G18070.1	Q9LV34
3702.AT3G18080.1	Q9LV33
3702.AT1G61810.3	O80689
3702.AT1G61820.1	O80690
3702.AT4G21760.1	Q9SVS1
3702.AT4G16430.1	O23487
3702.AT1G03040.1	Q93Y00
3702.AT2G31220.1	Q84TK1
3702.AT4G36060.1	Q8W2F2
3702.AT4G00480.2	Q8W2F1
3702.AT1G01260.1	Q9LNJ5
3702.AT4G00870.1	O23090
3702.AT2G22750.2	Q1PF17
3702.AT2G22760.1	Q1PF16
3702.AT2G22770.1	Q8S3F1
3702.AT4G28790.1	Q9SVU6
3702.AT4G37850.1	Q9T072
3702.AT4G29930.3	Q700E3
3702.AT5G46830.1	Q9LUK7
3702.AT1G68810.1	Q9S7Y1
3702.AT3G25710.1	Q9LS08
3702.AT3G23210.1	Q9LTC7
3702.AT5G57150.4	Q2HIV9
3702.AT5G51780.1	Q9FLI1
3702.AT5G56960.1	Q9LTS4
3702.AT3G47640.1	Q9SN74
3702.AT2G42300.1	Q8VZ02
3702.AT1G68920.1	Q9CAA9
3702.AT2G40200.1	Q9XEF0
3702.AT1G30670.1	Q9SA82
3702.AT2G34820.1	Q84RD0
3702.AT1G27740.1	Q8LEG1
3702.AT1G12540.1	Q9LN95
3702.AT4G28800.1	Q9SVU7
3702.AT4G01460.1	Q9M128
3702.AT3G57800.1	Q3EAI1
3702.AT5G10570.1	Q9LXA9
3702.AT3G07340.1	Q9SRT2
3702.AT4G34530.1	Q8GY61
3702.AT2G24260.1	Q9ZUG9
3702.AT3G61950.1	Q700E4
3702.AT4G29100.1	Q8S3D1
3702.AT4G30980.1	Q8S3D5
3702.AT2G46810.1	O81037
3702.AT5G46690.1	Q56XR0
3702.AT1G10120.1	Q6NKN9
3702.AT1G25330.1	A4D998
3702.AT1G26260.1	Q9C670
3702.AT3G23690.1	Q9LK48
3702.AT5G48560.1	Q9FJL4
3702.AT5G62610.1	Q9LV17
3702.AT1G35460.1	Q9C8P8
3702.AT4G09180.1	Q9M0R0
3702.AT5G58010.1	Q9LSQ3
3702.AT1G66470.1	Q9C707
3702.AT2G14760.3	Q7XHI9
3702.AT4G33880.1	Q84WK0
3702.AT5G37800.1	Q9FJ00
3702.AT3G21330.1	Q8S3D2
3702.AT1G06170.1	Q9LND0
3702.AT1G10610.1	Q0WNR2
3702.AT2G31210.1	Q8GX46
3702.AT5G43650.1	Q9FIX5
3702.AT5G65640.1	Q9LSL1
3702.AT1G22490.1	Q9SK91
3702.AT1G49770.1	Q9FXA3
3702.AT1G72210.1	Q9C7T4
3702.AT5G65320.1	Q9FKQ6
3702.AT2G41240.1	Q9ZVB5
3702.AT5G04150.1	Q9FYE6
3702.AT4G21340.1	Q8VZ22
3702.AT4G14410.1	Q8L467
3702.AT2G41130.1	O80674
3702.AT3G56770.1	Q9LET0
3702.AT1G68240.1	Q5XVH0
3702.AT1G27660.1	Q9SFZ3
3702.AT1G31050.1	Q9FYJ6
3702.AT1G61660.1	Q94JL3
3702.AT3G19500.1	Q9LT67
3702.AT4G05170.1	Q9M0X8
3702.AT3G22100.1	Q9LRJ4
3702.AT4G25400.1	Q9STJ7
3702.AT4G28811.1	Q8GT73
3702.AT5G51790.1	Q9FLI0
3702.AT3G19860.2	Q9LT23
3702.AT1G51140.1	Q9C690
3702.AT3G20640.1	Q8GXT3
3702.AT1G62975.1	Q9LQ08
3702.AT4G25410.1	Q9STJ6
3702.AT4G28815.1	Q7XHI7
3702.AT1G05805.1	Q8H102
3702.AT2G43140.2	Q9ZW81
