160490.SPy_1744	Q99YE0
160490.SPy_2007	Q54914
160490.SPy_1506	Q9EW01
160490.SPy_0140	Q6H0M7
160490.SPy_1098	Q9R5Y1
160490.SPy_2016	Q9JNF5
160490.SPy_0166	D7S0I0
160490.SPy_0337	I7A6M3
160490.SPy_2018	Q9L511
160490.SPy_2018	Q54639
160490.SPy_2016	Q9JND1
160490.SPy_0337	D3KVD9
160490.SPy_0337	D3KVF3
160490.SPy_0337	I7DIH1
160490.SPy_0098	Q15JD0
160490.SPy_0124	Q8RP55
160490.SPy_2142	A0A088FB53
160490.SPy_1136	Q9EW25
160490.SPy_0384	Q06A42
160490.SPy_2016	Q9JNU7
160490.SPy_2037	Q8VS96
160490.SPy_2019	Q4QSS3
160490.SPy_1032	A7XFV0
160490.SPy_1136	Q6H0N5
160490.SPy_0154	Q9RII7
160490.SPy_2016	Q9JNH6
160490.SPy_2016	Q9JNJ0
160490.SPy_0337	D3KVI8
160490.SPy_0881	Q9FD61
160490.SPy_0876	Q9FD59
160490.SPy_2016	Q9JNE1
160490.SPy_2016	G4Y2D9
160490.SPy_0140	Q9EW36
160490.SPy_2042	D3KVK8
160490.SPy_2116	Q54952
160490.SPy_1529	Q6H0W5
160490.SPy_2016	Q9JNK9
160490.SPy_1013	Q54858
160490.SPy_0337	D3KVK5
160490.SPy_0361	Q6WQM3
160490.SPy_2019	Q53311
160490.SPy_2042	D3KVF6
160490.SPy_2042	D3KVE5
160490.SPy_0878	Q9FD57
160490.SPy_2018	Q54635
160490.SPy_2018	M4I011
160490.SPy_1915	Q38L38
160490.SPy_0165	D7S0C5
160490.SPy_1972	Q8KLP1
160490.SPy_2018	Q54892
160490.SPy_2042	O85731
160490.SPy_1032	A7XFV7
160490.SPy_0098	Q9EW18
160490.SPy_2147	Q49NY3
160490.SPy_1096	Q8L1F3
160490.SPy_2039	A9LN28
160490.SPy_2018	M4HZL6
160490.SPy_0416	Q202A7
160490.SPy_2018	Q68J70
160490.SPy_2018	A0A059TA62
160490.SPy_0337	D3KVE6
160490.SPy_0080	A7DUS7
160490.SPy_0711	Q54512
160490.SPy_1345	F8K871
160490.SPy_0165	D7S053
160490.SPy_1096	Q8L1G2
160490.SPy_0296	Q54910
160490.SPy_2019	Q54609
160490.SPy_2200	Q54866
160490.SPy_0416	Q3HV58
160490.SPy_1989	Q4AEF2
160490.SPy_2019	Q4QSS0
160490.SPy_2016	Q9JNY2
160490.SPy_0140	Q6H0M8
160490.SPy_2016	Q9JNY1
160490.SPy_1998	Q9LAD3
160490.SPy_2148	Q9EVY9
160490.SPy_2018	Q6V4K9
160490.SPy_1979	E3UTF7
160490.SPy_1506	Q6H0T6
160490.SPy_1136	Q6H0N7
160490.SPy_0361	Q6H0S5
160490.SPy_0140	Q9EW30
160490.SPy_2018	Q54545
160490.SPy_1136	Q9EW19
160490.SPy_2042	D3KVE1
160490.SPy_2042	D3KVJ1
160490.SPy_2039	Q93LQ2
160490.SPy_0292	Q54906
160490.SPy_0165	D7S094
160490.SPy_2018	B2ZBG7
160490.SPy_0165	Q9KH00
160490.SPy_2129	A0A088F7A7
160490.SPy_2016	Q9JNJ8
160490.SPy_2016	Q9JNX3
160490.SPy_2016	Q9JNC8
160490.SPy_2016	Q9JNG6
160490.SPy_2016	Q9JNH4
160490.SPy_2016	Q9JNZ1
160490.SPy_1311	Q9RIK3
160490.SPy_1998	B0LVF8
160490.SPy_2016	Q9JNS3
160490.SPy_2018	Q9EZG3
160490.SPy_2016	Q9JNQ1
160490.SPy_1676	Q6WQL1
160490.SPy_0416	Q201Z6
160490.SPy_0165	D7S093
160490.SPy_1357	Q9X5C5
160490.SPy_0745	Q9S438
160490.SPy_1529	Q9EW13
160490.SPy_0361	Q6H0S1
160490.SPy_1770	Q9FAZ6
160490.SPy_2016	Q9JNT6
160490.SPy_0166	D7S0F4
160490.SPy_1979	Q7X0Y1
160490.SPy_1136	Q9EW24
160490.SPy_0517	Q9RIK6
160490.SPy_2016	Q9JNI3
160490.SPy_0140	Q9EW31
160490.SPy_1346	D3VND0
160490.SPy_2018	P95826
160490.SPy_2039	Q6LD88
160490.SPy_0361	Q6H0S2
160490.SPy_2018	Q54663
160490.SPy_1096	Q93RQ9
160490.SPy_1770	J7IBU7
160490.SPy_2018	M4I071
160490.SPy_0727	C0SND3
160490.SPy_1096	Q8L1F8
160490.SPy_0883	V9TWM4
160490.SPy_2042	D2XV98
160490.SPy_0166	D7S0E9
160490.SPy_0910	Q69C31
160490.SPy_0165	D7S080
160490.SPy_0165	D7S0C4
160490.SPy_2018	Q8GKW1
160490.SPy_0165	D7S085
160490.SPy_2016	Q9JP24
160490.SPy_2018	Q54848
160490.SPy_2016	Q9JP04
160490.SPy_2018	A0A059TA70
160490.SPy_2042	D3KVF1
160490.SPy_2018	M4I076
160490.SPy_0337	I7A6M6
160490.SPy_2018	Q05464
160490.SPy_2018	Q54637
160490.SPy_0361	Q6WQM7
160490.SPy_0727	C0SND4
160490.SPy_0140	Q9EW37
160490.SPy_0165	D7S0D7
160490.SPy_1998	Q4ZJR7
160490.SPy_1998	A5A506
160490.SPy_0140	Q6WQK0
160490.SPy_2016	Q9JNF6
160490.SPy_2018	Q54640
160490.SPy_2018	D6QY08
160490.SPy_0337	D4QE63
160490.SPy_1506	Q6H0T5
160490.SPy_2018	Q8GKU3
160490.SPy_0165	D7S0B1
160490.SPy_2016	G4Y2D8
160490.SPy_0337	I7E6G5
160490.SPy_1676	Q6H0P5
160490.SPy_2018	A0A059T9U7
160490.SPy_2116	B6CEB3
160490.SPy_0101	P72551
160490.SPy_1529	Q6WQN4
160490.SPy_2018	W0T3R2
160490.SPy_2018	M4I087
160490.SPy_0416	Q202A4
160490.SPy_0020	Q9RIJ4
160490.SPy_2042	D2XV99
160490.SPy_1346	F8K7W7
160490.SPy_0140	Q6H0M9
160490.SPy_0124	Q4QSP9
160490.SPy_2016	Q9JNE4
160490.SPy_2148	Q9EVZ2
160490.SPy_1758	Q9FAZ8
160490.SPy_2016	Q9JNF7
160490.SPy_2016	Q9JNR0
160490.SPy_2016	Q9JNQ5
160490.SPy_1096	Q935W5
160490.SPy_2016	Q9JNH3
160490.SPy_2016	Q9JNS9
160490.SPy_0124	Q4QSP4
160490.SPy_1889	Q93HQ8
160490.SPy_2042	D3KVK1
160490.SPy_2016	Q9JNK8
160490.SPy_2018	Q54638
160490.SPy_0165	D7S0C0
160490.SPy_2016	Q9JNX7
160490.SPy_1097	Q8L1G1
160490.SPy_2016	Q9JNI1
160490.SPy_2042	D3KVK0
160490.SPy_0910	Q76HB8
160490.SPy_2018	Q6TLR2
160490.SPy_2016	Q9JNA3
160490.SPy_0166	D7S0F9
160490.SPy_1357	Q9S6G3
160490.SPy_0140	Q9EW32
160490.SPy_0337	D3KVL7
160490.SPy_0080	A6PXT9
160490.SPy_1013	Q6SPC8
160490.SPy_2016	Q9JNU5
160490.SPy_0416	Q201Z5
160490.SPy_2018	A0A059TA69
160490.SPy_2018	M4I021
160490.SPy_1506	Q9EW04
160490.SPy_0337	D3KVF2
160490.SPy_2042	D3KVL3
160490.SPy_0337	D3KVG6
160490.SPy_0337	D3KVJ7
160490.SPy_2016	Q9JNW8
160490.SPy_2016	Q9JNP9
160490.SPy_0416	Q9FAZ5
160490.SPy_0165	D7S0B3
160490.SPy_2018	Q8RLD1
160490.SPy_2016	Q9JNE6
160490.SPy_2023	Q54988
160490.SPy_1032	A7XFU7
160490.SPy_1032	A7XFU9
160490.SPy_2018	Q54632
160490.SPy_0003	Q9L571
160490.SPy_1529	Q6H0V6
160490.SPy_0911	Q9A068
160490.SPy_1911	Q99Y22
160490.SPy_0816	Q9A0D9
160490.SPy_1964	Q99XY2
160490.SPy_1622	Q99YN2
160490.SPy_1291	Q99ZC3
160490.SPy_0516	Q9A116
160490.SPy_1214	Q99ZI8
160490.SPy_0264	Q9A1H8
160490.SPy_1541	Q99YT9
160490.SPy_1869	Q99Y49
160490.SPy_1595	Q99YQ1
160490.SPy_0605	Q9A0U9
160490.SPy_1520	Q99YV7
160490.SPy_1415	Q99Z38
160490.SPy_1236	Q99ZG9
160490.SPy_0456	Q7DAM7
160490.SPy_1122	Q99ZR1
160490.SPy_0813	Q9A0E2
160490.SPy_0922	Q9A058
160490.SPy_0097	Q9A1U2
160490.SPy_1351	Q99Z84
160490.SPy_0003	Q9A209
160490.SPy_1427	Q99Z30
160490.SPy_0827	Q9A0D1
160490.SPy_0536	Q9A100
160490.SPy_1842	Q99Y69
160490.SPy_1164	Q99ZM4
160490.SPy_0026	Q9A1Z1
160490.SPy_1944	Q99XZ7
160490.SPy_0542	Q9A0Z5
160490.SPy_2082	Q99XR5
160490.SPy_1020	Q99ZY2
160490.SPy_2073	Q99XR9
160490.SPy_0288	Q9A1G3
160490.SPy_1362	Q99Z75
160490.SPy_1505	Q99YX0
160490.SPy_0447	Q9A160
160490.SPy_1629	Q99YM6
160490.SPy_0015	Q9A200
160490.SPy_0933	Q9A047
160490.SPy_1750	Q99YD5
160490.SPy_1987	Q99XW9
160490.SPy_1507	Q99YW8
160490.SPy_0529	Q9A107
160490.SPy_0599	Q9A0V4
160490.SPy_1281	Q99ZD2
160490.SPy_1724	Q99YF8
160490.SPy_0752	Q9A0J4
160490.SPy_0838	Q9A0C3
160490.SPy_1292	Q99ZC2
160490.SPy_0363	Q9A1B5
160490.SPy_0321	Q9A1E2
160490.SPy_2002	Q99XV8
160490.SPy_1033	Q99ZX3
160490.SPy_1743	Q99YE1
160490.SPy_1562	Q99YS7
160490.SPy_0569	Q9A0X7
160490.SPy_1495	Q99YX8
160490.SPy_1299	Q99ZB5
160490.SPy_0559	Q9A0Y2
160490.SPy_2001	Q7DAL2
160490.SPy_0008	Q9A205
160490.SPy_2105	Q99XQ0
160490.SPy_0319	Q9A1E4
160490.SPy_1659	Q99YK3
160490.SPy_0036	Q9A1Y3
160490.SPy_1835	Q99Y75
160490.SPy_1048	Q99ZW0
160490.SPy_1420	Q99Z35
160490.SPy_1497	Q99YX6
160490.SPy_1161	Q99ZM7
160490.SPy_1047	Q99ZW1
160490.SPy_1681	Q99YJ0
160490.SPy_1372	Q99Z66
160490.SPy_0295	Q9A1F8
160490.SPy_1618	Q99YN5
160490.SPy_0006	Q9A207
160490.SPy_1209	Q99ZJ3
160490.SPy_1866	Q99Y52
160490.SPy_1649	Q99YL1
160490.SPy_1548	Q99YT6
160490.SPy_0929	Q9A051
160490.SPy_0643	Q9A0S5
160490.SPy_0642	Q9A0S6
160490.SPy_1104	Q99ZS6
160490.SPy_2027	Q99XU5
160490.SPy_1748	Q99YD7
160490.SPy_0841	Q9A0C1
160490.SPy_0371	Q9A1A9
160490.SPy_2080	Q99XR6
160490.SPy_0023	Q9A1Z4
160490.SPy_1103	Q99ZS7
160490.SPy_1906	Q99Y24
160490.SPy_1521	Q99YV6
160490.SPy_0892	Q9A082
160490.SPy_1375	Q99Z63
160490.SPy_0310	Q9A1F0
160490.SPy_1054	Q99ZV7
160490.SPy_2026	Q99XU6
160490.SPy_1940	Q99Y00
160490.SPy_1296	Q99ZB8
160490.SPy_0870	Q9A0A3
160490.SPy_0782	Q9A0G8
160490.SPy_0532	Q9A104
160490.SPy_1561	Q99YS8
160490.SPy_1531	Q99YU7
160490.SPy_0894	Q9A081
160490.SPy_1496	Q99YX7
160490.SPy_2029	Q99XU4
160490.SPy_1876	Q99Y42
160490.SPy_0427	Q9A175
160490.SPy_1694	Q99YI0
160490.SPy_0094	Q9A1U5
160490.SPy_1250	Q99ZF6
160490.SPy_1031	Q99ZX5
160490.SPy_0028	Q9A1Y9
160490.SPy_2034	Q99XU0
160490.SPy_2000	Q99XV9
160490.SPy_1200	Q99ZK1
160490.SPy_0772	Q9A0H7
160490.SPy_2059	Q99XS5
160490.SPy_0854	Q9A0B1
160490.SPy_0122	Q7DAN3
160490.SPy_1658	Q99YK4
160490.SPy_1282	Q99ZD1
160490.SPy_1354	Q99Z81
160490.SPy_2193	Q99XI3
160490.SPy_1523	Q99YV5
160490.SPy_1243	Q99ZG3
160490.SPy_1154	Q99ZN4
160490.SPy_1378	Q99Z62
160490.SPy_0861	Q7DAM2
160490.SPy_1301	Q99ZB4
160490.SPy_1142	Q99ZP4
160490.SPy_1509	Q99YW6
160490.SPy_0255	Q9A1I7
160490.SPy_0112	Q9A1S9
160490.SPy_1337	Q99Z92
160490.SPy_0880	Q9A094
160490.SPy_1593	Q99YQ2
160490.SPy_2050	Q99XT2
160490.SPy_0904	Q9A073
160490.SPy_1106	Q99ZS4
160490.SPy_1276	Q99ZD5
160490.SPy_1158	Q99ZN0
160490.SPy_1653	Q99YK8
160490.SPy_1983	Q7DAL3
160490.SPy_0515	Q9A117
160490.SPy_1844	Q99Y68
160490.SPy_0073	Q9A1V4
160490.SPy_1267	Q99ZE1
160490.SPy_1244	Q99ZG2
160490.SPy_0149	Q9A1Q6
160490.SPy_1870	Q99Y48
160490.SPy_0305	Q9A1F5
160490.SPy_0588	Q9A0W2
160490.SPy_1402	Q99Z47
160490.SPy_2211	Q99XH1
160490.SPy_0390	Q9A195
160490.SPy_1795	Q99YA2
160490.SPy_1851	Q99Y63
160490.SPy_1528	Q99YV0
160490.SPy_0508	Q9A123
160490.SPy_0258	Q9A1I4
160490.SPy_0442	Q9A164
160490.SPy_1960	Q99XY5
160490.SPy_1466	Q99YZ9
160490.SPy_1205	Q99ZJ6
160490.SPy_0421	Q9A179
160490.SPy_0292	Q9A1G0
160490.SPy_1018	Q99ZY4
160490.SPy_0141	Q9A1R3
160490.SPy_1193	Q99ZK4
160490.SPy_1293	Q99ZC1
160490.SPy_0115	Q9A1S8
160490.SPy_0237	Q9A1K0
160490.SPy_1335	Q99Q48
160490.SPy_1357	Q7DAL7
160490.SPy_1619	Q99YN4
160490.SPy_1741	Q99YE3
160490.SPy_1440	Q99Z23
160490.SPy_0790	Q9A0G2
160490.SPy_0245	Q9A1J5
160490.SPy_0364	Q9A1B4
160490.SPy_1942	Q99XZ8
160490.SPy_1990	Q99XW6
160490.SPy_1957	Q99XY8
160490.SPy_1473	Q99YZ5
160490.SPy_1203	Q99ZJ8
160490.SPy_0435	Q9A169
160490.SPy_0265	Q9A1H7
160490.SPy_0738	Q7DAM4
160490.SPy_1498	Q99YX5
160490.SPy_2103	Q99XQ2
160490.SPy_0228	Q9A1K6
160490.SPy_1949	Q99XZ3
160490.SPy_1538	Q99YU1
160490.SPy_0401	Q9A188
160490.SPy_1367	Q99Z71
160490.SPy_1361	Q99Z76
160490.SPy_0135	Q9A1R7
160490.SPy_0039	Q9A1Y0
160490.SPy_1651	Q99YL0
160490.SPy_0093	Q9A1U6
160490.SPy_1254	Q99ZF2
160490.SPy_1125	Q99ZQ8
160490.SPy_1801	Q99Y99
160490.SPy_1736	Q99YE8
160490.SPy_0878	Q9A096
160490.SPy_0012	Q9A202
160490.SPy_1532	Q99YU6
160490.SPy_0514	Q9A118
160490.SPy_0791	Q9A0G1
160490.SPy_0567	Q9A0X9
160490.SPy_1335	Q48Y64
160490.SPy_2058	Q99XS6
160490.SPy_1510	Q99YW5
160490.SPy_0552	Q9A0Y7
160490.SPy_0528	Q9A108
160490.SPy_1350	Q99Z85
160490.SPy_1228	Q99ZH4
160490.SPy_1449	Q99Z15
160490.SPy_1914	Q99Y20
160490.SPy_0484	Q9A137
160490.SPy_2003	Q99XV7
160490.SPy_1836	Q99Y74
160490.SPy_0356	Q9A1C1
160490.SPy_0136	Q9A1R6
160490.SPy_1637	Q99YM2
160490.SPy_0151	Q9A1Q4
160490.SPy_1551	Q99YT4
160490.SPy_1401	Q99Z48
160490.SPy_0853	Q9A0B2
160490.SPy_1016	Q99ZY6
160490.SPy_1391	Q99Z55
160490.SPy_0526	Q9A110
160490.SPy_1998	Q99XW1
160490.SPy_1183	Q99ZL1
160490.SPy_0721	Q9A0L4
160490.SPy_0818	Q9A0D7
160490.SPy_0144	Q9A1R1
160490.SPy_1904	Q99Y26
160490.SPy_2013	Q99XV1
160490.SPy_0190	Q9A1M3
160490.SPy_0150	Q9A1Q5
160490.SPy_1566	Q99YS3
160490.SPy_1986	Q99XX0
160490.SPy_0133	Q9A1R8
160490.SPy_0045	Q9A1X6
160490.SPy_0784	Q9A0G6
160490.SPy_1718	Q99YG3
160490.SPy_0511	Q9A121
160490.SPy_1581	Q99YR1
160490.SPy_0092	Q9A1U7
160490.SPy_1316	Q99ZA3
160490.SPy_1861	Q99Y57
160490.SPy_2184	Q99XI9
160490.SPy_0583	Q9A0W6
160490.SPy_0723	Q9A0L2
160490.SPy_0147	Q9A1Q8
160490.SPy_1355	Q99Z80
160490.SPy_1340	Q99Z90
160490.SPy_0382	Q9A1A1
160490.SPy_2053	Q99XS9
160490.SPy_1409	Q99Z43
160490.SPy_1506	Q99YW9
160490.SPy_0864	Q9A0A7
160490.SPy_0339	Q9A1D2
160490.SPy_1149	Q99ZN7
160490.SPy_0796	Q9A0F7
160490.SPy_1882	Q99Y38
160490.SPy_0792	Q9A0G0
160490.SPy_1462	Q99Z03
160490.SPy_1978	Q99XX5
160490.SPy_1569	Q99YS0
160490.SPy_1460	Q99Z05
160490.SPy_1834	Q99Y76
160490.SPy_1304	Q99ZB2
160490.SPy_1223	Q99ZH9
160490.SPy_0343	Q9A1C8
160490.SPy_1180	Q99ZL3
160490.SPy_1075	Q99ZT9
160490.SPy_0935	Q9A046
160490.SPy_0575	Q9A0X2
160490.SPy_0773	Q9A0H6
160490.SPy_0175	Q9A1N8
160490.SPy_1115	Q99ZR7
160490.SPy_0888	Q9A086
160490.SPy_1022	Q99ZY1
160490.SPy_0884	Q9A090
160490.SPy_0623	Q9A0T9
160490.SPy_0182	Q9A1N1
160490.SPy_1785	Q99YB0
160490.SPy_1536	Q99YU2
160490.SPy_1189	Q99ZK7
160490.SPy_0100	Q9A1U0
160490.SPy_0019	Q9A1Z8
160490.SPy_0729	Q9A0K8
160490.SPy_1370	Q99Z68
160490.SPy_1039	Q99ZW7
160490.SPy_0376	Q9A1A6
160490.SPy_1793	Q99YA4
160490.SPy_0589	Q9A0W1
160490.SPy_2191	Q99XI4
160490.SPy_0798	Q9A0F5
160490.SPy_2107	Q99XP8
160490.SPy_0930	Q9A050
160490.SPy_0899	Q9A078
160490.SPy_1699	Q99YH6
160490.SPy_1543	Q99YT7
160490.SPy_1425	Q99Z31
160490.SPy_0743	Q9A0K1
160490.SPy_0628	Q9A0T7
160490.SPy_0845	Q9A0B8
160490.SPy_0510	Q9A122
160490.SPy_1448	Q99Z16
160490.SPy_0124	Q9A1S4
160490.SPy_1010	Q99ZZ0
160490.SPy_1133	Q99ZQ3
160490.SPy_1257	Q99ZF0
160490.SPy_0260	Q9A1I2
160490.SPy_1884	Q99Y37
160490.SPy_1850	Q99Y64
160490.SPy_1613	Q99YN9
160490.SPy_2079	Q99XR7
160490.SPy_0598	Q9A0V5
160490.SPy_1405	Q99Z45
160490.SPy_0129	Q9A1S1
160490.SPy_1146	Q99ZP0
160490.SPy_0256	Q9A1I6
160490.SPy_0546	Q9A0Z1
160490.SPy_0486	Q9A136
160490.SPy_1717	Q99YG4
160490.SPy_0183	Q9A1N0
160490.SPy_1253	Q99ZF3
160490.SPy_1225	Q99ZH7
160490.SPy_1807	Q48W90
160490.SPy_1832	Q99Y78
160490.SPy_1032	Q99ZX4
160490.SPy_0357	Q9A1C0
160490.SPy_1062	Q99ZU9
160490.SPy_2153	Q99XL3
160490.SPy_1776	Q99YB8
160490.SPy_1159	Q99ZM9
160490.SPy_1258	Q99ZE9
160490.SPy_1664	Q99YK1
160490.SPy_1995	Q99XW2
160490.SPy_0914	Q9A065
160490.SPy_0619	Q9A0U2
160490.SPy_1087	Q99ZT4
160490.SPy_0593	Q9A0V8
160490.SPy_0307	Q9A1F3
160490.SPy_1121	Q99ZR2
160490.SPy_1110	Q99ZS1
160490.SPy_0778	Q9A0H2
160490.SPy_0201	Q9A1L7
160490.SPy_1840	Q99Y71
160490.SPy_0644	Q9A0S4
160490.SPy_0544	Q9A0Z3
160490.SPy_0488	Q9A135
160490.SPy_0446	Q9A161
160490.SPy_0947	Q9A035
160490.SPy_1892	Q99Y34
160490.SPy_0895	Q9A080
160490.SPy_0537	Q9A0Z9
160490.SPy_1758	Q99YD0
160490.SPy_1365	Q99Z73
160490.SPy_1610	Q99YP0
160490.SPy_1559	Q99YS9
160490.SPy_1174	Q99ZL8
160490.SPy_0615	Q9A0U5
160490.SPy_2166	Q99XK2
160490.SPy_1924	Q99Y11
160490.SPy_1519	Q99YV8
160490.SPy_0733	Q9A0K6
160490.SPy_2199	Q99XH7
160490.SPy_1576	Q99YR4
160490.SPy_0855	Q9A0B0
160490.SPy_1408	Q99Z44
160490.SPy_1816	Q99Y90
160490.SPy_1057	Q99ZV4
160490.SPy_0492	Q9A133
160490.SPy_0107	Q9A1T3
160490.SPy_1899	Q99Y30
160490.SPy_1615	Q99YN8
160490.SPy_1827	Q99Y83
160490.SPy_0831	Q9A0C9
160490.SPy_0821	Q9A0D5
160490.SPy_0306	Q9A1F4
160490.SPy_2181	Q99XJ2
160490.SPy_1926	Q99Y10
160490.SPy_0268	Q9A1H4
160490.SPy_1798	Q99YA0
160490.SPy_1745	Q99YD9
160490.SPy_1727	Q99YF6
160490.SPy_1247	Q99ZF9
160490.SPy_0553	Q9A0Y6
160490.SPy_1263	Q99ZE4
160490.SPy_1455	Q99Z09
160490.SPy_1160	Q99ZM8
160490.SPy_0408	Q9A184
160490.SPy_0130	Q9A1S0
160490.SPy_0770	Q9A0H9
160490.SPy_1572	Q99YR7
160490.SPy_1237	Q99ZG8
160490.SPy_1219	Q99ZI3
160490.SPy_0928	Q9A052
160490.SPy_1515	Q99YW1
160490.SPy_1326	Q99Z98
160490.SPy_0787	Q9A0G4
160490.SPy_0386	Q9A197
160490.SPy_0145	Q9A1R0
160490.SPy_1863	Q99Y55
160490.SPy_1700	Q99YH5
160490.SPy_1065	Q99ZU6
160490.SPy_1011	Q99ZY9
160490.SPy_0352	Q9A1C2
160490.SPy_1952	Q99XZ1
160490.SPy_0373	Q9A1A8
160490.SPy_1917	Q99Y17
160490.SPy_1571	Q99YR8
160490.SPy_0530	Q9A106
160490.SPy_2115	Q99XP2
160490.SPy_1985	Q99XX1
160490.SPy_1765	Q99YC5
160490.SPy_1639	Q99YM0
160490.SPy_0912	Q9A067
160490.SPy_0794	Q9A0F8
160490.SPy_1556	Q99YT2
160490.SPy_1384	Q99Z60
160490.SPy_0472	Q9A144
160490.SPy_1810	Q99Y94
160490.SPy_1791	Q99YA5
160490.SPy_1379	Q99Z61
160490.SPy_2087	Q99XR1
160490.SPy_1912	Q99Y21
160490.SPy_1211	Q99ZJ1
160490.SPy_1215	Q99ZI7
160490.SPy_2111	Q99XP6
160490.SPy_1999	Q99XW0
160490.SPy_0740	Q9A0K4
160490.SPy_2023	Q99XU8
160490.SPy_1564	Q99YS5
160490.SPy_1527	Q99YV1
160490.SPy_1044	Q99ZW3
160490.SPy_2216	Q99XG9
160490.SPy_1604	Q99YP5
160490.SPy_0480	Q9A138
160490.SPy_1456	Q99Z08
160490.SPy_0287	Q9A1G4
160490.SPy_1356	Q99Z79
160490.SPy_0340	Q9A1D1
160490.SPy_0025	Q9A1Z2
160490.SPy_1323	Q99ZA1
160490.SPy_1012	Q99ZY8
160490.SPy_0917	Q9A062
160490.SPy_1511	Q99YW4
160490.SPy_1508	Q99YW7
160490.SPy_1580	Q99YR2
160490.SPy_1013	Q99ZY7
160490.SPy_0428	Q9A174
160490.SPy_1956	Q99XY9
160490.SPy_0216	Q9A1L0
160490.SPy_2186	Q99XI7
160490.SPy_1722	Q99YG0
160490.SPy_0502	Q9A128
160490.SPy_1086	Q7DAL8
160490.SPy_1451	Q99Z13
160490.SPy_1286	Q99ZC8
160490.SPy_0208	Q9A1L3
160490.SPy_0116	Q9A1S7
160490.SPy_1877	Q99Y41
160490.SPy_0839	Q9A0C2
160490.SPy_0346	Q9A1C6
160490.SPy_2099	Q99XQ3
160490.SPy_0407	Q9A185
160490.SPy_1026	Q99ZX8
160490.SPy_0639	Q9A0S8
160490.SPy_0747	Q9A0J7
160490.SPy_0257	Q9A1I5
160490.SPy_1621	Q99YN3
160490.SPy_1184	Q99ZL0
160490.SPy_1105	Q99ZS5
160490.SPy_1088	Q99ZT3
160490.SPy_1469	Q99YZ7
160490.SPy_2007	Q99XV3
160490.SPy_1602	Q99YP7
160490.SPy_1968	Q99XY0
160490.SPy_0496	Q9A132
160490.SPy_1845	Q99Y67
160490.SPy_1712	Q99YG7
160490.SPy_0543	Q9A0Z4
160490.SPy_1036	Q99ZX0
160490.SPy_0846	Q9A0B7
160490.SPy_0603	Q9A0V1
160490.SPy_1589	Q99YQ5
160490.SPy_0606	Q9A0U8
160490.SPy_0106	Q9A1T4
160490.SPy_0881	Q9A093
160490.SPy_0802	Q9A0F1
160490.SPy_0374	Q9A1A7
160490.SPy_2060	Q99XS4
160490.SPy_1453	Q99Z11
160490.SPy_1482	Q99QB6
160490.SPy_2084	Q99XR3
160490.SPy_1737	Q99YE7
160490.SPy_1208	Q99ZJ4
160490.SPy_0720	Q9A0L5
160490.SPy_0259	Q9A1I3
160490.SPy_1481	Q99QB4
160490.SPy_2097	Q99XQ4
160490.SPy_1217	Q99ZI5
160490.SPy_2055	Q99XS7
160490.SPy_1900	Q99Y29
160490.SPy_1710	Q99YG9
160490.SPy_1514	Q99YW2
160490.SPy_1060	Q99ZV1
160490.SPy_0309	Q9A1F1
160490.SPy_1516	Q99YW0
160490.SPy_0266	Q9A1H6
160490.SPy_0555	Q9A0Y5
160490.SPy_1270	Q99ZE0
160490.SPy_1094	Q99ZT1
160490.SPy_0891	Q9A083
160490.SPy_0570	Q9A0X6
160490.SPy_1908	Q99Y23
160490.SPy_1817	Q99Y89
160490.SPy_0783	Q9A0G7
160490.SPy_2051	Q99XT1
160490.SPy_2189	Q99XI6
160490.SPy_0766	Q9A0I2
160490.SPy_1488	Q99YY3
160490.SPy_1177	Q99ZL5
160490.SPy_1171	Q99ZM1
160490.SPy_0824	Q9A0D3
160490.SPy_0722	Q9A0L3
160490.SPy_0616	Q9A0U4
160490.SPy_0267	Q9A1H5
160490.SPy_1823	Q99Y86
160490.SPy_1067	Q99ZU4
160490.SPy_0439	Q9A167
160490.SPy_1246	Q99ZG0
160490.SPy_0016	Q9A1Z9
160490.SPy_1769	Q99YC2
160490.SPy_0764	Q9A0I3
160490.SPy_2118	Q99XP0
160490.SPy_0479	Q9A139
160490.SPy_1322	Q99ZA2
160490.SPy_1991	Q99XW5
160490.SPy_0873	Q9A0A1
160490.SPy_0631	Q9A0T4
160490.SPy_0875	Q9A099
160490.SPy_0872	Q9A0A2
160490.SPy_0244	Q9A1J6
160490.SPy_1897	Q99Y32
160490.SPy_1640	Q99YL9
160490.SPy_1163	Q99ZM5
160490.SPy_2209	Q99XH3
160490.SPy_2170	Q99XK0
160490.SPy_0851	Q9A0B4
160490.SPy_2096	Q99XQ5
160490.SPy_2074	Q99XR8
160490.SPy_1148	Q99ZN8
160490.SPy_1109	Q99ZS2
160490.SPy_1807	Q490Q1
160490.SPy_0519	Q9A113
160490.SPy_1734	Q99YF0
160490.SPy_0843	Q9A0C0
160490.SPy_1084	Q99ZT5
160490.SPy_0916	Q9A063
160490.SPy_0762	Q9A0I5
160490.SPy_1735	Q99YE9
160490.SPy_0459	Q9A154
160490.SPy_2190	Q99XI5
160490.SPy_2172	Q99XJ9
160490.SPy_0926	Q9A054
160490.SPy_0444	Q9A162
160490.SPy_1308	Q99ZB0
160490.SPy_0741	Q9A0K3
160490.SPy_2174	Q99XJ7
160490.SPy_1176	Q99ZL6
160490.SPy_1937	Q99Y03
