9823.ENSSSCP00000024131	P54612
9823.ENSSSCP00000010985	Q4PS85
9823.ENSSSCP00000006563	P86412
9823.ENSSSCP00000013328	Q712P7
9823.ENSSSCP00000016366	Q52I78
9823.ENSSSCP00000000040	P83686
9823.ENSSSCP00000009151	Q4PJW2
9823.ENSSSCP00000018643	Q2EN76
9823.ENSSSCP00000011737	Q29259
9823.ENSSSCP00000007546	Q03333
9823.ENSSSCP00000005983	A2BD05
9823.ENSSSCP00000008029	A5GFY4
9823.ENSSSCP00000029085	P19621
9823.ENSSSCP00000019063	Q2HXW4
9823.ENSSSCP00000007626	P01177
9823.ENSSSCP00000007625	P01183
9823.ENSSSCP00000017959	Q02038
9823.ENSSSCP00000001513	A5PF10
9823.ENSSSCP00000005229	O77638
9823.ENSSSCP00000010302	P02547
9823.ENSSSCP00000002600	Q6WZ17
9823.ENSSSCP00000007197	Q29074
9823.ENSSSCP00000002978	Q56P27
9823.ENSSSCP00000028342	Q9GLF5
9823.ENSSSCP00000008784	Q29075
9823.ENSSSCP00000027260	P01297
9823.ENSSSCP00000025674	P34964
9823.ENSSSCP00000015979	Q06AV1
9823.ENSSSCP00000006906	Q0PIT9
9823.ENSSSCP00000018812	P79290
9823.ENSSSCP00000017432	Q28969
9823.ENSSSCP00000004014	P56941
9823.ENSSSCP00000002564	O97763
9823.ENSSSCP00000027926	Q9BEC7
9823.ENSSSCP00000008582	Q8MI35
9823.ENSSSCP00000009480	O02835
9823.ENSSSCP00000009597	O02836
9823.ENSSSCP00000009481	O97969
9823.ENSSSCP00000017708	P01304
9823.ENSSSCP00000012986	P79386
9823.ENSSSCP00000005986	A0P8Z4
9823.ENSSSCP00000020374	O77741
9823.ENSSSCP00000027557	Q767L9
9823.ENSSSCP00000000761	Q06AV0
9823.ENSSSCP00000005487	P24786
9823.ENSSSCP00000019135	O79874
9823.ENSSSCP00000019136	O79875
9823.ENSSSCP00000019142	O79880
9823.ENSSSCP00000019143	P56632
9823.ENSSSCP00000019144	O79881
9823.ENSSSCP00000019145	Q9TDR1
9823.ENSSSCP00000019146	O79882
9823.ENSSSCP00000030644	P81245
9823.ENSSSCP00000004117	B9TRX0
9823.ENSSSCP00000009881	Q003G9
9823.ENSSSCP00000006466	Q29077
9823.ENSSSCP00000002572	Q9N0F1
9823.ENSSSCP00000021757	P29804
9823.ENSSSCP00000030900	Q27HV0
9823.ENSSSCP00000005990	A2BD09
9823.ENSSSCP00000000683	Q9TTK7
9823.ENSSSCP00000011194	Q29102
9823.ENSSSCP00000024665	P79291
9823.ENSSSCP00000004401	Q95247
9823.ENSSSCP00000012353	O18766
9823.ENSSSCP00000025164	Q7YS99
9823.ENSSSCP00000018447	O77668
9823.ENSSSCP00000003805	Q29381
9823.ENSSSCP00000006919	Q8HYY9
9823.ENSSSCP00000005664	Q8MJ49
9823.ENSSSCP00000009825	P14287
9823.ENSSSCP00000013022	O19072
9823.ENSSSCP00000007244	Q28990
9823.ENSSSCP00000003905	O97661
9823.ENSSSCP00000001611	O62809
9823.ENSSSCP00000010609	P00371
9823.ENSSSCP00000004749	A3KCL7
9823.ENSSSCP00000011997	Q863I2
9823.ENSSSCP00000023004	P32306
9823.ENSSSCP00000019016	Q9TUB2
9823.ENSSSCP00000028002	P00592
9823.ENSSSCP00000028002	P04416
9823.ENSSSCP00000004005	P41535
9823.ENSSSCP00000013930	Q29078
9823.ENSSSCP00000018403	P01300
9823.ENSSSCP00000007329	Q2MJV9
9823.ENSSSCP00000014273	Q2MJV8
9823.ENSSSCP00000003307	P80964
9823.ENSSSCP00000027762	Q6KEQ9
9823.ENSSSCP00000012423	P79384
9823.ENSSSCP00000016738	Q6QGC0
9823.ENSSSCP00000007643	P01214
9823.ENSSSCP00000013173	Q6QA76
9823.ENSSSCP00000004061	Q6ITQ4
9823.ENSSSCP00000004097	P50131
9823.ENSSSCP00000018307	Q95242
9823.ENSSSCP00000013926	P00791
9823.ENSSSCP00000007245	Q10735
9823.ENSSSCP00000001761	P30879
9823.ENSSSCP00000027731	P09933
9823.ENSSSCP00000012102	P51524
9823.ENSSSCP00000012102	P51525
9823.ENSSSCP00000021675	Q2HYU2
9823.ENSSSCP00000027630	P32194
9823.ENSSSCP00000027630	P32195
9823.ENSSSCP00000027630	P32196
9823.ENSSSCP00000027630	P49933
9823.ENSSSCP00000027630	P49934
9823.ENSSSCP00000002003	Q29011
9823.ENSSSCP00000023293	A9CQL8
9823.ENSSSCP00000013238	Q7SIB7
9823.ENSSSCP00000013423	Q95250
9823.ENSSSCP00000022015	Q866Y3
9823.ENSSSCP00000000977	Q9XSD9
9823.ENSSSCP00000002178	A5A779
9823.ENSSSCP00000019060	O02696
9823.ENSSSCP00000011817	O13010
9823.ENSSSCP00000020932	O62640
9823.ENSSSCP00000016593	Q29244
9823.ENSSSCP00000004436	P80895
9823.ENSSSCP00000012779	Q04788
9823.ENSSSCP00000004057	Q5D891
9823.ENSSSCP00000018469	Q8WNW3
9823.ENSSSCP00000004459	Q2I689
9823.ENSSSCP00000017154	Q8SPR7
9823.ENSSSCP00000000621	Q7YRU3
9823.ENSSSCP00000015966	Q7YQE5
9823.ENSSSCP00000000258	P30034
9823.ENSSSCP00000005560	Q4PLW0
9823.ENSSSCP00000004364	P06867
9823.ENSSSCP00000025756	P49930
9823.ENSSSCP00000012102	P49932
9823.ENSSSCP00000006964	Q29081
9823.ENSSSCP00000018549	Q06AU9
9823.ENSSSCP00000006729	Q29076
9823.ENSSSCP00000026394	Q29087
9823.ENSSSCP00000001474	Q9TSV5
9823.ENSSSCP00000004711	B8Q0B2
9823.ENSSSCP00000021211	O18734
9823.ENSSSCP00000013862	Q8MIK9
9823.ENSSSCP00000009105	P61292
9823.ENSSSCP00000030807	Q767K9
9823.ENSSSCP00000016788	P67776
9823.ENSSSCP00000016788	P11493
9823.ENSSSCP00000014466	P09889
9823.ENSSSCP00000009231	P81693
9823.ENSSSCP00000012339	O62807
9823.ENSSSCP00000004715	P23687
9823.ENSSSCP00000017727	P62936
9823.ENSSSCP00000004587	P61013
9823.ENSSSCP00000030846	Q767M0
9823.ENSSSCP00000018546	Q29277
9823.ENSSSCP00000003300	Q52NJ0
9823.ENSSSCP00000012264	Q56P28
9823.ENSSSCP00000014605	P52552
9823.ENSSSCP00000026977	Q9TSX9
9823.ENSSSCP00000026890	Q865B6
9823.ENSSSCP00000007501	P49927
9823.ENSSSCP00000028480	Q6JTA8
9823.ENSSSCP00000001152	P01238
9823.ENSSSCP00000024012	P19757
9823.ENSSSCP00000026729	Q9GLP2
9823.ENSSSCP00000022383	Q9GLL9
9823.ENSSSCP00000001450	Q767L1
9823.ENSSSCP00000018317	P62197
9823.ENSSSCP00000007062	Q29384
9823.ENSSSCP00000005987	A1XQU1
9823.ENSSSCP00000001581	Q29576
9823.ENSSSCP00000002192	Q64L94
9823.ENSSSCP00000002190	Q863Z0
9823.ENSSSCP00000018419	P61291
9823.ENSSSCP00000011578	Q0MS45
9823.ENSSSCP00000003223	P35495
9823.ENSSSCP00000003225	P35496
9823.ENSSSCP00000008786	P15782
9823.ENSSSCP00000010269	P15785
9823.ENSSSCP00000014432	A1XQS1
9823.ENSSSCP00000014270	Q29099
9823.ENSSSCP00000012077	P50133
9823.ENSSSCP00000014236	P01269
9823.ENSSSCP00000017506	P79281
9823.ENSSSCP00000018044	Q9BDP6
9823.ENSSSCP00000011592	A4Z6H1
9823.ENSSSCP00000016047	Q9GL76
9823.ENSSSCP00000023751	P68005
9823.ENSSSCP00000016801	Q8MIQ9
9823.ENSSSCP00000014371	A1XQR7
9823.ENSSSCP00000004354	Q5W9D5
9823.ENSSSCP00000004089	Q0MVN8
9823.ENSSSCP00000005910	Q52NJ6
9823.ENSSSCP00000008922	Q52NJ2
9823.ENSSSCP00000004449	Q06AU5
9823.ENSSSCP00000018828	Q06AU4
9823.ENSSSCP00000014777	Q06AU3
9823.ENSSSCP00000015937	P26044
9823.ENSSSCP00000007996	A5GFN6
9823.ENSSSCP00000029411	Q867B5
9823.ENSSSCP00000017303	Q867C0
9823.ENSSSCP00000007203	Q2MJK3
9823.ENSSSCP00000022666	Q52NJ1
9823.ENSSSCP00000004969	Q4LE85
9823.ENSSSCP00000014634	Q8HY17
9823.ENSSSCP00000005607	P01348
9823.ENSSSCP00000013601	P17560
9823.ENSSSCP00000012433	P50121
9823.ENSSSCP00000011168	P27485
9823.ENSSSCP00000028730	Q06AA3
9823.ENSSSCP00000020297	P86409
9823.ENSSSCP00000011519	Q3S853
9823.ENSSSCP00000006753	Q864Z2
9823.ENSSSCP00000002014	Q19KI0
9823.ENSSSCP00000005379	Q29195
9823.ENSSSCP00000022003	Q29205
9823.ENSSSCP00000003433	Q95307
9823.ENSSSCP00000012018	A1XQU3
9823.ENSSSCP00000024447	P79324
9823.ENSSSCP00000019602	Q95342
9823.ENSSSCP00000009925	P49666
9823.ENSSSCP00000003651	P67985
9823.ENSSSCP00000023781	P62831
9823.ENSSSCP00000024028	A1XQU5
9823.ENSSSCP00000023834	Q95281
9823.ENSSSCP00000023821	P62901
9823.ENSSSCP00000024411	Q6QAT0
9823.ENSSSCP00000005993	Q29361
9823.ENSSSCP00000017960	P83884
9823.ENSSSCP00000000093	Q29293
9823.ENSSSCP00000014787	P63053
9823.ENSSSCP00000007354	Q95276
9823.ENSSSCP00000020107	Q2YGT9
9823.ENSSSCP00000028140	Q29375
9823.ENSSSCP00000019911	A5GFQ0
9823.ENSSSCP00000013652	Q29315
9823.ENSSSCP00000027982	Q6J1I8
9823.ENSSSCP00000006477	Q2VJ60
9823.ENSSSCP00000022277	P15468
9823.ENSSSCP00000023328	O77683
9823.ENSSSCP00000027745	Q8SPJ0
9823.ENSSSCP00000004349	Q7M329
9823.ENSSSCP00000009198	M3TYT0
9823.ENSSSCP00000007782	A1XQR6
9823.ENSSSCP00000003150	P60899
9823.ENSSSCP00000008762	A2TLM1
9823.ENSSSCP00000012376	Q9GMB0
9823.ENSSSCP00000004510	P46405
9823.ENSSSCP00000014220	P62279
9823.ENSSSCP00000023972	P62844
9823.ENSSSCP00000027401	Q29201
9823.ENSSSCP00000020253	Q6QAP7
9823.ENSSSCP00000001631	P62272
9823.ENSSSCP00000003296	Q29308
9823.ENSSSCP00000006662	A1XQU9
9823.ENSSSCP00000020869	P63221
9823.ENSSSCP00000015028	Q6SA96
9823.ENSSSCP00000000393	P49171
9823.ENSSSCP00000014450	Q6QAT1
9823.ENSSSCP00000013827	P62863
9823.ENSSSCP00000015774	Q0Z8U2
9823.ENSSSCP00000009218	Q9MZU4
9823.ENSSSCP00000003759	Q29106
9823.ENSSSCP00000012012	Q4GWZ2
9823.ENSSSCP00000024944	Q767K8
9823.ENSSSCP00000000165	Q19PY3
9823.ENSSSCP00000030380	A5GFW7
9823.ENSSSCP00000022254	A1XQR9
9823.ENSSSCP00000006747	Q0GFF6
9823.ENSSSCP00000003203	P16960
9823.ENSSSCP00000012930	P02632
9823.ENSSSCP00000007051	P04163
9823.ENSSSCP00000028839	P31950
9823.ENSSSCP00000007024	P80310
9823.ENSSSCP00000025031	Q684M3
9823.ENSSSCP00000004367	Q863T6
9823.ENSSSCP00000004366	O02713
9823.ENSSSCP00000019937	Q8MK48
9823.ENSSSCP00000026455	Q1RPP5
9823.ENSSSCP00000024173	Q70BM6
9823.ENSSSCP00000002842	O62667
9823.ENSSSCP00000015284	Q8MIA3
9823.ENSSSCP00000004112	Q15B89
9823.ENSSSCP00000017818	Q4LE88
9823.ENSSSCP00000009544	Q4U116
9823.ENSSSCP00000028741	Q863Y7
9823.ENSSSCP00000009087	O18765
9823.ENSSSCP00000007750	Q710C4
9823.ENSSSCP00000005870	P81608
9823.ENSSSCP00000010938	Q52NJ3
9823.ENSSSCP00000015216	Q5PYH3
9823.ENSSSCP00000019407	I3L5V6
9823.ENSSSCP00000012958	Q28999
9823.ENSSSCP00000019018	Q7PCJ9
9823.ENSSSCP00000010706	P26429
9823.ENSSSCP00000010710	P31636
9823.ENSSSCP00000019123	Q5FY69
9823.ENSSSCP00000026028	Q5MNU5
9823.ENSSSCP00000000985	Q29030
9823.ENSSSCP00000007507	Q9GLG4
9823.ENSSSCP00000027906	Q5FZP5
9823.ENSSSCP00000017870	Q29551
9823.ENSSSCP00000010421	Q8SQC1
9823.ENSSSCP00000007885	Q8HZJ6
9823.ENSSSCP00000022052	Q007T0
9823.ENSSSCP00000001171	Q06A97
9823.ENSSSCP00000012212	Q2EN82
9823.ENSSSCP00000005198	F1SR90
9823.ENSSSCP00000026215	Q95KL4
9823.ENSSSCP00000023410	A1Z623
9823.ENSSSCP00000007163	A5GFY8
9823.ENSSSCP00000011022	P49874
9823.ENSSSCP00000029281	Q9N1X4
9823.ENSSSCP00000014954	A5A761
9823.ENSSSCP00000013442	Q06AA1
9823.ENSSSCP00000029883	Q02745
9823.ENSSSCP00000029623	P31936
9823.ENSSSCP00000003872	P48762
9823.ENSSSCP00000021037	P01287
9823.ENSSSCP00000008033	A5GFX0
9823.ENSSSCP00000024994	P22298
9823.ENSSSCP00000005327	P84024
9823.ENSSSCP00000004879	Q9GKQ9
9823.ENSSSCP00000024817	Q0MUU2
9823.ENSSSCP00000011122	A0AAS4
9823.ENSSSCP00000012579	P01168
9823.ENSSSCP00000016522	C3RZA1
9823.ENSSSCP00000003248	Q06AA4
9823.ENSSSCP00000000973	Q7YRV6
9823.ENSSSCP00000026815	P04178
9823.ENSSSCP00000027960	P28768
9823.ENSSSCP00000018314	P01248
9823.ENSSSCP00000000119	A5A763
9823.ENSSSCP00000018278	O18896
9823.ENSSSCP00000009083	Q719N1
9823.ENSSSCP00000012199	B0FWK4
9823.ENSSSCP00000017830	Q2IA00
9823.ENSSSCP00000030560	Q6PKU1
9823.ENSSSCP00000023720	Q711S8
9823.ENSSSCP00000018098	P20112
9823.ENSSSCP00000027207	P35323
9823.ENSSSCP00000016740	P28220
9823.ENSSSCP00000021611	B8Y466
9823.ENSSSCP00000018680	Q3YLA6
9823.ENSSSCP00000026859	Q06A98
9823.ENSSSCP00000027045	P36393
9823.ENSSSCP00000016138	P83106
9823.ENSSSCP00000018276	P34994
9823.ENSSSCP00000018443	Q9TUZ1
9823.ENSSSCP00000018443	Q9TUZ0
9823.ENSSSCP00000020269	Q28996
9823.ENSSSCP00000017010	Q764M5
9823.ENSSSCP00000000422	O02799
9823.ENSSSCP00000018439	Q19S50
9823.ENSSSCP00000016226	Q9GL50
9823.ENSSSCP00000005989	P79387
9823.ENSSSCP00000015264	B8XX90
9823.ENSSSCP00000021642	Q6DUB7
9823.ENSSSCP00000017139	P17306
9823.ENSSSCP00000025815	P29258
9823.ENSSSCP00000023443	Q09821
9823.ENSSSCP00000014427	Q29268
9823.ENSSSCP00000010036	O97580
9823.ENSSSCP00000012257	P53590
9823.ENSSSCP00000004901	A7WLH8
9823.ENSSSCP00000018235	P61958
9823.ENSSSCP00000009812	Q3I5G7
9823.ENSSSCP00000030692	Q767M3
9823.ENSSSCP00000021368	P80220
9823.ENSSSCP00000000199	P02550
9823.ENSSSCP00000000201	Q2XVP4
9823.ENSSSCP00000001459	Q767L7
9823.ENSSSCP00000001076	P02554
9823.ENSSSCP00000017722	Q7YS91
9823.ENSSSCP00000004243	Q4VYA0
9823.ENSSSCP00000030891	Q9TSV4
9823.ENSSSCP00000008274	Q29236
9823.ENSSSCP00000028187	Q8MIR0
9823.ENSSSCP00000005891	Q29116
9823.ENSSSCP00000005692	P03974
9823.ENSSSCP00000017624	Q2QLE3
9823.ENSSSCP00000019961	Q5D144
9823.ENSSSCP00000025323	P01359
9823.ENSSSCP00000024677	Q29183
9823.ENSSSCP00000010632	Q06AK6
9823.ENSSSCP00000029501	Q8HZV3
9823.ENSSSCP00000003267	P07200
9823.ENSSSCP00000030885	P15203
9823.ENSSSCP00000029422	Q5CD18
9823.ENSSSCP00000028622	P38551
9823.ENSSSCP00000017486	P47787
9823.ENSSSCP00000013341	Q9TT35
9823.ENSSSCP00000005849	P82460
9823.ENSSSCP00000014316	P47788
9823.ENSSSCP00000014081	Q19AZ8
9823.ENSSSCP00000013066	P35624
9823.ENSSSCP00000000446	P67934
9823.ENSSSCP00000005897	Q68Y56
9823.ENSSSCP00000012188	Q5I2M3
9823.ENSSSCP00000002830	P56984
9823.ENSSSCP00000002660	Q6QA74
9823.ENSSSCP00000003581	F1RMN2
9823.ENSSSCP00000006742	C5HGF3
9823.ENSSSCP00000024879	Q2F7Z7
9823.ENSSSCP00000001491	P23563
9823.ENSSSCP00000001490	P26445
9823.ENSSSCP00000019767	Q9BEA8
9823.ENSSSCP00000012193	P63317
9823.ENSSSCP00000007911	P02587
9823.ENSSSCP00000026745	Q75ZZ6
9823.ENSSSCP00000000755	P50555
9823.ENSSSCP00000007928	Q8SQ34
9823.ENSSSCP00000011136	O77736
9823.ENSSSCP00000016311	A1XQS2
9823.ENSSSCP00000018518	O46374
9823.ENSSSCP00000007494	Q8SQ23
9823.ENSSSCP00000000730	Q29371
9823.ENSSSCP00000004929	P42639
9823.ENSSSCP00000014722	P67937
9823.ENSSSCP00000023667	P42706
9823.ENSSSCP00000012907	F1SRI0
9823.ENSSSCP00000029003	A7XUJ6
9823.ENSSSCP00000030720	Q6TYI6
9823.ENSSSCP00000012406	P09571
9823.ENSSSCP00000026769	P14632
9823.ENSSSCP00000001312	O19085
9823.ENSSSCP00000001314	Q9TSW0
9823.ENSSSCP00000028578	O77666
9823.ENSSSCP00000008227	Q865W2
9823.ENSSSCP00000017465	P00761
9823.ENSSSCP00000026057	Q9N2D1
9823.ENSSSCP00000030054	A5GFT6
9823.ENSSSCP00000007199	P01224
9823.ENSSSCP00000027468	Q8SPP9
9823.ENSSSCP00000026670	Q29257
9823.ENSSSCP00000000782	Q06AA5
9823.ENSSSCP00000000035	Q6UN27
9823.ENSSSCP00000022931	P50390
9823.ENSSSCP00000008644	P38160
9823.ENSSSCP00000007059	O97557
9823.ENSSSCP00000007124	Q2HY40
9823.ENSSSCP00000008804	P21753
9823.ENSSSCP00000012901	Q95274
9823.ENSSSCP00000003143	Q9TU45
9823.ENSSSCP00000010135	Q4R1H1
9823.ENSSSCP00000003119	Q29350
9823.ENSSSCP00000009776	Q06AA9
9823.ENSSSCP00000026622	P0CG68
9823.ENSSSCP00000017157	F1SRY5
9823.ENSSSCP00000010107	Q06AB3
9823.ENSSSCP00000011515	Q06AT3
9823.ENSSSCP00000015752	O97562
9823.ENSSSCP00000015753	O97649
9823.ENSSSCP00000002687	P46202
9823.ENSSSCP00000008931	P79303
9823.ENSSSCP00000026135	A0P8Z5
9823.ENSSSCP00000016023	Q95L04
9823.ENSSSCP00000024781	P16164
9823.ENSSSCP00000010995	P04185
9823.ENSSSCP00000019973	Q95J46
9823.ENSSSCP00000013598	P32307
9823.ENSSSCP00000008012	A5GFS8
9823.ENSSSCP00000012697	Q29048
9823.ENSSSCP00000031116	Q9TSV6
9823.ENSSSCP00000006676	Q9TVC1
9823.ENSSSCP00000015206	Q9MZ16
9823.ENSSSCP00000007488	Q29380
9823.ENSSSCP00000019810	A3RGC1
9823.ENSSSCP00000001845	P49151
9823.ENSSSCP00000017159	Q29261
9823.ENSSSCP00000011767	P02543
9823.ENSSSCP00000010997	P26234
9823.ENSSSCP00000012026	Q28992
9823.ENSSSCP00000004514	Q9BDJ5
9823.ENSSSCP00000028089	E1CHH8
9823.ENSSSCP00000025875	P48819
9823.ENSSSCP00000000759	Q28833
9823.ENSSSCP00000017721	O46655
9823.ENSSSCP00000003147	Q8HXL3
9823.ENSSSCP00000017471	A4PES0
9823.ENSSSCP00000007889	Q8MI69
9823.ENSSSCP00000019417	O62651
9823.ENSSSCP00000013450	Q95333
9823.ENSSSCP00000008195	Q28983
9823.ENSSSCP00000024796	P80944
9823.ENSSSCP00000024796	Q29419
9823.ENSSSCP00000008380	P42099
9823.ENSSSCP00000008213	P42098
9823.ENSSSCP00000010814	Q07287
9823.ENSSSCP00000016566	Q29108
9823.ENSSSCP00000004096	Q19QU3
9823.ENSSSCP00000001790	A5GFQ6
9823.ENSSSCP00000019143	A9LFM1
9823.ENSSSCP00000002159	F2Z5M8
9823.ENSSSCP00000030791	C8CKC9
9823.ENSSSCP00000016267	D0G0C6
9823.ENSSSCP00000019144	L7X918
9823.ENSSSCP00000019143	Q1HBH6
9823.ENSSSCP00000007968	A5GFS1
9823.ENSSSCP00000015193	F1CFE1
9823.ENSSSCP00000030951	B3VSD1
9823.ENSSSCP00000005550	Q68IQ4
9823.ENSSSCP00000028605	Q6VAB8
9823.ENSSSCP00000029017	F1RMZ2
9823.ENSSSCP00000016110	F1S7C0
9823.ENSSSCP00000010674	F1RFD3
9823.ENSSSCP00000011745	C8CKC3
9823.ENSSSCP00000014817	F1S6Q0
9823.ENSSSCP00000009703	D5HP13
9823.ENSSSCP00000010557	B7U6F1
9823.ENSSSCP00000011725	A9Y007
9823.ENSSSCP00000013907	D2D0E3
9823.ENSSSCP00000026045	F1RMQ8
9823.ENSSSCP00000023437	B2MW86
9823.ENSSSCP00000030455	F1SRI1
9823.ENSSSCP00000027708	I3LL68
9823.ENSSSCP00000001544	A5A8Y2
9823.ENSSSCP00000001544	A5A8Y1
9823.ENSSSCP00000012667	A5J0K7
9823.ENSSSCP00000005532	B3VSC7
9823.ENSSSCP00000005482	D3K5K9
9823.ENSSSCP00000028394	K7GR37
9823.ENSSSCP00000006700	A8R080
9823.ENSSSCP00000030780	F1SQT5
9823.ENSSSCP00000008557	Q1KS52
9823.ENSSSCP00000005181	F1CK17
9823.ENSSSCP00000020349	F1RFE4
9823.ENSSSCP00000003232	B7U2G5
9823.ENSSSCP00000023658	D3K5K5
9823.ENSSSCP00000008031	A5GFX6
9823.ENSSSCP00000013138	B8XSK3
9823.ENSSSCP00000005539	Q29115
9823.ENSSSCP00000018970	B6ECP2
9823.ENSSSCP00000022927	F2Z584
9823.ENSSSCP00000024551	F2Z587
9823.ENSSSCP00000006770	A0A0B4J2K0
9823.ENSSSCP00000020090	I3L7T3
9823.ENSSSCP00000030352	B3XXC2
9823.ENSSSCP00000016987	B5ST96
9823.ENSSSCP00000019144	B6EDQ6
9823.ENSSSCP00000013651	B0LUH2
9823.ENSSSCP00000005530	Q29085
9823.ENSSSCP00000019143	A9LGI1
9823.ENSSSCP00000030708	F1RYY9
9823.ENSSSCP00000016696	B8XTR3
9823.ENSSSCP00000008471	F1RK75
9823.ENSSSCP00000028561	Q2EN89
9823.ENSSSCP00000019143	A0A076J9Z3
9823.ENSSSCP00000010786	F1RK79
9823.ENSSSCP00000029414	K7GQY6
9823.ENSSSCP00000012169	B8XSJ7
9823.ENSSSCP00000001567	A0A088CPR0
9823.ENSSSCP00000013194	F1RSV5
9823.ENSSSCP00000017059	Q6QN97
9823.ENSSSCP00000011724	F1DQZ7
9823.ENSSSCP00000029319	C8CKB5
9823.ENSSSCP00000008333	E3Q1M9
9823.ENSSSCP00000023163	H2AM23
9823.ENSSSCP00000028559	C8CKC0
9823.ENSSSCP00000018238	F1RVX0
9823.ENSSSCP00000006466	F2Y3N8
9823.ENSSSCP00000012577	D5L7X4
9823.ENSSSCP00000027731	F1S9J2
9823.ENSSSCP00000014448	D0G774
9823.ENSSSCP00000020122	Q1HDU1
9823.ENSSSCP00000010232	K7GM58
9823.ENSSSCP00000000681	F1SPE5
9823.ENSSSCP00000031048	Q6R3N4
9823.ENSSSCP00000001002	B5B510
9823.ENSSSCP00000004954	A8WCF7
9823.ENSSSCP00000002232	A8HG48
9823.ENSSSCP00000019440	F1RLT5
9823.ENSSSCP00000012664	I6ZX61
9823.ENSSSCP00000008272	A0A024BTL2
9823.ENSSSCP00000027847	C8CKA1
9823.ENSSSCP00000003793	D2JYW4
9823.ENSSSCP00000021315	I3L6N1
9823.ENSSSCP00000027553	F2Z5L0
9823.ENSSSCP00000028974	K7GKW8
9823.ENSSSCP00000019144	Q9G207
9823.ENSSSCP00000027977	B2ZDY9
9823.ENSSSCP00000029544	F1SG15
9823.ENSSSCP00000023709	I3LFD1
9823.ENSSSCP00000010993	Q7JFN2
9823.ENSSSCP00000018756	Q6DUK4
9823.ENSSSCP00000028838	G9BWQ2
9823.ENSSSCP00000008010	A5GHL0
9823.ENSSSCP00000007781	B6UV57
9823.ENSSSCP00000030131	F1RQ64
9823.ENSSSCP00000013904	D2D0E5
9823.ENSSSCP00000005532	C8CKC7
9823.ENSSSCP00000021231	F2Z5L2
9823.ENSSSCP00000019144	A0A076JEJ8
9823.ENSSSCP00000019137	A0A097EZP3
9823.ENSSSCP00000014763	F1S940
9823.ENSSSCP00000029526	C8CKB9
9823.ENSSSCP00000004304	B2DCZ7
9823.ENSSSCP00000019424	D3K5K6
9823.ENSSSCP00000021764	I3LCI9
9823.ENSSSCP00000026960	I3LS69
9823.ENSSSCP00000002867	D7RA29
9823.ENSSSCP00000027898	F1RW98
9823.ENSSSCP00000026387	B7U2G7
9823.ENSSSCP00000019141	Q69G29
9823.ENSSSCP00000010408	F1RFQ7
9823.ENSSSCP00000029166	K7GKN2
9823.ENSSSCP00000030613	Q304W0
9823.ENSSSCP00000026911	C8CKA9
9823.ENSSSCP00000000324	F1SR44
9823.ENSSSCP00000028855	C8CKA7
9823.ENSSSCP00000030928	A5D9L0
9823.ENSSSCP00000029401	C8CKB3
9823.ENSSSCP00000007220	F1SBQ5
9823.ENSSSCP00000019021	Q1EG61
9823.ENSSSCP00000012857	B6EUP1
9823.ENSSSCP00000013651	A5JT15
9823.ENSSSCP00000017193	Q5RLT3
9823.ENSSSCP00000000201	B6A7R0
9823.ENSSSCP00000013885	B7U2G9
9823.ENSSSCP00000026553	C8CKA6
9823.ENSSSCP00000031048	F1SLT5
9823.ENSSSCP00000021067	F2Z580
9823.ENSSSCP00000006983	B2D2K0
9823.ENSSSCP00000016746	A0ENH4
9823.ENSSSCP00000001002	B5B511
9823.ENSSSCP00000030858	I7GGX9
9823.ENSSSCP00000013872	C5H0C6
9823.ENSSSCP00000024634	Q29084
9823.ENSSSCP00000028605	C8CKA4
9823.ENSSSCP00000000977	A4H2I7
9823.ENSSSCP00000005530	B3VSC6
9823.ENSSSCP00000020930	I3LA64
9823.ENSSSCP00000014877	B9V4E8
9823.ENSSSCP00000006703	Q29097
9823.ENSSSCP00000029938	C8CK95
9823.ENSSSCP00000013907	D0G6T0
9823.ENSSSCP00000029839	C8CBZ0
9823.ENSSSCP00000018777	C7F842
9823.ENSSSCP00000016224	F1CNZ4
9823.ENSSSCP00000025668	I3LKN2
9823.ENSSSCP00000015031	F1SX62
9823.ENSSSCP00000029140	Q304W5
9823.ENSSSCP00000027731	I3LKF5
9823.ENSSSCP00000016329	O77773
9823.ENSSSCP00000009229	F1S9J1
9823.ENSSSCP00000019135	Q71KK7
9823.ENSSSCP00000017727	F2Q9A3
9823.ENSSSCP00000005849	H6TBN0
9823.ENSSSCP00000006488	F1S0N4
9823.ENSSSCP00000001229	F1RQ93
9823.ENSSSCP00000005050	B2NJ26
9823.ENSSSCP00000020979	F2Z5Q8
9823.ENSSSCP00000000511	A9LN08
9823.ENSSSCP00000026815	D9D839
9823.ENSSSCP00000007501	Q5PSB2
9823.ENSSSCP00000011245	F1RWL6
9823.ENSSSCP00000019146	Q7IIC4
9823.ENSSSCP00000022951	I3LFV8
9823.ENSSSCP00000029819	C8CKB4
9823.ENSSSCP00000026553	I3LP08
9823.ENSSSCP00000029318	F1RZ24
9823.ENSSSCP00000027527	F1SL51
9823.ENSSSCP00000005550	Q29412
9823.ENSSSCP00000023287	A9UHP1
9823.ENSSSCP00000016374	F1SAF0
9823.ENSSSCP00000019379	F2Z522
9823.ENSSSCP00000015954	F1SMB2
9823.ENSSSCP00000003563	A0A0B4J2J3
9823.ENSSSCP00000022972	F1SR45
