99287.STM2332	Q8ZNE0
99287.STM1824	P12680
99287.STM1246	P23988
99287.STM1244	Q56029
99287.STM0306	Q8ZRJ9
99287.STM1862	O30646
99287.STM0628	Q8ZR06
99287.STM0182	Q8ZRR0
99287.STM0181	Q8ZRR1
99287.STM0180	P65662
99287.STM0434	P37402
99287.STM3565	Q7CPJ9
99287.STM3174	P26973
99287.STM3181	P0A2I5
99287.STM3218	Q8ZLX7
99287.STM1910	P0CL14
99287.STM3500	P41033
99287.STM0184	Q8ZRQ8
99287.STM0151	P0CL10
99287.STM2038	P0A1C7
99287.STM2039	P37449
99287.STM2040	P37450
99287.STM2041	O31041
99287.STM2042	O31042
99287.STM2037	P37451
99287.STM2047	Q9XDN5
99287.STM2055	P0A1D1
99287.STM2056	Q9XDM6
99287.STM2057	P74879
99287.STM2058	Q9XDM4
99287.STM0091	P58717
99287.STM0163	P58718
99287.STM2370	P60802
99287.STM1448	Q8ZPM9
99287.STM2578	Q8ZN19
99287.STM2435	P40192
99287.STM1450	Q8ZPM8
99287.STM2536	Q9RF52
99287.STM4190	P36936
99287.STM3984	Q7CPD4
99287.STM1227	P26311
99287.STM4062	P65692
99287.STM3069	P65702
99287.STM1945	Q7CQB9
99287.STM2396	P06184
99287.STM2397	P37433
99287.STM2398	P0A233
99287.STM2395	P06185
99287.STM2399	P12681
99287.STM0430	Q7CR30
99287.STM0429	P96062
99287.STM0428	P96063
99287.STM0427	P96064
99287.STM0426	P96065
99287.STM0431	P96060
99287.STM0432	Q7ZAP3
99287.STM0320	P30705
99287.STM4319	P26976
99287.STM1231	P0DM78
99287.STM1230	P0DM80
99287.STM1721	O54453
99287.STM0709	P25078
99287.STM2065	P37600
99287.STM2064	P0A1I1
99287.STM2063	P37602
99287.STM2926	Q8ZMF9
99287.STM2780	Q8ZMM8
99287.STM1088	Q8ZQ59
99287.STM4235	Q8ZKH9
99287.STM3173	P0A257
99287.STM1192	P0A259
99287.STM3207	P67161
99287.STM2304	P37589
99287.STM1004	P22253
99287.STM3282	Q8ZLT3
99287.STM0757	P24520
99287.STM2036	Q05587
99287.STM1226	P40790
99287.STM1225	P0CL49
99287.STM1222	P0A2C7
99287.STM3472	P20753
99287.STM3910	P0A265
99287.STM2501	O86090
99287.STM2502	P0A269
99287.STM1845	P43669
99287.STM2187	Q8ZNL7
99287.STM2186	Q8ZNL8
99287.STM2874	P41783
99287.STM2873	P41784
99287.STM2872	P41785
99287.STM2871	P41786
99287.STM4392	Q8ZK82
99287.STM3383	P67688
99287.STM2385	P0A293
99287.STM1775	P40816
99287.STM0322	P40861
99287.STM0321	P65792
99287.STM4290	P40862
99287.STM1846	P60317
99287.STM2809	P17328
99287.STM2810	P17327
99287.STM0400	P37460
99287.STM1853	Q8ZNY9
99287.STM2907	Q8ZMH3
99287.STM0368	Q56062
99287.STM0369	Q56063
99287.STM0370	P74840
99287.STM0371	P55912
99287.STM0367	P74839
99287.STM4348	Q8ZKB1
99287.STM4226	P0A279
99287.STM1348	P67197
99287.STM3854	P63365
99287.STM3003	P37178
99287.STM2432	P0A249
99287.STM2338	Q8ZND6
99287.STM2206	P17127
99287.STM2433	P0A283
99287.STM1203	P37439
99287.STM2431	P0AA07
99287.STM1783.S	P0A281
99287.STM2995	Q8ZMB5
99287.STM2436	P40193
99287.STM4175	P26977
99287.STM2565	P74881
99287.STM2499.S	P74883
99287.STM2487	P65889
99287.STM4176	P26978
99287.STM4366	P65882
99287.STM1430	O68446
99287.STM1883	Q8ZNW5
99287.STM1125	P10502
99287.STM4460	P0A1Z4
99287.STM1163	P06204
99287.STM1058	P25468
99287.STM3733	P08870
99287.STM1707	P07691
99287.STM2953	P65921
99287.STM0218	P65933
99287.STM4459	P08421
99287.STM4245	P40783
99287.STM3177	P66795
99287.STM3178	Q8ZLZ9
99287.STM0404	Q8ZRD9
99287.STM0455	Q7CR22
99287.STM2968	Q8ZMD3
99287.STM4355.S	Q8ZKA8
99287.STM4579	P24517
99287.STM0096	Q8ZRV8
99287.STM3323	Q8ZLR8
99287.STM3955	Q9L6P1
99287.STM3879	Q8ZKW2
99287.STM3285	Q8ZLT1
99287.STM2313	P60195
99287.STM3882	Q8ZKV9
99287.STM3884	P0A2C5
99287.STM3881	Q8ZKW0
99287.STM3024	Q8ZM94
99287.STM3023	Q7CPV3
99287.STM1982	P54698
99287.STM2270	P58663
99287.STM2271	P58662
99287.STM3103	Q8ZM45
99287.STM0392	P65973
99287.STM3996	Q8ZKU8
99287.STM2829	P65977
99287.STM3836	P24900
99287.STM3042	P28355
99287.STM2579	P0A285
99287.STM3958	P40724
99287.STM0486	P65992
99287.STM2828	Q8ZMK5
99287.STM3912	Q9L6S1
99287.STM1776	P0A287
99287.STM3041c	P0A289
99287.STM4560	Q56121
99287.STM3719	Q06994
99287.STM3712	P26469
99287.STM3711	P37421
99287.STM3718	P19816
99287.STM3717	P19817
99287.STM3713	P26471
99287.STM3721	Q06995
99287.STM3716	P26472
99287.STM3715	P26473
99287.STM2092	P26396
99287.STM2091	P26397
99287.STM2090	P26398
99287.STM2093	P26395
99287.STM2089	P0A1P4
99287.STM2083	P26405
99287.STM2084	P26404
99287.STM2085	P26403
99287.STM2082	P26406
99287.STM2086	P26402
99287.STM2087	P26401
99287.STM2088	P26400
99287.STM1332	P0A235
99287.STM4046	P27031
99287.STM4047	P27030
99287.STM4045	Q8ZKS1
99287.STM4043	Q7CPC4
99287.STM4049	P40865
99287.STM4048	P0A2S9
99287.STM4050	P27135
99287.STM3914	P0A2P0
99287.STM2289	Q8ZNG0
99287.STM2291	Q8ZNF9
99287.STM3917	P0A295
99287.STM0832	P0CL04
99287.STM3960	Q9L6N6
99287.STM3959	Q9L6N7
99287.STM1711	P66030
99287.STM3195	P66032
99287.STM4458	Q7CP78
99287.STM0661	Q8ZQY4
99287.STM0051	Q8ZRY7
99287.STM0875	P0A2U2
99287.STM2675	P0A2B5
99287.STM0852	Q8ZQM1
99287.STM3288	P67218
99287.STM2277	P37426
99287.STM2278	P37427
99287.STM2807	Q08698
99287.STM2808	P17424
99287.STM0417	P66038
99287.STM4151	P0A297
99287.STM4149	P0A7K0
99287.STM3345	P0AA13
99287.STM3430	Q7CPL5
99287.STM3421	P66073
99287.STM3433	Q7CPL4
99287.STM3414	Q7CPL7
99287.STM3424	Q7CPL6
99287.STM2673	P0A2A1
99287.STM4150	P0A2A3
99287.STM1336	P0A7L6
99287.STM3304	Q7CPP7
99287.STM3435	P61179
99287.STM3438	Q7CPL3
99287.STM3429	P60626
99287.STM2224	Q7CQ71
99287.STM3303	P66131
99287.STM3728	P0A2A5
99287.STM3432	P66170
99287.STM3437	P60428
99287.STM3422	P0A2A7
99287.STM0469	P66193
99287.STM4096	P66191
99287.STM1191	P0A7N6
99287.STM3727	P0A7P2
99287.STM3839	P0A7P8
99287.STM1335	P0A7Q3
99287.STM0470	P66296
99287.STM3419	P0A7Q8
99287.STM3440	P60446
99287.STM3439	P60726
99287.STM3428	P62405
99287.STM3425	P66313
99287.STM4152	P0A299
99287.STM4394	Q8ZK80
99287.STM4369	Q8ZKA2
99287.STM0882	Q8ZQJ5
99287.STM2957	Q8ZME1
99287.STM3297	Q8ZLS7
99287.STM0826	Q8ZQN4
99287.STM3220	Q8ZLX5
99287.STM0641	P67520
99287.STM1080	Q8ZQ64
99287.STM1061	Q8ZQ73
99287.STM2980	Q7CPW1
99287.STM2525	Q8ZN52
99287.STM0638	Q8ZR01
99287.STM0095	Q8ZRV9
99287.STM1719	Q8ZP51
99287.STM1187	Q8ZQ16
99287.STM2662	P65836
99287.STM1237	Q8ZPZ1
99287.STM4193	Q8ZKL1
99287.STM2095	P26393
99287.STM2097	P26391
99287.STM2094	P26394
99287.STM2096	P26392
99287.STM3969	P0A2B7
99287.STM1702	Q8ZP54
99287.STM2581	Q56056
99287.STM0230	P0A2C1
99287.STM0263	P0A2B9
99287.STM3840	P66686
99287.STM3734	P0A2C3
99287.STM1434	P66684
99287.STM2524	Q8ZN53
99287.STM3320	P26979
99287.STM3063	P66692
99287.STM3415	P0A7Z7
99287.STM4153	P06173
99287.STM4154	P0A2R4
99287.STM3211.S	P0A2E3
99287.STM2640	P0A2F0
99287.STM2924	P0DM81
99287.STM3741	P0A803
99287.STM3004	P65554
99287.STM4089	P67651
99287.STM4470	P0A1U6
99287.STM0219	P66738
99287.STM3441	P67904
99287.STM3417	O54296
99287.STM3448	P0A7S6
99287.STM3418	Q8ZLM1
99287.STM3427.S	P66409
99287.STM3283	P66431
99287.STM2676	P0A2A9
99287.STM3431	P66451
99287.STM4393	Q8ZK81
99287.STM3436	P66491
99287.STM0043	P0A2B1
99287.STM3209	P68684
99287.STM0216	P66541
99287.STM3434	P0A7V6
99287.STM3416	O54297
99287.STM3423	P0A7W4
99287.STM4391	P66593
99287.STM3447	P0A2B3
99287.STM3426	P0A7X0
99287.STM3344	P66643
99287.STM4165	Q9L9I6
99287.STM0223	Q8ZRP1
99287.STM4349	Q8ZKB0
99287.STM0090	Q56016
99287.STM3408	Q8ZLM5
99287.STM4556	Q8ZJW6
99287.STM1850	Q8ZNZ2
99287.STM3873.S	P64237
99287.STM0120	Q8ZRU8
99287.STM3593	Q9X6G2
99287.STM2222	P65840
99287.STM1459	P65542
99287.STM1458	Q8ZPM1
99287.STM1457	Q8ZPM2
99287.STM1456	Q8ZPM3
99287.STM1454	P65540
99287.STM1455	Q8ZPM4
99287.STM3518	Q8ZLI0
99287.STM1895	P66746
99287.STM1894	P66755
99287.STM1898	P66762
99287.STM3097	Q8ZM50
99287.STM1692	P36634
99287.STM1693	P0A2J3
99287.STM1694	P0A2J5
99287.STM1695	P36636
99287.STM1696	P36638
99287.STM2061	P0A212
99287.STM0734	Q8ZQU3
99287.STM0735	Q8ZQU2
99287.STM3802	Q8ZL08
99287.STM0136	Q8ZRT7
99287.STM3701	Q7CPH8
99287.STM4147	P0A2D3
99287.STM0135	Q8ZRT8
99287.STM3683	Q8ZL69
99287.STM1297	Q8ZPV5
99287.STM0513	Q8ZR88
99287.STM0697	Q7CQY1
99287.STM0977	P55900
99287.STM2207	P33027
99287.STM0187	Q8ZRQ6
99287.STM1612	P58535
99287.STM0109	Q8ZRV0
99287.STM2886	P69066
99287.STM2879	P0CL16
99287.STM1224	Q56061
99287.STM1602	Q9KIB9
99287.STM1090	O30917
99287.STM0304	P37459
99287.STM2882	P0CL52
99287.STM2885	Q56019
99287.STM2884	P0CL47
99287.STM2883	Q56026
99287.STM1773	P0A2L9
99287.STM1774	P0A237
99287.STM2867	P0CL09
99287.STM0225	P0A1Z2
99287.STM3732	Q8ZL46
99287.STM0800	Q8ZQQ2
99287.STM4582	P39434
99287.STM1444	P40676
99287.STM1445	P0A1X0
99287.STM3454	Q8ZLL5
99287.STM3404	P66822
99287.STM4577	Q8ZJV0
99287.STM1574	P37594
99287.STM1044	P0CW86
99287.STM1440	O68901
99287.STM1431	P0A2F4
99287.STM4055	P43019
99287.STM2066	Q8ZNR3
99287.STM1091	O30916
99287.STM0972	Q8ZQC8
99287.STM2945	P40722
99287.STM1855	Q7CQD4
99287.STM1522	P58531
99287.STM4266	P0A2R0
99287.STM4265	Q56143
99287.STM2895	P0A1N0
99287.STM2894	P0A1B9
99287.STM2893	P40612
99287.STM2892	P40613
99287.STM2891	P40699
99287.STM2890	P40700
99287.STM2889	P0A1L7
99287.STM2888	P40701
99287.STM2887	P40702
99287.STM3086	P60659
99287.STM3078	P60656
99287.STM0165	Q8ZRS4
99287.STM0166	Q8ZRS3
99287.STM1393	P0CZ04
99287.STM3092	P60190
99287.STM2878	P74873
99287.STM4021	Q8ZKT7
99287.STM4022	Q9L7R9
99287.STM4023	Q9L7S0
99287.STM1565	Q7CQJ0
99287.STM1409	P74852
99287.STM1411	P74853
99287.STM1412	P74854
99287.STM1413	P74855
99287.STM1415	P74857
99287.STM1416	P74858
99287.STM1417	P0A239
99287.STM1418	P74860
99287.STM1420	P74891
99287.STM1421	P96068
99287.STM1422	P96069
99287.STM1414	P74856
99287.STM4256	P0A2F6
99287.STM1397	O84944
99287.STM1398	Q7BVH7
99287.STM1400	O84947
99287.STM1401	Q9R803
99287.STM1051	Q8ZQ79
99287.STM1631	Q9FD10
99287.STM2287	Q8ZNG2
99287.STM2241	P0CE12
99287.STM2688	P0A2G1
99287.STM3225	Q8ZLX1
99287.STM1583	Q8ZPD7
99287.STM1698	Q8ZP57
99287.STM4126	P66008
99287.STM2799	P0A1S4
99287.STM4063	P02906
99287.STM0738	P66869
99287.STM1374	Q8ZPQ1
99287.STM1373	Q7CQN5
99287.STM4338	Q7CP98
99287.STM2546	P58537
99287.STM1071	P0A241
99287.STM0092	Q7CR87
99287.STM2927	P66881
99287.STM2827	Q8ZMK6
99287.STM0537	Q8ZR68
99287.STM2967	P60084
99287.STM1901	Q8ZNV2
99287.STM2415	P0A2K3
99287.STM1337	P67038
99287.STM1338	P15434
99287.STM3656	Q8ZL95
99287.STM3655	Q8ZL96
99287.STM2522	O52765
99287.STM0046	Q8ZRZ0
99287.STM3040	P28354
99287.STM0648	Q8ZQZ6
99287.STM4523	Q8ZJY9
99287.STM2155	Q8ZNN4
99287.STM1000	P58696
99287.STM0242	Q7CR62
99287.STM0686	Q8ZQX5
99287.STM1909	P0CL51
99287.STM0963	P67563
99287.STM1333	Q8ZPS9
99287.STM4475	Q8ZK31
99287.STM3481	P0A2P2
99287.STM1449	Q7CQK7
99287.STM4525	P40813
99287.STM4524	P06187
99287.STM1957	P59696
99287.STM0357	P40814
99287.STM0358.S	P40815
99287.STM2568	Q7CQ08
99287.STM3697	Q8ZL58
99287.STM2473	Q8ZN83
99287.STM0007	P66955
99287.STM3973	P0A2H3
99287.STM3974	P57048
99287.STM3976.S	Q9L6M2
99287.STM0632	P0A2H5
99287.STM2785	P0CL17
99287.STM3244	P11954
99287.STM3243	Q8ZLW1
99287.STM3242	O06961
99287.STM3708	Q8ZL52
99287.STM0405	Q8ZRD8
99287.STM4164	Q9L9I7
99287.STM2146	P55882
99287.STM4163	Q9L9I8
99287.STM4160	Q9L9J1
99287.STM4159	Q9S498
99287.STM0425	P55913
99287.STM1208	Q8ZQ07
99287.STM0419	P55881
99287.STM2147	P55883
99287.STM3915	P0AA28
99287.STM0106	Q8ZRV2
99287.STM0447	P66932
99287.STM0236	Q8ZRN5
99287.STM2485	Q8ZN74
99287.STM0748	Q8ZQT5
99287.STM1737	P25945
99287.STM1714	P0A2I1
99287.STM1298	P40687
99287.STM3822	Q8ZKZ7
99287.STM3821	Q8ZKZ8
99287.STM4081	Q8ZKP7
99287.STM1682	Q8ZP65
99287.STM1796	Q8ZP20
99287.STM3603	Q8ZLC8
99287.STM4455	P36674
99287.STM3409	P0A2J9
99287.STM3986	Q9L6L2
99287.STM4129	P22038
99287.STM3109	Q8ZM40
99287.STM2674	P36245
99287.STM2545	P66974
99287.STM2642	Q8ZMX8
99287.STM1727	P00929
99287.STM1726	P0A2K1
99287.STM1725	P00910
99287.STM1723	P00898
99287.STM1724	P00905
99287.STM4583	P37444
99287.STM2368	Q8ZNB9
99287.STM3284	Q8ZLT2
99287.STM2964	Q8ZMD5
99287.STM2928	Q8ZMF8
99287.STM1820	Q7CQE0
99287.STM3402	Q8ZLN0
99287.STM3208	P40731
99287.STM3473	Q8ZLK7
99287.STM0413	P0A261
99287.STM1654	Q8ZP88
99287.STM1383	Q9Z4S6
99287.STM1385	Q7CQM9
99287.STM1384	Q9Z4S7
99287.STM1387	Q7CQM8
99287.STM1386	Q8ZPP6
99287.STM3578	P67100
99287.STM3449	Q8ZLL9
99287.STM3450	Q8ZLL8
99287.STM3451	Q8ZLL7
99287.STM1084	Q7CQS8
99287.STM1470	O52714
99287.STM4568	Q7CP66
99287.STM4248	P74861
99287.STM1683	P0A2D7
99287.STM3001	Q8ZMA9
99287.STM4234	Q7CPB4
99287.STM3972	P0A197
99287.STM4233	Q8ZKI0
99287.STM3978	Q9L6M0
99287.STM3970	P0A2K5
99287.STM2276	P37431
99287.STM3971	Q9L6M5
99287.STM2356	P0A245
99287.STM2445	P0A2D1
99287.STM2080	Q04873
99287.STM3968	P0A1F6
99287.STM3556	Q8ZLF2
99287.STM3557	Q7CPK0
99287.STM3554	Q8ZLF4
99287.STM3555	Q8ZLF3
99287.STM3790	P27667
99287.STM3789	P27668
99287.STM3788	P27669
99287.STM3787	P27670
99287.STM4383.S	Q8ZK90
99287.STM4384	Q8ZK89
99287.STM4385	Q8ZK88
99287.STM4386	Q8ZK87
99287.STM4387	Q8ZK86
99287.STM4388	Q8ZK85
99287.STM4382	Q7CP92
99287.STM4381	Q7CP93
99287.STM1997	P22494
99287.STM1998	P22493
99287.STM2647	P67073
99287.STM3205	P67388
99287.STM0221	Q8ZRP2
99287.STM2498	P0A2M5
99287.STM2122	P67408
99287.STM0494	P06196
99287.STM3591	Q8ZLD7
99287.STM3590	P67686
99287.STM1927	Q9RM66
99287.STM1661	Q8ZP84
99287.STM1652	P67091
99287.STM0614	P67093
99287.STM4254	P0A195
99287.STM0798	Q8ZQQ4
99287.STM1946	O66041
99287.STM3951	Q05311
99287.STM3137	Q8ZM23
99287.STM3135	P0A2M7
99287.STM3034	Q7CPV2
99287.STM3033	Q8ZM86
99287.STM3878.S	Q8ZKW3
99287.STM3117	Q8ZM36
99287.STM3714	P26470
99287.STM2100	P26388
99287.STM2099	P26389
99287.STM3918	Q9L6R7
99287.STM3920	Q9L6R5
99287.STM3921	Q9L6R4
99287.STM3927	Q9L6Q8
99287.STM3929	P37457
99287.STM2118	Q8ZNQ9
99287.STM2117	Q9F7B2
99287.STM2116	Q9F7B1
99287.STM3928	P37458
99287.STM2079	Q04866
99287.STM3919	O33789
99287.STM3949	P55888
99287.STM3044	P0A2P6
99287.STM0317	P0A277
99287.STM2972	Q8ZMC9
99287.STM3661	Q8ZL90
99287.STM3670	Q8ZL81
99287.STM4428	Q8ZK55
99287.STM0005	Q8ZS17
99287.STM0011	Q8ZS14
99287.STM0138	P67481
99287.STM0160	Q8ZRS6
99287.STM0201	O87663
99287.STM0211	Q7CR64
99287.STM0238	P67551
99287.STM0239	P0A1S6
99287.STM0258	Q8ZRM4
99287.STM0391	Q8ZRE7
99287.STM0387	P67334
99287.STM0373	Q8ZRF8
99287.STM0411	P0A1S8
99287.STM0433	P55880
99287.STM0435	Q8ZRC9
99287.STM0485	P0A8B8
99287.STM0495	P37174
99287.STM0636	P67537
99287.STM0668	O87574
99287.STM0714	Q8ZQV6
99287.STM0759	P64437
99287.STM0818	Q8ZQP0
99287.STM0870	Q8ZQK4
99287.STM0930	P67286
99287.STM0968	Q8ZQD2
99287.STM0987	Q7CQT7
99287.STM1077	P62362
99287.STM0927	P40784
99287.STM1136	Q7CQR9
99287.STM1138	O54290
99287.STM1156	Q8ZQ23
99287.STM1164	P40822
99287.STM1190	P0A1T2
99287.STM1189	P58627
99287.STM1168	Q7CQR2
99287.STM1157	P61351
99287.STM1169	P37168
99287.STM1210	P67366
99287.STM1813	Q8ZP11
99287.STM1811	Q8ZP12
99287.STM1798	Q8ZP19
99287.STM1755	Q8ZP43
99287.STM1736	P0A1A1
99287.STM1735	P65197
99287.STM1734	Q8ZP49
99287.STM1706	P0A2G7
99287.STM1699	P16656
99287.STM1684	Q8ZP64
99287.STM1581	P40788
99287.STM1511	P69936
99287.STM1441	Q8ZPN4
99287.STM1388	P0A1T4
99287.STM1359	Q8ZPR4
99287.STM1345	Q8ZPS5
99287.STM1344	Q8ZPS6
99287.STM1284	Q8ZPW3
99287.STM1280	Q8ZPW7
99287.STM1899	P67179
99287.STM1881	Q8ZNW7
99287.STM1839	P64501
99287.STM1964	Q06399
99287.STM1965	Q06400
99287.STM1966	P0AA34
99287.STM1987	Q8ZNT5
99287.STM3377	P67347
99287.STM3378	Q8ZLP1
99287.STM4499	Q8ZK08
99287.STM2059	P67605
99287.STM3559	P40819
99287.STM2140	Q8ZNP1
99287.STM2158	Q8ZNN2
99287.STM2202	Q8ZNK7
99287.STM2227	Q7CQ70
99287.STM2228	P40709
99287.STM2335	P60817
99287.STM2336	Q8ZND7
99287.STM2346	P65559
99287.STM2372	Q8ZNB8
99287.STM2386	P67246
99287.STM2437	P40194
99287.STM2438	P40195
99287.STM2439	P40196
99287.STM2404	Q93IM6
99287.STM2478	Q8ZN80
99287.STM2547	Q8ZN39
99287.STM2686	P0A2L7
99287.STM3059.S	Q8ZM71
99287.STM3047	Q7CPV1
99287.STM3048	Q8ZM80
99287.STM3102	Q8ZM46
99287.STM3162	P0A1F4
99287.STM3187	Q7CPS1
99287.STM3171	P40800
99287.STM3168	Q8ZM03
99287.STM3238	Q8ZLW5
99287.STM3270	P60822
99287.STM3271	P67349
99287.STM3371	P58630
99287.STM3463	P0A2P4
99287.STM3471	P37771
99287.STM3581.S	Q8ZLE4
99287.STM3613	P50335
99287.STM3720	P40824
99287.STM3688	Q8ZL66
99287.STM3765	O33787
99287.STM3729	P65960
99287.STM3774	Q7CPG1
99287.STM3842	Q8ZKY4
99287.STM3841	P0A8C9
99287.STM3807	Q8ZL04
99287.STM3848	Q8ZKY0
99287.STM3899	P57015
99287.STM3898	Q7CPD8
99287.STM3930	P0A189
99287.STM3946	P0A1T6
99287.STM3948	P55886
99287.STM3953	P0A1T8
99287.STM3956	P0A1U0
99287.STM3963	P0A1U2
99287.STM4003	P0A2N8
99287.STM4017	Q9L7R4
99287.STM4018	Q9L7R5
99287.STM4027	Q8ZKT5
99287.STM4051	P0A1U8
99287.STM4054	P43020
99287.STM4181	P40677
99287.STM4169	P0A1U4
99287.STM4189	P40730
99287.STM4240	Q7CPB2
99287.STM4250	P0A2L1
99287.STM4345	P0A2N4
99287.STM4437	P60829
99287.STM4473	Q08021
99287.STM4474	Q08022
99287.STM4501	Q7CP77
99287.STM4545	Q8ZJX4
99287.STM1146	P0A1T0
99287.STM1147	P67341
99287.STM1586	Q8ZPD6
99287.STM1527	Q8ZPI0
99287.STM1504	Q8ZPJ2
99287.STM1503	Q7CQJ7
99287.STM1501	Q8ZPJ4
99287.STM1823	P0A2M3
99287.STM1281	Q8ZPW6
99287.STM1833	Q8ZP01
99287.STM1841	Q8ZNZ8
99287.STM2181	P60636
99287.STM2161	Q7CQ90
99287.STM2449.S	P63423
99287.STM2452	Q9ZFU5
99287.STM2453	Q9ZFU6
99287.STM2484	Q7CQ24
99287.STM3050	Q8ZM79
99287.STM3096	Q8ZM51
99287.STM3153	Q8ZM13
99287.STM3265	Q8ZLU3
99287.STM3657	Q8ZL94
99287.STM1419	P74890
99287.STM4399	Q8ZK76
99287.STM4472	P0A1V0
99287.STM4562	Q7CP67
99287.STM3060	Q7CPU9
99287.STM4088	Q8ZKP1
99287.STM1059	Q8ZQ75
99287.STM0139	P67693
99287.STM2428	P0A2N6
99287.STM0758	Q8ZQT3
99287.STM1656	Q9EYX5
99287.STM1892.S	Q8ZNV7
99287.STM4172	Q9L9I0
99287.STM4174	P25852
99287.STM4173	P37461
99287.STM3190	P67470
99287.STM0765	A0A0B3NFJ1
99287.STM0351	A0A0B3IWX2
99287.STM4112	A0A0B3N664
99287.STM2865	A0A0B3DSV8
99287.STM3658	A0A0B3J9X7
99287.STM2697	A0A0B3GQE3
99287.STM3780	A0A0B3KNH7
99287.STM3082	A0A0B3P6P3
99287.STM1551.1n	A0A0B3EPX8
99287.STM0947	A0A0B3I4B2
99287.STM2749	A0A0B3DXQ2
99287.STM2007	A0A0B3D5H9
99287.STM2140	A0A0B3I8E0
99287.STM4218	A0A0B3MKU0
99287.STM2066	A0A0B3N8U6
99287.STM4305.S	A0A0B3IYV2
99287.STM0654	A0A0B3E0A9
99287.STM0724	A0A0B3LVR0
99287.STM2780	A0A0B3FYT0
99287.STM0654	A0A0B3HKF8
99287.STM3757	A0A0B3LH48
99287.STM0175	A0A0B3N905
99287.STM0947	A0A0B3LJT0
99287.STM0183	A0A0B3EVZ6
99287.STM4205	A0A0B3HK22
99287.STM3812	A0A0B3HS82
99287.STM3739	A0A0B3N1M2
99287.STM0358.S	A0A0B3HMF9
99287.STM1551.1n	A0A0B3KTA6
99287.STM4519	A0A0B3GQG5
99287.STM2514	A0A0B3DC37
99287.STM1051	A0A0B3F5B1
99287.STM2772	A0A0B3H4L8
99287.STM1796	A0A0B3G6U3
99287.STM4371	A0A0B3K6S9
99287.STM2062	A0A0B3LFB2
99287.STM0175	A0A0B3ECN2
99287.STM3391	A0A0B3PEJ4
99287.STM0762	A0A0B3G794
99287.STM4486	A0A0B3E6U3
99287.STM1796	A0A0B3NA53
99287.STM2508	A0A0B3CKL7
99287.STM3025.1N	A0A0B3DSD6
99287.STM4305.S	A0A0B3EHK7
99287.STM1352	A0A0B3D5Y7
99287.STM3690	A0A0B3DIE0
99287.STM4372	A0A0B3HEB2
99287.STM2748	A0A0B3ESN9
99287.STM1958	A0A0B3NGV2
99287.STM1031	A0A0B3EM59
99287.STM0353	A0A0B3HX56
99287.STM4593	A0A0B3F8M1
99287.STM1627	A0A0B3CK86
99287.STM4485	A0A0B3DD99
99287.STM1546	A0A0B3LBG4
99287.STM1041	A0A0B3FCP3
99287.STM2240	A0A0B3GJZ8
99287.STM1046	A0A0B3GIX3
99287.STM0769	A0A0B3J6X3
99287.STM2066	A0A0B3EQ30
99287.STM3739	A0A0B3FYB9
99287.STM0655	A0A0B3EWI8
99287.STM2644	A0A0B3FA70
99287.STM4591	A0A0B3HNZ4
99287.STM2939	A0A0B3ESL4
99287.STM2954.1n	A0A0B3NJR4
99287.STM0538	A0A0B3F3Y3
99287.STM4217	A0A0B3HDE7
99287.STM3529	A0A0B3DHW8
99287.STM1362	A0A0B3N289
99287.STM0352.S	A0A0B3N431
99287.STM0174	A0A0B3NW47
99287.STM3079.S	A0A0B3DRL6
99287.STM0277	A0A0B3DUY1
99287.STM2917	A0A0B3JFJ6
99287.STM4496	A0A0B3NQU9
99287.STM0481	A0A0B3D6J4
99287.STM0571	A0A0B3NLX1
99287.STM3083	A0A0B3GA85
99287.STM1867	A0A0B3JK92
99287.STM1570	A0A0B3HI04
99287.STM3080	A0A0B3CQS6
99287.STM3599	A0A0B3HLL6
99287.STM1354	A0A0B3I960
99287.STM1045	A0A0B3DYN0
99287.STM4107	A0A0B3P2P4
99287.STM2943	A0A0B3NSM7
99287.STM0631	A0A0B3J8K1
99287.STM3024	A0A0B3DSS1
99287.STM2439	A0A0B3FAL1
99287.STM0394	A0A0B3NHS7
99287.STM0561	A0A0B3FNR5
99287.STM2588	A0A0B3E343
99287.STM3531	A0A0B3G0M7
99287.STM3169	A0A0B3HPQ1
99287.STM0330	A0A0B3DBL7
99287.STM3638	A0A0B3NE42
99287.STM2939	A0A0B3CFK0
99287.STM0098	A0A0B3H556
99287.STM0573	A0A0B3HIV5
99287.STM2944	A0A0B3I612
99287.STM2243	A0A0B3H783
99287.STM1081	A0A0B3C3Y5
99287.STM2765	A0A0B3IGG9
99287.STM2938	A0A0B3K160
99287.STM1188	A0A0B3NC28
99287.STM4032.2N	A0A0B3FYR0
99287.STM3519	A0A0B3I1D3
99287.STM1506	A0A0B3CI55
99287.STM1855	A0A0B3PFI8
99287.STM2644	A0A0B3DT15
99287.STM2754	A0A0B3EUN3
99287.STM3859	A0A0B3FC50
99287.STM4217	A0A0B3LQU2
99287.STM1506	A0A0B3HZR2
99287.STM3024	A0A0B3CRE7
99287.STM4540.S	A0A0B3N8U2
99287.STM0176	A0A0B3EQ35
99287.STM2770	A0A0B3HJM8
99287.STM2939	A0A0B3JQV4
99287.STM1360	A0A0B3DI51
99287.STM2209.1c	A0A0B3G8W5
99287.STM2551	A0A0B3MXF6
99287.STM4519	A0A0B3E4E6
99287.STM0394	A0A0B3G328
99287.STM3640	A0A0B3NIZ3
