192222.Cj0443	Q9PI62
192222.Cj0836	A0A0C5I7Y6
192222.Cj1162c	A0A0C5I8Y8
192222.Cj1247c	A0A0C5I960
192222.Cj1183c	A0A0C5I9M1
192222.Cj1471c	A0A0C5I9Q3
192222.Cj0486	A0A0C5I513
192222.Cj0006	A0A0C5I5Z3
192222.Cj0732	A0A0C5I7Q7
192222.Cj0789	A0A0C5I7U2
192222.Cj0965c	A0A0C5I8C1
192222.Cj0940c	A0A0C5I8Y5
192222.Cj1177c	A0A0C5I901
192222.Cj1210	A0A0C5I9P1
192222.Cj1083c	A0A0B6UL55
192222.Cj0547	A0A0B6UVS3
192222.Cj1545c	A0A0B6V0P6
192222.Cj0748	A0A0B6V110
192222.Cj0757	A0A0B6TRG1
192222.Cj0994c	A0A0B6UKY8
192222.Cj0692c	A0A0B6UR20
192222.Cj1232	A0A0B6US07
192222.Cj1711c	A0A0B6UZ91
192222.Cj0728	A0A0C5I8E5
192222.Cj1006c	A0A0C5I8H2
192222.Cj1234	A0A0C5I948
192222.Cj0145	A0A0C5IHG9
192222.Cj0361	A0A0C5II28
192222.Cj0946	A0A0C5IJM5
192222.Cj1345c	A0A0C5IKM0
192222.Cj0827	A0A0C5I7X6
192222.Cj0724	A0A0B6TZ70
192222.Cj0707	A0A0B6U6M4
192222.Cj0341c	A0A0B6UJ78
192222.Cj1407c	A0A0B6USP5
192222.Cj1331	A0A0B6UXJ8
192222.Cj1415c	A0A0B6UXQ5
192222.Cj1448c	A0A0B6V834
192222.Cj0800c	A0A0C5I8K0
192222.Cj0839c	A0A0C5HZ13
192222.Cj1190c	A0A0C5I031
192222.Cj0282c	A0A0B6TQ69
192222.Cj0999c	A0A0B6TXN4
192222.Cj0029	A0A0B6UNZ1
192222.Cj1029c	A0A0B6URG1
192222.Cj1236	A0A0B6USM0
192222.Cj1321	A0A0B6V065
192222.Cj0684	A0A0C5I8A7
192222.Cj0967	A0A0C5I914
192222.Cj1534c	A0A0C5IL66
192222.Cj0179	A0A0B6UUN5
192222.Cj1049c	A0A0C5HZP2
192222.Cj1342c	A0A0C5I0I2
192222.Cj0306c	A0A0C5I4B7
192222.Cj0712	A0A0C5I5N2
192222.Cj0888c	A0A0C5I664
192222.Cj0191c	A0A0C5I6A9
192222.Cj1327	A0A0C5I7K8
192222.Cj1247c	A0A0B6U5J7
192222.Cj0079c	A0A0B6UNN5
192222.Cj0004c	A0A0B6UUC1
192222.Cj0517	A0A0B6UVN1
192222.Cj1646	A0A0B6UY87
192222.Cj1549c	A0A0B6V660
192222.Cj0160c	A0A0C5IHI1
192222.Cj0366c	A0A0C5II34
192222.Cj1310c	A0A0C5IKI7
192222.Cj1189c	A0A0B6V2D4
192222.Cj1113	A0A0C5HZX5
192222.Cj1662	A0A0C5I1I0
192222.Cj0702	A0A0C5I5L9
192222.Cj1154c	A0A0C5I750
192222.Cj0589	A0A0C5I7E7
192222.Cj0721c	A0A0B6UQI4
192222.Cj1067	A0A0B6URI2
192222.Cj1492c	A0A0B6UYR0
192222.Cj0515	A0A0B6V033
192222.Cj0011c	A0A0B6V1M0
192222.Cj0977	A0A0B6V4A4
192222.Cj0548	A0A0C5I812
192222.Cj0724	A0A0C5I8E1
192222.Cj0991c	A0A0C5I8F2
192222.Cj0998c	A0A0C5IJS3
192222.Cj0277	A0A0C5HXH9
192222.Cj0253	A0A0C5I443
192222.Cj0905c	A0A0B6TZI6
192222.Cj0956c	A0A0B6U7E7
192222.Cj0580c	A0A0B6UQL5
192222.Cj1332	A0A0B6V086
192222.Cj0967	A0A0B6V1F9
192222.Cj0490	A0A0B6V8J5
192222.Cj0563	A0A0C5I821
192222.Cj0605	A0A0C5I847
192222.Cj1328	A0A0C5I9B7
192222.Cj1493c	A0A0C5IL28
192222.Cj1279c	A0A0B6V007
192222.Cj1081c	A0A0B6V1Q6
192222.Cj1376	A0A0B6V5N3
192222.Cj1442c	A0A0B6V829
192222.Cj1638	A0A0C5I8R0
192222.Cj1511c	A0A0C5I9V2
192222.Cj1329	A0A0C5I9Y7
192222.Cj1531	A0A0B6UT01
192222.Cj1040c	A0A0C5I6Q9
192222.Cj0504c	A0A0C5I754
192222.Cj0153c	A0A0C5I687
192222.Cj0769c	A0A0C5I7S4
192222.Cj1406c	A0A0B6TZD8
192222.Cj0732	A0A0B6UR56
192222.Cj0265c	A0A0B6UU59
192222.Cj0651	A0A0B6V5S3
192222.Cj0538	A0A0C5I806
192222.Cj1497c	A0A0C5IAE0
192222.Cj1217c	A0A0B6UX48
192222.Cj1050c	A0A0B6UL30
192222.Cj1060c	A0A0B6UL39
192222.Cj1468	A0A0B6V0I4
192222.Cj0199c	A0A0C5HXB5
192222.Cj0398	A0A0C5HXW9
192222.Cj0958c	A0A0C5HZD1
192222.Cj0788	A0A0B6TXI4
192222.Cj0356c	A0A0B6UJB8
192222.Cj1082c	A0A0B6UN30
192222.Cj0327	A0A0B6UPA8
192222.Cj0652	A0A0B6UQ87
192222.Cj0431	A0A0B6UZZ1
192222.Cj0740	A0A0B6V0X2
192222.Cj1007c	A0A0C5I956
192222.Cj0829c	A0A0C5IJ98
192222.Cj1107	A0A0C5IK43
192222.Cj1177c	A0A0B6V755
192222.Cj0267c	A0A0C5HXH0
192222.Cj0315	A0A0C5HXM1
192222.Cj0368c	A0A0C5I4J8
192222.Cj0978c	A0A0C5I6H4
192222.Cj0991c	A0A0B6UWF6
192222.Cj1268c	A0A0B6UX93
192222.Cj0878	A0A0C5I813
192222.Cj1546	A0A0C5I8C6
192222.Cj0038c	A0A0C5IH96
192222.Cj0428	A0A0C5II98
192222.Cj1189c	A0A0C5IK92
192222.Cj0413	A0A0C5HXZ0
192222.Cj1414c	A0A0C5I0R7
192222.Cj0631c	A0A0C5I5E7
192222.Cj0604	A0A0B6V5P8
192222.Cj1235	A0A0B6ULR8
192222.Cj1589	A0A0B6UTG7
192222.Cj0591c	A0A0B6UVV2
192222.Cj0224	A0A0B6UWR0
192222.Cj0271	A0A0B6V284
192222.Cj1523c	A0A0B6V308
192222.Cj0910	A0A0C5I848
192222.Cj0633	A0A0C5I868
192222.Cj0086c	A0A0C5IHD0
192222.Cj0256	A0A0C5IHQ8
192222.Cj0730	A0A0C5HYS2
192222.Cj0384c	A0A0C5I4L9
192222.Cj0588	A0A0C5I5C2
192222.Cj1104	A0A0C5I713
192222.Cj0454c	A0A0C5I7R9
192222.Cj0011c	A0A0C5I3K8
192222.Cj0152c	A0A0C5I3U9
192222.Cj0301c	A0A0C5I4B0
192222.Cj0404	A0A0C5I4Q1
192222.Cj0837c	A0A0B6UKP2
192222.Cj0253	A0A0B6UUV0
192222.Cj0404	A0A0B6UVB4
192222.Cj0345	A0A0B6UZR6
192222.Cj1652c	A0A0B6V0Y9
192222.Cj0988c	A0A0B6V1H2
192222.Cj1199	A0A0B6V282
192222.Cj0792	A0A0B6V3P4
192222.Cj1616	A0A0B6V8C3
192222.Cj1574c	A0A0C5I8H6
192222.Cj1412c	A0A0C5IA58
192222.Cj1639	A0A0C5IA92
192222.Cj0419	A0A0C5II93
192222.Cj1211	A0A0C5IKA7
192222.Cj1564	A0A0B6V3J0
192222.Cj0496	A0A0C5HY75
192222.Cj0694	A0A0C5I8B5
192222.Cj1406c	A0A0C5I9I4
192222.Cj0912c	A0A0C5IJI6
192222.Cj1043c	A0A0C5IJX2
192222.Cj0958c	A0A0B6TY04
192222.Cj1109	A0A0B6U2U8
192222.Cj0368c	A0A0B6UQ47
192222.Cj1150c	A0A0B6UZI3
192222.Cj1591	A0A0B6V0T0
192222.Cj0998c	A0A0B6V1H6
192222.Cj1488c	A0A0B6V3E0
192222.Cj0847	A0A0B6V6F5
192222.Cj1517	A0A0B6V866
192222.Cj0581	A0A0B6UVU6
192222.Cj0633	A0A0B6UVY2
192222.Cj0986c	A0A0B6V1N3
192222.Cj0562	A0A0C5I7D1
192222.Cj0365c	A0A0C5I7I0
192222.Cj0738	A0A0B6TRF2
192222.Cj1225	A0A0B6TYJ0
192222.Cj1503c	A0A0B6UT96
192222.Cj0153c	A0A0B6UWK9
192222.Cj0286c	A0A0B6UZL4
192222.Cj0553	A0A0C5I814
192222.Cj1234	A0A0B6V2H1
192222.Cj1036c	A0A0B6U005
192222.Cj1047c	A0A0B6U7P5
192222.Cj0736	A0A0B6UQK1
192222.Cj0838c	A0A0B6URF3
192222.Cj1032	A0A0B6UZ66
192222.Cj0782	A0A0B6V137
192222.Cj1649	A0A0C5IA99
192222.Cj0434	A0A0C5HY11
192222.Cj0812	A0A0C5HYY9
192222.Cj1004	A0A0C5HZH8
192222.Cj0098	A0A0C5I648
192222.Cj0243c	A0A0C5I6D9
192222.Cj0364	A0A0C5I6P0
192222.Cj0124c	A0A0C5I6R0
192222.Cj0020c	A0A0B6TVB7
192222.Cj0135	A0A0B6UNT5
192222.Cj0199c	A0A0B6UPF9
192222.Cj0849c	A0A0B6URI7
192222.Cj0541	A0A0B6UVR8
192222.Cj1555c	A0A0B6UY12
192222.Cj0834c	A0A0B6V8K2
192222.Cj1588c	A0A0C5IAP1
192222.Cj0865	A0A0B6UWQ6
192222.Cj0059c	A0A0C5HX06
192222.Cj0953c	A0A0C5HZC5
192222.Cj1239	A0A0C5I952
192222.Cj0554	A0A0C5IIN9
192222.Cj1107	A0A0B6TSI3
192222.Cj0420	A0A0B6TWN4
192222.Cj1245c	A0A0B6ULS7
192222.Cj0225	A0A0C5HXD3
192222.Cj1019c	A0A0C5HZJ8
192222.Cj0570	A0A0B6UQ26
192222.Cj0621	A0A0B6UQ63
192222.Cj0250c	A0A0B6TKJ3
192222.Cj1007c	A0A0B6TMC2
192222.Cj0519	A0A0B6UXP5
192222.Cj1198	A0A0B6UZS5
192222.Cj0904c	A0A0B6V1C2
192222.Cj1475c	A0A0B6V2X1
192222.Cj0956c	A0A0C5I903
192222.Cj1477c	A0A0C5IAB7
192222.Cj1615	A0A0C5IAS5
192222.Cj1413c	A0A0C5IKU7
192222.Cj1380	A0A0B6V2Z3
192222.Cj0040	A0A0C5I3N2
192222.Cj0176c	A0A0C5I6A1
192222.Cj0514	A0A0C5I769
192222.Cj1676	A0A0B6TU23
192222.Cj0301c	A0A0B6TWB0
192222.Cj0181	A0A0B6U2S2
192222.Cj1502c	A0A0B6UMF0
192222.Cj0148c	A0A0B6UWK4
192222.Cj1117c	A0A0B6V721
192222.Cj1311	A0A0B6V7R3
192222.Cj1449c	A0A0C5I7Y3
192222.Cj0178	A0A0B6UIJ8
192222.Cj1677	A0A0B6V6H6
192222.Cj1104	A0A0B6UXE4
192222.Cj1370	A0A0B6V2Y2
192222.Cj0448c	A0A0C5I6X1
192222.Cj0779	A0A0C5I7T3
192222.Cj0058	A0A0B6UI74
192222.Cj0524	A0A0B6UJQ1
192222.Cj1422c	A0A0B6USR3
192222.Cj0893c	A0A0B6UYV2
192222.Cj0903c	A0A0B6UYV8
192222.Cj0719c	A0A0C5I8D7
192222.Cj0345	A0A0C5II13
192222.Cj1399c	A0A0C5I0Q1
192222.Cj0073c	A0A0B6TQU8
192222.Cj1493c	A0A0B6TUT7
192222.Cj1623	A0A0B6UMP4
192222.Cj0615	A0A0B6UQQ2
192222.Cj0414	A0A0B6UVC7
192222.Cj1677	A0A0B6V8G2
192222.Cj0038c	A0A0B6UZ18
192222.Cj0571	A0A0B6UVT9
192222.Cj0963	A0A0B6V1K5
192222.Cj1320	A0A0C5I0G2
192222.Cj0191c	A0A0B6V214
192222.Cj0230c	A0A0B6V4L4
192222.Cj0937	A0A0C5IJL3
192222.Cj1539c	A0A0C5IL72
192222.Cj0556	A0A0B6UQ14
192222.Cj1300	A0A0B6UXD6
192222.Cj1095	A0A0B6V221
192222.Cj0464	A0A0B6V5C8
192222.Cj1500	A0A0B6V628
192222.Cj1327	A0A0B6V7S6
192222.Cj1481c	A0A0C5I9R5
192222.Cj1309c	A0A0C5I9X5
192222.Cj1077	A0A0C5IK25
192222.Cj0850c	A0A0C5I623
192222.Cj1000	A0A0C5I6J6
192222.Cj0970	A0A0B6URR5
192222.Cj1262	A0A0B6USP9
192222.Cj1148	A0A0B6UXH6
192222.Cj0097	A0A0B6UZ61
192222.Cj0904c	A0A0C5I841
192222.Cj1377c	A0A0C5I9F5
192222.Cj1340c	A0A0B6USH7
192222.Cj0874c	A0A0C5HZ40
192222.Cj1337	A0A0C5I0H4
192222.Cj1681c	A0A0C5I1J0
192222.Cj0005c	A0A0C5I3K6
192222.Cj0997	A0A0B6TY45
192222.Cj0421c	A0A0B6U146
192222.Cj0653c	A0A0B6UQT8
192222.Cj0659c	A0A0B6UVE2
192222.Cj1323	A0A0B6UYA7
192222.Cj1162c	A0A0B6V1Y5
192222.Cj1100	A0A0C5I8U1
192222.Cj1372	A0A0C5IA28
192222.Cj0040	A0A0B6UYN4
192222.Cj1432c	A0A0B6V0F5
192222.Cj0267c	A0A0B6V4Q0
192222.Cj0997	A0A0C5I945
192222.Cj0896c	A0A0C5IJG9
192222.Cj0315	A0A0B6TQA1
192222.Cj1127c	A0A0B6U7V0
192222.Cj0418c	A0A0B6UQ86
192222.Cj0152c	A0A0B6UTX0
192222.Cj0434	A0A0B6UVE6
192222.Cj0204	A0A0B6UWQ1
192222.Cj0758	A0A0B6UYF7
192222.Cj0618	A0A0B6V0J9
192222.Cj0123c	A0A0B6V1V2
192222.Cj0556	A0A0C5I5A1
192222.Cj0317	A0A0C5I6J3
192222.Cj1039	A0A0B6URG6
192222.Cj1068	A0A0B6UXB8
192222.Cj0800c	A0A0B6V131
192222.Cj1132c	A0A0B6V4S6
192222.Cj1013c	A0A0B6V6W1
192222.Cj1224	A0A0C5I940
192222.Cj1002c	A0A0C5I950
192222.Cj0792	A0A0C5HYX0
192222.Cj1222c	A0A0C5I062
192222.Cj0561c	A0A0C5I5A4
192222.Cj0085c	A0A0B6TQW1
192222.Cj0763c	A0A0B6TXF9
192222.Cj0760	A0A0B6UQL9
192222.Cj0544	A0A0B6V338
192222.Cj1431c	A0A0B6V5U3
192222.Cj1407c	A0A0C5IA54
192222.Cj0562	A0A0B6UVT2
192222.Cj0481	A0A0C5IIF1
192222.Cj1008c	A0A0C5IJT4
192222.Cj0299	A0A0B6U5M9
192222.Cj0378c	A0A0B6UQ56
192222.Cj0424	A0A0B6UUW0
192222.Cj0438	A0A0B6UUX4
192222.Cj0812	A0A0B6UWL0
192222.Cj0795c	A0A0B6V125
192222.Cj0631c	A0A0B6V5R1
192222.Cj0668	A0A0C5HYL3
192222.Cj0186c	A0A0B6U0F6
192222.Cj0789	A0A0B6U1Y5
192222.Cj0952c	A0A0B6U2C4
192222.Cj0031	A0A0B6UZ14
192222.Cj0914c	A0A0B6V443
192222.Cj0594c	A0A0B6V5P2
192222.Cj1485c	A0A0B6V852
192222.Cj1531	A0A0C5I899
192222.Cj1711c	A0A0C5I8W5
192222.Cj0241c	A0A0B6U598
192222.Cj0741	A0A0B6UKG7
192222.Cj1295	A0A0B6V024
192222.Cj1297	A0A0B6V2I6
192222.Cj0934c	A0A0B6V463
192222.Cj0420	A0A0C5HXZ8
192222.Cj1175c	A0A0C5I018
192222.Cj0440c	A0A0C5I4U6
192222.Cj0893c	A0A0C5I670
192222.Cj0300c	A0A0B6TQ84
192222.Cj0747	A0A0B6TX59
192222.Cj1451	A0A0B6UT63
192222.Cj0022c	A0A0B6V468
192222.Cj0889c	A0A0C5I825
192222.Cj0456c	A0A0B6TQU2
192222.Cj0054c	A0A0B6UP11
192222.Cj0602c	A0A0B6UXX2
192222.Cj0877c	A0A0B6UYT7
192222.Cj0694	A0A0B6V3L1
192222.Cj0653c	A0A0C5I883
192222.Cj1702c	A0A0C5IAD1
192222.Cj0412	A0A0C5II86
192222.Cj0976	A0A0C5IJQ1
192222.Cj0005c	Q0PCC0
192222.Cj0146c	Q0PBZ1
192222.Cj0318	Q0PBJ1
192222.Cj1428c	Q0P8I6
192222.Cj1179c	Q0P977
192222.Cj0697	Q0PAI2
192222.Cj0508	Q0PB07
192222.Cj0500	Q0PB13
192222.Cj1090c	Q0P9G4
192222.Cj1502c	Q0P8B6
192222.Cj1357c	Q0P8Q2
192222.Cj0893c	Q0PA05
192222.Cj1332	Q0P8S6
192222.Cj0935c	Q0P9W4
192222.Cj0690c	Q0PAI9
192222.Cj1508c	Q0P8B0
192222.Cj0919c	Q0P9Y0
192222.Cj1213c	Q0P943
192222.Cj1062	Q0P9J0
192222.Cj0995c	Q0P9Q7
192222.Cj1408	Q0P8K6
192222.Cj0549	Q0PAW7
192222.Cj0110	Q0PC27
192222.Cj1358c	Q0P8Q1
192222.Cj1252	Q0P904
192222.Cj0647	Q0PAM1
192222.Cj0180	Q0PBV9
192222.Cj0387	Q0PBC3
192222.Cj0313	Q0PBJ6
192222.Cj1584c	Q0P844
192222.Cj0188c	Q0PBV1
192222.Cj0920c	Q0P9X9
192222.Cj0259	Q0PBP6
192222.Cj0559	Q0PAV7
192222.Cj0826	Q0PA64
192222.Cj0319	Q0PBJ0
192222.Cj0170	Q0PBW8
192222.Cj0059c	Q0PC74
192222.Cj0804	Q0PA86
192222.Cj1466	Q0P8E9
192222.Cj0141c	Q0PBZ6
192222.Cj1018c	Q0P9N4
192222.Cj0582	Q0PAT5
192222.Cj0022c	Q0PCA3
192222.Cj0368c	Q0PBE2
192222.Cj1579c	Q0P849
192222.Cj1478c	Q0P8D9
192222.Cj0731	Q0PAE8
192222.Cj1279c	Q0P8X7
192222.Cj0204	Q0PBT5
192222.Cj0320	Q0PBI9
192222.Cj0462	Q0PB51
192222.Cj0820c	Q0PA70
192222.Cj0182	Q0PBV7
192222.Cj1480c	Q0P8D7
192222.Cj0615	Q0PAQ2
192222.Cj1076	Q0P9H8
192222.Cj1057c	Q0P9J5
192222.Cj0773c	Q0PAB7
192222.Cj0934c	Q0P9W5
192222.Cj0856	Q0PA34
192222.Cj0351	Q0PBF8
192222.Cj0254	Q0PBQ1
192222.Cj1051c	Q0P9K1
192222.Cj0769c	Q0PAC1
192222.Cj0547	Q0PAW9
192222.Cj0698	Q0PAI1
192222.Cj1677	Q0P7V2
192222.Cj1646	Q0P7Y2
192222.Cj1280c	Q0P8X6
192222.Cj0342c	Q0PBG7
192222.Cj1585c	Q0P843
192222.Cj0230c	Q0PBS4
192222.Cj0468	Q0PB45
192222.Cj1476c	Q0P8E1
192222.Cj0764c	Q0PAC6
192222.Cj0695	Q0PAI4
192222.Cj1441c	Q0P8H3
192222.Cj1276c	Q0P8Y0
192222.Cj1629	Q0P7Z9
192222.Cj1405	Q0P8K9
192222.Cj0055c	Q0PC78
192222.Cj0031	Q0PC94
192222.Cj0284c	Q0PBM2
192222.Cj1058c	Q0P9J4
192222.Cj0174c	Q0PBW5
192222.Cj1582c	Q0P846
192222.Cj1255	Q0P901
192222.Cj0882c	Q0PA15
192222.Cj0087	Q0PC50
192222.Cj0405	Q0PBA5
192222.Cj0310c	Q0PBJ9
192222.Cj0669	Q0PAK5
192222.Cj1334	Q0P8S4
192222.Cj0240c	Q0PBR4
192222.Cj0807	Q0PA83
192222.Cj0801	Q0PA89
192222.Cj0043	Q0PC83
192222.Cj0336c	Q0PBH3
192222.Cj0787	Q0PAA3
192222.Cj0431	Q0PB79
192222.Cj0041	Q0PC85
192222.Cj0782	Q0PAA8
192222.Cj0060c	Q0PC73
192222.Cj1285c	Q0P8X2
192222.Cj1173	Q0P983
192222.Cj0887c	Q0PA11
192222.Cj1680c	Q0P7V0
192222.Cj0460	Q0PB53
192222.Cj0595c	Q0PAS2
192222.Cj1661	Q0P7W8
192222.Cj1710c	Q0P7S1
192222.Cj0702	Q0PAH7
192222.Cj0187c	Q0PBV2
192222.Cj0601c	Q0PAR6
192222.Cj1407c	Q0P8K7
192222.Cj0991c	Q0P9R1
192222.Cj1675	Q0P7V4
192222.Cj0196c	Q0PBU3
192222.Cj0061c	Q0PC72
192222.Cj0729	Q0PAF0
192222.Cj0614	Q0PAQ3
192222.Cj0466	Q0PB47
192222.Cj0660c	Q0PAL3
192222.Cj1174	Q0P982
192222.Cj0335	Q0PBH4
192222.Cj0309c	Q0PBK0
192222.Cj0527c	Q0PAY9
192222.Cj1583c	Q0P845
192222.Cj1553c	Q0P872
192222.Cj0528c	Q0PAY8
192222.Cj1662	Q0P7W7
192222.Cj0790	Q0PAA0
192222.Cj0467	Q0PB46
192222.Cj0941c	Q0P9V8
192222.Cj1539c	Q0P886
192222.Cj1689c	Q0P7U2
192222.Cj1368	Q0P8P1
192222.Cj1529c	Q0P896
192222.Cj0513	Q0PB02
192222.Cj0301c	Q0PBK8
192222.Cj1333	Q0P8S5
192222.Cj0268c	Q0PBN7
192222.Cj1725	Q0P7Q6
192222.Cj0696	Q0PAI3
192222.Cj0708	Q0PAH1
192222.Cj1019c	Q0P9N3
192222.Cj0684	Q0PAJ5
192222.Cj1729c	Q0P7Q2
192222.Cj0201c	Q0PBT8
192222.Cj1171c	Q0P985
192222.Cj0042	Q0PC84
192222.Cj0337c	Q0PBH2
192222.Cj0940c	Q0P9V9
192222.Cj1674	Q0P7V5
192222.Cj1429c	Q0P8I5
192222.Cj1660	Q0P7W9
192222.Cj0262c	Q0PBP3
192222.Cj0189c	Q0PBV0
192222.Cj0156c	Q0PBY1
192222.Cj0124c	Q0PC13
192222.Cj0073c	Q0PC62
192222.Cj0039c	Q0PC87
192222.Cj0256	Q0PBP9
192222.Cj0147c	Q0PBZ0
192222.Cj0159c	Q0PBX8
192222.Cj0118	Q0PC19
192222.Cj0131	Q0PC06
192222.Cj0068	Q0PC65
192222.Cj0019c	Q0PCA6
192222.Cj0078c	Q0PC57
192222.Cj0280	Q0PBM6
192222.Cj0199c	Q0PBU0
192222.Cj0375	Q0PBD5
192222.Cj0340	Q0PBG9
192222.Cj0334	Q0PBH5
192222.Cj0385c	Q0PBC5
192222.Cj0081	Q0PC54
192222.Cj0306c	Q0PBK3
192222.Cj0185c	Q0PBV4
192222.Cj1659	Q0P7X0
192222.Cj1619	Q0P809
192222.Cj1618c	Q0P810
192222.Cj1500	Q0P8B8
192222.Cj1444c	Q0P8H0
192222.Cj1431c	Q0P8I3
192222.Cj1376	Q0P8N3
192222.Cj1351	Q0P8Q8
192222.Cj1290c	Q0P8W7
192222.Cj1183c	Q0P973
192222.Cj1137c	Q0P9B7
192222.Cj1079	Q0P9H5
192222.Cj1031	Q0P9M1
192222.Cj0965c	Q0P9T4
192222.Cj0900c	Q0P9Z8
192222.Cj0836	Q0PA54
192222.Cj0722c	Q0PAF7
192222.Cj0670	Q0PAK4
192222.Cj0668	Q0PAK6
192222.Cj0636	Q0PAN2
192222.Cj0618	Q0PAP9
192222.Cj0530	Q0PAY6
192222.Cj0404	Q0PBA6
192222.Cj0248	Q0PBQ7
192222.Cj0123c	Q0PC14
192222.Cj1645	Q0P7Y3
192222.Cj1365c	Q0P8P4
192222.Cj1284	Q0P8X3
192222.Cj1207c	Q0P949
192222.Cj1202	Q0P954
192222.Cj1096c	Q0P9F8
192222.Cj1084c	Q0P9H0
192222.Cj1017c	Q0P9N5
192222.Cj0964	Q0P9T5
192222.Cj0889c	Q0PA09
192222.Cj0863c	Q0PA27
192222.Cj1551c	Q0P874
192222.Cj1301	Q0P8V6
192222.Cj1161c	Q0P995
192222.Cj0425	Q0PB85
192222.Cj1203c	Q0P953
192222.Cj1043c	Q0P9K9
192222.Cj0606	Q0PAR1
192222.Cj0566	Q0PAV1
192222.Cj1538c	Q0P887
192222.Cj1432c	Q0P8I2
192222.Cj0859c	Q0PA31
192222.Cj1565c	Q0P863
192222.Cj1386	Q0P8M3
192222.Cj1122c	Q0P9D2
192222.Cj1106	Q0P9E8
192222.Cj0733	Q0PAE6
192222.Cj0175c	Q0PBW4
192222.Cj1712	Q0P7R9
192222.Cj1330	Q0P8S8
192222.Cj1266c	Q0P8Z0
192222.Cj0777	Q0PAB3
192222.Cj0564	Q0PAV2
192222.Cj1437c	Q0P8H7
192222.Cj1261	Q0P8Z5
192222.Cj1184c	Q0P972
192222.Cj1145c	Q0P9B0
192222.Cj0980	Q0P9S2
192222.Cj1625c	Q0P803
192222.Cj1602	Q0P826
192222.Cj1300	Q0P8V7
192222.Cj0623	Q0PAP4
192222.Cj1608	Q0P820
192222.Cj1552c	Q0P873
192222.Cj1342c	Q0P8R7
192222.Cj0563	Q0PAV3
192222.Cj1492c	Q0P8C5
192222.Cj1445c	Q0P8G9
192222.Cj1291c	Q0P8W6
192222.Cj1140	Q0P9B4
192222.Cj0610c	Q0PAQ7
192222.Cj1723c	Q0P7Q8
192222.Cj1656c	Q0P7X2
192222.Cj1442c	Q0P8H2
192222.Cj1237c	Q0P919
192222.Cj0685c	Q0PAJ4
192222.Cj1169c	Q0P987
192222.Cj1078	Q0P9H6
192222.Cj1617	Q0P811
192222.Cj1468	Q0P8E7
192222.Cj1244	Q0P912
192222.Cj0832c	Q0PA58
192222.Cj0451	Q0PB62
192222.Cj0120	Q0PC17
192222.Cj1495c	Q0P8C2
192222.Cj1474c	Q0P8E3
192222.Cj1094c	Q0P9G0
192222.Cj0864	Q0PA26
192222.Cj0842	Q0PA48
192222.Cj0717	Q0PAG2
192222.Cj0568	Q0PAU9
192222.Cj0510c	Q0PB05
192222.Cj0482	Q0PB31
192222.Cj0303c	Q0PBK6
192222.Cj0091	Q0PC46
192222.Cj1566c	Q0P862
192222.Cj1472c	Q0P8E5
192222.Cj1434c	Q0P8I0
192222.Cj0589	Q0PAS8
192222.Cj1393	Q0P8L9
192222.Cj1041c	Q0P9L1
192222.Cj0914c	Q0P9Y5
192222.Cj0037c	Q0PC89
192222.Cj0890c	Q0PA08
192222.Cj1193c	Q0P963
192222.Cj0557c	Q0PAV9
192222.Cj0488	Q0PB25
192222.Cj1514c	Q0P8A5
192222.Cj1163c	Q0P993
192222.Cj0828c	Q0PA62
192222.Cj0813	Q0PA77
192222.Cj1269c	Q0P8Y7
192222.Cj0369c	Q0PBE1
192222.Cj1471c	Q0P8E6
192222.Cj0620	Q0PAP7
192222.Cj1373	Q0P8N6
192222.Cj1307	Q0P8V0
192222.Cj1002c	Q0P9Q0
192222.Cj0848c	Q0PA42
192222.Cj1275c	Q0P8Y1
192222.Cj1257c	Q0P8Z9
192222.Cj0957c	Q0P9U2
192222.Cj1614	Q0P814
192222.Cj1325	Q0P8T2
192222.Cj0947c	Q0P9V2
192222.Cj0792	Q0PA98
192222.Cj0266c	Q0PBN9
192222.Cj1382c	Q0P8M7
192222.Cj1113	Q0P9E1
192222.Cj0271	Q0PBN4
192222.Cj1228c	Q0P928
192222.Cj1371	Q0P8N8
192222.Cj1426c	Q0P8I8
192222.Cj0903c	Q0P9Z5
192222.Cj0908	Q0P9Z1
192222.Cj0569	Q0PAU8
192222.Cj1630	Q0P7Z8
192222.Cj0522	Q0PAZ4
192222.Cj1381	Q0P8M8
192222.Cj0796c	Q0PA94
192222.Cj1000	Q0P9Q2
192222.Cj0973	Q0P9S9
192222.Cj0849c	Q0PA41
192222.Cj0818	Q0PA72
192222.Cj0793	Q0PA97
192222.Cj0760	Q0PAD0
192222.Cj0553	Q0PAW3
192222.Cj1379	Q0P8N0
192222.Cj0951c	Q0P9U8
192222.Cj0519	Q0PAZ6
192222.Cj1047c	Q0P9K5
192222.Cj1665	Q0P7W4
192222.Cj1477c	Q0P8E0
192222.Cj1369	Q0P8P0
192222.Cj1254	Q0P902
192222.Cj1103	Q0P9F1
192222.Cj0809c	Q0PA81
192222.Cj0363c	Q0PBE7
192222.Cj0352	Q0PBF7
192222.Cj1670c	Q0P7V9
192222.Cj1622	Q0P806
192222.Cj1394	Q0P8L8
192222.Cj1324	Q0P8T3
192222.Cj1185c	Q0P971
192222.Cj0417	Q0PB93
192222.Cj0158c	Q0PBX9
192222.Cj0009	Q0PCB6
