7227.FBpp0087084	P32234
7227.FBpp0083293	Q9VDM6
7227.FBpp0077203	Q8IQ13
7227.FBpp0078095	Q9VNX8
7227.FBpp0078584	Q9VN25
7227.FBpp0086098	Q0E940
7227.FBpp0086013	A1ZAX1
7227.FBpp0075104	O77410
7227.FBpp0078667	Q9U9Q4
7227.FBpp0078689	O02195
7227.FBpp0087475	Q7K550
7227.FBpp0071587	Q9W2D9
7227.FBpp0075754	Q9VTU4
7227.FBpp0086705	Q7JVI3
7227.FBpp0298002	P16914
7227.FBpp0089383	Q9VJS8
7227.FBpp0288984	P13002
7227.FBpp0303200	Q04688
7227.FBpp0291257	Q9VW51
7227.FBpp0083766	Q9VCP0
7227.FBpp0112564	Q8MQI6
7227.FBpp0081896	Q9VGK7
7227.FBpp0087307	Q7K4B3
7227.FBpp0077129	Q9VQZ6
7227.FBpp0078729	Q9VMQ7
7227.FBpp0074515	Q9VWE6
7227.FBpp0303608	Q9VUI3
7227.FBpp0071818	Q9W1Y1
7227.FBpp0072477	P18491
7227.FBpp0085960	Q7JX57
7227.FBpp0082326	P18488
7227.FBpp0113115	Q8T4F7
7227.FBpp0305410	Q8MSX1
7227.FBpp0073243	Q9VZ49
7227.FBpp0289893	Q9VN95
7227.FBpp0077572	P15007
7227.FBpp0081083	Q9VI60
7227.FBpp0073385	Q9VYX1
7227.FBpp0077447	Q9VQB7
7227.FBpp0271890	Q9VE34
7227.FBpp0075982	Q02870
7227.FBpp0079613	O76767
7227.FBpp0304202	Q9VPH7
7227.FBpp0112426	P40417
7227.FBpp0073073	Q9V3A6
7227.FBpp0071210	Q24337
7227.FBpp0080293	P25932
7227.FBpp0079907	Q24338
7227.FBpp0301783	O97176
7227.FBpp0084354	O97177
7227.FBpp0084332	Q01068
7227.FBpp0084353	P13095
7227.FBpp0084352	P13096
7227.FBpp0084333	O97179
7227.FBpp0084334	P13097
7227.FBpp0084335	P13098
7227.FBpp0084330	O97178
7227.FBpp0084355	Q01069
7227.FBpp0084329	Q01070
7227.FBpp0084328	Q01071
7227.FBpp0302896	Q9U1I1
7227.FBpp0305575	P08171
7227.FBpp0075736	P18167
7227.FBpp0076762	P29774
7227.FBpp0084594	P29775
7227.FBpp0077739	P29776
7227.FBpp0087478	P06602
7227.FBpp0076279	Q9VSS7
7227.FBpp0073392	Q9VYY9
7227.FBpp0300529	Q24312
7227.FBpp0073940	P40427
7227.FBpp0080675	Q24558
7227.FBpp0074993	Q9VVG4
7227.FBpp0077208	Q9VQQ9
7227.FBpp0085888	Q9V8K2
7227.FBpp0078326	Q9VNH6
7227.FBpp0083932	Q9XTM1
7227.FBpp0083436	Q9VDE6
7227.FBpp0076339	Q9VSJ8
7227.FBpp0077719	Q07436
7227.FBpp0305367	Q9V730
7227.FBpp0099952	Q9Y169
7227.FBpp0085763	Q9XZ08
7227.FBpp0291491	P28750
7227.FBpp0078964	Q05201
7227.FBpp0112919	A0A1F4
7227.FBpp0306192	P42124
7227.FBpp0070575	C4NYP8
7227.FBpp0070575	Q86DS1
7227.FBpp0074418	Q9VWN5
7227.FBpp0082297	Q9VFR1
7227.FBpp0075038	Q8T3L6
7227.FBpp0076791	Q9U1H8
7227.FBpp0086254	A1ZAI5
7227.FBpp0271896	A1ZAI3
7227.FBpp0086266	Q960W6
7227.FBpp0083574	Q9V3B4
7227.FBpp0085202	P55824
7227.FBpp0085541	A1ZBW7
7227.FBpp0084639	Q9VAY7
7227.FBpp0111715	P10674
7227.FBpp0070633	P34082
7227.FBpp0111717	P15278
7227.FBpp0304968	Q9VW71
7227.FBpp0077167	P33450
7227.FBpp0081783	Q9VGX3
7227.FBpp0075170	Q95RI5
7227.FBpp0075491	Q04691
7227.FBpp0079408	P54398
7227.FBpp0071892	Q9W1V3
7227.FBpp0086875	Q9V6L9
7227.FBpp0073101	Q9VZF4
7227.FBpp0071816	Q9W1X8
7227.FBpp0070517	P11450
7227.FBpp0301542	Q02360
7227.FBpp0071809	Q02361
7227.FBpp0084145	P32028
7227.FBpp0084146	P32029
7227.FBpp0087058	Q8WSF3
7227.FBpp0112148	Q9VFD5
7227.FBpp0085558	A1ZBY1
7227.FBpp0086223	Q7K7A9
7227.FBpp0305496	Q9GNL3
7227.FBpp0081911	Q9VGJ5
7227.FBpp0082970	Q07407
7227.FBpp0075520	Q09147
7227.FBpp0078887	Q8SWV6
7227.FBpp0303790	Q9VQN8
7227.FBpp0076880	Q9VRJ2
7227.FBpp0085703	P48375
7227.FBpp0082574	P54397
7227.FBpp0079468	Q9VL78
7227.FBpp0072146	Q9W1I9
7227.FBpp0303365	P14734
7227.FBpp0086773	Q9Y091
7227.FBpp0076893	Q24020
7227.FBpp0086485	O61491
7227.FBpp0303248	O61492
7227.FBpp0075297	Q95T12
7227.FBpp0070660	Q9W4I5
7227.FBpp0072850	Q9VZW5
7227.FBpp0300445	Q9NFU0
7227.FBpp0087471	P10552
7227.FBpp0077925	Q24342
7227.FBpp0305384	P40795
7227.FBpp0076350	Q9VSL7
7227.FBpp0085933	P54360
7227.FBpp0288515	P21525
7227.FBpp0288515	A8MPH9
7227.FBpp0076609	Q9VS05
7227.FBpp0293589	Q95V55
7227.FBpp0081530	P18106
7227.FBpp0071283	Q9W385
7227.FBpp0074319	P37236
7227.FBpp0074616	Q9VWA8
7227.FBpp0077577	Q9VQ36
7227.FBpp0303228	Q9VVX3
7227.FBpp0111841	O77438
7227.FBpp0070976	Q9NBW1
7227.FBpp0303135	P18537
7227.FBpp0086349	Q8MSU3
7227.FBpp0290499	Q8IN81
7227.FBpp0297352	Q9VT28
7227.FBpp0305499	P13709
7227.FBpp0070463	P25028
7227.FBpp0081008	Q05192
7227.FBpp0074679	P35554
7227.FBpp0074853	P33244
7227.FBpp0081139	P02835
7227.FBpp0100046	Q9VTJ4
7227.FBpp0081352	Q9VHT4
7227.FBpp0075394	Q9VUL9
7227.FBpp0079411	Q9VLC1
7227.FBpp0289204	P83088
7227.FBpp0089026	P26016
7227.FBpp0089026	P30430
7227.FBpp0074038	P30432
7227.FBpp0074373	P23647
7227.FBpp0086476	Q9BJZ5
7227.FBpp0073457	Q9VYV5
7227.FBpp0300236	Q9W596
7227.FBpp0079317	O16868
7227.FBpp0088523	O96838
7227.FBpp0083791	O18412
7227.FBpp0077386	P83292
7227.FBpp0081037	P58957
7227.FBpp0087977	P07486
7227.FBpp0073922	P07487
7227.FBpp0074517	P12646
7227.FBpp0087760	P52029
7227.FBpp0072033	Q9W1J3
7227.FBpp0072455	Q9W0P5
7227.FBpp0086464	Q6WV20
7227.FBpp0292961	Q6WV19
7227.FBpp0088130	Q9Y117
7227.FBpp0305447	Q8IA42
7227.FBpp0078663	Q6WV17
7227.FBpp0072842	Q6WV16
7227.FBpp0074396	Q8MV48
7227.FBpp0075331	Q9VUT6
7227.FBpp0086258	Q8MRC9
7227.FBpp0078951	Q9VMA2
7227.FBpp0303201	P48423
7227.FBpp0291973	Q8T498
7227.FBpp0071562	Q7KVQ0
7227.FBpp0070564	Q8MT08
7227.FBpp0303221	P91623
7227.FBpp0083132	Q9VE09
7227.FBpp0083969	Q9VCD0
7227.FBpp0088773	Q86BL4
7227.FBpp0088165	Q8SY33
7227.FBpp0089182	P26308
7227.FBpp0074717	P29829
7227.FBpp0087728	P38040
7227.FBpp0291070	Q9NFZ3
7227.FBpp0303680	O18640
7227.FBpp0074905	Q24352
7227.FBpp0089263	Q08832
7227.FBpp0305970	P25123
7227.FBpp0304465	Q9VVY3
7227.FBpp0071507	P48596
7227.FBpp0087789	Q01820
7227.FBpp0089223	Q9VLA2
7227.FBpp0079451	Q27403
7227.FBpp0074544	Q9XYP7
7227.FBpp0073672	Q9XYP8
7227.FBpp0079623	Q9VKU7
7227.FBpp0078066	Q9U616
7227.FBpp0111769	Q07553
7227.FBpp0110261	Q8INF0
7227.FBpp0110262	Q9VEU6
7227.FBpp0082745	Q9VEU5
7227.FBpp0084819	Q07093
7227.FBpp0088009	Q7JUR6
7227.FBpp0075306	Q9U5V6
7227.FBpp0306207	P22468
7227.FBpp0304588	O62589
7227.FBpp0072194	Q9W1B0
7227.FBpp0078607	Q07171
7227.FBpp0303126	Q9VVX0
7227.FBpp0076879	Q9VRJ0
7227.FBpp0112104	Q9VN19
7227.FBpp0075596	Q9N658
7227.FBpp0078379	Q9VNG1
7227.FBpp0070444	P39572
7227.FBpp0075166	Q00805
7227.FBpp0303075	P13360
7227.FBpp0077450	Q9VQC4
7227.FBpp0301888	Q9VD44
7227.FBpp0073417	Q9VYS4
7227.FBpp0087775	Q9V4W1
7227.FBpp0083555	Q9VD73
7227.FBpp0086902	Q7K0S9
7227.FBpp0077773	P20477
7227.FBpp0073344	P20478
7227.FBpp0076691	Q03445
7227.FBpp0077211	Q8IA43
7227.FBpp0075334	Q8IA41
7227.FBpp0075330	Q8IA44
7227.FBpp0084684	Q8MYY6
7227.FBpp0078732	Q8IPK4
7227.FBpp0080202	Q8MVS5
7227.FBpp0079329	P33438
7227.FBpp0099473	Q94900
7227.FBpp0292905	Q8T079
7227.FBpp0078685	Q9VMW9
7227.FBpp0078510	Q7JZB4
7227.FBpp0303328	Q9VAI0
7227.FBpp0075113	Q05337
7227.FBpp0076643	P20353
7227.FBpp0110418	P25157
7227.FBpp0087359	P16378
7227.FBpp0072052	P20354
7227.FBpp0082867	Q8MT06
7227.FBpp0297903	Q9VMP9
7227.FBpp0084013	Q8SZ63
7227.FBpp0289416	Q06003
7227.FBpp0100140	Q9VQ93
7227.FBpp0083076	Q9VE50
7227.FBpp0076849	Q9VRL2
7227.FBpp0086524	Q9V7A7
7227.FBpp0305431	P13706
7227.FBpp0070333	Q8T4E1
7227.FBpp0110413	P32865
7227.FBpp0085149	P32866
7227.FBpp0086255	O61366
7227.FBpp0075534	Q9VUA0
7227.FBpp0289461	Q9W594
7227.FBpp0070768	Q9W497
7227.FBpp0071246	Q9W367
7227.FBpp0071355	Q8IRL8
7227.FBpp0073394	P58950
7227.FBpp0073395	Q9VYZ2
7227.FBpp0077671	Q9VPT1
7227.FBpp0077565	P58951
7227.FBpp0099546	P84180
7227.FBpp0077566	P58952
7227.FBpp0301799	P84181
7227.FBpp0077556	P58953
7227.FBpp0077568	P58954
7227.FBpp0079087	Q9VM09
7227.FBpp0089145	Q9VM08
7227.FBpp0079787	Q9VKJ7
7227.FBpp0079919	Q9VKA5
7227.FBpp0080515	P58955
7227.FBpp0080516	Q9VJF2
7227.FBpp0080517	Q8INZ2
7227.FBpp0081050	P58960
7227.FBpp0110117	Q9V4K2
7227.FBpp0087228	P58961
7227.FBpp0085554	Q9V969
7227.FBpp0071644	P58962
7227.FBpp0071648	Q9W2B1
7227.FBpp0071643	Q9W2B2
7227.FBpp0071887	Q9W1U5
7227.FBpp0071886	P58985
7227.FBpp0072024	Q9W1N6
7227.FBpp0071968	Q9W1N5
7227.FBpp0072482	Q9W0M2
7227.FBpp0113004	Q9VZL7
7227.FBpp0073050	P83293
7227.FBpp0073051	P83294
7227.FBpp0301543	P83295
7227.FBpp0099615	Q9VZJ6
7227.FBpp0099916	P83296
7227.FBpp0073057	P83297
7227.FBpp0289508	Q9VSH2
7227.FBpp0075849	Q9VTN0
7227.FBpp0077939	Q8IPU5
7227.FBpp0081694	Q8INM9
7227.FBpp0088637	Q9VEU0
7227.FBpp0083274	Q8IN58
7227.FBpp0083531	Q9VD76
7227.FBpp0288675	Q8IN23
7227.FBpp0083557	Q9VD74
7227.FBpp0083739	Q8IMZ5
7227.FBpp0084453	Q8IMQ6
7227.FBpp0084554	Q9VB30
7227.FBpp0084556	Q9VB26
7227.FBpp0084557	Q8IMN6
7227.FBpp0084558	Q8IMN5
7227.FBpp0071477	Q9U405
7227.FBpp0078265	Q9VNL4
7227.FBpp0070503	Q9W4S1
7227.FBpp0074896	Q24570
7227.FBpp0079313	P42287
7227.FBpp0305080	P91685
7227.FBpp0089115	P16371
7227.FBpp0086795	P48604
7227.FBpp0077143	Q94529
7227.FBpp0072363	P09083
7227.FBpp0072349	P09082
7227.FBpp0071193	Q9W3C2
7227.FBpp0113060	P54366
7227.FBpp0071063	Q9W3K5
7227.FBpp0085145	P83101
7227.FBpp0305731	P41043
7227.FBpp0080676	Q9VJ34
7227.FBpp0099824	P20432
7227.FBpp0082041	Q9VG98
7227.FBpp0082042	Q9VG97
7227.FBpp0082043	Q9VG96
7227.FBpp0082044	Q9VG95
7227.FBpp0082045	Q9VG94
7227.FBpp0082046	Q9VG93
7227.FBpp0073919	Q9VXN0
7227.FBpp0080855	Q9I7M2
7227.FBpp0080392	Q9NK57
7227.FBpp0305685	Q8IRI6
7227.FBpp0082790	P53403
7227.FBpp0099977	Q9VRH6
7227.FBpp0301582	A1Z6E0
7227.FBpp0070813	Q9NDM2
7227.FBpp0082496	Q9VFC8
7227.FBpp0078710	Q94890
7227.FBpp0091110	P02255
7227.FBpp0084434	P08985
7227.FBpp0091111	P84051
7227.FBpp0091155	P02283
7227.FBpp0305663	P84249
7227.FBpp0091112	P02299
7227.FBpp0091154	P84040
7227.FBpp0099504	P14003
7227.FBpp0304333	Q8I7Z8
7227.FBpp0288508	Q9VXG1
7227.FBpp0112507	P83103
7227.FBpp0074285	O18404
7227.FBpp0088193	Q9V4C8
7227.FBpp0073173	Q94517
7227.FBpp0084985	Q9N2M8
7227.FBpp0071085	Q9W3M9
7227.FBpp0078971	Q9VM75
7227.FBpp0078980	Q9V3D2
7227.FBpp0085208	Q9V9S8
7227.FBpp0078162	P55162
7227.FBpp0087092	Q7K175
7227.FBpp0073578	Q23977
7227.FBpp0290558	Q9VR91
7227.FBpp0087945	Q7KM13
7227.FBpp0305326	Q9W568
7227.FBpp0086049	Q8SXT3
7227.FBpp0079790	Q9VKJ0
7227.FBpp0084375	Q9VBG6
7227.FBpp0072893	Q9VZU2
7227.FBpp0099945	Q02936
7227.FBpp0074899	Q24106
7227.FBpp0087688	Q09101
7227.FBpp0304253	Q8T0S6
7227.FBpp0071028	O17468
7227.FBpp0073787	Q9NB71
7227.FBpp0083322	Q02308
7227.FBpp0083842	P14773
7227.FBpp0087197	P02836
7227.FBpp0288398	Q24537
7227.FBpp0071625	Q05783
7227.FBpp0071590	Q06943
7227.FBpp0078858	P10035
7227.FBpp0087173	P05527
7227.FBpp0304126	P22810
7227.FBpp0088333	P31264
7227.FBpp0084807	Q03372
7227.FBpp0303412	Q9VEI9
7227.FBpp0079350	P49866
7227.FBpp0080722	Q24185
7227.FBpp0071759	Q9W265
7227.FBpp0083575	O01367
7227.FBpp0079251	P05205
7227.FBpp0081373	Q9VHN9
7227.FBpp0080927	P49869
7227.FBpp0291630	P31396
7227.FBpp0305535	Q9W539
7227.FBpp0089291	Q24142
7227.FBpp0084131	Q24143
7227.FBpp0303146	Q95SP2
7227.FBpp0088692	Q960X8
7227.FBpp0080826	P25722
7227.FBpp0292525	P22978
7227.FBpp0100010	P02515
7227.FBpp0301282	P02516
7227.FBpp0076224	P02517
7227.FBpp0076182	P02518
7227.FBpp0083974	O97125
7227.FBpp0076225	P22979
7227.FBpp0081986	P82910
7227.FBpp0081986	P02825
7227.FBpp0082107	Q8INI8
7227.FBpp0082107	Q9BIS2
7227.FBpp0082105	Q9VG58
7227.FBpp0082107	Q9BIR7
7227.FBpp0075504	P29843
7227.FBpp0082175	P11146
7227.FBpp0073445	P29844
7227.FBpp0082516	P11147
7227.FBpp0086694	P29845
7227.FBpp0305095	P02828
7227.FBpp0081732	O46339
7227.FBpp0303078	Q9VFJ3
7227.FBpp0082108	Q9VG55
7227.FBpp0081431	P05084
7227.FBpp0084382	Q9NFT9
7227.FBpp0084383	Q9NFT7
7227.FBpp0081568	P51592
7227.FBpp0071406	P36951
7227.FBpp0305795	Q24306
7227.FBpp0086432	Q24307
7227.FBpp0070537	Q08180
7227.FBpp0071919	Q9W1R4
7227.FBpp0083418	Q8SZZ8
7227.FBpp0076076	Q9XYF4
7227.FBpp0084848	O01382
7227.FBpp0086010	A1ZAW5
7227.FBpp0271781	P22817
7227.FBpp0080417	Q8MM24
7227.FBpp0080418	Q9V3D4
7227.FBpp0080419	Q8MLZ7
7227.FBpp0071328	Q9W303
7227.FBpp0085849	Q8T0R7
7227.FBpp0081988	Q9VGG6
7227.FBpp0074075	P41374
7227.FBpp0075700	P41375
7227.FBpp0302537	Q24208
7227.FBpp0081324	Q9VHS8
7227.FBpp0297911	Q02748
7227.FBpp0076215	P48598
7227.FBpp0072081	Q9GU68
7227.FBpp0073947	Q9VXK6
7227.FBpp0072144	P56538
7227.FBpp0077218	Q9VQS5
7227.FBpp0078993	Q9VM64
7227.FBpp0293344	Q9VEZ5
7227.FBpp0082066	Q9VG73
7227.FBpp0085843	P82706
7227.FBpp0085845	O77150
7227.FBpp0085846	Q9V8G0
7227.FBpp0071487	P82705
7227.FBpp0086781	Q8ML70
7227.FBpp0099553	P83869
7227.FBpp0100134	P82701
7227.FBpp0085908	Q9V8F5
7227.FBpp0079527	P52295
7227.FBpp0294035	O18388
7227.FBpp0304573	Q07152
7227.FBpp0073586	Q9VYF2
7227.FBpp0073000	P29681
7227.FBpp0073106	Q09024
7227.FBpp0293662	Q24008
7227.FBpp0074848	Q9VVT2
7227.FBpp0099666	Q9VDQ0
7227.FBpp0077136	Q9VR07
7227.FBpp0088273	O61643
7227.FBpp0088368	O97477
7227.FBpp0083185	Q9VDY1
7227.FBpp0076057	Q9VT50
7227.FBpp0076058	Q9VT51
7227.FBpp0076102	Q9VT52
7227.FBpp0076101	Q9VT53
7227.FBpp0076100	Q7KUD5
7227.FBpp0070390	Q9W4Z4
7227.FBpp0070552	Q9W4Q9
7227.FBpp0288669	P09208
7227.FBpp0110478	Q7PLS8
7227.FBpp0077841	Q9VPH0
7227.FBpp0301607	P27716
7227.FBpp0070966	Q9V427
7227.FBpp0303338	Q9VAS7
7227.FBpp0303218	Q9VRX6
7227.FBpp0074467	Q9VWL5
7227.FBpp0077031	Q9VR82
7227.FBpp0070994	Q9V3W6
7227.FBpp0073832	P24350
7227.FBpp0112280	Q9W2Q7
7227.FBpp0072250	O77460
7227.FBpp0079677	Q9XTN2
7227.FBpp0086954	Q24368
7227.FBpp0302767	Q24247
7227.FBpp0074131	P12080
7227.FBpp0086501	O44386
7227.FBpp0086503	Q9V7A4
7227.FBpp0071972	Q9W1M8
7227.FBpp0080990	Q27591
7227.FBpp0071061	P11584
7227.FBpp0078684	Q9VMW7
7227.FBpp0078336	P29993
7227.FBpp0078273	Q7K1V5
7227.FBpp0073313	Q24592
7227.FBpp0084962	P20348
7227.FBpp0084963	P20349
7227.FBpp0085043	Q9TVP3
7227.FBpp0289915	Q9VHH9
7227.FBpp0304953	Q9V3I5
7227.FBpp0112914	Q7KHG2
7227.FBpp0072523	Q9W0K0
7227.FBpp0076483	Q9GQF1
7227.FBpp0080615	Q9VJ97
7227.FBpp0303404	Q9VD28
7227.FBpp0079676	P92208
7227.FBpp0070860	Q9W422
7227.FBpp0303456	P18289
7227.FBpp0081930	Q9I7K0
7227.FBpp0070380	P13468
7227.FBpp0072072	Q9U915
7227.FBpp0087004	Q7JYV7
7227.FBpp0079448	P12370
7227.FBpp0291777	P16905
7227.FBpp0087524	P81900
7227.FBpp0076270	P48610
7227.FBpp0078634	Q9VMX1
7227.FBpp0088074	Q9V4L4
7227.FBpp0073513	P54367
7227.FBpp0289608	Q00168
7227.FBpp0306030	P17970
7227.FBpp0110308	Q02280
7227.FBpp0111766	P17971
7227.FBpp0088599	P08510
7227.FBpp0288427	P17972
7227.FBpp0303993	Q7KVW5
7227.FBpp0085089	P16911
7227.FBpp0075283	P16912
7227.FBpp0087961	Q9V333
7227.FBpp0302636	Q9V6L0
7227.FBpp0297914	Q9VMJ7
7227.FBpp0080596	Q04652
7227.FBpp0072038	O77459
7227.FBpp0078895	Q9VMC9
7227.FBpp0077706	Q03042
7227.FBpp0088350	Q03043
7227.FBpp0088350	P32023
7227.FBpp0073333	Q960Z0
7227.FBpp0079186	Q9VLW2
7227.FBpp0071885	Q9W1U4
7227.FBpp0099467	Q9VFG8
7227.FBpp0086328	P17210
7227.FBpp0289451	Q9VWH8
7227.FBpp0072616	P46863
7227.FBpp0075683	P46824
7227.FBpp0085872	A1ZB86
7227.FBpp0075260	Q9VUU5
7227.FBpp0075762	P46867
7227.FBpp0088005	A1Z746
7227.FBpp0077941	P10734
7227.FBpp0077870	P13054
7227.FBpp0077905	Q9VPC0
7227.FBpp0301190	Q9W391
7227.FBpp0079254	Q9VLS1
7227.FBpp0086197	P05130
7227.FBpp0086196	P13677
7227.FBpp0084728	P13678
7227.FBpp0289212	P83099
7227.FBpp0084549	Q05652
7227.FBpp0083611	O62619
7227.FBpp0077681	O18391
7227.FBpp0288736	P08155
7227.FBpp0078823	Q9V447
7227.FBpp0075756	Q9VTU0
7227.FBpp0077694	Q9VPU8
7227.FBpp0305365	P07247
7227.FBpp0081362	Q8INQ7
7227.FBpp0087974	Q0E9G3
7227.FBpp0081861	Q23976
7227.FBpp0075689	Q9VTY4
7227.FBpp0070403	O46072
7227.FBpp0291666	P91660
7227.FBpp0080707	P24156
7227.FBpp0071994	Q24371
7227.FBpp0072009	P82147
7227.FBpp0297544	P08111
7227.FBpp0087589	Q9V574
7227.FBpp0081194	P10105
7227.FBpp0079258	Q9VLS9
7227.FBpp0087044	Q24372
7227.FBpp0078733	P08928
7227.FBpp0076722	Q00174
7227.FBpp0079113	P11046
7227.FBpp0076111	P15215
7227.FBpp0305369	Q03427
7227.FBpp0073286	Q9Y0Y7
7227.FBpp0086538	Q9V780
7227.FBpp0300852	Q7KRY7
7227.FBpp0076555	Q94901
7227.FBpp0290398	Q9VAW5
7227.FBpp0303681	P16621
7227.FBpp0099495	Q8I7C3
7227.FBpp0080905	P40796
7227.FBpp0088104	Q24188
7227.FBpp0071630	Q8MLV1
7227.FBpp0075465	P81829
7227.FBpp0305735	P02839
7227.FBpp0087279	Q7JZV0
7227.FBpp0305734	P07187
7227.FBpp0305732	P07188
7227.FBpp0087823	P07189
7227.FBpp0076702	P92192
7227.FBpp0076767	P92201
7227.FBpp0072335	P82384
7227.FBpp0304375	Q95028
7227.FBpp0288705	Q7JQW6
7227.FBpp0303481	Q86S05
7227.FBpp0073493	Q8IR79
7227.FBpp0076798	Q9VRN5
7227.FBpp0290602	A1Z9E2
7227.FBpp0087732	Q9V4Z9
7227.FBpp0079713	O46107
7227.FBpp0082239	O46108
7227.FBpp0078583	Q9VN27
7227.FBpp0086375	Q7KNS3
7227.FBpp0081508	Q8MRQ4
7227.FBpp0081659	Q9VH19
7227.FBpp0080860	O61267
7227.FBpp0088384	P42283
7227.FBpp0088384	P42284
7227.FBpp0088384	Q7KQZ4
7227.FBpp0088384	Q867Z4
7227.FBpp0088384	Q9V5M3
7227.FBpp0085955	Q7KRI2
7227.FBpp0271918	Q7KUT2
7227.FBpp0303264	P14083
7227.FBpp0071255	Q9W349
7227.FBpp0302596	A1Z7G7
7227.FBpp0073458	Q9VYR0
7227.FBpp0112070	Q9VT67
7227.FBpp0083846	Q9VCI3
7227.FBpp0074594	Q9VW97
7227.FBpp0070284	Q9W590
7227.FBpp0073484	P11995
7227.FBpp0077690	P11996
7227.FBpp0072365	P11997
7227.FBpp0088363	Q24388
7227.FBpp0293587	Q9VB70
7227.FBpp0071303	Q9W328
7227.FBpp0074742	Q9VW09
7227.FBpp0289083	Q9V8I2
7227.FBpp0297292	Q9VJD2
7227.FBpp0303128	Q9VZL6
7227.FBpp0087340	Q7KN79
7227.FBpp0070596	Q8MSS1
7227.FBpp0072525	P83971
7227.FBpp0072524	Q08694
7227.FBpp0072530	P83972
7227.FBpp0072526	P37159
7227.FBpp0072529	P29615
7227.FBpp0072527	P37160
7227.FBpp0072533	P37161
7227.FBpp0083400	P83104
7227.FBpp0077011	Q9V3Q6
7227.FBpp0292850	Q95UN8
7227.FBpp0085235	P23226
7227.FBpp0081522	Q9VHD3
7227.FBpp0081520	Q9VHD2
7227.FBpp0070855	Q9U3W6
7227.FBpp0303427	Q9VXY2
7227.FBpp0304648	P42003
7227.FBpp0088574	Q9VNS0
7227.FBpp0087838	P07190
7227.FBpp0087826	P07191
7227.FBpp0087837	P07192
7227.FBpp0086722	P21519
7227.FBpp0081509	Q24451
7227.FBpp0070802	P49071
7227.FBpp0070873	Q7YU24
7227.FBpp0290601	Q7K3L1
7227.FBpp0074785	P91664
7227.FBpp0070856	Q9Y106
7227.FBpp0297556	O16011
7227.FBpp0076770	P52302
7227.FBpp0074786	Q9VVX5
7227.FBpp0085460	Q9V9A7
7227.FBpp0080257	Q9VJQ4
7227.FBpp0081004	Q9VIE6
7227.FBpp0081317	P49735
7227.FBpp0070729	Q9XYU1
7227.FBpp0088055	Q26454
7227.FBpp0081756	Q9VGW6
7227.FBpp0070913	Q9V461
7227.FBpp0076312	Q9XYU0
7227.FBpp0078978	Q9VM60
7227.FBpp0082647	Q9VF30
7227.FBpp0070832	Q9W445
7227.FBpp0086914	Q00449
7227.FBpp0076719	Q00748
7227.FBpp0086748	Q9V6U9
7227.FBpp0305737	Q9GYU7
7227.FBpp0074821	Q9VVS4
7227.FBpp0074653	Q9VW47
7227.FBpp0111743	Q7KTX8
7227.FBpp0072453	Q9W0P8
7227.FBpp0077722	Q9Y149
7227.FBpp0071684	Q9W278
7227.FBpp0082980	Q9VEC1
7227.FBpp0070295	Q9XZT1
7227.FBpp0074926	Q9VVL6
7227.FBpp0078118	Q9VP05
7227.FBpp0302978	P91641
7227.FBpp0112462	Q9W5P1
7227.FBpp0070160	Q9V439
7227.FBpp0289089	Q9W1X7
7227.FBpp0076417	Q9VSF2
7227.FBpp0083234	Q9VDR1
7227.FBpp0088313	Q9V4F9
7227.FBpp0078361	Q9VNG0
7227.FBpp0084211	Q9VBQ9
7227.FBpp0087251	Q7KBL8
7227.FBpp0072457	Q9W0P3
7227.FBpp0078496	Q8IH24
7227.FBpp0076599	Q9VS38
7227.FBpp0081639	Q8MSX2
7227.FBpp0081787	Q9GYV9
7227.FBpp0085609	A1ZBT5
7227.FBpp0289888	A1ZB42
7227.FBpp0291254	Q9VS24
7227.FBpp0074523	Q24564
7227.FBpp0084636	Q8MT36
7227.FBpp0088027	Q8T9B6
7227.FBpp0084776	Q9VAM9
7227.FBpp0290183	Q0KHY3
7227.FBpp0080918	Q9VIK9
7227.FBpp0079219	Q9VLP7
7227.FBpp0081744	Q9VGY5
7227.FBpp0086548	Q7K3B9
7227.FBpp0088926	P40320
7227.FBpp0072696	Q86BS6
7227.FBpp0292798	P23487
7227.FBpp0073805	Q8IR45
7227.FBpp0084635	Q9VAY3
7227.FBpp0071497	P49028
7227.FBpp0075275	Q9VUX2
7227.FBpp0288710	P91928
7227.FBpp0297564	Q86BA1
7227.FBpp0111941	A2VEI2
7227.FBpp0297341	Q960V3
7227.FBpp0077507	Q9VQ89
7227.FBpp0075003	Q9VVF7
7227.FBpp0302814	Q8IMX7
7227.FBpp0083966	O62618
7227.FBpp0080111	O61443
7227.FBpp0083967	P83100
7227.FBpp0084565	P06742
7227.FBpp0300803	P54357
7227.FBpp0085367	P24785
7227.FBpp0089346	Q9NKV0
7227.FBpp0288975	P53777
7227.FBpp0081133	Q24400
7227.FBpp0088688	P18432
7227.FBpp0070297	O46089
7227.FBpp0070087	Q7KW39
7227.FBpp0289737	P49657
7227.FBpp0075117	P91891
7227.FBpp0083624	Q95RA8
7227.FBpp0088371	Q8IQG1
7227.FBpp0079573	Q9VL13
7227.FBpp0297918	Q7K0E3
7227.FBpp0289862	P0C919
7227.FBpp0084157	Q9VBX2
7227.FBpp0076998	Q9VRA2
7227.FBpp0075935	Q8IQF1
7227.FBpp0079295	Q9VLJ8
7227.FBpp0085233	P13469
7227.FBpp0070794	O02193
