39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os01g54620.1	Q5JN63
39947.LOC_Os03g62090.1	Q851L8
39947.LOC_Os07g14850.1	Q6YVM4
39947.LOC_Os10g32980.1	Q9AV71
39947.LOC_Os07g10770.1	Q84ZN6
39947.LOC_Os09g25490.1	Q69P51
39947.LOC_Os06g39970.1	Q69XK5
39947.LOC_Os03g19410.1	Q10MJ1
39947.LOC_Os01g18400.1	Q5NB11
39947.LOC_Os03g04060.1	Q10S66
39947.LOC_Os03g30470.1	P25765
39947.LOC_Os06g51060.1	Q42993
39947.LOC_Os05g33130.1	Q7DNA1
39947.LOC_Os06g51050.1	P24626
39947.LOC_Os04g41620.1	O04138
39947.LOC_Os04g41680.1	Q7Y1Z0
39947.LOC_Os02g39330.1	Q6K8R2
39947.LOC_Os05g33150.1	Q7Y1Z1
39947.LOC_Os10g39680.1	Q7XCK6
39947.LOC_Os05g33140.1	Q688M5
39947.LOC_Os03g59640.1	Q6ATS0
39947.LOC_Os05g28200.1	Q5W6H5
39947.LOC_Os03g20700.1	Q10M50
39947.LOC_Os03g36540.1	Q53RM0
39947.LOC_Os02g51080.1	Q6Z2T6
39947.LOC_Os11g32650.1	Q2R3A1
39947.LOC_Os07g11440.1	Q8H4L3
39947.LOC_Os07g36170.1	Q69VG1
39947.LOC_Os07g39470.1	Q8GVE1
39947.LOC_Os02g34560.1	Q69T31
39947.LOC_Os01g18800.1	Q9LGV5
39947.LOC_Os07g48100.1	Q7X996
39947.LOC_Os07g48760.1	Q8LIG4
39947.LOC_Os12g41090.1	Q2QMI0
39947.LOC_Os01g10890.1	Q9LWM4
39947.LOC_Os08g34240.1	Q6Z9F4
39947.LOC_Os03g43440.1	Q75GK4
39947.LOC_Os01g35184.1	Q5JLD8
39947.LOC_Os03g03510.1	Q10SC8
39947.LOC_Os03g22050.1	Q10LQ2
39947.LOC_Os01g60910.1	Q0JI49
39947.LOC_Os01g55450.1	Q5JLS2
39947.LOC_Os01g10870.1	Q5QNM6
39947.LOC_Os12g02200.1	Q2QYM3
39947.LOC_Os11g02240.1	Q2RBF0
39947.LOC_Os09g25090.1	Q6ERS4
39947.LOC_Os05g04550.1	Q75L42
39947.LOC_Os05g26820.1	Q5W736
39947.LOC_Os05g43840.1	Q68Y49
39947.LOC_Os05g11790.1	Q60EY8
39947.LOC_Os07g44290.1	Q0D4B2
39947.LOC_Os05g26940.1	Q5KQF5
39947.LOC_Os07g05620.1	Q6ZLP5
39947.LOC_Os06g40370.1	Q69Q47
39947.LOC_Os06g35160.1	Q5Z6X0
39947.LOC_Os02g06570.1	Q6H7U5
39947.LOC_Os09g25100.1	Q6ERS0
39947.LOC_Os05g39870.1	A3B529
39947.LOC_Os07g48090.1	Q7XIW5
39947.LOC_Os01g55440.1	Q5JLQ9
39947.LOC_Os03g20380.1	Q6X4A2
39947.LOC_Os12g03810.2	Q2QY53
39947.LOC_Os11g03970.1	Q2RAX3
39947.LOC_Os08g29110.1	Q8H2V6
39947.LOC_Os11g38030.1	Q2R1U4
39947.LOC_Os01g67160.1	Q8L4P8
39947.LOC_Os08g40170.1	Q0J4I1
39947.LOC_Os03g05300.1	Q6PS57
39947.LOC_Os06g37500.1	Q5Z620
39947.LOC_Os08g35860.1	Q6Z955
39947.LOC_Os01g09260.1	Q0JQ12
39947.LOC_Os01g10110.1	Q4ADV8
39947.LOC_Os10g34230.1	Q8LNV6
39947.LOC_Os01g71310.1	Q5JLP4
39947.LOC_Os01g56810.1	Q5ZAY9
39947.LOC_Os02g12770.1	Q6YW51
39947.LOC_Os02g12780.1	Q6YW50
39947.LOC_Os04g44230.1	A3AVP1
39947.LOC_Os05g31040.1	Q75K78
39947.LOC_Os04g58240.1	Q7XKE9
39947.LOC_Os06g51510.1	Q5Z402
39947.LOC_Os07g27750.1	Q6Z3A8
39947.LOC_Os11g01380.1	Q2RBN7
39947.LOC_Os12g01390.1	Q2QYW2
39947.LOC_Os05g44340.1	Q6F2Y7
39947.LOC_Os03g31300.1	Q75GT3
39947.LOC_Os02g08490.1	Q0E3C8
39947.LOC_Os04g32560.1	Q7F9I1
39947.LOC_Os12g12850.1	Q2QVG9
39947.LOC_Os11g16590.1	Q53LY0
39947.LOC_Os11g16770.1	Q53N47
39947.LOC_Os02g32520.1	Q6H795
39947.LOC_Os04g33210.1	Q7XL03
39947.LOC_Os06g39712.1	P0C312
39947.LOC_Os06g39712.1	P0C314
39947.LOC_Os03g17520.1	Q8H8U0
39947.LOC_Os01g72100.1	Q8RZB5
39947.LOC_Os01g32120.1	Q9AWK2
39947.LOC_Os01g41990.1	Q5ZD81
39947.LOC_Os07g42660.1	Q7F0J0
39947.LOC_Os05g50180.1	Q6L5F4
39947.LOC_Os05g31620.1	Q6L4D4
39947.LOC_Os01g04330.1	Q5ZCK5
39947.LOC_Os02g39380.1	Q0DZP5
39947.LOC_Os05g13580.1	Q0DJV6
39947.LOC_Os01g72550.1	Q8RYJ8
39947.LOC_Os01g59530.1	Q8S1Y9
39947.LOC_Os02g50060.1	Q6Z2J1
39947.LOC_Os05g24780.1	Q0DJ94
39947.LOC_Os04g41540.1	Q0JC44
39947.LOC_Os01g72540.1	Q8RYJ9
39947.LOC_Os07g48340.1	Q7XHW4
39947.LOC_Os12g01400.1	Q2QYW1
39947.LOC_Os03g21380.1	Q10LX4
39947.LOC_Os12g12730.1	Q2QVI1
39947.LOC_Os06g47640.1	Q5Z676
39947.LOC_Os11g03980.1	Q0IUU4
39947.LOC_Os06g07560.1	Q5SND2
39947.LOC_Os01g72530.1	Q8RYK0
39947.LOC_Os08g04890.1	Q84UL5
39947.LOC_Os12g03816.1	Q0IQB6
39947.LOC_Os03g53200.1	Q84MN0
39947.LOC_Os12g41110.1	Q948R0
39947.LOC_Os11g37550.1	Q2R1Z5
39947.LOC_Os08g02420.1	Q84VG0
39947.LOC_Os10g25010.1	Q338P8
39947.LOC_Os05g41200.1	Q6F334
39947.LOC_Os10g41510.1	Q7XC27
39947.LOC_Os12g40510.1	Q3HRP5
39947.LOC_Os03g42840.1	Q75LU8
39947.LOC_Os05g45810.1	Q75KU4
39947.LOC_Os01g41510.1	Q3HRP2
39947.LOC_Os12g06510.1	Q3HRP1
39947.LOC_Os02g18880.1	Q3HRP0
39947.LOC_Os02g18930.1	Q3HRN9
39947.LOC_Os01g39770.1	Q3HRN8
39947.LOC_Os01g51420.1	Q3HRN7
39947.LOC_Os07g08210.1	Q6ZLC4
39947.LOC_Os01g25880.1	Q94DR2
39947.LOC_Os06g05180.1	Q5VQ78
39947.LOC_Os02g11830.2	Q6H8D5
39947.LOC_Os02g11830.2	Q6H8D6
39947.LOC_Os07g41310.1	Q6Z4G8
39947.LOC_Os03g30260.1	Q75IW1
39947.LOC_Os05g32110.1	Q60E70
39947.LOC_Os10g35460.1	Q8W3E8
39947.LOC_Os03g30250.1	Q10JL1
39947.LOC_Os07g41320.1	Q6Z4G7
39947.LOC_Os04g51180.1	Q7X7S8
39947.LOC_Os09g26900.1	Q69P80
39947.LOC_Os08g35490.1	Q6Z0Q9
39947.LOC_Os03g50340.1	Q9AUR8
39947.LOC_Os03g50350.1	Q9AUR7
39947.LOC_Os09g04110.1	Q0J3D9
39947.LOC_Os11g07280.1	Q53PC7
39947.LOC_Os01g17430.1	Q0JNK5
39947.LOC_Os05g24594.1	Q0DJA0
39947.LOC_Os05g24601.1	Q0DJ99
39947.LOC_Os01g61710.1	P49661
39947.LOC_Os08g28080.1	Q0J649
39947.LOC_Os04g52270.1	Q9MAX6
39947.LOC_Os04g55200.1	P0C541
39947.LOC_Os03g12590.1	Q8H852
39947.LOC_Os07g10150.1	Q6Z382
39947.LOC_Os01g56420.1	Q94EE4
39947.LOC_Os05g35050.1	Q60EN8
39947.LOC_Os01g56430.1	Q5ZD08
39947.LOC_Os03g25470.1	Q10KT6
39947.LOC_Os04g33900.1	Q7XTF8
39947.LOC_Os05g38610.1	Q9MAX5
39947.LOC_Os02g21250.1	Q6Z844
39947.LOC_Os01g62150.1	Q5NA06
39947.LOC_Os01g74520.1	Q5JNC0
39947.LOC_Os03g48390.1	Q6AVK1
39947.LOC_Os12g33946.1	P14578
39947.LOC_Osm1g00330.1	P04373
39947.LOC_Os12g37419.1	Q9SXX7
39947.LOC_Os02g17780.1	Q6ET36
39947.LOC_Os02g36210.1	Q6Z5I0
39947.LOC_Os04g09900.1	Q0JF02
39947.LOC_Os04g18010.1	Q7XWP1
39947.LOC_Os09g39590.1	Q652P4
39947.LOC_Os08g27150.1	Q6YYA3
39947.LOC_Os03g22610.2	Q10LI6
39947.LOC_Os01g04130.1	Q5ZCL8
39947.LOC_Os05g06890.1	Q6ATB4
39947.LOC_Os05g06920.1	Q6ATB2
39947.LOC_Os05g06940.1	Q75IS2
39947.LOC_Os03g08570.1	Q0DUI8
39947.LOC_Os06g45100.1	Q651U1
39947.LOC_Os02g09930.1	Q7PC76
39947.LOC_Os10g26630.1	Q7PC67
39947.LOC_Os03g07350.1	Q8S7W0
39947.LOC_Os03g26044.1	Q7PC73
39947.LOC_Os02g51060.1	Q6Z2T9
39947.LOC_Os07g43710.1	Q7XIF5
39947.LOC_Os06g42020.1	Q67VS7
39947.LOC_Os08g33740.1	Q6YWK8
39947.LOC_Os01g56130.1	Q8LIY0
39947.LOC_Os09g25900.1	Q69L19
39947.LOC_Os08g15420.1	Q7PC69
39947.LOC_Os05g43530.1	Q6L538
39947.LOC_Os03g56060.1	Q6AU53
39947.LOC_Os07g03260.1	Q84Z01
39947.LOC_Os10g42750.1	Q8W3F9
39947.LOC_Os06g02180.1	Q9LHZ7
39947.LOC_Os08g25710.1	Q7EZW6
39947.LOC_Os12g36890.1	Q2QNS6
39947.LOC_Os06g22980.1	Q5Z6E5
39947.LOC_Os09g30120.1	Q651X7
39947.LOC_Os02g49332.1	Q0DXZ1
39947.LOC_Os09g30130.1	Q651X6
39947.LOC_Os07g36700.1	Q6ZF89
39947.LOC_Os07g36690.1	Q84S11
39947.LOC_Os07g36750.1	Q6ZF85
39947.LOC_Os07g36740.1	Q6ZF86
39947.LOC_Os08g06380.1	Q84UP7
39947.LOC_Os10g20260.1	Q94GM9
39947.LOC_Os07g36630.1	Q84S18
39947.LOC_Os07g36610.1	Q7XHV0
39947.LOC_Os10g20090.1	Q339N5
39947.LOC_Os04g35020.1	Q7XUT9
39947.LOC_Os04g35030.1	Q7XUU0
39947.LOC_Os08g42430.1	Q6Z1G3
39947.LOC_Os07g49200.1	Q84NQ7
39947.LOC_Os12g41690.1	Q0ILZ7
39947.LOC_Os07g26110.1	Q6YT98
39947.LOC_Os01g26120.1	Q9ARX2
39947.LOC_Os02g12760.1	Q6YW53
39947.LOC_Os04g21320.1	Q0JEF7
39947.LOC_Os01g13560.1	Q9LI17
39947.LOC_Os01g52610.1	Q5JM57
39947.LOC_Os06g44610.1	Q67W83
39947.LOC_Os12g32970.1	Q0IN16
39947.LOC_Os11g42960.1	Q2R0D2
39947.LOC_Os05g27790.1	Q5W6M3
39947.LOC_Os03g60250.1	B9F6Z0
39947.LOC_Os11g42940.1	Q2R0D4
39947.LOC_Os11g34730.1	Q2R2T4
39947.LOC_Os11g42970.1	Q2R0D1
39947.LOC_Os02g08110.1	Q6ETN2
39947.LOC_Os03g18680.1	Q10MR5
39947.LOC_Os02g04180.1	A3A2W2
39947.LOC_Os12g38100.1	Q2QNE3
39947.LOC_Os09g07480.1	Q6K478
39947.LOC_Os01g62850.1	Q5N794
39947.LOC_Os05g38250.1	Q0DHM7
39947.LOC_Os10g20250.1	Q339M6
39947.LOC_Os03g55870.1	Q10EJ2
39947.LOC_Os03g10870.1	Q10Q78
39947.LOC_Os02g52470.1	Q6Z6G6
39947.LOC_Os12g39840.1	Q2QMW0
39947.LOC_Os07g17010.1	Q8LIL0
39947.LOC_Os10g23204.1	Q109R6
39947.LOC_Os04g53740.1	Q0J9V5
39947.LOC_Os05g01820.1	P49100
39947.LOC_Osp1g00640.1	P0C315
39947.LOC_Osp1g00640.1	P12123
39947.LOC_Osm1g00480.1	P0C524
39947.LOC_Os05g34770.1	Q0DI31
39947.LOC_Osp1g00480.1	P0C387
39947.LOC_Osp1g00480.1	P0C389
39947.LOC_Os10g33270.1	Q9FWK4
39947.LOC_Os12g42980.1	Q9XEA6
39947.LOC_Os03g53650.1	Q9XEA8
39947.LOC_Os04g57490.1	Q7XR52
39947.LOC_Os04g28250.1	P0C579
39947.LOC_Os09g08100.1	Q6K309
39947.LOC_Os01g16430.1	Q0JNR2
39947.LOC_Os01g58890.1	P09229
39947.LOC_Os05g41460.1	P20907
39947.LOC_Os05g33880.1	Q6I570
39947.LOC_Os01g68660.1	Q5N806
39947.LOC_Os01g68670.1	Q0JGM8
39947.LOC_Os03g11180.1	Q10Q46
39947.LOC_Os03g11170.1	Q10Q47
39947.LOC_Os03g31510.1	Q10J94
39947.LOC_Os03g11160.1	Q10Q48
39947.LOC_Os03g32270.1	Q10J20
39947.LOC_Os03g10620.1	Q10QA5
39947.LOC_Os07g08950.1	Q7XI14
39947.LOC_Os04g32550.1	Q0JDK9
39947.LOC_Os04g39980.1	Q7XKU5
39947.LOC_Os03g18810.1	Q10MQ2
39947.LOC_Os02g24020.1	Q67W29
39947.LOC_Os03g14120.1	Q10P67
39947.LOC_Os12g37960.1	Q2QNF7
39947.LOC_Os03g51540.1	Q6AU07
39947.LOC_Os04g42090.1	Q0JC10
39947.LOC_Os02g24354.1	Q6ZG77
39947.LOC_Os03g02970.1	Q8LMR2
39947.LOC_Os03g38740.1	Q10HL3
39947.LOC_Os03g38740.1	Q69LX2
39947.LOC_Os10g34430.1	Q7XD96
39947.LOC_Os01g43390.1	Q9AXB0
39947.LOC_Os03g21900.1	Q10LR9
39947.LOC_Os03g22780.1	Q10LH0
39947.LOC_Os02g53330.1	Q6ZHE5
39947.LOC_Os01g50060.1	B9EYZ1
39947.LOC_Os07g01320.1	Q8LH03
39947.LOC_Os01g37510.1	B6RGY0
39947.LOC_Os01g45070.1	Q5VNN5
39947.LOC_Os02g47970.1	Q6ZFZ4
39947.LOC_Os05g09550.1	Q06397
39947.LOC_Os03g63520.1	Q851X7
39947.LOC_Os02g42660.1	Q6H5U3
39947.LOC_Os11g26780.1	Q2R4Z5
39947.LOC_Os11g26760.1	Q2R4Z7
39947.LOC_Os11g26750.1	Q2R4Z8
39947.LOC_Os11g26790.1	Q2R4Z4
39947.LOC_Os01g50700.1	P30287
39947.LOC_Os05g48800.1	Q688X9
39947.LOC_Os05g28980.1	Q5W794
39947.LOC_Os01g48190.1	Q5QMP3
39947.LOC_Os02g20170.1	Q6H6E6
39947.LOC_Os01g73960.1	Q5JME8
39947.LOC_Os05g01730.1	Q7XBA5
39947.LOC_Os03g58400.1	Q7Y1I7
39947.LOC_Os07g08500.1	B1Q3J6
39947.LOC_Os12g06620.1	Q2QXB3
39947.LOC_Os12g43100.1	Q2QLW3
39947.LOC_Os07g43390.1	Q8LI30
39947.LOC_Os07g46790.1	Q69Q02
39947.LOC_Os12g08280.1	Q2QWT4
39947.LOC_Os11g08330.1	Q9LRE6
39947.LOC_Os03g03650.1	Q9LRE5
39947.LOC_Os01g64820.1	O48653
39947.LOC_Os01g56520.1	Q5N8Z0
39947.LOC_Os05g05790.1	Q0DKP4
39947.LOC_Os05g24160.1	Q0DJA3
39947.LOC_Os08g29530.1	Q6YW64
39947.LOC_Os09g33460.1	B7E321
39947.LOC_Os10g33970.1	Q9AV50
39947.LOC_Os11g01869.1	Q0IV63
39947.LOC_Os12g01916.1	Q0IQN6
39947.LOC_Os09g35030.1	Q64MA1
39947.LOC_Os09g35010.1	Q3T5N4
39947.LOC_Os06g03670.1	Q9LWV3
39947.LOC_Os06g06970.1	Q6J1A5
39947.LOC_Os04g48350.1	Q8H273
39947.LOC_Os01g73770.1	Q8S9Z5
39947.LOC_Os02g45450.1	Q6EP77
39947.LOC_Os09g35020.1	Q0J090
39947.LOC_Os08g43210.1	Q0J3Y6
39947.LOC_Os08g43200.1	Q0J3Y7
39947.LOC_Os04g57810.1	Q7XQ97
39947.LOC_Os04g57810.1	Q7XPW7
39947.LOC_Os01g07120.1	Q0JQF7
39947.LOC_Os05g27930.1	Q5W6R4
39947.LOC_Os08g45110.1	Q84ZA1
39947.LOC_Os05g39590.1	Q65WX1
39947.LOC_Os03g07830.1	Q10R18
39947.LOC_Os10g42960.1	Q7XBS0
39947.LOC_Os04g02730.1	Q7XT07
39947.LOC_Os03g46640.1	Q10FF9
39947.LOC_Os01g01710.1	Q8W250
39947.LOC_Os05g33840.1	O22567
39947.LOC_Os07g09190.1	Q6YU51
39947.LOC_Os01g68000.1	Q0JGS5
39947.LOC_Os01g01369.1	Q9FTZ2
39947.LOC_Os03g08050.1	O64937
39947.LOC_Os07g46750.1	P29545
39947.LOC_Os07g42300.1	Q40680
39947.LOC_Os03g29260.1	Q40682
39947.LOC_Os02g12800.1	Q9ZRI7
39947.LOC_Os02g12800.1	Q6YW46
39947.LOC_Os06g37440.1	Q5Z627
39947.LOC_Os03g36780.1	Q9FE64
39947.LOC_Os08g30884.1	Q6ZJS7
39947.LOC_Os03g57840.1	Q852K0
39947.LOC_Os01g04900.1	Q0JQS5
39947.LOC_Os03g51920.1	Q851F9
39947.LOC_Os10g32600.1	Q7Y0W5
39947.LOC_Os03g08450.1	Q94HF1
39947.LOC_Os03g01740.1	Q10SY2
39947.LOC_Os02g35329.1	Q9LRB7
39947.LOC_Os07g43730.1	Q8LHP0
39947.LOC_Os04g40840.1	Q7X7L3
39947.LOC_Os04g55500.1	Q0J9J6
39947.LOC_Os05g28210.1	P46520
39947.LOC_Os01g54430.1	Q5JNJ5
39947.LOC_Os10g08550.1	Q42971
39947.LOC_Os02g54160.1	Q6K7E6
39947.LOC_Os04g44870.1	Q0JBH9
39947.LOC_Os03g61920.1	Q75LJ3
39947.LOC_Os04g10400.1	Q7F9U3
39947.LOC_Os10g37210.1	Q337B8
39947.LOC_Os03g01640.1	Q8H7T4
39947.LOC_Os02g44108.1	Q6H676
39947.LOC_Os03g44290.1	Q10G40
39947.LOC_Os03g01630.1	Q946J4
39947.LOC_Os02g44106.1	Q6H677
39947.LOC_Os04g46630.1	Q7XT40
39947.LOC_Os02g42650.1	Q0DZ85
39947.LOC_Os04g44780.1	Q7X6J9
39947.LOC_Os05g15690.1	Q5W6Z9
39947.LOC_Os10g34400.1	Q7XD99
39947.LOC_Os01g01790.1	Q657X6
39947.LOC_Os03g04020.1	Q10S70
39947.LOC_Os10g39640.1	Q7XCL0
39947.LOC_Os07g29290.1	Q8H274
39947.LOC_Os06g50960.1	Q5Z980
39947.LOC_Os07g31390.1	Q850K7
39947.LOC_Os01g56940.1	Q60GC1
39947.LOC_Os12g13590.1	Q2QV94
39947.LOC_Os03g63720.1	Q84T68
39947.LOC_Os04g49410.1	Q7XUD0
39947.LOC_Os01g16770.1	Q4PNY1
39947.LOC_Os03g06000.1	Q7G6Z2
39947.LOC_Os02g16730.1	Q4PR52
39947.LOC_Os02g16780.1	Q4PR51
39947.LOC_Os03g06020.1	Q4PR50
39947.LOC_Os06g41700.1	Q69XV9
39947.LOC_Os06g01920.1	Q4PR49
39947.LOC_Os03g06040.1	Q4PR48
39947.LOC_Os03g06050.1	Q7G6Z5
39947.LOC_Os03g06060.1	Q10RK1
39947.LOC_Os03g25990.1	Q10KN4
39947.LOC_Os02g16850.1	Q4PR44
39947.LOC_Os02g16809.1	Q4PR43
39947.LOC_Os02g16800.1	Q4PR42
39947.LOC_Os03g06010.1	Q4PR41
39947.LOC_Os12g36040.1	Q2QP13
39947.LOC_Os10g30330.1	Q7XE35
39947.LOC_Os10g30340.1	Q4PR40
39947.LOC_Os06g50400.1	Q4PR39
39947.LOC_Os10g39110.1	Q8W2X8
39947.LOC_Os03g31480.1	Q75I75
39947.LOC_Os08g44790.1	Q6YYW5
39947.LOC_Os05g19600.1	P0C1Y4
39947.LOC_Os04g15840.1	Q7XWU8
39947.LOC_Os01g60770.1	Q40636
39947.LOC_Os05g19570.1	Q40637
39947.LOC_Os05g39990.1	Q0DHB7
39947.LOC_Os02g51040.1	Q6ZGU9
39947.LOC_Os03g21820.1	Q9M4X7
39947.LOC_Os03g60720.1	Q852A1
39947.LOC_Os01g14650.1	Q9XHX0
39947.LOC_Os01g14660.1	Q4PR53
39947.LOC_Os03g01650.1	Q40638
39947.LOC_Os10g40710.1	O24230
39947.LOC_Os10g40720.1	Q336T5
39947.LOC_Os10g40730.1	Q94LR4
39947.LOC_Os04g46650.1	Q7XT39
39947.LOC_Os10g40700.1	Q7XCA7
39947.LOC_Os03g01270.1	Q9LD07
39947.LOC_Os03g01260.1	Q10T32
39947.LOC_Os10g40090.1	Q7XCG7
39947.LOC_Os03g16050.1	O64422
39947.LOC_Os08g23810.1	Q6Z0I4
39947.LOC_Os09g10600.1	Q6H5J0
39947.LOC_Os02g45650.1	Q6EPN8
39947.LOC_Os06g07490.1	Q5SNL7
39947.LOC_Os01g67100.1	B2ZX90
39947.LOC_Os08g01680.1	Q6ZD63
39947.LOC_Os06g44270.1	Q67WR2
39947.LOC_Os06g44260.1	Q67WR5
39947.LOC_Os06g29180.1	Q9SXP2
39947.LOC_Os06g29220.1	Q67U69
39947.LOC_Os05g46270.1	Q9SXQ6
39947.LOC_Os03g61820.1	Q75LI2
39947.LOC_Os06g01850.1	P41344
39947.LOC_Os03g57120.1	P41345
39947.LOC_Os07g05400.1	O23877
39947.LOC_Os08g01380.1	Q0J8M2
39947.LOC_Os02g06580.1	Q6H7U3
39947.LOC_Os07g36150.1	Q0D5P3
39947.LOC_Os04g17130.1	Q7XWS7
39947.LOC_Os07g39920.1	Q0D519
39947.LOC_Os05g01350.1	Q0DLG0
39947.LOC_Os09g34180.1	Q69MT2
39947.LOC_Os02g50570.1	A3AB67
39947.LOC_Os04g01070.1	Q6MWG9
39947.LOC_Os01g67240.1	Q8S0F0
39947.LOC_Os04g38810.1	Q7XUV2
39947.LOC_Os10g02980.1	Q7G6K7
39947.LOC_Os10g20710.1	Q8H8K7
39947.LOC_Os07g40520.1	Q84ZL0
39947.LOC_Os08g17820.1	Q6ZCX3
39947.LOC_Os02g55150.1	Q6K8Z4
39947.LOC_Os03g10680.1	Q10Q99
39947.LOC_Os08g33430.1	Q6ZKB2
39947.LOC_Os10g34040.1	Q9AV57
39947.LOC_Os10g34150.1	Q8LNW4
39947.LOC_Os10g34130.1	Q8LNW6
39947.LOC_Os01g15340.1	Q9LGE3
39947.LOC_Os01g70730.1	Q8LR63
39947.LOC_Os02g26210.1	Q0E1D7
39947.LOC_Os04g21350.1	Q0JEF5
39947.LOC_Os07g47450.1	A3BNA1
39947.LOC_Os04g51000.1	Q0JAI1
39947.LOC_Os03g02640.1	Q10SM2
39947.LOC_Os06g50340.1	Q5Z9N5
39947.LOC_Os02g21890.1	Q6Z6T2
39947.LOC_Os09g07570.1	Q6K471
39947.LOC_Os06g51029.1	Q5Z974
39947.LOC_Os06g45820.1	Q655S1
39947.LOC_Os01g62500.1	Q8S2A7
39947.LOC_Os01g39250.1	Q8LQJ9
39947.LOC_Os01g39260.1	Q8LQJ8
39947.LOC_Os06g12370.1	Q67WJ2
39947.LOC_Os02g43350.1	Q6H6R9
39947.LOC_Os05g38400.1	Q0DHL4
39947.LOC_Os01g43150.1	A2ZVG7
39947.LOC_Os04g47280.1	Q7XUR3
39947.LOC_Os06g18830.1	Q0DCT8
39947.LOC_Os02g07030.1	Q0E3M2
39947.LOC_Os06g46030.1	Q652I1
39947.LOC_Os02g41460.1	Q0DZF3
39947.LOC_Os04g43580.1	Q7XRS1
39947.LOC_Os10g33780.1	Q7XDD0
39947.LOC_Os02g56610.1	Q6K5X1
39947.LOC_Os01g61310.1	Q941W1
39947.LOC_Os05g39500.1	Q6ATW6
39947.LOC_Os05g28040.1	Q5W659
39947.LOC_Os07g04670.1	Q8GVZ6
39947.LOC_Os08g03290.1	Q0J8A4
39947.LOC_Os04g40950.1	Q7FAH2
39947.LOC_Os02g38920.1	Q6K5G8
39947.LOC_Os03g56460.1	P42862
39947.LOC_Os06g14510.1	P42863
39947.LOC_Os01g59660.1	Q0JIC2
39947.LOC_Os03g63970.1	P93771
39947.LOC_Os01g66100.1	Q0JH50
39947.LOC_Os04g55050.1	Q7X8Z8
39947.LOC_Os11g34210.1	Q2R2Z0
39947.LOC_Os03g44820.1	Q7XZZ1
39947.LOC_Os04g52450.1	Q7XN11
39947.LOC_Os04g52440.1	Q7XN12
39947.LOC_Os08g10510.1	Q6ZCF0
39947.LOC_Os02g02210.1	Q6ZH29
39947.LOC_Os03g46650.1	Q40687
39947.LOC_Os01g49290.1	P49027
39947.LOC_Os05g47890.1	Q6L4F8
39947.LOC_Os10g28040.1	Q338B9
39947.LOC_Os10g37180.1	A3C6G9
39947.LOC_Os01g12220.1	Q5NAY7
39947.LOC_Os11g34180.1	Q2R2Z4
39947.LOC_Os11g28300.1	Q2R4J1
39947.LOC_Os08g41670.1	Q6ZIB9
39947.LOC_Os08g33630.1	B9G125
39947.LOC_Os09g35000.1	Q64MA3
39947.LOC_Os08g01130.1	Q8W5R1
39947.LOC_Os02g04520.1	Q6YXX9
39947.LOC_Os07g38860.1	Q6ZLA7
39947.LOC_Os07g47490.1	P0C0M3
39947.LOC_Os11g08340.1	Q53P49
39947.LOC_Os11g32520.1	Q2R3B4
39947.LOC_Os01g57610.1	Q8LQM5
39947.LOC_Os01g55940.1	P0C0M2
39947.LOC_Os01g12160.1	Q5NAZ7
39947.LOC_Os05g42150.1	Q60EJ6
39947.LOC_Os05g50890.1	Q6I581
39947.LOC_Os05g05180.2	Q60EY1
39947.LOC_Os06g30440.1	Q654M1
39947.LOC_Os07g40290.1	Q0D4Z6
39947.LOC_Os07g38890.1	Q6ZLA3
39947.LOC_Os05g33730.1	Q6L545
39947.LOC_Os01g08700.1	Q9AWL7
39947.LOC_Os11g33110.1	Q2R352
39947.LOC_Os01g18170.1	Q7F731
39947.LOC_Os12g05840.1	Q2QXJ4
39947.LOC_Os12g05860.1	Q2QXJ2
39947.LOC_Os12g05870.1	Q2QXJ1
39947.LOC_Os01g50900.1	Q94JF3
39947.LOC_Os01g72300.1	Q942A7
39947.LOC_Os05g41970.1	P29835
39947.LOC_Os02g29000.1	Q6K5Q0
39947.LOC_Os02g29010.1	Q6K5P9
39947.LOC_Os02g29020.1	Q6K5P8
39947.LOC_Os02g32980.1	Q6ESF0
39947.LOC_Os03g08150.1	Q8H021
39947.LOC_Os03g44880.1	Q7XZY1
39947.LOC_Os03g48750.1	Q851J8
39947.LOC_Os03g48760.1	Q851J9
39947.LOC_Os03g48770.1	Q851K0
39947.LOC_Os03g48780.1	Q851K1
39947.LOC_Os03g58980.1	Q10BU2
39947.LOC_Os03g59010.1	Q75HJ4
39947.LOC_Os04g52720.1	Q7XSN6
39947.LOC_Os05g19670.1	Q6I544
39947.LOC_Os08g09060.1	Q6YZ97
39947.LOC_Os08g09080.1	Q6YZY5
39947.LOC_Os08g13440.1	Q6ZCR3
39947.LOC_Os08g35750.1	Q6Z964
39947.LOC_Os08g35760.1	Q6ZBZ2
39947.LOC_Os08g08920.1	Q6YZB2
39947.LOC_Os08g08960.1	Q6YZA9
39947.LOC_Os08g08970.1	Q6YZZ7
39947.LOC_Os08g08980.1	Q6YZZ6
39947.LOC_Os08g08990.1	Q6YZA6
39947.LOC_Os08g09000.1	Q6YZA4
39947.LOC_Os08g09010.1	Q6YZZ2
39947.LOC_Os08g09020.1	Q6YZA1
39947.LOC_Os08g09040.1	Q6YZ99
39947.LOC_Os09g39510.1	Q652Q1
39947.LOC_Os09g39520.1	Q652Q0
39947.LOC_Os09g39530.1	Q652P9
