44689.DDB0232938	P54632
44689.DDB0216188	Q54T86
44689.DDB0185096	P34036
44689.DDB0215397	P54703
44689.DDB0233810	Q54PG1
44689.DDB0233811	Q86A88
44689.DDB0234070	B0G194
44689.DDB0216177	Q94464
44689.DDB0215390	Q9U1M9
44689.DDB0229429	Q76NV1
44689.DDB0230102	Q54BC9
44689.DDB0267076	Q54RM0
44689.DDB0191160	Q8WQ86
44689.DDB0267002	Q55E32
44689.DDB0267015	Q54SS0
44689.DDB0232942	Q1ZXF1
44689.DDB0220137	Q54YG2
44689.DDB0191135	P0CT31
44689.DDB0191135	P0CT32
44689.DDB0191174	Q9GRF8
44689.DDB0191363	P15112
44689.DDB0234169	Q55E94
44689.DDB0168893	Q86A24
44689.DDB0266368	Q54BL2
44689.DDB0266366	Q54LV3
44689.DDB0235257	Q54HB2
44689.DDB0185926	Q54PW9
44689.DDB0231375	Q54I81
44689.DDB0231373	Q54EY2
44689.DDB0232421	Q54FM3
44689.DDB0234243	Q54RF3
44689.DDB0234239	Q54FQ8
44689.DDB0234177	Q54PV7
44689.DDB0233930	Q86B20
44689.DDB0233929	Q54QW1
44689.DDB0233926	Q54X97
44689.DDB0219927	Q554U9
44689.DDB0233925	Q54CC5
44689.DDB0233924	Q54C49
44689.DDB0233922	Q54WM4
44689.DDB0233918	Q54UD0
44689.DDB0233910	Q54MT0
44689.DDB0233916	Q54KI0
44689.DDB0234246	Q54EQ1
44689.DDB0233946	Q86LA2
44689.DDB0238518	Q54KZ8
44689.DDB0267033	Q869T9
44689.DDB0267034	Q554D8
44689.DDB0233912	Q54YW1
44689.DDB0233921	Q54VR8
44689.DDB0233904	Q54RS7
44689.DDB0233923	Q54UP9
44689.DDB0233920	Q54WH5
44689.DDB0233911	Q55GR7
44689.DDB0252810	Q54CJ4
44689.DDB0238113	Q54Q05
44689.DDB0266346	Q54KR5
44689.DDB0231759	Q86H45
44689.DDB0231756	Q1ZXC6
44689.DDB0216343	Q54XS0
44689.DDB0231762	Q9GPT6
44689.DDB0169127	Q86K48
44689.DDB0266861	Q54YN3
44689.DDB0231544	Q1ZXH4
44689.DDB0305012	Q55FM0
44689.DDB0206584	Q966U0
44689.DDB0231355	Q54RK5
44689.DDB0231356	Q55F83
44689.DDB0230999	Q55FM6
44689.DDB0215015	Q9NKX1
44689.DDB0266473	Q54HB4
44689.DDB0266727	Q54EH1
44689.DDB0238505	Q54KI4
44689.DDB0232362	Q55GG6
44689.DDB0191272	Q55G81
44689.DDB0214830	O00835
44689.DDB0304415	Q86JE5
44689.DDB0191343	Q9BMX0
44689.DDB0214990	Q7YZN9
44689.DDB0232079	Q54PP1
44689.DDB0267016	Q55BU8
44689.DDB0266379	Q54DW2
44689.DDB0266558	Q86A92
44689.DDB0201635	P42525
44689.DDB0191457	Q54QB1
44689.DDB0267017	Q54FD7
44689.DDB0267018	Q54YZ4
44689.DDB0267019	Q54XM6
44689.DDB0232997	Q54ED2
44689.DDB0233960	Q54NV1
44689.DDB0233961	Q54VX5
44689.DDB0233928	Q54BP6
44689.DDB0233962	Q54P76
44689.DDB0233963	B0G163
44689.DDB0233959	Q54B27
44689.DDB0233927	Q558Z9
44689.DDB0233971	Q54VZ8
44689.DDB0168296	Q7KWX9
44689.DDB0206469	Q54VM4
44689.DDB0231629	Q55G31
44689.DDB0231624	Q54PA4
44689.DDB0231632	Q7KWS2
44689.DDB0231627	Q86AV4
44689.DDB0231628	Q55G32
44689.DDB0229900	Q54J35
44689.DDB0304867	Q54C80
44689.DDB0304871	Q54C78
44689.DDB0219828	Q54C76
44689.DDB0232144	Q54VA9
44689.DDB0216231	Q6RYT0
44689.DDB0204238	Q54TD9
44689.DDB0185175	Q9GPR0
44689.DDB0267133	Q54QK1
44689.DDB0231609	Q1ZXQ1
44689.DDB0237846	Q54FH7
44689.DDB0191456	Q9Y1W0
44689.DDB0214992	O96099
44689.DDB0231853	Q1ZXQ5
44689.DDB0237520	Q86I22
44689.DDB0237519	Q54BF3
44689.DDB0232153	Q552E2
44689.DDB0232143	Q55FE3
44689.DDB0233320	Q8T2H0
44689.DDB0233958	Q54S94
44689.DDB0232150	Q8T158
44689.DDB0238616	Q55FW8
44689.DDB0267046	Q55CW0
44689.DDB0237749	Q54N86
44689.DDB0185042	Q9Y0T2
44689.DDB0237574	Q55GM5
44689.DDB0305155	Q55C77
44689.DDB0191105	Q55DR6
44689.DDB0231574	Q1ZXQ4
44689.DDB0231376	Q54DR1
44689.DDB0231109	Q54NU0
44689.DDB0191099	Q9UAG7
44689.DDB0191088	Q54D73
44689.DDB0167807	Q86KK2
44689.DDB0216370	Q54BF0
44689.DDB0233266	Q1ZXH2
44689.DDB0220031	P34101
44689.DDB0219952	Q54MH0
44689.DDB0216333	Q54VI1
44689.DDB0214994	P54680
44689.DDB0233549	Q554J3
44689.DDB0233524	Q54SR7
44689.DDB0232264	Q54N80
44689.DDB0233548	Q54NB6
44689.DDB0233865	Q54G21
44689.DDB0205465	Q54Y27
44689.DDB0216322	Q869L4
44689.DDB0229295	Q55FV4
44689.DDB0231207	Q8T126
44689.DDB0304863	Q557D1
44689.DDB0229870	Q552Z2
44689.DDB0237551	Q54RT9
44689.DDB0237553	Q55D51
44689.DDB0230139	Q54YD9
44689.DDB0230134	Q54CY5
44689.DDB0214996	Q54WH2
44689.DDB0215000	Q54SP2
44689.DDB0191362	Q54KF1
44689.DDB0231188	Q5TJ55
44689.DDB0231181	Q5TJ57
44689.DDB0231185	Q5TJ56
44689.DDB0231630	Q1ZXK2
44689.DDB0231180	Q54N00
44689.DDB0231631	Q54PI9
44689.DDB0231633	Q54ER5
44689.DDB0215017	Q9NH03
44689.DDB0230012	Q54XL6
44689.DDB0229911	Q551H4
44689.DDB0266646	Q54C45
44689.DDB0233517	Q54EW0
44689.DDB0233516	Q55E74
44689.DDB0232056	Q54H37
44689.DDB0232057	Q54RQ3
44689.DDB0231626	Q1ZXA7
44689.DDB0232058	Q75JP9
44689.DDB0232059	Q559M5
44689.DDB0231719	Q1ZXB0
44689.DDB0231720	Q54DR6
44689.DDB0232060	Q54DP3
44689.DDB0232061	Q54DP2
44689.DDB0231832	Q54P68
44689.DDB0230120	Q55CD6
44689.DDB0231833	Q86J18
44689.DDB0231834	Q55DT7
44689.DDB0231312	Q54J78
44689.DDB0231315	Q54J77
44689.DDB0231316	Q54J71
44689.DDB0231856	Q556C6
44689.DDB0267009	Q556J4
44689.DDB0231861	Q54PA5
44689.DDB0232047	Q54PF8
44689.DDB0266925	Q556N7
44689.DDB0231532	Q55CY2
44689.DDB0231534	Q1ZXI9
44689.DDB0232054	Q54LJ7
44689.DDB0232055	Q1ZXE4
44689.DDB0267047	Q54JL3
44689.DDB0219983	Q54Z54
44689.DDB0191117	Q9GPZ7
44689.DDB0185016	P10901
44689.DDB0217856	Q550W6
44689.DDB0231397	Q54VA2
44689.DDB0234209	B0G126
44689.DDB0219938	P34115
44689.DDB0191447	P34116
44689.DDB0185087	Q94469
44689.DDB0238739	Q557D2
44689.DDB0231026	Q5V9E9
44689.DDB0231448	Q55FI1
44689.DDB0233873	Q54Y72
44689.DDB0233880	Q54XW7
44689.DDB0233845	Q54PG5
44689.DDB0233876	Q54F80
44689.DDB0233786	Q54E35
44689.DDB0233872	Q54BF1
44689.DDB0233844	Q86I31
44689.DDB0233846	Q8SSN9
44689.DDB0233849	Q54VW7
44689.DDB0233879	Q54QB9
44689.DDB0233840	Q86L99
44689.DDB0233788	Q86IG9
44689.DDB0233794	Q54YV1
44689.DDB0233847	Q553X3
44689.DDB0233754	Q54FG5
44689.DDB0233842	Q54MV3
44689.DDB0233878	Q54MI9
44689.DDB0233793	Q54FF4
44689.DDB0233079	Q1ZXE1
44689.DDB0233784	Q54WY8
44689.DDB0233841	Q55GP8
44689.DDB0233789	Q54XE8
44689.DDB0233774	Q54SL6
44689.DDB0233843	Q54XT6
44689.DDB0191387	Q54NL0
44689.DDB0233772	Q559A0
44689.DDB0233640	Q54BP9
44689.DDB0233787	Q54G18
44689.DDB0233795	Q54J98
44689.DDB0233758	Q54TH9
44689.DDB0233848	Q55DW9
44689.DDB0231446	Q54VQ5
44689.DDB0231439	Q54IJ3
44689.DDB0215340	Q8MTJ7
44689.DDB0231575	Q553X7
44689.DDB0231667	Q54DN6
44689.DDB0191113	Q94502
44689.DDB0191293	O00899
44689.DDB0235390	Q54XE6
44689.DDB0266930	Q54L63
44689.DDB0266934	Q55ER8
44689.DDB0266932	Q54PU2
44689.DDB0252679	P36408
44689.DDB0191361	P36417
44689.DDB0185201	Q95ZG8
44689.DDB0185122	P46800
44689.DDB0191359	Q8MVR1
44689.DDB0215332	Q54S40
44689.DDB0191309	Q553Y7
44689.DDB0234151	Q54R47
44689.DDB0191399	Q94465
44689.DDB0234065	Q54WR2
44689.DDB0231211	Q54JV8
44689.DDB0231213	Q54FI0
44689.DDB0231214	Q54JU3
44689.DDB0231219	Q54JU1
44689.DDB0231215	Q54JU0
44689.DDB0231130	Q54KM7
44689.DDB0231218	Q54DD3
44689.DDB0237523	Q54PT1
44689.DDB0216235	Q95UQ1
44689.DDB0214829	Q95UP9
44689.DDB0215003	Q54XS3
44689.DDB0220631	Q55CZ1
44689.DDB0220632	Q55DU7
44689.DDB0220633	Q54MK0
44689.DDB0220634	Q55DV2
44689.DDB0220635	Q54DE3
44689.DDB0220636	Q55CY9
44689.DDB0232936	Q5VJL3
44689.DDB0191187	Q54PQ4
44689.DDB0191498	Q8IS21
44689.DDB0215004	Q8IS20
44689.DDB0201637	Q8IS19
44689.DDB0191289	Q8IS18
44689.DDB0215365	Q54C94
44689.DDB0185195	Q8ST25
44689.DDB0185196	Q8IS16
44689.DDB0215006	Q8IS15
44689.DDB0215008	Q8IS14
44689.DDB0191358	Q54FF3
44689.DDB0185197	B0M0P8
44689.DDB0191326	Q8SSQ3
44689.DDB0191325	Q8IS12
44689.DDB0191357	Q8IS11
44689.DDB0215009	Q54TK8
44689.DDB0191356	Q86G47
44689.DDB0185198	Q8SSQ0
44689.DDB0191324	Q8SSW7
44689.DDB0231998	Q55FD8
44689.DDB0231999	Q55GH9
44689.DDB0229854	Q55EC7
44689.DDB0238867	Q552M5
44689.DDB0201554	P13466
44689.DDB0230033	Q55G45
44689.DDB0302536	Q54KN2
44689.DDB0302538	Q54IY5
44689.DDB0266393	Q54KM0
44689.DDB0204361	Q54YY8
44689.DDB0189130	Q54FG2
44689.DDB0189243	Q54F49
44689.DDB0266864	Q54TH4
44689.DDB0266399	Q54LN4
44689.DDB0266397	Q54HL4
44689.DDB0233098	Q54BK1
44689.DDB0305011	Q54X16
44689.DDB0189646	Q55FW7
44689.DDB0214943	Q555Q9
44689.DDB0216280	Q55C57
44689.DDB0231552	Q86B00
44689.DDB0252590	P0C7B6
44689.DDB0231551	Q54WR9
44689.DDB0230988	Q54MR1
44689.DDB0230991	Q54EJ5
44689.DDB0267048	Q54L71
44689.DDB0218222	Q54VT8
44689.DDB0304363	Q86H62
44689.DDB0233688	Q555C8
44689.DDB0183791	Q54EX7
44689.DDB0233712	Q54GP8
44689.DDB0215373	Q23892
44689.DDB0233691	Q54VI3
44689.DDB0230072	Q54Z26
44689.DDB0230073	Q54EW1
44689.DDB0231676	Q1ZXF7
44689.DDB0231666	Q86HG0
44689.DDB0231665	Q54K39
44689.DDB0191145	Q54ME1
44689.DDB0304953	Q54WR8
44689.DDB0267049	Q54HW5
44689.DDB0266396	Q54KS4
44689.DDB0234126	Q54XK9
44689.DDB0191398	O96923
44689.DDB0231850	Q55FD5
44689.DDB0231851	Q54SH2
44689.DDB0231852	Q54PG8
44689.DDB0231849	Q555X4
44689.DDB0185044	Q8T1C6
44689.DDB0231437	Q54PI5
44689.DDB0191338	O60950
44689.DDB0266392	Q54CL4
44689.DDB0191207	Q06885
44689.DDB0230129	Q55EP5
44689.DDB0230130	Q8T130
44689.DDB0230131	Q54VG1
44689.DDB0191255	P16894
44689.DDB0191327	P16051
44689.DDB0216258	Q54KV6
44689.DDB0216411	P34042
44689.DDB0191246	P34043
44689.DDB0230127	P34044
44689.DDB0185045	P34045
44689.DDB0219991	P34046
44689.DDB0230128	Q54R41
44689.DDB0185769	Q54QC1
44689.DDB0218522	Q54QM5
44689.DDB0233477	Q54C25
44689.DDB0233479	Q54TE7
44689.DDB0233478	Q54NK8
44689.DDB0231963	Q55AP1
44689.DDB0231970	Q86HH3
44689.DDB0231971	Q54SH7
44689.DDB0231972	Q54L53
44689.DDB0231976	Q54ET0
44689.DDB0231978	Q54SW3
44689.DDB0231981	Q75JP4
44689.DDB0231982	Q54SH8
44689.DDB0231983	Q75JT4
44689.DDB0231991	Q1ZXQ7
44689.DDB0231989	Q54U89
44689.DDB0231990	Q54LG8
44689.DDB0231721	Q54QG7
44689.DDB0230121	Q55AP3
44689.DDB0231723	Q54F54
44689.DDB0231992	Q54K11
44689.DDB0238428	Q54QR7
44689.DDB0216255	Q54QF9
44689.DDB0267050	Q54ED4
44689.DDB0231403	Q54PC2
44689.DDB0231404	Q54E83
44689.DDB0231410	Q8T137
44689.DDB0185150	P51136
44689.DDB0231431	Q55FF3
44689.DDB0238181	Q556G3
44689.DDB0231429	Q54VI4
44689.DDB0231430	Q86AU1
44689.DDB0231408	Q54QV7
44689.DDB0185187	Q550D5
44689.DDB0214839	Q54V32
44689.DDB0220470	Q75JZ1
44689.DDB0220503	Q54L72
44689.DDB0220471	Q55GK0
44689.DDB0220472	Q55EQ0
44689.DDB0220467	Q55C49
44689.DDB0216327	Q75JZ0
44689.DDB0216329	Q54TM6
44689.DDB0220473	Q54TE3
44689.DDB0232953	Q5KSV0
44689.DDB0220466	Q54NM5
44689.DDB0233426	Q54L83
44689.DDB0220469	Q54KX0
44689.DDB0233420	Q54HA4
44689.DDB0252553	B0G188
44689.DDB0216328	Q54L80
44689.DDB0220474	Q54WY0
44689.DDB0304731	Q54V44
44689.DDB0216330	Q54V37
44689.DDB0220475	Q54US7
44689.DDB0233425	Q54UG8
44689.DDB0220468	Q54L82
44689.DDB0219994	Q54FV1
44689.DDB0233428	Q54X31
44689.DDB0191350	Q552Z6
44689.DDB0267051	Q55C52
44689.DDB0216648	Q55E83
44689.DDB0215334	P32073
44689.DDB0230211	Q86AW9
44689.DDB0235362	B0G189
44689.DDB0215351	P22699
44689.DDB0233173	Q55E26
44689.DDB0233183	Q1ZXH8
44689.DDB0233496	Q54J14
44689.DDB0304693	Q54J11
44689.DDB0233356	Q553D3
44689.DDB0233315	Q54B37
44689.DDB0231962	Q55GH4
44689.DDB0191459	P54671
44689.DDB0220641	Q54HW2
44689.DDB0220642	Q54HV9
44689.DDB0232115	Q54HV7
44689.DDB0216271	Q54WG6
44689.DDB0216302	Q54LA5
44689.DDB0216303	Q54BC2
44689.DDB0216304	Q7KWR7
44689.DDB0231622	Q54LP8
44689.DDB0191157	O15819
44689.DDB0216291	Q55BN9
44689.DDB0231141	Q55BP0
44689.DDB0219987	Q54F38
44689.DDB0232117	Q54Z07
44689.DDB0216311	Q76NW2
44689.DDB0305141	Q54DA9
44689.DDB0304843	Q556V9
44689.DDB0267054	Q54E41
44689.DDB0217321	Q556U5
44689.DDB0237834	Q86J12
44689.DDB0237833	Q869X7
44689.DDB0215335	P13231
44689.DDB0215336	P42526
44689.DDB0232313	Q54DM0
44689.DDB0220476	Q54PU1
44689.DDB0220477	Q54LB3
44689.DDB0220490	Q54I65
44689.DDB0220478	Q54H69
44689.DDB0185105	Q869W0
44689.DDB0220480	Q54F11
44689.DDB0220484	Q86IH1
44689.DDB0266662	Q557C9
44689.DDB0220482	Q54ZP8
44689.DDB0220483	Q54YI1
44689.DDB0220486	Q54X22
44689.DDB0220485	Q54VB4
44689.DDB0234190	Q55FN5
44689.DDB0237652	Q55BW2
44689.DDB0237655	Q54X15
44689.DDB0237658	Q54VQ7
44689.DDB0266402	Q54FK1
44689.DDB0238473	Q76P24
44689.DDB0237545	Q54ML4
44689.DDB0233132	Q54G57
44689.DDB0233131	Q55CI8
44689.DDB0231415	Q55E06
44689.DDB0231417	Q54P93
44689.DDB0231414	Q54IA7
44689.DDB0231413	Q54IA8
44689.DDB0191256	P13723
44689.DDB0304517	Q54SC9
44689.DDB0304520	Q54K55
44689.DDB0304516	Q54K56
44689.DDB0191461	Q54QI4
44689.DDB0266827	Q76NW7
44689.DDB0233831	Q55GS6
44689.DDB0302517	Q54JJ6
44689.DDB0233325	Q86HX1
44689.DDB0219924	P54872
44689.DDB0217522	Q86HL5
44689.DDB0191125	P34135
44689.DDB0215357	P34136
44689.DDB0219928	Q54IK9
44689.DDB0302478	Q54UM1
44689.DDB0252839	Q54GJ7
44689.DDB0302488	Q557J8
44689.DDB0231603	Q76NV5
44689.DDB0216388	Q54NJ8
44689.DDB0185048	P54658
44689.DDB0191168	P36415
44689.DDB0238264	Q557E0
44689.DDB0192086	Q54BE0
44689.DDB0192088	Q54BD8
44689.DDB0232925	Q54MR6
44689.DDB0191163	P54651
44689.DDB0238816	Q86HG3
44689.DDB0233633	Q75JC7
44689.DDB0238818	Q75JC6
44689.DDB0238815	Q55AL8
44689.DDB0238812	Q55AL7
44689.DDB0238813	Q75JC2
44689.DDB0238814	Q75JC1
44689.DDB0230165	Q7KWN3
44689.DDB0233579	Q7KWN4
44689.DDB0233577	Q7KWN5
44689.DDB0252804	Q55FV3
44689.DDB0233578	Q7KWN6
44689.DDB0233581	Q7KWN7
44689.DDB0232259	Q7KWN8
44689.DDB0252780	Q86H94
44689.DDB0252808	Q86H93
44689.DDB0252809	Q553K1
44689.DDB0252807	Q86H91
44689.DDB0219940	P15649
44689.DDB0229924	Q86K56
44689.DDB0252781	Q86KU0
44689.DDB0252805	Q55FV2
44689.DDB0234119	Q86KT9
44689.DDB0252560	Q54XL1
44689.DDB0232089	Q54UR6
44689.DDB0216182	P15648
44689.DDB0232090	Q54UR4
44689.DDB0252785	Q54UN4
44689.DDB0252790	Q54UN3
44689.DDB0252791	Q54UN2
44689.DDB0252788	Q54UN1
44689.DDB0235350	Q54UN0
44689.DDB0252806	Q55FV1
44689.DDB0234120	Q54UM8
44689.DDB0252789	Q54UM7
44689.DDB0232102	Q54UM6
44689.DDB0252776	Q54UL6
44689.DDB0252786	Q54UL5
44689.DDB0232098	Q54UL4
44689.DDB0252783	Q54UL3
44689.DDB0252784	Q54UL2
44689.DDB0252779	Q54UL0
44689.DDB0233464	Q54UK9
44689.DDB0252796	Q55FC7
44689.DDB0252774	Q54UK8
44689.DDB0252773	Q54UK7
44689.DDB0232104	Q54UK6
44689.DDB0232095	Q54UI4
44689.DDB0252798	Q54SP9
44689.DDB0232103	Q54SP8
44689.DDB0252799	Q54SP7
44689.DDB0252800	Q54SP6
44689.DDB0252801	Q54SP5
44689.DDB0252777	Q54QP5
44689.DDB0252792	Q55FC6
44689.DDB0252778	Q54QP4
44689.DDB0252802	Q54LF2
44689.DDB0231105	Q54BX6
44689.DDB0252803	Q54BX3
44689.DDB0252787	Q54BD9
44689.DDB0252793	Q55FC5
44689.DDB0252795	Q55FC4
44689.DDB0252794	Q55FC3
44689.DDB0252797	Q55FC2
44689.DDB0215366	Q8I0H7
44689.DDB0191276	Q6TMK3
44689.DDB0266881	Q1ZXL6
44689.DDB0232119	Q86I25
44689.DDB0232132	Q552K9
44689.DDB0232131	Q551F8
44689.DDB0232133	Q551G1
44689.DDB0232126	Q8MPA7
44689.DDB0232125	Q8MMN1
44689.DDB0232124	Q8MPA5
44689.DDB0232127	Q550E9
44689.DDB0232122	Q86KF5
44689.DDB0232134	Q550E5
44689.DDB0232128	Q550E3
44689.DDB0232123	Q76NU5
44689.DDB0232120	Q54I91
44689.DDB0232121	Q54WT6
44689.DDB0232129	Q86H60
44689.DDB0232130	Q55GH8
44689.DDB0232135	Q54W43
44689.DDB0230164	Q54BX4
44689.DDB0231563	Q54BX5
44689.DDB0233010	Q54NC0
44689.DDB0231727	Q54JI7
44689.DDB0266532	Q55CY3
44689.DDB0234152	Q86AX3
44689.DDB0252724	Q558K8
44689.DDB0232941	Q55GF9
44689.DDB0187681	Q54JQ2
44689.DDB0231288	Q55BI2
44689.DDB0231294	Q54B68
44689.DDB0231401	Q75JR3
44689.DDB0231402	Q75JR2
44689.DDB0191342	Q9NH02
44689.DDB0234174	Q54YJ6
44689.DDB0229412	Q869N9
44689.DDB0234112	Q54T27
44689.DDB0215353	Q54XD8
44689.DDB0234259	Q54XP6
44689.DDB0266390	Q54CH6
44689.DDB0191511	Q55D61
44689.DDB0234247	Q55FE0
44689.DDB0234257	Q553R3
44689.DDB0191442	P13651
44689.DDB0234258	Q54LA1
44689.DDB0234038	Q551M2
44689.DDB0185218	Q558U1
44689.DDB0185219	Q550L8
44689.DDB0216407	Q75JN1
44689.DDB0231209	Q54RJ4
44689.DDB0302552	Q557F4
44689.DDB0302555	Q76P29
44689.DDB0230098	Q54QQ0
44689.DDB0235253	Q54U72
44689.DDB0302508	Q54JW9
44689.DDB0215968	Q54J07
44689.DDB0231710	Q54N49
44689.DDB0234103	Q552Q3
44689.DDB0234100	Q54YL3
44689.DDB0234073	Q54NC8
44689.DDB0234072	Q55CB6
44689.DDB0234074	Q55EZ4
44689.DDB0234080	Q54LH5
44689.DDB0234101	Q54X25
44689.DDB0233765	Q54Z23
44689.DDB0234098	Q54PL2
44689.DDB0234102	Q54VK3
44689.DDB0234099	Q54SH0
44689.DDB0304413	Q54C85
44689.DDB0304414	Q54WT9
44689.DDB0214948	P22549
44689.DDB0201571	Q9NA13
44689.DDB0266483	Q54EW3
44689.DDB0190623	Q55CX9
44689.DDB0233418	Q86IZ4
44689.DDB0233672	Q86K86
44689.DDB0233791	Q54PV8
44689.DDB0231217	Q55GJ2
44689.DDB0231216	Q559A2
44689.DDB0266876	Q557G1
44689.DDB0231222	Q55DJ8
44689.DDB0231221	Q55DJ9
44689.DDB0229380	Q54IE8
44689.DDB0266784	Q556Q3
44689.DDB0215797	Q54NZ6
44689.DDB0186246	Q54NZ8
44689.DDB0185392	Q54RF0
44689.DDB0185412	Q54RC7
44689.DDB0302403	Q54VS1
44689.DDB0235144	Q54P40
44689.DDB0304889	Q54I39
44689.DDB0233583	Q54N41
44689.DDB0238062	Q54LQ6
44689.DDB0231227	Q7KWM9
44689.DDB0238075	Q54FM1
44689.DDB0238348	Q55FB9
44689.DDB0238367	Q54LV7
44689.DDB0238370	Q55DF5
44689.DDB0238364	Q54CS7
44689.DDB0238365	Q54FG7
44689.DDB0230096	Q54QJ9
44689.DDB0230995	Q54Y03
44689.DDB0230097	Q54CT8
44689.DDB0215408	P34099
44689.DDB0214950	P05987
44689.DDB0231138	Q54KM6
44689.DDB0205275	Q54SU1
44689.DDB0304672	Q556Y4
44689.DDB0191367	P20425
44689.DDB0266928	Q556J2
44689.DDB0230100	Q54XF2
44689.DDB0215386	Q6S002
44689.DDB0201556	Q6S001
44689.DDB0201555	Q6S000
44689.DDB0201557	Q6RZZ9
44689.DDB0201559	Q9NGQ2
44689.DDB0191126	Q9BPU3
44689.DDB0216174	Q54UC9
44689.DDB0191404	Q54NP8
44689.DDB0185205	Q8T135
44689.DDB0191499	Q6S004
44689.DDB0206583	Q54TL0
44689.DDB0191403	Q6S003
44689.DDB0185204	Q555I8
44689.DDB0233104	Q55GK8
44689.DDB0302479	Q86AG7
44689.DDB0233034	Q55D16
44689.DDB0191487	Q23915
44689.DDB0191400	Q54H05
44689.DDB0266477	Q54HH9
44689.DDB0191436	Q27564
44689.DDB0231360	Q54RE8
44689.DDB0231421	Q54RF5
44689.DDB0191195	P54644
44689.DDB0204743	Q54UU6
44689.DDB0266488	Q54L98
44689.DDB0230101	Q54GN2
44689.DDB0232001	Q54MA9
44689.DDB0229867	Q54GY6
44689.DDB0229973	Q54C71
44689.DDB0231361	Q54Q04
44689.DDB0305262	Q55GI5
44689.DDB0238140	Q54UF7
44689.DDB0232011	Q54KF5
44689.DDB0267056	Q54MB8
44689.DDB0191181	Q54QR1
44689.DDB0191245	Q54NW4
44689.DDB0231986	Q55GV9
44689.DDB0214931	Q9BIW5
44689.DDB0191401	Q9BIW4
44689.DDB0214939	O60952
44689.DDB0231985	Q86I44
44689.DDB0229940	Q54L00
44689.DDB0219930	Q8I0F4
44689.DDB0191291	P52922
44689.DDB0235221	Q54KD1
44689.DDB0185797	Q54Q92
44689.DDB0204597	Q54TM2
44689.DDB0304833	Q54HI5
44689.DDB0191500	Q9XYS8
44689.DDB0191189	Q9BKJ9
44689.DDB0191198	Q55FQ9
44689.DDB0235386	Q54YV4
44689.DDB0304635	Q550C8
44689.DDB0231831	Q54MC6
44689.DDB0215361	Q54AX5
44689.DDB0188916	Q54G05
44689.DDB0233402	Q54W83
44689.DDB0233376	Q54TF6
44689.DDB0233377	Q1ZXK3
44689.DDB0233378	Q54KX4
44689.DDB0233383	Q55EX5
44689.DDB0233198	Q552U1
44689.DDB0233196	Q54HF6
44689.DDB0233384	Q1ZXD5
44689.DDB0233210	Q54D08
44689.DDB0304711	Q555H8
44689.DDB0217502	Q86J23
44689.DDB0215476	Q54DY3
44689.DDB0238095	Q54QW5
44689.DDB0302404	Q8T1D4
44689.DDB0233514	Q54XQ8
44689.DDB0191124	Q55DM1
44689.DDB0185107	Q86JF2
44689.DDB0233044	Q54U63
44689.DDB0185108	Q55AV3
44689.DDB0191473	Q54RQ8
44689.DDB0220121	Q54PP7
44689.DDB0231499	Q55FJ0
44689.DDB0232410	Q54T58
44689.DDB0232412	Q54FN9
44689.DDB0267014	Q54PT6
44689.DDB0191315	Q9GPS1
44689.DDB0231275	Q8T1G4
44689.DDB0231278	Q8T1G6
44689.DDB0231279	Q8T1G5
44689.DDB0266413	Q556Y7
44689.DDB0252580	Q86KC1
44689.DDB0252582	Q8T2I5
44689.DDB0252576	Q54BQ8
44689.DDB0252581	Q54BL8
44689.DDB0266414	Q54M35
44689.DDB0266462	Q556F2
44689.DDB0266463	Q86AA1
44689.DDB0266467	Q54ID4
44689.DDB0234071	Q54PY7
44689.DDB0220023	P18154
44689.DDB0185115	P11872
44689.DDB0231608	Q54YN2
44689.DDB0231092	Q54Y76
44689.DDB0305286	Q55G28
44689.DDB0267059	Q54TC5
44689.DDB0235209	Q55DJ3
44689.DDB0201569	P34098
44689.DDB0231612	Q54YF7
44689.DDB0231613	Q55ER0
44689.DDB0231614	Q54YC4
44689.DDB0231615	Q1ZXI8
44689.DDB0231616	Q54KN4
44689.DDB0231611	Q54K67
44689.DDB0191268	Q6TU48
44689.DDB0235405	Q54WU3
44689.DDB0235404	Q54VU7
44689.DDB0304991	Q55C21
44689.DDB0230181	Q8T2K9
44689.DDB0230065	Q54KE6
44689.DDB0234167	Q8T2J9
44689.DDB0231097	Q553V2
44689.DDB0237600	Q54EV4
44689.DDB0237602	Q54MZ4
44689.DDB0237599	B0G159
44689.DDB0237604	Q55E85
44689.DDB0237609	Q55E45
44689.DDB0237597	Q54BM3
44689.DDB0191266	Q86I81
44689.DDB0237610	Q54VX4
44689.DDB0237605	Q54W11
44689.DDB0237607	Q54QN2
44689.DDB0233888	Q54BF6
44689.DDB0234093	Q54DU1
44689.DDB0234096	Q54QI8
44689.DDB0234097	Q54FE6
44689.DDB0234110	Q54S10
44689.DDB0234111	Q551X6
44689.DDB0234130	Q54FU9
44689.DDB0234131	Q86AV5
44689.DDB0234132	Q86HN8
44689.DDB0229992	Q54B67
44689.DDB0232354	Q54CP4
44689.DDB0232357	Q86B14
44689.DDB0266859	Q55CZ6
44689.DDB0168553	Q86KL4
44689.DDB0304856	Q556Y9
44689.DDB0305034	Q54S00
44689.DDB0230186	Q54GE6
44689.DDB0230188	Q54D04
44689.DDB0230187	Q54VM2
44689.DDB0252730	Q869L3
44689.DDB0235198	Q54YT4
