9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000024552	P27869
9615.ENSCAFP00000020352	Q9XSV3
9615.ENSCAFP00000000739	P51742
9615.ENSCAFP00000000737	Q5WR07
9615.ENSCAFP00000003805	Q8MKD5
9615.ENSCAFP00000014701	Q7YRL5
9615.ENSCAFP00000021462	P54714
9615.ENSCAFP00000014924	Q8HX86
9615.ENSCAFP00000009732	Q9XSB8
9615.ENSCAFP00000017291	E2QV03
9615.ENSCAFP00000001381	Q5TJE4
9615.ENSCAFP00000011621	Q01685
9615.ENSCAFP00000007702	Q5W7P8
9615.ENSCAFP00000043023	Q28283
9615.ENSCAFP00000028568	Q697L1
9615.ENSCAFP00000005682	P06871
9615.ENSCAFP00000021363	P06872
9615.ENSCAFP00000028974	P19236
9615.ENSCAFP00000041549	P15944
9615.ENSCAFP00000022796	Q49HI0
9615.ENSCAFP00000028447	Q49HH9
9615.ENSCAFP00000004557	Q866G7
9615.ENSCAFP00000014272	P54828
9615.ENSCAFP00000025490	P14763
9615.ENSCAFP00000014845	Q76IQ3
9615.ENSCAFP00000006504	P54834
9615.ENSCAFP00000027605	O19177
9615.ENSCAFP00000034132	Q9GL21
9615.ENSCAFP00000021817	E2RK09
9615.ENSCAFP00000005489	Q9GMZ1
9615.ENSCAFP00000008312	Q9N2J1
9615.ENSCAFP00000004177	Q6K1J1
9615.ENSCAFP00000007347	Q6EE22
9615.ENSCAFP00000030131	Q5FZI9
9615.ENSCAFP00000026625	Q862Z3
9615.ENSCAFP00000028678	O77808
9615.ENSCAFP00000039612	Q9BDP4
9615.ENSCAFP00000006594	P50551
9615.ENSCAFP00000000733	Q5WR09
9615.ENSCAFP00000029643	Q28260
9615.ENSCAFP00000041911	Q9MYV3
9615.ENSCAFP00000000762	P63289
9615.ENSCAFP00000001355	Q5TJF0
9615.ENSCAFP00000022453	Q28295
9615.ENSCAFP00000001360	Q5TJE7
9615.ENSCAFP00000005790	E2RSS3
9615.ENSCAFP00000026851	Q5QQ56
9615.ENSCAFP00000025069	Q5QQ50
9615.ENSCAFP00000007487	Q866Y9
9615.ENSCAFP00000038465	A4Z944
9615.ENSCAFP00000001388	Q5TJE2
9615.ENSCAFP00000038379	Q2THW8
9615.ENSCAFP00000002451	Q9XSR1
9615.ENSCAFP00000040347	Q6JLC9
9615.ENSCAFP00000042731	O97758
9615.ENSCAFP00000002794	Q95168
9615.ENSCAFP00000028316	O62683
9615.ENSCAFP00000026286	P47983
9615.ENSCAFP00000020101	P48831
9615.ENSCAFP00000001108	Q20JV7
9615.ENSCAFP00000030309	H8Y5D0
9615.ENSCAFP00000030318	C4MSE8
9615.ENSCAFP00000030318	Q49RQ2
9615.ENSCAFP00000027066	E2RNX3
9615.ENSCAFP00000022485	E2RSV8
9615.ENSCAFP00000003064	Q2XPT7
9615.ENSCAFP00000035281	E2R4C4
9615.ENSCAFP00000033009	E2RRN3
9615.ENSCAFP00000008241	F1PKQ6
9615.ENSCAFP00000021961	E2RD85
9615.ENSCAFP00000039068	D8KZJ4
9615.ENSCAFP00000026768	A0A0B5CSQ5
9615.ENSCAFP00000041636	F1Q039
9615.ENSCAFP00000030318	Q1HKM4
9615.ENSCAFP00000001108	Q24LN3
9615.ENSCAFP00000042867	H9GW87
9615.ENSCAFP00000030318	D4QA69
9615.ENSCAFP00000013467	A4GT58
9615.ENSCAFP00000030309	C4MRF1
9615.ENSCAFP00000034588	Q30KT6
9615.ENSCAFP00000030312	A0A0B4LE51
9615.ENSCAFP00000016866	F1PY54
9615.ENSCAFP00000000475	E2R8D3
9615.ENSCAFP00000042207	F6KIF6
9615.ENSCAFP00000030321	A0A0B4LE31
9615.ENSCAFP00000020983	Q2Z1P8
9615.ENSCAFP00000034832	E2R1F3
9615.ENSCAFP00000030318	C4MRU0
9615.ENSCAFP00000030317	C4MT96
9615.ENSCAFP00000030309	C4MT62
9615.ENSCAFP00000030309	H8Y478
9615.ENSCAFP00000030317	C4MSW6
9615.ENSCAFP00000030309	H8Y2G8
9615.ENSCAFP00000030309	H8Y277
9615.ENSCAFP00000030309	B9U044
9615.ENSCAFP00000030317	C4MSE7
9615.ENSCAFP00000024079	A8WED5
9615.ENSCAFP00000010373	Q30KT2
9615.ENSCAFP00000009756	O62857
9615.ENSCAFP00000030309	C4MSY4
9615.ENSCAFP00000028088	E2R790
9615.ENSCAFP00000034494	Q30KT3
9615.ENSCAFP00000034632	Q30KT8
9615.ENSCAFP00000030318	A0A060GZ26
9615.ENSCAFP00000033224	Q2ABC7
9615.ENSCAFP00000005785	Q2ABD8
9615.ENSCAFP00000035675	H9GWF9
9615.ENSCAFP00000042879	E2R3S2
9615.ENSCAFP00000003800	A0FI88
9615.ENSCAFP00000028524	A4GXA4
9615.ENSCAFP00000033213	Q2ABC6
9615.ENSCAFP00000032511	O97702
9615.ENSCAFP00000019724	Q2ABD4
9615.ENSCAFP00000030309	C4MSD9
9615.ENSCAFP00000008092	F1PPZ2
9615.ENSCAFP00000031372	F1CME9
9615.ENSCAFP00000030309	C4MSC6
9615.ENSCAFP00000042512	H9GWR2
9615.ENSCAFP00000031372	F1CMF0
9615.ENSCAFP00000015887	F1PLD4
9615.ENSCAFP00000033543	Q2ABE0
9615.ENSCAFP00000037108	E2QUE7
9615.ENSCAFP00000017899	Q38JA9
9615.ENSCAFP00000026768	A0A0B5D003
9615.ENSCAFP00000030309	H8Y2E2
9615.ENSCAFP00000002873	Q68AY7
9615.ENSCAFP00000030318	C4MS18
9615.ENSCAFP00000039171	J9NRJ3
9615.ENSCAFP00000030319	A0A0B4LDM8
9615.ENSCAFP00000041626	E2R8G3
9615.ENSCAFP00000019130	F1PCZ5
9615.ENSCAFP00000034210	Q2ABD0
9615.ENSCAFP00000038071	Q5W412
9615.ENSCAFP00000003569	F1PUQ5
9615.ENSCAFP00000042690	J9PAA7
9615.ENSCAFP00000030321	A0A060GVW5
9615.ENSCAFP00000030309	Q1HKG8
9615.ENSCAFP00000033760	E2RN10
9615.ENSCAFP00000040955	J9NZS7
9615.ENSCAFP00000030321	C4MS34
9615.ENSCAFP00000030316	Q49RZ5
9615.ENSCAFP00000031755	F1PHD2
9615.ENSCAFP00000000568	J9P2I2
9615.ENSCAFP00000034664	Q30KS9
9615.ENSCAFP00000026768	A0A0B5CXY9
9615.ENSCAFP00000041655	E2R2E0
9615.ENSCAFP00000030315	Q49RZ6
9615.ENSCAFP00000001608	E2RMB9
9615.ENSCAFP00000030318	H8Y5C6
9615.ENSCAFP00000034013	F1PK37
9615.ENSCAFP00000039171	F1PH35
9615.ENSCAFP00000009314	F1PX18
9615.ENSCAFP00000008486	E5Q8W7
9615.ENSCAFP00000034963	F1PI02
9615.ENSCAFP00000013637	E2RLG0
9615.ENSCAFP00000030318	Q1HKF9
9615.ENSCAFP00000013746	Q95N05
9615.ENSCAFP00000040846	E2RFT4
9615.ENSCAFP00000041622	J9P7I5
9615.ENSCAFP00000030310	Q1HKI0
9615.ENSCAFP00000019725	Q2ABD5
9615.ENSCAFP00000030318	Q49RI7
9615.ENSCAFP00000030314	A0A0B4LDI4
9615.ENSCAFP00000036470	E1B2G6
9615.ENSCAFP00000040194	E2RI34
9615.ENSCAFP00000030313	Q49RP4
9615.ENSCAFP00000033198	Q2ABD3
9615.ENSCAFP00000030315	Q49RC5
9615.ENSCAFP00000030319	Q1HKF8
9615.ENSCAFP00000035200	F1Q4H6
9615.ENSCAFP00000009107	Q1W2J9
9615.ENSCAFP00000037888	H9GWB1
9615.ENSCAFP00000030318	Q49RZ3
9615.ENSCAFP00000037347	A1IGX9
9615.ENSCAFP00000034716	Q4LAL8
9615.ENSCAFP00000030318	B9TZ78
9615.ENSCAFP00000030309	Q1HKI1
9615.ENSCAFP00000041023	E2RJL1
9615.ENSCAFP00000030315	B9U089
9615.ENSCAFP00000032858	E0WCW8
9615.ENSCAFP00000043196	F1Q424
9615.ENSCAFP00000034474	H9GWQ9
9615.ENSCAFP00000043000	J9PB22
9615.ENSCAFP00000042153	C0LQL0
9615.ENSCAFP00000037985	Q30KT1
9615.ENSCAFP00000043217	A0A0B4J1A2
9615.ENSCAFP00000030311	Q49RY7
9615.ENSCAFP00000036003	G3FJD3
9615.ENSCAFP00000030315	C4MVS8
9615.ENSCAFP00000013277	G1K296
9615.ENSCAFP00000024579	A0A0C5E1H5
9615.ENSCAFP00000009939	F1PTK9
9615.ENSCAFP00000038783	G3FJE0
9615.ENSCAFP00000030321	B0FWN5
9615.ENSCAFP00000033081	E2RR77
9615.ENSCAFP00000032756	E2RME2
9615.ENSCAFP00000042504	J9NRH7
9615.ENSCAFP00000022352	E2R2N1
9615.ENSCAFP00000008474	E2R870
9615.ENSCAFP00000043106	F2Z4N2
9615.ENSCAFP00000030319	Q49RC1
9615.ENSCAFP00000001218	Q5TJG9
9615.ENSCAFP00000030319	B9TZT7
9615.ENSCAFP00000030319	Q49RI6
9615.ENSCAFP00000030315	C4MTR3
9615.ENSCAFP00000032387	E2QT51
9615.ENSCAFP00000030313	Q1HKK3
9615.ENSCAFP00000037025	E2R6K5
9615.ENSCAFP00000030318	Q49RW7
9615.ENSCAFP00000030311	H8Y5K7
9615.ENSCAFP00000010369	Q30KS7
9615.ENSCAFP00000030319	H8Y5L5
9615.ENSCAFP00000030310	Q49S01
9615.ENSCAFP00000030310	B9TYZ2
9615.ENSCAFP00000030318	Q49RH4
9615.ENSCAFP00000030319	A0A0C4UQF2
9615.ENSCAFP00000029806	Q4W6L5
9615.ENSCAFP00000042956	F2Z4P4
9615.ENSCAFP00000040749	J9P566
9615.ENSCAFP00000030318	Q1HKJ8
9615.ENSCAFP00000008086	E2RG75
9615.ENSCAFP00000030309	H8Y5B7
9615.ENSCAFP00000019721	Q2ABC8
9615.ENSCAFP00000030318	B9TYQ9
9615.ENSCAFP00000030320	Q1HKH0
9615.ENSCAFP00000030319	Q49RQ1
9615.ENSCAFP00000033072	Q2ABD9
9615.ENSCAFP00000030314	C4MS01
9615.ENSCAFP00000030321	Q49RZ0
9615.ENSCAFP00000030313	Q49RZ8
9615.ENSCAFP00000030319	A0A0C4UMB5
9615.ENSCAFP00000030309	Q49S02
9615.ENSCAFP00000039936	E2R2X3
9615.ENSCAFP00000013141	A0A077S9R2
9615.ENSCAFP00000030310	A0A0C4UMR1
9615.ENSCAFP00000030319	Q49RS7
9615.ENSCAFP00000030312	Q49RZ9
9615.ENSCAFP00000030319	Q49RZ2
9615.ENSCAFP00000019945	F1PYE3
9615.ENSCAFP00000034176	Q30KT0
9615.ENSCAFP00000013848	B6F0U1
9615.ENSCAFP00000030314	Q1HKG3
9615.ENSCAFP00000030312	Q49RY6
9615.ENSCAFP00000030310	C4MVT6
9615.ENSCAFP00000021258	E2RLE9
9615.ENSCAFP00000000619	G1K265
9615.ENSCAFP00000019642	A7E3N1
9615.ENSCAFP00000009958	E2QU34
9615.ENSCAFP00000042844	J9PAL7
9615.ENSCAFP00000017296	Q9TTF2
9615.ENSCAFP00000000267	D8KZR7
9615.ENSCAFP00000030315	Q49RX0
9615.ENSCAFP00000026724	G9C8M9
9615.ENSCAFP00000041552	Q50DZ8
9615.ENSCAFP00000040757	E2RBM3
9615.ENSCAFP00000040987	J9NRW2
9615.ENSCAFP00000040593	E2R7S1
9615.ENSCAFP00000030310	Q49RJ5
9615.ENSCAFP00000029795	B4YY02
9615.ENSCAFP00000030319	Q1HKH1
9615.ENSCAFP00000030319	Q1HKV1
9615.ENSCAFP00000027598	Q9N280
9615.ENSCAFP00000010367	Q30KS6
9615.ENSCAFP00000005257	Q2ABC9
9615.ENSCAFP00000040848	J9P127
9615.ENSCAFP00000030315	Q1HKG2
9615.ENSCAFP00000030441	Q30KU2
9615.ENSCAFP00000023435	D0VYJ3
9615.ENSCAFP00000030321	B9TYN6
9615.ENSCAFP00000033096	Q2ABD6
9615.ENSCAFP00000039752	H9GWG6
9615.ENSCAFP00000030320	Q49RZ1
9615.ENSCAFP00000030321	Q49RE5
9615.ENSCAFP00000030319	B9TYR0
9615.ENSCAFP00000030310	B9U084
9615.ENSCAFP00000030314	Q1HKK2
9615.ENSCAFP00000030319	Q1HKY0
9615.ENSCAFP00000038155	E2QVT4
9615.ENSCAFP00000030320	B9TYR1
9615.ENSCAFP00000030318	Q1HKH2
9615.ENSCAFP00000030319	B9TY52
9615.ENSCAFP00000038393	E2QZG2
9615.ENSCAFP00000030315	B9TZL8
9615.ENSCAFP00000030311	Q1HKH9
9615.ENSCAFP00000030318	C4MSW7
9615.ENSCAFP00000030316	Q49RI9
9615.ENSCAFP00000030314	Q49RZ7
9615.ENSCAFP00000030321	C4MU23
9615.ENSCAFP00000030317	Q49RZ4
9615.ENSCAFP00000030310	Q49RT6
9615.ENSCAFP00000030319	Q49RW6
9615.ENSCAFP00000030312	B9TZV6
9615.ENSCAFP00000030314	H8Y357
9615.ENSCAFP00000030319	C4MTL5
9615.ENSCAFP00000042935	E2RGK1
9615.ENSCAFP00000032403	C3UZV1
9615.ENSCAFP00000030312	C4MW81
9615.ENSCAFP00000035314	Q5R2U1
9615.ENSCAFP00000014673	Q1ERZ0
9615.ENSCAFP00000030318	A0A059Q747
9615.ENSCAFP00000014673	Q1ERZ2
9615.ENSCAFP00000000739	U6C4D1
9615.ENSCAFP00000030321	C4MU10
9615.ENSCAFP00000042510	E2RQH1
9615.ENSCAFP00000005167	Q6JDM1
9615.ENSCAFP00000030318	A0A059Q6W6
9615.ENSCAFP00000030319	B9TZH0
9615.ENSCAFP00000030315	H8Y371
9615.ENSCAFP00000015805	B6CAC5
9615.ENSCAFP00000030315	H8Y4I8
9615.ENSCAFP00000030321	Q2TPT5
9615.ENSCAFP00000040668	Q5WR08
9615.ENSCAFP00000036156	F1PMI5
9615.ENSCAFP00000039150	F1PK99
9615.ENSCAFP00000012519	Q8WN71
9615.ENSCAFP00000030311	C7F6W5
9615.ENSCAFP00000030311	C4MUA4
9615.ENSCAFP00000034255	Q38IV1
9615.ENSCAFP00000019502	F1PGU6
9615.ENSCAFP00000034569	Q5JZR0
9615.ENSCAFP00000039055	Q9BDQ4
9615.ENSCAFP00000030617	F1P9E5
9615.ENSCAFP00000008312	F1PWF8
9615.ENSCAFP00000031635	Q95NB8
9615.ENSCAFP00000014177	B3RFJ1
9615.ENSCAFP00000042256	J9NSA0
9615.ENSCAFP00000030311	C4MSI0
9615.ENSCAFP00000003106	E2RKZ5
9615.ENSCAFP00000002436	I6Q2X5
9615.ENSCAFP00000030319	C4MSQ3
9615.ENSCAFP00000009258	E2RLH6
9615.ENSCAFP00000030927	E2R3N3
9615.ENSCAFP00000031736	F1PDV5
9615.ENSCAFP00000024926	F1P9R7
9615.ENSCAFP00000030312	Q49RE1
9615.ENSCAFP00000030314	A0A060GKU4
9615.ENSCAFP00000022014	X5L1L5
9615.ENSCAFP00000030315	B9U050
9615.ENSCAFP00000035314	X5L560
9615.ENSCAFP00000032358	X5L555
9615.ENSCAFP00000030422	Q2PUG5
9615.ENSCAFP00000018712	K4Q246
9615.ENSCAFP00000000961	B3FXQ6
9615.ENSCAFP00000039664	E2QX42
9615.ENSCAFP00000030315	H8Y4W8
9615.ENSCAFP00000030320	C4MRW8
9615.ENSCAFP00000030315	H8Y3Y0
9615.ENSCAFP00000016197	Q9TQS8
9615.ENSCAFP00000010366	Q30KS5
9615.ENSCAFP00000030313	C4MSN4
9615.ENSCAFP00000027857	A2IBY9
9615.ENSCAFP00000005502	B6F250
9615.ENSCAFP00000030316	Q1HKG1
9615.ENSCAFP00000034626	Q30KV2
9615.ENSCAFP00000030321	H8Y2F4
9615.ENSCAFP00000038872	E1ACC5
9615.ENSCAFP00000005897	E2RR82
9615.ENSCAFP00000004303	E2FGH4
9615.ENSCAFP00000030312	B9TYV5
9615.ENSCAFP00000024102	B5RHI0
9615.ENSCAFP00000017334	E2R5H5
9615.ENSCAFP00000033117	E2RBZ3
9615.ENSCAFP00000014924	Q8HYE0
9615.ENSCAFP00000028867	F1PY31
9615.ENSCAFP00000019757	Q8WMD2
9615.ENSCAFP00000028853	B4YXZ7
9615.ENSCAFP00000013636	C4TGH8
9615.ENSCAFP00000037630	E2RQJ3
9615.ENSCAFP00000030311	W8CXD0
9615.ENSCAFP00000030319	A0A059Q7M1
9615.ENSCAFP00000036690	Q30KV0
9615.ENSCAFP00000022764	E2R824
9615.ENSCAFP00000010953	F1PNV5
9615.ENSCAFP00000030318	A0A059Q8X6
9615.ENSCAFP00000008241	F4YGM4
9615.ENSCAFP00000030321	D4QA72
9615.ENSCAFP00000040576	F5CBP3
9615.ENSCAFP00000006929	Q5S1U7
9615.ENSCAFP00000030321	C4MVG7
9615.ENSCAFP00000021571	A9QW83
9615.ENSCAFP00000030320	B9TYK9
9615.ENSCAFP00000030311	H8Y580
9615.ENSCAFP00000011765	Q1ERZ1
9615.ENSCAFP00000015805	B6CAC1
9615.ENSCAFP00000030318	E9NJ64
9615.ENSCAFP00000022014	X5KCU3
9615.ENSCAFP00000009107	O46593
9615.ENSCAFP00000004564	Q8WMR9
9615.ENSCAFP00000023632	M1VRQ9
9615.ENSCAFP00000030315	A0A060GPW9
9615.ENSCAFP00000009107	C3VJQ8
9615.ENSCAFP00000030321	C4MVZ9
9615.ENSCAFP00000030310	C4MVR0
9615.ENSCAFP00000030319	C4MS58
9615.ENSCAFP00000030321	C4MRK2
9615.ENSCAFP00000042294	E0W6Z3
9615.ENSCAFP00000019342	A5H028
9615.ENSCAFP00000009557	B7UAN3
9615.ENSCAFP00000030321	Q49RV1
9615.ENSCAFP00000040362	Q6JDN0
9615.ENSCAFP00000009557	I0IV85
9615.ENSCAFP00000015219	A9Q6H1
9615.ENSCAFP00000030318	E9NIN9
9615.ENSCAFP00000030318	E9NIP4
9615.ENSCAFP00000030319	E9NIS6
9615.ENSCAFP00000030310	H8Y3R0
9615.ENSCAFP00000020571	A0A077B7D9
9615.ENSCAFP00000030314	A0A060GW39
9615.ENSCAFP00000030319	E9NIP1
9615.ENSCAFP00000021031	Q69FG4
9615.ENSCAFP00000030318	E9NIT9
9615.ENSCAFP00000030311	A0A068CET2
9615.ENSCAFP00000032355	Q6JDK0
9615.ENSCAFP00000030318	E9NIP0
9615.ENSCAFP00000030318	E9NIS5
9615.ENSCAFP00000030318	E9NIP5
9615.ENSCAFP00000030321	Q1HKF6
9615.ENSCAFP00000030319	A0A059Q7C8
9615.ENSCAFP00000009107	A1YVW4
9615.ENSCAFP00000030312	Q49RW0
9615.ENSCAFP00000030310	Q1HKG7
9615.ENSCAFP00000010270	F1PTA3
9615.ENSCAFP00000009557	B7UAN7
9615.ENSCAFP00000018634	C3UZV0
9615.ENSCAFP00000030315	E9NIN8
9615.ENSCAFP00000028853	B4YXY7
9615.ENSCAFP00000001198	Q5W414
9615.ENSCAFP00000001228	Q6JDJ2
9615.ENSCAFP00000023632	M1V4F1
9615.ENSCAFP00000037756	I7KJS3
9615.ENSCAFP00000030315	A0A060GPZ8
9615.ENSCAFP00000030320	H8Y2S0
9615.ENSCAFP00000030319	H8Y2J1
9615.ENSCAFP00000000309	Q6JDG9
9615.ENSCAFP00000030319	B9TZV0
9615.ENSCAFP00000034367	M1RLB3
9615.ENSCAFP00000030314	B9TZP3
9615.ENSCAFP00000030321	A0A059Q851
9615.ENSCAFP00000010069	E2RI92
9615.ENSCAFP00000030310	Q1HKN2
9615.ENSCAFP00000042294	E0W6Z5
9615.ENSCAFP00000030315	Q1HKQ3
9615.ENSCAFP00000030319	A0A059Q6X8
9615.ENSCAFP00000015024	E2RAI1
9615.ENSCAFP00000030312	Q1HKN0
9615.ENSCAFP00000030321	Q1HKU9
9615.ENSCAFP00000012325	Q45FF7
9615.ENSCAFP00000033658	Q005W6
9615.ENSCAFP00000030315	E9NJ38
9615.ENSCAFP00000031979	B3XXE8
9615.ENSCAFP00000008102	W0UTI2
9615.ENSCAFP00000010682	B6F2G5
9615.ENSCAFP00000006221	Q2VHZ7
9615.ENSCAFP00000000224	E2R5J8
9615.ENSCAFP00000011575	B9UM26
9615.ENSCAFP00000030311	A5YMY9
9615.ENSCAFP00000030314	E9NJ32
9615.ENSCAFP00000007181	Q004B1
9615.ENSCAFP00000016430	E2R001
9615.ENSCAFP00000009240	E2R3V7
9615.ENSCAFP00000038104	E2QXU5
9615.ENSCAFP00000022857	F1PR93
9615.ENSCAFP00000009149	A0A077BAA8
9615.ENSCAFP00000008095	F1PPY9
9615.ENSCAFP00000040306	H9GWU7
9615.ENSCAFP00000030321	G9M6K2
9615.ENSCAFP00000030318	E9NJB6
9615.ENSCAFP00000001164	Q31628
9615.ENSCAFP00000030318	E9NIT4
9615.ENSCAFP00000030311	H8Y3H0
9615.ENSCAFP00000019004	Q6TN20
9615.ENSCAFP00000030319	C4MSE9
9615.ENSCAFP00000020571	A0A077B7B4
9615.ENSCAFP00000011398	Q32KH2
9615.ENSCAFP00000028853	B4YXZ1
9615.ENSCAFP00000020571	A0A077B6U8
9615.ENSCAFP00000030422	Q2QDC3
9615.ENSCAFP00000017381	A2SXS6
9615.ENSCAFP00000030315	H8Y4V5
9615.ENSCAFP00000040944	Q7YQC9
9615.ENSCAFP00000030319	B9U054
9615.ENSCAFP00000030314	Q49RU5
9615.ENSCAFP00000030314	C4MSN5
9615.ENSCAFP00000002445	C0K294
9615.ENSCAFP00000015215	A9Q6H4
9615.ENSCAFP00000033474	E2FGH9
9615.ENSCAFP00000020000	A9JPX6
9615.ENSCAFP00000001108	B4YB25
9615.ENSCAFP00000027487	J9P753
9615.ENSCAFP00000008421	Q9GJU7
9615.ENSCAFP00000030319	A0A059Q836
9615.ENSCAFP00000036449	E2RRK3
9615.ENSCAFP00000030320	C4MSY2
9615.ENSCAFP00000037982	E2RTJ7
9615.ENSCAFP00000030321	A0A059Q8X7
9615.ENSCAFP00000011951	D0R7H3
9615.ENSCAFP00000030315	H8Y5I5
9615.ENSCAFP00000030314	E9NIN7
9615.ENSCAFP00000030319	E9NIW1
9615.ENSCAFP00000030320	H8Y576
9615.ENSCAFP00000040887	F1PLC9
9615.ENSCAFP00000015089	D3YJ60
9615.ENSCAFP00000004293	E2FGH5
9615.ENSCAFP00000038376	J9NYK7
9615.ENSCAFP00000042712	A1YV61
9615.ENSCAFP00000017123	E2R1V1
9615.ENSCAFP00000035283	E2R4C2
9615.ENSCAFP00000037538	C6L8D7
9615.ENSCAFP00000013492	Q32KI4
9615.ENSCAFP00000031979	B3XXF0
9615.ENSCAFP00000002872	Q68Y87
9615.ENSCAFP00000011668	E2QX67
9615.ENSCAFP00000041395	Q5J2F2
9615.ENSCAFP00000027666	E2R534
9615.ENSCAFP00000041176	J9NSN5
9615.ENSCAFP00000038440	Q8SPQ9
9615.ENSCAFP00000015075	E2R801
9615.ENSCAFP00000040330	J9P451
9615.ENSCAFP00000031388	Q5W418
9615.ENSCAFP00000030315	E9NJ71
9615.ENSCAFP00000030321	A0A059Q750
9615.ENSCAFP00000030319	A0A060GXN8
9615.ENSCAFP00000019757	D0ES29
9615.ENSCAFP00000030314	E9NIT7
9615.ENSCAFP00000001108	C0IP13
9615.ENSCAFP00000030315	E9NIP3
9615.ENSCAFP00000036074	Q1ERY9
9615.ENSCAFP00000030315	E9NIQ8
9615.ENSCAFP00000030314	C4MT67
9615.ENSCAFP00000007181	Q004A8
9615.ENSCAFP00000030319	Q1HKJ7
9615.ENSCAFP00000030321	C4MSD8
9615.ENSCAFP00000022540	F1PKN8
9615.ENSCAFP00000030312	A0A060GWV3
9615.ENSCAFP00000030318	A0A059Q900
9615.ENSCAFP00000036430	F1PCR0
9615.ENSCAFP00000009401	J9NVL5
9615.ENSCAFP00000031832	F1PFL2
9615.ENSCAFP00000030315	A0A060GVR5
9615.ENSCAFP00000030318	E9NIW0
9615.ENSCAFP00000024579	E7FIY6
9615.ENSCAFP00000030315	H8Y2D5
9615.ENSCAFP00000001147	Q30437
9615.ENSCAFP00000042230	B2NIZ6
9615.ENSCAFP00000012565	Q30KR3
9615.ENSCAFP00000039988	Q5XX73
9615.ENSCAFP00000034105	E2R4C0
9615.ENSCAFP00000039546	J9P4H2
9615.ENSCAFP00000000126	Q4JIV8
9615.ENSCAFP00000016055	Q32KH1
9615.ENSCAFP00000030641	E2RQ21
9615.ENSCAFP00000023934	Q2Q420
9615.ENSCAFP00000020532	A7E3K7
9615.ENSCAFP00000033474	E2FGH8
9615.ENSCAFP00000039243	J9P120
9615.ENSCAFP00000030319	C4MS32
9615.ENSCAFP00000002313	E2RP37
9615.ENSCAFP00000041577	H9GWE2
9615.ENSCAFP00000011742	A1DZY5
9615.ENSCAFP00000038557	E2QVK8
9615.ENSCAFP00000032376	F1PSX2
9615.ENSCAFP00000041602	A7VLI5
9615.ENSCAFP00000041931	J9P864
9615.ENSCAFP00000040509	C7G0W1
9615.ENSCAFP00000011973	F1PZN8
9615.ENSCAFP00000017836	E2RRD1
9615.ENSCAFP00000041717	E2RT61
9615.ENSCAFP00000030310	C4MS10
9615.ENSCAFP00000014273	Q9XSV4
9615.ENSCAFP00000039072	J9P0J9
9615.ENSCAFP00000037746	Q4L144
9615.ENSCAFP00000021870	Q1AG03
9615.ENSCAFP00000034360	Q30KV1
9615.ENSCAFP00000036075	A6Q0K4
9615.ENSCAFP00000025874	Q076A8
9615.ENSCAFP00000042727	J9PAE3
9615.ENSCAFP00000018952	Q9GKP3
9615.ENSCAFP00000004264	E2QXH5
9615.ENSCAFP00000041495	B6EY11
9615.ENSCAFP00000010762	Q2VCE2
9615.ENSCAFP00000037035	Q8HYB0
9615.ENSCAFP00000042926	J9PAU9
9615.ENSCAFP00000012835	F6M3K2
9615.ENSCAFP00000008241	F4YGM2
9615.ENSCAFP00000001306	D0F1P5
9615.ENSCAFP00000027474	Q9TU16
9615.ENSCAFP00000025519	E2RBY6
9615.ENSCAFP00000016566	E2R9F7
9615.ENSCAFP00000013981	L7MTN8
9615.ENSCAFP00000030174	Q45FN0
9615.ENSCAFP00000041986	J9P8B8
9615.ENSCAFP00000035820	F1PDG2
9615.ENSCAFP00000040072	E2RAD8
9615.ENSCAFP00000010478	Q76LT7
9615.ENSCAFP00000041944	J7PCK9
9615.ENSCAFP00000013149	F1PTQ7
9615.ENSCAFP00000016197	Q9TQX1
9615.ENSCAFP00000038703	F1PS12
9615.ENSCAFP00000040337	J9P458
9615.ENSCAFP00000001889	E2JE41
9615.ENSCAFP00000036288	F1PCE6
9615.ENSCAFP00000040347	F1PXU4
9615.ENSCAFP00000029449	A7E3M4
9615.ENSCAFP00000040632	Q28874
9615.ENSCAFP00000029101	Q8MJD1
9615.ENSCAFP00000037136	F1PTI8
9615.ENSCAFP00000009092	Q2KM13
9615.ENSCAFP00000029266	F1PBP9
9615.ENSCAFP00000014176	D3DMB4
9615.ENSCAFP00000034214	Q30KR2
9615.ENSCAFP00000001280	Q5TJG5
9615.ENSCAFP00000041339	E2RS34
9615.ENSCAFP00000024112	Q2Q423
9615.ENSCAFP00000041701	F1PNB8
9615.ENSCAFP00000032737	A9Q6H6
9615.ENSCAFP00000040103	F1PWP8
9615.ENSCAFP00000031410	Q5WR11
9615.ENSCAFP00000019808	Q5U9D0
9615.ENSCAFP00000026625	F1PH06
9615.ENSCAFP00000011700	F1Q2X8
9615.ENSCAFP00000036877	E2RJT6
9615.ENSCAFP00000037551	Q32KH6
9615.ENSCAFP00000040703	F1PTA2
9615.ENSCAFP00000039212	F1PBL3
9615.ENSCAFP00000002997	B3XXF2
9615.ENSCAFP00000019242	E2RKA3
9615.ENSCAFP00000033395	F1PEJ9
9615.ENSCAFP00000036047	E2RHH8
9615.ENSCAFP00000002684	Q4PLA8
9615.ENSCAFP00000015498	A2SXS7
9615.ENSCAFP00000023056	E2RHS2
9615.ENSCAFP00000030147	Q5KU49
