267671.LIC10846	Q72U18
267671.LIC20138	Q75FP4
267671.LIC12688	Q72NZ0
267671.LIC12153	Q72QF9
267671.LIC12902	Q72ND2
267671.LIC12505	Q72PG6
267671.LIC12395	Q72PS2
267671.LIC12137	Q72QH6
267671.LIC11959	Q72QZ3
267671.LIC11464	Q72SC0
267671.LIC12691	Q72NY7
267671.LIC20048	Q75FY3
267671.LIC11679	Q72RR3
267671.LIC10644	Q72UL3
267671.LIC10451	Q72V52
267671.LIC10449	Q72V54
267671.LIC13217	Q72MH0
267671.LIC10401	Q72VA0
267671.LIC10398	Q72VA3
267671.LIC10165	Q72VY0
267671.LIC20047	Q75FY4
267671.LIC11782	Q72RG3
267671.LIC13438	Q72LV5
267671.LIC12903	Q72ND1
267671.LIC12277	Q72Q37
267671.LIC12021	Q72QT8
267671.LIC11647	Q72RU1
267671.LIC11560	Q72S26
267671.LIC11107	Q72TB4
267671.LIC10802	Q72U62
267671.LIC13268	Q72MC0
267671.LIC10562	Q72UU5
267671.LIC10528	Q72UX9
267671.LIC10169	Q72VX6
267671.LIC20198	Q75FI6
267671.LIC13459	Q72LU0
267671.LIC11747	Q72RJ8
267671.LIC11612	Q72RX6
267671.LIC10340	Q72VF7
267671.LIC10091	Q72W49
267671.LIC11766	Q72RH9
267671.LIC11845	Q72RA3
267671.LIC11428	Q72SF5
267671.LIC13283	Q72MA5
267671.LIC10352	Q72VE6
267671.LIC20190	Q75FJ2
267671.LIC11790	Q72RF5
267671.LIC11154	Q72T67
267671.LIC12391	Q72PS6
267671.LIC12383	Q72PT4
267671.LIC13489	Q72LR4
267671.LIC12999	Q72N39
267671.LIC12665	Q72P12
267671.LIC12639	Q72P37
267671.LIC12469	Q72PK2
267671.LIC12178	Q72QD4
267671.LIC12090	Q72QM3
267671.LIC12013	Q72QU5
267671.LIC11939	Q72R13
267671.LIC11807	Q72RD9
267671.LIC11689	Q72RQ5
267671.LIC11424	Q72SF9
267671.LIC11088	Q72TD3
267671.LIC10725	Q72UD2
267671.LIC13252	Q72MD6
267671.LIC12131	Q72QI2
267671.LIC12171	Q72QE1
267671.LIC10622	Q72UN5
267671.LIC12555	Q72PB7
267671.LIC13266	Q72MC2
267671.LIC10577	Q72UT0
267671.LIC10482	Q72V21
267671.LIC10195	Q72VV1
267671.LIC10020	Q72WB7
267671.LIC10768	Q72U93
267671.LIC13311	Q72M79
267671.LIC12241	Q72Q71
267671.LIC12225	Q72Q87
267671.LIC12141	Q72QH2
267671.LIC11909	Q72R42
267671.LIC11391	Q72SJ1
267671.LIC11282	Q72SU1
267671.LIC11049	Q72TH2
267671.LIC10772	Q72U89
267671.LIC12592	Q72P83
267671.LIC12490	Q72PI1
267671.LIC10107	Q72W33
267671.LIC13467	Q72LT3
267671.LIC13033	Q72N05
267671.LIC13013	Q72N25
267671.LIC12910	Q72NC4
267671.LIC12166	Q72QE6
267671.LIC11317	Q72SQ8
267671.LIC11271	Q72SV1
267671.LIC11198	Q72T23
267671.LIC11060	Q72TG1
267671.LIC10969	Q72TP8
267671.LIC10692	Q72UG5
267671.LIC10614	Q72UP3
267671.LIC12004	Q72QV4
267671.LIC10286	Q72VL1
267671.LIC10125	Q72W16
267671.LIC20262	Q75FD2
267671.LIC20214	Q75FH5
267671.LIC13039	Q72N00
267671.LIC13240	Q72ME8
267671.LIC10314	Q72VI3
267671.LIC20080	Q75FV1
267671.LIC20008	Q75G07
267671.LIC12603	Q72P73
267671.LIC11783	Q72RG2
267671.LIC13245	Q72ME3
267671.LIC12923	Q72NB2
267671.LIC12016	Q72QU3
267671.LIC10862	Q72U02
267671.LIC12724	Q72NV5
267671.LIC12405	Q72PR2
267671.LIC12100	Q72QL3
267671.LIC12820	Q72NL4
267671.LIC12746	Q72NT3
267671.LIC12627	Q72P49
267671.LIC12356	Q72PW1
267671.LIC12287	Q72Q27
267671.LIC11947	Q72R05
267671.LIC11921	Q72R30
267671.LIC11597	Q72RZ1
267671.LIC11357	Q72SM2
267671.LIC11190	Q72T31
267671.LIC10613	Q72UP4
267671.LIC11278	Q72SU5
267671.LIC10558	Q72UU9
267671.LIC20268	Q75FC6
267671.LIC20168	Q75FL4
267671.LIC10206	Q72VU0
267671.LIC11012	Q72TK7
267671.LIC10443	Q72V59
267671.LIC13488	Q72LR5
267671.LIC13455	Q72LU4
267671.LIC13380	Q72M13
267671.LIC12680	Q72NZ7
267671.LIC12297	Q72Q17
267671.LIC11876	Q72R72
267671.LIC11630	Q72RV8
267671.LIC11066	Q72TF5
267671.LIC10970	Q72TP7
267671.LIC10959	Q72TQ8
267671.LIC10796	Q72U68
267671.LIC10669	Q72UI8
267671.LIC10639	Q72UL8
267671.LIC10022	Q72WB5
267671.LIC20025	Q75G24
