353153.XP_810529.1	P18269
353153.XP_821542.1	Q6V7K6
353153.XP_814885.1	D3JLB9
353153.XP_816888.1	S5RC71
353153.XP_819439.1	I6LEC4
353153.XP_805752.1	U5XMR4
353153.XP_815082.1	U5XQK7
353153.XP_820274.1	G4WJW1
353153.XP_814311.1	S5R9D3
353153.XP_812157.1	U5XNF3
353153.XP_804155.1	I3QEQ2
353153.XP_802993.1	I3QF78
353153.XP_805843.1	U5XNA0
353153.XP_815327.1	D3JL83
353153.XP_813434.1	G4WJW6
353153.XP_820623.1	I3QE43
353153.XP_812709.1	Q5V9N6
353153.XP_818982.1	S5RW69
353153.XP_820967.1	I3QEG9
353153.XP_814628.1	I3QEA6
353153.XP_817923.1	I3QFC1
353153.XP_820210.1	M1JUF0
353153.XP_814885.1	D3JLD3
353153.XP_805951.1	I3PL20
353153.XP_821219.1	I3QEI8
353153.XP_815174.1	Q27291
353153.XP_809497.1	I3QDY7
353153.XP_809497.1	I3QDX3
353153.XP_819811.1	H2CS33
353153.XP_814034.1	H2CRT1
353153.XP_805210.1	O15830
353153.XP_809229.1	H2CRQ0
353153.XP_820895.1	J7JVG9
353153.XP_820895.1	Q867P4
353153.XP_809497.1	I3QDW8
353153.XP_805143.1	Q9NDD0
353153.XP_808914.1	G0Z1D5
353153.XP_819291.1	Q6R607
353153.XP_816411.1	G0Z1T3
353153.XP_821964.1	G0Z1X0
353153.XP_808914.1	G0Z1E8
353153.XP_820883.1	G0Z1V5
353153.XP_816974.1	Q6B9P5
353153.XP_809552.1	A8W1I3
353153.XP_811133.1	G0Z108
353153.XP_814927.1	Q27349
353153.XP_813815.1	O97488
353153.XP_814701.1	G0Z1R7
353153.XP_819877.1	Q868B9
353153.XP_819877.1	Q867U9
353153.XP_815327.1	Q95NX3
353153.XP_821219.1	I3QEL2
353153.XP_817331.1	G0Z171
353153.XP_814030.1	J7FDV1
353153.XP_809804.1	Q9U4H7
353153.XP_811565.1	G0Z0W8
353153.XP_814030.1	J7FCH9
353153.XP_814030.1	J7FCI2
353153.XP_821186.1	I3QF37
353153.XP_807371.1	G1EC99
353153.XP_808343.1	I3QE19
353153.XP_818579.1	Q9TW51
353153.XP_821038.1	G1ECB8
353153.XP_819811.1	U5XMJ6
353153.XP_805410.1	D0VAW2
353153.XP_812556.1	G0Z1K3
353153.XP_820895.1	J7K213
353153.XP_821970.1	O61112
353153.XP_805752.1	H2CS06
353153.XP_806739.1	A0A088CGF4
353153.XP_808292.1	G0Z127
353153.XP_821219.1	I3QEM0
353153.XP_821619.1	Q9XZK0
353153.XP_803099.1	G1ECD8
353153.XP_809229.1	A0A0A0Q2Z0
353153.XP_812157.1	H2CSD7
353153.XP_814030.1	J7FEH8
353153.XP_805410.1	D0VAV7
353153.XP_821039.1	G1ECF3
353153.XP_821256.1	G0Z1Q0
353153.XP_820967.1	I3QED1
353153.XP_821038.1	G1ECA8
353153.XP_816053.1	K4DUE0
353153.XP_811502.1	A5YQ26
353153.XP_805752.1	U5XR15
353153.XP_805177.1	G0Z1K1
353153.XP_806045.1	I3QDZ1
353153.XP_816569.1	O61066
353153.XP_805843.1	U5XRH4
353153.XP_820883.1	G0Z1T4
353153.XP_816035.1	G4WJU2
353153.XP_805843.1	U5XQZ7
353153.XP_812556.1	G0Z1L4
353153.XP_814034.1	U5XRA4
353153.XP_819299.1	A5YQQ9
353153.XP_802528.1	S5RGY7
353153.XP_816313.1	G0Z175
353153.XP_819299.1	A5YR67
353153.XP_819299.1	A5YRA0
353153.XP_815538.1	G0Z1Y2
353153.XP_813796.1	I1XB77
353153.XP_818982.1	S5RC94
353153.XP_814034.1	U5XN32
353153.XP_813173.1	I3QF17
353153.XP_806268.1	U5XMK9
353153.XP_821969.1	K4LLR5
353153.XP_804155.1	S5RH72
353153.XP_806045.1	I3QDY8
353153.XP_809636.1	G0Z1Q7
353153.XP_819811.1	A8W0T8
353153.XP_804896.1	O76138
353153.XP_814693.1	K4EB05
353153.XP_819050.1	K4E7Z8
353153.XP_818992.1	K4EBB3
353153.XP_809777.1	Q3ZMB6
353153.XP_814431.1	A0A088CGR0
353153.XP_804573.1	Q964Q8
353153.XP_819877.1	D5JAB0
353153.XP_810043.1	G0Z0Y5
353153.XP_821215.1	K4E1U4
353153.XP_805843.1	H2CSB5
353153.XP_815346.1	O62594
353153.XP_812138.1	K4E4T5
353153.XP_814034.1	H2CRU2
353153.XP_815884.1	K4DS04
353153.XP_820174.1	O46369
353153.XP_810276.1	K4DRZ8
353153.XP_814431.1	A0A088CH40
353153.XP_815082.1	H2CS92
353153.XP_805986.1	H2CS20
353153.XP_814486.1	K4DP36
353153.XP_805843.1	U5XN49
353153.XP_808661.1	G1ECC1
353153.XP_816313.1	G0Z177
353153.XP_812138.1	D4N1Q5
353153.XP_820895.1	I7BFW2
353153.XP_821958.1	A0A088CGY0
353153.XP_807101.1	H2CRU1
353153.XP_806174.1	G0Z166
353153.XP_820174.1	I3PL61
353153.XP_804411.1	K4DQA3
353153.XP_820174.1	D0QZN5
353153.XP_814885.1	D3JLE2
353153.XP_816159.1	Q9GZ31
353153.XP_807101.1	H2CRU3
353153.XP_805986.1	H2CS10
353153.XP_815082.1	H2CS67
353153.XP_816701.1	I3QET9
353153.XP_809229.1	I3QEV1
353153.XP_813796.1	D4N1Q3
353153.XP_804573.1	D9YN59
353153.XP_807018.1	K4E3U5
353153.XP_814030.1	H2CSG2
353153.XP_805752.1	H2CS03
353153.XP_814670.1	G0Z0Z0
353153.XP_807869.1	K4DTP0
353153.XP_811679.1	O76139
353153.XP_809062.1	O76141
353153.XP_805177.1	A0A075DN91
353153.XP_815538.1	G0Z1Y3
353153.XP_805752.1	U5XMR9
353153.XP_819299.1	A5YQY9
353153.XP_819811.1	H2CS51
353153.XP_805177.1	A0A075DNI0
353153.XP_821603.1	Q2TJB8
353153.XP_820551.1	Q967R0
353153.XP_814034.1	U5XN58
353153.XP_813173.1	I3QEZ7
353153.XP_821256.1	G0Z1P2
353153.XP_815890.1	Q4DNF0
353153.XP_820213.1	Q4E0P0
353153.XP_818324.1	Q4DVD8
353153.XP_807016.1	Q4CY16
353153.XP_815604.1	Q4DMI8
353153.XP_816344.1	Q4DPP3
353153.XP_813394.1	Q4DGA5
353153.XP_817760.1	Q4DTQ7
353153.XP_818612.1	Q4DW59
353153.XP_816796.1	Q4DR05
353153.XP_818244.1	Q4DV53
353153.XP_816400.1	Q4DPV1
353153.XP_820980.1	Q4E2X1
353153.XP_817154.1	Q4DS17
353153.XP_819076.1	Q4DXI9
353153.XP_817135.1	Q4DRY3
353153.XP_821518.1	Q4E4I9
353153.XP_818791.1	Q4DWL9
353153.XP_820030.1	Q4E098
353153.XP_807077.1	Q4CY73
353153.XP_816099.1	Q4DNZ7
353153.XP_812404.1	Q4DDE5
353153.XP_813083.1	Q4DFE2
353153.XP_812197.1	Q4DCU2
353153.XP_813895.1	Q4DHP0
353153.XP_810257.1	Q4D795
353153.XP_805013.1	Q4CSB1
353153.XP_811948.1	Q4DC34
353153.XP_810853.1	Q4D911
353153.XP_818792.1	Q4DWL8
353153.XP_808569.1	Q4D2G5
353153.XP_810757.1	Q4D8Q6
353153.XP_803170.1	Q4CN70
353153.XP_808069.1	Q4D112
353153.XP_813840.1	Q4DHI1
353153.XP_814675.1	Q4DJX0
353153.XP_807691.1	Q4CZY8
353153.XP_807937.1	Q4D0N1
353153.XP_809618.1	Q4D5H4
353153.XP_804557.1	Q4CR01
353153.XP_805542.1	Q4CTU1
353153.XP_805815.1	Q4CUL0
353153.XP_802711.1	Q4CLW3
353153.XP_805293.1	Q4CT37
353153.XP_803128.1	Q4CN31
353153.XP_804919.1	Q4CS16
353153.XP_808020.1	Q4D0X1
353153.XP_814846.1	Q4DKE3
353153.XP_813368.1	Q4DG65
353153.XP_816463.1	Q4DQ27
353153.XP_821835.1	Q4E5G1
353153.XP_810388.1	Q4D7N2
353153.XP_809565.1	Q4D5A9
353153.XP_817794.1	Q4DTS0
353153.XP_809366.1	Q4D4S3
353153.XP_811027.1	Q4D9I1
353153.XP_808854.1	Q4D3A0
353153.XP_811552.1	Q4DB03
353153.XP_819927.1	Q4DZW1
353153.XP_813945.1	Q4DHV6
353153.XP_802864.1	Q4CMB7
353153.XP_805022.1	Q4CSB9
353153.XP_816323.1	Q4DPK8
353153.XP_815546.1	Q4DMD5
353153.XP_805772.1	Q4CUG6
353153.XP_802425.1	Q4CL27
353153.XP_809985.1	Q4D6I2
353153.XP_814279.1	Q4DIT2
353153.XP_810300.1	Q4D7F2
353153.XP_813167.1	Q4DFL6
353153.XP_807625.1	Q4CZS3
353153.XP_817305.1	Q4DSF6
353153.XP_813076.1	Q4DFC3
353153.XP_817928.1	Q4DU83
353153.XP_813765.1	Q4DHB5
353153.XP_807283.1	Q4CYT0
353153.XP_811725.1	Q4DBH6
353153.XP_813494.1	Q4DGJ6
353153.XP_821922.1	Q4E5P7
353153.XP_812295.1	Q4DD32
353153.XP_812647.1	Q4DE50
353153.XP_816096.1	Q4DP00
353153.XP_810999.1	Q4D9D6
353153.XP_814228.1	Q4DIM7
353153.XP_802940.1	Q4CMJ2
353153.XP_805647.1	Q4CU45
353153.XP_814999.1	Q4DKU2
353153.XP_815710.1	Q4DMW3
353153.XP_809142.1	Q4D434
353153.XP_819282.1	Q4DY53
353153.XP_816914.1	Q4DRC6
353153.XP_815703.1	Q4DMU8
353153.XP_817072.1	Q4DRQ2
353153.XP_806587.1	Q4CWT7
353153.XP_806518.1	Q4CWL0
353153.XP_808707.1	Q4D2W4
353153.XP_815139.1	Q4DL91
353153.XP_819024.1	Q4DXC4
353153.XP_813801.1	Q4DHE3
353153.XP_813345.1	Q4DG47
353153.XP_821817.1	Q4E575
353153.XP_816871.1	Q4DR69
353153.XP_817229.1	Q4DS88
353153.XP_809756.1	Q4D5V6
353153.XP_811945.1	Q4DC37
353153.XP_812963.1	Q4DF07
353153.XP_810727.1	Q4D8N2
353153.XP_821809.1	Q4E585
353153.XP_807096.1	Q4CY98
353153.XP_816141.1	Q4DP28
353153.XP_807182.1	Q4CYH9
353153.XP_808539.1	Q4D2C9
353153.XP_810811.1	Q4D8W2
353153.XP_820501.1	Q4E1M2
353153.XP_818415.1	Q4DVM5
353153.XP_814788.1	Q4DK79
353153.XP_810332.1	Q4D7H7
353153.XP_820729.1	Q4E253
353153.XP_820372.1	Q4E168
353153.XP_804952.1	Q4CS48
353153.XP_805296.1	Q4CT43
353153.XP_807540.1	Q4CZI4
353153.XP_820117.1	Q4E0G2
353153.XP_811272.1	Q4DA73
353153.XP_812447.1	Q4DDK4
353153.XP_815283.1	Q4DLP2
353153.XP_803831.1	Q4CP13
353153.XP_807815.1	Q4D0A7
353153.XP_810065.1	Q4D6Q4
353153.XP_816175.1	Q4DP60
353153.XP_820870.1	Q4E2P4
353153.XP_814966.1	Q4DKP7
353153.XP_802754.1	Q4CM06
353153.XP_817884.1	Q4DU40
353153.XP_817574.1	Q4DT76
353153.XP_820922.1	Q4E2Q4
353153.XP_810717.1	Q4D8L9
353153.XP_816384.1	Q4DPR9
353153.XP_805339.1	Q4CT87
353153.XP_813715.1	Q4DH57
353153.XP_809101.1	Q4D400
353153.XP_821206.1	Q4E3I4
353153.XP_819424.1	Q4DYH5
353153.XP_817444.1	Q4DST2
353153.XP_816513.1	Q4DQ63
353153.XP_820362.1	Q4E179
353153.XP_810530.1	Q4D837
353153.XP_809399.1	Q4D4V6
353153.XP_806269.1	Q4CVX1
353153.XP_802415.1	Q4CL18
353153.XP_814906.1	Q4DKL0
353153.XP_820574.1	Q4E1T0
353153.XP_807764.1	Q4D059
353153.XP_819612.1	Q4DYZ7
353153.XP_802917.1	Q4CMH0
353153.XP_812294.1	Q4DD33
353153.XP_821559.1	Q4E4N2
353153.XP_806851.1	Q4CXJ6
353153.XP_819893.1	Q4DZT8
353153.XP_815542.1	Q4DMD9
353153.XP_817553.1	Q4DT54
353153.XP_816443.1	Q4DPZ7
353153.XP_807560.1	Q4CZK0
353153.XP_814054.1	Q4DI59
353153.XP_819152.1	Q4DXS5
353153.XP_814650.1	Q4DJV1
353153.XP_822034.1	Q4E689
353153.XP_812851.1	Q4DEP7
353153.XP_805696.1	Q4CU89
353153.XP_804007.1	Q4CPF2
353153.XP_805126.1	Q4CSM4
353153.XP_802716.1	Q4CLW8
353153.XP_816120.1	Q4DP11
353153.XP_807485.1	Q4CZD2
353153.XP_815569.1	Q4DMG1
353153.XP_815489.1	Q4DM82
353153.XP_805967.1	Q4CV11
353153.XP_813712.1	Q4DH60
353153.XP_813772.1	Q4DHB9
353153.XP_816487.1	Q4DQ48
353153.XP_811290.1	Q4DA84
353153.XP_804123.1	Q4CPS0
353153.XP_811817.1	Q4DBR9
353153.XP_819362.1	Q4DYA8
353153.XP_813131.1	Q4DFI4
353153.XP_806737.1	Q4CX88
353153.XP_807181.1	Q4CYH8
353153.XP_816783.1	Q4DQX5
353153.XP_804524.1	Q4CQX3
353153.XP_812899.1	Q4DEU9
353153.XP_809319.1	Q4D4L2
353153.XP_820609.1	Q4E1W2
353153.XP_806623.1	Q4CWW7
353153.XP_810876.1	Q4D930
353153.XP_807502.1	Q4CZE9
353153.XP_807119.1	Q4CYC0
353153.XP_813900.1	Q4DHN5
353153.XP_809722.1	Q4D5R9
353153.XP_814009.1	Q4DI02
353153.XP_816046.1	Q4DNT3
353153.XP_819378.1	Q4DYB1
353153.XP_807994.1	Q4D0U4
353153.XP_810252.1	Q4D7A0
353153.XP_809418.1	Q4D4W4
353153.XP_814137.1	Q4DID3
353153.XP_807938.1	Q4D0N4
353153.XP_821641.1	Q4E4R0
353153.XP_820928.1	Q4E2P8
353153.XP_817254.1	Q4DSA0
353153.XP_821818.1	Q4E574
353153.XP_815293.1	Q4DLN2
353153.XP_809323.1	Q4D4M4
353153.XP_810265.1	Q4D7B7
353153.XP_808820.1	Q4D365
353153.XP_807965.1	Q4D0R8
353153.XP_817969.1	Q4DU92
353153.XP_816898.1	Q4DRA6
353153.XP_805385.1	Q4CTD7
353153.XP_802698.1	Q4CLU9
353153.XP_821824.1	Q4E576
353153.XP_815990.1	Q4DNM8
353153.XP_817067.1	Q4DRQ7
353153.XP_822138.1	Q4E602
353153.XP_817285.1	Q4DSC8
353153.XP_817378.1	Q4DSM1
353153.XP_819877.1	Q4DZP7
353153.XP_816996.1	Q4DRJ2
353153.XP_812143.1	Q4DCN2
353153.XP_802812.1	Q4CM65
353153.XP_804166.1	Q4CPW0
353153.XP_804219.1	Q4CQ18
353153.XP_811825.1	Q4DBR1
353153.XP_806437.1	Q4CWE0
353153.XP_811045.1	Q4D9J5
353153.XP_815562.1	Q4DMG9
353153.XP_821599.1	Q4E4L7
353153.XP_818416.1	Q4DVM4
353153.XP_802811.1	Q4CM63
353153.XP_818438.1	Q4DVM1
353153.XP_814138.1	Q4DID1
353153.XP_815055.1	Q4DL10
353153.XP_803219.1	Q4CNC1
353153.XP_802382.1	Q4CKY4
353153.XP_810704.1	Q4D8K1
353153.XP_812066.1	Q4DCG4
353153.XP_815230.1	Q4DLG3
353153.XP_818460.1	Q4DVR1
353153.XP_809933.1	Q4D6C6
353153.XP_805799.1	Q4CUJ9
353153.XP_806568.1	Q4CWR1
353153.XP_814472.1	Q4DJC3
353153.XP_808323.1	Q4D1S2
353153.XP_815879.1	Q4DNC9
353153.XP_816373.1	Q4DPT1
353153.XP_809156.1	Q4D452
353153.XP_813375.1	Q4DG88
353153.XP_815743.1	Q4DMX0
353153.XP_821458.1	Q4E4A6
353153.XP_804266.1	Q4CQ63
353153.XP_810664.1	Q4D8F5
353153.XP_810215.1	Q4D765
353153.XP_803005.1	Q4CMQ7
353153.XP_809120.1	Q4D420
353153.XP_811801.1	Q4DBQ8
353153.XP_814762.1	Q4DK63
353153.XP_817919.1	Q4DU54
353153.XP_813108.1	Q4DFE7
353153.XP_814519.1	Q4DJG9
353153.XP_817338.1	Q4DSJ7
353153.XP_818946.1	Q4DX44
353153.XP_809119.1	Q4D422
353153.XP_808905.1	Q4D3F0
353153.XP_817774.1	Q4DTU2
353153.XP_819692.1	Q4DZA8
353153.XP_813443.1	Q4DGD2
353153.XP_816536.1	Q4DQ97
353153.XP_820060.1	Q4E0B2
353153.XP_817724.1	Q4DTP4
353153.XP_806984.1	Q4CXY0
353153.XP_822039.1	Q4E684
353153.XP_821609.1	Q4E4V0
353153.XP_813896.1	Q4DHN9
353153.XP_811042.1	Q4D9J8
353153.XP_807044.1	Q4CY47
353153.XP_810783.1	Q4D8T0
353153.XP_816580.1	Q4DQD7
353153.XP_820555.1	Q4E1N0
353153.XP_821271.1	Q4E3S6
353153.XP_813154.1	Q4DFJ9
353153.XP_822074.1	Q4E663
353153.XP_810670.1	Q4D8H0
353153.XP_817343.1	Q4DSJ2
353153.XP_818108.1	Q4DUP9
353153.XP_820108.1	Q4E0H3
353153.XP_817704.1	Q4DTI7
353153.XP_816690.1	Q4DQP2
353153.XP_805264.1	Q4CT14
353153.XP_804423.1	Q4CQM2
353153.XP_811480.1	Q4DAT5
353153.XP_818855.1	Q4DWV8
353153.XP_821575.1	Q4E4M2
353153.XP_811595.1	Q4DB52
353153.XP_811425.1	Q4DAN6
353153.XP_816707.1	Q4DQQ9
353153.XP_803025.1	Q4CMS8
353153.XP_806693.1	Q4CX43
353153.XP_806421.1	Q4CWB6
353153.XP_808743.1	Q4D2Y5
353153.XP_812022.1	Q4DCC1
353153.XP_808570.1	Q4D2G4
353153.XP_820356.1	Q4E112
353153.XP_809465.1	Q4D518
353153.XP_812431.1	Q4DDJ1
353153.XP_808742.1	Q4D2Y6
353153.XP_816629.1	Q4DQH3
353153.XP_819900.1	Q4DZT0
353153.XP_806445.1	Q4CWE5
353153.XP_802499.1	Q4CLA1
353153.XP_813091.1	Q4DFD2
353153.XP_816445.1	Q4DPZ5
353153.XP_811914.1	Q4DC01
353153.XP_802718.1	Q4CLX0
353153.XP_805937.1	Q4CUY4
353153.XP_807365.1	Q4CZ09
353153.XP_810469.1	Q4D7W4
353153.XP_818126.1	Q4DUR8
353153.XP_815025.1	Q4DKY4
353153.XP_820698.1	Q4E275
353153.XP_818466.1	Q4DVP0
353153.XP_807507.1	Q4CZF0
353153.XP_808031.1	Q4D0X5
353153.XP_802697.1	Q4CLV0
353153.XP_811786.1	Q4DBN2
353153.XP_810418.1	Q4D7R5
353153.XP_813156.1	Q4DFJ7
353153.XP_816024.1	Q4DNQ4
353153.XP_802628.1	Q4CU35
353153.XP_805927.1	Q4CUX8
353153.XP_818821.1	Q4DWS4
353153.XP_812885.1	Q4DET3
353153.XP_802960.1	Q4CML2
353153.XP_811720.1	Q4DBG4
353153.XP_809026.1	Q4D3R7
353153.XP_818730.1	Q4DWH1
353153.XP_816031.1	Q4DNU8
353153.XP_818428.1	Q4DVL0
353153.XP_821640.1	Q4E4R1
353153.XP_810705.1	Q4D8J9
353153.XP_813671.1	Q4DH21
353153.XP_805874.1	Q4CUR8
353153.XP_809037.1	Q4D3T5
353153.XP_815521.1	Q4DMC6
353153.XP_813361.1	Q4DG49
353153.XP_804924.1	Q4CS22
353153.XP_806694.1	Q4CX42
353153.XP_804050.1	Q4CPJ7
353153.XP_816009.1	Q4DNS1
353153.XP_816455.1	Q4DPY5
353153.XP_820287.1	Q4E0W9
353153.XP_807918.1	Q4D0L3
353153.XP_809575.1	Q4D5C2
353153.XP_813889.1	Q4DHP6
353153.XP_805384.1	Q4CTD8
353153.XP_820422.1	Q4E1D7
353153.XP_807627.1	Q4CZS1
353153.XP_812900.1	Q4DEU8
353153.XP_805476.1	Q4CTM3
353153.XP_808992.1	Q4D3P5
353153.XP_813195.1	Q4DFN5
353153.XP_811632.1	Q4DB76
353153.XP_813893.1	Q4DHP2
353153.XP_804183.1	Q4CPY0
353153.XP_814127.1	Q4DIB2
353153.XP_809831.1	Q4D633
353153.XP_810967.1	G3XCP0
353153.XP_808363.1	Q4D1V9
353153.XP_814177.1	Q4DIH5
353153.XP_814437.1	Q4DJ75
353153.XP_815951.1	Q4DNL0
353153.XP_806916.1	Q4CXR6
353153.XP_806440.1	Q4CWD7
353153.XP_819308.1	Q4DY44
353153.XP_802140.1	Q4CK92
353153.XP_804608.1	Q4CR55
353153.XP_804620.1	Q4CR69
353153.XP_804636.1	Q4CR80
353153.XP_804660.1	Q4CRA7
353153.XP_804810.1	Q4CRQ8
353153.XP_806776.1	Q4CXC3
353153.XP_806871.1	Q4CXL2
353153.XP_806997.1	Q4CXZ1
353153.XP_808966.1	Q4D3K8
353153.XP_808998.1	Q4D3N8
353153.XP_809014.1	Q4D3Q4
353153.XP_809017.1	Q4D3R5
353153.XP_809089.1	Q4D3Y8
353153.XP_809113.1	Q4D407
353153.XP_809126.1	Q4D429
353153.XP_809134.1	Q4D432
353153.XP_809207.1	Q4D4A3
353153.XP_811132.1	Q4D9S8
353153.XP_811191.1	Q4D9Z1
353153.XP_811315.1	Q4DAB9
353153.XP_811386.1	Q4DAH8
353153.XP_813320.1	Q4DG04
353153.XP_813346.1	Q4DG38
353153.XP_813455.1	Q4DGE2
353153.XP_813469.1	Q4DGG6
353153.XP_813474.1	Q4DGH1
353153.XP_813513.1	Q4DGK1
353153.XP_813517.1	Q4DGL9
353153.XP_813526.1	Q4DGM5
353153.XP_815458.1	Q4DM41
353153.XP_815466.1	Q4DM63
353153.XP_815496.1	Q4DMA1
353153.XP_815555.1	Q4DMF5
353153.XP_815576.1	Q4DMI2
353153.XP_815666.1	Q4DMS7
353153.XP_815874.1	Q4DND5
353153.XP_815873.1	Q4DND6
353153.XP_815901.1	Q4DND9
353153.XP_815898.1	Q4DNE2
353153.XP_816023.1	Q4DNQ5
353153.XP_816028.1	Q4DNS0
353153.XP_816196.1	Q4DP87
353153.XP_816251.1	Q4DPE8
353153.XP_816260.1	Q4DPG1
353153.XP_816301.1	Q4DPI0
353153.XP_816333.1	Q4DPM4
353153.XP_816529.1	Q4DQ70
353153.XP_816542.1	Q4DQ91
353153.XP_816592.1	Q4DQC5
353153.XP_816574.1	Q4DQE3
353153.XP_816982.1	Q4DRG8
353153.XP_816980.1	Q4DRH0
353153.XP_817219.1	Q4DS56
353153.XP_817349.1	Q4DSI5
353153.XP_817352.1	Q4DSI8
353153.XP_817620.1	Q4DTB8
353153.XP_817641.1	Q4DTC9
353153.XP_817664.1	Q4DTE4
353153.XP_817821.1	Q4DTW3
353153.XP_817849.1	Q4DTZ1
353153.XP_817856.1	Q4DU17
353153.XP_817886.1	Q4DU38
353153.XP_817970.1	Q4DUD7
353153.XP_818068.1	Q4DUK0
353153.XP_818086.1	Q4DUM3
353153.XP_818106.1	Q4DUQ3
353153.XP_818116.1	Q4DUT2
353153.XP_818236.1	Q4DV21
353153.XP_818234.1	Q4DV23
353153.XP_818337.1	Q4DVC3
353153.XP_818529.1	Q4DVX1
353153.XP_818542.1	Q4DVZ3
353153.XP_818577.1	Q4DW04
353153.XP_818588.1	Q4DW37
353153.XP_819884.1	Q4DZU7
353153.XP_819905.1	Q4DZU9
353153.XP_819959.1	Q4DZY4
353153.XP_819943.1	Q4E001
353153.XP_820035.1	Q4E0A1
353153.XP_820155.1	Q4E0L6
353153.XP_820426.1	Q4E1D3
353153.XP_820469.1	Q4E1F8
353153.XP_820468.1	Q4E1F9
353153.XP_820474.1	Q4E1G6
353153.XP_820523.1	Q4E1J9
353153.XP_820575.1	Q4E1S9
353153.XP_820617.1	Q4E1V4
353153.XP_822090.1	Q4E630
353153.XP_822061.1	Q4E649
353153.XP_822071.1	Q4E666
353153.XP_822070.1	Q4E667
353153.XP_819160.1	Q4DXR7
353153.XP_816701.1	Q4DQR5
353153.XP_817327.1	Q4DSG9
353153.XP_817323.1	Q4DSH3
353153.XP_817480.1	Q4DSX4
353153.XP_818562.1	Q4DW19
353153.XP_820212.1	Q4E0P1
353153.XP_804798.1	Q4CRP3
353153.XP_806875.1	Q4CXM2
353153.XP_807048.1	Q4CY41
353153.XP_809127.1	Q4D428
353153.XP_811285.1	Q4DA82
353153.XP_815474.1	Q4DM70
353153.XP_816378.1	Q4DPS6
353153.XP_817858.1	Q4DU15
353153.XP_818152.1	Q4DUT9
353153.XP_822046.1	Q4E677
353153.XP_806959.1	Q4CXV2
353153.XP_809151.1	Q4D458
353153.XP_815859.1	Q4DN97
353153.XP_815878.1	Q4DND0
353153.XP_816237.1	Q4DPF1
353153.XP_816288.1	Q4DPJ0
353153.XP_816372.1	Q4DPT2
353153.XP_816939.1	Q4DRD5
353153.XP_817799.1	Q4DTW2
353153.XP_818253.1	Q4DV43
353153.XP_818347.1	Q4DVE2
353153.XP_818359.1	Q4DVH0
353153.XP_820016.1	Q4E064
353153.XP_820065.1	Q4E0A7
353153.XP_820094.1	Q4E0E5
353153.XP_820238.1	Q4E0T8
353153.XP_820331.1	Q4E138
353153.XP_804653.1	Q4CR99
353153.XP_804780.1	Q4CRM8
353153.XP_806842.1	Q4CXI3
353153.XP_806926.1	Q4CXS4
353153.XP_811125.1	Q4D9R6
353153.XP_811254.1	Q4DA45
353153.XP_811329.1	Q4DAC2
353153.XP_813421.1	Q4DGB5
353153.XP_815560.1	Q4DMF0
353153.XP_815744.1	Q4DMY9
353153.XP_815916.1	Q4DNG6
353153.XP_815940.1	Q4DNI6
353153.XP_816082.1	Q4DNX3
353153.XP_816094.1	Q4DP02
353153.XP_816264.1	Q4DPF5
353153.XP_816347.1	Q4DPP0
353153.XP_816843.1	Q4DR34
353153.XP_817750.1	Q4DTR7
353153.XP_817929.1	Q4DU82
353153.XP_818372.1	Q4DVF5
353153.XP_820182.1	Q4E0N0
353153.XP_820260.1	Q4E0R8
353153.XP_820243.1	Q4E0T3
353153.XP_820373.1	Q4E167
353153.XP_802147.1	Q4CK99
353153.XP_802301.1	Q4CKQ3
353153.XP_804646.1	Q4CR94
353153.XP_819440.1	Q4CRF7
353153.XP_804808.1	Q4CRQ3
353153.XP_804818.1	Q4CRR5
353153.XP_806838.1	Q4CXI7
353153.XP_806902.1	Q4CXP9
353153.XP_811288.1	Q4DA79
353153.XP_813337.1	Q4DG25
353153.XP_815838.1	Q4DN93
353153.XP_815858.1	Q4DN98
353153.XP_816087.1	Q4DNY0
353153.XP_816075.1	Q4DNY2
353153.XP_816108.1	Q4DNZ0
353153.XP_816195.1	Q4DP88
353153.XP_816953.1	Q4DRG1
353153.XP_818178.1	Q4DUW8
353153.XP_818450.1	Q4DVQ1
353153.XP_818551.1	Q4DVY3
353153.XP_819926.1	Q4DZW2
353153.XP_806957.1	Q4CXV4
353153.XP_809199.1	Q4D494
353153.XP_811278.1	Q4DA77
353153.XP_813424.1	Q4DGD0
353153.XP_815668.1	Q4DMS5
353153.XP_815730.1	Q4DMY3
353153.XP_815750.1	Q4DMZ8
353153.XP_815883.1	Q4DNC5
353153.XP_816004.1	Q4DNS7
353153.XP_816044.1	Q4DNT5
353153.XP_816058.1	Q4DNW0
353153.XP_816117.1	Q4DP14
353153.XP_816247.1	Q4DPD9
353153.XP_816351.1	Q4DPN6
353153.XP_816360.1	Q4DPR4
353153.XP_816674.1	Q4DQM9
353153.XP_816706.1	Q4DQR0
353153.XP_816730.1	Q4DQR7
353153.XP_816829.1	Q4DR10
353153.XP_817773.1	Q4DTU3
353153.XP_818058.1	Q4DUL0
353153.XP_818221.1	Q4DV16
353153.XP_818329.1	Q4DVD2
353153.XP_818403.1	Q4DVJ7
353153.XP_818422.1	Q4DVL7
353153.XP_818533.1	Q4DVW7
353153.XP_818527.1	Q4DVX3
353153.XP_818549.1	Q4DVY5
353153.XP_819887.1	Q4DZU4
353153.XP_820306.1	Q4E100
353153.XP_822123.1	Q4E612
353153.XP_802141.1	Q4CK93
353153.XP_808979.1	Q4D3M4
