158878.SAV2344	P65414
158878.SAV2503	A7DY83
158878.SAV2019	I2FJF3
158878.SAV2009	Q06534
158878.SAV0811	A3F6G6
158878.SAV1323	A0A0C2L7E7
158878.SAV1804	A0A090LXZ3
158878.SAV2038	O33587
158878.SAV0062	Q9XB96
158878.SAV2657	A0A068E367
158878.SAV0887	A0A098H1Q8
158878.SAV0889	A0A098H354
158878.SAVP026	K0H6D0
158878.SAV1948	A5X5R3
158878.SAV2503	Q2UWW9
158878.SAV0602	A0A090LRG1
158878.SAV2515	A0A090LZJ1
158878.SAV2025	E2FZR6
158878.SAV1991	A0A090LVN8
158878.SAV0111	G8FMN4
158878.SAV0230	G8H1N7
158878.SAVP033	Q1XG08
158878.SAV0811	Q2UXD1
158878.SAV0111	G8FMP9
158878.SAV2503	G8IRS6
158878.SAV2147	Q9R7K0
158878.SAV0799	E2FZS6
158878.SAV2504	A0A090LV38
158878.SAV1510	A0A098H5H2
158878.SAV1377	A0A098H2C2
158878.SAVP027	D3X7Z3
158878.SAV0561	L7Q108
158878.SAV1948	A0A097KJ81
158878.SAV1944	A0A098H0J7
158878.SAV0074	D2KHN9
158878.SAV0058	Q19RY3
158878.SAV1822	A0A090LRS1
158878.SAV0031	B2Y850
158878.SAV0230	Q9ADR8
158878.SAV1787	A0A0B6XMJ3
158878.SAV0790	K7ZLS2
158878.SAV0379	A0A0C2H996
158878.SAV0062	B6VQR8
158878.SAV0230	W8QIE9
158878.SAV1978	A0A098GYY3
158878.SAV2006	A0A090LVM3
158878.SAV0031	Q9KJC8
158878.SAV2198	A0A0A8CIF9
158878.SAV1944	A8HZI8
158878.SAV0024	B4F4D4
158878.SAV0058	V5YQW4
158878.SAV0886	A0A098H357
158878.SAV1993	A0A098H3X2
158878.SAV1658	Q4JFA5
158878.SAVP022	E4PYF4
158878.SAV0230	C4B849
158878.SAV2074	A0A090N2C9
158878.SAV0869	A0A098H4P7
158878.SAV1938	Q2UWN9
158878.SAV0230	G8H1P4
158878.SAV1787	A0A090M077
158878.SAV2503	G4XGY5
158878.SAV1481	Q2UX26
158878.SAV1416	A0A090LWE5
158878.SAV1823	A0A098H3G7
158878.SAVP003	U3U7H7
158878.SAV2471	A0A090N259
158878.SAV0230	G8H1P9
158878.SAV1787	A0A0B6XR69
158878.SAV0379	A0A098GZ67
158878.SAV2441	A0A098H561
158878.SAV0111	D7RHA8
158878.SAV0811	G0XY31
158878.SAV1220	A0A090N145
158878.SAV1828	Q8RR75
158878.SAV2038	Q2VG11
158878.SAV0173	A0A098GZZ6
158878.SAV0790	A0A098H0Q5
158878.SAV0061	Q3YK45
158878.SAV1944	A2I7K2
158878.SAVP030	E4PYJ9
158878.SAV0064	Q9KX83
158878.SAV1938	Q2UWM6
158878.SAV2009	Q06532
158878.SAV1657	Q6LBX9
158878.SAV0058	I1W5G0
158878.SAV1654	Q93I95
158878.SAV0881	A0A0C2L660
158878.SAV2703	A0A090LVH1
158878.SAV0062	Q5I386
158878.SAV1376	A0A0B6XQ91
158878.SAVP032	H6BF55
158878.SAV2009	Q53678
158878.SAV0173	A0A090N1M3
158878.SAV0047	D3X7T9
158878.SAV2503	Q2UWX2
158878.SAV2028	A0FIL4
158878.SAVP019	D2JB55
158878.SAV1785	A0A098H1G9
158878.SAV0081	Q9XBB4
158878.SAV1731	Q6T1I0
158878.SAV2703	A0A068E1Y7
158878.SAV1946	Q9LC47
158878.SAV1826	B6D989
158878.SAVP025	D2JFQ3
158878.SAV2657	A0A0C2HYQ6
158878.SAV0033	I2FI15
158878.SAVP015	O87359
158878.SAVP032	H6BF54
158878.SAV1785	A0A098H5F1
158878.SAV0361	A0A090LYV8
158878.SAV0715	A0A090N1D2
158878.SAV1993	A0A090N2C3
158878.SAV1828	Q9KJX8
158878.SAV1970	A0A098H0E7
158878.SAV1985	A0A090M0D9
158878.SAV2630	D5G1V3
158878.SAV2147	Q9ZB00
158878.SAV1481	A0A098H207
158878.SAV1657	F8SK73
158878.SAV0111	D9IX54
158878.SAV0034	G8EWH9
158878.SAV2503	Q2UWY5
158878.SAV2036	Q2VG13
158878.SAV0822	A0A090LQU5
158878.SAV2608	A0A0A8DHA1
158878.SAV0111	A1KE03
158878.SAV0230	G8H1P0
158878.SAV0811	G0XY18
158878.SAV1659	J3JRY2
158878.SAV1445	A0A090LWU3
158878.SAV2160	Q9LCJ8
158878.SAV0111	B8Y6N1
158878.SAV1986	A0A090LW06
158878.SAV1938	Q2UWQ2
158878.SAV0885	A0A098H4N0
158878.SAV0068	Q3YK48
158878.SAV0062	B5RHN5
158878.SAV1424	A0A098H3L0
158878.SAV0134	Q84GA8
158878.SAV0061	Q8VUU7
158878.SAV0043	I1WEG3
158878.SAV0784	I2FJE3
158878.SAVP030	Q6UB85
158878.SAV2011	Q9F0L4
158878.SAV1938	Q2UWN0
158878.SAV0790	K7ZK15
158878.SAVP032	D2J776
158878.SAV0062	C4TFB4
158878.SAV0061	A0A060PMG8
158878.SAV1828	Q52TA0
158878.SAV0904	A0A098H343
158878.SAV0062	Q19RZ4
158878.SAV0811	Q1HAN3
158878.SAV1419	A0A090N2G9
158878.SAV0061	B5BP11
158878.SAV0061	Q53IL7
158878.SAV1481	Q2UX27
158878.SAV2021	Q9F0K4
158878.SAV1590	A0A098H468
158878.SAV1824	Q9EZM3
158878.SAV0067	Q3YK49
158878.SAV1731	Q6T1J0
158878.SAV2503	A7DY73
158878.SAV0073	Q9LC49
158878.SAV2008	I2FJG3
158878.SAV1731	Q84G73
158878.SAV0716	A0A0C2LNF9
158878.SAV2009	C9E454
158878.SAV0790	A0A098H1L9
158878.SAV2389	A0A098H537
158878.SAV0059	J3JRY5
158878.SAV2009	Q06531
158878.SAV0404	Q4H3Y4
158878.SAV2279	A0A090N221
158878.SAV1824	Q8RR77
158878.SAV0230	X5F8P7
158878.SAV0024	D3W9E8
158878.SAV0811	G0XY33
158878.SAV1938	Q2UWL0
158878.SAV1938	Q2UWN2
158878.SAV1938	Q2UWQ1
158878.SAV2013	G8I0Y3
158878.SAV1655	H3K0L6
158878.SAV0230	Q9KW82
158878.SAV1323	A0A090N2E9
158878.SAV0300	A0A090N1P8
158878.SAV2587	A0A090LZT7
158878.SAV1824	Q6YCN2
158878.SAV0912	A0A098H4I1
158878.SAV0111	G8FMN8
158878.SAV2009	A0A097KJE4
158878.SAV0080	Q9KX89
158878.SAV0063	Q9KX82
158878.SAV1824	Q52TA2
158878.SAV0398	Q6SQJ8
158878.SAV0062	Q1G121
158878.SAV2493	A0A090LV32
158878.SAV0057	F4NA63
158878.SAV2630	A1KDB1
158878.SAV0044	B0LPI8
158878.SAVP032	C3VCM5
158878.SAV0230	A0A068FMS8
158878.SAV2036	Q2VFX2
158878.SAV1172	A0A098H4F3
158878.SAV1785	A0A098H0H4
158878.SAV2006	A0A098H3U4
158878.SAV1785	Q6Y0Q6
158878.SAV1786	A0A0B6XTL5
158878.SAV2036	J9Z526
158878.SAV0857	A0A0C2HXX8
158878.SAV2019	K7ZN28
158878.SAV1787	A0A098GZW7
158878.SAV0057	Q7M0M0
158878.SAV0058	Q19RX6
158878.SAV0029	B2Y851
158878.SAV1824	Q7WS59
158878.SAV0783	M4GPA1
158878.SAVP032	H6BF57
158878.SAV0031	K0H6E2
158878.SAV0063	B2Y837
158878.SAVP032	D2J9V4
158878.SAVP019	D2KP11
158878.SAV0811	G0XY30
158878.SAV0061	Q5I383
158878.SAV0398	B5TGJ4
158878.SAV0901	A0A098H346
158878.SAV0883	A0A098H1R0
158878.SAV0811	G0XY49
158878.SAV0811	Q2UXA6
158878.SAV2503	E9MXV9
158878.SAV2020	A0FIM3
158878.SAV0061	B6VQR7
158878.SAV2020	K7ZN44
158878.SAV1948	B8Y8C1
158878.SAV2630	D5G1U5
158878.SAV0599	A0A090LXE8
158878.SAV0046	B9V299
158878.SAV2022	A0FIM1
158878.SAV0068	A0A060PQ43
158878.SAV1657	Q4JFA4
158878.SAV0070	Q9XBA2
158878.SAV0913	A0A098H2B2
158878.SAV0888	A0A098H4M7
158878.SAV0147	A0A068DVR0
158878.SAVP019	E4PYF5
158878.SAV1658	D7URS2
158878.SAV2028	K7ZLS5
158878.SAV0230	Q9KW80
158878.SAV0111	X2FBK4
158878.SAV1826	Q9EZM5
158878.SAV2038	Q706X9
158878.SAV0057	Q8KWG1
158878.SAV2150	A0A098H0J0
158878.SAV0173	A0A0C2L2J7
158878.SAV1658	D5MS89
158878.SAV0561	L7Q0Y7
158878.SAV0063	Q83ZD4
158878.SAV0061	T1WWR5
158878.SAV0029	Q7DJ51
158878.SAV0061	A1IHL3
158878.SAV0230	G8H1P3
158878.SAV0024	Q3YK34
158878.SAV0787	A0A098H0L6
158878.SAV1731	Q84G74
158878.SAV1824	Q79IV2
158878.SAV0869	A0A098H1V0
158878.SAVP025	Q0P7E9
158878.SAV0062	Q19RZ9
158878.SAV1826	Q6YCN4
158878.SAV1481	Q2UX30
158878.SAV2147	A0A090M0M7
158878.SAVP015	D2KNY4
158878.SAV0058	D3W9H2
158878.SAV1946	A0A098H3E1
158878.SAV1220	Q9KX09
158878.SAV2502	E9MXU8
158878.SAV2502	E9MXV3
158878.SAV0561	L7Q295
158878.SAV0035	Q9S2Z5
158878.SAV0049	I1WEG7
158878.SAV0111	Q2UW14
158878.SAV2019	Q9F0K7
158878.SAVP016	D2KNY3
158878.SAV1948	A5X5R6
158878.SAV1657	E1UZI3
158878.SAV0890	A0A098H1Q4
158878.SAV0884	A0A098H360
158878.SAVP032	D2JEF6
158878.SAV0811	A3F6H0
158878.SAVP032	A3FNZ9
158878.SAV2147	A0A0C2HBC7
158878.SAVP032	F8V9N7
158878.SAV1707	A0A098H5Z4
158878.SAV0348	A0A090LSW2
158878.SAV0909	A0A098H1N5
158878.SAV0065	Q9KX84
158878.SAV2493	A0A098H5D1
158878.SAV0562	Q2UWA2
158878.SAV1938	Q2UWM9
158878.SAV0058	V5YQH9
158878.SAV1945	A0A098H203
158878.SAV0146	A0A0C2H8D5
158878.SAV2009	Q6XZE7
158878.SAV0700	Q9KWK0
158878.SAV0111	Q53759
158878.SAV2398	A0A098H6G8
158878.SAV0789	K7ZRX2
158878.SAV1658	E1UZI2
158878.SAV1824	Q0PRM8
158878.SAV0230	Q9KW83
158878.SAV0147	A0A090LWT2
158878.SAV1158	A0A0B6XP74
158878.SAV0342	A0A098H2A0
158878.SAV2577	A0A068E1K2
158878.SAV0230	B5KR94
158878.SAV0033	A0A0A8ILG7
158878.SAV0024	D2DWR2
158878.SAV0230	Q9KW72
158878.SAVP019	E4PYF8
158878.SAV0335	A0A098H571
158878.SAV2703	A0A0C2HYF3
158878.SAV1828	Q5D1J9
158878.SAV0070	J7HGZ7
158878.SAVP031	D2JGH4
158878.SAV0811	K9MDV2
158878.SAV1828	Q0PRM7
158878.SAV0790	K7ZLR1
158878.SAV0811	G0XY47
158878.SAV1826	B6D988
158878.SAV2153	A0A090M252
158878.SAV0061	J3JRY0
158878.SAV0031	H9C6Q2
158878.SAV0790	O54473
158878.SAVP023	Q7WUJ4
158878.SAVP022	D2JGC9
158878.SAV1540	A0A0C2HCA6
158878.SAV0298	A0A098H086
158878.SAV2472	A0A090M0X5
158878.SAV2038	Q706W7
158878.SAV0398	Q8GMB1
158878.SAV0230	G8H1P7
158878.SAVP032	H6BF60
158878.SAV0716	A0A090LVN4
158878.SAV2150	A0A0C2LCH2
158878.SAV2001	A0A0C2LJW8
158878.SAV1481	A0A090LTZ3
158878.SAV0058	B9V2B1
158878.SAV1656	D7URS0
158878.SAV2028	E2FZR3
158878.SAV0783	I2FJE2
158878.SAV0715	A0A098H5P4
158878.SAV0043	Q4JF90
158878.SAV1487	Q33C62
158878.SAV0335	A0A090N1Q5
158878.SAV1923	A0A090LYN6
158878.SAV1825	A5JJ09
158878.SAV0903	A0A098H1P3
158878.SAV1828	Q007A6
158878.SAV0062	A0A060PMJ3
158878.SAV2515	Q53764
158878.SAV0062	Q83ZD3
158878.SAV1782	A0A098H4Q9
158878.SAVP022	D2KP10
158878.SAV1655	H3K0L1
158878.SAV2021	A0A098H221
158878.SAV1829	A0A090LXQ4
158878.SAV0887	A0A098H356
158878.SAV1785	A0A090LU94
158878.SAV2017	Q7A2U6
158878.SAVP029	Q7A2K0
158878.SAV2016	Q99SN0
158878.SAV2018	Q7A2U7
158878.SAV1654	Q925Y1
158878.SAV2015	Q99SN1
158878.SAV2501	Q7A2X4
158878.SAV0221	Q932K3
158878.SAV0710	Q99VR3
158878.SAV1277	Q99UJ5
158878.SAV1546	Q99TU8
158878.SAV1411	Q99U76
158878.SAV0819	Q99VI7
158878.SAV1452	Q99U37
158878.SAV0206	Q99QS6
158878.SAV2131	Q99SC7
158878.SAV1808	Q99T62
158878.SAV1515	Q99TX8
158878.SAV2310	Q99RW3
158878.SAV0641	Q7A2W1
158878.SAV1620	Q99TM9
158878.SAV2644	Q99QZ4
158878.SAV2181	Q99S85
158878.SAV1788	Q99T81
158878.SAV1441	Q99U47
158878.SAV2647	Q99QZ1
158878.SAV2063	Q99SI9
158878.SAV1733	Q931P3
158878.SAV1718	Q99TE5
158878.SAV1684	Q99TH8
158878.SAV0467	Q99WD6
158878.SAV0188	Q99X33
158878.SAV0662	Q99VV9
158878.SAV0050	Q99XD8
158878.SAV0328	Q99WP8
158878.SAV0232	Q99WZ1
158878.SAV2311	Q99RW2
158878.SAV2702	Q7A2K2
158878.SAV1480	Q99U10
158878.SAVP024	Q7A2J5
158878.SAV2622	Q99R15
158878.SAV0717	Q99VQ6
158878.SAV1191	Q99US6
158878.SAVP030	Q932M3
158878.SAV2381	Q99RP8
158878.SAV1456	Q99U33
158878.SAV0634	Q7A2T3
158878.SAV0766	Q99VL0
158878.SAV1832	Q99T44
158878.SAV0478	Q99WC5
158878.SAV2400	Q931F5
158878.SAV1525	Q99TW8
158878.SAV1101	Q99V01
158878.SAV0742	Q99VN2
158878.SAV1300	Q99UH4
158878.SAV0557	Q99W52
158878.SAV1971	Q931L5
158878.SAV0936	Q99VE5
158878.SAV0044	Q932L4
158878.SAV2132	Q99SC6
158878.SAV2694	Q931E3
158878.SAV2111	Q99SE7
158878.SAV1299	Q99UH5
158878.SAV1577	Q99TR9
158878.SAV1444	Q99U44
158878.SAV1219	Q99UP9
158878.SAV1278	Q99UJ4
158878.SAV1848	Q99T30
158878.SAV1606	Q99TP3
158878.SAV2283	Q99RY9
158878.SAV0771	Q7A2U8
158878.SAV2276	Q99RZ6
158878.SAV1289	Q99UI4
158878.SAV0994	Q99V96
158878.SAV1307	Q99UG7
158878.SAV1844	Q99T34
158878.SAV0316	Q99WR0
158878.SAV0732	Q7A2V3
158878.SAV2079	Q99SH7
158878.SAV1765	Q99TA3
158878.SAV1702	Q99TG1
158878.SAV0363	Q99WL4
158878.SAV0917	Q931V5
158878.SAV0012	Q99XF9
158878.SAV2465	Q99RG8
158878.SAV2052	Q99SK0
158878.SAV0741	Q99VN3
158878.SAV2129	Q99SC9
158878.SAV1619	Q99TN0
158878.SAV1920	Q99SW7
158878.SAV0990	Q99VA0
158878.SAV0612	Q99W00
158878.SAV2205	Q99S64
158878.SAV1838	Q99T39
158878.SAV1879	Q99T02
158878.SAV1724	Q99TE0
158878.SAV0526	Q99W77
158878.SAV1400	Q7A2R9
158878.SAV0869	Q932A3
158878.SAV0163	Q99X58
158878.SAV1328	Q99UE8
158878.SAV2089	Q99SG8
158878.SAV1839	Q99T38
158878.SAV2467	Q99RG6
158878.SAV0035	O87369
158878.SAV0007	Q99XG4
158878.SAV2354	Q99RS1
158878.SAV1771	Q99T98
158878.SAV0549	Q99W60
158878.SAV0633	Q7A2V9
158878.SAV0665	Q99VV6
158878.SAV1127	Q99UX7
158878.SAV1088	Q99V10
158878.SAV0489	Q99WB4
158878.SAV0483	Q99WC0
158878.SAV0580	Q99W31
158878.SAV2510	Q99RC5
158878.SAV1862	Q99T17
158878.SAV0271	Q99WV4
158878.SAV2096	Q99SG1
158878.SAV1592	Q99TQ7
158878.SAV0838	Q99VG7
158878.SAV0792	Q932D6
158878.SAVP015	Q932N1
158878.SAV1290	Q99UI3
158878.SAV0590	Q99W21
158878.SAV1020	Q931V0
158878.SAV2165	Q99SA0
158878.SAV0217	Q932K4
158878.SAV1913	Q99SX4
158878.SAV0988	Q99VA2
158878.SAV2121	Q931H3
158878.SAV0373	Q99WK4
158878.SAV0657	Q99VW4
158878.SAV0556	Q99W53
158878.SAV1000	Q99V90
158878.SAV2341	Q931F9
158878.SAV0861	Q932B1
158878.SAV1197	Q99US1
158878.SAV2357	Q7A2L7
158878.SAV1505	Q99TY8
158878.SAV0475	Q99WC8
158878.SAV1837	Q99T40
158878.SAV2546	Q99R90
158878.SAV1603	Q99TP6
158878.SAV1317	Q99UF8
158878.SAV0722	Q99VQ1
158878.SAV1558	Q99TT8
158878.SAV0174	Q99X47
158878.SAV1009	Q99V82
158878.SAV1628	Q99TM1
158878.SAV1863	Q99T16
158878.SAV1041	Q99V52
158878.SAV0141	Q99X74
158878.SAV2413	Q99RL7
158878.SAV1556	Q99TU0
158878.SAV0632	Q7A2W0
158878.SAV1693	Q99TG9
158878.SAV0458	Q99WE4
158878.SAV0568	Q99W41
158878.SAV1331	Q99UE5
158878.SAV0881	Q931Z1
158878.SAV1892	Q99SZ4
158878.SAV0892	Q931Y0
158878.SAV0720	Q99VQ3
158878.SAV1547	Q99TU7
158878.SAV0784	Q932E4
158878.SAV0559	Q99W50
158878.SAV2613	Q99R24
158878.SAV0688	Q99VT3
158878.SAV0153	Q7A2Y4
158878.SAV2451	Q99RI0
158878.SAV2324	Q99RU9
158878.SAV1223	Q99UP5
158878.SAV2302	Q99RX1
158878.SAV0208	Q99X14
158878.SAV1730	Q99TD4
158878.SAV1706	Q99TF7
158878.SAV0366	Q99WL1
158878.SAV2387	Q99RP2
158878.SAV0218	Q99X04
158878.SAV0647	Q7A2V8
158878.SAV2642	Q99QZ6
158878.SAV1500	Q99TZ3
158878.SAV1044	Q99V49
158878.SAV1614	Q99TN5
158878.SAV0863	Q932A9
158878.SAV1272	Q99UK0
158878.SAV2133	Q7A2N0
158878.SAV1477	Q99U13
158878.SAV2296	Q99RX7
158878.SAV2163	Q7A2M7
158878.SAV2645	Q99QZ3
158878.SAV0663	Q99VV8
158878.SAV1891	Q99SZ5
158878.SAV2007	Q931I3
158878.SAV0799	Q932D3
158878.SAV1842	Q7A2Q3
158878.SAV1704	Q99TF9
158878.SAV1392	Q99U92
158878.SAV1882	Q99SZ9
158878.SAV2443	Q99RI8
158878.SAV2509	Q99RC6
158878.SAV1622	Q99TM7
158878.SAV0701	Q99VS2
158878.SAV1387	Q99U96
158878.SAV1519	Q99TX4
158878.SAV2278	Q99RZ4
158878.SAV1114	Q99UY8
158878.SAV1092	Q99V07
158878.SAV1755	Q931P2
158878.SAV0254	Q99WW9
158878.SAV0143	Q99X72
158878.SAV1753	Q7A2R0
158878.SAV2445	Q99RI6
158878.SAV1695	Q99TG7
158878.SAV1148	Q99UV8
158878.SAV0406	Q932I0
158878.SAV1685	Q99TH7
158878.SAV0842	Q99VG3
158878.SAV0351	Q99WM6
158878.SAV0930	Q7A2U2
158878.SAV2047	Q99SK5
158878.SAV1518	Q99TX5
158878.SAV0602	Q99W10
158878.SAV0572	Q99W37
158878.SAV1014	Q99V78
158878.SAV1367	Q99UB4
158878.SAV0093	Q99XB9
158878.SAV0680	Q99VU1
158878.SAV0938	Q99VE3
158878.SAV2141	Q99SB8
158878.SAV1021	Q931U9
158878.SAV0216	Q99X06
158878.SAV0155	Q7A2Y3
158878.SAV2545	Q7A2L0
158878.SAV2589	Q99R49
158878.SAV1137	Q99UW7
158878.SAV2143	Q931H2
158878.SAV1384	Q99U98
158878.SAV0532	Q99W71
158878.SAV0843	Q99VG2
158878.SAV0942	Q99VD9
158878.SAV1854	Q99T24
158878.SAV0959	Q99VC9
158878.SAV1149	Q931T5
158878.SAV2447	Q99RI4
158878.SAV1192	Q99US5
158878.SAV1831	Q99T45
158878.SAV0567	Q99W42
158878.SAVP016	Q7A2J9
158878.SAV1100	Q99V02
158878.SAVP034	Q932M1
158878.SAV2328	Q99RU5
158878.SAV1856	Q99T22
158878.SAV1766	Q99TA2
158878.SAV1351	Q99UC7
158878.SAV0991	Q99V99
158878.SAV1998	Q931J0
158878.SAV2270	Q99S02
158878.SAV1298	Q99UH6
158878.SAV0088	Q99XC4
158878.SAV0779	Q99VK2
158878.SAV2514	Q99RC1
158878.SAV1756	Q931P1
158878.SAV0342	Q99WN5
158878.SAV0404	Q932I2
158878.SAVP021	Q932M7
158878.SAV0457	Q99WE5
158878.SAV0446	Q99WF6
158878.SAV1498	Q7A2R5
158878.SAV0925	Q99VF1
158878.SAV1589	Q99TR0
158878.SAV0756	Q99VL9
158878.SAV0237	Q99WY6
158878.SAV1109	Q99UZ3
158878.SAV2539	Q99R96
158878.SAV0222	Q932K2
158878.SAV1006	Q931V1
158878.SAV0372	Q99WK5
158878.SAV1745	Q99TB9
158878.SAV1533	Q99TW1
158878.SAV1597	Q99TQ2
158878.SAV0491	Q99WB2
158878.SAV2367	Q99RR0
158878.SAV0731	Q99VP2
158878.SAV0995	Q99V95
158878.SAV1284	Q99UI8
158878.SAV0431	Q932G9
158878.SAVP020	Q932M8
158878.SAV0281	Q99WU5
158878.SAV0463	Q99WE0
158878.SAV1716	Q99TE7
158878.SAV2466	Q99RG7
158878.SAV0336	Q932J4
158878.SAV1931	Q99SV7
158878.SAV0831	Q99VH5
158878.SAV2592	Q99R46
158878.SAV1737	Q99TC7
158878.SAV1649	Q99TK4
158878.SAV2472	Q99RG1
158878.SAV2027	Q99SL9
158878.SAV1470	Q99U20
158878.SAV1677	Q99TI4
158878.SAV2144	Q99SB5
158878.SAV2139	Q99SC0
158878.SAV2320	Q99RV3
158878.SAV0150	Q7A2Y5
158878.SAV1266	Q99UK6
158878.SAV0484	Q932G2
158878.SAV0258	Q99WW5
158878.SAV0231	Q99WZ2
158878.SAV1587	Q931Q8
158878.SAV2138	Q99SC1
158878.SAV0140	Q99X75
158878.SAV2264	Q99S08
158878.SAV0971	Q99VB9
158878.SAV1999	Q931I9
158878.SAV1576	Q99TS0
158878.SAV1450	Q99U39
158878.SAV1560	Q99TT6
158878.SAV0571	Q99W38
158878.SAV0953	Q7A2T4
158878.SAV1690	Q99TH2
158878.SAV0541	Q7A2X0
158878.SAV1305	Q99UG9
158878.SAV2067	Q99SI7
158878.SAV0604	Q99W08
158878.SAV1526	Q99TW7
158878.SAV2600	Q99R37
158878.SAV0207	Q99X15
158878.SAV2187	Q99S80
158878.SAV0830	Q99VH6
158878.SAV0986	Q99VA4
158878.SAV0386	Q932J2
158878.SAV1212	Q99UQ6
158878.SAVP010	Q932N5
158878.SAV1028	Q99V65
158878.SAV0213	Q99X09
158878.SAV2553	Q99R83
158878.SAV1217	Q99UQ1
158878.SAV0718	Q99VQ5
158878.SAV2448	Q99RI3
158878.SAV2116	Q99SE2
158878.SAV1025	Q931U8
158878.SAV0219	Q99X03
158878.SAV0253	Q99WX0
158878.SAV1763	Q99TA5
158878.SAV0308	Q99WR9
158878.SAV1472	Q99U18
158878.SAV1479	Q99U11
158878.SAV1458	Q99U31
158878.SAV1742	Q99TC2
158878.SAV0592	Q99W20
158878.SAV0748	Q7A2V0
158878.SAV0508	Q99W95
158878.SAV1593	Q99TQ6
158878.SAV2609	Q99R28
158878.SAV1011	Q7A2T1
158878.SAV0723	Q99VQ0
158878.SAV1723	Q99TE1
158878.SAV2152	Q99SA7
158878.SAV1188	Q7A2S6
158878.SAV1111	Q99UZ1
158878.SAV1653	Q48363
158878.SAV0003	Q99XG7
158878.SAV1388	Q931R9
158878.SAVP019	Q932M9
158878.SAV2043	Q99SK9
158878.SAV2369	Q99RQ8
158878.SAV2082	Q99SH5
158878.SAV1225	Q99UP3
158878.SAV2701	Q7A2K3
158878.SAV1288	Q99UI5
158878.SAV1850	Q99T28
158878.SAV1516	Q99TX7
158878.SAVP023	Q7A2J6
158878.SAV1493	Q99TZ8
158878.SAV1211	Q99UQ7
158878.SAV0565	Q99W44
158878.SAV1281	Q99UJ1
158878.SAV0845	Q99VG0
158878.SAV0016	Q99XF5
158878.SAV2530	Q99RA5
158878.SAV0266	Q99WV9
158878.SAV1796	Q99T74
158878.SAV2525	Q99RB0
158878.SAV0416	Q99WI7
158878.SAV2347	Q99RS6
158878.SAV1818	Q99T55
158878.SAV1517	Q99TX6
158878.SAV0944	Q99VD7
158878.SAV0164	Q99X57
158878.SAV2614	Q99R23
158878.SAV0832	Q99VH4
158878.SAV2064	Q931H6
158878.SAV1529	Q931R2
158878.SAV0171	Q99X50
158878.SAV1752	Q99TB3
158878.SAV1235	Q99UN5
158878.SAV1980	Q931K6
158878.SAVP013	Q932N3
158878.SAV1308	Q99UG6
158878.SAV0476	Q99WC7
158878.SAVP008	Q932N8
158878.SAV1689	Q99TH3
158878.SAV0691	Q99VT0
158878.SAV1064	Q99V33
158878.SAV0594	Q99W18
158878.SAV1237	Q99UN3
158878.SAV0040	O54520
158878.SAV1847	Q99T31
158878.SAV1124	Q99UY0
158878.SAV1067	Q99V30
158878.SAV0041	Q54113
158878.SAV0806	Q932C6
158878.SAV1440	Q99U48
158878.SAV0672	Q99VU9
158878.SAV1555	Q99TU1
158878.SAV0199	Q99X22
158878.SAV1936	Q99SV2
158878.SAV0215	Q99X07
158878.SAV1153	Q99UV4
158878.SAVP007	Q932N7
158878.SAV1163	Q99UU6
158878.SAV0243	Q99WY0
158878.SAV2285	Q99RY7
158878.SAV1929	Q99SV9
158878.SAV2699	Q99QU3
158878.SAV1143	Q99UW2
158878.SAV1527	Q99TW6
158878.SAV1855	Q99T23
158878.SAV1141	Q99UW4
158878.SAV2620	Q99R17
158878.SAV1507	Q99TY6
158878.SAV1627	Q99TM2
158878.SAV1234	Q99UN6
158878.SAV0591	Q7A2W6
158878.SAV2378	Q931F8
158878.SAV2051	Q99SK1
158878.SAV1329	Q99UE7
158878.SAV1759	Q99TA9
158878.SAV2325	Q99RU8
158878.SAV0987	Q99VA3
158878.SAVP005	Q932P0
158878.SAV2426	Q99RK6
158878.SAV2255	Q99S16
158878.SAV0310	Q99WR7
158878.SAV1123	Q99UY1
158878.SAV0203	Q99X18
158878.SAV0104	Q99XA9
158878.SAV1952	Q99ST9
158878.SAV0631	Q99VY4
158878.SAV0170	Q99X51
158878.SAV2384	Q99RP5
158878.SAV1358	Q99UC1
158878.SAV0666	Q99VV5
158878.SAV2151	Q99SA8
158878.SAV0358	Q99WL9
158878.SAV2385	Q99RP4
158878.SAV2110	Q99SE8
158878.SAV1692	Q99TH0
158878.SAV1036	Q99V57
158878.SAV2087	Q99SH0
158878.SAV0667	Q99VV4
158878.SAV0978	Q99VB2
158878.SAV2313	Q99RW0
158878.SAV1159	Q99UU9
158878.SAV0492	Q99WB1
158878.SAV2624	Q99R13
158878.SAV2358	Q99RR9
158878.SAV1725	Q99TD9
158878.SAV0770	Q99VK7
158878.SAV0248	Q99WX5
158878.SAV1056	Q99V40
158878.SAV0822	Q99VI4
158878.SAV1869	Q99T10
158878.SAV1080	Q99V17
158878.SAV2180	Q99S86
158878.SAV0103	Q7A2Y9
158878.SAV1827	Q99T48
158878.SAV0339	Q99WN8
158878.SAV0305	Q99WS2
158878.SAV2212	Q99S57
158878.SAV2168	Q931H0
158878.SAV0684	Q932E9
158878.SAV0736	Q99VN8
158878.SAV2072	Q99SI3
158878.SAV1544	Q99TV0
158878.SAV0654	Q99VW7
158878.SAV1488	Q99U02
158878.SAV0814	Q99VJ1
158878.SAV2000	Q99SP2
158878.SAV1940	Q931M9
158878.SAV0292	Q99WT5
158878.SAV0061	Q7A2Z9
