8364.ENSXETP00000049381	Q5XGC8
8364.ENSXETP00000060508	A0JM49
8364.ENSXETP00000053635	Q6P2W7
8364.ENSXETP00000044018	Q6DF40
8364.ENSXETP00000056222	B4F6Y3
8364.ENSXETP00000054622	A9UL91
8364.ENSXETP00000027870	B3DLF3
8364.ENSXETP00000058977	A0JPA6
8364.ENSXETP00000043137	B4F6X2
8364.ENSXETP00000044860	Q3B7I8
8364.ENSXETP00000042475	Q28DG6
8364.ENSXETP00000047916	Q28D79
8364.ENSXETP00000033260	Q6DIS8
8364.ENSXETP00000039669	Q6DIY8
8364.ENSXETP00000063134	Q0VFI9
8364.ENSXETP00000015728	Q28DB3
8364.ENSXETP00000045377	Q08D62
8364.ENSXETP00000000359	Q0V9K1
8364.ENSXETP00000028891	A1A5G4
8364.ENSXETP00000035979	Q6P7N1
8364.ENSXETP00000039416	Q0IHQ3
8364.ENSXETP00000055099	Q6P848
8364.ENSXETP00000012160	B2GUN4
8364.ENSXETP00000047379	Q28EX7
8364.ENSXETP00000011218	Q68FA7
8364.ENSXETP00000061447	Q28IK8
8364.ENSXETP00000032976	Q566L8
8364.ENSXETP00000037322	Q0V9X7
8364.ENSXETP00000002764	Q6DIN3
8364.ENSXETP00000059893	Q28FT4
8364.ENSXETP00000058983	F7BHS0
8364.ENSXETP00000019989	Q28E45
8364.ENSXETP00000060521	Q6DIH3
8364.ENSXETP00000046917	Q28BS0
8364.ENSXETP00000010537	Q6GL41
8364.ENSXETP00000000515	Q561P5
8364.ENSXETP00000034197	Q28CM3
8364.ENSXETP00000060047	Q0V9Q6
8364.ENSXETP00000028127	F6RIX4
8364.ENSXETP00000009702	Q6DER1
8364.ENSXETP00000004851	Q0P4J6
8364.ENSXETP00000056411	Q28H85
8364.ENSXETP00000031439	Q28GQ2
8364.ENSXETP00000055685	Q6DJ25
8364.ENSXETP00000010935	Q6P255
8364.ENSXETP00000046771	Q08D69
8364.ENSXETP00000037314	Q0VFR9
8364.ENSXETP00000062949	Q28GE1
8364.ENSXETP00000051133	A1L0Z0
8364.ENSXETP00000000590	A4IHD9
8364.ENSXETP00000003112	Q5XHA1
8364.ENSXETP00000043883	A4IIZ9
8364.ENSXETP00000038255	Q28FE2
8364.ENSXETP00000001186	Q5M8Y7
8364.ENSXETP00000003150	Q5BJ48
8364.ENSXETP00000021128	Q08BU1
8364.ENSXETP00000034579	A0JM12
8364.ENSXETP00000006113	Q6DIF3
8364.ENSXETP00000014336	Q28GW8
8364.ENSXETP00000063262	Q6DJ03
8364.ENSXETP00000021510	Q28C98
8364.ENSXETP00000008737	Q66KJ9
8364.ENSXETP00000046100	B1WB06
8364.ENSXETP00000017172	Q5M8E6
8364.ENSXETP00000000786	A4IIK1
8364.ENSXETP00000007980	Q0VFP3
8364.ENSXETP00000062362	Q6DIT7
8364.ENSXETP00000055220	A4IH46
8364.ENSXETP00000010697	Q28FF3
8364.ENSXETP00000010697	Q6P3R2
8364.ENSXETP00000002145	Q5BIZ0
8364.ENSXETP00000027721	Q28E13
8364.ENSXETP00000030226	F6SDF8
8364.ENSXETP00000042031	A4IID1
8364.ENSXETP00000027356	Q28H63
8364.ENSXETP00000054090	Q6PBC3
8364.ENSXETP00000019879	Q5FVV3
8364.ENSXETP00000029978	F6QZ15
8364.ENSXETP00000007115	Q5EB28
8364.ENSXETP00000061846	A9JSE7
8364.ENSXETP00000007838	Q6DIS1
8364.ENSXETP00000058994	Q66JF3
8364.ENSXETP00000029916	Q66I46
8364.ENSXETP00000043492	Q6GLD9
8364.ENSXETP00000004204	Q6P8F3
8364.ENSXETP00000047441	Q28HV5
8364.ENSXETP00000007443	Q0V9L1
8364.ENSXETP00000036083	A4IJ21
8364.ENSXETP00000006423	Q28C88
8364.ENSXETP00000008697	Q5M8H5
8364.ENSXETP00000035627	Q28FE4
8364.ENSXETP00000009873	A8KBF6
8364.ENSXETP00000053787	Q0P4L7
8364.ENSXETP00000048602	A4QNL8
8364.ENSXETP00000062534	A4IHS0
8364.ENSXETP00000030537	Q28J92
8364.ENSXETP00000033971	Q28C89
8364.ENSXETP00000035774	A4IGU3
8364.ENSXETP00000021254	Q28IN4
8364.ENSXETP00000012027	F6V515
8364.ENSXETP00000006782	Q0P4G8
8364.ENSXETP00000047908	A9JTX2
8364.ENSXETP00000016895	Q5EB32
8364.ENSXETP00000047323	Q0VFN1
8364.ENSXETP00000016462	Q5FW37
8364.ENSXETP00000000659	Q6DIY2
8364.ENSXETP00000047640	Q66KJ5
8364.ENSXETP00000044483	Q640B4
8364.ENSXETP00000058498	Q6DFR5
8364.ENSXETP00000060042	Q08D18
8364.ENSXETP00000039929	Q28DJ2
8364.ENSXETP00000008080	B3DLH6
8364.ENSXETP00000056275	Q6DDA3
8364.ENSXETP00000060043	A0JM41
8364.ENSXETP00000023784	A9UM82
8364.ENSXETP00000052973	Q0VFD6
8364.ENSXETP00000018153	Q28DB1
8364.ENSXETP00000016323	Q6DJS0
8364.ENSXETP00000021826	Q5XGA9
8364.ENSXETP00000063481	A8E5V7
8364.ENSXETP00000009603	Q68F90
8364.ENSXETP00000010405	Q08CZ6
8364.ENSXETP00000052998	Q90ZZ6
8364.ENSXETP00000024964	A8WH18
8364.ENSXETP00000053463	Q28DI5
8364.ENSXETP00000052747	A4II32
8364.ENSXETP00000027372	Q66IM5
8364.ENSXETP00000019844	Q5BJ68
8364.ENSXETP00000048892	Q28CZ9
8364.ENSXETP00000038222	Q6DF53
8364.ENSXETP00000014533	B3DLU1
8364.ENSXETP00000062475	Q6DIE2
8364.ENSXETP00000041997	Q6DES0
8364.ENSXETP00000014702	Q4KKX4
8364.ENSXETP00000012155	Q66JL0
8364.ENSXETP00000034257	B3DL53
8364.ENSXETP00000004498	A4IIK7
8364.ENSXETP00000024039	Q66IG4
8364.ENSXETP00000035239	Q66KM2
8364.ENSXETP00000062596	Q6DFS4
8364.ENSXETP00000030072	Q6DIX1
8364.ENSXETP00000060802	Q5U4X8
8364.ENSXETP00000053281	Q6DFN1
8364.ENSXETP00000032027	A2VCU8
8364.ENSXETP00000051831	Q5M8F7
8364.ENSXETP00000039513	Q28FI8
8364.ENSXETP00000038676	A1L0Y2
8364.ENSXETP00000001789	Q5FW38
8364.ENSXETP00000042319	Q4V786
8364.ENSXETP00000022374	B4F721
8364.ENSXETP00000063281	Q6P4L9
8364.ENSXETP00000058341	Q28IV8
8364.ENSXETP00000055093	Q6P8E9
8364.ENSXETP00000014709	Q6P8C4
8364.ENSXETP00000038700	A4QND5
8364.ENSXETP00000059993	Q5M8S7
8364.ENSXETP00000025924	Q28IE5
8364.ENSXETP00000028231	Q0IHU6
8364.ENSXETP00000040025	F6R2G2
8364.ENSXETP00000002564	Q0IHM1
8364.ENSXETP00000057710	Q6P2Z6
8364.ENSXETP00000027403	A4IH61
8364.ENSXETP00000044001	F7DL67
8364.ENSXETP00000019730	Q800C0
8364.ENSXETP00000019730	Q800B9
8364.ENSXETP00000019726	Q28GB8
8364.ENSXETP00000048326	Q6NVB0
8364.ENSXETP00000001676	A2RUV0
8364.ENSXETP00000054165	Q28EB4
8364.ENSXETP00000051399	Q28CK1
8364.ENSXETP00000011580	A4IIG7
8364.ENSXETP00000018759	Q66JK1
8364.ENSXETP00000008564	A4II29
8364.ENSXETP00000054235	Q6P881
8364.ENSXETP00000059424	Q28E61
8364.ENSXETP00000052934	Q66KI9
8364.ENSXETP00000011758	A4IHT9
8364.ENSXETP00000050005	Q28FH2
8364.ENSXETP00000030922	B1H2P7
8364.ENSXETP00000028229	F6WXT2
8364.ENSXETP00000022766	A4QNM5
8364.ENSXETP00000040431	Q5M8V2
8364.ENSXETP00000023025	Q28IB1
8364.ENSXETP00000056747	Q6DK84
8364.ENSXETP00000013054	Q5FVW4
8364.ENSXETP00000057362	Q5BKG8
8364.ENSXETP00000062804	A0JM24
8364.ENSXETP00000025532	Q28GQ3
8364.ENSXETP00000034268	Q5EB30
8364.ENSXETP00000037840	Q0VA36
8364.ENSXETP00000012772	Q28C22
8364.ENSXETP00000026720	Q5XGE0
8364.ENSXETP00000004944	A2VCV0
8364.ENSXETP00000018601	Q66JG0
8364.ENSXETP00000003568	Q0V9V5
8364.ENSXETP00000018762	A4IIT5
8364.ENSXETP00000006166	Q0IJ05
8364.ENSXETP00000062148	Q0P4K0
8364.ENSXETP00000017518	Q66JF8
8364.ENSXETP00000047164	A9ULC7
8364.ENSXETP00000045608	Q28IL7
8364.ENSXETP00000031929	Q5M8L0
8364.ENSXETP00000062901	Q6GL44
8364.ENSXETP00000034219	Q28FN6
8364.ENSXETP00000040682	Q28EM7
8364.ENSXETP00000051350	A4II73
8364.ENSXETP00000054711	A4IHY0
8364.ENSXETP00000014232	A8KBE0
8364.ENSXETP00000013076	Q08BT9
8364.ENSXETP00000011859	Q501L1
8364.ENSXETP00000026865	Q6DJ05
8364.ENSXETP00000029616	Q505I0
8364.ENSXETP00000002097	Q28G26
8364.ENSXETP00000008656	B3DM25
8364.ENSXETP00000059598	B3DM23
8364.ENSXETP00000037820	B1WAZ6
8364.ENSXETP00000031935	Q6NVP7
8364.ENSXETP00000057278	Q6AZL2
8364.ENSXETP00000051230	Q6DIR8
8364.ENSXETP00000016453	Q6DIV5
8364.ENSXETP00000025796	A1L1C7
8364.ENSXETP00000005393	Q28EM3
8364.ENSXETP00000016629	Q28DP6
8364.ENSXETP00000002730	A0JMA6
8364.ENSXETP00000011400	B4F6V6
8364.ENSXETP00000001070	B3DM47
8364.ENSXETP00000028696	Q6P4W8
8364.ENSXETP00000051391	Q6GL33
8364.ENSXETP00000033156	Q0VFE3
8364.ENSXETP00000045936	Q28IJ3
8364.ENSXETP00000044617	F7EC58
8364.ENSXETP00000051592	A9UMS3
8364.ENSXETP00000011135	Q0V9U8
8364.ENSXETP00000055107	Q0V987
8364.ENSXETP00000040976	Q66KD6
8364.ENSXETP00000013678	Q6GL14
8364.ENSXETP00000013605	Q66IJ4
8364.ENSXETP00000022477	Q5XGG3
8364.ENSXETP00000048869	Q6P4K8
8364.ENSXETP00000023096	A8KBF3
8364.ENSXETP00000053593	Q6P4L6
8364.ENSXETP00000036949	Q640B3
8364.ENSXETP00000012653	Q28DT3
8364.ENSXETP00000022754	P62205
8364.ENSXETP00000047662	Q5NDE6
8364.ENSXETP00000037784	Q6DDB9
8364.ENSXETP00000011525	Q68EQ8
8364.ENSXETP00000013682	Q28BL7
8364.ENSXETP00000025161	Q4QQQ7
8364.ENSXETP00000031753	A1L0Z1
8364.ENSXETP00000047331	F6ZT52
8364.ENSXETP00000029138	B1H1G2
8364.ENSXETP00000045522	Q0P4J9
8364.ENSXETP00000026543	Q6DIQ3
8364.ENSXETP00000007163	Q6GLB0
8364.ENSXETP00000044675	Q6P861
8364.ENSXETP00000062639	Q28IG6
8364.ENSXETP00000013375	Q6DFT3
8364.ENSXETP00000025076	A4IGU9
8364.ENSXETP00000052896	Q6NVU2
8364.ENSXETP00000017880	Q28E28
8364.ENSXETP00000036646	Q6GL23
8364.ENSXETP00000052923	Q28H87
8364.ENSXETP00000062917	B4F6U4
8364.ENSXETP00000063886	A4II60
8364.ENSXETP00000047440	Q28BR5
8364.ENSXETP00000054548	Q5M8Z2
8364.ENSXETP00000014840	Q28FG2
8364.ENSXETP00000016698	Q5BKH5
8364.ENSXETP00000023852	Q6NVP6
8364.ENSXETP00000011720	Q5XGI0
8364.ENSXETP00000058783	Q6P870
8364.ENSXETP00000062737	F6XBL2
8364.ENSXETP00000051203	A4IHY1
8364.ENSXETP00000042581	Q5XGC5
8364.ENSXETP00000016226	A9JTS9
8364.ENSXETP00000056764	Q08D11
8364.ENSXETP00000060819	Q6P875
8364.ENSXETP00000060819	Q28GB0
8364.ENSXETP00000053180	Q6DIW6
8364.ENSXETP00000063266	Q0IHQ9
8364.ENSXETP00000006099	Q28DX0
8364.ENSXETP00000032548	Q5M8K0
8364.ENSXETP00000005753	Q28IZ3
8364.ENSXETP00000021859	A4IHM6
8364.ENSXETP00000063918	Q0VFL7
8364.ENSXETP00000061426	Q28HC9
8364.ENSXETP00000004846	Q28FM1
8364.ENSXETP00000049065	Q6GL85
8364.ENSXETP00000029726	Q640R7
8364.ENSXETP00000036560	Q08CX1
8364.ENSXETP00000002157	Q6P315
8364.ENSXETP00000044114	Q6P616
8364.ENSXETP00000053069	Q6P8A7
8364.ENSXETP00000024600	Q6DIV4
8364.ENSXETP00000038206	Q66KL9
8364.ENSXETP00000008646	Q5M8V8
8364.ENSXETP00000032762	Q6P819
8364.ENSXETP00000025854	Q5XGF7
8364.ENSXETP00000023109	Q5BL63
8364.ENSXETP00000049947	Q6DEW6
8364.ENSXETP00000063755	Q5FW17
8364.ENSXETP00000061861	Q6DFS2
8364.ENSXETP00000060331	Q0D2E8
8364.ENSXETP00000047352	B1WAV2
8364.ENSXETP00000012258	Q0V9K5
8364.ENSXETP00000001335	A0JM95
8364.ENSXETP00000027482	Q28EC1
8364.ENSXETP00000008925	Q6DF62
8364.ENSXETP00000012507	Q5M8L6
8364.ENSXETP00000043046	Q0IIV2
8364.ENSXETP00000063691	Q6WRY0
8364.ENSXETP00000025292	A0JPA1
8364.ENSXETP00000032292	A2RUV4
8364.ENSXETP00000042624	Q0VFF9
8364.ENSXETP00000006281	Q6P4W7
8364.ENSXETP00000060379	A0PJP4
8364.ENSXETP00000012804	Q0P4J3
8364.ENSXETP00000020110	Q5I0R6
8364.ENSXETP00000006384	Q28IL6
8364.ENSXETP00000036714	Q6PBC1
8364.ENSXETP00000057890	Q6DER2
8364.ENSXETP00000034688	P14117
8364.ENSXETP00000033787	Q6PBF0
8364.ENSXETP00000042033	Q0VFH6
8364.ENSXETP00000048921	Q28GD1
8364.ENSXETP00000063799	Q0P4W3
8364.ENSXETP00000004081	Q640V2
8364.ENSXETP00000023715	Q0V9R0
8364.ENSXETP00000051634	Q6P360
8364.ENSXETP00000035727	Q0IJ20
8364.ENSXETP00000064105	Q66JE4
8364.ENSXETP00000006779	B0BLU1
8364.ENSXETP00000057130	Q28DS3
8364.ENSXETP00000009955	Q07G42
8364.ENSXETP00000055374	Q28GL3
8364.ENSXETP00000044770	Q28GD9
8364.ENSXETP00000052845	Q28E41
8364.ENSXETP00000054288	A4QNF3
8364.ENSXETP00000032149	Q28IV3
8364.ENSXETP00000004311	Q6DDC6
8364.ENSXETP00000020709	Q642T2
8364.ENSXETP00000056755	Q6PBC4
8364.ENSXETP00000042710	Q28DE6
8364.ENSXETP00000029459	B7ZTR0
8364.ENSXETP00000041385	A1L0Z6
8364.ENSXETP00000025536	Q5FVY2
8364.ENSXETP00000023794	Q6DFN5
8364.ENSXETP00000063896	Q5M7L6
8364.ENSXETP00000054113	Q5XHJ5
8364.ENSXETP00000057070	Q6P8D1
8364.ENSXETP00000025212	Q561P3
8364.ENSXETP00000058548	A7MC64
8364.ENSXETP00000005799	Q28D16
8364.ENSXETP00000049555	Q66II8
8364.ENSXETP00000053216	B0JYS7
8364.ENSXETP00000016042	Q0V9V7
8364.ENSXETP00000054859	A9ULH0
8364.ENSXETP00000059904	Q6P4K6
8364.ENSXETP00000020041	Q0V9N0
8364.ENSXETP00000060679	Q8AWH2
8364.ENSXETP00000060679	Q6GLH8
8364.ENSXETP00000001541	Q6F2F0
8364.ENSXETP00000059087	Q28DZ0
8364.ENSXETP00000041138	Q5BL44
8364.ENSXETP00000021053	Q28E01
8364.ENSXETP00000045314	Q28ES4
8364.ENSXETP00000036732	B0JZG0
8364.ENSXETP00000000481	Q6DJ08
8364.ENSXETP00000063269	Q6P316
8364.ENSXETP00000031355	Q05AQ3
8364.ENSXETP00000058845	A4IIC3
8364.ENSXETP00000013074	A4IIF2
8364.ENSXETP00000054304	A4IHW3
8364.ENSXETP00000033116	Q8AXS6
8364.ENSXETP00000028146	Q0V9U2
8364.ENSXETP00000032118	Q5XH90
8364.ENSXETP00000031652	Q28HE5
8364.ENSXETP00000058281	Q5M7S0
8364.ENSXETP00000008023	A4IIC5
8364.ENSXETP00000038810	Q640S1
8364.ENSXETP00000021967	Q28J44
8364.ENSXETP00000054787	A4IGY6
8364.ENSXETP00000014622	Q28GL6
8364.ENSXETP00000000333	Q28DS0
8364.ENSXETP00000056365	Q6GLA2
8364.ENSXETP00000055286	F7C1E2
8364.ENSXETP00000059301	Q6DIT8
8364.ENSXETP00000054708	Q6P7L4
8364.ENSXETP00000001741	Q05AS9
8364.ENSXETP00000005409	Q5BL81
8364.ENSXETP00000058524	B1H1Z8
8364.ENSXETP00000044862	F7E728
8364.ENSXETP00000026454	Q5U4Q9
8364.ENSXETP00000055073	Q5XHA0
8364.ENSXETP00000016859	Q5XH95
8364.ENSXETP00000047500	Q0V984
8364.ENSXETP00000001653	Q28GJ0
8364.ENSXETP00000049016	Q07G43
8364.ENSXETP00000007710	Q5EBF6
8364.ENSXETP00000029442	B0BM36
8364.ENSXETP00000055056	Q5U4Y8
8364.ENSXETP00000054287	Q01H83
8364.ENSXETP00000023401	Q01H84
8364.ENSXETP00000060967	Q6PBD1
8364.ENSXETP00000062024	Q5BKN4
8364.ENSXETP00000026555	A1L0Y5
8364.ENSXETP00000032937	Q5M7P4
8364.ENSXETP00000008143	Q08D57
8364.ENSXETP00000034176	A4IGY9
8364.ENSXETP00000062313	B7ZUF3
8364.ENSXETP00000030207	A4QNG5
8364.ENSXETP00000036910	Q4QQN5
8364.ENSXETP00000012803	Q0V9E9
8364.ENSXETP00000000246	Q5BKK4
8364.ENSXETP00000034034	Q66IM1
8364.ENSXETP00000009693	Q08CX2
8364.ENSXETP00000023846	Q5U228
8364.ENSXETP00000054866	Q28FJ0
8364.ENSXETP00000010793	Q28E95
8364.ENSXETP00000001920	Q05B18
8364.ENSXETP00000060716	Q09JY9
8364.ENSXETP00000019965	Q28G02
8364.ENSXETP00000022803	Q701R1
8364.ENSXETP00000046368	Q5I033
8364.ENSXETP00000035952	Q28EM2
8364.ENSXETP00000061495	A4IIM3
8364.ENSXETP00000004834	F7DKV7
8364.ENSXETP00000019595	B0BM28
8364.ENSXETP00000021155	B0BM16
8364.ENSXETP00000057091	Q6DII7
8364.ENSXETP00000026585	Q5FVW6
8364.ENSXETP00000053352	Q0VA20
8364.ENSXETP00000060821	A4IGL8
8364.ENSXETP00000063125	P0C8Y7
8364.ENSXETP00000000989	Q0P4U8
8364.ENSXETP00000034992	Q0IIX4
8364.ENSXETP00000002451	Q0VA04
8364.ENSXETP00000008862	B5DDX6
8364.ENSXETP00000016234	A4QNL6
8364.ENSXETP00000054434	Q6P317
8364.ENSXETP00000053789	Q28GF4
8364.ENSXETP00000059024	Q6DFM1
8364.ENSXETP00000018644	Q6DDA4
8364.ENSXETP00000004753	Q28E02
8364.ENSXETP00000061995	Q28HD5
8364.ENSXETP00000033408	Q28GP7
8364.ENSXETP00000015994	Q0IIW3
8364.ENSXETP00000053108	Q66K94
8364.ENSXETP00000013902	A4IIJ8
8364.ENSXETP00000037344	Q28EW4
8364.ENSXETP00000049107	A4QNG3
8364.ENSXETP00000004031	Q6NVN0
8364.ENSXETP00000016558	Q68FA4
8364.ENSXETP00000055793	B3DM43
8364.ENSXETP00000035030	B1H349
8364.ENSXETP00000001530	Q28GD5
8364.ENSXETP00000018550	Q28H91
8364.ENSXETP00000062650	Q0VA40
8364.ENSXETP00000024877	Q05AS3
8364.ENSXETP00000057493	Q5M8J5
8364.ENSXETP00000057635	Q6P8A1
8364.ENSXETP00000022695	Q6DF39
8364.ENSXETP00000054148	Q5M8Y1
8364.ENSXETP00000043089	B3DLE8
8364.ENSXETP00000033649	Q6DEY1
8364.ENSXETP00000018277	A8WGF7
8364.ENSXETP00000057841	Q6P8B3
8364.ENSXETP00000030568	Q5Y171
8364.ENSXETP00000060132	B0BML7
8364.ENSXETP00000060337	A2BDG5
8364.ENSXETP00000046307	F6UH96
8364.ENSXETP00000022767	Q28DT9
8364.ENSXETP00000043169	Q0V9A3
8364.ENSXETP00000053478	Q6DFT6
8364.ENSXETP00000019124	B0S4Q1
8364.ENSXETP00000060502	Q28EE8
8364.ENSXETP00000037412	Q68F99
8364.ENSXETP00000025855	Q5M7M7
8364.ENSXETP00000055434	A8E5V9
8364.ENSXETP00000058705	Q0IHQ8
8364.ENSXETP00000049383	Q6P3Q4
8364.ENSXETP00000061858	A9JTS5
8364.ENSXETP00000038004	Q6DIP9
8364.ENSXETP00000047766	Q6DEP7
8364.ENSXETP00000027383	Q28H04
8364.ENSXETP00000060897	Q6DK72
8364.ENSXETP00000057384	A4IHH4
8364.ENSXETP00000011888	Q28CQ7
8364.ENSXETP00000061138	Q0VA03
8364.ENSXETP00000042092	Q5EAL3
8364.ENSXETP00000015579	A9UL70
8364.ENSXETP00000053697	Q8AWH3
8364.ENSXETP00000017999	Q6DJ95
8364.ENSXETP00000027183	Q66JG3
8364.ENSXETP00000049327	Q28G05
8364.ENSXETP00000054391	Q6P1S4
8364.ENSXETP00000061793	A4IJ05
8364.ENSXETP00000043847	Q0V9S0
8364.ENSXETP00000057912	Q6DIJ1
8364.ENSXETP00000005350	Q6P320
8364.ENSXETP00000019687	Q5FWV6
8364.ENSXETP00000008133	Q63ZG0
8364.ENSXETP00000000087	A3KN95
8364.ENSXETP00000031352	Q28FG4
8364.ENSXETP00000017361	F6V1J6
8364.ENSXETP00000015464	Q28CV2
8364.ENSXETP00000009646	Q28EH9
8364.ENSXETP00000008483	Q0V9V2
8364.ENSXETP00000048482	Q5EBG2
8364.ENSXETP00000037091	Q66II5
8364.ENSXETP00000001136	Q6DEW4
8364.ENSXETP00000051085	Q66JG5
8364.ENSXETP00000010789	Q28F51
8364.ENSXETP00000015280	F7BLM1
8364.ENSXETP00000025890	Q28J24
8364.ENSXETP00000041789	Q28IX8
8364.ENSXETP00000052187	Q6GLE7
8364.ENSXETP00000060998	Q0IHY4
8364.ENSXETP00000061659	Q08CX5
8364.ENSXETP00000060842	Q28C33
8364.ENSXETP00000050138	Q6DEY8
8364.ENSXETP00000053835	A1L0Z4
8364.ENSXETP00000002327	F6UMY3
8364.ENSXETP00000021491	Q28CB1
8364.ENSXETP00000023482	Q6DIM3
8364.ENSXETP00000000222	Q6DIY4
8364.ENSXETP00000034256	Q28DH2
8364.ENSXETP00000018725	Q28GG8
8364.ENSXETP00000020169	Q66IH2
8364.ENSXETP00000025355	Q6DJ55
8364.ENSXETP00000013817	Q3SA49
8364.ENSXETP00000028708	Q3SA46
8364.ENSXETP00000044410	Q3SA48
8364.ENSXETP00000000219	A8E5T6
8364.ENSXETP00000051840	A9JRJ2
8364.ENSXETP00000013073	A4IHD1
8364.ENSXETP00000032120	Q66JC5
8364.ENSXETP00000022773	Q08CY4
8364.ENSXETP00000054726	Q6GL04
8364.ENSXETP00000025315	Q6DIR5
8364.ENSXETP00000045614	Q6GL68
8364.ENSXETP00000017166	Q28HM1
8364.ENSXETP00000038128	Q28I19
8364.ENSXETP00000008231	Q0IIX9
8364.ENSXETP00000012777	A4IGQ8
8364.ENSXETP00000022480	Q6DIN8
8364.ENSXETP00000031684	Q5BKN8
8364.ENSXETP00000011893	Q28FB9
8364.ENSXETP00000035835	Q28DG8
8364.ENSXETP00000052013	B5DE70
8364.ENSXETP00000013129	B1WAX6
8364.ENSXETP00000028687	F6PTN1
8364.ENSXETP00000049805	Q28FY0
8364.ENSXETP00000056932	Q6P321
8364.ENSXETP00000041721	Q5M7K0
8364.ENSXETP00000015436	Q5FW12
8364.ENSXETP00000020367	A4IIN5
8364.ENSXETP00000017169	Q08CW1
8364.ENSXETP00000026479	Q66JJ4
8364.ENSXETP00000008404	Q0IJ33
8364.ENSXETP00000019393	Q66JC0
8364.ENSXETP00000062848	F6RWY9
8364.ENSXETP00000059547	Q0V9E0
8364.ENSXETP00000059816	Q5EAL6
8364.ENSXETP00000062463	A4IIU3
8364.ENSXETP00000047267	Q6DFQ7
8364.ENSXETP00000017377	Q28GF8
8364.ENSXETP00000042110	A9UL59
8364.ENSXETP00000017280	B0JYX6
8364.ENSXETP00000007717	F7B645
8364.ENSXETP00000010581	F6UF99
8364.ENSXETP00000002224	Q68FB2
8364.ENSXETP00000056707	Q5HZT8
8364.ENSXETP00000057416	Q6DDB3
8364.ENSXETP00000033191	Q5M8E3
8364.ENSXETP00000055979	Q07FZ2
8364.ENSXETP00000046386	Q6P8F8
8364.ENSXETP00000001972	Q28FA9
8364.ENSXETP00000049766	Q6GL42
8364.ENSXETP00000008822	Q5XGD7
8364.ENSXETP00000054935	Q6DIE4
8364.ENSXETP00000053849	Q0V982
8364.ENSXETP00000030172	Q28EW0
8364.ENSXETP00000010618	A4II15
8364.ENSXETP00000053585	Q28GR1
8364.ENSXETP00000004805	Q28BQ6
8364.ENSXETP00000058106	Q28GF5
8364.ENSXETP00000061631	A4IGI5
8364.ENSXETP00000056751	Q6PBE5
8364.ENSXETP00000036495	Q6P4N1
8364.ENSXETP00000054516	Q0V9J0
8364.ENSXETP00000054433	B0BMG8
8364.ENSXETP00000011270	Q6DFQ5
8364.ENSXETP00000006683	Q4V9Y1
8364.ENSXETP00000055702	Q6DFS0
8364.ENSXETP00000060705	Q6DFR0
8364.ENSXETP00000041847	Q6P825
8364.ENSXETP00000050639	Q5BKJ7
8364.ENSXETP00000037458	A4QNP0
8364.ENSXETP00000017843	Q5BKH4
8364.ENSXETP00000025092	Q0VFT9
8364.ENSXETP00000051603	B0BM40
8364.ENSXETP00000056766	Q28IG8
8364.ENSXETP00000000724	A4IIY2
8364.ENSXETP00000005433	A4IH24
8364.ENSXETP00000016445	Q28DL4
8364.ENSXETP00000034221	F6ZQ54
8364.ENSXETP00000056209	Q640S6
8364.ENSXETP00000026710	A9ULB4
8364.ENSXETP00000063204	B4F6W9
8364.ENSXETP00000031631	F6VSS6
8364.ENSXETP00000021255	Q28H76
8364.ENSXETP00000008598	Q5XGG2
8364.ENSXETP00000042141	Q5M7S9
8364.ENSXETP00000063035	B0BM39
8364.ENSXETP00000015179	Q5M8I4
8364.ENSXETP00000060601	A4IHR1
8364.ENSXETP00000007165	Q28DB0
8364.ENSXETP00000046598	Q5EBF2
8364.ENSXETP00000026816	Q6DIV2
8364.ENSXETP00000013230	A4IHU6
8364.ENSXETP00000010246	A4QNN7
8364.ENSXETP00000060296	Q6P1U2
8364.ENSXETP00000054392	Q6DFT4
8364.ENSXETP00000060892	Q5I082
8364.ENSXETP00000032445	Q28FQ5
8364.ENSXETP00000060585	A0JM20
8364.ENSXETP00000054036	Q6GLG7
8364.ENSXETP00000054035	Q5XGE4
8364.ENSXETP00000039688	Q6P8D9
8364.ENSXETP00000054232	Q28CQ4
8364.ENSXETP00000035725	Q28EX9
8364.ENSXETP00000023831	Q5M8Y2
8364.ENSXETP00000063683	Q28F89
8364.ENSXETP00000040243	Q08CZ0
8364.ENSXETP00000015581	A4QND0
8364.ENSXETP00000015787	F6V6I0
8364.ENSXETP00000043701	Q0VA64
8364.ENSXETP00000028068	A0JM59
8364.ENSXETP00000048254	A4QNN3
8364.ENSXETP00000028749	Q28CN3
8364.ENSXETP00000020288	Q0V9G5
8364.ENSXETP00000029972	A1A5G2
8364.ENSXETP00000031565	Q6GL38
8364.ENSXETP00000012041	Q6GL77
8364.ENSXETP00000037794	B1H116
8364.ENSXETP00000019992	Q28HK1
8364.ENSXETP00000018628	Q66KB7
8364.ENSXETP00000056902	B3DL37
8364.ENSXETP00000048273	F6UA42
8364.ENSXETP00000052951	Q28IB3
8364.ENSXETP00000061420	A0JM80
8364.ENSXETP00000029521	D7REX8
8364.ENSXETP00000027944	Q0VFC7
8364.ENSXETP00000059937	Q5XGE2
8364.ENSXETP00000023371	F7AEX0
8364.ENSXETP00000046851	Q6DF08
8364.ENSXETP00000030056	Q6P335
8364.ENSXETP00000012852	Q4VBG5
