7460.GB18323-PA	P15450
7460.GB18984-PA	A0A088AW39
7460.GB19314-PA	A0A087ZWM2
7460.GB11978-PA	A0A087ZX41
7460.GB10768-PA	A0A088A0N2
7460.GB12341-PA	A0A088A4P1
7460.GB13220-PA	A0A088AB14
7460.GB11557-PA	A0A088ARN2
7460.GB11784-PA	A0A088ASG5
7460.GB14337-PA	A0A087ZS18
7460.GB19279-PA	A0A087ZY88
7460.GB19498-PA	A0A088A3B1
7460.GB14517-PA	A0A088A1Z9
7460.GB15949-PA	A0A088AAB8
7460.GB10970-PA	A0A088ADL1
7460.GB17588-PA	A0A088AIN5
7460.GB14972-PA	A0A087ZPP3
7460.GB14989-PA	A0A088ACW7
7460.GB16965-PA	A0A087ZYL4
7460.GB11116-PA	A0A087ZYT3
7460.GB12017-PA	A0A088A038
7460.GB16202-PA	A0A088A0Y6
7460.GB11526-PA	A0A088A2J7
7460.GB15503-PA	A0A088AFB1
7460.GB10552-PA	A0A088AMG9
7460.GB12432-PA	A0A088AR50
7460.GB17560-PA	A0A088AS18
7460.GB13035-PA	A0A088AUK2
7460.GB15730-PA	A0A088AV06
7460.GB18730-PA	A0A0B5EBR4
7460.GB13698-PA	A0A088A6B1
7460.GB13216-PA	A0A0B4J2P0
7460.GB20013-PA	A0A0B4J2P2
7460.GB14619-PA	A0A087ZUQ9
7460.GB13912-PA	A0A087ZYW8
7460.GB18585-PA	A0A088A1G3
7460.GB13506-PA	A0A088A3I4
7460.GB10478-PA	A0A088AAB1
7460.GB18357-PA	A0A088ADK8
7460.GB12375-PA	A0A088AJ47
7460.GB30450-PA	A0A088ALF2
7460.GB13596-PA	A0A088AMB8
7460.GB11011-PA	A0A088AP31
7460.GB10754-PA	A0A088ASS8
7460.GB10752-PA	A0A088AU94
7460.GB19050-PA	A0A088AV35
7460.GB17854-PA	A0A088A1R6
7460.GB12795-PA	A0A088A7V4
7460.GB19910-PA	A0A087ZSX9
7460.GB16561-PA	A0A088AG18
7460.GB14641-PA	A0A087ZYY1
7460.GB18307-PA	A0A088AHF0
7460.GB17270-PA	A0A088AV70
7460.GB19380-PA	A0A087ZND2
7460.GB13356-PA	A0A088A2N0
7460.GB18662-PA	A0A088A3R2
7460.GB13478-PA	A0A088A5R3
7460.GB14612-PA	A0A088A673
7460.GB11885-PA	A0A088A8Z7
7460.GB12086-PA	A0A088ADB5
7460.GB11973-PA	A0A088AIK9
7460.GB17592-PA	A0A088AJ89
7460.GB16754-PA	A0A088AJH9
7460.GB16874-PA	A0A088ALE7
7460.GB19750-PA	A0A088AN52
7460.GB16637-PA	A0A088APJ2
7460.GB11357-PA	A0A087ZR35
7460.GB17175-PA	A0A087ZX62
7460.GB17107-PA	A0A088A9H3
7460.GB10253-PA	A0A088AQ34
7460.GB30287-PA	A0A087ZNA4
7460.GB14913-PA	A0A088A3A5
7460.GB17090-PA	A0A088A7L8
7460.GB11701-PA	A0A088A9E6
7460.GB16585-PA	A0A088AQN4
7460.GB12249-PA	A0A088ASQ3
7460.GB10196-PA	A0A088ATH7
7460.GB10195-PA	A0A088AVE2
7460.GB12839-PA	A0A088A579
7460.GB19751-PA	A0A087ZZQ3
7460.GB11191-PA	A0A088AAD0
7460.GB12964-PA	A0A087ZZH9
7460.GB14000-PA	A0A088ABL3
7460.GB15628-PA	A0A088ARB1
7460.GB16381-PA	A0A088A4U6
7460.GB13888-PA	A0A088AEQ4
7460.GB18574-PA	A0A088AQJ5
7460.GB15798-PA	A0A088AT14
7460.GB15815-PA	A0A087ZNW8
7460.GB10725-PA	A0A087ZSU8
7460.GB19978-PA	A0A087ZUR8
7460.GB16904-PA	A0A087ZXT9
7460.GB11042-PA	A0A088AHY7
7460.GB11458-PA	A0A0B4J2P1
7460.GB10762-PA	A0A087ZQS7
7460.GB20017-PA	A0A088AFM4
7460.GB10212-PA	A0A088ALX7
7460.GB15372-PA	A0A087ZZQ6
7460.GB13158-PA	A0A087ZQ46
7460.GB13896-PA	A0A088ACQ5
7460.GB14705-PA	A0A087ZXT6
7460.GB13843-PA	A0A088A357
7460.GB10854-PA	A0A087ZXF7
7460.GB10378-PA	A0A088A5Q9
7460.GB13467-PA	A0A088AKB2
7460.GB13858-PA	A0A088ARU4
7460.GB12207-PA	A0A088AS28
7460.GB17484-PA	A0A088AFC8
7460.GB11826-PA	A0A088A512
7460.GB13436-PA	A0A088AA42
7460.GB16654-PA	A0A088AE00
7460.GB15901-PA	A0A088A129
7460.GB10224-PA	A0A088A7V6
7460.GB10304-PA	A0A088AHE4
7460.GB14127-PA	A0A088ALH3
7460.GB12590-PA	A0A088AMH4
7460.GB10018-PA	A0A088AE24
7460.GB10122-PA	A0A087ZSC1
7460.GB13630-PA	A0A088A4J9
7460.GB11403-PA	A0A088AKG2
7460.GB14153-PA	A0A087ZNT1
7460.GB15903-PA	A0A087ZR86
7460.GB10541-PA	A0A087ZSI3
7460.GB16047-PA	A0A087ZW69
7460.GB16530-PA	A0A088A2L7
7460.GB10397-PA	A0A088A3R5
7460.GB10274-PA	A0A088ALX6
7460.GB10264-PA	A0A088AUU4
7460.GB13977-PA	A0A088A154
7460.GB12946-PA	A0A088AAI5
7460.GB11033-PA	A0A0B5EG06
7460.GB17898-PA	A0A088A1L9
7460.GB17766-PA	A0A088AIN3
7460.GB15660-PA	A0A088ACL1
7460.GB14916-PA	A0A088AIA4
7460.GB18678-PA	A0A087ZSI2
7460.GB16970-PA	A0A088A146
7460.GB16726-PA	A0A088A2S3
7460.GB10284-PA	A0A088A390
7460.GB30447-PA	A0A088ALD7
7460.GB15728-PA	A0A088A6T0
7460.GB30417-PA	A0A088AKV9
7460.GB14932-PA	A0A087ZQW1
7460.GB11892-PA	A0A087ZVF4
7460.GB19709-PA	A0A088AU72
7460.GB15566-PB	A0A088AUC8
7460.GB17825-PA	A0A088A2A1
7460.GB18320-PA	A0A088A2D5
7460.GB12738-PA	A0A088AH49
7460.GB15975-PA	A0A088ANK6
7460.GB13290-PA	A0A088AW10
7460.GB10003-PA	A0A088AMG7
7460.GB11135-PA	Q9U9J6
7460.GB12934-PA	A0A087ZPR7
7460.GB15968-PA	A0A087ZTP8
7460.GB15122-PA	A0A087ZZB1
7460.GB15087-PA	A0A088A105
7460.GB16864-PA	A0A088A1M5
7460.GB18191-PA	A0A088A2A5
7460.GB11128-PA	A0A088A2A7
7460.GB18320-PA	A0A088A2D3
7460.GB16497-PA	A0A088A3R1
7460.GB14744-PA	A0A088A5E3
7460.GB11804-PA	A0A088ACJ0
7460.GB20089-PA	A0A088AK33
7460.GB13903-PA	A0A088AT67
7460.GB13035-PA	A0A088AT78
7460.GB12209-PA	A0A088AW48
7460.GB15108-PA	A0A087ZXD9
7460.GB14060-PA	A0A088ABY1
7460.GB15524-PA	A0A088A349
7460.GB14980-PA	A0A087ZR38
7460.GB18088-PA	A0A087ZSE8
7460.GB14037-PA	A0A088A1P6
7460.GB18606-PA	A0A088A309
7460.GB14191-PA	A0A088A9Q2
7460.GB15877-PA	A0A088AAJ8
7460.GB16702-PA	A0A088ACS4
7460.GB12290-PA	A0A088ACT0
7460.GB12732-PA	A0A088AP06
7460.GB12151-PA	A0A088AUF4
7460.GB13730-PA	A0A088AUN5
7460.GB15394-PA	A0A088AVJ0
7460.GB11621-PA	A0A088ARQ2
7460.GB15771-PA	A0A088AKS3
7460.GB12954-PA	A0A087ZUR7
7460.GB16409-PA	A0A087ZWE5
7460.GB19420-PA	A0A088A2N1
7460.GB18528-PA	A0A088A2S1
7460.GB19832-PA	A0A087ZVX3
7460.GB12121-PA	A0A087ZVX4
7460.GB19435-PA	A0A088A6A4
7460.GB18294-PA	A0A088ACI4
7460.GB10964-PA	A0A088AJ04
7460.GB13741-PA	A0A087ZV06
7460.GB13520-PA	A0A087ZZ42
7460.GB16597-PA	A0A088A120
7460.GB15255-PA	A0A088AET0
7460.GB19041-PA	A0A088AH82
7460.GB10891-PA	A0A0A7NXB7
7460.GB12253-PA	A0A088AGH6
7460.GB17739-PA	A0A087ZQ25
7460.GB18122-PA	A0A087ZYX9
7460.GB17149-PA	A0A088AUX2
7460.GB30133-PA	H9KTG2
7460.GB19484-PA	A0A087ZSL6
7460.GB13375-PA	A0A0B4J2M7
7460.GB11684-PA	A0A087ZNA9
7460.GB10575-PA	A0A087ZNQ5
7460.GB15005-PA	A0A087ZPA3
7460.GB30225-PA	A0A087ZRU6
7460.GB16830-PA	A0A087ZZ41
7460.GB14030-PA	A0A088A058
7460.GB17709-PA	A0A088A0N4
7460.GB16015-PA	A0A088A528
7460.GB12844-PA	A0A088A6Z0
7460.GB10262-PA	A0A088AC85
7460.GB15257-PA	A0A088AFE1
7460.GB12633-PA	A0A088AHQ5
7460.GB14233-PA	A0A088AJC1
7460.GB19848-PA	A0A088AN25
7460.GB10693-PA	A0A088APS1
7460.GB18331-PA	A0A088AUM7
7460.GB11102-PA	A0A088AUR4
7460.GB12137-PA	A0A088AUS6
7460.GB17712-PC	A0A088AEX5
7460.GB10461-PA	A0A088AJZ2
7460.GB10777-PA	A0A087ZMX6
7460.GB18029-PA	A0A087ZNK3
7460.GB10587-PA	A0A088AGP1
7460.GB15718-PA	A0A088APK1
7460.GB18003-PA	A0A088AW55
7460.GB16812-PA	H9KID5
7460.GB11643-PA	A0A088A266
7460.GB18517-PA	A0A088A6V2
7460.GB10781-PA	A0A088AHA3
7460.GB13965-PA	A0A087ZQV6
7460.GB17478-PA	A0A087ZR22
7460.GB12441-PA	A0A087ZV22
7460.GB12803-PA	A0A087ZZX0
7460.GB16255-PA	A0A088A534
7460.GB14966-PA	A0A088A5N7
7460.GB14554-PA	A0A088AFV4
7460.GB10272-PA	A0A088AKE0
7460.GB10763-PA	A0A088ARJ3
7460.GB19650-PA	A0A088AQ93
7460.GB14232-PA	D7RIF7
7460.GB12953-PA	A0A087ZR05
7460.GB12240-PA	A0A087ZWL9
7460.GB13260-PA	A0A088A5C3
7460.GB15854-PA	A0A088AVS9
7460.GB17868-PA	A0A087ZNK1
7460.GB17975-PA	A0A087ZPM4
7460.GB14436-PA	A0A087ZTL5
7460.GB12824-PA	A0A087ZYD9
7460.GB19158-PA	A0A088A2E8
7460.GB10702-PA	A0A088ABJ8
7460.GB15705-PA	A0A088AMU2
7460.GB14894-PA	A0A088AW11
7460.GB10903-PA	H9K170
7460.GB11876-PA	A0A088A1P7
7460.GB18303-PA	A0A088A4M7
7460.GB12895-PA	A0A088AEL4
7460.GB12127-PA	A0A087ZP33
7460.GB14961-PA	A0A087ZPW9
7460.GB16329-PA	A0A087ZQN4
7460.GB13378-PA	A0A087ZSC5
7460.GB13735-PA	A0A088A439
7460.GB11085-PA	A0A088A7M7
7460.GB17177-PA	A0A088ADP3
7460.GB15918-PA	A0A088AEL5
7460.GB12090-PA	A0A088AGJ1
7460.GB13789-PA	A0A088AU21
7460.GB20070-PA	A0A0B4J2P5
7460.GB15030-PA	B7SW92
7460.GB16107-PA	A0A088ARV7
7460.GB12666-PA	A0A088AB79
7460.GB16900-PA	A0A088AGG9
7460.GB13238-PA	A0A088AVK1
7460.GB15009-PA	A0A087ZQB2
7460.GB12737-PA	A0A088AM80
7460.GB17282-PA	A0A087ZP00
7460.GB14061-PA	A0A087ZNQ9
7460.GB11941-PA	A0A087ZW58
7460.GB19368-PA	A0A087ZZE8
7460.GB18097-PA	A0A088A0U5
7460.GB16281-PA	A0A088A1R5
7460.GB12637-PA	A0A088AC67
7460.GB11717-PA	A0A088ACU2
7460.GB11796-PA	A0A088AG06
7460.GB16848-PA	A0A088AJU6
7460.GB17446-PA	A0A088AJV2
7460.GB17291-PB	A0A088AES7
7460.GB14005-PA	A0A088ANH4
7460.GB19582-PA	A0A088ASF2
7460.GB13204-PA	A0A088AR91
7460.GB10920-PA	A0A088A9J7
7460.GB17040-PA	A0A088ABK1
7460.GB10836-PA	A0A088AGW8
7460.GB16566-PA	A0A088AL13
7460.GB11850-PA	A0A088ARQ4
7460.GB10759-PA	A0A088ACE2
7460.GB13164-PA	A0A088ANK1
7460.GB17788-PA	A7M6D2
7460.GB10445-PA	A0A088ABJ1
7460.GB15953-PA	A0A088ARZ9
7460.GB17225-PA	A0A088AU17
7460.GB12561-PA	A0A087ZS98
7460.GB13817-PA	A0A087ZSE9
7460.GB10655-PA	A0A087ZYR7
7460.GB10207-PA	A0A087ZYS2
7460.GB11374-PA	A0A087ZZ31
7460.GB14799-PA	A0A087ZZJ6
7460.GB12168-PA	A0A088A295
7460.GB10381-PA	A0A088A5K1
7460.GB13583-PA	A0A088A9L4
7460.GB17701-PA	A0A088AAG2
7460.GB12004-PA	A0A088ANX5
7460.GB13254-PA	A0A088ANZ6
7460.GB10577-PA	A0A088APQ9
7460.GB10960-PA	A0A088ASA1
7460.GB13271-PA	A0A088AW65
7460.GB19873-PA	A0A0B4J2N5
7460.GB11235-PA	A0A088ALC6
7460.GB30202-PA	A0A088AND0
7460.GB12766-PA	A0A088AHT5
7460.GB18394-PA	T1SGQ4
7460.GB11843-PA	A0A088A551
7460.GB15741-PA	A0A088APQ6
7460.GB30286-PA	A0A087ZNA3
7460.GB10681-PA	A0A087ZPQ2
7460.GB17188-PA	A0A087ZUI4
7460.GB12927-PA	A0A088ANQ4
7460.GB12214-PA	A0A088AVS1
7460.GB12321-PA	A0A087ZNU2
7460.GB15083-PA	A0A087ZS89
7460.GB10848-PA	A0A087ZTK3
7460.GB10065-PA	A0A087ZVJ0
7460.GB18330-PA	A0A088A0I5
7460.GB18753-PA	A0A088AC21
7460.GB15512-PA	A0A088ADT5
7460.GB13577-PA	A0A088AF46
7460.GB14466-PA	A0A088AS51
7460.GB17950-PA	A0A087ZQ38
7460.GB16396-PA	A0A087ZSF4
7460.GB11772-PA	A0A087ZUS3
7460.GB12327-PA	A0A087ZYB7
7460.GB18765-PA	A0A087ZYD4
7460.GB19732-PA	A0A088A4H4
7460.GB15310-PA	A0A088A8A6
7460.GB16402-PA	A0A088ACH4
7460.GB16542-PA	A0A088ADP4
7460.GB16580-PA	A0A088AF50
7460.GB19846-PA	A0A088AGZ8
7460.GB15047-PA	A0A088AT92
7460.GB17945-PA	A0A088AVF6
7460.GB30176-PA	A0A088ALF1
7460.GB16805-PA	A0A088AQB1
7460.GB11125-PA	C4MBZ4
7460.GB13544-PA	A0A088A0D8
7460.GB14548-PA	A0A088A5G0
7460.GB12544-PA	A0A088AGK9
7460.GB16633-PA	A0A088ASJ5
7460.GB11628-PA	A0A087ZMY7
7460.GB11143-PA	A0A087ZPU9
7460.GB14535-PA	A0A087ZU69
7460.GB15916-PA	A0A087ZW81
7460.GB13754-PA	A0A088AQC7
7460.GB12778-PA	A0A087ZYX4
7460.GB12396-PA	A0A088A2C1
7460.GB13519-PA	A0A088A510
7460.GB14433-PA	A0A088A9P5
7460.GB15634-PA	A0A088A9W1
7460.GB10766-PA	A0A088AD68
7460.GB10632-PA	A0A088ADP6
7460.GB17255-PA	A0A088AHV3
7460.GB30093-PA	A0A088AJW4
7460.GB16794-PA	A0A088ALQ0
7460.GB18105-PA	A0A088AMA0
7460.GB18028-PA	A0A087ZUZ0
7460.GB17624-PA	A0A088AN86
7460.GB14686-PA	A0A088AR93
7460.GB13130-PA	A0A088A0L4
7460.GB30445-PA	A0A088ALD0
7460.GB19689-PA	A0A088APQ2
7460.GB16231-PA	A0A087ZT86
7460.GB10279-PA	A0A087ZYY2
7460.GB11065-PA	A0A088A391
7460.GB11819-PA	A0A088A9B0
7460.GB10050-PA	A0A088AJT8
7460.GB14053-PA	A0A088AGP7
7460.GB13659-PA	A0A088A118
7460.GB17396-PA	A0A088A457
7460.GB30183-PA	A0A088ALB3
7460.GB15711-PA	A0A087ZYC6
7460.GB19929-PA	A0A088AS83
7460.GB19880-PA	A0A088ARJ9
7460.GB14130-PA	A0A0B4J2L6
7460.GB11060-PA	A0A087ZPW3
7460.GB16189-PA	A0A088AFJ2
7460.GB16610-PA	A0A088AIV0
7460.GB30365-PA	Q1W640
7460.GB12455-PA	A0A087ZSS5
7460.GB10138-PA	A0A087ZYV2
7460.GB17480-PA	A0A088A2E2
7460.GB17418-PA	A0A088AB77
7460.GB12504-PA	A0A088ACC2
7460.GB11856-PA	A0A088ADQ8
7460.GB16449-PA	A0A088AFG2
7460.GB17108-PA	A0A088AFV5
7460.GB16979-PA	A0A088AJB3
7460.GB19788-PA	A0A088APQ5
7460.GB13555-PA	A0A088ATD2
7460.GB30279-PA	A0A087ZN93
7460.GB14418-PA	A0A087ZXW3
7460.GB13813-PA	A0A088AD42
7460.GB10767-PB	A0A088AR60
7460.GB13928-PA	A0A088ATD6
7460.GB13368-PA	Q9Y1C5
7460.GB16221-PA	A0A088AN27
7460.GB15805-PA	A0A087ZNX7
7460.GB17319-PA	A0A088AUH9
7460.GB15066-PA	A0A087ZS86
7460.GB18901-PA	A0A087ZZB6
7460.GB16917-PA	A0A088A768
7460.GB15225-PB	A0A088A8A7
7460.GB12983-PA	A0A088ABH7
7460.GB14955-PA	A0A088ADX8
7460.GB15254-PA	A0A088AFN9
7460.GB10737-PA	A0A088AND4
7460.GB13118-PA	A0A088ASB6
7460.GB12024-PA	A0A087ZQ22
7460.GB14198-PA	A0A087ZTB0
7460.GB16663-PA	A0A088ATI8
7460.GB13368-PA	A0A087ZPK0
7460.GB17812-PA	A0A087ZVH1
7460.GB11210-PA	A0A087ZYD5
7460.GB16422-PA	A0A088A072
7460.GB15896-PA	A0A088A0F5
7460.GB11466-PA	A0A088A0S0
7460.GB11900-PA	A0A088A183
7460.GB14443-PA	A0A088A327
7460.GB15437-PA	A0A088AVA3
7460.GB18806-PA	A0A088A7Q5
7460.GB14347-PA	A0A088ACV3
7460.GB17837-PA	A0A088AI77
7460.GB17286-PA	A0A088ARA9
7460.GB13409-PA	A0A088AIF3
7460.GB11158-PA	A0A088AMH5
7460.GB15158-PA	A0A088AGU2
7460.GB12358-PA	A0A088AJ71
7460.GB12949-PA	A0A088AKI3
7460.GB20015-PA	A0A088AMJ8
7460.GB11166-PA	A0A088AQ77
7460.GB18771-PA	A0A0B4J2P3
7460.GB17154-PA	A0A088AAA3
7460.GB14955-PA	A0A088ADX9
7460.GB13818-PA	A0A087ZT38
7460.GB13000-PA	A0A088AW92
7460.GB17691-PA	A0A087ZVU5
7460.GB14488-PA	A0A088A1B3
7460.GB10618-PA	A0A088A333
7460.GB17249-PA	A0A088A3M5
7460.GB12043-PA	A0A088A647
7460.GB12774-PA	A0A088AAG3
7460.GB13767-PA	A0A088AC02
7460.GB11660-PA	A0A088AI45
7460.GB13572-PA	A0A088AUB3
7460.GB11288-PA	A0A088AMX6
7460.GB13914-PA	A0A088ANF0
7460.GB15327-PA	Q6QTA6
7460.GB15097-PA	A0A088A4D5
7460.GB14609-PA	A0A088AB74
7460.GB11639-PA	A0A087ZXD0
7460.GB11910-PA	A0A088A1Z6
7460.GB13670-PA	A0A088A4X2
7460.GB20150-PA	A0A088ABB0
7460.GB10457-PA	A0A088AFI3
7460.GB12261-PA	A0A087ZN02
7460.GB15658-PA	A0A087ZYP1
7460.GB16318-PA	A0A088A0I1
7460.GB11162-PA	A0A088A3M3
7460.GB14478-PA	A0A088A5D8
7460.GB10166-PA	A0A088ADG2
7460.GB11311-PA	A0A088AE51
7460.GB12545-PA	A0A088AF89
7460.GB13459-PA	A0A088AIX9
7460.GB30179-PA	A0A088ALC8
7460.GB13017-PA	A0A088AP58
7460.GB12156-PA	A0A088ANE6
7460.GB16360-PA	A0A087ZR96
7460.GB19483-PA	A0A088A1Q0
7460.GB17643-PA	A0A088A5X8
7460.GB17788-PA	A0A087ZN53
7460.GB10517-PA	A0A087ZYQ5
7460.GB11411-PA	A0A088A316
7460.GB13227-PA	A0A088A4Q7
7460.GB10259-PA	A0A088A5A4
7460.GB14502-PA	A0A088ACB0
7460.GB13257-PA	A0A088AJX6
7460.GB30250-PA	A0A088ANV9
7460.GB12361-PA	A0A087ZPI0
7460.GB15983-PB	A0A088A739
7460.GB18246-PA	A0A088AHI7
7460.GB13190-PA	A0A088A122
7460.GB12515-PA	A0A088ADL3
7460.GB30037-PA	A0A088AF12
7460.GB16167-PA	A0A088AIJ6
7460.GB10506-PA	A0A088AKK6
7460.GB12198-PA	A0A088AP68
7460.GB12240-PA	A0A0B5EFI0
7460.GB19888-PA	A0A0B4J2M5
7460.GB15426-PA	B9A0V7
7460.GB10074-PA	A0A087ZVQ1
7460.GB16926-PA	A0A088A4A4
7460.GB11426-PA	A0A088A9K3
7460.GB17783-PA	A0A087ZNC2
7460.GB30137-PA	A0A087ZPJ6
7460.GB17145-PA	A0A088A5Y9
7460.GB14138-PA	A0A088A7Z8
7460.GB18717-PA	A0A088AC84
7460.GB13333-PA	A0A088AD97
7460.GB11262-PA	A0A088AFE0
7460.GB14298-PB	A0A088AII7
7460.GB11974-PA	A0A088AK94
7460.GB30177-PA	A0A088ALD8
7460.GB30454-PA	A0A088ALG4
7460.GB14881-PA	A0A088AVY4
7460.GB10696-PA	A0A0B5EIM5
7460.GB12860-PA	A0A087ZQD4
7460.GB30367-PA	A0A088AA80
7460.GB16066-PA	A0A087ZWQ5
7460.GB14219-PA	A0A088AQC9
7460.GB16903-PA	A0A087ZY53
7460.GB17056-PA	A0A088A8D4
7460.GB15371-PA	A0A088A8V9
7460.GB16493-PA	A0A088AAQ6
7460.GB16924-PA	A0A088ADJ2
7460.GB12053-PA	A0A088AEZ4
7460.GB17317-PA	A0A088AHL5
7460.GB16635-PA	A0A088AJK8
7460.GB10730-PA	A0A088AMC5
7460.GB18429-PA	A0A088AMZ8
7460.GB30246-PA	A0A088AP03
7460.GB11769-PA	A0A087ZUB8
7460.GB11172-PA	A0A088A2R9
7460.GB18011-PA	A0A088ACG1
7460.GB13412-PA	A0A088AJ74
7460.GB17150-PA	A0A088A291
7460.GB17560-PA	A0A0B5EDW9
7460.GB13629-PA	A0A088AUW5
7460.GB15828-PA	A0A088A0Z5
7460.GB12095-PA	A0A088AF21
7460.GB19360-PA	A0A087ZTV1
7460.GB13499-PA	A0A087ZYW3
7460.GB12972-PA	A0A087ZZ84
7460.GB10162-PA	A0A088A204
7460.GB11902-PA	A0A088A3N9
7460.GB10591-PA	A0A088A4Q8
7460.GB19988-PA	A0A088A6Z2
7460.GB11795-PA	A0A088A8B9
7460.GB12623-PA	A0A088ACS8
7460.GB20033-PA	A0A088AD95
7460.GB18176-PA	A0A088ADH0
7460.GB12671-PA	A0A088AF51
7460.GB13979-PA	A0A088AGA2
7460.GB10703-PA	A0A088AMQ9
7460.GB11254-PA	A0A088AMT4
7460.GB14050-PA	A0A088AUS2
7460.GB11528-PA	A0A088ANG5
7460.GB14873-PA	Q9GQP7
7460.GB10878-PA	A0A088A0Z7
7460.GB19701-PA	A0A088ADN5
7460.GB10329-PA	A0A088AF01
7460.GB12921-PA	A0A088ANK0
7460.GB17982-PA	A0A087ZRJ9
7460.GB17906-PA	A0A087ZS24
7460.GB15079-PA	A0A087ZS68
7460.GB16674-PA	A0A087ZU99
7460.GB17130-PA	A0A087ZUD9
7460.GB15752-PA	A0A087ZVQ0
7460.GB19627-PA	A0A088AAF2
7460.GB16488-PA	A0A088AFK7
7460.GB18305-PA	A0A088ATN4
7460.GB17629-PA	A0A088ABL2
7460.GB11454-PA	A0A088ARM6
7460.GB14887-PA	A0A088AS93
7460.GB10386-PB	A0A088ARV3
7460.GB16182-PA	A0A0B4J2P6
7460.GB17230-PA	A0A087ZX45
7460.GB16457-PA	A0A088AUW9
7460.GB10030-PA	A0A088AV20
7460.GB12630-PA	A0A087ZR95
7460.GB15159-PA	A0A088A0E7
7460.GB18340-PA	A0A088A2G6
7460.GB11841-PA	A0A088A2X2
7460.GB13045-PA	A0A088AAD1
7460.GB15299-PA	A0A088AE74
7460.GB16556-PA	A0A088ANZ8
7460.GB18113-PA	A0A088A6Z8
7460.GB10980-PA	A0A087ZX75
7460.GB14754-PA	A0A088A8E2
7460.GB11033-PA	A0A087ZPX8
7460.GB14174-PA	A0A087ZQU1
7460.GB19821-PA	A0A087ZRU7
7460.GB12497-PA	A0A087ZZQ9
7460.GB16688-PA	A0A088AA26
7460.GB14733-PA	A0A088AE71
7460.GB17806-PA	A0A088AK77
7460.GB19144-PA	A0A088ATL2
7460.GB16134-PA	A0A088AUG1
7460.GB13463-PA	A0A088AUM3
7460.GB11041-PA	A0A088AH73
7460.GB30175-PA	A0A088ALF4
7460.GB14350-PA	A0A087ZPQ6
7460.GB14618-PA	A0A087ZXW1
7460.GB13383-PA	A0A088A7R5
7460.GB10424-PA	A0A088A956
7460.GB10626-PA	A0A088AV41
7460.GB18042-PA	A0A087ZSQ6
7460.GB18520-PA	A0A088AG15
7460.GB16692-PA	A0A088AG49
7460.GB14492-PA	A0A088AI46
7460.GB16210-PA	A0A088AI81
7460.GB18787-PA	A0A088ALE4
7460.GB30162-PA	A0A088AM83
7460.GB18331-PA	G2J5R2
7460.GB12116-PA	A0A087ZN54
7460.GB30277-PA	A0A087ZN89
7460.GB13285-PA	A0A087ZPM2
7460.GB16563-PA	A0A088A4X3
7460.GB18114-PA	A0A088A8E5
7460.GB15453-PA	A0A088A984
7460.GB15471-PA	A0A088AN02
7460.GB12173-PA	A0A088ARE4
7460.GB15412-PA	A0A0B5ELL3
7460.GB19465-PA	A0A088A6M9
7460.GB18639-PA	A0A087ZVE0
7460.GB10265-PA	A0A088ATR1
7460.GB14225-PA	A0A087ZP95
7460.GB13861-PA	A0A087ZUN9
7460.GB13489-PA	A0A087ZYX8
7460.GB10796-PA	A0A088A0Z2
7460.GB14869-PA	A0A088A386
7460.GB17277-PA	A0A088A3M0
7460.GB15096-PA	A0A088A4Q2
7460.GB15035-PA	A0A088A4Q6
7460.GB19621-PA	A0A088A4T8
7460.GB13012-PA	A0A088A7T2
7460.GB18682-PA	A0A088A833
7460.GB14875-PA	A0A088AB51
7460.GB16155-PA	A0A088AMB9
7460.GB18186-PA	A0A088AH88
7460.GB17257-PA	A0A088AHC2
7460.GB13008-PA	A0A088ALD4
7460.GB18110-PA	A0A088ANA1
7460.GB15107-PA	A0A088AF24
7460.GB13364-PA	A0A087ZN98
7460.GB14684-PA	A0A087ZPK7
7460.GB10073-PA	A0A088A152
7460.GB13295-PA	A0A088A3M2
7460.GB18252-PA	A0A088ANY8
7460.GB11432-PA	A0A087ZWQ6
7460.GB13421-PA	A0A087ZYX1
7460.GB11549-PA	A0A088AFE8
7460.GB13074-PA	A0A088AJF5
7460.GB16003-PA	A0A088AMU0
7460.GB10986-PA	A0A088AN30
7460.GB18383-PA	A0A088ANS9
7460.GB12096-PA	A0A088AQF1
7460.GB14513-PA	A0A088ATH2
7460.GB14044-PA	A0A088ATI0
7460.GB10509-PA	A0A088AUX9
7460.GB18290-PA	B9VMQ5
7460.GB15059-PA	A0A087ZWW7
7460.GB15291-PA	A0A088ACY7
7460.GB30458-RA_2	A0A087ZVZ0
7460.GB11852-PA	A0A087ZXK7
7460.GB13176-PA	A0A087ZT26
7460.GB17826-PA	A0A087ZVR2
7460.GB12263-PA	A0A087ZY01
7460.GB13049-PA	A0A087ZYT5
7460.GB18175-PA	A0A087ZYY5
7460.GB11045-PA	A0A087ZZM3
7460.GB11741-PA	A0A088AAJ1
7460.GB13366-PA	A0A088AMQ5
7460.GB13734-PA	A0A088ARG8
7460.GB19178-PA	A0A088A9V7
7460.GB16832-PA	A0A088A1L4
7460.GB15069-PA	A0A088AHA8
7460.GB14833-PA	A0A088A734
7460.GB14361-PA	A0A088A1A1
7460.GB14051-PA	A0A088A1T7
7460.GB10861-PA	A0A087ZQV2
7460.GB18423-PA	A0A088ATA3
7460.GB16024-PA	A0A087ZPU6
7460.GB17267-PA	A0A087ZPW4
7460.GB15591-PA	A0A087ZZ73
