169963.lmo0928	P58621
169963.lmo1070	A0A0B8R993
169963.lmo2220	A0A0B8RFJ6
169963.lmo2102	A0A0B8RI21
169963.lmo2136	A0A0B8RIG1
169963.lmo0736	G9G5K4
169963.lmo0551	L8DR28
169963.lmo0248	S5KF05
169963.lmo2693	S5LF00
169963.lmo1677	S5LG72
169963.lmo2602	A0A0B8R236
169963.lmo0978	A0A0B8R6E4
169963.lmo2580	A0A0B8RBI8
169963.lmo0797	A0A0B8RFI7
169963.lmo1372	A0A0B8RFJ7
169963.lmo2056	A0A0B8RFX0
169963.lmo1539	A0A0B8RGZ6
169963.lmo1698	A0A0B8RH57
169963.lmo1359	L8DTW6
169963.lmo1859	A0A0B8QVD8
169963.lmo1487	A0A0B8QVP0
169963.lmo2751	A0A0B8R636
169963.lmo0878	A0A0B8R7G2
169963.lmo0105	A0A0B8R800
169963.lmo2367	A0A0B8RB98
169963.lmo2388	A0A0B8RDU0
169963.lmo0239	A0A0B8REH6
169963.lmo0431	A0A0B8RG13
169963.lmo0442	A0A0B8RHW4
169963.lmo1185	L8DSG6
169963.lmo1198	A0A0B8QT35
169963.lmo0676	A0A0B8R2H2
169963.lmo0233	L8DQ47
169963.lmo1407	L8DT80
169963.lmo1229	S5K7F3
169963.lmo0852	A0A0B8QTU9
169963.lmo0788	A0A0B8QUM6
169963.lmo2450	A0A0B8R7E2
169963.lmo1978	A0A0B8R8S4
169963.lmo0276	A0A0B8RGS5
169963.lmo1864	L8DWW7
169963.lmo1355	L8DZR8
169963.lmo0998	A0A0B8R148
169963.lmo0795	A0A0B8R4R4
169963.lmo0778	A0A0B8R594
169963.lmo2119	A0A0B8RAR4
169963.lmo0839	A0A0B8RCX5
169963.lmo2758	A0A0B8REP2
169963.lmo2705	S5JZR8
169963.lmo2423	A0A0B8R069
169963.lmo1731	A0A0B8R0W6
169963.lmo0210	A1E154
169963.lmo2411	S5K5F3
169963.lmo0909	A0A0B8QY96
169963.lmo1946	A0A0B8QZK9
169963.lmo2400	A0A0B8R0B5
169963.lmo1785	A0A0B8R2E8
169963.lmo0506	A0A0B8R4E3
169963.lmo0214	A0A0B8RBD7
169963.lmo1339	A0A0B8RD18
169963.lmo1805	A0A0B8RH97
169963.lmo2484	A0A0B8RIE7
169963.lmo0052	L8DP80
169963.lmo0901	A0A0B8QPQ4
169963.lmo1319	A0A0B8QSV7
169963.lmo2612	A0A0B8QZ20
169963.lmo0993	A0A0B8R153
169963.lmo1837	A0A0B8R972
169963.lmo2183	A0A0B8RIL6
169963.lmo1288	A0A0B8QXP8
169963.lmo1855	A0A0B8R058
169963.lmo0055	A0A0B8R0E3
169963.lmo2138	A0A0B8R5D2
169963.lmo2249	A0A0B8R712
169963.lmo0757	A0A0B8RCV7
169963.lmo2568	S5KLY8
169963.lmo1985	S5LWD5
169963.lmo0223	A0A0B8QPY9
169963.lmo0107	A0A0B8R5E8
169963.lmo2752	A0A0B8R8Y8
169963.lmo0057	A0A0B8REF7
169963.lmo1678	S5K6P1
169963.lmo0502	A0A0B8R852
169963.lmo0608	A0A0B8RAM4
169963.lmo1283	A0A0B8RFP6
169963.lmo1358	L8DSY3
169963.lmo0205	Q6EAD2
169963.lmo0054	S5KCS6
169963.lmo2233	A0A0B8QRQ5
169963.lmo0979	A0A0B8QTL6
169963.lmo2118	A0A0B8R4U7
169963.lmo0595	A0A0B8RAN7
169963.lmo1900	A0A0B8RE01
169963.lmo2417	A0A0B8RFE3
169963.lmo0197	L8DRN3
169963.lmo0716	A0A0B8R2A8
169963.lmo2487	A0A0B8R5A5
169963.lmo0799	A0A0B8R6V1
169963.lmo0708	A0A0B8R7L2
169963.lmo1809	S5KTJ4
169963.lmo0326	A0A0B8QZA4
169963.lmo0775	A0A0B8R3Q0
169963.lmo1342	A0A0B8R3W2
169963.lmo2113	A0A0B8R4G6
169963.lmo2772	A0A0B8R5T6
169963.lmo0076	A0A0B8RBP3
169963.lmo0620	A0A0B8R2H7
169963.lmo2194	A0A0B8R5Q6
169963.lmo2577	A0A0B8RIN9
169963.lmo0001	L8DVH8
169963.lmo2641	A0A0B8QZ36
169963.lmo0488	A0A0B8R0M3
169963.lmo2180	A0A0B8R5R5
169963.lmo2780	A0A0B8R902
169963.lmo2557	A0A0B8RBP7
169963.lmo0342	A0A0B8QQI8
169963.lmo0519	A0A0B8R1S5
169963.lmo0886	A0A0B8R4H2
169963.lmo1620	A0A0B8REV4
169963.lmo0728	A0A0B8RGG8
169963.lmo0544	A0A0B8RIQ2
169963.lmo0690	B1NWM5
169963.lmo2127	A0A0B8QV89
169963.lmo0646	A0A0B8QVH1
169963.lmo0092	A0A0B8QYX5
169963.lmo1827	A0A0B8R3V8
169963.lmo0181	A0A0B8R5A7
169963.lmo0161	A0A0B8R5B7
169963.lmo0523	A0A0B8R829
169963.lmo2095	A0A0B8RI19
169963.lmo0962	P71452
169963.lmo0098	Q7BC70
169963.lmo0190	A0A0B8QW09
169963.lmo2767	A0A0B8R0N1
169963.lmo1515	A0A0B8R3A6
169963.lmo1384	A0A0B8R545
169963.lmo1583	A0A0B8R8M6
169963.lmo1140	A0A0B8RDG4
169963.lmo2170	A0A0B8RIH2
169963.lmo0246	S5JW77
169963.lmo1514	A0A0B8R2K8
169963.lmo1547	A0A0B8R936
169963.lmo1251	A0A0B8RAW5
169963.lmo2250	A0A0B8RFL4
169963.lmo1508	A0A0B8RGX7
169963.lmo1704	A0A0B8RH59
169963.lmo0027	L8DNR2
169963.lmo0927	L8DSG8
169963.lmo2674	A0A0B8QWG9
169963.lmo1531	A0A0B8QXW7
169963.lmo1579	A0A0B8REQ0
169963.lmo2207	A0A0B8RFJ0
169963.lmo0200	B0G0B8
169963.lmo0743	A0A0B8QUP8
169963.lmo2335	A0A0B8R724
169963.lmo2156	A0A0B8RCN3
169963.lmo2561	A0A0B8RDC0
169963.lmo0048	A8E0F7
169963.lmo1658	L8E0R5
169963.lmo0573	S5K6L0
169963.lmo1279	A0A0B8R732
169963.lmo0232	A0A0B8RGW2
169963.lmo0167	A0A0B8QU22
169963.lmo0925	A0A0B8QY83
169963.lmo1046	A0A0B8R2Y9
169963.lmo0209	A0A0B8R4U2
169963.lmo1216	A0A0B8RAD2
169963.lmo1152	A0A0B8RDF1
169963.lmo0632	L8DR22
169963.lmo1940	L8DX74
169963.lmo0356	A0A0B8QUG5
169963.lmo1863	A0A0B8RHB8
169963.lmo0943	L8DTX2
169963.lmo2030	L8DV93
169963.lmo0202	Q6EAJ4
169963.lmo0991	A0A0B8QY42
169963.lmo1213	A0A0B8QYZ9
169963.lmo0265	A0A0B8R362
169963.lmo0790	A0A0B8R4S0
169963.lmo2110	A0A0B8RDI9
169963.lmo1427	S5KH73
169963.lmo1353	A0A0B8QXL0
169963.lmo2387	A0A0B8R477
169963.lmo1318	A0A0B8RAY8
169963.lmo0625	A0A0B8RDU6
169963.lmo1895	A0A0B8RDZ5
169963.lmo1928	A0A0B8QQS8
169963.lmo1474	A0A0B8QTS9
169963.lmo1753	A0A0B8QW60
169963.lmo1174	A0A0B8R218
169963.lmo2543	A0A0B8R9X0
169963.lmo2719	A0A0B8RAJ4
169963.lmo2436	A0A0B8RFD3
169963.lmo2087	S5L3J9
169963.lmo2737	A0A0B8QZT3
169963.lmo1439	A0A0B8R4R3
169963.lmo0754	A0A0B8R570
169963.lmo1843	A0A0B8R978
169963.lmo0370	A0A0B8R9Q2
169963.lmo0929	A0A0B8RCN4
169963.lmo1937	S5K9I7
169963.lmo0952	A0A0B8QPL9
169963.lmo1979	A0A0B8QQV4
169963.lmo2041	A0A0B8QY99
169963.lmo1570	A0A0B8R3T4
169963.lmo2371	A0A0B8R487
169963.lmo2419	A0A0B8R9E8
169963.lmo0390	A0A0B8RCI6
169963.lmo1697	A0A0B8REZ7
169963.lmo1014	A0A0B8RF27
169963.lmo0894	A1Y8H8
169963.lmo0875	L8DSA0
169963.lmo0121	A0A0B8QYT2
169963.lmo1776	A0A0B8R0Y4
169963.lmo1333	A0A0B8R1Q2
169963.lmo2140	A0A0B8R3F2
169963.lmo2744	A0A0B8R632
169963.lmo0020	A0A0B8R6P8
169963.lmo0007	A0A0B8REI8
169963.lmo1533	A0A0B8REL5
169963.lmo0433	A4GWL1
169963.lmo0199	Q547F8
169963.lmo1518	Q9RQI0
169963.lmo1868	A0A0B8QRA0
169963.lmo1389	A0A0B8R540
169963.lmo1681	A0A0B8REY4
169963.lmo1368	A0A0B8RFK2
169963.lmo2695	A0A0B8R0S0
169963.lmo0986	A0A0B8R157
169963.lmo0536	A0A0B8R1Q8
169963.lmo0543	A0A0B8R2E0
169963.lmo1669	A0A0B8R3L1
169963.lmo2237	A0A0B8R9M2
169963.lmo2697	A0A0B8REU8
169963.lmo2525	A0A0B8RFS8
169963.lmo2635	A0A0B8QUZ8
169963.lmo2784	A0A0B8R667
169963.lmo1096	A0A0B8RDJ4
169963.lmo2444	A0A0B8RHE3
169963.lmo0535	A0A0B8RHM8
169963.lmo2857	A0A0B8R0G9
169963.lmo0428	A0A0B8R4K1
169963.lmo1997	A0A0B8R8T4
169963.lmo0180	A0A0B8RBI7
169963.lmo2685	L8DX23
169963.lmo1992	A0A0B8R8T0
169963.lmo1615	A0A0B8RH30
169963.lmo0679	S5L6Z5
169963.lmo2762	A0A0B8QR03
169963.lmo2442	A0A0B8R9C3
169963.lmo2101	A0A0B8RG73
169963.lmo1939	A0A0B8RGF3
169963.lmo2781	A0A0B8QWH3
169963.lmo0186	A0A0B8QYM5
169963.lmo1906	A0A0B8QZH7
169963.lmo2713	A0A0B8R0Q7
169963.lmo1686	L8DV50
169963.lmo0531	A0A0B8R9P5
169963.lmo1949	A0A0B8QQU3
169963.lmo2075	A0A0B8QU63
169963.lmo1272	A0A0B8QWT9
169963.lmo2745	A0A0B8R0P4
169963.lmo0811	A0A0B8R6U2
169963.lmo1765	A0A0B8RF53
169963.lmo2632	L8DWX2
169963.lmo0904	A0A0B8QYA0
169963.lmo1429	A0A0B8R2U7
169963.lmo0899	A0A0B8RCR9
169963.lmo0213	A0A0B8RE36
169963.lmo1232	A0A0B8RFS4
169963.lmo2366	L8DVX3
169963.lmo0203	Q6EAG9
169963.lmo0584	A0A0B8QYI9
169963.lmo1434	A0A0B8R4R2
169963.lmo0666	A0A0B8RG49
169963.lmo0388	L8DS90
169963.lmo0606	A0A0B8QSL5
169963.lmo1177	A0A0B8QT64
169963.lmo0165	A0A0B8QYP2
169963.lmo1886	A0A0B8R088
169963.lmo0983	A0A0B8R466
169963.lmo0400	A0A0B8RGC4
169963.lmo0002	L8DR62
169963.lmo1280	L8DSR3
169963.lmo2515	Q6DL91
169963.lmo1732	S5JTF3
169963.lmo0636	S5JU92
169963.lmo2510	S5LEH7
169963.lmo2012	A0A0B8QUY1
169963.lmo2385	A0A0B8QVJ2
169963.lmo1860	A0A0B8R3X9
169963.lmo2163	A0A0B8QUG3
169963.lmo0905	A0A0B8QX87
169963.lmo0259	A0A0B8QZ42
169963.lmo2725	A0A0B8R0Q0
169963.lmo0807	A0A0B8R4Q3
169963.lmo0164	A0A0B8R4Z2
169963.lmo1705	A0A0B8R751
169963.lmo0566	A0A0B8RGC2
169963.lmo2506	A0A0B8QXK0
169963.lmo0669	A0A0B8QXS1
169963.lmo0935	A0A0B8QY75
169963.lmo2764	A0A0B8QZV4
169963.lmo1569	A0A0B8R3F5
169963.lmo0443	A0A0B8R451
169963.lmo0408	A0A0B8RCG4
169963.lmo1566	A0A0B8REN7
169963.lmo1021	A0A0B8RF23
169963.lmo2195	A0A0B8QZF3
169963.lmo2235	A0A0B8R0F9
169963.lmo1795	A0A0B8R2F6
169963.lmo1371	A0A0B8RA89
169963.lmo0006	Q7BSI8
169963.lmo2461	S5LR14
169963.lmo1549	A0A0B8QTS6
169963.lmo2223	A0A0B8QVU3
169963.lmo2218	A0A0B8R0M2
169963.lmo1467	A0A0B8R175
169963.lmo2508	A0A0B8R2A6
169963.lmo1059	A0A0B8RC69
169963.lmo0845	A0A0B8RCW9
169963.lmo0534	L8DR03
169963.lmo1522	A0A0B8QTQ7
169963.lmo0968	A0A0B8QX26
169963.lmo2596	A0A0B8R240
169963.lmo2452	A0A0B8RA93
169963.lmo0305	A0A0B8RGQ3
169963.lmo1953	A0A0B8R2V0
169963.lmo1938	A0A0B8R5V6
169963.lmo2055	A0A0B8RA01
169963.lmo2491	A0A0B8RAZ2
169963.lmo0773	A0A0B8RCV1
169963.lmo2748	A0A0B8REQ2
169963.lmo1749	A0A0B8RF40
169963.lmo1477	A0A0B8RG60
169963.lmo1845	A0A0B8RHB0
169963.lmo2239	A0A0B8RHL5
169963.lmo0934	A0A0B8RCN0
169963.lmo0711	L8DRB9
169963.lmo0115	O05548
169963.lmo1211	S5KDI3
169963.lmo0406	A0A0B8QU82
169963.lmo2122	A0A0B8QV90
169963.lmo1835	A0A0B8QVB4
169963.lmo2196	A0A0B8R4J5
169963.lmo1179	A0A0B8R8C4
169963.lmo1432	A0A0B8RC50
169963.lmo2079	A0A0B8R387
169963.lmo1842	A0A0B8R3W7
169963.lmo0703	A0A0B8R7M0
169963.lmo0136	S5KGR1
169963.lmo0482	S5M3P6
169963.lmo2227	A0A0B8QRP9
169963.lmo1541	A0A0B8R3D1
169963.lmo2141	A0A0B8RIG3
169963.lmo0781	L8DR31
169963.lmo1299	L8DST1
169963.lmo1233	L8DUQ4
169963.lmo1398	Q547E3
169963.lmo1143	S5JKT0
169963.lmo1237	S5JVJ4
169963.lmo2640	S5LID4
169963.lmo2768	A0A0B8QR07
169963.lmo1741	A0A0B8QW56
169963.lmo0542	A0A0B8R5Y7
169963.lmo0510	A0A0B8R9R1
169963.lmo2336	A0A0B8R9X9
169963.lmo1634	A0A0B8REW1
169963.lmo1462	A0A0B8RG55
169963.lmo2368	L8E303
169963.lmo0914	S5L9W3
169963.lmo0539	A0A0B8QSX2
169963.lmo2460	A0A0B8QWB4
169963.lmo2126	A0A0B8QZC1
169963.lmo1416	A0A0B8R1I5
169963.lmo0942	A0A0B8RCM6
169963.lmo0518	A0A0B8RHN3
169963.lmo1309	A0A0B8QWX4
169963.lmo1509	A0A0B8QZ80
169963.lmo0516	A0A0B8R4D9
169963.lmo2157	A0A0B8R5E7
169963.lmo2471	A0A0B8RB10
169963.lmo0596	L8DQI4
169963.lmo0926	S5L9X2
169963.lmo2572	A0A0B8QV57
169963.lmo0556	A0A0B8QZP3
169963.lmo2472	A0A0B8R5B5
169963.lmo2437	A0A0B8RA80
169963.lmo2265	S5K1H9
169963.lmo0196	A0A0B8QW04
169963.lmo1131	A0A0B8QXE3
169963.lmo2390	A0A0B8QZN7
169963.lmo2799	A0A0B8QZY2
169963.lmo2077	A0A0B8R0Y7
169963.lmo1542	L8DTI6
169963.lmo2256	S5L368
169963.lmo1786	A0A0B5CW79
169963.lmo2679	A0A0B8QSF5
169963.lmo0521	A0A0B8QSY8
169963.lmo0645	A0A0B8QZL3
169963.lmo0697	A0A0B8QTK7
169963.lmo0099	A0A0B8QU85
169963.lmo1956	A0A0B8QZL8
169963.lmo0090	A0A0B8R564
169963.lmo0975	A0A0B8QPK6
169963.lmo1208	A0A0B8QUX0
169963.lmo2377	A0A0B8QVI8
169963.lmo1287	A0A0B8R1T0
169963.lmo2489	A0A0B8R7H1
169963.lmo2416	A0A0B8RHG8
169963.lmo1767	C6ZXI6
169963.lmo1853	A0A0B8QR80
169963.lmo2836	A0A0B8R6T7
169963.lmo1761	A0A0B8R7A2
169963.lmo0613	A0A0B8RAL9
169963.lmo2532	E3SHS3
169963.lmo2382	L8DYD0
169963.lmo0205	Q6EAJ1
169963.lmo1011	A0A0B8R6B5
169963.lmo2732	A0A0B8R8X4
169963.lmo0969	A0A0B8RF61
169963.lmo1935	A0A0B8QUT4
169963.lmo2017	A0A0B8QUY3
169963.lmo0690	Q5Y831
169963.lmo1720	A0A0B8QW43
169963.lmo2434	A0A0B8QW96
169963.lmo1219	A0A0B8RD98
169963.lmo0024	A0A0B8QRH6
169963.lmo2747	A0A0B8QWK2
169963.lmo0691	A0A0B8R2C9
169963.lmo1401	A0A0B8R469
169963.lmo0648	A0A0B8RB09
169963.lmo1361	A0A0B8RD20
169963.lmo2701	A0A0B8REU5
169963.lmo2343	A0A0B8RIK1
169963.lmo1645	A0A0B8R3J6
169963.lmo0192	L8DW56
169963.lmo2654	L8E3X1
169963.lmo1525	A0A0B8R2M3
169963.lmo0880	A0A0B8R6M7
169963.lmo2671	A0A0B8R7J7
169963.lmo2404	A0A0B8R9H2
169963.lmo2125	L8DVJ5
169963.lmo1888	S5LJW1
169963.lmo0012	A0A0B8R0H0
169963.lmo0524	A0A0B8R1S0
169963.lmo2822	A0A0B8R5P4
169963.lmo1441	A0A0B8R965
169963.lmo2843	A0A0B8R9M3
169963.lmo1431	A0A0B8RA79
169963.lmo1418	A0A0B8RB87
169963.lmo1727	A0A0B8RF22
169963.lmo0051	A8E0G0
169963.lmo1351	L8DT35
169963.lmo0279	A0A0B8QUM5
169963.lmo2370	A0A0B8QVR5
169963.lmo2669	A0A0B8R177
169963.lmo0548	A0A0B8R2D6
169963.lmo2760	A0A0B8R5U3
169963.lmo2712	A0A0B8R5Y6
169963.lmo2647	A0A0B8R649
169963.lmo0111	A0A0B8R7Z7
169963.lmo2252	A0A0B8RHM0
169963.lmo1783	L8DVH4
169963.lmo2042	L8E270
169963.lmo1409	Q9X769
169963.lmo1986	A0A0B8QQV7
169963.lmo2139	A0A0B8QYK5
169963.lmo0177	A0A0B8R070
169963.lmo2660	A0A0B8R0V5
169963.lmo2692	A0A0B8R191
169963.lmo1699	A0A0B8R749
169963.lmo1663	A0A0B8R8T7
169963.lmo1866	A0A0B8R996
169963.lmo0454	S5JR95
169963.lmo2519	A0A0B8QXK7
169963.lmo1420	A0A0B8R1H7
169963.lmo2657	A0A0B8R7I7
169963.lmo0794	A0A0B8R7P8
169963.lmo1578	A0A0B8R8M0
169963.lmo1598	A0A0B8RES5
169963.lmo2629	L8DY76
169963.lmo2727	A0A0B8QQY5
169963.lmo1495	A0A0B8QXT7
169963.lmo1357	A0A0B8R6X5
169963.lmo0398	A0A0B8R9L2
169963.lmo1178	A0A0B8RBD3
169963.lmo1370	A0A0B8RD01
169963.lmo2598	A0A0B8RGU0
169963.lmo1314	L8DT05
169963.lmo1419	A0A0B8R4Z8
169963.lmo2232	A0A0B8R9S6
169963.lmo1449	A0A0B8RG47
169963.lmo1027	L8DU66
169963.lmo0258	A0A0B8R366
169963.lmo0123	A0A0B8R5D9
169963.lmo0198	A0A0B8RBH0
169963.lmo0039	A0A0B8RBR5
169963.lmo2658	A0A0B8RC96
169963.lmo1778	A0A0B8RIQ4
169963.lmo1540	L8DVU2
169963.lmo0041	A0A0B8QRF2
169963.lmo0791	A0A0B8QYI2
169963.lmo1819	A0A0B8QZX9
169963.lmo2785	A0A0B8R0M1
169963.lmo2655	A0A0B8R0W0
169963.lmo1596	A0A0B8R8N6
169963.lmo2625	L8E3U4
169963.lmo0201	Q48751
169963.lmo0162	A0A0B8QQ44
169963.lmo0182	A0A0B8R064
169963.lmo0106	A0A0B8RBM4
169963.lmo2639	A0A0B8RII5
169963.lmo0897	A0A0B8QTS1
169963.lmo1354	A0A0B8QYW8
169963.lmo1005	A0A0B8R448
169963.lmo2261	L8DVV7
169963.lmo2269	A0A0B8QRW2
169963.lmo1052	A0A0B8QTX9
169963.lmo0721	A0A0B8R2A1
169963.lmo1510	A0A0B8R8Z3
169963.lmo2355	A0A0B8RBD6
169963.lmo1521	A0A0B8RBW9
169963.lmo2797	A0A0B8QR16
169963.lmo2683	A0A0B8RC80
169963.lmo2581	A0A0B8RGZ8
169963.lmo0202	Q6EAE0
169963.lmo2476	A0A0B8QWC9
169963.lmo0761	A0A0B8QYT1
169963.lmo0793	A0A0B8RD06
169963.lmo0891	A0A0B8RFC1
169963.lmo0818	A0A0B8RFH2
169963.lmo1922	A0A0B8QUS4
169963.lmo2545	A0A0B8R8S5
169963.lmo1703	A0A0B8RF03
169963.lmo0156	A0A0B8QU31
169963.lmo0221	A0A0B8QYJ0
169963.lmo0215	A0A0B8QYJ5
169963.lmo0287	A0A0B8QZ22
169963.lmo2708	A0A0B8R1A5
169963.lmo0731	A0A0B8R558
169963.lmo0334	A0A0B8R8D5
169963.lmo0989	A0A0B8RF46
169963.lmo2611	A0A0B8RGT6
169963.lmo1951	L8DV06
169963.lmo2433	A0A0B8QS78
169963.lmo1010	A0A0B8QTJ7
169963.lmo1270	A0A0B8QXQ8
169963.lmo0130	A0A0B8QYS5
169963.lmo1833	A0A0B8QZY6
169963.lmo1696	A0A0B8R8W4
169963.lmo2490	A0A0B8RGL6
169963.lmo0050	A8E0G3
169963.lmo0042	B4XQK8
169963.lmo1398	Q8G906
169963.lmo2405	S5K9M2
169963.lmo0945	A0A0B8QPM1
169963.lmo1055	A0A0B8R2X3
169963.lmo2766	A0A0B8R5T9
169963.lmo0814	A0A0B8R7N3
169963.lmo1019	A0A0B8RCB0
169963.lmo0433	A4GWK0
169963.lmo1602	L8DW40
169963.lmo0999	A0A0B8QWZ6
169963.lmo1322	A0A0B8QXM4
169963.lmo0227	A0A0B8QYI5
169963.lmo0257	A0A0B8QZE7
169963.lmo1444	A0A0B8R162
169963.lmo0683	A0A0B8R2G7
169963.lmo0217	Q9ZIM0
169963.lmo1042	A0A0B8R105
169963.lmo1455	A0A0B8RG52
169963.lmo0382	A0A0B8RGA6
169963.lmo2172	A0A0B8QUG8
169963.lmo2819	A0A0B8QWE5
169963.lmo2599	A0A0B8QZ10
169963.lmo2205	A0A0B8R494
169963.lmo1664	A0A0B8REX7
169963.lmo1643	A0A0B8RH39
169963.lmo0299	A1Y4G5
169963.lmo0433	A4GWL5
169963.lmo2742	A0A0B8RER1
169963.lmo1396	L8DZW1
169963.lmo2829	A0A0B8R0J5
169963.lmo0517	A0A0B8R0K4
169963.lmo1291	A0A0B8R1L4
169963.lmo1053	A1Y540
169963.lmo2203	A0A0B8R0E4
169963.lmo1215	A0A0B8RD50
169963.lmo2537	B0FPW0
169963.lmo0563	A0A0B8QSP7
169963.lmo2700	A0A0B8QWN8
169963.lmo0541	A0A0B8QZQ9
169963.lmo0589	A0A0B8RAP4
169963.lmo0572	A0A0B8RAR6
169963.lmo2198	A0A0B8RBE4
169963.lmo0719	L8DXR9
169963.lmo0823	A0A0B8QXG4
169963.lmo2401	A0A0B8R0Y6
169963.lmo1164	A0A0B8R227
169963.lmo2363	A0A0B8R264
169963.lmo1919	A0A0B8R5U5
169963.lmo1674	A0A0B8RA15
169963.lmo1030	A0A0B8RCE1
169963.lmo0043	A0A0B8REG4
169963.lmo1500	A0A0B8REJ3
169963.lmo2374	A0A0B8RFI1
169963.lmo0414	A0A0B8QU76
169963.lmo0493	A0A0B8R0L8
169963.lmo2724	A0A0B8R620
169963.lmo1039	A0A0B8RCD6
169963.lmo0299	C6ZVG3
169963.lmo1856	L8DWV8
169963.lmo1473	S5KD54
169963.lmo1073	A0A0B8QTW5
169963.lmo1556	A0A0B8QZB5
169963.lmo1803	A0A0B8R943
169963.lmo2523	A0A0B8R9W0
169963.lmo1293	A0A0B8RAW3
169963.lmo0351	A0A0B8RBG6
169963.lmo0013	A0A0B8RBT3
169963.lmo2145	A0A0B8RGP1
169963.lmo1767	A0A0B8RH90
169963.lmo0343	L8DQD7
169963.lmo2193	Q9LAT4
169963.lmo1502	A0A0B8QZ75
169963.lmo0298	A0A0B8R347
169963.lmo1814	A0A0B8R3U8
169963.lmo1144	A0A0B8R8I0
169963.lmo0710	A0A0B8R8U9
169963.lmo0578	A0A0B8RAQ9
169963.lmo1448	A0A0B8RC36
169963.lmo1166	A0A0B8RDE2
169963.lmo2549	L8DWN7
169963.lmo1182	L8DZ84
169963.lmo0263	Q9ZEY1
169963.lmo0229	A0A0B8QUQ9
169963.lmo0178	A0A0B8R7V6
169963.lmo0038	A7XMJ0
169963.lmo0893	Q79N49
169963.lmo0877	A0A0B8QPS3
169963.lmo1661	A0A0B8R3K8
169963.lmo1480	A0A0B8RB65
169963.lmo1478	A0A0B8QXY5
169963.lmo0481	A0A0B8R1X0
169963.lmo2757	A0A0B8QWJ2
169963.lmo0956	A0A0B8QY61
169963.lmo0776	A0A0B8QYS9
169963.lmo2482	A0A0B8R5A8
169963.lmo2800	A0A0B8R683
169963.lmo0907	A0A0B8R7D6
169963.lmo2144	A0A0B8RB36
169963.lmo0833	A0A0B8RCX9
169963.lmo2528	E3SHS7
169963.lmo2698	A0A0B8R7L7
169963.lmo1269	A0A0B8R7W2
169963.lmo1621	S5JWA5
169963.lmo2455	S5L2V4
169963.lmo1952	A0A0B8QYS8
169963.lmo1035	A0A0B8R111
169963.lmo0096	Q7BC72
169963.lmo2439	A0A0B8QWA0
169963.lmo2741	A0A0B8QWK6
169963.lmo0930	A0A0B8QY80
169963.lmo1983	A0A0B8QZN4
169963.lmo0689	A0A0B8R2G4
169963.lmo1013	A0A0B8R445
169963.lmo1092	A0A0B8R4C9
169963.lmo0065	A0A0B8R9D1
169963.lmo0008	A0A0B8RBT6
169963.lmo0712	A0A0B8RG15
169963.lmo1791	L8DUI3
169963.lmo1218	S5JYF9
169963.lmo2570	A0A0B8R2B3
169963.lmo2642	A0A0B8R441
169963.lmo0762	A0A0B8R577
169963.lmo2715	A0A0B8R1B0
169963.lmo1558	A0A0B8R8K6
169963.lmo1047	A0A0B8RF10
169963.lmo0208	B2L5P5
169963.lmo1767	C6ZXL0
169963.lmo2754	A0A0B8QZU7
169963.lmo2844	A0A0B8R6T4
169963.lmo0619	A0A0B8RAL6
169963.lmo0303	A0A0B8QZ13
169963.lmo2190	A0A0B8RIL3
169963.lmo0418	L8DSB5
169963.lmo2637	L8DWX5
169963.lmo0895	Q9R9A4
169963.lmo1818	A0A0B8QR55
169963.lmo0664	A0A0B8RBU1
169963.lmo2334	A0A0B8RGU5
169963.lmo0200	A0A0B5CVH4
169963.lmo2488	A0A0B8R154
169963.lmo0433	A4GWK5
169963.lmo0097	S5LAD9
169963.lmo0285	A0A0B8R8B2
169963.lmo1617	A0A0B8R8M3
169963.lmo0491	A0A0B8R9S3
169963.lmo1223	A0A0B8RD94
169963.lmo0612	A0A0B8RDV3
169963.lmo0129	A0A0B8REB5
169963.lmo2031	A0A0B8RFV5
169963.lmo2166	A0A0B8RGP9
169963.lmo1180	L8DSF9
169963.lmo2763	A0A0B8QV30
169963.lmo2188	A0A0B8R5R1
169963.lmo2474	A0A0B8RAB1
169963.lmo0392	L8DWR0
169963.lmo2058	A0A0B8QYB6
169963.lmo2838	A0A0B8R0I6
169963.lmo2505	A0A0B8R9V1
169963.lmo2341	A0A0B8RBC8
169963.lmo0183	A0A0B8QW17
169963.lmo2426	A0A0B8R9E0
169963.lmo1767	C6ZXK4
169963.lmo1327	L8DT17
169963.lmo0796	A0A0B8QYH7
169963.lmo1206	A0A0B8R403
169963.lmo1234	A0A0B8R780
169963.lmo0345	A0A0B8RGY1
169963.lmo2496	A0A0B8RHQ2
169963.lmo2216	L8DVP3
169963.lmo2608	L8DWL4
169963.lmo0205	Q6EAE3
169963.lmo1210	S5M228
169963.lmo0957	A0A0B8QTN4
169963.lmo1040	A0A0B8R693
169963.lmo0220	A0A0B8RBC9
169963.lmo0203	Q6EA99
169963.lmo1592	A0A0B8QT98
169963.lmo1221	A0A0B8QXU5
169963.lmo1016	A0A0B8R332
169963.lmo2200	A0A0B8R9K4
169963.lmo1534	A0A0B8RBY2
169963.lmo2556	L8DY04
169963.lmo2234	L8E2Q3
169963.lmo0872	A0A0B8QPS8
169963.lmo2503	A0A0B8R8P3
169963.lmo1804	A0A0B8RF64
169963.lmo0720	L8DT81
169963.lmo1268	L8DZH5
