,EC_number,RID,Organism,Turnover_Number
481,1.1.1.284,R06983,Bos taurus,1.275
482,1.1.1.284,R06983,Branchiostoma floridae,2.5
483,1.1.1.284,R06983,Drosophila melanogaster,16.0
484,1.1.1.284,R06983,Escherichia coli,156.0
485,1.1.1.284,R06983,Homo sapiens,2.5
486,1.1.1.284,R06983,Pisum sativum,6.33
487,1.1.1.284,R06983,Rattus norvegicus,3.6
488,1.1.1.284,R06983,Saccharomyces cerevisiae,70.0
489,1.1.1.284,R07140,Arabidopsis thaliana,22.5
490,1.1.1.284,R07140,Bos taurus,1.275
491,1.1.1.284,R07140,Branchiostoma floridae,2.5
492,1.1.1.284,R07140,Drosophila melanogaster,16.0
493,1.1.1.284,R07140,Escherichia coli,156.0
494,1.1.1.284,R07140,Homo sapiens,2.5
495,1.1.1.284,R07140,Pisum sativum,6.33
496,1.1.1.284,R07140,Rattus norvegicus,3.6
497,1.1.1.284,R07140,Saccharomyces cerevisiae,70.0
498,1.1.1.286,R00709,Deinococcus radiodurans,36.55
499,1.1.1.286,R00709,Pyrococcus horikoshii,18.3
500,1.1.1.286,R00709,Thermus thermophilus,171.0
501,1.1.1.286,R01934,Deinococcus radiodurans,38.25
502,1.1.1.286,R01934,Pyrococcus horikoshii,17.75
503,1.1.1.286,R01934,Thermus thermophilus,171.0
504,1.1.1.287,R07143,Gluconobacter oxydans,258.0
505,1.1.1.287,R07144,Gluconobacter oxydans,567.0
506,1.1.1.290,R04210,Escherichia coli,1.4
507,1.1.1.292,R08194,Ensifer adhaerens,251.35
508,1.1.1.292,R08194,Mus musculus,9.3
509,1.1.1.298,R09289,Bacillus cereus,0.21
510,1.1.1.298,R09289,Metallosphaera sedula,115.0
511,1.1.1.299,R00342,Flavobacterium frigidimaris,65.9
512,1.1.1.299,R00343,Flavobacterium frigidimaris,65.8
513,1.1.1.3,R01773,Glycine max,12.28
514,1.1.1.3,R01775,Glycine max,12.28
515,1.1.1.30,R01361,Pseudomonas fragi,245.0
516,1.1.1.30,R01361,Pseudomonas putida,907.0
517,1.1.1.30,R01361,Ralstonia pickettii,180.0
518,1.1.1.300,R08379,Homo sapiens,0.18
519,1.1.1.305,R07658,Ralstonia solanacearum,0.3025
520,1.1.1.307,R01431,Candida intermedia,20.2
521,1.1.1.307,R01431,Candida tenuis,14.2
522,1.1.1.307,R01431,Candida tropicalis,240.0
523,1.1.1.307,R01431,Neurospora crassa,3600.0
524,1.1.1.307,R01431,Rasamsonia emersonii,324000.0
525,1.1.1.307,R01431,Saccharomyces cerevisiae,13.0
526,1.1.1.307,R01431,Scheffersomyces stipitis,27.5
527,1.1.1.307,R09477,Candida intermedia,20.2
528,1.1.1.307,R09477,Candida tenuis,14.2
529,1.1.1.307,R09477,Candida tropicalis,240.0
530,1.1.1.307,R09477,Neurospora crassa,1955.0
531,1.1.1.307,R09477,Rasamsonia emersonii,15750.0
532,1.1.1.307,R09477,Saccharomyces cerevisiae,13.0
533,1.1.1.307,R09477,Scheffersomyces stipitis,15.4
534,1.1.1.309,R09478,Streptomyces viridochromogenes,0.41
535,1.1.1.31,R05066,Oryctolagus cuniculus,7.1
536,1.1.1.311,R05352,Azoarcus sp.,1.8
537,1.1.1.35,R01778,Homo sapiens,607.5
538,1.1.1.35,R01778,Mycobacterium tuberculosis,0.0965
539,1.1.1.35,R01975,Homo sapiens,375.0
540,1.1.1.35,R01975,Metallosphaera sedula,15.0
541,1.1.1.35,R01975,Mycobacterium tuberculosis,0.0115
542,1.1.1.35,R01975,Rattus norvegicus,569.0
543,1.1.1.35,R01975,Sus scrofa,330.0
544,1.1.1.35,R04203,Homo sapiens,607.5
545,1.1.1.35,R04203,Mycobacterium tuberculosis,0.0965
546,1.1.1.35,R04737,Homo sapiens,607.5
547,1.1.1.35,R04737,Mycobacterium tuberculosis,0.0965
548,1.1.1.35,R04739,Homo sapiens,607.5
549,1.1.1.35,R04739,Mycobacterium tuberculosis,0.0965
550,1.1.1.35,R04741,Homo sapiens,607.5
551,1.1.1.35,R04741,Mycobacterium tuberculosis,0.0965
552,1.1.1.35,R04743,Homo sapiens,607.5
553,1.1.1.35,R04743,Mycobacterium tuberculosis,0.0965
554,1.1.1.35,R04745,Homo sapiens,510.0
555,1.1.1.35,R04745,Mycobacterium tuberculosis,0.0965
556,1.1.1.35,R04745,Sus scrofa,102.0
557,1.1.1.35,R04748,Homo sapiens,607.5
558,1.1.1.35,R04748,Mycobacterium tuberculosis,0.0965
559,1.1.1.35,R04810,Homo sapiens,607.5
560,1.1.1.35,R04810,Mycobacterium tuberculosis,0.0965
561,1.1.1.35,R04812,Homo sapiens,607.5
562,1.1.1.35,R04812,Mycobacterium tuberculosis,0.0965
563,1.1.1.35,R05066,Homo sapiens,607.5
564,1.1.1.35,R05066,Mycobacterium tuberculosis,0.0965
565,1.1.1.35,R05575,Homo sapiens,607.5
566,1.1.1.35,R05575,Mycobacterium tuberculosis,0.0965
567,1.1.1.35,R06941,Homo sapiens,607.5
568,1.1.1.35,R06941,Mycobacterium tuberculosis,0.0965
569,1.1.1.35,R07890,Homo sapiens,607.5
570,1.1.1.35,R07890,Mycobacterium tuberculosis,0.0965
571,1.1.1.35,R07894,Homo sapiens,607.5
572,1.1.1.35,R07894,Mycobacterium tuberculosis,0.0965
573,1.1.1.35,R07898,Homo sapiens,607.5
574,1.1.1.35,R07898,Mycobacterium tuberculosis,0.0965
575,1.1.1.35,R08094,Homo sapiens,607.5
576,1.1.1.35,R08094,Mycobacterium tuberculosis,0.0965
577,1.1.1.36,R01977,Candida tropicalis,30.0
578,1.1.1.36,R01977,Zoogloea ramigera,195.0
579,1.1.1.37,R00342,Escherichia coli,931.0
580,1.1.1.37,R00342,Flavobacterium frigidimaris,48.6
581,1.1.1.37,R00342,Haloarcula marismortui,101.5
582,1.1.1.37,R00342,Malus domestica,9.155
583,1.1.1.37,R00342,Moritella sp.,0.004345
584,1.1.1.37,R00342,Plasmodium falciparum,960.0
585,1.1.1.37,R00342,Rasamsonia emersonii,42250.0
586,1.1.1.37,R00342,Streptomyces coelicolor,273.355
587,1.1.1.37,R00342,Sulfolobus acidocaldarius,2.62
588,1.1.1.37,R00342,Sus scrofa,76.7
589,1.1.1.37,R00342,Taenia solium,525.3
590,1.1.1.37,R00342,Thermoplasma acidophilum,1.8
591,1.1.1.37,R00342,Triticum aestivum,121600.0
592,1.1.1.38,R00214,Ascaris suum,0.09
593,1.1.1.38,R00214,Escherichia coli K-12,134.4
594,1.1.1.38,R00217,Ascaris suum,14.045
595,1.1.1.39,R00214,Arabidopsis thaliana,41.55
596,1.1.1.39,R00214,Rhodopseudomonas palustris,720.0
597,1.1.1.39,R00214,Solanum tuberosum,617.0
598,1.1.1.40,R00216,Anas platyrhynchos,160.0
599,1.1.1.40,R00216,Arabidopsis thaliana,237.0
600,1.1.1.40,R00216,Columba livia,23.17
601,1.1.1.40,R00216,Columba sp.,140.1
602,1.1.1.40,R00216,Escherichia coli,66.6
603,1.1.1.40,R00216,Homo sapiens,119.6
604,1.1.1.40,R00216,Nicotiana tabacum,156.35
605,1.1.1.40,R00216,Oryza sativa,94.2
606,1.1.1.40,R00216,Populus trichocarpa,13.9
607,1.1.1.40,R00216,Sinorhizobium meliloti,582.0
608,1.1.1.40,R00216,Sulfolobus solfataricus,376.0
609,1.1.1.40,R00216,Trypanosoma brucei,263.0
610,1.1.1.40,R00216,Trypanosoma cruzi,511.0
611,1.1.1.40,R00216,Zea mays,91.0
612,1.1.1.40,R00217,Arabidopsis thaliana,156.0
613,1.1.1.40,R00217,Nicotiana tabacum,90.0
614,1.1.1.40,R00217,Trypanosoma brucei,73.5
615,1.1.1.40,R00217,Trypanosoma cruzi,23.65
616,1.1.1.41,R00709,Acidithiobacillus thiooxidans,45.1
617,1.1.1.41,R00709,Homo sapiens,30.0
618,1.1.1.41,R00709,Pyrococcus furiosus,60.4
619,1.1.1.41,R00709,Pyrococcus horikoshii,18.3
620,1.1.1.41,R00709,Streptococcus mutans,90.0
621,1.1.1.41,R00709,Zymomonas mobilis,100.0
622,1.1.1.42,R00267,Archaeoglobus fulgidus,237.0
623,1.1.1.42,R00267,Desulfotalea psychrophila,17.95
624,1.1.1.42,R00267,Escherichia coli,97.25
625,1.1.1.42,R00267,Haloferax volcanii,0.00265
626,1.1.1.42,R00267,Microcystis aeruginosa,34.285
627,1.1.1.42,R00267,Mycobacterium tuberculosis,19.6
628,1.1.1.42,R00267,Plasmodium falciparum,138.0
629,1.1.1.42,R00267,Streptomyces lividans,25.4
630,1.1.1.42,R00267,Sus scrofa,45.25
631,1.1.1.42,R01899,Archaeoglobus fulgidus,237.0
632,1.1.1.42,R01899,Desulfotalea psychrophila,17.95
633,1.1.1.42,R01899,Escherichia coli,97.25
634,1.1.1.42,R01899,Haloferax volcanii,0.00265
635,1.1.1.42,R01899,Microcystis aeruginosa,34.285
636,1.1.1.42,R01899,Mycobacterium tuberculosis,19.6
637,1.1.1.42,R01899,Plasmodium falciparum,138.0
638,1.1.1.42,R01899,Streptomyces lividans,25.4
639,1.1.1.42,R01899,Sus scrofa,45.25
640,1.1.1.44,R01528,Homo sapiens,0.217
641,1.1.1.44,R01528,Trypanosoma cruzi,98.0
642,1.1.1.45,R02640,Drosophila melanogaster,7.4
643,1.1.1.47,R01520,Bacillus megaterium,390.0
644,1.1.1.47,R01520,Lysinibacillus sphaericus,104.0
645,1.1.1.47,R01520,Sulfolobus solfataricus,64.765
646,1.1.1.47,R01521,Bacillus megaterium,390.0
647,1.1.1.47,R01521,Lysinibacillus sphaericus,93.0
648,1.1.1.47,R01521,Sulfolobus solfataricus,47.85
649,1.1.1.48,R01094,Pelomonas saccharophila,358.0
650,1.1.1.48,R01094,Pseudomonas fluorescens,1180.0
651,1.1.1.48,R01096,Pelomonas saccharophila,358.0
652,1.1.1.48,R01096,Pseudomonas fluorescens,1180.0
653,1.1.1.48,R01097,Pelomonas saccharophila,358.0
654,1.1.1.48,R01097,Pseudomonas fluorescens,1180.0
655,1.1.1.48,R08544,Pelomonas saccharophila,358.0
656,1.1.1.48,R08544,Pseudomonas fluorescens,1180.0
657,1.1.1.49,R00835,Aspergillus aculeatus,83.0
658,1.1.1.49,R00835,Escherichia coli,174.0
659,1.1.1.49,R00835,Homo sapiens,275.0
660,1.1.1.49,R00835,Leishmania mexicana,22.2
661,1.1.1.49,R00835,Pseudomonas fluorescens,1120.0
662,1.1.1.49,R00835,Taenia crassiceps,34.0
663,1.1.1.49,R00835,Thermotoga maritima,3500.0
664,1.1.1.49,R00835,Trypanosoma brucei,16.4
665,1.1.1.49,R00835,Trypanosoma cruzi,57.1
666,1.1.1.49,R02736,Escherichia coli,174.0
667,1.1.1.49,R02736,Homo sapiens,251.0
668,1.1.1.49,R02736,Pseudomonas fluorescens,1120.0
669,1.1.1.49,R02736,Taenia crassiceps,34.0
670,1.1.1.49,R02736,Thermotoga maritima,3500.0
671,1.1.1.50,R02476,Comamonas testosteroni,190.5
672,1.1.1.50,R02476,Homo sapiens,0.007415
673,1.1.1.50,R02476,Pseudomonas sp.,134.0
674,1.1.1.50,R02476,Rattus norvegicus,0.432
675,1.1.1.50,R02477,Comamonas testosteroni,318.0
676,1.1.1.50,R02477,Homo sapiens,0.005
677,1.1.1.50,R02477,Pseudomonas sp.,134.0
678,1.1.1.50,R02477,Rattus norvegicus,0.432
679,1.1.1.50,R04309,Comamonas testosteroni,63.0
680,1.1.1.50,R04309,Rattus norvegicus,0.047
681,1.1.1.50,R04310,Homo sapiens,0.001585
682,1.1.1.50,R04310,Rattus norvegicus,0.047
683,1.1.1.50,R04818,Comamonas testosteroni,63.0
684,1.1.1.50,R04819,Homo sapiens,0.001585
685,1.1.1.50,R04824,Comamonas testosteroni,63.0
686,1.1.1.50,R04825,Homo sapiens,0.001585
687,1.1.1.50,R04829,Comamonas testosteroni,63.0
688,1.1.1.50,R04830,Homo sapiens,0.001585
689,1.1.1.50,R04832,Comamonas testosteroni,63.0
690,1.1.1.50,R04833,Homo sapiens,0.001585
691,1.1.1.50,R04835,Comamonas testosteroni,63.0
692,1.1.1.50,R04836,Homo sapiens,0.001585
693,1.1.1.50,R04837,Comamonas testosteroni,63.0
694,1.1.1.50,R04838,Homo sapiens,0.001585
695,1.1.1.50,R04842,Comamonas testosteroni,63.0
696,1.1.1.50,R04843,Homo sapiens,0.001585
697,1.1.1.50,R04845,Comamonas testosteroni,63.0
698,1.1.1.50,R04845,Homo sapiens,0.018
699,1.1.1.50,R04845,Rattus norvegicus,0.105
700,1.1.1.50,R04846,Homo sapiens,0.0167
701,1.1.1.50,R04846,Rattus norvegicus,0.105
702,1.1.1.50,R08963,Homo sapiens,0.02
703,1.1.1.50,R08963,Rattus norvegicus,1.0
704,1.1.1.51,R01836,Homo sapiens,2.9
705,1.1.1.51,R01838,Homo sapiens,2.35
706,1.1.1.51,R02352,Homo sapiens,2.9
707,1.1.1.51,R02353,Homo sapiens,2.6
708,1.1.1.51,R03406,Homo sapiens,1.615
709,1.1.1.51,R03407,Homo sapiens,1.3
710,1.1.1.56,R01895,Enterobacter aerogenes,299.0
711,1.1.1.59,R01608,Bacillus cereus,0.21
712,1.1.1.60,R01745,Pseudomonas putida,243.0
713,1.1.1.62,R02352,Homo sapiens,5.1
714,1.1.1.62,R02352,Mus musculus,0.95
715,1.1.1.62,R02353,Curvularia lunata,2.225
716,1.1.1.62,R02353,Homo sapiens,5.1
717,1.1.1.62,R02353,Mus musculus,0.95
718,1.1.1.62,R04682,Curvularia lunata,2.225
719,1.1.1.62,R08980,Curvularia lunata,2.225
720,1.1.1.67,R00868,Aspergillus fumigatus,149.0
721,1.1.1.67,R00868,Pseudomonas fluorescens,40.0
722,1.1.1.71,R00625,Thermococcus sibiricus,1.51
723,1.1.1.71,R00746,Acinetobacter calcoaceticus,13.9
724,1.1.1.71,R00746,Saccharomyces cerevisiae,35.1
725,1.1.1.71,R00746,Thermococcus sibiricus,1.51
726,1.1.1.71,R00754,Acinetobacter calcoaceticus,13.9
727,1.1.1.71,R00754,Saccharomyces cerevisiae,35.1
728,1.1.1.71,R07328,Thermococcus sibiricus,1.51
729,1.1.1.72,R01041,Gluconobacter oxydans,57.2
730,1.1.1.79,R00465,Arabidopsis thaliana,12.0
731,1.1.1.79,R00465,Homo sapiens,47.0
732,1.1.1.79,R00465,Pyrococcus horikoshii OT3,2.1
733,1.1.1.79,R00465,Thermus thermophilus,65000.0
734,1.1.1.79,R00465,Thermus thermophilus HB27,650000.0
735,1.1.1.79,R01392,Arabidopsis thaliana,11.35
736,1.1.1.79,R01392,Homo sapiens,51.5
737,1.1.1.79,R01392,Pyrococcus horikoshii OT3,2.1
738,1.1.1.79,R01392,Thermus thermophilus,30000.0
739,1.1.1.79,R01392,Thermus thermophilus HB27,300000.0
740,1.1.1.79,R02527,Pyrococcus horikoshii OT3,7.55
741,1.1.1.79,R02527,Thermus thermophilus,22000.0
742,1.1.1.79,R02527,Thermus thermophilus HB27,220000.0
743,1.1.1.8,R00842,Ceratitis capitata,110.0
744,1.1.1.8,R00842,Eidolon helvum,78.0
745,1.1.1.8,R00842,Oryctolagus cuniculus,367.5
746,1.1.1.81,R01388,Pyrococcus horikoshii OT3,7.55
747,1.1.1.81,R01392,Pyrococcus horikoshii OT3,2.1
748,1.1.1.82,R00343,Aeropyrum pernix,2.0
749,1.1.1.82,R00343,Sorghum sp.,876.5
750,1.1.1.85,R00994,Escherichia coli,69.0
751,1.1.1.85,R00994,Thermus thermophilus,10.3
752,1.1.1.85,R04426,Arabidopsis thaliana,6.22
753,1.1.1.85,R04426,Escherichia coli,69.0
754,1.1.1.85,R04426,Shewanella benthica,14.0
755,1.1.1.85,R04426,Shewanella oneidensis,8.0
756,1.1.1.85,R04426,Thermus thermophilus,6.85
757,1.1.1.86,R03051,Escherichia coli,0.96
758,1.1.1.86,R03051,Salmonella enterica subsp. enterica serovar Typhimurium,18.3
759,1.1.1.86,R04439,Escherichia coli,0.12
760,1.1.1.86,R04440,Escherichia coli,1.8155
761,1.1.1.86,R05068,Escherichia coli,0.12
762,1.1.1.86,R05071,Escherichia coli,3.511
763,1.1.1.87,R01934,Candida albicans,0.39
764,1.1.1.87,R01934,Deinococcus radiodurans,46.1
765,1.1.1.87,R01934,Pyrococcus horikoshii,13.7
766,1.1.1.87,R01934,Saccharomyces cerevisiae,17.0
767,1.1.1.87,R01934,Thermus thermophilus,171.0
768,1.1.1.87,R04862,Candida albicans,0.39
769,1.1.1.87,R04862,Deinococcus radiodurans,46.1
770,1.1.1.87,R04862,Pyrococcus horikoshii,13.7
771,1.1.1.87,R04862,Saccharomyces cerevisiae,17.0
772,1.1.1.87,R04862,Thermus thermophilus,171.0
773,1.1.1.9,R01896,Blastobotrys adeninivorans,2115.0
774,1.1.1.9,R01896,Candida sp. HA 167,835.0
775,1.1.1.9,R01896,Gluconobacter oxydans,25.9
776,1.1.1.9,R01896,Scheffersomyces stipitis,17.5
777,1.1.1.90,R01487,Acinetobacter baylyi,10930.0
778,1.1.1.90,R01487,Pseudomonas putida,622.0
779,1.1.1.90,R01487,Streptomyces sp.,53.7
780,1.1.1.90,R01763,Acinetobacter baylyi,8920.0
781,1.1.1.90,R01763,Acinetobacter calcoaceticus,97.0
782,1.1.1.90,R01763,Lactobacillus plantarum WCFS1,3.4
783,1.1.1.90,R01763,Pseudomonas putida,123.0
784,1.1.1.90,R01763,Streptomyces sp.,53.7
785,1.1.1.90,R01763,Thauera sp.,85.0
786,1.1.1.90,R02229,Acinetobacter baylyi,8920.0
787,1.1.1.90,R02229,Streptomyces sp.,53.7
788,1.1.1.90,R02611,Acinetobacter baylyi,8920.0
789,1.1.1.90,R02611,Streptomyces sp.,53.7
790,1.1.1.90,R04304,Acinetobacter baylyi,8920.0
791,1.1.1.90,R04304,Streptomyces sp.,53.7
792,1.1.1.90,R05282,Acinetobacter baylyi,8920.0
793,1.1.1.90,R05282,Streptomyces sp.,53.7
794,1.1.1.90,R05347,Acinetobacter baylyi,8920.0
795,1.1.1.90,R05347,Streptomyces sp.,53.7
796,1.1.1.90,R05348,Acinetobacter baylyi,8920.0
797,1.1.1.90,R05348,Streptomyces sp.,53.7
798,1.1.1.91,R01488,Phanerochaete chrysosporium,7.16
799,1.1.1.93,R02545,Pseudomonas putida,3.5585
800,1.1.1.93,R06180,Pseudomonas putida,0.483
801,1.1.1.95,R01513,Escherichia coli,6.9815
802,1.1.1.95,R01513,Mycobacterium tuberculosis,2461.0
803,1.1.1.95,R08198,Escherichia coli,0.3415
804,1.1.1.95,R08198,Mycobacterium tuberculosis,2461.0
805,1.1.2.3,R00196,Saccharomyces cerevisiae,146.5
806,1.1.2.4,R00197,Arabidopsis thaliana,1.083
807,1.1.2.4,R00197,Saccharomyces cerevisiae,875.0
808,1.1.2.7,R01146,Hyphomicrobium denitrificans,0.87
809,1.1.2.7,R01146,Methylophaga aminisulfidivorans,1.56
810,1.1.3.10,R00302,Aspergillus nidulans,35.44
811,1.1.3.10,R00302,Aspergillus oryzae,1.48
812,1.1.3.10,R00302,Lyophyllum shimeji,6.92
813,1.1.3.10,R00302,Phanerochaete chrysosporium,83.1
814,1.1.3.10,R00302,Trametes ochracea,12.5
815,1.1.3.10,R00302,Tricholoma matsutake,111.0
816,1.1.3.12,R01711,Mesorhizobium loti,19.9
817,1.1.3.13,R00608,Gloeophyllum trabeum,15.6
818,1.1.3.13,R00608,Ogataea angusta,46.0
819,1.1.3.15,R00475,Homo sapiens,9.85
820,1.1.3.15,R00475,Mycobacterium smegmatis,0.33
821,1.1.3.17,R01022,Arthrobacter globiformis,72.3
822,1.1.3.17,R08211,Arthrobacter globiformis,72.3
823,1.1.3.37,R02715,Candida albicans,20.9
824,1.1.3.37,R02715,Leishmania donovani,10.8
825,1.1.3.38,R02877,Penicillium simplicissimum,2.4
826,1.1.3.4,R01522,Aspergillus niger,87.4
827,1.1.3.4,R01522,Penicillium amagasakiense,1950.0
828,1.1.3.4,R01522,Penicillium sp.,741.0
829,1.1.3.41,R07152,Acidothermus cellulolyticus,1.9
830,1.1.3.41,R07152,Streptomyces coelicolor,13.0
831,1.1.3.6,R01459,Brevibacterium sterolicum,52.05
832,1.1.3.6,R01459,Streptomyces hygroscopicus,19.5
833,1.1.3.6,R01459,Streptomyces sp.,45.0
834,1.1.3.7,R01491,Pleurotus eryngii,0.5
835,1.1.3.9,R01098,Fusarium graminearum,503.0
836,1.1.3.9,R01098,Fusarium sp.,1090.0
837,1.1.3.9,R01098,Hypomyces rosellus,545.0
838,1.1.3.9,R01099,Fusarium graminearum,503.0
839,1.1.3.9,R01099,Fusarium sp.,1090.0
840,1.1.3.9,R01099,Hypomyces rosellus,545.0
841,1.1.5.2,R06620,Acinetobacter calcoaceticus,3440.0
842,1.1.5.2,R06620,Escherichia coli,3610.0
843,1.1.5.2,R06620,Pyrobaculum aerophilum,4.1
844,1.1.5.2,R06620,Sorangium cellulosum,1779.0
845,1.1.5.5,R09479,Komagataeibacter xylinus,50.9
846,1.1.5.6,R09494,Escherichia coli,563.0
847,1.1.99.11,R00873,Gluconobacter sp.,172.5
848,1.1.99.13,R00807,Agaricus bisporus,59.0
849,1.1.99.13,R00808,Agaricus bisporus,59.0
850,1.1.99.2,R00298,Escherichia coli,0.08
851,1.1.99.28,R00874,Zymomonas mobilis,100.4
852,1.1.99.31,R03793,Pseudomonas putida,301.5
853,1.1.99.31,R03793,Rhodotorula graminis,79.0
854,1.1.99.31,R07664,Pseudomonas putida,301.5
855,1.1.99.31,R07664,Rhodotorula graminis,79.0
856,1.1.99.33,R09481,Escherichia coli,2833.0
857,1.1.99.35,R00305,Acinetobacter calcoaceticus,3648.0
858,1.1.99.9,R01910,Arthrobacter sp.,22.0
859,1.1.99.9,R07154,Arthrobacter sp.,22.0
860,1.10.3.1,R00058,Agaricus bisporus,877.8
861,1.10.3.1,R00058,Lablab purpureus,7.48
862,1.10.3.1,R00058,Lycopus europaeus,160.0
863,1.10.3.1,R00058,Streptomyces glaucescens,395.0
864,1.10.3.1,R00080,Agaricus bisporus,877.8
865,1.10.3.1,R00080,Lablab purpureus,7.48
866,1.10.3.1,R00080,Lycopus europaeus,160.0
867,1.10.3.1,R00080,Streptomyces glaucescens,395.0
868,1.10.3.3,R00068,Acremonium,3110.0
869,1.10.3.3,R00068,Cucurbita pepo condensa,7485.0
870,1.10.3.3,R00068,Cucurbita pepo medullosa,344.8
871,1.10.3.3,R00068,Pleurotus ostreatus,0.66
872,1.10.3.4,R00074,Streptomyces griseus,20.0
873,1.10.3.4,R08762,Streptomyces griseus,20.0
874,1.11.1.1,R00090,Enterococcus faecalis,1.17
875,1.11.1.11,R00644,Chlorella vulgaris,696.0
876,1.11.1.11,R00644,Citrus limon,71.5
877,1.11.1.11,R00644,Euglena gracilis,754.0
878,1.11.1.11,R00644,Galdieria partita,1980.0
879,1.11.1.11,R00644,Gossypium hirsutum,260.0
880,1.11.1.11,R00644,Leishmania major,0.53
881,1.11.1.11,R00644,Nicotiana tabacum,2510.0
882,1.11.1.11,R00644,Pallavicinia lyellii,760.0
883,1.11.1.11,R00644,Panicum virgatum,161.0
884,1.11.1.11,R00644,Pisum sativum,203.5
885,1.11.1.11,R00644,Populus tomentosa,1.74
886,1.11.1.11,R00644,Saccharomyces cerevisiae,0.2
887,1.11.1.11,R03186,Chlorella vulgaris,696.0
888,1.11.1.11,R03186,Citrus limon,71.5
889,1.11.1.11,R03186,Euglena gracilis,754.0
890,1.11.1.11,R03186,Galdieria partita,1980.0
891,1.11.1.11,R03186,Gossypium hirsutum,260.0
892,1.11.1.11,R03186,Leishmania major,0.53
893,1.11.1.11,R03186,Nicotiana tabacum,2510.0
894,1.11.1.11,R03186,Pallavicinia lyellii,760.0
895,1.11.1.11,R03186,Panicum virgatum,161.0
896,1.11.1.11,R03186,Pisum sativum,203.5
897,1.11.1.11,R03186,Populus tomentosa,1.74
898,1.11.1.11,R03186,Saccharomyces cerevisiae,0.2
899,1.11.1.11,R09540,Chlorella vulgaris,696.0
900,1.11.1.11,R09540,Citrus limon,71.5
901,1.11.1.11,R09540,Euglena gracilis,754.0
902,1.11.1.11,R09540,Galdieria partita,1980.0
903,1.11.1.11,R09540,Gossypium hirsutum,260.0
904,1.11.1.11,R09540,Leishmania major,0.53
905,1.11.1.11,R09540,Nicotiana tabacum,2510.0
906,1.11.1.11,R09540,Pallavicinia lyellii,760.0
907,1.11.1.11,R09540,Panicum virgatum,161.0
908,1.11.1.11,R09540,Pisum sativum,203.5
909,1.11.1.11,R09540,Populus tomentosa,1.74
910,1.11.1.11,R09540,Saccharomyces cerevisiae,0.2
911,1.11.1.16,R07612,Bjerkandera adusta,4.8
912,1.11.1.16,R07612,Pleurotus eryngii,5.25
913,1.11.1.20,R09506,Mus musculus,0.25
914,1.11.1.8,R03539,Ascophyllum nodosum,75.0
915,1.11.1.8,R03973,Ascophyllum nodosum,75.0
916,1.11.1.8,R08520,Ascophyllum nodosum,75.0
917,1.11.1.8,R08521,Ascophyllum nodosum,75.0
918,1.11.1.9,R00274,Homo sapiens,221.7
919,1.11.1.9,R07034,Homo sapiens,221.7
920,1.11.1.9,R07035,Homo sapiens,221.7
921,1.12.1.2,R00700,Cupriavidus necator,182.5
922,1.12.98.1,R03025,Methanococcus voltae,17.5
923,1.12.98.1,R03025,Methanosarcina barkeri,353.0
924,1.12.98.1,R03025,Methanothermobacter thermautotrophicum,1387.5
925,1.12.98.2,R04455,Methanothermobacter marburgensis,1218.5
926,1.12.98.2,R04456,Methanothermobacter marburgensis,1218.5
927,1.13.11.1,R00817,Acinetobacter radioresistens,30.03
928,1.13.11.1,R00817,Candida albicans,2.0
929,1.13.11.1,R00817,Cupriavidus necator,20.0
930,1.13.11.1,R00817,Pseudomonas aeruginosa,7.2
931,1.13.11.1,R00817,Pseudomonas fluorescens,26.7
932,1.13.11.1,R00817,Pseudomonas putida,47.0
933,1.13.11.1,R00817,Pseudomonas reinekei,8.1
934,1.13.11.1,R00817,Ralstonia sp.,9.6
935,1.13.11.1,R00817,Rhodococcus opacus,10.23
936,1.13.11.1,R00817,Rhodococcus rhodochrous,11.6
937,1.13.11.1,R04258,Acinetobacter radioresistens,0.83
938,1.13.11.1,R04258,Cupriavidus necator,1.0
939,1.13.11.1,R04258,Pseudomonas putida,1.3
940,1.13.11.1,R04258,Pseudomonas reinekei,1.2
941,1.13.11.1,R04258,Rhodococcus opacus,0.27
942,1.13.11.1,R05299,Acinetobacter radioresistens,5.45
943,1.13.11.1,R05299,Candida albicans,5.6
944,1.13.11.1,R05299,Cupriavidus necator,4.0
945,1.13.11.1,R05299,Pseudomonas aeruginosa,5.6
946,1.13.11.1,R05299,Pseudomonas putida,12.0
947,1.13.11.1,R05299,Pseudomonas reinekei,11.7
948,1.13.11.1,R05299,Ralstonia sp.,1.6
949,1.13.11.1,R05299,Rhodococcus opacus,7.32
950,1.13.11.1,R05299,Rhodococcus rhodochrous,6.3
951,1.13.11.1,R06839,Rhodococcus opacus,0.18
952,1.13.11.1,R08115,Cupriavidus necator,4.0
953,1.13.11.1,R08115,Pseudomonas putida,3.4
954,1.13.11.12,R03626,Fusarium oxysporum,2.611
955,1.13.11.12,R03626,Glycine max,64.0
956,1.13.11.12,R03626,Olea europaea,48.16
957,1.13.11.12,R07864,Olea europaea,47.78
958,1.13.11.12,R07869,Olea europaea,47.78
959,1.13.11.15,R03303,Arthrobacter globiformis,4.6
960,1.13.11.15,R03303,Brevibacterium fuscum,10.0
961,1.13.11.16,R04376,Escherichia coli,29.0
962,1.13.11.2,R00816,Acinetobacter sp.,31.3
963,1.13.11.2,R00816,Escherichia coli,690.0
964,1.13.11.2,R00816,Pseudomonas putida,930.0
